date,LMT_unscaled,LMT_monthly,isPartial,scale,LMT
2019-08-30,85,75.0,,0.75,63.75
2019-08-31,46,75.0,,0.75,34.5
2019-09-01,42,75.0,False,0.75,31.5
2019-09-02,35,75.0,,0.75,26.25
2019-09-03,70,75.0,,0.75,52.5
2019-09-04,72,75.0,,0.75,54.0
2019-09-05,84,75.0,,0.75,63.0
2019-09-06,73,75.0,,0.75,54.75
2019-09-07,45,75.0,,0.75,33.75
2019-09-08,47,75.0,,0.75,35.25
2019-09-09,90,75.0,,0.75,67.5
2019-09-10,57,75.0,,0.75,42.75
2019-09-11,80,75.0,,0.75,60.0
2019-09-12,72,75.0,,0.75,54.0
2019-09-13,75,75.0,,0.75,56.25
2019-09-14,44,75.0,,0.75,33.0
2019-09-15,28,75.0,,0.75,21.0
2019-09-16,85,75.0,,0.75,63.75
2019-09-17,96,75.0,,0.75,72.0
2019-09-18,100,75.0,,0.75,75.0
2019-09-19,81,75.0,,0.75,60.75
2019-09-20,91,75.0,,0.75,68.25
2019-09-21,40,75.0,,0.75,30.0
2019-09-22,36,75.0,,0.75,27.0
2019-09-23,59,75.0,,0.75,44.25
2019-09-24,84,75.0,,0.75,63.0
2019-09-25,86,75.0,,0.75,64.5
2019-09-26,87,75.0,,0.75,65.25
2019-09-27,75,75.0,,0.75,56.25
2019-09-28,39,75.0,,0.75,29.25
2019-09-29,29,75.0,,0.75,21.75
2019-09-30,74,75.0,,0.75,55.5
2019-10-01,61,71.0,False,0.71,43.309999999999995
2019-10-02,59,71.0,,0.71,41.89
2019-10-03,50,71.0,,0.71,35.5
2019-10-04,60,71.0,,0.71,42.599999999999994
2019-10-05,36,71.0,,0.71,25.56
2019-10-06,25,71.0,,0.71,17.75
2019-10-07,46,71.0,,0.71,32.66
2019-10-08,54,71.0,,0.71,38.339999999999996
2019-10-09,57,71.0,,0.71,40.47
2019-10-10,40,71.0,,0.71,28.4
2019-10-11,47,71.0,,0.71,33.37
2019-10-12,38,71.0,,0.71,26.979999999999997
2019-10-13,19,71.0,,0.71,13.489999999999998
2019-10-14,47,71.0,,0.71,33.37
2019-10-15,49,71.0,,0.71,34.79
2019-10-16,62,71.0,,0.71,44.019999999999996
2019-10-17,67,71.0,,0.71,47.57
2019-10-18,49,71.0,,0.71,34.79
2019-10-19,31,71.0,,0.71,22.009999999999998
2019-10-20,25,71.0,,0.71,17.75
2019-10-21,59,71.0,,0.71,41.89
2019-10-22,100,71.0,,0.71,71.0
2019-10-23,76,71.0,,0.71,53.959999999999994
2019-10-24,62,71.0,,0.71,44.019999999999996
2019-10-25,60,71.0,,0.71,42.599999999999994
2019-10-26,41,71.0,,0.71,29.11
2019-10-27,37,71.0,,0.71,26.27
2019-10-28,49,71.0,,0.71,34.79
2019-10-29,60,71.0,,0.71,42.599999999999994
2019-10-30,63,71.0,,0.71,44.73
2019-10-31,48,71.0,,0.71,34.08
2019-11-01,72,70.0,False,0.7,50.4
2019-11-02,35,70.0,,0.7,24.5
2019-11-03,34,70.0,,0.7,23.799999999999997
2019-11-04,59,70.0,,0.7,41.3
2019-11-05,77,70.0,,0.7,53.9
2019-11-06,72,70.0,,0.7,50.4
2019-11-07,67,70.0,,0.7,46.9
2019-11-08,73,70.0,,0.7,51.099999999999994
2019-11-09,41,70.0,,0.7,28.7
2019-11-10,44,70.0,,0.7,30.799999999999997
2019-11-11,65,70.0,,0.7,45.5
2019-11-12,72,70.0,,0.7,50.4
2019-11-13,69,70.0,,0.7,48.3
2019-11-14,89,70.0,,0.7,62.3
2019-11-15,75,70.0,,0.7,52.5
2019-11-16,46,70.0,,0.7,32.199999999999996
2019-11-17,50,70.0,,0.7,35.0
2019-11-18,66,70.0,,0.7,46.199999999999996
2019-11-19,75,70.0,,0.7,52.5
2019-11-20,100,70.0,,0.7,70.0
2019-11-21,68,70.0,,0.7,47.599999999999994
2019-11-22,87,70.0,,0.7,60.9
2019-11-23,56,70.0,,0.7,39.199999999999996
2019-11-24,48,70.0,,0.7,33.599999999999994
2019-11-25,71,70.0,,0.7,49.699999999999996
2019-11-26,75,70.0,,0.7,52.5
2019-11-27,66,70.0,,0.7,46.199999999999996
2019-11-28,54,70.0,,0.7,37.8
2019-11-29,77,70.0,,0.7,53.9
2019-11-30,62,70.0,,0.7,43.4
2019-12-01,46,63.0,False,0.63,28.98
2019-12-02,59,63.0,,0.63,37.17
2019-12-03,82,63.0,,0.63,51.660000000000004
2019-12-04,66,63.0,,0.63,41.58
2019-12-05,65,63.0,,0.63,40.95
2019-12-06,69,63.0,,0.63,43.47
2019-12-07,53,63.0,,0.63,33.39
2019-12-08,33,63.0,,0.63,20.79
2019-12-09,74,63.0,,0.63,46.62
2019-12-10,77,63.0,,0.63,48.51
2019-12-11,69,63.0,,0.63,43.47
2019-12-12,74,63.0,,0.63,46.62
2019-12-13,68,63.0,,0.63,42.84
2019-12-14,42,63.0,,0.63,26.46
2019-12-15,25,63.0,,0.63,15.75
2019-12-16,66,63.0,,0.63,41.58
2019-12-17,64,63.0,,0.63,40.32
2019-12-18,70,63.0,,0.63,44.1
2019-12-19,97,63.0,,0.63,61.11
2019-12-20,66,63.0,,0.63,41.58
2019-12-21,58,63.0,,0.63,36.54
2019-12-22,50,63.0,,0.63,31.5
2019-12-23,100,63.0,,0.63,63.0
2019-12-24,65,63.0,,0.63,40.95
2019-12-25,47,63.0,,0.63,29.61
2019-12-26,63,63.0,,0.63,39.69
2019-12-27,52,63.0,,0.63,32.76
2019-12-28,68,63.0,,0.63,42.84
2019-12-29,47,63.0,,0.63,29.61
2019-12-30,73,63.0,,0.63,45.99
2019-12-31,69,63.0,,0.63,43.47
2020-01-01,23,100.0,False,1.0,23.0
2020-01-02,57,100.0,,1.0,57.0
2020-01-03,74,100.0,,1.0,74.0
2020-01-04,36,100.0,,1.0,36.0
2020-01-05,45,100.0,,1.0,45.0
2020-01-06,100,100.0,,1.0,100.0
2020-01-07,58,100.0,,1.0,58.0
2020-01-08,100,100.0,,1.0,100.0
2020-01-09,59,100.0,,1.0,59.0
2020-01-10,45,100.0,,1.0,45.0
2020-01-11,32,100.0,,1.0,32.0
2020-01-12,33,100.0,,1.0,33.0
2020-01-13,56,100.0,,1.0,56.0
2020-01-14,50,100.0,,1.0,50.0
2020-01-15,61,100.0,,1.0,61.0
2020-01-16,57,100.0,,1.0,57.0
2020-01-17,61,100.0,,1.0,61.0
2020-01-18,38,100.0,,1.0,38.0
2020-01-19,22,100.0,,1.0,22.0
2020-01-20,29,100.0,,1.0,29.0
2020-01-21,54,100.0,,1.0,54.0
2020-01-22,47,100.0,,1.0,47.0
2020-01-23,46,100.0,,1.0,46.0
2020-01-24,58,100.0,,1.0,58.0
2020-01-25,23,100.0,,1.0,23.0
2020-01-26,28,100.0,,1.0,28.0
2020-01-27,58,100.0,,1.0,58.0
2020-01-28,77,100.0,,1.0,77.0
2020-01-29,65,100.0,,1.0,65.0
2020-01-30,52,100.0,,1.0,52.0
2020-01-31,52,100.0,,1.0,52.0
2020-02-01,37,78.0,False,0.78,28.86
2020-02-02,35,78.0,,0.78,27.3
2020-02-03,82,78.0,,0.78,63.96
2020-02-04,92,78.0,,0.78,71.76
2020-02-05,81,78.0,,0.78,63.18
2020-02-06,89,78.0,,0.78,69.42
2020-02-07,80,78.0,,0.78,62.400000000000006
2020-02-08,51,78.0,,0.78,39.78
2020-02-09,43,78.0,,0.78,33.54
2020-02-10,75,78.0,,0.78,58.5
2020-02-11,76,78.0,,0.78,59.28
2020-02-12,89,78.0,,0.78,69.42
2020-02-13,100,78.0,,0.78,78.0
2020-02-14,75,78.0,,0.78,58.5
2020-02-15,41,78.0,,0.78,31.98
2020-02-16,38,78.0,,0.78,29.64
2020-02-17,52,78.0,,0.78,40.56
2020-02-18,78,78.0,,0.78,60.84
2020-02-19,64,78.0,,0.78,49.92
2020-02-20,88,78.0,,0.78,68.64
2020-02-21,73,78.0,,0.78,56.940000000000005
2020-02-22,48,78.0,,0.78,37.44
2020-02-23,36,78.0,,0.78,28.080000000000002
2020-02-24,90,78.0,,0.78,70.2
2020-02-25,87,78.0,,0.78,67.86
2020-02-26,99,78.0,,0.78,77.22
2020-02-27,100,78.0,,0.78,78.0
2020-02-28,100,78.0,,0.78,78.0
2020-02-29,67,78.0,,0.78,52.260000000000005
2020-03-01,29,100.0,False,1.0,29.0
2020-03-02,76,100.0,,1.0,76.0
2020-03-03,75,100.0,,1.0,75.0
2020-03-04,77,100.0,,1.0,77.0
2020-03-05,60,100.0,,1.0,60.0
2020-03-06,55,100.0,,1.0,55.0
2020-03-07,44,100.0,,1.0,44.0
2020-03-08,42,100.0,,1.0,42.0
2020-03-09,73,100.0,,1.0,73.0
2020-03-10,57,100.0,,1.0,57.0
2020-03-11,58,100.0,,1.0,58.0
2020-03-12,100,100.0,,1.0,100.0
2020-03-13,92,100.0,,1.0,92.0
2020-03-14,41,100.0,,1.0,41.0
2020-03-15,32,100.0,,1.0,32.0
2020-03-16,98,100.0,,1.0,98.0
2020-03-17,75,100.0,,1.0,75.0
2020-03-18,73,100.0,,1.0,73.0
2020-03-19,88,100.0,,1.0,88.0
2020-03-20,79,100.0,,1.0,79.0
2020-03-21,32,100.0,,1.0,32.0
2020-03-22,48,100.0,,1.0,48.0
2020-03-23,60,100.0,,1.0,60.0
2020-03-24,88,100.0,,1.0,88.0
2020-03-25,90,100.0,,1.0,90.0
2020-03-26,72,100.0,,1.0,72.0
2020-03-27,80,100.0,,1.0,80.0
2020-03-28,37,100.0,,1.0,37.0
2020-03-29,30,100.0,,1.0,30.0
2020-03-30,69,100.0,,1.0,69.0
2020-03-31,59,100.0,,1.0,59.0
2020-04-01,72,86.0,False,0.86,61.92
2020-04-02,64,86.0,,0.86,55.04
2020-04-03,86,86.0,,0.86,73.96
2020-04-04,37,86.0,,0.86,31.82
2020-04-05,24,86.0,,0.86,20.64
2020-04-06,78,86.0,,0.86,67.08
2020-04-07,71,86.0,,0.86,61.06
2020-04-08,68,86.0,,0.86,58.48
2020-04-09,56,86.0,,0.86,48.16
2020-04-10,40,86.0,,0.86,34.4
2020-04-11,33,86.0,,0.86,28.38
2020-04-12,29,86.0,,0.86,24.94
2020-04-13,57,86.0,,0.86,49.019999999999996
2020-04-14,76,86.0,,0.86,65.36
2020-04-15,55,86.0,,0.86,47.3
2020-04-16,78,86.0,,0.86,67.08
2020-04-17,66,86.0,,0.86,56.76
2020-04-18,32,86.0,,0.86,27.52
2020-04-19,34,86.0,,0.86,29.24
2020-04-20,57,86.0,,0.86,49.019999999999996
2020-04-21,100,86.0,,0.86,86.0
2020-04-22,62,86.0,,0.86,53.32
2020-04-23,65,86.0,,0.86,55.9
2020-04-24,53,86.0,,0.86,45.58
2020-04-25,49,86.0,,0.86,42.14
2020-04-26,38,86.0,,0.86,32.68
2020-04-27,55,86.0,,0.86,47.3
2020-04-28,57,86.0,,0.86,49.019999999999996
2020-04-29,67,86.0,,0.86,57.62
2020-04-30,56,86.0,,0.86,48.16
2020-05-01,59,75.0,False,0.75,44.25
2020-05-02,34,75.0,,0.75,25.5
2020-05-03,15,75.0,,0.75,11.25
2020-05-04,67,75.0,,0.75,50.25
2020-05-05,70,75.0,,0.75,52.5
2020-05-06,54,75.0,,0.75,40.5
2020-05-07,57,75.0,,0.75,42.75
2020-05-08,55,75.0,,0.75,41.25
2020-05-09,47,75.0,,0.75,35.25
2020-05-10,28,75.0,,0.75,21.0
2020-05-11,64,75.0,,0.75,48.0
2020-05-12,57,75.0,,0.75,42.75
2020-05-13,46,75.0,,0.75,34.5
2020-05-14,57,75.0,,0.75,42.75
2020-05-15,59,75.0,,0.75,44.25
2020-05-16,41,75.0,,0.75,30.75
2020-05-17,21,75.0,,0.75,15.75
2020-05-18,58,75.0,,0.75,43.5
2020-05-19,74,75.0,,0.75,55.5
2020-05-20,67,75.0,,0.75,50.25
2020-05-21,72,75.0,,0.75,54.0
2020-05-22,67,75.0,,0.75,50.25
2020-05-23,36,75.0,,0.75,27.0
2020-05-24,39,75.0,,0.75,29.25
2020-05-25,37,75.0,,0.75,27.75
2020-05-26,57,75.0,,0.75,42.75
2020-05-27,75,75.0,,0.75,56.25
2020-05-28,100,75.0,,0.75,75.0
2020-05-29,71,75.0,,0.75,53.25
2020-05-30,33,75.0,,0.75,24.75
2020-05-31,37,75.0,,0.75,27.75
2020-06-01,70,89.0,False,0.89,62.300000000000004
2020-06-02,75,89.0,,0.89,66.75
2020-06-03,100,89.0,,0.89,89.0
2020-06-04,70,89.0,,0.89,62.300000000000004
2020-06-05,71,89.0,,0.89,63.19
2020-06-06,40,89.0,,0.89,35.6
2020-06-07,59,89.0,,0.89,52.51
2020-06-08,63,89.0,,0.89,56.07
2020-06-09,72,89.0,,0.89,64.08
2020-06-10,71,89.0,,0.89,63.19
2020-06-11,61,89.0,,0.89,54.29
2020-06-12,82,89.0,,0.89,72.98
2020-06-13,45,89.0,,0.89,40.05
2020-06-14,41,89.0,,0.89,36.49
2020-06-15,65,89.0,,0.89,57.85
2020-06-16,55,89.0,,0.89,48.95
2020-06-17,56,89.0,,0.89,49.84
2020-06-18,61,89.0,,0.89,54.29
2020-06-19,63,89.0,,0.89,56.07
2020-06-20,46,89.0,,0.89,40.94
2020-06-21,35,89.0,,0.89,31.150000000000002
2020-06-22,69,89.0,,0.89,61.410000000000004
2020-06-23,74,89.0,,0.89,65.86
2020-06-24,60,89.0,,0.89,53.4
2020-06-25,69,89.0,,0.89,61.410000000000004
2020-06-26,92,89.0,,0.89,81.88
2020-06-27,45,89.0,,0.89,40.05
2020-06-28,45,89.0,,0.89,40.05
2020-06-29,52,89.0,,0.89,46.28
2020-06-30,80,89.0,,0.89,71.2
2020-07-01,73,93.0,False,0.93,67.89
2020-07-02,56,93.0,,0.93,52.080000000000005
2020-07-03,40,93.0,,0.93,37.2
2020-07-04,29,93.0,,0.93,26.970000000000002
2020-07-05,50,93.0,,0.93,46.5
2020-07-06,61,93.0,,0.93,56.730000000000004
2020-07-07,56,93.0,,0.93,52.080000000000005
2020-07-08,68,93.0,,0.93,63.24
2020-07-09,60,93.0,,0.93,55.800000000000004
2020-07-10,68,93.0,,0.93,63.24
2020-07-11,41,93.0,,0.93,38.13
2020-07-12,36,93.0,,0.93,33.480000000000004
2020-07-13,65,93.0,,0.93,60.45
2020-07-14,60,93.0,,0.93,55.800000000000004
2020-07-15,66,93.0,,0.93,61.38
2020-07-16,66,93.0,,0.93,61.38
2020-07-17,68,93.0,,0.93,63.24
2020-07-18,31,93.0,,0.93,28.830000000000002
2020-07-19,24,93.0,,0.93,22.32
2020-07-20,83,93.0,,0.93,77.19
2020-07-21,100,93.0,,0.93,93.0
2020-07-22,74,93.0,,0.93,68.82000000000001
2020-07-23,71,93.0,,0.93,66.03
2020-07-24,63,93.0,,0.93,58.59
2020-07-25,39,93.0,,0.93,36.27
2020-07-26,46,93.0,,0.93,42.78
2020-07-27,63,93.0,,0.93,58.59
2020-07-28,57,93.0,,0.93,53.010000000000005
2020-07-29,59,93.0,,0.93,54.870000000000005
2020-07-30,55,93.0,,0.93,51.150000000000006
2020-07-31,53,93.0,,0.93,49.29
2020-08-01,45,77.0,False,0.77,34.65
2020-08-02,48,77.0,,0.77,36.96
2020-08-03,78,77.0,,0.77,60.06
2020-08-04,83,77.0,,0.77,63.910000000000004
2020-08-05,93,77.0,,0.77,71.61
2020-08-06,80,77.0,,0.77,61.6
2020-08-07,96,77.0,,0.77,73.92
2020-08-08,61,77.0,,0.77,46.97
2020-08-09,42,77.0,,0.77,32.34
2020-08-10,82,77.0,,0.77,63.14
2020-08-11,91,77.0,,0.77,70.07000000000001
2020-08-12,73,77.0,,0.77,56.21
2020-08-13,85,77.0,,0.77,65.45
2020-08-14,78,77.0,,0.77,60.06
2020-08-15,44,77.0,,0.77,33.88
2020-08-16,45,77.0,,0.77,34.65
2020-08-17,87,77.0,,0.77,66.99
2020-08-18,65,77.0,,0.77,50.050000000000004
2020-08-19,79,77.0,,0.77,60.83
2020-08-20,85,77.0,,0.77,65.45
2020-08-21,64,77.0,,0.77,49.28
2020-08-22,68,77.0,,0.77,52.36
2020-08-23,54,77.0,,0.77,41.58
2020-08-24,71,77.0,,0.77,54.67
2020-08-25,87,77.0,,0.77,66.99
2020-08-26,100,77.0,,0.77,77.0
2020-08-27,77,77.0,,0.77,59.29
2020-08-28,81,77.0,,0.77,62.370000000000005
2020-08-29,35,77.0,,0.77,26.95
2020-08-30,50,77.0,,0.77,38.5
2020-08-31,93,77.0,,0.77,71.61
2020-09-01,78,69.0,False,0.69,53.81999999999999
2020-09-02,96,69.0,,0.69,66.24
2020-09-03,100,69.0,,0.69,69.0
2020-09-04,76,69.0,,0.69,52.44
2020-09-05,47,69.0,,0.69,32.43
2020-09-06,36,69.0,,0.69,24.839999999999996
2020-09-07,57,69.0,,0.69,39.33
2020-09-08,89,69.0,,0.69,61.41
2020-09-09,82,69.0,,0.69,56.58
2020-09-10,66,69.0,,0.69,45.54
2020-09-11,82,69.0,,0.69,56.58
2020-09-12,41,69.0,,0.69,28.29
2020-09-13,49,69.0,,0.69,33.809999999999995
2020-09-14,80,69.0,,0.69,55.199999999999996
2020-09-15,74,69.0,,0.69,51.059999999999995
2020-09-16,72,69.0,,0.69,49.67999999999999
2020-09-17,77,69.0,,0.69,53.129999999999995
2020-09-18,55,69.0,,0.69,37.949999999999996
2020-09-19,37,69.0,,0.69,25.529999999999998
2020-09-20,45,69.0,,0.69,31.049999999999997
2020-09-21,69,69.0,,0.69,47.61
2020-09-22,94,69.0,,0.69,64.86
2020-09-23,80,69.0,,0.69,55.199999999999996
2020-09-24,84,69.0,,0.69,57.959999999999994
2020-09-25,56,69.0,,0.69,38.64
2020-09-26,63,69.0,,0.69,43.47
2020-09-27,46,69.0,,0.69,31.74
2020-09-28,73,69.0,,0.69,50.37
2020-09-29,74,69.0,,0.69,51.059999999999995
2020-09-30,72,69.0,,0.69,49.67999999999999
2020-10-01,69,77.0,False,0.77,53.13
2020-10-02,57,77.0,,0.77,43.89
2020-10-03,43,77.0,,0.77,33.11
2020-10-04,40,77.0,,0.77,30.8
2020-10-05,60,77.0,,0.77,46.2
2020-10-06,72,77.0,,0.77,55.44
2020-10-07,74,77.0,,0.77,56.980000000000004
2020-10-08,60,77.0,,0.77,46.2
2020-10-09,75,77.0,,0.77,57.75
2020-10-10,44,77.0,,0.77,33.88
2020-10-11,29,77.0,,0.77,22.330000000000002
2020-10-12,57,77.0,,0.77,43.89
2020-10-13,69,77.0,,0.77,53.13
2020-10-14,82,77.0,,0.77,63.14
2020-10-15,61,77.0,,0.77,46.97
2020-10-16,66,77.0,,0.77,50.82
2020-10-17,51,77.0,,0.77,39.27
2020-10-18,34,77.0,,0.77,26.18
2020-10-19,89,77.0,,0.77,68.53
2020-10-20,94,77.0,,0.77,72.38
2020-10-21,100,77.0,,0.77,77.0
2020-10-22,76,77.0,,0.77,58.52
2020-10-23,63,77.0,,0.77,48.51
2020-10-24,34,77.0,,0.77,26.18
2020-10-25,25,77.0,,0.77,19.25
2020-10-26,58,77.0,,0.77,44.660000000000004
2020-10-27,60,77.0,,0.77,46.2
2020-10-28,78,77.0,,0.77,60.06
2020-10-29,61,77.0,,0.77,46.97
2020-10-30,62,77.0,,0.77,47.74
2020-10-31,42,77.0,,0.77,32.34
2020-11-01,35,69.0,False,0.69,24.15
2020-11-02,62,69.0,,0.69,42.779999999999994
2020-11-03,77,69.0,,0.69,53.129999999999995
2020-11-04,58,69.0,,0.69,40.019999999999996
2020-11-05,64,69.0,,0.69,44.16
2020-11-06,48,69.0,,0.69,33.12
2020-11-07,33,69.0,,0.69,22.77
2020-11-08,44,69.0,,0.69,30.36
2020-11-09,94,69.0,,0.69,64.86
2020-11-10,100,69.0,,0.69,69.0
2020-11-11,83,69.0,,0.69,57.269999999999996
2020-11-12,91,69.0,,0.69,62.78999999999999
2020-11-13,91,69.0,,0.69,62.78999999999999
2020-11-14,67,69.0,,0.69,46.23
2020-11-15,63,69.0,,0.69,43.47
2020-11-16,99,69.0,,0.69,68.30999999999999
2020-11-17,71,69.0,,0.69,48.989999999999995
2020-11-18,92,69.0,,0.69,63.48
2020-11-19,62,69.0,,0.69,42.779999999999994
2020-11-20,67,69.0,,0.69,46.23
2020-11-21,47,69.0,,0.69,32.43
2020-11-22,47,69.0,,0.69,32.43
2020-11-23,55,69.0,,0.69,37.949999999999996
2020-11-24,84,69.0,,0.69,57.959999999999994
2020-11-25,71,69.0,,0.69,48.989999999999995
2020-11-26,42,69.0,,0.69,28.979999999999997
2020-11-27,69,69.0,,0.69,47.61
2020-11-28,40,69.0,,0.69,27.599999999999998
2020-11-29,41,69.0,,0.69,28.29
2020-11-30,62,69.0,,0.69,42.779999999999994
2020-12-01,81,74.0,False,0.74,59.94
2020-12-02,82,74.0,,0.74,60.68
2020-12-03,68,74.0,,0.74,50.32
2020-12-04,81,74.0,,0.74,59.94
2020-12-05,38,74.0,,0.74,28.12
2020-12-06,39,74.0,,0.74,28.86
2020-12-07,70,74.0,,0.74,51.8
2020-12-08,74,74.0,,0.74,54.76
2020-12-09,62,74.0,,0.74,45.88
2020-12-10,80,74.0,,0.74,59.2
2020-12-11,71,74.0,,0.74,52.54
2020-12-12,68,74.0,,0.74,50.32
2020-12-13,39,74.0,,0.74,28.86
2020-12-14,78,74.0,,0.74,57.72
2020-12-15,80,74.0,,0.74,59.2
2020-12-16,70,74.0,,0.74,51.8
2020-12-17,73,74.0,,0.74,54.019999999999996
2020-12-18,95,74.0,,0.74,70.3
2020-12-19,49,74.0,,0.74,36.26
2020-12-20,41,74.0,,0.74,30.34
2020-12-21,100,74.0,,0.74,74.0
2020-12-22,72,74.0,,0.74,53.28
2020-12-23,83,74.0,,0.74,61.42
2020-12-24,72,74.0,,0.74,53.28
2020-12-25,31,74.0,,0.74,22.94
2020-12-26,53,74.0,,0.74,39.22
2020-12-27,36,74.0,,0.74,26.64
2020-12-28,62,74.0,,0.74,45.88
2020-12-29,79,74.0,,0.74,58.46
2020-12-30,70,74.0,,0.74,51.8
2020-12-31,82,74.0,,0.74,60.68
2021-01-01,29,93.0,False,0.93,26.970000000000002
2021-01-02,32,93.0,,0.93,29.76
2021-01-03,25,93.0,,0.93,23.25
2021-01-04,48,93.0,,0.93,44.64
2021-01-05,44,93.0,,0.93,40.92
2021-01-06,59,93.0,,0.93,54.870000000000005
2021-01-07,60,93.0,,0.93,55.800000000000004
2021-01-08,67,93.0,,0.93,62.31
2021-01-09,27,93.0,,0.93,25.110000000000003
2021-01-10,34,93.0,,0.93,31.62
2021-01-11,55,93.0,,0.93,51.150000000000006
2021-01-12,70,93.0,,0.93,65.10000000000001
2021-01-13,56,93.0,,0.93,52.080000000000005
2021-01-14,71,93.0,,0.93,66.03
2021-01-15,64,93.0,,0.93,59.52
2021-01-16,31,93.0,,0.93,28.830000000000002
2021-01-17,25,93.0,,0.93,23.25
2021-01-18,34,93.0,,0.93,31.62
2021-01-19,57,93.0,,0.93,53.010000000000005
2021-01-20,50,93.0,,0.93,46.5
2021-01-21,63,93.0,,0.93,58.59
2021-01-22,54,93.0,,0.93,50.220000000000006
2021-01-23,29,93.0,,0.93,26.970000000000002
2021-01-24,43,93.0,,0.93,39.99
2021-01-25,51,93.0,,0.93,47.43
2021-01-26,100,93.0,,0.93,93.0
2021-01-27,61,93.0,,0.93,56.730000000000004
2021-01-28,75,93.0,,0.93,69.75
2021-01-29,74,93.0,,0.93,68.82000000000001
2021-01-30,41,93.0,,0.93,38.13
2021-01-31,24,93.0,,0.93,22.32
2021-02-01,70,94.0,False,0.94,65.8
2021-02-02,100,94.0,,0.94,94.0
2021-02-03,82,94.0,,0.94,77.08
2021-02-04,98,94.0,,0.94,92.11999999999999
2021-02-05,80,94.0,,0.94,75.19999999999999
2021-02-06,50,94.0,,0.94,47.0
2021-02-07,33,94.0,,0.94,31.02
2021-02-08,78,94.0,,0.94,73.32
2021-02-09,95,94.0,,0.94,89.3
2021-02-10,81,94.0,,0.94,76.14
2021-02-11,89,94.0,,0.94,83.66
2021-02-12,73,94.0,,0.94,68.61999999999999
2021-02-13,43,94.0,,0.94,40.419999999999995
2021-02-14,56,94.0,,0.94,52.64
2021-02-15,52,94.0,,0.94,48.879999999999995
2021-02-16,98,94.0,,0.94,92.11999999999999
2021-02-17,73,94.0,,0.94,68.61999999999999
2021-02-18,77,94.0,,0.94,72.38
2021-02-19,72,94.0,,0.94,67.67999999999999
2021-02-20,49,94.0,,0.94,46.059999999999995
2021-02-21,42,94.0,,0.94,39.48
2021-02-22,94,94.0,,0.94,88.36
2021-02-23,67,94.0,,0.94,62.98
2021-02-24,76,94.0,,0.94,71.44
2021-02-25,73,94.0,,0.94,68.61999999999999
2021-02-26,87,94.0,,0.94,81.78
2021-02-27,39,94.0,,0.94,36.66
2021-02-28,31,94.0,,0.94,29.139999999999997
2021-03-01,61,84.0,False,0.84,51.239999999999995
2021-03-02,100,84.0,,0.84,84.0
2021-03-03,61,84.0,,0.84,51.239999999999995
2021-03-04,73,84.0,,0.84,61.32
2021-03-05,86,84.0,,0.84,72.24
2021-03-06,30,84.0,,0.84,25.2
2021-03-07,38,84.0,,0.84,31.919999999999998
2021-03-08,57,84.0,,0.84,47.879999999999995
2021-03-09,76,84.0,,0.84,63.839999999999996
2021-03-10,82,84.0,,0.84,68.88
2021-03-11,60,84.0,,0.84,50.4
2021-03-12,77,84.0,,0.84,64.67999999999999
2021-03-13,40,84.0,,0.84,33.6
2021-03-14,28,84.0,,0.84,23.52
2021-03-15,66,84.0,,0.84,55.44
2021-03-16,78,84.0,,0.84,65.52
2021-03-17,64,84.0,,0.84,53.76
2021-03-18,82,84.0,,0.84,68.88
2021-03-19,79,84.0,,0.84,66.36
2021-03-20,50,84.0,,0.84,42.0
2021-03-21,32,84.0,,0.84,26.88
2021-03-22,60,84.0,,0.84,50.4
2021-03-23,77,84.0,,0.84,64.67999999999999
2021-03-24,72,84.0,,0.84,60.48
2021-03-25,69,84.0,,0.84,57.96
2021-03-26,68,84.0,,0.84,57.12
2021-03-27,50,84.0,,0.84,42.0
2021-03-28,32,84.0,,0.84,26.88
2021-03-29,70,84.0,,0.84,58.8
2021-03-30,74,84.0,,0.84,62.16
2021-03-31,61,84.0,,0.84,51.239999999999995
2021-04-01,61,89.0,False,0.89,54.29
2021-04-02,31,89.0,,0.89,27.59
2021-04-03,41,89.0,,0.89,36.49
2021-04-04,28,89.0,,0.89,24.92
2021-04-05,85,89.0,,0.89,75.65
2021-04-06,64,89.0,,0.89,56.96
2021-04-07,100,89.0,,0.89,89.0
2021-04-08,88,89.0,,0.89,78.32000000000001
2021-04-09,77,89.0,,0.89,68.53
2021-04-10,40,89.0,,0.89,35.6
2021-04-11,40,89.0,,0.89,35.6
2021-04-12,77,89.0,,0.89,68.53
2021-04-13,58,89.0,,0.89,51.62
2021-04-14,58,89.0,,0.89,51.62
2021-04-15,73,89.0,,0.89,64.97
2021-04-16,68,89.0,,0.89,60.52
2021-04-17,29,89.0,,0.89,25.81
2021-04-18,34,89.0,,0.89,30.26
2021-04-19,74,89.0,,0.89,65.86
2021-04-20,93,89.0,,0.89,82.77
2021-04-21,71,89.0,,0.89,63.19
2021-04-22,72,89.0,,0.89,64.08
2021-04-23,77,89.0,,0.89,68.53
2021-04-24,40,89.0,,0.89,35.6
2021-04-25,28,89.0,,0.89,24.92
2021-04-26,54,89.0,,0.89,48.06
2021-04-27,58,89.0,,0.89,51.62
2021-04-28,63,89.0,,0.89,56.07
2021-04-29,61,89.0,,0.89,54.29
2021-04-30,55,89.0,,0.89,48.95
2021-05-01,39,76.0,False,0.76,29.64
2021-05-02,43,76.0,,0.76,32.68
