date,BABA_unscaled,BABA_monthly,isPartial,scale,BABA
2021-04-22,54,73.0,,0.73,39.42
2021-04-23,57,73.0,,0.73,41.61
2021-04-24,42,73.0,,0.73,30.66
2021-04-25,44,73.0,,0.73,32.12
2021-04-26,49,73.0,,0.73,35.769999999999996
2021-04-27,52,73.0,,0.73,37.96
2021-04-28,51,73.0,,0.73,37.23
2021-04-29,61,73.0,,0.73,44.53
2021-04-30,53,73.0,,0.73,38.69
2021-05-01,56,73.0,False,0.73,40.879999999999995
2021-05-02,60,73.0,,0.73,43.8
2021-05-03,70,73.0,,0.73,51.1
2021-05-04,63,73.0,,0.73,45.99
2021-05-05,61,73.0,,0.73,44.53
2021-05-06,73,73.0,,0.73,53.29
2021-05-07,68,73.0,,0.73,49.64
2021-05-08,72,73.0,,0.73,52.56
2021-05-09,66,73.0,,0.73,48.18
2021-05-10,77,73.0,,0.73,56.21
2021-05-11,75,73.0,,0.73,54.75
2021-05-12,86,73.0,,0.73,62.78
2021-05-13,100,73.0,,0.73,73.0
2021-05-14,89,73.0,,0.73,64.97
2021-05-15,64,73.0,,0.73,46.72
2021-05-16,61,73.0,,0.73,44.53
2021-05-17,75,73.0,,0.73,54.75
2021-05-18,77,73.0,,0.73,56.21
2021-05-19,78,73.0,,0.73,56.94
2021-05-20,81,73.0,,0.73,59.129999999999995
2021-05-21,88,73.0,,0.73,64.24
2021-05-22,71,73.0,,0.73,51.83
2021-05-23,62,73.0,,0.73,45.26
2021-05-24,83,73.0,,0.73,60.589999999999996
2021-05-25,75,73.0,,0.73,54.75
2021-05-26,79,73.0,,0.73,57.67
2021-05-27,86,73.0,,0.73,62.78
2021-05-28,71,73.0,,0.73,51.83
2021-05-29,56,73.0,,0.73,40.879999999999995
2021-05-30,62,73.0,,0.73,45.26
2021-05-31,60,73.0,,0.73,43.8
2021-06-01,91,69.0,False,0.69,62.78999999999999
2021-06-02,77,69.0,,0.69,53.129999999999995
2021-06-03,95,69.0,,0.69,65.55
2021-06-04,79,69.0,,0.69,54.51
2021-06-05,71,69.0,,0.69,48.989999999999995
2021-06-06,75,69.0,,0.69,51.74999999999999
2021-06-07,79,69.0,,0.69,54.51
2021-06-08,82,69.0,,0.69,56.58
2021-06-09,84,69.0,,0.69,57.959999999999994
2021-06-10,81,69.0,,0.69,55.88999999999999
2021-06-11,88,69.0,,0.69,60.72
2021-06-12,67,69.0,,0.69,46.23
2021-06-13,67,69.0,,0.69,46.23
2021-06-14,93,69.0,,0.69,64.17
2021-06-15,87,69.0,,0.69,60.029999999999994
2021-06-16,88,69.0,,0.69,60.72
2021-06-17,89,69.0,,0.69,61.41
2021-06-18,83,69.0,,0.69,57.269999999999996
2021-06-19,75,69.0,,0.69,51.74999999999999
2021-06-20,75,69.0,,0.69,51.74999999999999
2021-06-21,80,69.0,,0.69,55.199999999999996
2021-06-22,77,69.0,,0.69,53.129999999999995
2021-06-23,91,69.0,,0.69,62.78999999999999
2021-06-24,100,69.0,,0.69,69.0
2021-06-25,98,69.0,,0.69,67.61999999999999
2021-06-26,80,69.0,,0.69,55.199999999999996
2021-06-27,73,69.0,,0.69,50.37
2021-06-28,91,69.0,,0.69,62.78999999999999
2021-06-29,88,69.0,,0.69,60.72
2021-06-30,79,69.0,,0.69,54.51
2021-07-01,51,85.0,False,0.85,43.35
2021-07-02,59,85.0,,0.85,50.15
2021-07-03,42,85.0,,0.85,35.699999999999996
2021-07-04,39,85.0,,0.85,33.15
2021-07-05,43,85.0,,0.85,36.55
2021-07-06,64,85.0,,0.85,54.4
2021-07-07,61,85.0,,0.85,51.85
2021-07-08,73,85.0,,0.85,62.05
2021-07-09,63,85.0,,0.85,53.55
2021-07-10,47,85.0,,0.85,39.949999999999996
2021-07-11,43,85.0,,0.85,36.55
2021-07-12,55,85.0,,0.85,46.75
2021-07-13,57,85.0,,0.85,48.449999999999996
2021-07-14,62,85.0,,0.85,52.699999999999996
2021-07-15,58,85.0,,0.85,49.3
2021-07-16,47,85.0,,0.85,39.949999999999996
2021-07-17,39,85.0,,0.85,33.15
2021-07-18,42,85.0,,0.85,35.699999999999996
2021-07-19,52,85.0,,0.85,44.199999999999996
2021-07-20,55,85.0,,0.85,46.75
2021-07-21,55,85.0,,0.85,46.75
2021-07-22,59,85.0,,0.85,50.15
2021-07-23,70,85.0,,0.85,59.5
2021-07-24,59,85.0,,0.85,50.15
2021-07-25,42,85.0,,0.85,35.699999999999996
2021-07-26,93,85.0,,0.85,79.05
2021-07-27,100,85.0,,0.85,85.0
2021-07-28,87,85.0,,0.85,73.95
2021-07-29,78,85.0,,0.85,66.3
2021-07-30,68,85.0,,0.85,57.8
2021-07-31,45,85.0,,0.85,38.25
2021-08-01,41,94.0,False,0.94,38.54
2021-08-02,63,94.0,,0.94,59.22
2021-08-03,83,94.0,,0.94,78.02
2021-08-04,59,94.0,,0.94,55.459999999999994
2021-08-05,54,94.0,,0.94,50.76
2021-08-06,51,94.0,,0.94,47.94
2021-08-07,40,94.0,,0.94,37.599999999999994
2021-08-08,38,94.0,,0.94,35.72
2021-08-09,54,94.0,,0.94,50.76
2021-08-10,48,94.0,,0.94,45.12
2021-08-11,47,94.0,,0.94,44.18
2021-08-12,56,94.0,,0.94,52.64
2021-08-13,54,94.0,,0.94,50.76
2021-08-14,42,94.0,,0.94,39.48
2021-08-15,38,94.0,,0.94,35.72
2021-08-16,59,94.0,,0.94,55.459999999999994
2021-08-17,67,94.0,,0.94,62.98
2021-08-18,65,94.0,,0.94,61.099999999999994
2021-08-19,100,94.0,,0.94,94.0
2021-08-20,84,94.0,,0.94,78.96
2021-08-21,52,94.0,,0.94,48.879999999999995
2021-08-22,44,94.0,,0.94,41.36
2021-08-23,90,94.0,,0.94,84.6
2021-08-24,92,94.0,,0.94,86.47999999999999
2021-08-25,79,94.0,,0.94,74.25999999999999
2021-08-26,73,94.0,,0.94,68.61999999999999
2021-08-27,66,94.0,,0.94,62.04
2021-08-28,46,94.0,,0.94,43.239999999999995
2021-08-29,43,94.0,,0.94,40.419999999999995
2021-08-30,67,94.0,,0.94,62.98
2021-08-31,64,94.0,,0.94,60.16
2021-09-01,91,84.0,False,0.84,76.44
2021-09-02,100,84.0,,0.84,84.0
2021-09-03,92,84.0,,0.84,77.28
2021-09-04,63,84.0,,0.84,52.919999999999995
2021-09-05,64,84.0,,0.84,53.76
2021-09-06,69,84.0,,0.84,57.96
2021-09-07,89,84.0,,0.84,74.75999999999999
2021-09-08,86,84.0,,0.84,72.24
2021-09-09,84,84.0,,0.84,70.56
2021-09-10,82,84.0,,0.84,68.88
2021-09-11,61,84.0,,0.84,51.239999999999995
2021-09-12,63,84.0,,0.84,52.919999999999995
2021-09-13,90,84.0,,0.84,75.6
2021-09-14,74,84.0,,0.84,62.16
2021-09-15,93,84.0,,0.84,78.11999999999999
2021-09-16,87,84.0,,0.84,73.08
2021-09-17,88,84.0,,0.84,73.92
2021-09-18,75,84.0,,0.84,63.0
2021-09-19,72,84.0,,0.84,60.48
2021-09-20,99,84.0,,0.84,83.16
2021-09-21,93,84.0,,0.84,78.11999999999999
2021-09-22,82,84.0,,0.84,68.88
2021-09-23,90,84.0,,0.84,75.6
2021-09-24,94,84.0,,0.84,78.96
2021-09-25,70,84.0,,0.84,58.8
2021-09-26,66,84.0,,0.84,55.44
2021-09-27,87,84.0,,0.84,73.08
2021-09-28,81,84.0,,0.84,68.03999999999999
2021-09-29,83,84.0,,0.84,69.72
2021-09-30,81,84.0,,0.84,68.03999999999999
2021-10-01,70,83.0,False,0.83,58.099999999999994
2021-10-02,44,83.0,,0.83,36.519999999999996
2021-10-03,48,83.0,,0.83,39.839999999999996
2021-10-04,73,83.0,,0.83,60.589999999999996
2021-10-05,71,83.0,,0.83,58.93
2021-10-06,64,83.0,,0.83,53.12
2021-10-07,100,83.0,,0.83,83.0
2021-10-08,94,83.0,,0.83,78.02
2021-10-09,51,83.0,,0.83,42.33
2021-10-10,45,83.0,,0.83,37.35
2021-10-11,88,83.0,,0.83,73.03999999999999
2021-10-12,71,83.0,,0.83,58.93
2021-10-13,73,83.0,,0.83,60.589999999999996
2021-10-14,73,83.0,,0.83,60.589999999999996
2021-10-15,77,83.0,,0.83,63.91
2021-10-16,56,83.0,,0.83,46.48
2021-10-17,49,83.0,,0.83,40.669999999999995
2021-10-18,72,83.0,,0.83,59.76
2021-10-19,81,83.0,,0.83,67.22999999999999
2021-10-20,82,83.0,,0.83,68.06
2021-10-21,72,83.0,,0.83,59.76
2021-10-22,67,83.0,,0.83,55.61
2021-10-23,45,83.0,,0.83,37.35
2021-10-24,47,83.0,,0.83,39.01
2021-10-25,64,83.0,,0.83,53.12
2021-10-26,67,83.0,,0.83,55.61
2021-10-27,65,83.0,,0.83,53.949999999999996
2021-10-28,70,83.0,,0.83,58.099999999999994
2021-10-29,63,83.0,,0.83,52.29
2021-10-30,42,83.0,,0.83,34.86
2021-10-31,45,83.0,,0.83,37.35
2021-11-01,60,84.0,False,0.84,50.4
2021-11-02,72,84.0,,0.84,60.48
2021-11-03,66,84.0,,0.84,55.44
2021-11-04,68,84.0,,0.84,57.12
2021-11-05,72,84.0,,0.84,60.48
2021-11-06,42,84.0,,0.84,35.28
2021-11-07,37,84.0,,0.84,31.08
2021-11-08,57,84.0,,0.84,47.879999999999995
2021-11-09,54,84.0,,0.84,45.36
2021-11-10,64,84.0,,0.84,53.76
2021-11-11,66,84.0,,0.84,55.44
2021-11-12,62,84.0,,0.84,52.08
2021-11-13,37,84.0,,0.84,31.08
2021-11-14,40,84.0,,0.84,33.6
2021-11-15,56,84.0,,0.84,47.04
2021-11-16,58,84.0,,0.84,48.72
2021-11-17,57,84.0,,0.84,47.879999999999995
2021-11-18,100,84.0,,0.84,84.0
2021-11-19,87,84.0,,0.84,73.08
2021-11-20,49,84.0,,0.84,41.16
2021-11-21,52,84.0,,0.84,43.68
2021-11-22,83,84.0,,0.84,69.72
2021-11-23,79,84.0,,0.84,66.36
2021-11-24,67,84.0,,0.84,56.28
2021-11-25,48,84.0,,0.84,40.32
2021-11-26,68,84.0,,0.84,57.12
2021-11-27,45,84.0,,0.84,37.8
2021-11-28,40,84.0,,0.84,33.6
2021-11-29,63,84.0,,0.84,52.919999999999995
2021-11-30,73,84.0,,0.84,61.32
2021-12-01,66,87.0,False,0.87,57.42
2021-12-02,71,87.0,,0.87,61.77
2021-12-03,100,87.0,,0.87,87.0
2021-12-04,57,87.0,,0.87,49.589999999999996
2021-12-05,50,87.0,,0.87,43.5
2021-12-06,92,87.0,,0.87,80.04
2021-12-07,81,87.0,,0.87,70.47
2021-12-08,71,87.0,,0.87,61.77
2021-12-09,68,87.0,,0.87,59.16
2021-12-10,57,87.0,,0.87,49.589999999999996
2021-12-11,40,87.0,,0.87,34.8
2021-12-12,33,87.0,,0.87,28.71
2021-12-13,52,87.0,,0.87,45.24
2021-12-14,63,87.0,,0.87,54.81
2021-12-15,62,87.0,,0.87,53.94
2021-12-16,61,87.0,,0.87,53.07
2021-12-17,59,87.0,,0.87,51.33
2021-12-18,47,87.0,,0.87,40.89
2021-12-19,40,87.0,,0.87,34.8
2021-12-20,65,87.0,,0.87,56.55
2021-12-21,58,87.0,,0.87,50.46
2021-12-22,69,87.0,,0.87,60.03
2021-12-23,65,87.0,,0.87,56.55
2021-12-24,47,87.0,,0.87,40.89
2021-12-25,48,87.0,,0.87,41.76
2021-12-26,46,87.0,,0.87,40.02
2021-12-27,56,87.0,,0.87,48.72
2021-12-28,75,87.0,,0.87,65.25
2021-12-29,70,87.0,,0.87,60.9
2021-12-30,70,87.0,,0.87,60.9
2021-12-31,68,87.0,,0.87,59.16
