date,UI_unscaled,UI_monthly,isPartial,scale,UI
2016-09-03,61,19.0,,0.19,11.59
2016-09-04,71,19.0,,0.19,13.49
2016-09-05,55,19.0,,0.19,10.45
2016-09-06,90,19.0,,0.19,17.1
2016-09-07,91,19.0,,0.19,17.29
2016-09-08,78,19.0,,0.19,14.82
2016-09-09,78,19.0,,0.19,14.82
2016-09-10,58,19.0,,0.19,11.02
2016-09-11,69,19.0,,0.19,13.11
2016-09-12,75,19.0,,0.19,14.25
2016-09-13,92,19.0,,0.19,17.48
2016-09-14,85,19.0,,0.19,16.15
2016-09-15,89,19.0,,0.19,16.91
2016-09-16,82,19.0,,0.19,15.58
2016-09-17,50,19.0,,0.19,9.5
2016-09-18,63,19.0,,0.19,11.97
2016-09-19,100,19.0,,0.19,19.0
2016-09-20,95,19.0,,0.19,18.05
2016-09-21,80,19.0,,0.19,15.2
2016-09-22,75,19.0,,0.19,14.25
2016-09-23,81,19.0,,0.19,15.39
2016-09-24,51,19.0,,0.19,9.69
2016-09-25,70,19.0,,0.19,13.3
2016-09-26,79,19.0,,0.19,15.01
2016-09-27,83,19.0,,0.19,15.77
2016-09-28,79,19.0,,0.19,15.01
2016-09-29,83,19.0,,0.19,15.77
2016-09-30,74,19.0,,0.19,14.06
2016-10-01,42,19.0,False,0.19,7.98
2016-10-02,53,19.0,,0.19,10.07
2016-10-03,82,19.0,,0.19,15.58
2016-10-04,76,19.0,,0.19,14.44
2016-10-05,83,19.0,,0.19,15.77
2016-10-06,75,19.0,,0.19,14.25
2016-10-07,70,19.0,,0.19,13.3
2016-10-08,49,19.0,,0.19,9.31
2016-10-09,56,19.0,,0.19,10.64
2016-10-10,76,19.0,,0.19,14.44
2016-10-11,78,19.0,,0.19,14.82
2016-10-12,82,19.0,,0.19,15.58
2016-10-13,77,19.0,,0.19,14.63
2016-10-14,72,19.0,,0.19,13.68
2016-10-15,48,19.0,,0.19,9.120000000000001
2016-10-16,58,19.0,,0.19,11.02
2016-10-17,85,19.0,,0.19,16.15
2016-10-18,94,19.0,,0.19,17.86
2016-10-19,79,19.0,,0.19,15.01
2016-10-20,86,19.0,,0.19,16.34
2016-10-21,73,19.0,,0.19,13.870000000000001
2016-10-22,45,19.0,,0.19,8.55
2016-10-23,56,19.0,,0.19,10.64
2016-10-24,99,19.0,,0.19,18.81
2016-10-25,98,19.0,,0.19,18.62
2016-10-26,100,19.0,,0.19,19.0
2016-10-27,88,19.0,,0.19,16.72
2016-10-28,85,19.0,,0.19,16.15
2016-10-29,44,19.0,,0.19,8.36
2016-10-30,63,19.0,,0.19,11.97
2016-10-31,87,19.0,,0.19,16.53
2016-11-01,96,19.0,False,0.19,18.240000000000002
2016-11-02,80,19.0,,0.19,15.2
2016-11-03,89,19.0,,0.19,16.91
2016-11-04,79,19.0,,0.19,15.01
2016-11-05,52,19.0,,0.19,9.88
2016-11-06,75,19.0,,0.19,14.25
2016-11-07,100,19.0,,0.19,19.0
2016-11-08,86,19.0,,0.19,16.34
2016-11-09,64,19.0,,0.19,12.16
2016-11-10,85,19.0,,0.19,16.15
2016-11-11,90,19.0,,0.19,17.1
2016-11-12,47,19.0,,0.19,8.93
2016-11-13,66,19.0,,0.19,12.540000000000001
2016-11-14,93,19.0,,0.19,17.67
2016-11-15,90,19.0,,0.19,17.1
2016-11-16,87,19.0,,0.19,16.53
2016-11-17,95,19.0,,0.19,18.05
2016-11-18,93,19.0,,0.19,17.67
2016-11-19,57,19.0,,0.19,10.83
2016-11-20,62,19.0,,0.19,11.78
2016-11-21,87,19.0,,0.19,16.53
2016-11-22,96,19.0,,0.19,18.240000000000002
2016-11-23,75,19.0,,0.19,14.25
2016-11-24,48,19.0,,0.19,9.120000000000001
2016-11-25,36,19.0,,0.19,6.84
2016-11-26,52,19.0,,0.19,9.88
2016-11-27,67,19.0,,0.19,12.73
2016-11-28,81,19.0,,0.19,15.39
2016-11-29,98,19.0,,0.19,18.62
2016-11-30,90,19.0,,0.19,17.1
2016-12-01,85,20.0,False,0.2,17.0
2016-12-02,82,20.0,,0.2,16.400000000000002
2016-12-03,67,20.0,,0.2,13.4
2016-12-04,68,20.0,,0.2,13.600000000000001
2016-12-05,90,20.0,,0.2,18.0
2016-12-06,93,20.0,,0.2,18.6
2016-12-07,83,20.0,,0.2,16.6
2016-12-08,84,20.0,,0.2,16.8
2016-12-09,72,20.0,,0.2,14.4
2016-12-10,49,20.0,,0.2,9.8
2016-12-11,64,20.0,,0.2,12.8
2016-12-12,88,20.0,,0.2,17.6
2016-12-13,98,20.0,,0.2,19.6
2016-12-14,83,20.0,,0.2,16.6
2016-12-15,83,20.0,,0.2,16.6
2016-12-16,83,20.0,,0.2,16.6
2016-12-17,58,20.0,,0.2,11.600000000000001
2016-12-18,64,20.0,,0.2,12.8
2016-12-19,99,20.0,,0.2,19.8
2016-12-20,100,20.0,,0.2,20.0
2016-12-21,88,20.0,,0.2,17.6
2016-12-22,69,20.0,,0.2,13.8
2016-12-23,64,20.0,,0.2,12.8
2016-12-24,48,20.0,,0.2,9.600000000000001
2016-12-25,61,20.0,,0.2,12.200000000000001
2016-12-26,66,20.0,,0.2,13.200000000000001
2016-12-27,90,20.0,,0.2,18.0
2016-12-28,95,20.0,,0.2,19.0
2016-12-29,76,20.0,,0.2,15.200000000000001
2016-12-30,67,20.0,,0.2,13.4
2016-12-31,45,20.0,,0.2,9.0
2017-01-01,42,25.0,False,0.25,10.5
2017-01-02,53,25.0,,0.25,13.25
2017-01-03,76,25.0,,0.25,19.0
2017-01-04,78,25.0,,0.25,19.5
2017-01-05,77,25.0,,0.25,19.25
2017-01-06,63,25.0,,0.25,15.75
2017-01-07,41,25.0,,0.25,10.25
2017-01-08,60,25.0,,0.25,15.0
2017-01-09,76,25.0,,0.25,19.0
2017-01-10,72,25.0,,0.25,18.0
2017-01-11,73,25.0,,0.25,18.25
2017-01-12,75,25.0,,0.25,18.75
2017-01-13,63,25.0,,0.25,15.75
2017-01-14,39,25.0,,0.25,9.75
2017-01-15,54,25.0,,0.25,13.5
2017-01-16,64,25.0,,0.25,16.0
2017-01-17,76,25.0,,0.25,19.0
2017-01-18,80,25.0,,0.25,20.0
2017-01-19,76,25.0,,0.25,19.0
2017-01-20,66,25.0,,0.25,16.5
2017-01-21,93,25.0,,0.25,23.25
2017-01-22,100,25.0,,0.25,25.0
2017-01-23,97,25.0,,0.25,24.25
2017-01-24,94,25.0,,0.25,23.5
2017-01-25,89,25.0,,0.25,22.25
2017-01-26,85,25.0,,0.25,21.25
2017-01-27,82,25.0,,0.25,20.5
2017-01-28,55,25.0,,0.25,13.75
2017-01-29,64,25.0,,0.25,16.0
2017-01-30,86,25.0,,0.25,21.5
2017-01-31,85,25.0,,0.25,21.25
2017-02-01,93,22.0,False,0.22,20.46
2017-02-02,93,22.0,,0.22,20.46
2017-02-03,84,22.0,,0.22,18.48
2017-02-04,61,22.0,,0.22,13.42
2017-02-05,73,22.0,,0.22,16.06
2017-02-06,94,22.0,,0.22,20.68
2017-02-07,96,22.0,,0.22,21.12
2017-02-08,100,22.0,,0.22,22.0
2017-02-09,89,22.0,,0.22,19.580000000000002
2017-02-10,78,22.0,,0.22,17.16
2017-02-11,51,22.0,,0.22,11.22
2017-02-12,68,22.0,,0.22,14.96
2017-02-13,77,22.0,,0.22,16.94
2017-02-14,88,22.0,,0.22,19.36
2017-02-15,90,22.0,,0.22,19.8
2017-02-16,80,22.0,,0.22,17.6
2017-02-17,77,22.0,,0.22,16.94
2017-02-18,58,22.0,,0.22,12.76
2017-02-19,61,22.0,,0.22,13.42
2017-02-20,85,22.0,,0.22,18.7
2017-02-21,82,22.0,,0.22,18.04
2017-02-22,91,22.0,,0.22,20.02
2017-02-23,79,22.0,,0.22,17.38
2017-02-24,79,22.0,,0.22,17.38
2017-02-25,49,22.0,,0.22,10.78
2017-02-26,55,22.0,,0.22,12.1
2017-02-27,81,22.0,,0.22,17.82
2017-02-28,85,22.0,,0.22,18.7
2017-03-01,100,21.0,False,0.21,21.0
2017-03-02,89,21.0,,0.21,18.689999999999998
2017-03-03,88,21.0,,0.21,18.48
2017-03-04,57,21.0,,0.21,11.969999999999999
2017-03-05,74,21.0,,0.21,15.54
2017-03-06,94,21.0,,0.21,19.74
2017-03-07,100,21.0,,0.21,21.0
2017-03-08,85,21.0,,0.21,17.849999999999998
2017-03-09,92,21.0,,0.21,19.32
2017-03-10,85,21.0,,0.21,17.849999999999998
2017-03-11,52,21.0,,0.21,10.92
2017-03-12,70,21.0,,0.21,14.7
2017-03-13,98,21.0,,0.21,20.58
2017-03-14,87,21.0,,0.21,18.27
2017-03-15,83,21.0,,0.21,17.43
2017-03-16,89,21.0,,0.21,18.689999999999998
2017-03-17,86,21.0,,0.21,18.06
2017-03-18,46,21.0,,0.21,9.66
2017-03-19,65,21.0,,0.21,13.65
2017-03-20,89,21.0,,0.21,18.689999999999998
2017-03-21,86,21.0,,0.21,18.06
2017-03-22,88,21.0,,0.21,18.48
2017-03-23,89,21.0,,0.21,18.689999999999998
2017-03-24,76,21.0,,0.21,15.959999999999999
2017-03-25,51,21.0,,0.21,10.709999999999999
2017-03-26,72,21.0,,0.21,15.12
2017-03-27,91,21.0,,0.21,19.11
2017-03-28,83,21.0,,0.21,17.43
2017-03-29,94,21.0,,0.21,19.74
2017-03-30,98,21.0,,0.21,20.58
2017-03-31,73,21.0,,0.21,15.33
2017-04-01,58,21.0,False,0.21,12.18
2017-04-02,76,21.0,,0.21,15.959999999999999
2017-04-03,89,21.0,,0.21,18.689999999999998
2017-04-04,90,21.0,,0.21,18.9
2017-04-05,96,21.0,,0.21,20.16
2017-04-06,93,21.0,,0.21,19.529999999999998
2017-04-07,78,21.0,,0.21,16.38
2017-04-08,52,21.0,,0.21,10.92
2017-04-09,69,21.0,,0.21,14.49
2017-04-10,100,21.0,,0.21,21.0
2017-04-11,95,21.0,,0.21,19.95
2017-04-12,90,21.0,,0.21,18.9
2017-04-13,89,21.0,,0.21,18.689999999999998
2017-04-14,77,21.0,,0.21,16.169999999999998
2017-04-15,54,21.0,,0.21,11.34
2017-04-16,56,21.0,,0.21,11.76
2017-04-17,95,21.0,,0.21,19.95
2017-04-18,91,21.0,,0.21,19.11
2017-04-19,97,21.0,,0.21,20.37
2017-04-20,88,21.0,,0.21,18.48
2017-04-21,81,21.0,,0.21,17.009999999999998
2017-04-22,43,21.0,,0.21,9.03
2017-04-23,62,21.0,,0.21,13.02
2017-04-24,92,21.0,,0.21,19.32
2017-04-25,100,21.0,,0.21,21.0
2017-04-26,87,21.0,,0.21,18.27
2017-04-27,90,21.0,,0.21,18.9
2017-04-28,76,21.0,,0.21,15.959999999999999
2017-04-29,46,21.0,,0.21,9.66
2017-04-30,66,21.0,,0.21,13.86
2017-05-01,96,21.0,False,0.21,20.16
2017-05-02,96,21.0,,0.21,20.16
2017-05-03,89,21.0,,0.21,18.689999999999998
2017-05-04,92,21.0,,0.21,19.32
2017-05-05,81,21.0,,0.21,17.009999999999998
2017-05-06,50,21.0,,0.21,10.5
2017-05-07,77,21.0,,0.21,16.169999999999998
2017-05-08,98,21.0,,0.21,20.58
2017-05-09,99,21.0,,0.21,20.79
2017-05-10,94,21.0,,0.21,19.74
2017-05-11,84,21.0,,0.21,17.64
2017-05-12,84,21.0,,0.21,17.64
2017-05-13,52,21.0,,0.21,10.92
2017-05-14,62,21.0,,0.21,13.02
2017-05-15,99,21.0,,0.21,20.79
2017-05-16,90,21.0,,0.21,18.9
2017-05-17,86,21.0,,0.21,18.06
2017-05-18,91,21.0,,0.21,19.11
2017-05-19,75,21.0,,0.21,15.75
2017-05-20,49,21.0,,0.21,10.29
2017-05-21,56,21.0,,0.21,11.76
2017-05-22,97,21.0,,0.21,20.37
2017-05-23,93,21.0,,0.21,19.529999999999998
2017-05-24,85,21.0,,0.21,17.849999999999998
2017-05-25,85,21.0,,0.21,17.849999999999998
2017-05-26,76,21.0,,0.21,15.959999999999999
2017-05-27,54,21.0,,0.21,11.34
2017-05-28,71,21.0,,0.21,14.91
2017-05-29,56,21.0,,0.21,11.76
2017-05-30,94,21.0,,0.21,19.74
2017-05-31,100,21.0,,0.21,21.0
2017-06-01,83,22.0,False,0.22,18.26
2017-06-02,72,22.0,,0.22,15.84
2017-06-03,41,22.0,,0.22,9.02
2017-06-04,61,22.0,,0.22,13.42
2017-06-05,84,22.0,,0.22,18.48
2017-06-06,90,22.0,,0.22,19.8
2017-06-07,94,22.0,,0.22,20.68
2017-06-08,83,22.0,,0.22,18.26
2017-06-09,85,22.0,,0.22,18.7
2017-06-10,48,22.0,,0.22,10.56
2017-06-11,65,22.0,,0.22,14.3
2017-06-12,88,22.0,,0.22,19.36
2017-06-13,86,22.0,,0.22,18.92
2017-06-14,87,22.0,,0.22,19.14
2017-06-15,89,22.0,,0.22,19.580000000000002
2017-06-16,82,22.0,,0.22,18.04
2017-06-17,44,22.0,,0.22,9.68
2017-06-18,57,22.0,,0.22,12.540000000000001
2017-06-19,100,22.0,,0.22,22.0
2017-06-20,93,22.0,,0.22,20.46
2017-06-21,94,22.0,,0.22,20.68
2017-06-22,95,22.0,,0.22,20.9
2017-06-23,82,22.0,,0.22,18.04
2017-06-24,48,22.0,,0.22,10.56
2017-06-25,54,22.0,,0.22,11.88
2017-06-26,97,22.0,,0.22,21.34
2017-06-27,93,22.0,,0.22,20.46
2017-06-28,88,22.0,,0.22,19.36
2017-06-29,92,22.0,,0.22,20.24
2017-06-30,79,22.0,,0.22,17.38
2017-07-01,44,21.0,False,0.21,9.24
2017-07-02,58,21.0,,0.21,12.18
2017-07-03,74,21.0,,0.21,15.54
2017-07-04,45,21.0,,0.21,9.45
2017-07-05,81,21.0,,0.21,17.009999999999998
2017-07-06,76,21.0,,0.21,15.959999999999999
2017-07-07,69,21.0,,0.21,14.49
2017-07-08,49,21.0,,0.21,10.29
2017-07-09,59,21.0,,0.21,12.389999999999999
2017-07-10,88,21.0,,0.21,18.48
2017-07-11,86,21.0,,0.21,18.06
2017-07-12,75,21.0,,0.21,15.75
2017-07-13,83,21.0,,0.21,17.43
2017-07-14,76,21.0,,0.21,15.959999999999999
2017-07-15,45,21.0,,0.21,9.45
2017-07-16,59,21.0,,0.21,12.389999999999999
2017-07-17,81,21.0,,0.21,17.009999999999998
2017-07-18,89,21.0,,0.21,18.689999999999998
2017-07-19,85,21.0,,0.21,17.849999999999998
2017-07-20,73,21.0,,0.21,15.33
2017-07-21,68,21.0,,0.21,14.28
2017-07-22,44,21.0,,0.21,9.24
2017-07-23,55,21.0,,0.21,11.549999999999999
2017-07-24,100,21.0,,0.21,21.0
2017-07-25,89,21.0,,0.21,18.689999999999998
2017-07-26,81,21.0,,0.21,17.009999999999998
2017-07-27,82,21.0,,0.21,17.22
2017-07-28,73,21.0,,0.21,15.33
2017-07-29,43,21.0,,0.21,9.03
2017-07-30,55,21.0,,0.21,11.549999999999999
2017-07-31,91,21.0,,0.21,19.11
2017-08-01,100,21.0,False,0.21,21.0
2017-08-02,96,21.0,,0.21,20.16
2017-08-03,98,21.0,,0.21,20.58
2017-08-04,95,21.0,,0.21,19.95
2017-08-05,52,21.0,,0.21,10.92
2017-08-06,72,21.0,,0.21,15.12
2017-08-07,94,21.0,,0.21,19.74
2017-08-08,100,21.0,,0.21,21.0
2017-08-09,95,21.0,,0.21,19.95
2017-08-10,93,21.0,,0.21,19.529999999999998
2017-08-11,87,21.0,,0.21,18.27
2017-08-12,46,21.0,,0.21,9.66
2017-08-13,80,21.0,,0.21,16.8
2017-08-14,92,21.0,,0.21,19.32
2017-08-15,96,21.0,,0.21,20.16
2017-08-16,92,21.0,,0.21,19.32
2017-08-17,95,21.0,,0.21,19.95
2017-08-18,93,21.0,,0.21,19.529999999999998
2017-08-19,53,21.0,,0.21,11.129999999999999
2017-08-20,64,21.0,,0.21,13.44
2017-08-21,96,21.0,,0.21,20.16
2017-08-22,97,21.0,,0.21,20.37
2017-08-23,96,21.0,,0.21,20.16
2017-08-24,78,21.0,,0.21,16.38
2017-08-25,82,21.0,,0.21,17.22
2017-08-26,47,21.0,,0.21,9.87
2017-08-27,57,21.0,,0.21,11.969999999999999
2017-08-28,99,21.0,,0.21,20.79
2017-08-29,97,21.0,,0.21,20.37
2017-08-30,92,21.0,,0.21,19.32
2017-08-31,89,21.0,,0.21,18.689999999999998
2017-09-01,89,19.0,False,0.19,16.91
2017-09-02,63,19.0,,0.19,11.97
2017-09-03,59,19.0,,0.19,11.21
2017-09-04,68,19.0,,0.19,12.92
2017-09-05,92,19.0,,0.19,17.48
2017-09-06,94,19.0,,0.19,17.86
2017-09-07,96,19.0,,0.19,18.240000000000002
2017-09-08,90,19.0,,0.19,17.1
2017-09-09,53,19.0,,0.19,10.07
2017-09-10,60,19.0,,0.19,11.4
2017-09-11,98,19.0,,0.19,18.62
2017-09-12,98,19.0,,0.19,18.62
2017-09-13,92,19.0,,0.19,17.48
2017-09-14,91,19.0,,0.19,17.29
2017-09-15,85,19.0,,0.19,16.15
2017-09-16,59,19.0,,0.19,11.21
2017-09-17,65,19.0,,0.19,12.35
2017-09-18,97,19.0,,0.19,18.43
2017-09-19,96,19.0,,0.19,18.240000000000002
2017-09-20,85,19.0,,0.19,16.15
2017-09-21,100,19.0,,0.19,19.0
2017-09-22,86,19.0,,0.19,16.34
2017-09-23,55,19.0,,0.19,10.45
2017-09-24,66,19.0,,0.19,12.540000000000001
2017-09-25,97,19.0,,0.19,18.43
2017-09-26,98,19.0,,0.19,18.62
2017-09-27,90,19.0,,0.19,17.1
2017-09-28,80,19.0,,0.19,15.2
2017-09-29,78,19.0,,0.19,14.82
2017-09-30,54,19.0,,0.19,10.26
2017-10-01,44,22.0,False,0.22,9.68
2017-10-02,63,22.0,,0.22,13.86
2017-10-03,68,22.0,,0.22,14.96
2017-10-04,65,22.0,,0.22,14.3
2017-10-05,60,22.0,,0.22,13.2
2017-10-06,56,22.0,,0.22,12.32
2017-10-07,48,22.0,,0.22,10.56
2017-10-08,62,22.0,,0.22,13.64
2017-10-09,70,22.0,,0.22,15.4
2017-10-10,73,22.0,,0.22,16.06
2017-10-11,64,22.0,,0.22,14.08
2017-10-12,64,22.0,,0.22,14.08
2017-10-13,64,22.0,,0.22,14.08
2017-10-14,38,22.0,,0.22,8.36
2017-10-15,54,22.0,,0.22,11.88
2017-10-16,100,22.0,,0.22,22.0
2017-10-17,82,22.0,,0.22,18.04
2017-10-18,66,22.0,,0.22,14.52
2017-10-19,61,22.0,,0.22,13.42
2017-10-20,59,22.0,,0.22,12.98
2017-10-21,36,22.0,,0.22,7.92
2017-10-22,46,22.0,,0.22,10.12
2017-10-23,65,22.0,,0.22,14.3
2017-10-24,64,22.0,,0.22,14.08
2017-10-25,62,22.0,,0.22,13.64
2017-10-26,73,22.0,,0.22,16.06
2017-10-27,59,22.0,,0.22,12.98
2017-10-28,41,22.0,,0.22,9.02
2017-10-29,47,22.0,,0.22,10.34
2017-10-30,83,22.0,,0.22,18.26
2017-10-31,62,22.0,,0.22,13.64
2017-11-01,91,18.0,False,0.18,16.38
2017-11-02,97,18.0,,0.18,17.46
2017-11-03,70,18.0,,0.18,12.6
2017-11-04,55,18.0,,0.18,9.9
2017-11-05,59,18.0,,0.18,10.62
2017-11-06,92,18.0,,0.18,16.56
2017-11-07,93,18.0,,0.18,16.74
2017-11-08,93,18.0,,0.18,16.74
2017-11-09,100,18.0,,0.18,18.0
2017-11-10,82,18.0,,0.18,14.76
2017-11-11,62,18.0,,0.18,11.16
2017-11-12,64,18.0,,0.18,11.52
2017-11-13,100,18.0,,0.18,18.0
2017-11-14,94,18.0,,0.18,16.919999999999998
2017-11-15,92,18.0,,0.18,16.56
2017-11-16,84,18.0,,0.18,15.12
2017-11-17,66,18.0,,0.18,11.879999999999999
2017-11-18,49,18.0,,0.18,8.82
2017-11-19,62,18.0,,0.18,11.16
2017-11-20,82,18.0,,0.18,14.76
2017-11-21,93,18.0,,0.18,16.74
2017-11-22,62,18.0,,0.18,11.16
2017-11-23,42,18.0,,0.18,7.56
2017-11-24,42,18.0,,0.18,7.56
2017-11-25,42,18.0,,0.18,7.56
2017-11-26,58,18.0,,0.18,10.44
2017-11-27,91,18.0,,0.18,16.38
2017-11-28,94,18.0,,0.18,16.919999999999998
2017-11-29,81,18.0,,0.18,14.58
2017-11-30,86,18.0,,0.18,15.479999999999999
2017-12-01,72,18.0,False,0.18,12.959999999999999
2017-12-02,54,18.0,,0.18,9.719999999999999
2017-12-03,74,18.0,,0.18,13.32
2017-12-04,98,18.0,,0.18,17.64
2017-12-05,100,18.0,,0.18,18.0
2017-12-06,89,18.0,,0.18,16.02
2017-12-07,90,18.0,,0.18,16.2
2017-12-08,91,18.0,,0.18,16.38
2017-12-09,52,18.0,,0.18,9.36
2017-12-10,70,18.0,,0.18,12.6
2017-12-11,91,18.0,,0.18,16.38
2017-12-12,85,18.0,,0.18,15.299999999999999
2017-12-13,95,18.0,,0.18,17.099999999999998
2017-12-14,85,18.0,,0.18,15.299999999999999
2017-12-15,88,18.0,,0.18,15.84
2017-12-16,54,18.0,,0.18,9.719999999999999
2017-12-17,67,18.0,,0.18,12.059999999999999
2017-12-18,93,18.0,,0.18,16.74
2017-12-19,97,18.0,,0.18,17.46
2017-12-20,85,18.0,,0.18,15.299999999999999
2017-12-21,86,18.0,,0.18,15.479999999999999
2017-12-22,68,18.0,,0.18,12.24
2017-12-23,49,18.0,,0.18,8.82
2017-12-24,54,18.0,,0.18,9.719999999999999
2017-12-25,47,18.0,,0.18,8.459999999999999
2017-12-26,72,18.0,,0.18,12.959999999999999
2017-12-27,81,18.0,,0.18,14.58
2017-12-28,81,18.0,,0.18,14.58
2017-12-29,59,18.0,,0.18,10.62
2017-12-30,44,18.0,,0.18,7.92
2017-12-31,59,18.0,,0.18,10.62
2018-01-01,46,21.0,False,0.21,9.66
2018-01-02,86,21.0,,0.21,18.06
