date,TW_unscaled,TW_monthly,isPartial,scale,TW
2016-06-12,75,56.0,,0.56,42.00000000000001
2016-06-13,89,56.0,,0.56,49.84
2016-06-14,87,56.0,,0.56,48.720000000000006
2016-06-15,94,56.0,,0.56,52.64000000000001
2016-06-16,86,56.0,,0.56,48.160000000000004
2016-06-17,88,56.0,,0.56,49.28
2016-06-18,69,56.0,,0.56,38.64
2016-06-19,78,56.0,,0.56,43.68000000000001
2016-06-20,86,56.0,,0.56,48.160000000000004
2016-06-21,87,56.0,,0.56,48.720000000000006
2016-06-22,79,56.0,,0.56,44.24
2016-06-23,78,56.0,,0.56,43.68000000000001
2016-06-24,86,56.0,,0.56,48.160000000000004
2016-06-25,80,56.0,,0.56,44.800000000000004
2016-06-26,77,56.0,,0.56,43.120000000000005
2016-06-27,80,56.0,,0.56,44.800000000000004
2016-06-28,90,56.0,,0.56,50.400000000000006
2016-06-29,75,56.0,,0.56,42.00000000000001
2016-06-30,72,56.0,,0.56,40.32000000000001
2016-07-01,65,55.0,False,0.55,35.75
2016-07-02,52,55.0,,0.55,28.6
2016-07-03,55,55.0,,0.55,30.250000000000004
2016-07-04,75,55.0,,0.55,41.25
2016-07-05,64,55.0,,0.55,35.2
2016-07-06,69,55.0,,0.55,37.95
2016-07-07,100,55.0,,0.55,55.00000000000001
2016-07-08,69,55.0,,0.55,37.95
2016-07-09,70,55.0,,0.55,38.5
2016-07-10,66,55.0,,0.55,36.300000000000004
2016-07-11,66,55.0,,0.55,36.300000000000004
2016-07-12,71,55.0,,0.55,39.050000000000004
2016-07-13,82,55.0,,0.55,45.1
2016-07-14,70,55.0,,0.55,38.5
2016-07-15,65,55.0,,0.55,35.75
2016-07-16,65,55.0,,0.55,35.75
2016-07-17,59,55.0,,0.55,32.45
2016-07-18,79,55.0,,0.55,43.45
2016-07-19,57,55.0,,0.55,31.35
2016-07-20,72,55.0,,0.55,39.6
2016-07-21,67,55.0,,0.55,36.85
2016-07-22,61,55.0,,0.55,33.550000000000004
2016-07-23,63,55.0,,0.55,34.650000000000006
2016-07-24,64,55.0,,0.55,35.2
2016-07-25,70,55.0,,0.55,38.5
2016-07-26,74,55.0,,0.55,40.7
2016-07-27,72,55.0,,0.55,39.6
2016-07-28,61,55.0,,0.55,33.550000000000004
2016-07-29,73,55.0,,0.55,40.150000000000006
2016-07-30,71,55.0,,0.55,39.050000000000004
2016-07-31,82,55.0,,0.55,45.1
2016-08-01,73,53.0,False,0.53,38.690000000000005
2016-08-02,85,53.0,,0.53,45.050000000000004
2016-08-03,77,53.0,,0.53,40.81
2016-08-04,98,53.0,,0.53,51.940000000000005
2016-08-05,100,53.0,,0.53,53.0
2016-08-06,81,53.0,,0.53,42.93
2016-08-07,73,53.0,,0.53,38.690000000000005
2016-08-08,92,53.0,,0.53,48.760000000000005
2016-08-09,91,53.0,,0.53,48.230000000000004
2016-08-10,98,53.0,,0.53,51.940000000000005
2016-08-11,76,53.0,,0.53,40.28
2016-08-12,87,53.0,,0.53,46.11
2016-08-13,76,53.0,,0.53,40.28
2016-08-14,79,53.0,,0.53,41.870000000000005
2016-08-15,78,53.0,,0.53,41.34
2016-08-16,88,53.0,,0.53,46.64
2016-08-17,85,53.0,,0.53,45.050000000000004
2016-08-18,92,53.0,,0.53,48.760000000000005
2016-08-19,85,53.0,,0.53,45.050000000000004
2016-08-20,89,53.0,,0.53,47.17
2016-08-21,76,53.0,,0.53,40.28
2016-08-22,95,53.0,,0.53,50.35
2016-08-23,96,53.0,,0.53,50.88
2016-08-24,91,53.0,,0.53,48.230000000000004
2016-08-25,85,53.0,,0.53,45.050000000000004
2016-08-26,81,53.0,,0.53,42.93
2016-08-27,83,53.0,,0.53,43.99
2016-08-28,71,53.0,,0.53,37.63
2016-08-29,83,53.0,,0.53,43.99
2016-08-30,82,53.0,,0.53,43.46
2016-08-31,87,53.0,,0.53,46.11
2016-09-01,83,53.0,False,0.53,43.99
2016-09-02,79,53.0,,0.53,41.870000000000005
2016-09-03,66,53.0,,0.53,34.980000000000004
2016-09-04,90,53.0,,0.53,47.7
2016-09-05,74,53.0,,0.53,39.22
2016-09-06,84,53.0,,0.53,44.52
2016-09-07,85,53.0,,0.53,45.050000000000004
2016-09-08,72,53.0,,0.53,38.160000000000004
2016-09-09,81,53.0,,0.53,42.93
2016-09-10,75,53.0,,0.53,39.75
2016-09-11,65,53.0,,0.53,34.45
2016-09-12,82,53.0,,0.53,43.46
2016-09-13,83,53.0,,0.53,43.99
2016-09-14,80,53.0,,0.53,42.400000000000006
2016-09-15,73,53.0,,0.53,38.690000000000005
2016-09-16,68,53.0,,0.53,36.04
2016-09-17,68,53.0,,0.53,36.04
2016-09-18,69,53.0,,0.53,36.57
2016-09-19,81,53.0,,0.53,42.93
2016-09-20,95,53.0,,0.53,50.35
2016-09-21,79,53.0,,0.53,41.870000000000005
2016-09-22,88,53.0,,0.53,46.64
2016-09-23,88,53.0,,0.53,46.64
2016-09-24,65,53.0,,0.53,34.45
2016-09-25,70,53.0,,0.53,37.1
2016-09-26,79,53.0,,0.53,41.870000000000005
2016-09-27,100,53.0,,0.53,53.0
2016-09-28,78,53.0,,0.53,41.34
2016-09-29,86,53.0,,0.53,45.580000000000005
2016-09-30,78,53.0,,0.53,41.34
2016-10-01,66,52.0,False,0.52,34.32
2016-10-02,83,52.0,,0.52,43.160000000000004
2016-10-03,89,52.0,,0.52,46.28
2016-10-04,79,52.0,,0.52,41.08
2016-10-05,100,52.0,,0.52,52.0
2016-10-06,97,52.0,,0.52,50.440000000000005
2016-10-07,93,52.0,,0.52,48.36
2016-10-08,72,52.0,,0.52,37.44
2016-10-09,69,52.0,,0.52,35.88
2016-10-10,88,52.0,,0.52,45.760000000000005
2016-10-11,86,52.0,,0.52,44.72
2016-10-12,93,52.0,,0.52,48.36
2016-10-13,75,52.0,,0.52,39.0
2016-10-14,97,52.0,,0.52,50.440000000000005
2016-10-15,70,52.0,,0.52,36.4
2016-10-16,73,52.0,,0.52,37.96
2016-10-17,83,52.0,,0.52,43.160000000000004
2016-10-18,93,52.0,,0.52,48.36
2016-10-19,80,52.0,,0.52,41.6
2016-10-20,87,52.0,,0.52,45.24
2016-10-21,90,52.0,,0.52,46.800000000000004
2016-10-22,93,52.0,,0.52,48.36
2016-10-23,72,52.0,,0.52,37.44
2016-10-24,84,52.0,,0.52,43.68
2016-10-25,86,52.0,,0.52,44.72
2016-10-26,88,52.0,,0.52,45.760000000000005
2016-10-27,90,52.0,,0.52,46.800000000000004
2016-10-28,91,52.0,,0.52,47.32
2016-10-29,83,52.0,,0.52,43.160000000000004
2016-10-30,72,52.0,,0.52,37.44
2016-10-31,89,52.0,,0.52,46.28
2016-11-01,90,53.0,False,0.53,47.7
2016-11-02,89,53.0,,0.53,47.17
2016-11-03,89,53.0,,0.53,47.17
2016-11-04,91,53.0,,0.53,48.230000000000004
2016-11-05,93,53.0,,0.53,49.29
2016-11-06,81,53.0,,0.53,42.93
2016-11-07,89,53.0,,0.53,47.17
2016-11-08,91,53.0,,0.53,48.230000000000004
2016-11-09,90,53.0,,0.53,47.7
2016-11-10,95,53.0,,0.53,50.35
2016-11-11,92,53.0,,0.53,48.760000000000005
2016-11-12,70,53.0,,0.53,37.1
2016-11-13,76,53.0,,0.53,40.28
2016-11-14,91,53.0,,0.53,48.230000000000004
2016-11-15,92,53.0,,0.53,48.760000000000005
2016-11-16,77,53.0,,0.53,40.81
2016-11-17,82,53.0,,0.53,43.46
2016-11-18,100,53.0,,0.53,53.0
2016-11-19,74,53.0,,0.53,39.22
2016-11-20,93,53.0,,0.53,49.29
2016-11-21,91,53.0,,0.53,48.230000000000004
2016-11-22,91,53.0,,0.53,48.230000000000004
2016-11-23,73,53.0,,0.53,38.690000000000005
2016-11-24,78,53.0,,0.53,41.34
2016-11-25,74,53.0,,0.53,39.22
2016-11-26,80,53.0,,0.53,42.400000000000006
2016-11-27,86,53.0,,0.53,45.580000000000005
2016-11-28,89,53.0,,0.53,47.17
2016-11-29,87,53.0,,0.53,46.11
2016-11-30,93,53.0,,0.53,49.29
2016-12-01,83,52.0,False,0.52,43.160000000000004
2016-12-02,75,52.0,,0.52,39.0
2016-12-03,78,52.0,,0.52,40.56
2016-12-04,82,52.0,,0.52,42.64
2016-12-05,90,52.0,,0.52,46.800000000000004
2016-12-06,95,52.0,,0.52,49.4
2016-12-07,92,52.0,,0.52,47.84
2016-12-08,75,52.0,,0.52,39.0
2016-12-09,85,52.0,,0.52,44.2
2016-12-10,79,52.0,,0.52,41.08
2016-12-11,80,52.0,,0.52,41.6
2016-12-12,94,52.0,,0.52,48.88
2016-12-13,74,52.0,,0.52,38.480000000000004
2016-12-14,80,52.0,,0.52,41.6
2016-12-15,69,52.0,,0.52,35.88
2016-12-16,71,52.0,,0.52,36.92
2016-12-17,81,52.0,,0.52,42.120000000000005
2016-12-18,71,52.0,,0.52,36.92
2016-12-19,91,52.0,,0.52,47.32
2016-12-20,88,52.0,,0.52,45.760000000000005
2016-12-21,65,52.0,,0.52,33.800000000000004
2016-12-22,81,52.0,,0.52,42.120000000000005
2016-12-23,100,52.0,,0.52,52.0
2016-12-24,77,52.0,,0.52,40.04
2016-12-25,76,52.0,,0.52,39.52
2016-12-26,74,52.0,,0.52,38.480000000000004
2016-12-27,86,52.0,,0.52,44.72
2016-12-28,93,52.0,,0.52,48.36
2016-12-29,70,52.0,,0.52,36.4
2016-12-30,69,52.0,,0.52,35.88
2016-12-31,66,52.0,,0.52,34.32
2017-01-01,58,50.0,False,0.5,29.0
2017-01-02,66,50.0,,0.5,33.0
2017-01-03,80,50.0,,0.5,40.0
2017-01-04,74,50.0,,0.5,37.0
2017-01-05,75,50.0,,0.5,37.5
2017-01-06,74,50.0,,0.5,37.0
2017-01-07,65,50.0,,0.5,32.5
2017-01-08,65,50.0,,0.5,32.5
2017-01-09,82,50.0,,0.5,41.0
2017-01-10,65,50.0,,0.5,32.5
2017-01-11,75,50.0,,0.5,37.5
2017-01-12,66,50.0,,0.5,33.0
2017-01-13,84,50.0,,0.5,42.0
2017-01-14,76,50.0,,0.5,38.0
2017-01-15,64,50.0,,0.5,32.0
2017-01-16,76,50.0,,0.5,38.0
2017-01-17,76,50.0,,0.5,38.0
2017-01-18,71,50.0,,0.5,35.5
2017-01-19,75,50.0,,0.5,37.5
2017-01-20,72,50.0,,0.5,36.0
2017-01-21,74,50.0,,0.5,37.0
2017-01-22,79,50.0,,0.5,39.5
2017-01-23,100,50.0,,0.5,50.0
2017-01-24,83,50.0,,0.5,41.5
2017-01-25,63,50.0,,0.5,31.5
2017-01-26,81,50.0,,0.5,40.5
2017-01-27,78,50.0,,0.5,39.0
2017-01-28,79,50.0,,0.5,39.5
2017-01-29,86,50.0,,0.5,43.0
2017-01-30,91,50.0,,0.5,45.5
2017-01-31,87,50.0,,0.5,43.5
2017-02-01,86,54.0,False,0.54,46.440000000000005
2017-02-02,87,54.0,,0.54,46.980000000000004
2017-02-03,85,54.0,,0.54,45.900000000000006
2017-02-04,83,54.0,,0.54,44.82
2017-02-05,81,54.0,,0.54,43.74
2017-02-06,75,54.0,,0.54,40.5
2017-02-07,74,54.0,,0.54,39.96
2017-02-08,66,54.0,,0.54,35.64
2017-02-09,80,54.0,,0.54,43.2
2017-02-10,84,54.0,,0.54,45.36
2017-02-11,84,54.0,,0.54,45.36
2017-02-12,70,54.0,,0.54,37.800000000000004
2017-02-13,91,54.0,,0.54,49.14
2017-02-14,82,54.0,,0.54,44.28
2017-02-15,78,54.0,,0.54,42.120000000000005
2017-02-16,65,54.0,,0.54,35.1
2017-02-17,89,54.0,,0.54,48.06
2017-02-18,100,54.0,,0.54,54.0
2017-02-19,75,54.0,,0.54,40.5
2017-02-20,87,54.0,,0.54,46.980000000000004
2017-02-21,85,54.0,,0.54,45.900000000000006
2017-02-22,78,54.0,,0.54,42.120000000000005
2017-02-23,97,54.0,,0.54,52.38
2017-02-24,73,54.0,,0.54,39.42
2017-02-25,77,54.0,,0.54,41.580000000000005
2017-02-26,68,54.0,,0.54,36.72
2017-02-27,89,54.0,,0.54,48.06
2017-02-28,83,54.0,,0.54,44.82
2017-03-01,76,50.0,False,0.5,38.0
2017-03-02,88,50.0,,0.5,44.0
2017-03-03,78,50.0,,0.5,39.0
2017-03-04,83,50.0,,0.5,41.5
2017-03-05,80,50.0,,0.5,40.0
2017-03-06,83,50.0,,0.5,41.5
2017-03-07,83,50.0,,0.5,41.5
2017-03-08,76,50.0,,0.5,38.0
2017-03-09,80,50.0,,0.5,40.0
2017-03-10,78,50.0,,0.5,39.0
2017-03-11,78,50.0,,0.5,39.0
2017-03-12,70,50.0,,0.5,35.0
2017-03-13,84,50.0,,0.5,42.0
2017-03-14,70,50.0,,0.5,35.0
2017-03-15,85,50.0,,0.5,42.5
2017-03-16,75,50.0,,0.5,37.5
2017-03-17,75,50.0,,0.5,37.5
2017-03-18,81,50.0,,0.5,40.5
2017-03-19,79,50.0,,0.5,39.5
2017-03-20,100,50.0,,0.5,50.0
2017-03-21,79,50.0,,0.5,39.5
2017-03-22,77,50.0,,0.5,38.5
2017-03-23,83,50.0,,0.5,41.5
2017-03-24,82,50.0,,0.5,41.0
2017-03-25,69,50.0,,0.5,34.5
2017-03-26,75,50.0,,0.5,37.5
2017-03-27,89,50.0,,0.5,44.5
2017-03-28,80,50.0,,0.5,40.0
2017-03-29,70,50.0,,0.5,35.0
2017-03-30,84,50.0,,0.5,42.0
2017-03-31,77,50.0,,0.5,38.5
2017-04-01,85,49.0,False,0.49,41.65
2017-04-02,84,49.0,,0.49,41.16
2017-04-03,89,49.0,,0.49,43.61
2017-04-04,80,49.0,,0.49,39.2
2017-04-05,82,49.0,,0.49,40.18
2017-04-06,91,49.0,,0.49,44.589999999999996
2017-04-07,84,49.0,,0.49,41.16
2017-04-08,82,49.0,,0.49,40.18
2017-04-09,75,49.0,,0.49,36.75
2017-04-10,100,49.0,,0.49,49.0
2017-04-11,97,49.0,,0.49,47.53
2017-04-12,78,49.0,,0.49,38.22
2017-04-13,79,49.0,,0.49,38.71
2017-04-14,95,49.0,,0.49,46.55
2017-04-15,73,49.0,,0.49,35.769999999999996
2017-04-16,75,49.0,,0.49,36.75
2017-04-17,82,49.0,,0.49,40.18
2017-04-18,83,49.0,,0.49,40.67
2017-04-19,97,49.0,,0.49,47.53
2017-04-20,96,49.0,,0.49,47.04
2017-04-21,95,49.0,,0.49,46.55
2017-04-22,67,49.0,,0.49,32.83
2017-04-23,65,49.0,,0.49,31.849999999999998
2017-04-24,71,49.0,,0.49,34.79
2017-04-25,77,49.0,,0.49,37.73
2017-04-26,78,49.0,,0.49,38.22
2017-04-27,82,49.0,,0.49,40.18
2017-04-28,76,49.0,,0.49,37.24
2017-04-29,71,49.0,,0.49,34.79
2017-04-30,60,49.0,,0.49,29.4
2017-05-01,76,51.0,False,0.51,38.76
2017-05-02,85,51.0,,0.51,43.35
2017-05-03,77,51.0,,0.51,39.27
2017-05-04,96,51.0,,0.51,48.96
2017-05-05,70,51.0,,0.51,35.7
2017-05-06,78,51.0,,0.51,39.78
2017-05-07,72,51.0,,0.51,36.72
2017-05-08,89,51.0,,0.51,45.39
2017-05-09,88,51.0,,0.51,44.88
2017-05-10,70,51.0,,0.51,35.7
2017-05-11,83,51.0,,0.51,42.33
2017-05-12,100,51.0,,0.51,51.0
2017-05-13,76,51.0,,0.51,38.76
2017-05-14,87,51.0,,0.51,44.37
2017-05-15,70,51.0,,0.51,35.7
2017-05-16,83,51.0,,0.51,42.33
2017-05-17,74,51.0,,0.51,37.74
2017-05-18,55,51.0,,0.51,28.05
2017-05-19,70,51.0,,0.51,35.7
2017-05-20,67,51.0,,0.51,34.17
2017-05-21,68,51.0,,0.51,34.68
2017-05-22,82,51.0,,0.51,41.82
2017-05-23,71,51.0,,0.51,36.21
2017-05-24,83,51.0,,0.51,42.33
2017-05-25,69,51.0,,0.51,35.19
2017-05-26,68,51.0,,0.51,34.68
2017-05-27,62,51.0,,0.51,31.62
2017-05-28,72,51.0,,0.51,36.72
2017-05-29,68,51.0,,0.51,34.68
2017-05-30,64,51.0,,0.51,32.64
2017-05-31,73,51.0,,0.51,37.230000000000004
2017-06-01,93,47.0,False,0.47,43.71
2017-06-02,74,47.0,,0.47,34.78
2017-06-03,63,47.0,,0.47,29.61
2017-06-04,76,47.0,,0.47,35.72
2017-06-05,83,47.0,,0.47,39.01
2017-06-06,88,47.0,,0.47,41.36
2017-06-07,79,47.0,,0.47,37.129999999999995
2017-06-08,80,47.0,,0.47,37.599999999999994
2017-06-09,82,47.0,,0.47,38.54
2017-06-10,72,47.0,,0.47,33.839999999999996
2017-06-11,69,47.0,,0.47,32.43
2017-06-12,72,47.0,,0.47,33.839999999999996
2017-06-13,100,47.0,,0.47,47.0
2017-06-14,93,47.0,,0.47,43.71
2017-06-15,85,47.0,,0.47,39.949999999999996
2017-06-16,76,47.0,,0.47,35.72
2017-06-17,68,47.0,,0.47,31.959999999999997
2017-06-18,67,47.0,,0.47,31.49
2017-06-19,90,47.0,,0.47,42.3
2017-06-20,80,47.0,,0.47,37.599999999999994
2017-06-21,97,47.0,,0.47,45.589999999999996
2017-06-22,79,47.0,,0.47,37.129999999999995
2017-06-23,79,47.0,,0.47,37.129999999999995
2017-06-24,75,47.0,,0.47,35.25
2017-06-25,73,47.0,,0.47,34.309999999999995
2017-06-26,83,47.0,,0.47,39.01
2017-06-27,73,47.0,,0.47,34.309999999999995
2017-06-28,72,47.0,,0.47,33.839999999999996
2017-06-29,93,47.0,,0.47,43.71
2017-06-30,72,47.0,,0.47,33.839999999999996
2017-07-01,65,47.0,False,0.47,30.549999999999997
2017-07-02,85,47.0,,0.47,39.949999999999996
2017-07-03,100,47.0,,0.47,47.0
2017-07-04,64,47.0,,0.47,30.08
2017-07-05,91,47.0,,0.47,42.769999999999996
2017-07-06,77,47.0,,0.47,36.19
2017-07-07,80,47.0,,0.47,37.599999999999994
2017-07-08,77,47.0,,0.47,36.19
2017-07-09,63,47.0,,0.47,29.61
2017-07-10,86,47.0,,0.47,40.419999999999995
2017-07-11,88,47.0,,0.47,41.36
2017-07-12,82,47.0,,0.47,38.54
2017-07-13,95,47.0,,0.47,44.65
2017-07-14,89,47.0,,0.47,41.83
2017-07-15,82,47.0,,0.47,38.54
2017-07-16,62,47.0,,0.47,29.139999999999997
2017-07-17,93,47.0,,0.47,43.71
2017-07-18,91,47.0,,0.47,42.769999999999996
2017-07-19,79,47.0,,0.47,37.129999999999995
2017-07-20,88,47.0,,0.47,41.36
2017-07-21,74,47.0,,0.47,34.78
2017-07-22,78,47.0,,0.47,36.66
2017-07-23,81,47.0,,0.47,38.07
2017-07-24,93,47.0,,0.47,43.71
2017-07-25,76,47.0,,0.47,35.72
2017-07-26,69,47.0,,0.47,32.43
2017-07-27,82,47.0,,0.47,38.54
2017-07-28,93,47.0,,0.47,43.71
2017-07-29,71,47.0,,0.47,33.37
2017-07-30,77,47.0,,0.47,36.19
2017-07-31,86,47.0,,0.47,40.419999999999995
2017-08-01,74,48.0,False,0.48,35.519999999999996
2017-08-02,88,48.0,,0.48,42.239999999999995
2017-08-03,90,48.0,,0.48,43.199999999999996
2017-08-04,91,48.0,,0.48,43.68
2017-08-05,77,48.0,,0.48,36.96
2017-08-06,80,48.0,,0.48,38.4
2017-08-07,90,48.0,,0.48,43.199999999999996
2017-08-08,84,48.0,,0.48,40.32
2017-08-09,79,48.0,,0.48,37.92
2017-08-10,81,48.0,,0.48,38.879999999999995
2017-08-11,91,48.0,,0.48,43.68
2017-08-12,86,48.0,,0.48,41.28
2017-08-13,77,48.0,,0.48,36.96
2017-08-14,90,48.0,,0.48,43.199999999999996
2017-08-15,92,48.0,,0.48,44.16
2017-08-16,82,48.0,,0.48,39.36
2017-08-17,95,48.0,,0.48,45.6
2017-08-18,94,48.0,,0.48,45.12
2017-08-19,87,48.0,,0.48,41.76
2017-08-20,88,48.0,,0.48,42.239999999999995
2017-08-21,97,48.0,,0.48,46.559999999999995
2017-08-22,87,48.0,,0.48,41.76
2017-08-23,84,48.0,,0.48,40.32
2017-08-24,100,48.0,,0.48,48.0
2017-08-25,87,48.0,,0.48,41.76
2017-08-26,62,48.0,,0.48,29.759999999999998
2017-08-27,68,48.0,,0.48,32.64
2017-08-28,90,48.0,,0.48,43.199999999999996
2017-08-29,87,48.0,,0.48,41.76
2017-08-30,89,48.0,,0.48,42.72
2017-08-31,86,48.0,,0.48,41.28
2017-09-01,75,44.0,False,0.44,33.0
2017-09-02,79,44.0,,0.44,34.76
2017-09-03,60,44.0,,0.44,26.4
2017-09-04,83,44.0,,0.44,36.52
2017-09-05,68,44.0,,0.44,29.92
2017-09-06,77,44.0,,0.44,33.88
2017-09-07,82,44.0,,0.44,36.08
2017-09-08,62,44.0,,0.44,27.28
2017-09-09,61,44.0,,0.44,26.84
2017-09-10,68,44.0,,0.44,29.92
2017-09-11,73,44.0,,0.44,32.12
2017-09-12,87,44.0,,0.44,38.28
2017-09-13,79,44.0,,0.44,34.76
2017-09-14,83,44.0,,0.44,36.52
2017-09-15,71,44.0,,0.44,31.24
2017-09-16,63,44.0,,0.44,27.72
2017-09-17,77,44.0,,0.44,33.88
2017-09-18,75,44.0,,0.44,33.0
2017-09-19,74,44.0,,0.44,32.56
2017-09-20,73,44.0,,0.44,32.12
2017-09-21,73,44.0,,0.44,32.12
2017-09-22,87,44.0,,0.44,38.28
2017-09-23,78,44.0,,0.44,34.32
2017-09-24,73,44.0,,0.44,32.12
2017-09-25,82,44.0,,0.44,36.08
2017-09-26,100,44.0,,0.44,44.0
2017-09-27,81,44.0,,0.44,35.64
2017-09-28,91,44.0,,0.44,40.04
2017-09-29,72,44.0,,0.44,31.68
2017-09-30,74,44.0,,0.44,32.56
2017-10-01,72,46.0,False,0.46,33.120000000000005
2017-10-02,75,46.0,,0.46,34.5
2017-10-03,80,46.0,,0.46,36.800000000000004
2017-10-04,90,46.0,,0.46,41.4
2017-10-05,92,46.0,,0.46,42.32
2017-10-06,78,46.0,,0.46,35.88
2017-10-07,68,46.0,,0.46,31.28
2017-10-08,65,46.0,,0.46,29.900000000000002
2017-10-09,87,46.0,,0.46,40.02
2017-10-10,85,46.0,,0.46,39.1
2017-10-11,87,46.0,,0.46,40.02
2017-10-12,83,46.0,,0.46,38.18
2017-10-13,100,46.0,,0.46,46.0
2017-10-14,92,46.0,,0.46,42.32
2017-10-15,72,46.0,,0.46,33.120000000000005
2017-10-16,86,46.0,,0.46,39.56
2017-10-17,80,46.0,,0.46,36.800000000000004
2017-10-18,77,46.0,,0.46,35.42
2017-10-19,79,46.0,,0.46,36.34
2017-10-20,87,46.0,,0.46,40.02
2017-10-21,71,46.0,,0.46,32.660000000000004
2017-10-22,76,46.0,,0.46,34.96
2017-10-23,82,46.0,,0.46,37.72
2017-10-24,84,46.0,,0.46,38.64
2017-10-25,74,46.0,,0.46,34.04
2017-10-26,64,46.0,,0.46,29.44
2017-10-27,93,46.0,,0.46,42.78
2017-10-28,73,46.0,,0.46,33.58
2017-10-29,56,46.0,,0.46,25.76
2017-10-30,85,46.0,,0.46,39.1
2017-10-31,89,46.0,,0.46,40.940000000000005
2017-11-01,76,46.0,False,0.46,34.96
2017-11-02,98,46.0,,0.46,45.080000000000005
2017-11-03,84,46.0,,0.46,38.64
2017-11-04,88,46.0,,0.46,40.480000000000004
2017-11-05,72,46.0,,0.46,33.120000000000005
2017-11-06,91,46.0,,0.46,41.86
2017-11-07,82,46.0,,0.46,37.72
2017-11-08,96,46.0,,0.46,44.160000000000004
2017-11-09,83,46.0,,0.46,38.18
2017-11-10,95,46.0,,0.46,43.7
2017-11-11,91,46.0,,0.46,41.86
2017-11-12,79,46.0,,0.46,36.34
2017-11-13,67,46.0,,0.46,30.82
2017-11-14,92,46.0,,0.46,42.32
2017-11-15,75,46.0,,0.46,34.5
2017-11-16,91,46.0,,0.46,41.86
2017-11-17,90,46.0,,0.46,41.4
2017-11-18,80,46.0,,0.46,36.800000000000004
2017-11-19,83,46.0,,0.46,38.18
2017-11-20,86,46.0,,0.46,39.56
2017-11-21,89,46.0,,0.46,40.940000000000005
2017-11-22,82,46.0,,0.46,37.72
2017-11-23,87,46.0,,0.46,40.02
2017-11-24,84,46.0,,0.46,38.64
2017-11-25,83,46.0,,0.46,38.18
2017-11-26,81,46.0,,0.46,37.260000000000005
2017-11-27,76,46.0,,0.46,34.96
2017-11-28,95,46.0,,0.46,43.7
2017-11-29,100,46.0,,0.46,46.0
2017-11-30,95,46.0,,0.46,43.7
2017-12-01,90,47.0,False,0.47,42.3
2017-12-02,77,47.0,,0.47,36.19
2017-12-03,72,47.0,,0.47,33.839999999999996
2017-12-04,100,47.0,,0.47,47.0
2017-12-05,90,47.0,,0.47,42.3
2017-12-06,89,47.0,,0.47,41.83
2017-12-07,96,47.0,,0.47,45.12
2017-12-08,86,47.0,,0.47,40.419999999999995
2017-12-09,78,47.0,,0.47,36.66
2017-12-10,72,47.0,,0.47,33.839999999999996
2017-12-11,77,47.0,,0.47,36.19
2017-12-12,82,47.0,,0.47,38.54
2017-12-13,95,47.0,,0.47,44.65
2017-12-14,80,47.0,,0.47,37.599999999999994
2017-12-15,87,47.0,,0.47,40.89
2017-12-16,75,47.0,,0.47,35.25
2017-12-17,80,47.0,,0.47,37.599999999999994
2017-12-18,94,47.0,,0.47,44.18
2017-12-19,99,47.0,,0.47,46.529999999999994
2017-12-20,97,47.0,,0.47,45.589999999999996
2017-12-21,89,47.0,,0.47,41.83
2017-12-22,78,47.0,,0.47,36.66
2017-12-23,85,47.0,,0.47,39.949999999999996
