date,AL_unscaled,AL_monthly,isPartial,scale,AL
2021-05-11,99,93.0,,0.93,92.07000000000001
2021-05-12,100,93.0,,0.93,93.0
2021-05-13,97,93.0,,0.93,90.21000000000001
2021-05-14,90,93.0,,0.93,83.7
2021-05-15,84,93.0,,0.93,78.12
2021-05-16,79,93.0,,0.93,73.47
2021-05-17,87,93.0,,0.93,80.91000000000001
2021-05-18,85,93.0,,0.93,79.05
2021-05-19,86,93.0,,0.93,79.98
2021-05-20,83,93.0,,0.93,77.19
2021-05-21,89,93.0,,0.93,82.77000000000001
2021-05-22,80,93.0,,0.93,74.4
2021-05-23,77,93.0,,0.93,71.61
2021-05-24,87,93.0,,0.93,80.91000000000001
2021-05-25,86,93.0,,0.93,79.98
2021-05-26,84,93.0,,0.93,78.12
2021-05-27,85,93.0,,0.93,79.05
2021-05-28,82,93.0,,0.93,76.26
2021-05-29,80,93.0,,0.93,74.4
2021-05-30,76,93.0,,0.93,70.68
2021-05-31,77,93.0,,0.93,71.61
2021-06-01,89,90.0,False,0.9,80.10000000000001
2021-06-02,86,90.0,,0.9,77.4
2021-06-03,88,90.0,,0.9,79.2
2021-06-04,89,90.0,,0.9,80.10000000000001
2021-06-05,87,90.0,,0.9,78.3
2021-06-06,86,90.0,,0.9,77.4
2021-06-07,90,90.0,,0.9,81.0
2021-06-08,87,90.0,,0.9,78.3
2021-06-09,86,90.0,,0.9,77.4
2021-06-10,87,90.0,,0.9,78.3
2021-06-11,91,90.0,,0.9,81.9
2021-06-12,83,90.0,,0.9,74.7
2021-06-13,77,90.0,,0.9,69.3
2021-06-14,85,90.0,,0.9,76.5
2021-06-15,88,90.0,,0.9,79.2
2021-06-16,86,90.0,,0.9,77.4
2021-06-17,87,90.0,,0.9,78.3
2021-06-18,100,90.0,,0.9,90.0
2021-06-19,91,90.0,,0.9,81.9
2021-06-20,83,90.0,,0.9,74.7
2021-06-21,91,90.0,,0.9,81.9
2021-06-22,88,90.0,,0.9,79.2
2021-06-23,85,90.0,,0.9,76.5
2021-06-24,84,90.0,,0.9,75.60000000000001
2021-06-25,88,90.0,,0.9,79.2
2021-06-26,82,90.0,,0.9,73.8
2021-06-27,78,90.0,,0.9,70.2
2021-06-28,87,90.0,,0.9,78.3
2021-06-29,88,90.0,,0.9,79.2
2021-06-30,89,90.0,,0.9,80.10000000000001
2021-07-01,78,92.0,False,0.92,71.76
2021-07-02,82,92.0,,0.92,75.44
2021-07-03,74,92.0,,0.92,68.08
2021-07-04,70,92.0,,0.92,64.4
2021-07-05,77,92.0,,0.92,70.84
2021-07-06,81,92.0,,0.92,74.52000000000001
2021-07-07,80,92.0,,0.92,73.60000000000001
2021-07-08,84,92.0,,0.92,77.28
2021-07-09,83,92.0,,0.92,76.36
2021-07-10,79,92.0,,0.92,72.68
2021-07-11,73,92.0,,0.92,67.16
2021-07-12,83,92.0,,0.92,76.36
2021-07-13,84,92.0,,0.92,77.28
2021-07-14,83,92.0,,0.92,76.36
2021-07-15,78,92.0,,0.92,71.76
2021-07-16,80,92.0,,0.92,73.60000000000001
2021-07-17,79,92.0,,0.92,72.68
2021-07-18,76,92.0,,0.92,69.92
2021-07-19,86,92.0,,0.92,79.12
2021-07-20,100,92.0,,0.92,92.0
2021-07-21,81,92.0,,0.92,74.52000000000001
2021-07-22,80,92.0,,0.92,73.60000000000001
2021-07-23,78,92.0,,0.92,71.76
2021-07-24,75,92.0,,0.92,69.0
2021-07-25,70,92.0,,0.92,64.4
2021-07-26,79,92.0,,0.92,72.68
2021-07-27,76,92.0,,0.92,69.92
2021-07-28,76,92.0,,0.92,69.92
2021-07-29,76,92.0,,0.92,69.92
2021-07-30,77,92.0,,0.92,70.84
2021-07-31,74,92.0,,0.92,68.08
2021-08-01,79,91.0,False,0.91,71.89
2021-08-02,87,91.0,,0.91,79.17
2021-08-03,85,91.0,,0.91,77.35000000000001
2021-08-04,86,91.0,,0.91,78.26
2021-08-05,84,91.0,,0.91,76.44
2021-08-06,86,91.0,,0.91,78.26
2021-08-07,83,91.0,,0.91,75.53
2021-08-08,77,91.0,,0.91,70.07000000000001
2021-08-09,89,91.0,,0.91,80.99000000000001
2021-08-10,87,91.0,,0.91,79.17
2021-08-11,84,91.0,,0.91,76.44
2021-08-12,85,91.0,,0.91,77.35000000000001
2021-08-13,87,91.0,,0.91,79.17
2021-08-14,82,91.0,,0.91,74.62
2021-08-15,82,91.0,,0.91,74.62
2021-08-16,100,91.0,,0.91,91.0
2021-08-17,93,91.0,,0.91,84.63000000000001
2021-08-18,91,91.0,,0.91,82.81
2021-08-19,90,91.0,,0.91,81.9
2021-08-20,93,91.0,,0.91,84.63000000000001
2021-08-21,88,91.0,,0.91,80.08
2021-08-22,80,91.0,,0.91,72.8
2021-08-23,85,91.0,,0.91,77.35000000000001
2021-08-24,85,91.0,,0.91,77.35000000000001
2021-08-25,84,91.0,,0.91,76.44
2021-08-26,92,91.0,,0.91,83.72
2021-08-27,88,91.0,,0.91,80.08
2021-08-28,84,91.0,,0.91,76.44
2021-08-29,83,91.0,,0.91,75.53
2021-08-30,96,91.0,,0.91,87.36
2021-08-31,91,91.0,,0.91,82.81
2021-09-01,91,89.0,False,0.89,80.99
2021-09-02,91,89.0,,0.89,80.99
2021-09-03,94,89.0,,0.89,83.66
2021-09-04,90,89.0,,0.89,80.1
2021-09-05,82,89.0,,0.89,72.98
2021-09-06,87,89.0,,0.89,77.43
2021-09-07,94,89.0,,0.89,83.66
2021-09-08,92,89.0,,0.89,81.88
2021-09-09,95,89.0,,0.89,84.55
2021-09-10,100,89.0,,0.89,89.0
2021-09-11,89,89.0,,0.89,79.21000000000001
2021-09-12,83,89.0,,0.89,73.87
2021-09-13,98,89.0,,0.89,87.22
2021-09-14,93,89.0,,0.89,82.77
2021-09-15,96,89.0,,0.89,85.44
2021-09-16,95,89.0,,0.89,84.55
2021-09-17,91,89.0,,0.89,80.99
2021-09-18,87,89.0,,0.89,77.43
2021-09-19,76,89.0,,0.89,67.64
2021-09-20,98,89.0,,0.89,87.22
2021-09-21,97,89.0,,0.89,86.33
2021-09-22,92,89.0,,0.89,81.88
2021-09-23,93,89.0,,0.89,82.77
2021-09-24,98,89.0,,0.89,87.22
2021-09-25,84,89.0,,0.89,74.76
2021-09-26,76,89.0,,0.89,67.64
2021-09-27,94,89.0,,0.89,83.66
2021-09-28,92,89.0,,0.89,81.88
2021-09-29,94,89.0,,0.89,83.66
2021-09-30,100,89.0,,0.89,89.0
2021-10-01,100,86.0,False,0.86,86.0
2021-10-02,89,86.0,,0.86,76.53999999999999
2021-10-03,94,86.0,,0.86,80.84
2021-10-04,98,86.0,,0.86,84.28
2021-10-05,94,86.0,,0.86,80.84
2021-10-06,96,86.0,,0.86,82.56
2021-10-07,93,86.0,,0.86,79.98
2021-10-08,94,86.0,,0.86,80.84
2021-10-09,83,86.0,,0.86,71.38
2021-10-10,80,86.0,,0.86,68.8
2021-10-11,93,86.0,,0.86,79.98
2021-10-12,90,86.0,,0.86,77.4
2021-10-13,94,86.0,,0.86,80.84
2021-10-14,95,86.0,,0.86,81.7
2021-10-15,94,86.0,,0.86,80.84
2021-10-16,91,86.0,,0.86,78.26
2021-10-17,80,86.0,,0.86,68.8
2021-10-18,94,86.0,,0.86,80.84
2021-10-19,94,86.0,,0.86,80.84
2021-10-20,88,86.0,,0.86,75.67999999999999
2021-10-21,87,86.0,,0.86,74.82
2021-10-22,95,86.0,,0.86,81.7
2021-10-23,87,86.0,,0.86,74.82
2021-10-24,80,86.0,,0.86,68.8
2021-10-25,91,86.0,,0.86,78.26
2021-10-26,90,86.0,,0.86,77.4
2021-10-27,88,86.0,,0.86,75.67999999999999
2021-10-28,91,86.0,,0.86,78.26
2021-10-29,93,86.0,,0.86,79.98
2021-10-30,86,86.0,,0.86,73.96
2021-10-31,71,86.0,,0.86,61.06
2021-11-01,97,84.0,False,0.84,81.48
2021-11-02,96,84.0,,0.84,80.64
2021-11-03,91,84.0,,0.84,76.44
2021-11-04,94,84.0,,0.84,78.96
2021-11-05,98,84.0,,0.84,82.32
2021-11-06,90,84.0,,0.84,75.6
2021-11-07,80,84.0,,0.84,67.2
2021-11-08,95,84.0,,0.84,79.8
2021-11-09,99,84.0,,0.84,83.16
2021-11-10,96,84.0,,0.84,80.64
2021-11-11,96,84.0,,0.84,80.64
2021-11-12,98,84.0,,0.84,82.32
2021-11-13,92,84.0,,0.84,77.28
2021-11-14,80,84.0,,0.84,67.2
2021-11-15,97,84.0,,0.84,81.48
2021-11-16,99,84.0,,0.84,83.16
2021-11-17,96,84.0,,0.84,80.64
2021-11-18,94,84.0,,0.84,78.96
2021-11-19,98,84.0,,0.84,82.32
2021-11-20,93,84.0,,0.84,78.11999999999999
2021-11-21,79,84.0,,0.84,66.36
2021-11-22,95,84.0,,0.84,79.8
2021-11-23,95,84.0,,0.84,79.8
2021-11-24,93,84.0,,0.84,78.11999999999999
2021-11-25,93,84.0,,0.84,78.11999999999999
2021-11-26,87,84.0,,0.84,73.08
2021-11-27,79,84.0,,0.84,66.36
2021-11-28,82,84.0,,0.84,68.88
2021-11-29,100,84.0,,0.84,84.0
2021-11-30,87,84.0,,0.84,73.08
2021-12-01,83,83.0,False,0.83,68.89
2021-12-02,84,83.0,,0.83,69.72
2021-12-03,92,83.0,,0.83,76.36
2021-12-04,90,83.0,,0.83,74.7
2021-12-05,84,83.0,,0.83,69.72
2021-12-06,91,83.0,,0.83,75.53
2021-12-07,85,83.0,,0.83,70.55
2021-12-08,89,83.0,,0.83,73.86999999999999
2021-12-09,85,83.0,,0.83,70.55
2021-12-10,94,83.0,,0.83,78.02
2021-12-11,92,83.0,,0.83,76.36
2021-12-12,72,83.0,,0.83,59.76
2021-12-13,93,83.0,,0.83,77.19
2021-12-14,86,83.0,,0.83,71.38
2021-12-15,86,83.0,,0.83,71.38
2021-12-16,87,83.0,,0.83,72.21
2021-12-17,89,83.0,,0.83,73.86999999999999
2021-12-18,85,83.0,,0.83,70.55
2021-12-19,77,83.0,,0.83,63.91
2021-12-20,100,83.0,,0.83,83.0
2021-12-21,89,83.0,,0.83,73.86999999999999
2021-12-22,86,83.0,,0.83,71.38
2021-12-23,83,83.0,,0.83,68.89
2021-12-24,82,83.0,,0.83,68.06
2021-12-25,65,83.0,,0.83,53.949999999999996
2021-12-26,69,83.0,,0.83,57.269999999999996
2021-12-27,92,83.0,,0.83,76.36
2021-12-28,91,83.0,,0.83,75.53
2021-12-29,92,83.0,,0.83,76.36
2021-12-30,95,83.0,,0.83,78.85
2021-12-31,89,83.0,,0.83,73.86999999999999
