date,MAX_unscaled,MAX_monthly,isPartial,scale,MAX
2019-08-28,84,58.0,,0.58,48.72
2019-08-29,84,58.0,,0.58,48.72
2019-08-30,86,58.0,,0.58,49.879999999999995
2019-08-31,87,58.0,,0.58,50.459999999999994
2019-09-01,55,72.0,False,0.72,39.6
2019-09-02,56,72.0,,0.72,40.32
2019-09-03,56,72.0,,0.72,40.32
2019-09-04,57,72.0,,0.72,41.04
2019-09-05,53,72.0,,0.72,38.16
2019-09-06,54,72.0,,0.72,38.879999999999995
2019-09-07,57,72.0,,0.72,41.04
2019-09-08,52,72.0,,0.72,37.44
2019-09-09,59,72.0,,0.72,42.48
2019-09-10,76,72.0,,0.72,54.72
2019-09-11,91,72.0,,0.72,65.52
2019-09-12,89,72.0,,0.72,64.08
2019-09-13,97,72.0,,0.72,69.84
2019-09-14,95,72.0,,0.72,68.39999999999999
2019-09-15,82,72.0,,0.72,59.04
2019-09-16,75,72.0,,0.72,54.0
2019-09-17,77,72.0,,0.72,55.44
2019-09-18,74,72.0,,0.72,53.28
2019-09-19,71,72.0,,0.72,51.12
2019-09-20,87,72.0,,0.72,62.64
2019-09-21,100,72.0,,0.72,72.0
2019-09-22,91,72.0,,0.72,65.52
2019-09-23,85,72.0,,0.72,61.199999999999996
2019-09-24,83,72.0,,0.72,59.76
2019-09-25,82,72.0,,0.72,59.04
2019-09-26,76,72.0,,0.72,54.72
2019-09-27,77,72.0,,0.72,55.44
2019-09-28,79,72.0,,0.72,56.879999999999995
2019-09-29,77,72.0,,0.72,55.44
2019-09-30,76,72.0,,0.72,54.72
2019-10-01,84,66.0,False,0.66,55.440000000000005
2019-10-02,84,66.0,,0.66,55.440000000000005
2019-10-03,80,66.0,,0.66,52.800000000000004
2019-10-04,79,66.0,,0.66,52.14
2019-10-05,84,66.0,,0.66,55.440000000000005
2019-10-06,74,66.0,,0.66,48.84
2019-10-07,79,66.0,,0.66,52.14
2019-10-08,81,66.0,,0.66,53.46
2019-10-09,76,66.0,,0.66,50.160000000000004
2019-10-10,77,66.0,,0.66,50.82
2019-10-11,79,66.0,,0.66,52.14
2019-10-12,89,66.0,,0.66,58.74
2019-10-13,74,66.0,,0.66,48.84
2019-10-14,79,66.0,,0.66,52.14
2019-10-15,77,66.0,,0.66,50.82
2019-10-16,81,66.0,,0.66,53.46
2019-10-17,78,66.0,,0.66,51.480000000000004
2019-10-18,74,66.0,,0.66,48.84
2019-10-19,83,66.0,,0.66,54.78
2019-10-20,72,66.0,,0.66,47.52
2019-10-21,78,66.0,,0.66,51.480000000000004
2019-10-22,80,66.0,,0.66,52.800000000000004
2019-10-23,87,66.0,,0.66,57.42
2019-10-24,78,66.0,,0.66,51.480000000000004
2019-10-25,79,66.0,,0.66,52.14
2019-10-26,80,66.0,,0.66,52.800000000000004
2019-10-27,73,66.0,,0.66,48.18
2019-10-28,83,66.0,,0.66,54.78
2019-10-29,84,66.0,,0.66,55.440000000000005
2019-10-30,96,66.0,,0.66,63.36
2019-10-31,100,66.0,,0.66,66.0
2019-11-01,67,68.0,False,0.68,45.56
2019-11-02,68,68.0,,0.68,46.24
2019-11-03,66,68.0,,0.68,44.88
2019-11-04,71,68.0,,0.68,48.28
2019-11-05,68,68.0,,0.68,46.24
2019-11-06,67,68.0,,0.68,45.56
2019-11-07,68,68.0,,0.68,46.24
2019-11-08,72,68.0,,0.68,48.96
2019-11-09,69,68.0,,0.68,46.92
2019-11-10,63,68.0,,0.68,42.84
2019-11-11,68,68.0,,0.68,46.24
2019-11-12,67,68.0,,0.68,45.56
2019-11-13,71,68.0,,0.68,48.28
2019-11-14,71,68.0,,0.68,48.28
2019-11-15,67,68.0,,0.68,45.56
2019-11-16,70,68.0,,0.68,47.6
2019-11-17,71,68.0,,0.68,48.28
2019-11-18,73,68.0,,0.68,49.64
2019-11-19,71,68.0,,0.68,48.28
2019-11-20,72,68.0,,0.68,48.96
2019-11-21,69,68.0,,0.68,46.92
2019-11-22,70,68.0,,0.68,47.6
2019-11-23,77,68.0,,0.68,52.36000000000001
2019-11-24,72,68.0,,0.68,48.96
2019-11-25,73,68.0,,0.68,49.64
2019-11-26,77,68.0,,0.68,52.36000000000001
2019-11-27,75,68.0,,0.68,51.00000000000001
2019-11-28,82,68.0,,0.68,55.760000000000005
2019-11-29,100,68.0,,0.68,68.0
2019-11-30,94,68.0,,0.68,63.92
2019-12-01,86,68.0,False,0.68,58.480000000000004
2019-12-02,90,68.0,,0.68,61.2
2019-12-03,84,68.0,,0.68,57.120000000000005
2019-12-04,79,68.0,,0.68,53.720000000000006
2019-12-05,82,68.0,,0.68,55.760000000000005
2019-12-06,77,68.0,,0.68,52.36000000000001
2019-12-07,78,68.0,,0.68,53.040000000000006
2019-12-08,75,68.0,,0.68,51.00000000000001
2019-12-09,79,68.0,,0.68,53.720000000000006
2019-12-10,77,68.0,,0.68,52.36000000000001
2019-12-11,79,68.0,,0.68,53.720000000000006
2019-12-12,76,68.0,,0.68,51.68000000000001
2019-12-13,75,68.0,,0.68,51.00000000000001
2019-12-14,86,68.0,,0.68,58.480000000000004
2019-12-15,100,68.0,,0.68,68.0
2019-12-16,87,68.0,,0.68,59.160000000000004
2019-12-17,84,68.0,,0.68,57.120000000000005
2019-12-18,81,68.0,,0.68,55.080000000000005
2019-12-19,81,68.0,,0.68,55.080000000000005
2019-12-20,78,68.0,,0.68,53.040000000000006
2019-12-21,79,68.0,,0.68,53.720000000000006
2019-12-22,79,68.0,,0.68,53.720000000000006
2019-12-23,86,68.0,,0.68,58.480000000000004
2019-12-24,79,68.0,,0.68,53.720000000000006
2019-12-25,90,68.0,,0.68,61.2
2019-12-26,95,68.0,,0.68,64.60000000000001
2019-12-27,87,68.0,,0.68,59.160000000000004
2019-12-28,85,68.0,,0.68,57.800000000000004
2019-12-29,74,68.0,,0.68,50.32
2019-12-30,78,68.0,,0.68,53.040000000000006
2019-12-31,77,68.0,,0.68,52.36000000000001
2020-01-01,85,60.0,False,0.6,51.0
2020-01-02,100,60.0,,0.6,60.0
2020-01-03,94,60.0,,0.6,56.4
2020-01-04,89,60.0,,0.6,53.4
2020-01-05,86,60.0,,0.6,51.6
2020-01-06,87,60.0,,0.6,52.199999999999996
2020-01-07,90,60.0,,0.6,54.0
2020-01-08,91,60.0,,0.6,54.6
2020-01-09,92,60.0,,0.6,55.199999999999996
2020-01-10,96,60.0,,0.6,57.599999999999994
2020-01-11,86,60.0,,0.6,51.6
2020-01-12,86,60.0,,0.6,51.6
2020-01-13,88,60.0,,0.6,52.8
2020-01-14,85,60.0,,0.6,51.0
2020-01-15,92,60.0,,0.6,55.199999999999996
2020-01-16,94,60.0,,0.6,56.4
2020-01-17,83,60.0,,0.6,49.8
2020-01-18,87,60.0,,0.6,52.199999999999996
2020-01-19,77,60.0,,0.6,46.199999999999996
2020-01-20,84,60.0,,0.6,50.4
2020-01-21,88,60.0,,0.6,52.8
2020-01-22,85,60.0,,0.6,51.0
2020-01-23,84,60.0,,0.6,50.4
2020-01-24,88,60.0,,0.6,52.8
2020-01-25,87,60.0,,0.6,52.199999999999996
2020-01-26,75,60.0,,0.6,45.0
2020-01-27,82,60.0,,0.6,49.199999999999996
2020-01-28,79,60.0,,0.6,47.4
2020-01-29,86,60.0,,0.6,51.6
2020-01-30,85,60.0,,0.6,51.0
2020-01-31,90,60.0,,0.6,54.0
2020-02-01,79,60.0,False,0.6,47.4
2020-02-02,81,60.0,,0.6,48.6
2020-02-03,76,60.0,,0.6,45.6
2020-02-04,78,60.0,,0.6,46.8
2020-02-05,81,60.0,,0.6,48.6
2020-02-06,79,60.0,,0.6,47.4
2020-02-07,80,60.0,,0.6,48.0
2020-02-08,82,60.0,,0.6,49.199999999999996
2020-02-09,82,60.0,,0.6,49.199999999999996
2020-02-10,83,60.0,,0.6,49.8
2020-02-11,85,60.0,,0.6,51.0
2020-02-12,84,60.0,,0.6,50.4
2020-02-13,82,60.0,,0.6,49.199999999999996
2020-02-14,76,60.0,,0.6,45.6
2020-02-15,85,60.0,,0.6,51.0
2020-02-16,87,60.0,,0.6,52.199999999999996
2020-02-17,88,60.0,,0.6,52.8
2020-02-18,89,60.0,,0.6,53.4
2020-02-19,88,60.0,,0.6,52.8
2020-02-20,87,60.0,,0.6,52.199999999999996
2020-02-21,87,60.0,,0.6,52.199999999999996
2020-02-22,96,60.0,,0.6,57.599999999999994
2020-02-23,91,60.0,,0.6,54.6
2020-02-24,88,60.0,,0.6,52.8
2020-02-25,89,60.0,,0.6,53.4
2020-02-26,88,60.0,,0.6,52.8
2020-02-27,91,60.0,,0.6,54.6
2020-02-28,92,60.0,,0.6,55.199999999999996
2020-02-29,100,60.0,,0.6,60.0
2020-03-01,70,59.0,False,0.59,41.3
2020-03-02,65,59.0,,0.59,38.35
2020-03-03,64,59.0,,0.59,37.76
2020-03-04,62,59.0,,0.59,36.58
2020-03-05,63,59.0,,0.59,37.169999999999995
2020-03-06,60,59.0,,0.59,35.4
2020-03-07,66,59.0,,0.59,38.94
2020-03-08,65,59.0,,0.59,38.35
2020-03-09,100,59.0,,0.59,59.0
2020-03-10,72,59.0,,0.59,42.48
2020-03-11,63,59.0,,0.59,37.169999999999995
2020-03-12,55,59.0,,0.59,32.449999999999996
2020-03-13,51,59.0,,0.59,30.09
2020-03-14,56,59.0,,0.59,33.04
2020-03-15,53,59.0,,0.59,31.27
2020-03-16,52,59.0,,0.59,30.68
2020-03-17,57,59.0,,0.59,33.629999999999995
2020-03-18,58,59.0,,0.59,34.22
2020-03-19,55,59.0,,0.59,32.449999999999996
2020-03-20,54,59.0,,0.59,31.86
2020-03-21,55,59.0,,0.59,32.449999999999996
2020-03-22,57,59.0,,0.59,33.629999999999995
2020-03-23,54,59.0,,0.59,31.86
2020-03-24,55,59.0,,0.59,32.449999999999996
2020-03-25,59,59.0,,0.59,34.809999999999995
2020-03-26,68,59.0,,0.59,40.12
2020-03-27,63,59.0,,0.59,37.169999999999995
2020-03-28,59,59.0,,0.59,34.809999999999995
2020-03-29,58,59.0,,0.59,34.22
2020-03-30,56,59.0,,0.59,33.04
2020-03-31,57,59.0,,0.59,33.629999999999995
2020-04-01,85,59.0,False,0.59,50.15
2020-04-02,84,59.0,,0.59,49.559999999999995
2020-04-03,87,59.0,,0.59,51.33
2020-04-04,91,59.0,,0.59,53.69
2020-04-05,93,59.0,,0.59,54.87
2020-04-06,84,59.0,,0.59,49.559999999999995
2020-04-07,87,59.0,,0.59,51.33
2020-04-08,86,59.0,,0.59,50.739999999999995
2020-04-09,86,59.0,,0.59,50.739999999999995
2020-04-10,85,59.0,,0.59,50.15
2020-04-11,88,59.0,,0.59,51.919999999999995
2020-04-12,79,59.0,,0.59,46.61
2020-04-13,83,59.0,,0.59,48.97
2020-04-14,86,59.0,,0.59,50.739999999999995
2020-04-15,98,59.0,,0.59,57.82
2020-04-16,95,59.0,,0.59,56.05
2020-04-17,97,59.0,,0.59,57.23
2020-04-18,100,59.0,,0.59,59.0
2020-04-19,94,59.0,,0.59,55.459999999999994
2020-04-20,89,59.0,,0.59,52.51
2020-04-21,96,59.0,,0.59,56.64
2020-04-22,100,59.0,,0.59,59.0
2020-04-23,97,59.0,,0.59,57.23
2020-04-24,93,59.0,,0.59,54.87
2020-04-25,94,59.0,,0.59,55.459999999999994
2020-04-26,93,59.0,,0.59,54.87
2020-04-27,92,59.0,,0.59,54.279999999999994
2020-04-28,94,59.0,,0.59,55.459999999999994
2020-04-29,90,59.0,,0.59,53.099999999999994
2020-04-30,95,59.0,,0.59,56.05
2020-05-01,45,71.0,False,0.71,31.95
2020-05-02,46,71.0,,0.71,32.66
2020-05-03,47,71.0,,0.71,33.37
2020-05-04,43,71.0,,0.71,30.529999999999998
2020-05-05,45,71.0,,0.71,31.95
2020-05-06,43,71.0,,0.71,30.529999999999998
2020-05-07,45,71.0,,0.71,31.95
2020-05-08,43,71.0,,0.71,30.529999999999998
2020-05-09,50,71.0,,0.71,35.5
2020-05-10,46,71.0,,0.71,32.66
2020-05-11,44,71.0,,0.71,31.24
2020-05-12,45,71.0,,0.71,31.95
2020-05-13,45,71.0,,0.71,31.95
2020-05-14,46,71.0,,0.71,32.66
2020-05-15,47,71.0,,0.71,33.37
2020-05-16,47,71.0,,0.71,33.37
2020-05-17,47,71.0,,0.71,33.37
2020-05-18,46,71.0,,0.71,32.66
2020-05-19,47,71.0,,0.71,33.37
2020-05-20,48,71.0,,0.71,34.08
2020-05-21,50,71.0,,0.71,35.5
2020-05-22,49,71.0,,0.71,34.79
2020-05-23,50,71.0,,0.71,35.5
2020-05-24,50,71.0,,0.71,35.5
2020-05-25,52,71.0,,0.71,36.92
2020-05-26,52,71.0,,0.71,36.92
2020-05-27,100,71.0,,0.71,71.0
2020-05-28,81,71.0,,0.71,57.51
2020-05-29,71,71.0,,0.71,50.41
2020-05-30,64,71.0,,0.71,45.44
2020-05-31,56,71.0,,0.71,39.76
2020-06-01,85,76.0,False,0.76,64.6
2020-06-02,82,76.0,,0.76,62.32
2020-06-03,87,76.0,,0.76,66.12
2020-06-04,85,76.0,,0.76,64.6
2020-06-05,86,76.0,,0.76,65.36
2020-06-06,87,76.0,,0.76,66.12
2020-06-07,88,76.0,,0.76,66.88
2020-06-08,81,76.0,,0.76,61.56
2020-06-09,89,76.0,,0.76,67.64
2020-06-10,88,76.0,,0.76,66.88
2020-06-11,90,76.0,,0.76,68.4
2020-06-12,84,76.0,,0.76,63.84
2020-06-13,90,76.0,,0.76,68.4
2020-06-14,87,76.0,,0.76,66.12
2020-06-15,84,76.0,,0.76,63.84
2020-06-16,84,76.0,,0.76,63.84
2020-06-17,87,76.0,,0.76,66.12
2020-06-18,89,76.0,,0.76,67.64
2020-06-19,85,76.0,,0.76,64.6
2020-06-20,94,76.0,,0.76,71.44
2020-06-21,100,76.0,,0.76,76.0
2020-06-22,98,76.0,,0.76,74.48
2020-06-23,87,76.0,,0.76,66.12
2020-06-24,85,76.0,,0.76,64.6
2020-06-25,86,76.0,,0.76,65.36
2020-06-26,87,76.0,,0.76,66.12
2020-06-27,93,76.0,,0.76,70.68
2020-06-28,92,76.0,,0.76,69.92
2020-06-29,88,76.0,,0.76,66.88
2020-06-30,87,76.0,,0.76,66.12
2020-07-01,68,76.0,False,0.76,51.68
2020-07-02,67,76.0,,0.76,50.92
2020-07-03,69,76.0,,0.76,52.44
2020-07-04,70,76.0,,0.76,53.2
2020-07-05,69,76.0,,0.76,52.44
2020-07-06,68,76.0,,0.76,51.68
2020-07-07,71,76.0,,0.76,53.96
2020-07-08,70,76.0,,0.76,53.2
2020-07-09,68,76.0,,0.76,51.68
2020-07-10,69,76.0,,0.76,52.44
2020-07-11,74,76.0,,0.76,56.24
2020-07-12,89,76.0,,0.76,67.64
2020-07-13,66,76.0,,0.76,50.160000000000004
2020-07-14,64,76.0,,0.76,48.64
2020-07-15,65,76.0,,0.76,49.4
2020-07-16,64,76.0,,0.76,48.64
2020-07-17,67,76.0,,0.76,50.92
2020-07-18,70,76.0,,0.76,53.2
2020-07-19,71,76.0,,0.76,53.96
2020-07-20,66,76.0,,0.76,50.160000000000004
2020-07-21,63,76.0,,0.76,47.88
2020-07-22,65,76.0,,0.76,49.4
2020-07-23,100,76.0,,0.76,76.0
2020-07-24,80,76.0,,0.76,60.8
2020-07-25,74,76.0,,0.76,56.24
2020-07-26,73,76.0,,0.76,55.480000000000004
2020-07-27,69,76.0,,0.76,52.44
2020-07-28,68,76.0,,0.76,51.68
2020-07-29,69,76.0,,0.76,52.44
2020-07-30,66,76.0,,0.76,50.160000000000004
2020-07-31,70,76.0,,0.76,53.2
2020-08-01,93,72.0,False,0.72,66.96
2020-08-02,94,72.0,,0.72,67.67999999999999
2020-08-03,88,72.0,,0.72,63.36
2020-08-04,85,72.0,,0.72,61.199999999999996
2020-08-05,87,72.0,,0.72,62.64
2020-08-06,89,72.0,,0.72,64.08
2020-08-07,92,72.0,,0.72,66.24
2020-08-08,100,72.0,,0.72,72.0
2020-08-09,99,72.0,,0.72,71.28
2020-08-10,87,72.0,,0.72,62.64
2020-08-11,82,72.0,,0.72,59.04
2020-08-12,82,72.0,,0.72,59.04
2020-08-13,83,72.0,,0.72,59.76
2020-08-14,81,72.0,,0.72,58.32
2020-08-15,88,72.0,,0.72,63.36
2020-08-16,92,72.0,,0.72,66.24
2020-08-17,80,72.0,,0.72,57.599999999999994
2020-08-18,78,72.0,,0.72,56.16
2020-08-19,76,72.0,,0.72,54.72
2020-08-20,78,72.0,,0.72,56.16
2020-08-21,77,72.0,,0.72,55.44
2020-08-22,84,72.0,,0.72,60.48
2020-08-23,86,72.0,,0.72,61.919999999999995
2020-08-24,78,72.0,,0.72,56.16
2020-08-25,77,72.0,,0.72,55.44
2020-08-26,79,72.0,,0.72,56.879999999999995
2020-08-27,79,72.0,,0.72,56.879999999999995
2020-08-28,77,72.0,,0.72,55.44
2020-08-29,85,72.0,,0.72,61.199999999999996
2020-08-30,87,72.0,,0.72,62.64
2020-08-31,80,72.0,,0.72,57.599999999999994
2020-09-01,83,67.0,False,0.67,55.61000000000001
2020-09-02,84,67.0,,0.67,56.28
2020-09-03,84,67.0,,0.67,56.28
2020-09-04,86,67.0,,0.67,57.620000000000005
2020-09-05,98,67.0,,0.67,65.66000000000001
2020-09-06,92,67.0,,0.67,61.64
2020-09-07,100,67.0,,0.67,67.0
2020-09-08,84,67.0,,0.67,56.28
2020-09-09,84,67.0,,0.67,56.28
2020-09-10,81,67.0,,0.67,54.27
2020-09-11,81,67.0,,0.67,54.27
2020-09-12,92,67.0,,0.67,61.64
2020-09-13,91,67.0,,0.67,60.970000000000006
2020-09-14,85,67.0,,0.67,56.95
2020-09-15,84,67.0,,0.67,56.28
2020-09-16,85,67.0,,0.67,56.95
2020-09-17,79,67.0,,0.67,52.93
2020-09-18,84,67.0,,0.67,56.28
2020-09-19,92,67.0,,0.67,61.64
2020-09-20,90,67.0,,0.67,60.300000000000004
2020-09-21,81,67.0,,0.67,54.27
2020-09-22,82,67.0,,0.67,54.940000000000005
2020-09-23,84,67.0,,0.67,56.28
2020-09-24,86,67.0,,0.67,57.620000000000005
2020-09-25,96,67.0,,0.67,64.32000000000001
2020-09-26,97,67.0,,0.67,64.99000000000001
2020-09-27,85,67.0,,0.67,56.95
2020-09-28,82,67.0,,0.67,54.940000000000005
2020-09-29,84,67.0,,0.67,56.28
2020-09-30,83,67.0,,0.67,55.61000000000001
2020-10-01,62,82.0,False,0.82,50.839999999999996
2020-10-02,61,82.0,,0.82,50.019999999999996
2020-10-03,68,82.0,,0.82,55.76
2020-10-04,67,82.0,,0.82,54.94
2020-10-05,61,82.0,,0.82,50.019999999999996
2020-10-06,68,82.0,,0.82,55.76
2020-10-07,68,82.0,,0.82,55.76
2020-10-08,62,82.0,,0.82,50.839999999999996
2020-10-09,64,82.0,,0.82,52.48
2020-10-10,63,82.0,,0.82,51.66
2020-10-11,65,82.0,,0.82,53.3
2020-10-12,64,82.0,,0.82,52.48
2020-10-13,89,82.0,,0.82,72.97999999999999
2020-10-14,100,82.0,,0.82,82.0
2020-10-15,85,82.0,,0.82,69.7
2020-10-16,92,82.0,,0.82,75.44
2020-10-17,95,82.0,,0.82,77.89999999999999
2020-10-18,86,82.0,,0.82,70.52
2020-10-19,87,82.0,,0.82,71.33999999999999
2020-10-20,83,82.0,,0.82,68.06
2020-10-21,80,82.0,,0.82,65.6
2020-10-22,80,82.0,,0.82,65.6
2020-10-23,84,82.0,,0.82,68.88
2020-10-24,91,82.0,,0.82,74.61999999999999
2020-10-25,92,82.0,,0.82,75.44
2020-10-26,81,82.0,,0.82,66.42
2020-10-27,79,82.0,,0.82,64.78
2020-10-28,72,82.0,,0.82,59.04
2020-10-29,72,82.0,,0.82,59.04
2020-10-30,79,82.0,,0.82,64.78
2020-10-31,80,82.0,,0.82,65.6
2020-11-01,74,86.0,False,0.86,63.64
2020-11-02,66,86.0,,0.86,56.76
2020-11-03,63,86.0,,0.86,54.18
2020-11-04,42,86.0,,0.86,36.12
2020-11-05,51,86.0,,0.86,43.86
2020-11-06,76,86.0,,0.86,65.36
2020-11-07,72,86.0,,0.86,61.92
2020-11-08,72,86.0,,0.86,61.92
2020-11-09,73,86.0,,0.86,62.78
2020-11-10,75,86.0,,0.86,64.5
2020-11-11,72,86.0,,0.86,61.92
2020-11-12,71,86.0,,0.86,61.06
2020-11-13,83,86.0,,0.86,71.38
2020-11-14,100,86.0,,0.86,86.0
2020-11-15,88,86.0,,0.86,75.67999999999999
2020-11-16,81,86.0,,0.86,69.66
2020-11-17,73,86.0,,0.86,62.78
2020-11-18,76,86.0,,0.86,65.36
2020-11-19,81,86.0,,0.86,69.66
2020-11-20,76,86.0,,0.86,65.36
2020-11-21,83,86.0,,0.86,71.38
2020-11-22,83,86.0,,0.86,71.38
2020-11-23,75,86.0,,0.86,64.5
2020-11-24,74,86.0,,0.86,63.64
2020-11-25,75,86.0,,0.86,64.5
2020-11-26,78,86.0,,0.86,67.08
2020-11-27,95,86.0,,0.86,81.7
2020-11-28,97,86.0,,0.86,83.42
2020-11-29,83,86.0,,0.86,71.38
2020-11-30,79,86.0,,0.86,67.94
2020-12-01,48,100.0,False,1.0,48.0
2020-12-02,46,100.0,,1.0,46.0
2020-12-03,51,100.0,,1.0,51.0
2020-12-04,60,100.0,,1.0,60.0
2020-12-05,58,100.0,,1.0,58.0
2020-12-06,54,100.0,,1.0,54.0
2020-12-07,49,100.0,,1.0,49.0
2020-12-08,64,100.0,,1.0,64.0
2020-12-09,62,100.0,,1.0,62.0
2020-12-10,54,100.0,,1.0,54.0
2020-12-11,53,100.0,,1.0,53.0
2020-12-12,55,100.0,,1.0,55.0
2020-12-13,57,100.0,,1.0,57.0
2020-12-14,48,100.0,,1.0,48.0
2020-12-15,48,100.0,,1.0,48.0
2020-12-16,49,100.0,,1.0,49.0
2020-12-17,57,100.0,,1.0,57.0
2020-12-18,53,100.0,,1.0,53.0
2020-12-19,60,100.0,,1.0,60.0
2020-12-20,58,100.0,,1.0,58.0
2020-12-21,49,100.0,,1.0,49.0
2020-12-22,51,100.0,,1.0,51.0
2020-12-23,54,100.0,,1.0,54.0
2020-12-24,56,100.0,,1.0,56.0
2020-12-25,97,100.0,,1.0,97.0
2020-12-26,100,100.0,,1.0,100.0
2020-12-27,76,100.0,,1.0,76.0
2020-12-28,59,100.0,,1.0,59.0
2020-12-29,57,100.0,,1.0,57.0
2020-12-30,53,100.0,,1.0,53.0
2020-12-31,54,100.0,,1.0,54.0
2021-01-01,99,88.0,False,0.88,87.12
2021-01-02,100,88.0,,0.88,88.0
2021-01-03,96,88.0,,0.88,84.48
2021-01-04,81,88.0,,0.88,71.28
2021-01-05,81,88.0,,0.88,71.28
2021-01-06,74,88.0,,0.88,65.12
2021-01-07,70,88.0,,0.88,61.6
2021-01-08,75,88.0,,0.88,66.0
2021-01-09,85,88.0,,0.88,74.8
2021-01-10,85,88.0,,0.88,74.8
2021-01-11,75,88.0,,0.88,66.0
2021-01-12,76,88.0,,0.88,66.88
2021-01-13,72,88.0,,0.88,63.36
2021-01-14,72,88.0,,0.88,63.36
2021-01-15,76,88.0,,0.88,66.88
2021-01-16,95,88.0,,0.88,83.6
2021-01-17,93,88.0,,0.88,81.84
2021-01-18,85,88.0,,0.88,74.8
2021-01-19,76,88.0,,0.88,66.88
2021-01-20,70,88.0,,0.88,61.6
2021-01-21,69,88.0,,0.88,60.72
2021-01-22,75,88.0,,0.88,66.0
2021-01-23,84,88.0,,0.88,73.92
2021-01-24,91,88.0,,0.88,80.08
2021-01-25,76,88.0,,0.88,66.88
2021-01-26,73,88.0,,0.88,64.24
2021-01-27,74,88.0,,0.88,65.12
2021-01-28,72,88.0,,0.88,63.36
2021-01-29,76,88.0,,0.88,66.88
2021-01-30,98,88.0,,0.88,86.24
2021-01-31,100,88.0,,0.88,88.0
2021-02-01,75,83.0,False,0.83,62.25
2021-02-02,70,83.0,,0.83,58.099999999999994
2021-02-03,70,83.0,,0.83,58.099999999999994
2021-02-04,69,83.0,,0.83,57.269999999999996
2021-02-05,71,83.0,,0.83,58.93
2021-02-06,80,83.0,,0.83,66.39999999999999
2021-02-07,76,83.0,,0.83,63.08
2021-02-08,65,83.0,,0.83,53.949999999999996
2021-02-09,67,83.0,,0.83,55.61
2021-02-10,68,83.0,,0.83,56.44
2021-02-11,66,83.0,,0.83,54.779999999999994
2021-02-12,74,83.0,,0.83,61.419999999999995
2021-02-13,78,83.0,,0.83,64.74
2021-02-14,86,83.0,,0.83,71.38
2021-02-15,82,83.0,,0.83,68.06
2021-02-16,67,83.0,,0.83,55.61
2021-02-17,66,83.0,,0.83,54.779999999999994
2021-02-18,69,83.0,,0.83,57.269999999999996
2021-02-19,73,83.0,,0.83,60.589999999999996
2021-02-20,81,83.0,,0.83,67.22999999999999
2021-02-21,89,83.0,,0.83,73.86999999999999
2021-02-22,73,83.0,,0.83,60.589999999999996
2021-02-23,68,83.0,,0.83,56.44
2021-02-24,68,83.0,,0.83,56.44
2021-02-25,69,83.0,,0.83,57.269999999999996
2021-02-26,75,83.0,,0.83,62.25
2021-02-27,100,83.0,,0.83,83.0
2021-02-28,92,83.0,,0.83,76.36
2021-03-01,67,86.0,False,0.86,57.62
2021-03-02,64,86.0,,0.86,55.04
2021-03-03,61,86.0,,0.86,52.46
2021-03-04,62,86.0,,0.86,53.32
2021-03-05,63,86.0,,0.86,54.18
2021-03-06,76,86.0,,0.86,65.36
2021-03-07,74,86.0,,0.86,63.64
2021-03-08,61,86.0,,0.86,52.46
2021-03-09,63,86.0,,0.86,54.18
2021-03-10,60,86.0,,0.86,51.6
2021-03-11,62,86.0,,0.86,53.32
2021-03-12,62,86.0,,0.86,53.32
2021-03-13,70,86.0,,0.86,60.199999999999996
2021-03-14,76,86.0,,0.86,65.36
2021-03-15,63,86.0,,0.86,54.18
2021-03-16,68,86.0,,0.86,58.48
2021-03-17,69,86.0,,0.86,59.339999999999996
2021-03-18,82,86.0,,0.86,70.52
2021-03-19,84,86.0,,0.86,72.24
2021-03-20,82,86.0,,0.86,70.52
2021-03-21,83,86.0,,0.86,71.38
2021-03-22,74,86.0,,0.86,63.64
2021-03-23,70,86.0,,0.86,60.199999999999996
2021-03-24,69,86.0,,0.86,59.339999999999996
2021-03-25,74,86.0,,0.86,63.64
2021-03-26,82,86.0,,0.86,70.52
2021-03-27,90,86.0,,0.86,77.4
2021-03-28,93,86.0,,0.86,79.98
2021-03-29,80,86.0,,0.86,68.8
2021-03-30,78,86.0,,0.86,67.08
2021-03-31,100,86.0,,0.86,86.0
2021-04-01,99,91.0,False,0.91,90.09
2021-04-02,92,91.0,,0.91,83.72
2021-04-03,95,91.0,,0.91,86.45
2021-04-04,94,91.0,,0.91,85.54
2021-04-05,77,91.0,,0.91,70.07000000000001
2021-04-06,73,91.0,,0.91,66.43
2021-04-07,70,91.0,,0.91,63.7
2021-04-08,69,91.0,,0.91,62.79
2021-04-09,68,91.0,,0.91,61.88
2021-04-10,81,91.0,,0.91,73.71000000000001
2021-04-11,83,91.0,,0.91,75.53
2021-04-12,70,91.0,,0.91,63.7
2021-04-13,66,91.0,,0.91,60.06
2021-04-14,67,91.0,,0.91,60.97
2021-04-15,65,91.0,,0.91,59.15
2021-04-16,68,91.0,,0.91,61.88
2021-04-17,77,91.0,,0.91,70.07000000000001
2021-04-18,79,91.0,,0.91,71.89
2021-04-19,65,91.0,,0.91,59.15
2021-04-20,61,91.0,,0.91,55.510000000000005
2021-04-21,67,91.0,,0.91,60.97
2021-04-22,70,91.0,,0.91,63.7
2021-04-23,89,91.0,,0.91,80.99000000000001
2021-04-24,100,91.0,,0.91,91.0
2021-04-25,95,91.0,,0.91,86.45
