date,EST_unscaled,EST_monthly,isPartial,scale,EST
2016-09-23,69,42.0,,0.42,28.98
2016-09-24,49,42.0,,0.42,20.58
2016-09-25,55,42.0,,0.42,23.099999999999998
2016-09-26,94,42.0,,0.42,39.48
2016-09-27,78,42.0,,0.42,32.76
2016-09-28,78,42.0,,0.42,32.76
2016-09-29,65,42.0,,0.42,27.3
2016-09-30,67,42.0,,0.42,28.14
2016-10-01,64,42.0,False,0.42,26.88
2016-10-02,51,42.0,,0.42,21.419999999999998
2016-10-03,75,42.0,,0.42,31.5
2016-10-04,95,42.0,,0.42,39.9
2016-10-05,75,42.0,,0.42,31.5
2016-10-06,78,42.0,,0.42,32.76
2016-10-07,67,42.0,,0.42,28.14
2016-10-08,56,42.0,,0.42,23.52
2016-10-09,59,42.0,,0.42,24.779999999999998
2016-10-10,63,42.0,,0.42,26.459999999999997
2016-10-11,77,42.0,,0.42,32.339999999999996
2016-10-12,80,42.0,,0.42,33.6
2016-10-13,81,42.0,,0.42,34.019999999999996
2016-10-14,78,42.0,,0.42,32.76
2016-10-15,57,42.0,,0.42,23.939999999999998
2016-10-16,61,42.0,,0.42,25.619999999999997
2016-10-17,68,42.0,,0.42,28.56
2016-10-18,89,42.0,,0.42,37.379999999999995
2016-10-19,100,42.0,,0.42,42.0
2016-10-20,95,42.0,,0.42,39.9
2016-10-21,76,42.0,,0.42,31.919999999999998
2016-10-22,53,42.0,,0.42,22.259999999999998
2016-10-23,56,42.0,,0.42,23.52
2016-10-24,81,42.0,,0.42,34.019999999999996
2016-10-25,78,42.0,,0.42,32.76
2016-10-26,77,42.0,,0.42,32.339999999999996
2016-10-27,79,42.0,,0.42,33.18
2016-10-28,68,42.0,,0.42,28.56
2016-10-29,56,42.0,,0.42,23.52
2016-10-30,59,42.0,,0.42,24.779999999999998
2016-10-31,70,42.0,,0.42,29.4
2016-11-01,72,50.0,False,0.5,36.0
2016-11-02,74,50.0,,0.5,37.0
2016-11-03,73,50.0,,0.5,36.5
2016-11-04,66,50.0,,0.5,33.0
2016-11-05,54,50.0,,0.5,27.0
2016-11-06,95,50.0,,0.5,47.5
2016-11-07,83,50.0,,0.5,41.5
2016-11-08,100,50.0,,0.5,50.0
2016-11-09,79,50.0,,0.5,39.5
2016-11-10,74,50.0,,0.5,37.0
2016-11-11,81,50.0,,0.5,40.5
2016-11-12,62,50.0,,0.5,31.0
2016-11-13,63,50.0,,0.5,31.5
2016-11-14,75,50.0,,0.5,37.5
2016-11-15,81,50.0,,0.5,40.5
2016-11-16,83,50.0,,0.5,41.5
2016-11-17,83,50.0,,0.5,41.5
2016-11-18,73,50.0,,0.5,36.5
2016-11-19,53,50.0,,0.5,26.5
2016-11-20,58,50.0,,0.5,29.0
2016-11-21,81,50.0,,0.5,40.5
2016-11-22,78,50.0,,0.5,39.0
2016-11-23,75,50.0,,0.5,37.5
2016-11-24,76,50.0,,0.5,38.0
2016-11-25,76,50.0,,0.5,38.0
2016-11-26,54,50.0,,0.5,27.0
2016-11-27,58,50.0,,0.5,29.0
2016-11-28,78,50.0,,0.5,39.0
2016-11-29,83,50.0,,0.5,41.5
2016-11-30,77,50.0,,0.5,38.5
2016-12-01,98,43.0,False,0.43,42.14
2016-12-02,84,43.0,,0.43,36.12
2016-12-03,61,43.0,,0.43,26.23
2016-12-04,66,43.0,,0.43,28.38
2016-12-05,86,43.0,,0.43,36.98
2016-12-06,87,43.0,,0.43,37.41
2016-12-07,89,43.0,,0.43,38.269999999999996
2016-12-08,93,43.0,,0.43,39.99
2016-12-09,86,43.0,,0.43,36.98
2016-12-10,74,43.0,,0.43,31.82
2016-12-11,71,43.0,,0.43,30.53
2016-12-12,84,43.0,,0.43,36.12
2016-12-13,100,43.0,,0.43,43.0
2016-12-14,89,43.0,,0.43,38.269999999999996
2016-12-15,91,43.0,,0.43,39.13
2016-12-16,80,43.0,,0.43,34.4
2016-12-17,68,43.0,,0.43,29.24
2016-12-18,60,43.0,,0.43,25.8
2016-12-19,85,43.0,,0.43,36.55
2016-12-20,81,43.0,,0.43,34.83
2016-12-21,82,43.0,,0.43,35.26
2016-12-22,75,43.0,,0.43,32.25
2016-12-23,74,43.0,,0.43,31.82
2016-12-24,60,43.0,,0.43,25.8
2016-12-25,60,43.0,,0.43,25.8
2016-12-26,68,43.0,,0.43,29.24
2016-12-27,62,43.0,,0.43,26.66
2016-12-28,66,43.0,,0.43,28.38
2016-12-29,66,43.0,,0.43,28.38
2016-12-30,70,43.0,,0.43,30.099999999999998
2016-12-31,62,43.0,,0.43,26.66
2017-01-01,66,46.0,False,0.46,30.360000000000003
2017-01-02,63,46.0,,0.46,28.98
2017-01-03,85,46.0,,0.46,39.1
2017-01-04,92,46.0,,0.46,42.32
2017-01-05,90,46.0,,0.46,41.4
2017-01-06,84,46.0,,0.46,38.64
2017-01-07,63,46.0,,0.46,28.98
2017-01-08,64,46.0,,0.46,29.44
2017-01-09,85,46.0,,0.46,39.1
2017-01-10,97,46.0,,0.46,44.620000000000005
2017-01-11,94,46.0,,0.46,43.24
2017-01-12,97,46.0,,0.46,44.620000000000005
2017-01-13,87,46.0,,0.46,40.02
2017-01-14,68,46.0,,0.46,31.28
2017-01-15,60,46.0,,0.46,27.6
2017-01-16,78,46.0,,0.46,35.88
2017-01-17,92,46.0,,0.46,42.32
2017-01-18,94,46.0,,0.46,43.24
2017-01-19,92,46.0,,0.46,42.32
2017-01-20,95,46.0,,0.46,43.7
2017-01-21,62,46.0,,0.46,28.52
2017-01-22,60,46.0,,0.46,27.6
2017-01-23,86,46.0,,0.46,39.56
2017-01-24,100,46.0,,0.46,46.0
2017-01-25,84,46.0,,0.46,38.64
2017-01-26,94,46.0,,0.46,43.24
2017-01-27,90,46.0,,0.46,41.4
2017-01-28,67,46.0,,0.46,30.82
2017-01-29,75,46.0,,0.46,34.5
2017-01-30,90,46.0,,0.46,41.4
2017-01-31,96,46.0,,0.46,44.160000000000004
2017-02-01,87,49.0,False,0.49,42.63
2017-02-02,88,49.0,,0.49,43.12
2017-02-03,88,49.0,,0.49,43.12
2017-02-04,68,49.0,,0.49,33.32
2017-02-05,87,49.0,,0.49,42.63
2017-02-06,78,49.0,,0.49,38.22
2017-02-07,84,49.0,,0.49,41.16
2017-02-08,91,49.0,,0.49,44.589999999999996
2017-02-09,87,49.0,,0.49,42.63
2017-02-10,90,49.0,,0.49,44.1
2017-02-11,81,49.0,,0.49,39.69
2017-02-12,73,49.0,,0.49,35.769999999999996
2017-02-13,87,49.0,,0.49,42.63
2017-02-14,85,49.0,,0.49,41.65
2017-02-15,92,49.0,,0.49,45.08
2017-02-16,83,49.0,,0.49,40.67
2017-02-17,85,49.0,,0.49,41.65
2017-02-18,70,49.0,,0.49,34.3
2017-02-19,63,49.0,,0.49,30.87
2017-02-20,71,49.0,,0.49,34.79
2017-02-21,89,49.0,,0.49,43.61
2017-02-22,94,49.0,,0.49,46.06
2017-02-23,94,49.0,,0.49,46.06
2017-02-24,80,49.0,,0.49,39.2
2017-02-25,69,49.0,,0.49,33.81
2017-02-26,81,49.0,,0.49,39.69
2017-02-27,96,49.0,,0.49,47.04
2017-02-28,100,49.0,,0.49,49.0
2017-03-01,93,51.0,False,0.51,47.43
2017-03-02,94,51.0,,0.51,47.94
2017-03-03,85,51.0,,0.51,43.35
2017-03-04,73,51.0,,0.51,37.230000000000004
2017-03-05,66,51.0,,0.51,33.660000000000004
2017-03-06,92,51.0,,0.51,46.92
2017-03-07,93,51.0,,0.51,47.43
2017-03-08,95,51.0,,0.51,48.45
2017-03-09,87,51.0,,0.51,44.37
2017-03-10,84,51.0,,0.51,42.84
2017-03-11,69,51.0,,0.51,35.19
2017-03-12,99,51.0,,0.51,50.49
2017-03-13,92,51.0,,0.51,46.92
2017-03-14,98,51.0,,0.51,49.980000000000004
2017-03-15,94,51.0,,0.51,47.94
2017-03-16,94,51.0,,0.51,47.94
2017-03-17,93,51.0,,0.51,47.43
2017-03-18,75,51.0,,0.51,38.25
2017-03-19,71,51.0,,0.51,36.21
2017-03-20,92,51.0,,0.51,46.92
2017-03-21,100,51.0,,0.51,51.0
2017-03-22,96,51.0,,0.51,48.96
2017-03-23,98,51.0,,0.51,49.980000000000004
2017-03-24,99,51.0,,0.51,50.49
2017-03-25,71,51.0,,0.51,36.21
2017-03-26,73,51.0,,0.51,37.230000000000004
2017-03-27,87,51.0,,0.51,44.37
2017-03-28,95,51.0,,0.51,48.45
2017-03-29,95,51.0,,0.51,48.45
2017-03-30,94,51.0,,0.51,47.94
2017-03-31,86,51.0,,0.51,43.86
2017-04-01,64,46.0,False,0.46,29.44
2017-04-02,70,46.0,,0.46,32.2
2017-04-03,96,46.0,,0.46,44.160000000000004
2017-04-04,88,46.0,,0.46,40.480000000000004
2017-04-05,88,46.0,,0.46,40.480000000000004
2017-04-06,96,46.0,,0.46,44.160000000000004
2017-04-07,92,46.0,,0.46,42.32
2017-04-08,67,46.0,,0.46,30.82
2017-04-09,66,46.0,,0.46,30.360000000000003
2017-04-10,88,46.0,,0.46,40.480000000000004
2017-04-11,91,46.0,,0.46,41.86
2017-04-12,92,46.0,,0.46,42.32
2017-04-13,98,46.0,,0.46,45.080000000000005
2017-04-14,78,46.0,,0.46,35.88
2017-04-15,69,46.0,,0.46,31.740000000000002
2017-04-16,65,46.0,,0.46,29.900000000000002
2017-04-17,82,46.0,,0.46,37.72
2017-04-18,96,46.0,,0.46,44.160000000000004
2017-04-19,97,46.0,,0.46,44.620000000000005
2017-04-20,94,46.0,,0.46,43.24
2017-04-21,91,46.0,,0.46,41.86
2017-04-22,71,46.0,,0.46,32.660000000000004
2017-04-23,70,46.0,,0.46,32.2
2017-04-24,95,46.0,,0.46,43.7
2017-04-25,100,46.0,,0.46,46.0
2017-04-26,96,46.0,,0.46,44.160000000000004
2017-04-27,95,46.0,,0.46,43.7
2017-04-28,86,46.0,,0.46,39.56
2017-04-29,73,46.0,,0.46,33.58
2017-04-30,69,46.0,,0.46,31.740000000000002
2017-05-01,90,46.0,False,0.46,41.4
2017-05-02,94,46.0,,0.46,43.24
2017-05-03,96,46.0,,0.46,44.160000000000004
2017-05-04,99,46.0,,0.46,45.54
2017-05-05,96,46.0,,0.46,44.160000000000004
2017-05-06,71,46.0,,0.46,32.660000000000004
2017-05-07,72,46.0,,0.46,33.120000000000005
2017-05-08,100,46.0,,0.46,46.0
2017-05-09,90,46.0,,0.46,41.4
2017-05-10,89,46.0,,0.46,40.940000000000005
2017-05-11,92,46.0,,0.46,42.32
2017-05-12,88,46.0,,0.46,40.480000000000004
2017-05-13,71,46.0,,0.46,32.660000000000004
2017-05-14,73,46.0,,0.46,33.58
2017-05-15,85,46.0,,0.46,39.1
2017-05-16,91,46.0,,0.46,41.86
2017-05-17,91,46.0,,0.46,41.86
2017-05-18,96,46.0,,0.46,44.160000000000004
2017-05-19,87,46.0,,0.46,40.02
2017-05-20,73,46.0,,0.46,33.58
2017-05-21,66,46.0,,0.46,30.360000000000003
2017-05-22,87,46.0,,0.46,40.02
2017-05-23,94,46.0,,0.46,43.24
2017-05-24,84,46.0,,0.46,38.64
2017-05-25,89,46.0,,0.46,40.940000000000005
2017-05-26,84,46.0,,0.46,38.64
2017-05-27,63,46.0,,0.46,28.98
2017-05-28,61,46.0,,0.46,28.060000000000002
2017-05-29,69,46.0,,0.46,31.740000000000002
2017-05-30,93,46.0,,0.46,42.78
2017-05-31,97,46.0,,0.46,44.620000000000005
2017-06-01,85,49.0,False,0.49,41.65
2017-06-02,70,49.0,,0.49,34.3
2017-06-03,63,49.0,,0.49,30.87
2017-06-04,61,49.0,,0.49,29.89
2017-06-05,74,49.0,,0.49,36.26
2017-06-06,74,49.0,,0.49,36.26
2017-06-07,79,49.0,,0.49,38.71
2017-06-08,78,49.0,,0.49,38.22
2017-06-09,81,49.0,,0.49,39.69
2017-06-10,63,49.0,,0.49,30.87
2017-06-11,79,49.0,,0.49,38.71
2017-06-12,98,49.0,,0.49,48.019999999999996
2017-06-13,96,49.0,,0.49,47.04
2017-06-14,77,49.0,,0.49,37.73
2017-06-15,87,49.0,,0.49,42.63
2017-06-16,80,49.0,,0.49,39.2
2017-06-17,61,49.0,,0.49,29.89
2017-06-18,63,49.0,,0.49,30.87
2017-06-19,78,49.0,,0.49,38.22
2017-06-20,89,49.0,,0.49,43.61
2017-06-21,100,49.0,,0.49,49.0
2017-06-22,93,49.0,,0.49,45.57
2017-06-23,72,49.0,,0.49,35.28
2017-06-24,66,49.0,,0.49,32.339999999999996
2017-06-25,59,49.0,,0.49,28.91
2017-06-26,76,49.0,,0.49,37.24
2017-06-27,81,49.0,,0.49,39.69
2017-06-28,74,49.0,,0.49,36.26
2017-06-29,82,49.0,,0.49,40.18
2017-06-30,66,49.0,,0.49,32.339999999999996
2017-07-01,53,48.0,False,0.48,25.439999999999998
2017-07-02,64,48.0,,0.48,30.72
2017-07-03,63,48.0,,0.48,30.24
2017-07-04,69,48.0,,0.48,33.12
2017-07-05,91,48.0,,0.48,43.68
2017-07-06,88,48.0,,0.48,42.239999999999995
2017-07-07,85,48.0,,0.48,40.8
2017-07-08,64,48.0,,0.48,30.72
2017-07-09,66,48.0,,0.48,31.68
2017-07-10,100,48.0,,0.48,48.0
2017-07-11,99,48.0,,0.48,47.519999999999996
2017-07-12,90,48.0,,0.48,43.199999999999996
2017-07-13,97,48.0,,0.48,46.559999999999995
2017-07-14,86,48.0,,0.48,41.28
2017-07-15,77,48.0,,0.48,36.96
2017-07-16,79,48.0,,0.48,37.92
2017-07-17,93,48.0,,0.48,44.64
2017-07-18,96,48.0,,0.48,46.08
2017-07-19,92,48.0,,0.48,44.16
2017-07-20,80,48.0,,0.48,38.4
2017-07-21,88,48.0,,0.48,42.239999999999995
2017-07-22,59,48.0,,0.48,28.32
2017-07-23,71,48.0,,0.48,34.08
2017-07-24,86,48.0,,0.48,41.28
2017-07-25,87,48.0,,0.48,41.76
2017-07-26,86,48.0,,0.48,41.28
2017-07-27,96,48.0,,0.48,46.08
2017-07-28,78,48.0,,0.48,37.44
2017-07-29,62,48.0,,0.48,29.759999999999998
2017-07-30,69,48.0,,0.48,33.12
2017-07-31,92,48.0,,0.48,44.16
2017-08-01,64,54.0,False,0.54,34.56
2017-08-02,64,54.0,,0.54,34.56
2017-08-03,57,54.0,,0.54,30.78
2017-08-04,53,54.0,,0.54,28.62
2017-08-05,44,54.0,,0.54,23.76
2017-08-06,43,54.0,,0.54,23.220000000000002
2017-08-07,65,54.0,,0.54,35.1
2017-08-08,64,54.0,,0.54,34.56
2017-08-09,64,54.0,,0.54,34.56
2017-08-10,63,54.0,,0.54,34.02
2017-08-11,64,54.0,,0.54,34.56
2017-08-12,47,54.0,,0.54,25.380000000000003
2017-08-13,46,54.0,,0.54,24.840000000000003
2017-08-14,65,54.0,,0.54,35.1
2017-08-15,57,54.0,,0.54,30.78
2017-08-16,58,54.0,,0.54,31.32
2017-08-17,63,54.0,,0.54,34.02
2017-08-18,54,54.0,,0.54,29.160000000000004
2017-08-19,50,54.0,,0.54,27.0
2017-08-20,52,54.0,,0.54,28.080000000000002
2017-08-21,100,54.0,,0.54,54.0
2017-08-22,60,54.0,,0.54,32.400000000000006
2017-08-23,63,54.0,,0.54,34.02
2017-08-24,66,54.0,,0.54,35.64
2017-08-25,58,54.0,,0.54,31.32
2017-08-26,86,54.0,,0.54,46.440000000000005
2017-08-27,90,54.0,,0.54,48.6
2017-08-28,58,54.0,,0.54,31.32
2017-08-29,57,54.0,,0.54,30.78
2017-08-30,57,54.0,,0.54,30.78
2017-08-31,56,54.0,,0.54,30.240000000000002
2017-09-01,45,49.0,False,0.49,22.05
2017-09-02,37,49.0,,0.49,18.13
2017-09-03,37,49.0,,0.49,18.13
2017-09-04,38,49.0,,0.49,18.62
2017-09-05,51,49.0,,0.49,24.99
2017-09-06,55,49.0,,0.49,26.95
2017-09-07,52,49.0,,0.49,25.48
2017-09-08,48,49.0,,0.49,23.52
2017-09-09,35,49.0,,0.49,17.15
2017-09-10,34,49.0,,0.49,16.66
2017-09-11,50,49.0,,0.49,24.5
2017-09-12,100,49.0,,0.49,49.0
2017-09-13,51,49.0,,0.49,24.99
2017-09-14,54,49.0,,0.49,26.46
2017-09-15,51,49.0,,0.49,24.99
2017-09-16,45,49.0,,0.49,22.05
2017-09-17,43,49.0,,0.49,21.07
2017-09-18,53,49.0,,0.49,25.97
2017-09-19,54,49.0,,0.49,26.46
2017-09-20,51,49.0,,0.49,24.99
2017-09-21,48,49.0,,0.49,23.52
2017-09-22,49,49.0,,0.49,24.009999999999998
2017-09-23,37,49.0,,0.49,18.13
2017-09-24,36,49.0,,0.49,17.64
2017-09-25,54,49.0,,0.49,26.46
2017-09-26,51,49.0,,0.49,24.99
2017-09-27,49,49.0,,0.49,24.009999999999998
2017-09-28,53,49.0,,0.49,25.97
2017-09-29,51,49.0,,0.49,24.99
2017-09-30,34,49.0,,0.49,16.66
2017-10-01,65,48.0,False,0.48,31.2
2017-10-02,74,48.0,,0.48,35.519999999999996
2017-10-03,88,48.0,,0.48,42.239999999999995
2017-10-04,89,48.0,,0.48,42.72
2017-10-05,87,48.0,,0.48,41.76
2017-10-06,76,48.0,,0.48,36.48
2017-10-07,63,48.0,,0.48,30.24
2017-10-08,57,48.0,,0.48,27.36
2017-10-09,86,48.0,,0.48,41.28
2017-10-10,88,48.0,,0.48,42.239999999999995
2017-10-11,86,48.0,,0.48,41.28
2017-10-12,84,48.0,,0.48,40.32
2017-10-13,80,48.0,,0.48,38.4
2017-10-14,59,48.0,,0.48,28.32
2017-10-15,56,48.0,,0.48,26.88
2017-10-16,82,48.0,,0.48,39.36
2017-10-17,93,48.0,,0.48,44.64
2017-10-18,94,48.0,,0.48,45.12
2017-10-19,91,48.0,,0.48,43.68
2017-10-20,81,48.0,,0.48,38.879999999999995
2017-10-21,66,48.0,,0.48,31.68
2017-10-22,61,48.0,,0.48,29.279999999999998
2017-10-23,87,48.0,,0.48,41.76
2017-10-24,94,48.0,,0.48,45.12
2017-10-25,92,48.0,,0.48,44.16
2017-10-26,93,48.0,,0.48,44.64
2017-10-27,100,48.0,,0.48,48.0
2017-10-28,60,48.0,,0.48,28.799999999999997
2017-10-29,63,48.0,,0.48,30.24
2017-10-30,83,48.0,,0.48,39.839999999999996
2017-10-31,90,48.0,,0.48,43.199999999999996
2017-11-01,84,51.0,False,0.51,42.84
2017-11-02,78,51.0,,0.51,39.78
2017-11-03,81,51.0,,0.51,41.31
2017-11-04,59,51.0,,0.51,30.09
2017-11-05,100,51.0,,0.51,51.0
2017-11-06,86,51.0,,0.51,43.86
2017-11-07,93,51.0,,0.51,47.43
2017-11-08,89,51.0,,0.51,45.39
2017-11-09,85,51.0,,0.51,43.35
2017-11-10,81,51.0,,0.51,41.31
2017-11-11,67,51.0,,0.51,34.17
2017-11-12,59,51.0,,0.51,30.09
2017-11-13,83,51.0,,0.51,42.33
2017-11-14,86,51.0,,0.51,43.86
2017-11-15,92,51.0,,0.51,46.92
2017-11-16,87,51.0,,0.51,44.37
2017-11-17,77,51.0,,0.51,39.27
2017-11-18,68,51.0,,0.51,34.68
2017-11-19,60,51.0,,0.51,30.6
2017-11-20,85,51.0,,0.51,43.35
2017-11-21,84,51.0,,0.51,42.84
2017-11-22,79,51.0,,0.51,40.29
2017-11-23,83,51.0,,0.51,42.33
2017-11-24,100,51.0,,0.51,51.0
2017-11-25,70,51.0,,0.51,35.7
2017-11-26,58,51.0,,0.51,29.580000000000002
2017-11-27,85,51.0,,0.51,43.35
2017-11-28,93,51.0,,0.51,47.43
2017-11-29,78,51.0,,0.51,39.78
2017-11-30,85,51.0,,0.51,43.35
2017-12-01,78,48.0,False,0.48,37.44
2017-12-02,60,48.0,,0.48,28.799999999999997
2017-12-03,60,48.0,,0.48,28.799999999999997
2017-12-04,77,48.0,,0.48,36.96
2017-12-05,83,48.0,,0.48,39.839999999999996
2017-12-06,74,48.0,,0.48,35.519999999999996
2017-12-07,82,48.0,,0.48,39.36
2017-12-08,76,48.0,,0.48,36.48
2017-12-09,65,48.0,,0.48,31.2
2017-12-10,55,48.0,,0.48,26.4
2017-12-11,73,48.0,,0.48,35.04
2017-12-12,100,48.0,,0.48,48.0
2017-12-13,74,48.0,,0.48,35.519999999999996
2017-12-14,80,48.0,,0.48,38.4
2017-12-15,68,48.0,,0.48,32.64
2017-12-16,64,48.0,,0.48,30.72
2017-12-17,54,48.0,,0.48,25.919999999999998
2017-12-18,72,48.0,,0.48,34.56
2017-12-19,79,48.0,,0.48,37.92
2017-12-20,79,48.0,,0.48,37.92
2017-12-21,72,48.0,,0.48,34.56
2017-12-22,65,48.0,,0.48,31.2
2017-12-23,51,48.0,,0.48,24.48
2017-12-24,50,48.0,,0.48,24.0
2017-12-25,57,48.0,,0.48,27.36
2017-12-26,55,48.0,,0.48,26.4
2017-12-27,58,48.0,,0.48,27.84
2017-12-28,68,48.0,,0.48,32.64
2017-12-29,59,48.0,,0.48,28.32
2017-12-30,51,48.0,,0.48,24.48
2017-12-31,56,48.0,,0.48,26.88
2018-01-01,61,51.0,False,0.51,31.11
