date,GME_unscaled,GME_monthly,isPartial,scale,GME
2021-06-07,58,27.0,,0.27,15.66
2021-06-08,90,27.0,,0.27,24.3
2021-06-09,100,27.0,,0.27,27.0
2021-06-10,89,27.0,,0.27,24.03
2021-06-11,66,27.0,,0.27,17.82
2021-06-12,16,27.0,,0.27,4.32
2021-06-13,8,27.0,,0.27,2.16
2021-06-14,48,27.0,,0.27,12.96
2021-06-15,46,27.0,,0.27,12.420000000000002
2021-06-16,45,27.0,,0.27,12.15
2021-06-17,44,27.0,,0.27,11.88
2021-06-18,35,27.0,,0.27,9.450000000000001
2021-06-19,10,27.0,,0.27,2.7
2021-06-20,6,27.0,,0.27,1.62
2021-06-21,37,27.0,,0.27,9.99
2021-06-22,48,27.0,,0.27,12.96
2021-06-23,41,27.0,,0.27,11.07
2021-06-24,37,27.0,,0.27,9.99
2021-06-25,35,27.0,,0.27,9.450000000000001
2021-06-26,11,27.0,,0.27,2.97
2021-06-27,6,27.0,,0.27,1.62
2021-06-28,37,27.0,,0.27,9.99
2021-06-29,33,27.0,,0.27,8.91
2021-06-30,30,27.0,,0.27,8.100000000000001
2021-07-01,94,13.0,False,0.13,12.22
2021-07-02,83,13.0,,0.13,10.790000000000001
2021-07-03,20,13.0,,0.13,2.6
2021-07-04,14,13.0,,0.13,1.82
2021-07-05,21,13.0,,0.13,2.73
2021-07-06,74,13.0,,0.13,9.620000000000001
2021-07-07,85,13.0,,0.13,11.05
2021-07-08,85,13.0,,0.13,11.05
2021-07-09,74,13.0,,0.13,9.620000000000001
2021-07-10,17,13.0,,0.13,2.21
2021-07-11,13,13.0,,0.13,1.69
2021-07-12,69,13.0,,0.13,8.97
2021-07-13,70,13.0,,0.13,9.1
2021-07-14,90,13.0,,0.13,11.700000000000001
2021-07-15,100,13.0,,0.13,13.0
2021-07-16,82,13.0,,0.13,10.66
2021-07-17,22,13.0,,0.13,2.8600000000000003
2021-07-18,16,13.0,,0.13,2.08
2021-07-19,81,13.0,,0.13,10.530000000000001
2021-07-20,94,13.0,,0.13,12.22
2021-07-21,83,13.0,,0.13,10.790000000000001
2021-07-22,73,13.0,,0.13,9.49
2021-07-23,54,13.0,,0.13,7.0200000000000005
2021-07-24,15,13.0,,0.13,1.9500000000000002
2021-07-25,11,13.0,,0.13,1.4300000000000002
2021-07-26,62,13.0,,0.13,8.06
2021-07-27,67,13.0,,0.13,8.71
2021-07-28,63,13.0,,0.13,8.19
2021-07-29,60,13.0,,0.13,7.800000000000001
2021-07-30,56,13.0,,0.13,7.28
2021-07-31,13,13.0,,0.13,1.69
2021-08-01,7,12.0,False,0.12,0.84
2021-08-02,38,12.0,,0.12,4.56
2021-08-03,39,12.0,,0.12,4.68
2021-08-04,41,12.0,,0.12,4.92
2021-08-05,44,12.0,,0.12,5.279999999999999
2021-08-06,35,12.0,,0.12,4.2
2021-08-07,11,12.0,,0.12,1.3199999999999998
2021-08-08,8,12.0,,0.12,0.96
2021-08-09,49,12.0,,0.12,5.88
2021-08-10,42,12.0,,0.12,5.04
2021-08-11,40,12.0,,0.12,4.8
2021-08-12,39,12.0,,0.12,4.68
2021-08-13,34,12.0,,0.12,4.08
2021-08-14,9,12.0,,0.12,1.08
2021-08-15,7,12.0,,0.12,0.84
2021-08-16,37,12.0,,0.12,4.4399999999999995
2021-08-17,38,12.0,,0.12,4.56
2021-08-18,31,12.0,,0.12,3.7199999999999998
2021-08-19,32,12.0,,0.12,3.84
2021-08-20,33,12.0,,0.12,3.96
2021-08-21,8,12.0,,0.12,0.96
2021-08-22,8,12.0,,0.12,0.96
2021-08-23,35,12.0,,0.12,4.2
2021-08-24,91,12.0,,0.12,10.92
2021-08-25,100,12.0,,0.12,12.0
2021-08-26,61,12.0,,0.12,7.319999999999999
2021-08-27,55,12.0,,0.12,6.6
2021-08-28,13,12.0,,0.12,1.56
2021-08-29,8,12.0,,0.12,0.96
2021-08-30,48,12.0,,0.12,5.76
2021-08-31,49,12.0,,0.12,5.88
2021-09-01,72,10.0,False,0.1,7.2
2021-09-02,66,10.0,,0.1,6.6000000000000005
2021-09-03,62,10.0,,0.1,6.2
2021-09-04,16,10.0,,0.1,1.6
2021-09-05,10,10.0,,0.1,1.0
2021-09-06,15,10.0,,0.1,1.5
2021-09-07,68,10.0,,0.1,6.800000000000001
2021-09-08,100,10.0,,0.1,10.0
2021-09-09,97,10.0,,0.1,9.700000000000001
2021-09-10,62,10.0,,0.1,6.2
2021-09-11,17,10.0,,0.1,1.7000000000000002
2021-09-12,15,10.0,,0.1,1.5
2021-09-13,65,10.0,,0.1,6.5
2021-09-14,66,10.0,,0.1,6.6000000000000005
2021-09-15,55,10.0,,0.1,5.5
2021-09-16,63,10.0,,0.1,6.300000000000001
2021-09-17,55,10.0,,0.1,5.5
2021-09-18,16,10.0,,0.1,1.6
2021-09-19,11,10.0,,0.1,1.1
2021-09-20,68,10.0,,0.1,6.800000000000001
2021-09-21,58,10.0,,0.1,5.800000000000001
2021-09-22,47,10.0,,0.1,4.7
2021-09-23,52,10.0,,0.1,5.2
2021-09-24,47,10.0,,0.1,4.7
2021-09-25,12,10.0,,0.1,1.2000000000000002
2021-09-26,9,10.0,,0.1,0.9
2021-09-27,49,10.0,,0.1,4.9
2021-09-28,52,10.0,,0.1,5.2
2021-09-29,45,10.0,,0.1,4.5
2021-09-30,51,10.0,,0.1,5.1000000000000005
2021-10-01,89,8.0,False,0.08,7.12
2021-10-02,23,8.0,,0.08,1.84
2021-10-03,22,8.0,,0.08,1.76
2021-10-04,88,8.0,,0.08,7.04
2021-10-05,83,8.0,,0.08,6.640000000000001
2021-10-06,74,8.0,,0.08,5.92
2021-10-07,70,8.0,,0.08,5.6000000000000005
2021-10-08,70,8.0,,0.08,5.6000000000000005
2021-10-09,20,8.0,,0.08,1.6
2021-10-10,18,8.0,,0.08,1.44
2021-10-11,90,8.0,,0.08,7.2
2021-10-12,86,8.0,,0.08,6.88
2021-10-13,90,8.0,,0.08,7.2
2021-10-14,96,8.0,,0.08,7.68
2021-10-15,74,8.0,,0.08,5.92
2021-10-16,19,8.0,,0.08,1.52
2021-10-17,21,8.0,,0.08,1.68
2021-10-18,86,8.0,,0.08,6.88
2021-10-19,100,8.0,,0.08,8.0
2021-10-20,80,8.0,,0.08,6.4
2021-10-21,78,8.0,,0.08,6.24
2021-10-22,91,8.0,,0.08,7.28
2021-10-23,33,8.0,,0.08,2.64
2021-10-24,16,8.0,,0.08,1.28
2021-10-25,88,8.0,,0.08,7.04
2021-10-26,76,8.0,,0.08,6.08
2021-10-27,68,8.0,,0.08,5.44
2021-10-28,88,8.0,,0.08,7.04
2021-10-29,87,8.0,,0.08,6.96
2021-10-30,25,8.0,,0.08,2.0
2021-10-31,24,8.0,,0.08,1.92
2021-11-01,69,11.0,False,0.11,7.59
2021-11-02,80,11.0,,0.11,8.8
2021-11-03,100,11.0,,0.11,11.0
2021-11-04,73,11.0,,0.11,8.03
2021-11-05,56,11.0,,0.11,6.16
2021-11-06,16,11.0,,0.11,1.76
2021-11-07,8,11.0,,0.11,0.88
2021-11-08,58,11.0,,0.11,6.38
2021-11-09,58,11.0,,0.11,6.38
2021-11-10,47,11.0,,0.11,5.17
2021-11-11,44,11.0,,0.11,4.84
2021-11-12,40,11.0,,0.11,4.4
2021-11-13,11,11.0,,0.11,1.21
2021-11-14,9,11.0,,0.11,0.99
2021-11-15,46,11.0,,0.11,5.06
2021-11-16,45,11.0,,0.11,4.95
2021-11-17,44,11.0,,0.11,4.84
2021-11-18,41,11.0,,0.11,4.51
2021-11-19,50,11.0,,0.11,5.5
2021-11-20,19,11.0,,0.11,2.09
2021-11-21,12,11.0,,0.11,1.32
2021-11-22,74,11.0,,0.11,8.14
2021-11-23,90,11.0,,0.11,9.9
2021-11-24,56,11.0,,0.11,6.16
2021-11-25,15,11.0,,0.11,1.65
2021-11-26,39,11.0,,0.11,4.29
2021-11-27,14,11.0,,0.11,1.54
2021-11-28,8,11.0,,0.11,0.88
2021-11-29,45,11.0,,0.11,4.95
2021-11-30,42,11.0,,0.11,4.62
2021-12-01,76,8.0,False,0.08,6.08
2021-12-02,72,8.0,,0.08,5.76
2021-12-03,69,8.0,,0.08,5.5200000000000005
2021-12-04,29,8.0,,0.08,2.32
2021-12-05,17,8.0,,0.08,1.36
2021-12-06,73,8.0,,0.08,5.84
2021-12-07,70,8.0,,0.08,5.6000000000000005
2021-12-08,96,8.0,,0.08,7.68
2021-12-09,100,8.0,,0.08,8.0
2021-12-10,81,8.0,,0.08,6.48
2021-12-11,24,8.0,,0.08,1.92
2021-12-12,13,8.0,,0.08,1.04
2021-12-13,96,8.0,,0.08,7.68
2021-12-14,99,8.0,,0.08,7.92
2021-12-15,79,8.0,,0.08,6.32
2021-12-16,79,8.0,,0.08,6.32
2021-12-17,78,8.0,,0.08,6.24
2021-12-18,22,8.0,,0.08,1.76
2021-12-19,16,8.0,,0.08,1.28
2021-12-20,68,8.0,,0.08,5.44
2021-12-21,66,8.0,,0.08,5.28
2021-12-22,64,8.0,,0.08,5.12
2021-12-23,49,8.0,,0.08,3.92
2021-12-24,28,8.0,,0.08,2.24
2021-12-25,14,8.0,,0.08,1.12
2021-12-26,13,8.0,,0.08,1.04
2021-12-27,60,8.0,,0.08,4.8
2021-12-28,63,8.0,,0.08,5.04
2021-12-29,53,8.0,,0.08,4.24
2021-12-30,56,8.0,,0.08,4.48
2021-12-31,40,8.0,,0.08,3.2
