date,RAD_unscaled,RAD_monthly,isPartial,scale,RAD
2021-04-28,97,99.0,,0.99,96.03
2021-04-29,83,99.0,,0.99,82.17
2021-04-30,85,99.0,,0.99,84.15
2021-05-01,71,97.0,False,0.97,68.87
2021-05-02,67,97.0,,0.97,64.99
2021-05-03,87,97.0,,0.97,84.39
2021-05-04,98,97.0,,0.97,95.06
2021-05-05,89,97.0,,0.97,86.33
2021-05-06,79,97.0,,0.97,76.63
2021-05-07,86,97.0,,0.97,83.42
2021-05-08,73,97.0,,0.97,70.81
2021-05-09,68,97.0,,0.97,65.96
2021-05-10,100,97.0,,0.97,97.0
2021-05-11,84,97.0,,0.97,81.48
2021-05-12,81,97.0,,0.97,78.57
2021-05-13,84,97.0,,0.97,81.48
2021-05-14,83,97.0,,0.97,80.50999999999999
2021-05-15,83,97.0,,0.97,80.50999999999999
2021-05-16,71,97.0,,0.97,68.87
2021-05-17,94,97.0,,0.97,91.17999999999999
2021-05-18,87,97.0,,0.97,84.39
2021-05-19,89,97.0,,0.97,86.33
2021-05-20,91,97.0,,0.97,88.27
2021-05-21,79,97.0,,0.97,76.63
2021-05-22,82,97.0,,0.97,79.53999999999999
2021-05-23,77,97.0,,0.97,74.69
2021-05-24,89,97.0,,0.97,86.33
2021-05-25,93,97.0,,0.97,90.21
2021-05-26,81,97.0,,0.97,78.57
2021-05-27,83,97.0,,0.97,80.50999999999999
2021-05-28,87,97.0,,0.97,84.39
2021-05-29,68,97.0,,0.97,65.96
2021-05-30,79,97.0,,0.97,76.63
2021-05-31,73,97.0,,0.97,70.81
2021-06-01,88,96.0,False,0.96,84.47999999999999
2021-06-02,89,96.0,,0.96,85.44
2021-06-03,92,96.0,,0.96,88.32
2021-06-04,88,96.0,,0.96,84.47999999999999
2021-06-05,75,96.0,,0.96,72.0
2021-06-06,70,96.0,,0.96,67.2
2021-06-07,100,96.0,,0.96,96.0
2021-06-08,94,96.0,,0.96,90.24
2021-06-09,98,96.0,,0.96,94.08
2021-06-10,86,96.0,,0.96,82.56
2021-06-11,74,96.0,,0.96,71.03999999999999
2021-06-12,71,96.0,,0.96,68.16
2021-06-13,81,96.0,,0.96,77.75999999999999
2021-06-14,89,96.0,,0.96,85.44
2021-06-15,84,96.0,,0.96,80.64
2021-06-16,87,96.0,,0.96,83.52
2021-06-17,87,96.0,,0.96,83.52
2021-06-18,81,96.0,,0.96,77.75999999999999
2021-06-19,79,96.0,,0.96,75.84
2021-06-20,81,96.0,,0.96,77.75999999999999
2021-06-21,99,96.0,,0.96,95.03999999999999
2021-06-22,87,96.0,,0.96,83.52
2021-06-23,83,96.0,,0.96,79.67999999999999
2021-06-24,99,96.0,,0.96,95.03999999999999
2021-06-25,94,96.0,,0.96,90.24
2021-06-26,82,96.0,,0.96,78.72
2021-06-27,81,96.0,,0.96,77.75999999999999
2021-06-28,88,96.0,,0.96,84.47999999999999
2021-06-29,85,96.0,,0.96,81.6
2021-06-30,90,96.0,,0.96,86.39999999999999
2021-07-01,81,94.0,False,0.94,76.14
2021-07-02,85,94.0,,0.94,79.89999999999999
2021-07-03,80,94.0,,0.94,75.19999999999999
2021-07-04,75,94.0,,0.94,70.5
2021-07-05,82,94.0,,0.94,77.08
2021-07-06,94,94.0,,0.94,88.36
2021-07-07,92,94.0,,0.94,86.47999999999999
2021-07-08,96,94.0,,0.94,90.24
2021-07-09,85,94.0,,0.94,79.89999999999999
2021-07-10,81,94.0,,0.94,76.14
2021-07-11,78,94.0,,0.94,73.32
2021-07-12,78,94.0,,0.94,73.32
2021-07-13,82,94.0,,0.94,77.08
2021-07-14,85,94.0,,0.94,79.89999999999999
2021-07-15,85,94.0,,0.94,79.89999999999999
2021-07-16,85,94.0,,0.94,79.89999999999999
2021-07-17,86,94.0,,0.94,80.83999999999999
2021-07-18,69,94.0,,0.94,64.86
2021-07-19,87,94.0,,0.94,81.78
2021-07-20,100,94.0,,0.94,94.0
2021-07-21,80,94.0,,0.94,75.19999999999999
2021-07-22,79,94.0,,0.94,74.25999999999999
2021-07-23,77,94.0,,0.94,72.38
2021-07-24,79,94.0,,0.94,74.25999999999999
2021-07-25,85,94.0,,0.94,79.89999999999999
2021-07-26,91,94.0,,0.94,85.53999999999999
2021-07-27,82,94.0,,0.94,77.08
2021-07-28,93,94.0,,0.94,87.42
2021-07-29,83,94.0,,0.94,78.02
2021-07-30,89,94.0,,0.94,83.66
2021-07-31,86,94.0,,0.94,80.83999999999999
2021-08-01,79,95.0,False,0.95,75.05
2021-08-02,92,95.0,,0.95,87.39999999999999
2021-08-03,88,95.0,,0.95,83.6
2021-08-04,87,95.0,,0.95,82.64999999999999
2021-08-05,85,95.0,,0.95,80.75
2021-08-06,93,95.0,,0.95,88.35
2021-08-07,93,95.0,,0.95,88.35
2021-08-08,66,95.0,,0.95,62.699999999999996
2021-08-09,80,95.0,,0.95,76.0
2021-08-10,100,95.0,,0.95,95.0
2021-08-11,87,95.0,,0.95,82.64999999999999
2021-08-12,84,95.0,,0.95,79.8
2021-08-13,78,95.0,,0.95,74.1
2021-08-14,66,95.0,,0.95,62.699999999999996
2021-08-15,74,95.0,,0.95,70.3
2021-08-16,90,95.0,,0.95,85.5
2021-08-17,96,95.0,,0.95,91.19999999999999
2021-08-18,92,95.0,,0.95,87.39999999999999
2021-08-19,84,95.0,,0.95,79.8
2021-08-20,83,95.0,,0.95,78.85
2021-08-21,68,95.0,,0.95,64.6
2021-08-22,74,95.0,,0.95,70.3
2021-08-23,97,95.0,,0.95,92.14999999999999
2021-08-24,92,95.0,,0.95,87.39999999999999
2021-08-25,82,95.0,,0.95,77.89999999999999
2021-08-26,91,95.0,,0.95,86.45
2021-08-27,85,95.0,,0.95,80.75
2021-08-28,74,95.0,,0.95,70.3
2021-08-29,73,95.0,,0.95,69.35
2021-08-30,82,95.0,,0.95,77.89999999999999
2021-08-31,86,95.0,,0.95,81.7
2021-09-01,78,88.0,False,0.88,68.64
2021-09-02,83,88.0,,0.88,73.04
2021-09-03,85,88.0,,0.88,74.8
2021-09-04,78,88.0,,0.88,68.64
2021-09-05,71,88.0,,0.88,62.48
2021-09-06,97,88.0,,0.88,85.36
2021-09-07,97,88.0,,0.88,85.36
2021-09-08,90,88.0,,0.88,79.2
2021-09-09,85,88.0,,0.88,74.8
2021-09-10,92,88.0,,0.88,80.96
2021-09-11,78,88.0,,0.88,68.64
2021-09-12,66,88.0,,0.88,58.08
2021-09-13,89,88.0,,0.88,78.32000000000001
2021-09-14,92,88.0,,0.88,80.96
2021-09-15,81,88.0,,0.88,71.28
2021-09-16,84,88.0,,0.88,73.92
2021-09-17,78,88.0,,0.88,68.64
2021-09-18,76,88.0,,0.88,66.88
2021-09-19,70,88.0,,0.88,61.6
2021-09-20,100,88.0,,0.88,88.0
2021-09-21,87,88.0,,0.88,76.56
2021-09-22,90,88.0,,0.88,79.2
2021-09-23,91,88.0,,0.88,80.08
2021-09-24,84,88.0,,0.88,73.92
2021-09-25,67,88.0,,0.88,58.96
2021-09-26,63,88.0,,0.88,55.44
2021-09-27,83,88.0,,0.88,73.04
2021-09-28,88,88.0,,0.88,77.44
2021-09-29,89,88.0,,0.88,78.32000000000001
2021-09-30,82,88.0,,0.88,72.16
2021-10-01,66,90.0,False,0.9,59.4
2021-10-02,52,90.0,,0.9,46.800000000000004
2021-10-03,55,90.0,,0.9,49.5
2021-10-04,59,90.0,,0.9,53.1
2021-10-05,63,90.0,,0.9,56.7
2021-10-06,69,90.0,,0.9,62.1
2021-10-07,70,90.0,,0.9,63.0
2021-10-08,68,90.0,,0.9,61.2
2021-10-09,58,90.0,,0.9,52.2
2021-10-10,55,90.0,,0.9,49.5
2021-10-11,74,90.0,,0.9,66.60000000000001
2021-10-12,71,90.0,,0.9,63.9
2021-10-13,72,90.0,,0.9,64.8
2021-10-14,98,90.0,,0.9,88.2
2021-10-15,100,90.0,,0.9,90.0
2021-10-16,58,90.0,,0.9,52.2
2021-10-17,50,90.0,,0.9,45.0
2021-10-18,60,90.0,,0.9,54.0
2021-10-19,75,90.0,,0.9,67.5
2021-10-20,72,90.0,,0.9,64.8
2021-10-21,69,90.0,,0.9,62.1
2021-10-22,59,90.0,,0.9,53.1
2021-10-23,45,90.0,,0.9,40.5
2021-10-24,49,90.0,,0.9,44.1
2021-10-25,69,90.0,,0.9,62.1
2021-10-26,70,90.0,,0.9,63.0
2021-10-27,66,90.0,,0.9,59.4
2021-10-28,69,90.0,,0.9,62.1
2021-10-29,70,90.0,,0.9,63.0
2021-10-30,57,90.0,,0.9,51.300000000000004
2021-10-31,44,90.0,,0.9,39.6
2021-11-01,94,88.0,False,0.88,82.72
2021-11-02,84,88.0,,0.88,73.92
2021-11-03,88,88.0,,0.88,77.44
2021-11-04,96,88.0,,0.88,84.48
2021-11-05,89,88.0,,0.88,78.32000000000001
2021-11-06,62,88.0,,0.88,54.56
2021-11-07,69,88.0,,0.88,60.72
2021-11-08,99,88.0,,0.88,87.12
2021-11-09,100,88.0,,0.88,88.0
2021-11-10,82,88.0,,0.88,72.16
2021-11-11,96,88.0,,0.88,84.48
2021-11-12,81,88.0,,0.88,71.28
2021-11-13,71,88.0,,0.88,62.48
2021-11-14,69,88.0,,0.88,60.72
2021-11-15,80,88.0,,0.88,70.4
2021-11-16,79,88.0,,0.88,69.52
2021-11-17,82,88.0,,0.88,72.16
2021-11-18,79,88.0,,0.88,69.52
2021-11-19,75,88.0,,0.88,66.0
2021-11-20,63,88.0,,0.88,55.44
2021-11-21,65,88.0,,0.88,57.2
2021-11-22,82,88.0,,0.88,72.16
2021-11-23,83,88.0,,0.88,73.04
2021-11-24,75,88.0,,0.88,66.0
2021-11-25,60,88.0,,0.88,52.8
2021-11-26,71,88.0,,0.88,62.48
2021-11-27,73,88.0,,0.88,64.24
2021-11-28,65,88.0,,0.88,57.2
2021-11-29,78,88.0,,0.88,68.64
2021-11-30,74,88.0,,0.88,65.12
2021-12-01,81,74.0,False,0.74,59.94
2021-12-02,89,74.0,,0.74,65.86
2021-12-03,83,74.0,,0.74,61.42
2021-12-04,75,74.0,,0.74,55.5
2021-12-05,77,74.0,,0.74,56.98
2021-12-06,99,74.0,,0.74,73.26
2021-12-07,80,74.0,,0.74,59.2
2021-12-08,100,74.0,,0.74,74.0
2021-12-09,83,74.0,,0.74,61.42
2021-12-10,84,74.0,,0.74,62.16
2021-12-11,76,74.0,,0.74,56.24
2021-12-12,68,74.0,,0.74,50.32
2021-12-13,98,74.0,,0.74,72.52
2021-12-14,82,74.0,,0.74,60.68
2021-12-15,79,74.0,,0.74,58.46
2021-12-16,86,74.0,,0.74,63.64
2021-12-17,91,74.0,,0.74,67.34
2021-12-18,67,74.0,,0.74,49.58
2021-12-19,62,74.0,,0.74,45.88
2021-12-20,74,74.0,,0.74,54.76
2021-12-21,95,74.0,,0.74,70.3
2021-12-22,84,74.0,,0.74,62.16
2021-12-23,69,74.0,,0.74,51.06
2021-12-24,62,74.0,,0.74,45.88
2021-12-25,64,74.0,,0.74,47.36
2021-12-26,74,74.0,,0.74,54.76
2021-12-27,73,74.0,,0.74,54.019999999999996
2021-12-28,89,74.0,,0.74,65.86
2021-12-29,78,74.0,,0.74,57.72
2021-12-30,81,74.0,,0.74,59.94
2021-12-31,68,74.0,,0.74,50.32
