date,NVDA_unscaled,NVDA_monthly,isPartial,scale,NVDA
2021-04-13,100,27.0,,0.27,27.0
2021-04-14,66,27.0,,0.27,17.82
2021-04-15,77,27.0,,0.27,20.790000000000003
2021-04-16,67,27.0,,0.27,18.09
2021-04-17,14,27.0,,0.27,3.7800000000000002
2021-04-18,13,27.0,,0.27,3.5100000000000002
2021-04-19,58,27.0,,0.27,15.66
2021-04-20,53,27.0,,0.27,14.31
2021-04-21,56,27.0,,0.27,15.120000000000001
2021-04-22,49,27.0,,0.27,13.23
2021-04-23,42,27.0,,0.27,11.34
2021-04-24,12,27.0,,0.27,3.24
2021-04-25,8,27.0,,0.27,2.16
2021-04-26,43,27.0,,0.27,11.610000000000001
2021-04-27,45,27.0,,0.27,12.15
2021-04-28,42,27.0,,0.27,11.34
2021-04-29,36,27.0,,0.27,9.72
2021-04-30,35,27.0,,0.27,9.450000000000001
2021-05-01,7,30.0,False,0.3,2.1
2021-05-02,5,30.0,,0.3,1.5
2021-05-03,16,30.0,,0.3,4.8
2021-05-04,28,30.0,,0.3,8.4
2021-05-05,31,30.0,,0.3,9.299999999999999
2021-05-06,30,30.0,,0.3,9.0
2021-05-07,24,30.0,,0.3,7.199999999999999
2021-05-08,9,30.0,,0.3,2.6999999999999997
2021-05-09,6,30.0,,0.3,1.7999999999999998
2021-05-10,28,30.0,,0.3,8.4
2021-05-11,29,30.0,,0.3,8.7
2021-05-12,30,30.0,,0.3,9.0
2021-05-13,27,30.0,,0.3,8.1
2021-05-14,28,30.0,,0.3,8.4
2021-05-15,8,30.0,,0.3,2.4
2021-05-16,4,30.0,,0.3,1.2
2021-05-17,24,30.0,,0.3,7.199999999999999
2021-05-18,24,30.0,,0.3,7.199999999999999
2021-05-19,23,30.0,,0.3,6.8999999999999995
2021-05-20,26,30.0,,0.3,7.8
2021-05-21,72,30.0,,0.3,21.599999999999998
2021-05-22,24,30.0,,0.3,7.199999999999999
2021-05-23,14,30.0,,0.3,4.2
2021-05-24,67,30.0,,0.3,20.099999999999998
2021-05-25,64,30.0,,0.3,19.2
2021-05-26,100,30.0,,0.3,30.0
2021-05-27,94,30.0,,0.3,28.2
2021-05-28,63,30.0,,0.3,18.9
2021-05-29,12,30.0,,0.3,3.5999999999999996
2021-05-30,9,30.0,,0.3,2.6999999999999997
2021-05-31,10,30.0,,0.3,3.0
2021-06-01,55,53.0,False,0.53,29.150000000000002
2021-06-02,59,53.0,,0.53,31.270000000000003
2021-06-03,64,53.0,,0.53,33.92
2021-06-04,79,53.0,,0.53,41.870000000000005
2021-06-05,19,53.0,,0.53,10.07
2021-06-06,14,53.0,,0.53,7.42
2021-06-07,55,53.0,,0.53,29.150000000000002
2021-06-08,51,53.0,,0.53,27.03
2021-06-09,57,53.0,,0.53,30.21
2021-06-10,48,53.0,,0.53,25.44
2021-06-11,63,53.0,,0.53,33.39
2021-06-12,17,53.0,,0.53,9.01
2021-06-13,11,53.0,,0.53,5.83
2021-06-14,56,53.0,,0.53,29.68
2021-06-15,47,53.0,,0.53,24.91
2021-06-16,49,53.0,,0.53,25.970000000000002
2021-06-17,77,53.0,,0.53,40.81
2021-06-18,100,53.0,,0.53,53.0
2021-06-19,26,53.0,,0.53,13.780000000000001
2021-06-20,12,53.0,,0.53,6.36
2021-06-21,73,53.0,,0.53,38.690000000000005
2021-06-22,67,53.0,,0.53,35.510000000000005
2021-06-23,68,53.0,,0.53,36.04
2021-06-24,64,53.0,,0.53,33.92
2021-06-25,47,53.0,,0.53,24.91
2021-06-26,15,53.0,,0.53,7.95
2021-06-27,12,53.0,,0.53,6.36
2021-06-28,87,53.0,,0.53,46.11
2021-06-29,84,53.0,,0.53,44.52
2021-06-30,60,53.0,,0.53,31.8
2021-07-01,41,64.0,False,0.64,26.240000000000002
2021-07-02,36,64.0,,0.64,23.04
2021-07-03,10,64.0,,0.64,6.4
2021-07-04,7,64.0,,0.64,4.48
2021-07-05,7,64.0,,0.64,4.48
2021-07-06,45,64.0,,0.64,28.8
2021-07-07,37,64.0,,0.64,23.68
2021-07-08,39,64.0,,0.64,24.96
2021-07-09,41,64.0,,0.64,26.240000000000002
2021-07-10,8,64.0,,0.64,5.12
2021-07-11,7,64.0,,0.64,4.48
2021-07-12,39,64.0,,0.64,24.96
2021-07-13,38,64.0,,0.64,24.32
2021-07-14,35,64.0,,0.64,22.400000000000002
2021-07-15,41,64.0,,0.64,26.240000000000002
2021-07-16,50,64.0,,0.64,32.0
2021-07-17,13,64.0,,0.64,8.32
2021-07-18,8,64.0,,0.64,5.12
2021-07-19,52,64.0,,0.64,33.28
2021-07-20,100,64.0,,0.64,64.0
2021-07-21,62,64.0,,0.64,39.68
2021-07-22,60,64.0,,0.64,38.4
2021-07-23,42,64.0,,0.64,26.88
2021-07-24,11,64.0,,0.64,7.04
2021-07-25,9,64.0,,0.64,5.76
2021-07-26,42,64.0,,0.64,26.88
2021-07-27,37,64.0,,0.64,23.68
2021-07-28,38,64.0,,0.64,24.32
2021-07-29,33,64.0,,0.64,21.12
2021-07-30,35,64.0,,0.64,22.400000000000002
2021-07-31,7,64.0,,0.64,4.48
2021-08-01,8,53.0,False,0.53,4.24
2021-08-02,53,53.0,,0.53,28.09
2021-08-03,57,53.0,,0.53,30.21
2021-08-04,54,53.0,,0.53,28.62
2021-08-05,57,53.0,,0.53,30.21
2021-08-06,53,53.0,,0.53,28.09
2021-08-07,10,53.0,,0.53,5.300000000000001
2021-08-08,7,53.0,,0.53,3.71
2021-08-09,49,53.0,,0.53,25.970000000000002
2021-08-10,45,53.0,,0.53,23.85
2021-08-11,42,53.0,,0.53,22.26
2021-08-12,43,53.0,,0.53,22.790000000000003
2021-08-13,41,53.0,,0.53,21.73
2021-08-14,10,53.0,,0.53,5.300000000000001
2021-08-15,11,53.0,,0.53,5.83
2021-08-16,50,53.0,,0.53,26.5
2021-08-17,50,53.0,,0.53,26.5
2021-08-18,93,53.0,,0.53,49.29
2021-08-19,100,53.0,,0.53,53.0
2021-08-20,80,53.0,,0.53,42.400000000000006
2021-08-21,19,53.0,,0.53,10.07
2021-08-22,13,53.0,,0.53,6.890000000000001
2021-08-23,74,53.0,,0.53,39.22
2021-08-24,68,53.0,,0.53,36.04
2021-08-25,62,53.0,,0.53,32.86
2021-08-26,61,53.0,,0.53,32.33
2021-08-27,55,53.0,,0.53,29.150000000000002
2021-08-28,16,53.0,,0.53,8.48
2021-08-29,8,53.0,,0.53,4.24
2021-08-30,56,53.0,,0.53,29.68
2021-08-31,55,53.0,,0.53,29.150000000000002
2021-09-01,77,34.0,False,0.34,26.180000000000003
2021-09-02,89,34.0,,0.34,30.26
2021-09-03,100,34.0,,0.34,34.0
2021-09-04,23,34.0,,0.34,7.82
2021-09-05,20,34.0,,0.34,6.800000000000001
2021-09-06,13,34.0,,0.34,4.42
2021-09-07,93,34.0,,0.34,31.62
2021-09-08,82,34.0,,0.34,27.880000000000003
2021-09-09,78,34.0,,0.34,26.520000000000003
2021-09-10,75,34.0,,0.34,25.500000000000004
2021-09-11,22,34.0,,0.34,7.48
2021-09-12,10,34.0,,0.34,3.4000000000000004
2021-09-13,82,34.0,,0.34,27.880000000000003
2021-09-14,73,34.0,,0.34,24.82
2021-09-15,75,34.0,,0.34,25.500000000000004
2021-09-16,62,34.0,,0.34,21.080000000000002
2021-09-17,70,34.0,,0.34,23.8
2021-09-18,14,34.0,,0.34,4.760000000000001
2021-09-19,15,34.0,,0.34,5.1000000000000005
2021-09-20,85,34.0,,0.34,28.900000000000002
2021-09-21,88,34.0,,0.34,29.92
2021-09-22,71,34.0,,0.34,24.14
2021-09-23,91,34.0,,0.34,30.94
2021-09-24,75,34.0,,0.34,25.500000000000004
2021-09-25,21,34.0,,0.34,7.140000000000001
2021-09-26,12,34.0,,0.34,4.08
2021-09-27,59,34.0,,0.34,20.060000000000002
2021-09-28,83,34.0,,0.34,28.220000000000002
2021-09-29,90,34.0,,0.34,30.6
2021-09-30,76,34.0,,0.34,25.840000000000003
2021-10-01,46,35.0,False,0.35,16.099999999999998
2021-10-02,10,35.0,,0.35,3.5
2021-10-03,9,35.0,,0.35,3.15
2021-10-04,55,35.0,,0.35,19.25
2021-10-05,56,35.0,,0.35,19.599999999999998
2021-10-06,49,35.0,,0.35,17.15
2021-10-07,46,35.0,,0.35,16.099999999999998
2021-10-08,38,35.0,,0.35,13.299999999999999
2021-10-09,10,35.0,,0.35,3.5
2021-10-10,5,35.0,,0.35,1.75
2021-10-11,35,35.0,,0.35,12.25
2021-10-12,39,35.0,,0.35,13.649999999999999
2021-10-13,41,35.0,,0.35,14.35
2021-10-14,46,35.0,,0.35,16.099999999999998
2021-10-15,46,35.0,,0.35,16.099999999999998
2021-10-16,12,35.0,,0.35,4.199999999999999
2021-10-17,6,35.0,,0.35,2.0999999999999996
2021-10-18,45,35.0,,0.35,15.749999999999998
2021-10-19,48,35.0,,0.35,16.799999999999997
2021-10-20,48,35.0,,0.35,16.799999999999997
2021-10-21,52,35.0,,0.35,18.2
2021-10-22,53,35.0,,0.35,18.549999999999997
2021-10-23,11,35.0,,0.35,3.8499999999999996
2021-10-24,5,35.0,,0.35,1.75
2021-10-25,56,35.0,,0.35,19.599999999999998
2021-10-26,100,35.0,,0.35,35.0
2021-10-27,73,35.0,,0.35,25.549999999999997
2021-10-28,60,35.0,,0.35,21.0
2021-10-29,64,35.0,,0.35,22.4
2021-10-30,21,35.0,,0.35,7.35
2021-10-31,13,35.0,,0.35,4.55
2021-11-01,25,100.0,False,1.0,25.0
2021-11-02,29,100.0,,1.0,29.0
2021-11-03,31,100.0,,1.0,31.0
2021-11-04,73,100.0,,1.0,73.0
2021-11-05,61,100.0,,1.0,61.0
2021-11-06,11,100.0,,1.0,11.0
2021-11-07,7,100.0,,1.0,7.0
2021-11-08,40,100.0,,1.0,40.0
2021-11-09,58,100.0,,1.0,58.0
2021-11-10,43,100.0,,1.0,43.0
2021-11-11,43,100.0,,1.0,43.0
2021-11-12,40,100.0,,1.0,40.0
2021-11-13,13,100.0,,1.0,13.0
2021-11-14,7,100.0,,1.0,7.0
2021-11-15,40,100.0,,1.0,40.0
2021-11-16,42,100.0,,1.0,42.0
2021-11-17,68,100.0,,1.0,68.0
2021-11-18,100,100.0,,1.0,100.0
2021-11-19,59,100.0,,1.0,59.0
2021-11-20,16,100.0,,1.0,16.0
2021-11-21,9,100.0,,1.0,9.0
2021-11-22,44,100.0,,1.0,44.0
2021-11-23,49,100.0,,1.0,49.0
2021-11-24,37,100.0,,1.0,37.0
2021-11-25,10,100.0,,1.0,10.0
2021-11-26,32,100.0,,1.0,32.0
2021-11-27,9,100.0,,1.0,9.0
2021-11-28,7,100.0,,1.0,7.0
2021-11-29,39,100.0,,1.0,39.0
2021-11-30,39,100.0,,1.0,39.0
2021-12-01,77,76.0,False,0.76,58.52
2021-12-02,81,76.0,,0.76,61.56
2021-12-03,85,76.0,,0.76,64.6
2021-12-04,22,76.0,,0.76,16.72
2021-12-05,12,76.0,,0.76,9.120000000000001
2021-12-06,89,76.0,,0.76,67.64
2021-12-07,89,76.0,,0.76,67.64
2021-12-08,83,76.0,,0.76,63.08
2021-12-09,83,76.0,,0.76,63.08
2021-12-10,75,76.0,,0.76,57.0
2021-12-11,16,76.0,,0.76,12.16
2021-12-12,14,76.0,,0.76,10.64
2021-12-13,72,76.0,,0.76,54.72
2021-12-14,84,76.0,,0.76,63.84
2021-12-15,77,76.0,,0.76,58.52
2021-12-16,100,76.0,,0.76,76.0
2021-12-17,84,76.0,,0.76,63.84
2021-12-18,20,76.0,,0.76,15.2
2021-12-19,11,76.0,,0.76,8.36
2021-12-20,71,76.0,,0.76,53.96
2021-12-21,73,76.0,,0.76,55.480000000000004
2021-12-22,80,76.0,,0.76,60.8
2021-12-23,69,76.0,,0.76,52.44
2021-12-24,29,76.0,,0.76,22.04
2021-12-25,13,76.0,,0.76,9.88
2021-12-26,9,76.0,,0.76,6.84
2021-12-27,59,76.0,,0.76,44.84
2021-12-28,76,76.0,,0.76,57.76
2021-12-29,58,76.0,,0.76,44.08
2021-12-30,56,76.0,,0.76,42.56
2021-12-31,46,76.0,,0.76,34.96
