date,VC_unscaled,VC_monthly,isPartial,scale,VC
2021-04-11,78,63.0,,0.63,49.14
2021-04-12,77,63.0,,0.63,48.51
2021-04-13,71,63.0,,0.63,44.73
2021-04-14,76,63.0,,0.63,47.88
2021-04-15,71,63.0,,0.63,44.73
2021-04-16,57,63.0,,0.63,35.910000000000004
2021-04-17,68,63.0,,0.63,42.84
2021-04-18,66,63.0,,0.63,41.58
2021-04-19,60,63.0,,0.63,37.8
2021-04-20,69,63.0,,0.63,43.47
2021-04-21,65,63.0,,0.63,40.95
2021-04-22,63,63.0,,0.63,39.69
2021-04-23,62,63.0,,0.63,39.06
2021-04-24,55,63.0,,0.63,34.65
2021-04-25,58,63.0,,0.63,36.54
2021-04-26,57,63.0,,0.63,35.910000000000004
2021-04-27,67,63.0,,0.63,42.21
2021-04-28,64,63.0,,0.63,40.32
2021-04-29,66,63.0,,0.63,41.58
2021-04-30,58,63.0,,0.63,36.54
2021-05-01,80,49.0,False,0.49,39.2
2021-05-02,79,49.0,,0.49,38.71
2021-05-03,94,49.0,,0.49,46.06
2021-05-04,81,49.0,,0.49,39.69
2021-05-05,69,49.0,,0.49,33.81
2021-05-06,78,49.0,,0.49,38.22
2021-05-07,90,49.0,,0.49,44.1
2021-05-08,67,49.0,,0.49,32.83
2021-05-09,79,49.0,,0.49,38.71
2021-05-10,71,49.0,,0.49,34.79
2021-05-11,89,49.0,,0.49,43.61
2021-05-12,84,49.0,,0.49,41.16
2021-05-13,86,49.0,,0.49,42.14
2021-05-14,82,49.0,,0.49,40.18
2021-05-15,79,49.0,,0.49,38.71
2021-05-16,86,49.0,,0.49,42.14
2021-05-17,92,49.0,,0.49,45.08
2021-05-18,83,49.0,,0.49,40.67
2021-05-19,79,49.0,,0.49,38.71
2021-05-20,82,49.0,,0.49,40.18
2021-05-21,79,49.0,,0.49,38.71
2021-05-22,88,49.0,,0.49,43.12
2021-05-23,83,49.0,,0.49,40.67
2021-05-24,95,49.0,,0.49,46.55
2021-05-25,98,49.0,,0.49,48.019999999999996
2021-05-26,100,49.0,,0.49,49.0
2021-05-27,90,49.0,,0.49,44.1
2021-05-28,85,49.0,,0.49,41.65
2021-05-29,88,49.0,,0.49,43.12
2021-05-30,82,49.0,,0.49,40.18
2021-05-31,91,49.0,,0.49,44.589999999999996
2021-06-01,92,49.0,False,0.49,45.08
2021-06-02,95,49.0,,0.49,46.55
2021-06-03,84,49.0,,0.49,41.16
2021-06-04,77,49.0,,0.49,37.73
2021-06-05,95,49.0,,0.49,46.55
2021-06-06,72,49.0,,0.49,35.28
2021-06-07,86,49.0,,0.49,42.14
2021-06-08,100,49.0,,0.49,49.0
2021-06-09,91,49.0,,0.49,44.589999999999996
2021-06-10,76,49.0,,0.49,37.24
2021-06-11,83,49.0,,0.49,40.67
2021-06-12,66,49.0,,0.49,32.339999999999996
2021-06-13,68,49.0,,0.49,33.32
2021-06-14,73,49.0,,0.49,35.769999999999996
2021-06-15,89,49.0,,0.49,43.61
2021-06-16,81,49.0,,0.49,39.69
2021-06-17,86,49.0,,0.49,42.14
2021-06-18,86,49.0,,0.49,42.14
2021-06-19,75,49.0,,0.49,36.75
2021-06-20,66,49.0,,0.49,32.339999999999996
2021-06-21,84,49.0,,0.49,41.16
2021-06-22,96,49.0,,0.49,47.04
2021-06-23,92,49.0,,0.49,45.08
2021-06-24,80,49.0,,0.49,39.2
2021-06-25,84,49.0,,0.49,41.16
2021-06-26,70,49.0,,0.49,34.3
2021-06-27,77,49.0,,0.49,37.73
2021-06-28,79,49.0,,0.49,38.71
2021-06-29,86,49.0,,0.49,42.14
2021-06-30,94,49.0,,0.49,46.06
2021-07-01,75,49.0,False,0.49,36.75
2021-07-02,79,49.0,,0.49,38.71
2021-07-03,82,49.0,,0.49,40.18
2021-07-04,76,49.0,,0.49,37.24
2021-07-05,68,49.0,,0.49,33.32
2021-07-06,100,49.0,,0.49,49.0
2021-07-07,87,49.0,,0.49,42.63
2021-07-08,90,49.0,,0.49,44.1
2021-07-09,92,49.0,,0.49,45.08
2021-07-10,75,49.0,,0.49,36.75
2021-07-11,79,49.0,,0.49,38.71
2021-07-12,94,49.0,,0.49,46.06
2021-07-13,75,49.0,,0.49,36.75
2021-07-14,83,49.0,,0.49,40.67
2021-07-15,96,49.0,,0.49,47.04
2021-07-16,93,49.0,,0.49,45.57
2021-07-17,87,49.0,,0.49,42.63
2021-07-18,82,49.0,,0.49,40.18
2021-07-19,73,49.0,,0.49,35.769999999999996
2021-07-20,82,49.0,,0.49,40.18
2021-07-21,100,49.0,,0.49,49.0
2021-07-22,83,49.0,,0.49,40.67
2021-07-23,93,49.0,,0.49,45.57
2021-07-24,82,49.0,,0.49,40.18
2021-07-25,78,49.0,,0.49,38.22
2021-07-26,92,49.0,,0.49,45.08
2021-07-27,88,49.0,,0.49,43.12
2021-07-28,83,49.0,,0.49,40.67
2021-07-29,89,49.0,,0.49,43.61
2021-07-30,95,49.0,,0.49,46.55
2021-07-31,74,49.0,,0.49,36.26
2021-08-01,70,45.0,False,0.45,31.5
2021-08-02,85,45.0,,0.45,38.25
2021-08-03,80,45.0,,0.45,36.0
2021-08-04,87,45.0,,0.45,39.15
2021-08-05,85,45.0,,0.45,38.25
2021-08-06,97,45.0,,0.45,43.65
2021-08-07,84,45.0,,0.45,37.800000000000004
2021-08-08,72,45.0,,0.45,32.4
2021-08-09,81,45.0,,0.45,36.45
2021-08-10,70,45.0,,0.45,31.5
2021-08-11,75,45.0,,0.45,33.75
2021-08-12,84,45.0,,0.45,37.800000000000004
2021-08-13,69,45.0,,0.45,31.05
2021-08-14,68,45.0,,0.45,30.6
2021-08-15,73,45.0,,0.45,32.85
2021-08-16,70,45.0,,0.45,31.5
2021-08-17,95,45.0,,0.45,42.75
2021-08-18,80,45.0,,0.45,36.0
2021-08-19,100,45.0,,0.45,45.0
2021-08-20,81,45.0,,0.45,36.45
2021-08-21,63,45.0,,0.45,28.35
2021-08-22,76,45.0,,0.45,34.2
2021-08-23,77,45.0,,0.45,34.65
2021-08-24,90,45.0,,0.45,40.5
2021-08-25,65,45.0,,0.45,29.25
2021-08-26,73,45.0,,0.45,32.85
2021-08-27,86,45.0,,0.45,38.7
2021-08-28,61,45.0,,0.45,27.45
2021-08-29,74,45.0,,0.45,33.300000000000004
2021-08-30,80,45.0,,0.45,36.0
2021-08-31,86,45.0,,0.45,38.7
2021-09-01,30,73.0,False,0.73,21.9
2021-09-02,30,73.0,,0.73,21.9
2021-09-03,22,73.0,,0.73,16.06
2021-09-04,24,73.0,,0.73,17.52
2021-09-05,31,73.0,,0.73,22.63
2021-09-06,27,73.0,,0.73,19.71
2021-09-07,29,73.0,,0.73,21.169999999999998
2021-09-08,37,73.0,,0.73,27.009999999999998
2021-09-09,49,73.0,,0.73,35.769999999999996
2021-09-10,100,73.0,,0.73,73.0
2021-09-11,82,73.0,,0.73,59.86
2021-09-12,69,73.0,,0.73,50.37
2021-09-13,63,73.0,,0.73,45.99
2021-09-14,60,73.0,,0.73,43.8
2021-09-15,58,73.0,,0.73,42.339999999999996
2021-09-16,61,73.0,,0.73,44.53
2021-09-17,58,73.0,,0.73,42.339999999999996
2021-09-18,53,73.0,,0.73,38.69
2021-09-19,50,73.0,,0.73,36.5
2021-09-20,42,73.0,,0.73,30.66
2021-09-21,43,73.0,,0.73,31.39
2021-09-22,41,73.0,,0.73,29.93
2021-09-23,43,73.0,,0.73,31.39
2021-09-24,38,73.0,,0.73,27.74
2021-09-25,44,73.0,,0.73,32.12
2021-09-26,39,73.0,,0.73,28.47
2021-09-27,49,73.0,,0.73,35.769999999999996
2021-09-28,46,73.0,,0.73,33.58
2021-09-29,45,73.0,,0.73,32.85
2021-09-30,37,73.0,,0.73,27.009999999999998
2021-10-01,96,50.0,False,0.5,48.0
2021-10-02,79,50.0,,0.5,39.5
2021-10-03,86,50.0,,0.5,43.0
2021-10-04,84,50.0,,0.5,42.0
2021-10-05,100,50.0,,0.5,50.0
2021-10-06,93,50.0,,0.5,46.5
2021-10-07,84,50.0,,0.5,42.0
2021-10-08,89,50.0,,0.5,44.5
2021-10-09,98,50.0,,0.5,49.0
2021-10-10,81,50.0,,0.5,40.5
2021-10-11,80,50.0,,0.5,40.0
2021-10-12,90,50.0,,0.5,45.0
2021-10-13,92,50.0,,0.5,46.0
2021-10-14,92,50.0,,0.5,46.0
2021-10-15,99,50.0,,0.5,49.5
2021-10-16,74,50.0,,0.5,37.0
2021-10-17,83,50.0,,0.5,41.5
2021-10-18,81,50.0,,0.5,40.5
2021-10-19,89,50.0,,0.5,44.5
2021-10-20,92,50.0,,0.5,46.0
2021-10-21,76,50.0,,0.5,38.0
2021-10-22,88,50.0,,0.5,44.0
2021-10-23,83,50.0,,0.5,41.5
2021-10-24,79,50.0,,0.5,39.5
2021-10-25,80,50.0,,0.5,40.0
2021-10-26,79,50.0,,0.5,39.5
2021-10-27,83,50.0,,0.5,41.5
2021-10-28,81,50.0,,0.5,40.5
2021-10-29,85,50.0,,0.5,42.5
2021-10-30,86,50.0,,0.5,43.0
2021-10-31,79,50.0,,0.5,39.5
2021-11-01,49,55.0,False,0.55,26.950000000000003
2021-11-02,60,55.0,,0.55,33.0
2021-11-03,52,55.0,,0.55,28.6
2021-11-04,57,55.0,,0.55,31.35
2021-11-05,48,55.0,,0.55,26.400000000000002
2021-11-06,45,55.0,,0.55,24.750000000000004
2021-11-07,44,55.0,,0.55,24.200000000000003
2021-11-08,49,55.0,,0.55,26.950000000000003
2021-11-09,54,55.0,,0.55,29.700000000000003
2021-11-10,57,55.0,,0.55,31.35
2021-11-11,66,55.0,,0.55,36.300000000000004
2021-11-12,65,55.0,,0.55,35.75
2021-11-13,62,55.0,,0.55,34.1
2021-11-14,60,55.0,,0.55,33.0
2021-11-15,60,55.0,,0.55,33.0
2021-11-16,59,55.0,,0.55,32.45
2021-11-17,57,55.0,,0.55,31.35
2021-11-18,55,55.0,,0.55,30.250000000000004
2021-11-19,43,55.0,,0.55,23.650000000000002
2021-11-20,51,55.0,,0.55,28.05
2021-11-21,58,55.0,,0.55,31.900000000000002
2021-11-22,49,55.0,,0.55,26.950000000000003
2021-11-23,67,55.0,,0.55,36.85
2021-11-24,67,55.0,,0.55,36.85
2021-11-25,67,55.0,,0.55,36.85
2021-11-26,62,55.0,,0.55,34.1
2021-11-27,67,55.0,,0.55,36.85
2021-11-28,100,55.0,,0.55,55.00000000000001
2021-11-29,83,55.0,,0.55,45.650000000000006
2021-11-30,62,55.0,,0.55,34.1
2021-12-01,82,54.0,False,0.54,44.28
2021-12-02,80,54.0,,0.54,43.2
2021-12-03,93,54.0,,0.54,50.220000000000006
2021-12-04,79,54.0,,0.54,42.660000000000004
2021-12-05,79,54.0,,0.54,42.660000000000004
2021-12-06,82,54.0,,0.54,44.28
2021-12-07,85,54.0,,0.54,45.900000000000006
2021-12-08,78,54.0,,0.54,42.120000000000005
2021-12-09,83,54.0,,0.54,44.82
2021-12-10,80,54.0,,0.54,43.2
2021-12-11,76,54.0,,0.54,41.040000000000006
2021-12-12,75,54.0,,0.54,40.5
2021-12-13,79,54.0,,0.54,42.660000000000004
2021-12-14,74,54.0,,0.54,39.96
2021-12-15,77,54.0,,0.54,41.580000000000005
2021-12-16,59,54.0,,0.54,31.860000000000003
2021-12-17,85,54.0,,0.54,45.900000000000006
2021-12-18,73,54.0,,0.54,39.42
2021-12-19,72,54.0,,0.54,38.88
2021-12-20,74,54.0,,0.54,39.96
2021-12-21,88,54.0,,0.54,47.52
2021-12-22,82,54.0,,0.54,44.28
2021-12-23,100,54.0,,0.54,54.0
2021-12-24,81,54.0,,0.54,43.74
2021-12-25,84,54.0,,0.54,45.36
2021-12-26,99,54.0,,0.54,53.46
2021-12-27,89,54.0,,0.54,48.06
2021-12-28,92,54.0,,0.54,49.68000000000001
2021-12-29,84,54.0,,0.54,45.36
2021-12-30,84,54.0,,0.54,45.36
2021-12-31,81,54.0,,0.54,43.74
