date,GE_unscaled,GE_monthly,isPartial,scale,GE
2021-05-11,97,77.0,,0.77,74.69
2021-05-12,92,77.0,,0.77,70.84
2021-05-13,87,77.0,,0.77,66.99
2021-05-14,87,77.0,,0.77,66.99
2021-05-15,78,77.0,,0.77,60.06
2021-05-16,78,77.0,,0.77,60.06
2021-05-17,87,77.0,,0.77,66.99
2021-05-18,87,77.0,,0.77,66.99
2021-05-19,95,77.0,,0.77,73.15
2021-05-20,94,77.0,,0.77,72.38
2021-05-21,92,77.0,,0.77,70.84
2021-05-22,78,77.0,,0.77,60.06
2021-05-23,80,77.0,,0.77,61.6
2021-05-24,97,77.0,,0.77,74.69
2021-05-25,96,77.0,,0.77,73.92
2021-05-26,100,77.0,,0.77,77.0
2021-05-27,100,77.0,,0.77,77.0
2021-05-28,100,77.0,,0.77,77.0
2021-05-29,89,77.0,,0.77,68.53
2021-05-30,84,77.0,,0.77,64.68
2021-05-31,85,77.0,,0.77,65.45
2021-06-01,87,77.0,False,0.77,66.99
2021-06-02,86,77.0,,0.77,66.22
2021-06-03,90,77.0,,0.77,69.3
2021-06-04,80,77.0,,0.77,61.6
2021-06-05,74,77.0,,0.77,56.980000000000004
2021-06-06,73,77.0,,0.77,56.21
2021-06-07,87,77.0,,0.77,66.99
2021-06-08,95,77.0,,0.77,73.15
2021-06-09,88,77.0,,0.77,67.76
2021-06-10,85,77.0,,0.77,65.45
2021-06-11,82,77.0,,0.77,63.14
2021-06-12,68,77.0,,0.77,52.36
2021-06-13,74,77.0,,0.77,56.980000000000004
2021-06-14,87,77.0,,0.77,66.99
2021-06-15,79,77.0,,0.77,60.83
2021-06-16,89,77.0,,0.77,68.53
2021-06-17,79,77.0,,0.77,60.83
2021-06-18,80,77.0,,0.77,61.6
2021-06-19,74,77.0,,0.77,56.980000000000004
2021-06-20,71,77.0,,0.77,54.67
2021-06-21,86,77.0,,0.77,66.22
2021-06-22,95,77.0,,0.77,73.15
2021-06-23,92,77.0,,0.77,70.84
2021-06-24,90,77.0,,0.77,69.3
2021-06-25,78,77.0,,0.77,60.06
2021-06-26,70,77.0,,0.77,53.9
2021-06-27,73,77.0,,0.77,56.21
2021-06-28,91,77.0,,0.77,70.07000000000001
2021-06-29,100,77.0,,0.77,77.0
2021-06-30,99,77.0,,0.77,76.23
2021-07-01,91,76.0,False,0.76,69.16
2021-07-02,93,76.0,,0.76,70.68
2021-07-03,76,76.0,,0.76,57.76
2021-07-04,66,76.0,,0.76,50.160000000000004
2021-07-05,74,76.0,,0.76,56.24
2021-07-06,86,76.0,,0.76,65.36
2021-07-07,91,76.0,,0.76,69.16
2021-07-08,86,76.0,,0.76,65.36
2021-07-09,84,76.0,,0.76,63.84
2021-07-10,73,76.0,,0.76,55.480000000000004
2021-07-11,77,76.0,,0.76,58.52
2021-07-12,94,76.0,,0.76,71.44
2021-07-13,89,76.0,,0.76,67.64
2021-07-14,88,76.0,,0.76,66.88
2021-07-15,85,76.0,,0.76,64.6
2021-07-16,79,76.0,,0.76,60.04
2021-07-17,74,76.0,,0.76,56.24
2021-07-18,76,76.0,,0.76,57.76
2021-07-19,85,76.0,,0.76,64.6
2021-07-20,89,76.0,,0.76,67.64
2021-07-21,94,76.0,,0.76,71.44
2021-07-22,83,76.0,,0.76,63.08
2021-07-23,80,76.0,,0.76,60.8
2021-07-24,72,76.0,,0.76,54.72
2021-07-25,65,76.0,,0.76,49.4
2021-07-26,86,76.0,,0.76,65.36
2021-07-27,100,76.0,,0.76,76.0
2021-07-28,92,76.0,,0.76,69.92
2021-07-29,86,76.0,,0.76,65.36
2021-07-30,78,76.0,,0.76,59.28
2021-07-31,78,76.0,,0.76,59.28
2021-08-01,56,80.0,False,0.8,44.800000000000004
2021-08-02,100,80.0,,0.8,80.0
2021-08-03,82,80.0,,0.8,65.60000000000001
2021-08-04,66,80.0,,0.8,52.800000000000004
2021-08-05,69,80.0,,0.8,55.2
2021-08-06,63,80.0,,0.8,50.400000000000006
2021-08-07,56,80.0,,0.8,44.800000000000004
2021-08-08,54,80.0,,0.8,43.2
2021-08-09,67,80.0,,0.8,53.6
2021-08-10,65,80.0,,0.8,52.0
2021-08-11,71,80.0,,0.8,56.800000000000004
2021-08-12,64,80.0,,0.8,51.2
2021-08-13,60,80.0,,0.8,48.0
2021-08-14,56,80.0,,0.8,44.800000000000004
2021-08-15,57,80.0,,0.8,45.6
2021-08-16,62,80.0,,0.8,49.6
2021-08-17,65,80.0,,0.8,52.0
2021-08-18,66,80.0,,0.8,52.800000000000004
2021-08-19,60,80.0,,0.8,48.0
2021-08-20,59,80.0,,0.8,47.2
2021-08-21,56,80.0,,0.8,44.800000000000004
2021-08-22,56,80.0,,0.8,44.800000000000004
2021-08-23,67,80.0,,0.8,53.6
2021-08-24,66,80.0,,0.8,52.800000000000004
2021-08-25,65,80.0,,0.8,52.0
2021-08-26,63,80.0,,0.8,50.400000000000006
2021-08-27,62,80.0,,0.8,49.6
2021-08-28,59,80.0,,0.8,47.2
2021-08-29,55,80.0,,0.8,44.0
2021-08-30,66,80.0,,0.8,52.800000000000004
2021-08-31,68,80.0,,0.8,54.400000000000006
2021-09-01,98,71.0,False,0.71,69.58
2021-09-02,93,71.0,,0.71,66.03
2021-09-03,98,71.0,,0.71,69.58
2021-09-04,81,71.0,,0.71,57.51
2021-09-05,90,71.0,,0.71,63.9
2021-09-06,93,71.0,,0.71,66.03
2021-09-07,100,71.0,,0.71,71.0
2021-09-08,100,71.0,,0.71,71.0
2021-09-09,99,71.0,,0.71,70.28999999999999
2021-09-10,91,71.0,,0.71,64.61
2021-09-11,78,71.0,,0.71,55.379999999999995
2021-09-12,77,71.0,,0.71,54.669999999999995
2021-09-13,92,71.0,,0.71,65.32
2021-09-14,95,71.0,,0.71,67.45
2021-09-15,99,71.0,,0.71,70.28999999999999
2021-09-16,93,71.0,,0.71,66.03
2021-09-17,88,71.0,,0.71,62.48
2021-09-18,79,71.0,,0.71,56.089999999999996
2021-09-19,84,71.0,,0.71,59.64
2021-09-20,94,71.0,,0.71,66.74
2021-09-21,96,71.0,,0.71,68.16
2021-09-22,93,71.0,,0.71,66.03
2021-09-23,97,71.0,,0.71,68.86999999999999
2021-09-24,89,71.0,,0.71,63.19
2021-09-25,78,71.0,,0.71,55.379999999999995
2021-09-26,75,71.0,,0.71,53.25
2021-09-27,92,71.0,,0.71,65.32
2021-09-28,94,71.0,,0.71,66.74
2021-09-29,96,71.0,,0.71,68.16
2021-09-30,98,71.0,,0.71,69.58
2021-10-01,88,73.0,False,0.73,64.24
2021-10-02,72,73.0,,0.73,52.56
2021-10-03,68,73.0,,0.73,49.64
2021-10-04,82,73.0,,0.73,59.86
2021-10-05,86,73.0,,0.73,62.78
2021-10-06,84,73.0,,0.73,61.32
2021-10-07,87,73.0,,0.73,63.51
2021-10-08,81,73.0,,0.73,59.129999999999995
2021-10-09,72,73.0,,0.73,52.56
2021-10-10,76,73.0,,0.73,55.48
2021-10-11,86,73.0,,0.73,62.78
2021-10-12,83,73.0,,0.73,60.589999999999996
2021-10-13,85,73.0,,0.73,62.05
2021-10-14,84,73.0,,0.73,61.32
2021-10-15,86,73.0,,0.73,62.78
2021-10-16,67,73.0,,0.73,48.91
2021-10-17,71,73.0,,0.73,51.83
2021-10-18,79,73.0,,0.73,57.67
2021-10-19,89,73.0,,0.73,64.97
2021-10-20,87,73.0,,0.73,63.51
2021-10-21,88,73.0,,0.73,64.24
2021-10-22,86,73.0,,0.73,62.78
2021-10-23,75,73.0,,0.73,54.75
2021-10-24,71,73.0,,0.73,51.83
2021-10-25,89,73.0,,0.73,64.97
2021-10-26,100,73.0,,0.73,73.0
2021-10-27,90,73.0,,0.73,65.7
2021-10-28,85,73.0,,0.73,62.05
2021-10-29,86,73.0,,0.73,62.78
2021-10-30,83,73.0,,0.73,60.589999999999996
2021-10-31,72,73.0,,0.73,52.56
2021-11-01,53,86.0,False,0.86,45.58
2021-11-02,53,86.0,,0.86,45.58
2021-11-03,51,86.0,,0.86,43.86
2021-11-04,55,86.0,,0.86,47.3
2021-11-05,49,86.0,,0.86,42.14
2021-11-06,48,86.0,,0.86,41.28
2021-11-07,49,86.0,,0.86,42.14
2021-11-08,54,86.0,,0.86,46.44
2021-11-09,100,86.0,,0.86,86.0
2021-11-10,80,86.0,,0.86,68.8
2021-11-11,61,86.0,,0.86,52.46
2021-11-12,60,86.0,,0.86,51.6
2021-11-13,51,86.0,,0.86,43.86
2021-11-14,54,86.0,,0.86,46.44
2021-11-15,62,86.0,,0.86,53.32
2021-11-16,58,86.0,,0.86,49.88
2021-11-17,60,86.0,,0.86,51.6
2021-11-18,54,86.0,,0.86,46.44
2021-11-19,54,86.0,,0.86,46.44
2021-11-20,51,86.0,,0.86,43.86
2021-11-21,50,86.0,,0.86,43.0
2021-11-22,57,86.0,,0.86,49.019999999999996
2021-11-23,56,86.0,,0.86,48.16
2021-11-24,59,86.0,,0.86,50.74
2021-11-25,52,86.0,,0.86,44.72
2021-11-26,62,86.0,,0.86,53.32
2021-11-27,56,86.0,,0.86,48.16
2021-11-28,55,86.0,,0.86,47.3
2021-11-29,61,86.0,,0.86,52.46
2021-11-30,57,86.0,,0.86,49.019999999999996
2021-12-01,97,73.0,False,0.73,70.81
2021-12-02,90,73.0,,0.73,65.7
2021-12-03,93,73.0,,0.73,67.89
2021-12-04,91,73.0,,0.73,66.42999999999999
2021-12-05,91,73.0,,0.73,66.42999999999999
2021-12-06,100,73.0,,0.73,73.0
2021-12-07,94,73.0,,0.73,68.62
2021-12-08,93,73.0,,0.73,67.89
2021-12-09,88,73.0,,0.73,64.24
2021-12-10,89,73.0,,0.73,64.97
2021-12-11,86,73.0,,0.73,62.78
2021-12-12,81,73.0,,0.73,59.129999999999995
2021-12-13,89,73.0,,0.73,64.97
2021-12-14,89,73.0,,0.73,64.97
2021-12-15,90,73.0,,0.73,65.7
2021-12-16,89,73.0,,0.73,64.97
2021-12-17,85,73.0,,0.73,62.05
2021-12-18,84,73.0,,0.73,61.32
2021-12-19,77,73.0,,0.73,56.21
2021-12-20,87,73.0,,0.73,63.51
2021-12-21,89,73.0,,0.73,64.97
2021-12-22,90,73.0,,0.73,65.7
2021-12-23,90,73.0,,0.73,65.7
2021-12-24,74,73.0,,0.73,54.019999999999996
2021-12-25,65,73.0,,0.73,47.449999999999996
2021-12-26,79,73.0,,0.73,57.67
2021-12-27,94,73.0,,0.73,68.62
2021-12-28,96,73.0,,0.73,70.08
2021-12-29,89,73.0,,0.73,64.97
2021-12-30,86,73.0,,0.73,62.78
2021-12-31,92,73.0,,0.73,67.16
