date,BE_unscaled,BE_monthly,isPartial,scale,BE
2021-04-20,96,86.0,,0.86,82.56
2021-04-21,94,86.0,,0.86,80.84
2021-04-22,96,86.0,,0.86,82.56
2021-04-23,93,86.0,,0.86,79.98
2021-04-24,78,86.0,,0.86,67.08
2021-04-25,88,86.0,,0.86,75.67999999999999
2021-04-26,98,86.0,,0.86,84.28
2021-04-27,100,86.0,,0.86,86.0
2021-04-28,95,86.0,,0.86,81.7
2021-04-29,94,86.0,,0.86,80.84
2021-04-30,89,86.0,,0.86,76.53999999999999
2021-05-01,73,82.0,False,0.82,59.86
2021-05-02,70,82.0,,0.82,57.4
2021-05-03,85,82.0,,0.82,69.7
2021-05-04,100,82.0,,0.82,82.0
2021-05-05,86,82.0,,0.82,70.52
2021-05-06,84,82.0,,0.82,68.88
2021-05-07,79,82.0,,0.82,64.78
2021-05-08,70,82.0,,0.82,57.4
2021-05-09,70,82.0,,0.82,57.4
2021-05-10,84,82.0,,0.82,68.88
2021-05-11,85,82.0,,0.82,69.7
2021-05-12,83,82.0,,0.82,68.06
2021-05-13,81,82.0,,0.82,66.42
2021-05-14,78,82.0,,0.82,63.959999999999994
2021-05-15,72,82.0,,0.82,59.04
2021-05-16,72,82.0,,0.82,59.04
2021-05-17,82,82.0,,0.82,67.24
2021-05-18,82,82.0,,0.82,67.24
2021-05-19,77,82.0,,0.82,63.13999999999999
2021-05-20,80,82.0,,0.82,65.6
2021-05-21,74,82.0,,0.82,60.68
2021-05-22,67,82.0,,0.82,54.94
2021-05-23,68,82.0,,0.82,55.76
2021-05-24,81,82.0,,0.82,66.42
2021-05-25,80,82.0,,0.82,65.6
2021-05-26,76,82.0,,0.82,62.31999999999999
2021-05-27,74,82.0,,0.82,60.68
2021-05-28,72,82.0,,0.82,59.04
2021-05-29,66,82.0,,0.82,54.12
2021-05-30,65,82.0,,0.82,53.3
2021-05-31,70,82.0,,0.82,57.4
2021-06-01,96,79.0,False,0.79,75.84
2021-06-02,96,79.0,,0.79,75.84
2021-06-03,96,79.0,,0.79,75.84
2021-06-04,94,79.0,,0.79,74.26
2021-06-05,90,79.0,,0.79,71.10000000000001
2021-06-06,88,79.0,,0.79,69.52000000000001
2021-06-07,97,79.0,,0.79,76.63000000000001
2021-06-08,97,79.0,,0.79,76.63000000000001
2021-06-09,100,79.0,,0.79,79.0
2021-06-10,100,79.0,,0.79,79.0
2021-06-11,97,79.0,,0.79,76.63000000000001
2021-06-12,88,79.0,,0.79,69.52000000000001
2021-06-13,92,79.0,,0.79,72.68
2021-06-14,95,79.0,,0.79,75.05
2021-06-15,96,79.0,,0.79,75.84
2021-06-16,97,79.0,,0.79,76.63000000000001
2021-06-17,98,79.0,,0.79,77.42
2021-06-18,93,79.0,,0.79,73.47
2021-06-19,89,79.0,,0.79,70.31
2021-06-20,93,79.0,,0.79,73.47
2021-06-21,92,79.0,,0.79,72.68
2021-06-22,95,79.0,,0.79,75.05
2021-06-23,95,79.0,,0.79,75.05
2021-06-24,96,79.0,,0.79,75.84
2021-06-25,92,79.0,,0.79,72.68
2021-06-26,92,79.0,,0.79,72.68
2021-06-27,94,79.0,,0.79,74.26
2021-06-28,97,79.0,,0.79,76.63000000000001
2021-06-29,96,79.0,,0.79,75.84
2021-06-30,90,79.0,,0.79,71.10000000000001
2021-07-01,95,78.0,False,0.78,74.10000000000001
2021-07-02,91,78.0,,0.78,70.98
2021-07-03,91,78.0,,0.78,70.98
2021-07-04,94,78.0,,0.78,73.32000000000001
2021-07-05,97,78.0,,0.78,75.66
2021-07-06,93,78.0,,0.78,72.54
2021-07-07,94,78.0,,0.78,73.32000000000001
2021-07-08,97,78.0,,0.78,75.66
2021-07-09,94,78.0,,0.78,73.32000000000001
2021-07-10,92,78.0,,0.78,71.76
2021-07-11,92,78.0,,0.78,71.76
2021-07-12,96,78.0,,0.78,74.88
2021-07-13,99,78.0,,0.78,77.22
2021-07-14,99,78.0,,0.78,77.22
2021-07-15,99,78.0,,0.78,77.22
2021-07-16,92,78.0,,0.78,71.76
2021-07-17,90,78.0,,0.78,70.2
2021-07-18,92,78.0,,0.78,71.76
2021-07-19,95,78.0,,0.78,74.10000000000001
2021-07-20,96,78.0,,0.78,74.88
2021-07-21,93,78.0,,0.78,72.54
2021-07-22,97,78.0,,0.78,75.66
2021-07-23,94,78.0,,0.78,73.32000000000001
2021-07-24,91,78.0,,0.78,70.98
2021-07-25,96,78.0,,0.78,74.88
2021-07-26,97,78.0,,0.78,75.66
2021-07-27,100,78.0,,0.78,78.0
2021-07-28,97,78.0,,0.78,75.66
2021-07-29,95,78.0,,0.78,74.10000000000001
2021-07-30,91,78.0,,0.78,70.98
2021-07-31,90,78.0,,0.78,70.2
2021-08-01,90,76.0,False,0.76,68.4
2021-08-02,91,76.0,,0.76,69.16
2021-08-03,92,76.0,,0.76,69.92
2021-08-04,94,76.0,,0.76,71.44
2021-08-05,92,76.0,,0.76,69.92
2021-08-06,90,76.0,,0.76,68.4
2021-08-07,86,76.0,,0.76,65.36
2021-08-08,88,76.0,,0.76,66.88
2021-08-09,91,76.0,,0.76,69.16
2021-08-10,94,76.0,,0.76,71.44
2021-08-11,89,76.0,,0.76,67.64
2021-08-12,94,76.0,,0.76,71.44
2021-08-13,94,76.0,,0.76,71.44
2021-08-14,90,76.0,,0.76,68.4
2021-08-15,91,76.0,,0.76,69.16
2021-08-16,91,76.0,,0.76,69.16
2021-08-17,91,76.0,,0.76,69.16
2021-08-18,95,76.0,,0.76,72.2
2021-08-19,93,76.0,,0.76,70.68
2021-08-20,91,76.0,,0.76,69.16
2021-08-21,88,76.0,,0.76,66.88
2021-08-22,91,76.0,,0.76,69.16
2021-08-23,95,76.0,,0.76,72.2
2021-08-24,100,76.0,,0.76,76.0
2021-08-25,97,76.0,,0.76,73.72
2021-08-26,100,76.0,,0.76,76.0
2021-08-27,93,76.0,,0.76,70.68
2021-08-28,92,76.0,,0.76,69.92
2021-08-29,94,76.0,,0.76,71.44
2021-08-30,98,76.0,,0.76,74.48
2021-08-31,99,76.0,,0.76,75.24
2021-09-01,89,85.0,False,0.85,75.64999999999999
2021-09-02,90,85.0,,0.85,76.5
2021-09-03,88,85.0,,0.85,74.8
2021-09-04,83,85.0,,0.85,70.55
2021-09-05,85,85.0,,0.85,72.25
2021-09-06,90,85.0,,0.85,76.5
2021-09-07,91,85.0,,0.85,77.35
2021-09-08,93,85.0,,0.85,79.05
2021-09-09,95,85.0,,0.85,80.75
2021-09-10,93,85.0,,0.85,79.05
2021-09-11,87,85.0,,0.85,73.95
2021-09-12,90,85.0,,0.85,76.5
2021-09-13,99,85.0,,0.85,84.14999999999999
2021-09-14,98,85.0,,0.85,83.3
2021-09-15,96,85.0,,0.85,81.6
2021-09-16,98,85.0,,0.85,83.3
2021-09-17,95,85.0,,0.85,80.75
2021-09-18,82,85.0,,0.85,69.7
2021-09-19,90,85.0,,0.85,76.5
2021-09-20,96,85.0,,0.85,81.6
2021-09-21,99,85.0,,0.85,84.14999999999999
2021-09-22,96,85.0,,0.85,81.6
2021-09-23,97,85.0,,0.85,82.45
2021-09-24,94,85.0,,0.85,79.89999999999999
2021-09-25,83,85.0,,0.85,70.55
2021-09-26,88,85.0,,0.85,74.8
2021-09-27,98,85.0,,0.85,83.3
2021-09-28,99,85.0,,0.85,84.14999999999999
2021-09-29,100,85.0,,0.85,85.0
2021-09-30,98,85.0,,0.85,83.3
2021-10-01,92,86.0,False,0.86,79.12
2021-10-02,76,86.0,,0.86,65.36
2021-10-03,81,86.0,,0.86,69.66
2021-10-04,100,86.0,,0.86,86.0
2021-10-05,94,86.0,,0.86,80.84
2021-10-06,90,86.0,,0.86,77.4
2021-10-07,90,86.0,,0.86,77.4
2021-10-08,86,86.0,,0.86,73.96
2021-10-09,75,86.0,,0.86,64.5
2021-10-10,77,86.0,,0.86,66.22
2021-10-11,86,86.0,,0.86,73.96
2021-10-12,90,86.0,,0.86,77.4
2021-10-13,89,86.0,,0.86,76.53999999999999
2021-10-14,89,86.0,,0.86,76.53999999999999
2021-10-15,84,86.0,,0.86,72.24
2021-10-16,77,86.0,,0.86,66.22
2021-10-17,78,86.0,,0.86,67.08
2021-10-18,88,86.0,,0.86,75.67999999999999
2021-10-19,88,86.0,,0.86,75.67999999999999
2021-10-20,88,86.0,,0.86,75.67999999999999
2021-10-21,88,86.0,,0.86,75.67999999999999
2021-10-22,83,86.0,,0.86,71.38
2021-10-23,75,86.0,,0.86,64.5
2021-10-24,78,86.0,,0.86,67.08
2021-10-25,90,86.0,,0.86,77.4
2021-10-26,89,86.0,,0.86,76.53999999999999
2021-10-27,87,86.0,,0.86,74.82
2021-10-28,89,86.0,,0.86,76.53999999999999
2021-10-29,85,86.0,,0.86,73.1
2021-10-30,77,86.0,,0.86,66.22
2021-10-31,81,86.0,,0.86,69.66
2021-11-01,89,87.0,False,0.87,77.42999999999999
2021-11-02,96,87.0,,0.87,83.52
2021-11-03,92,87.0,,0.87,80.04
2021-11-04,97,87.0,,0.87,84.39
2021-11-05,89,87.0,,0.87,77.42999999999999
2021-11-06,80,87.0,,0.87,69.6
2021-11-07,86,87.0,,0.87,74.82
2021-11-08,100,87.0,,0.87,87.0
2021-11-09,96,87.0,,0.87,83.52
2021-11-10,96,87.0,,0.87,83.52
2021-11-11,97,87.0,,0.87,84.39
2021-11-12,92,87.0,,0.87,80.04
2021-11-13,81,87.0,,0.87,70.47
2021-11-14,89,87.0,,0.87,77.42999999999999
2021-11-15,95,87.0,,0.87,82.65
2021-11-16,99,87.0,,0.87,86.13
2021-11-17,95,87.0,,0.87,82.65
2021-11-18,97,87.0,,0.87,84.39
2021-11-19,91,87.0,,0.87,79.17
2021-11-20,80,87.0,,0.87,69.6
2021-11-21,80,87.0,,0.87,69.6
2021-11-22,88,87.0,,0.87,76.56
2021-11-23,90,87.0,,0.87,78.3
2021-11-24,84,87.0,,0.87,73.08
2021-11-25,84,87.0,,0.87,73.08
2021-11-26,70,87.0,,0.87,60.9
2021-11-27,74,87.0,,0.87,64.38
2021-11-28,83,87.0,,0.87,72.21
2021-11-29,89,87.0,,0.87,77.42999999999999
2021-11-30,93,87.0,,0.87,80.91
2021-12-01,97,79.0,False,0.79,76.63000000000001
2021-12-02,97,79.0,,0.79,76.63000000000001
2021-12-03,95,79.0,,0.79,75.05
2021-12-04,86,79.0,,0.79,67.94
2021-12-05,87,79.0,,0.79,68.73
2021-12-06,98,79.0,,0.79,77.42
2021-12-07,95,79.0,,0.79,75.05
2021-12-08,100,79.0,,0.79,79.0
2021-12-09,98,79.0,,0.79,77.42
2021-12-10,91,79.0,,0.79,71.89
2021-12-11,84,79.0,,0.79,66.36
2021-12-12,82,79.0,,0.79,64.78
2021-12-13,94,79.0,,0.79,74.26
2021-12-14,93,79.0,,0.79,73.47
2021-12-15,90,79.0,,0.79,71.10000000000001
2021-12-16,91,79.0,,0.79,71.89
2021-12-17,83,79.0,,0.79,65.57000000000001
2021-12-18,79,79.0,,0.79,62.410000000000004
2021-12-19,79,79.0,,0.79,62.410000000000004
2021-12-20,83,79.0,,0.79,65.57000000000001
2021-12-21,82,79.0,,0.79,64.78
2021-12-22,81,79.0,,0.79,63.99
2021-12-23,81,79.0,,0.79,63.99
2021-12-24,79,79.0,,0.79,62.410000000000004
2021-12-25,78,79.0,,0.79,61.620000000000005
2021-12-26,75,79.0,,0.79,59.25
2021-12-27,80,79.0,,0.79,63.2
2021-12-28,83,79.0,,0.79,65.57000000000001
2021-12-29,83,79.0,,0.79,65.57000000000001
2021-12-30,82,79.0,,0.79,64.78
2021-12-31,80,79.0,,0.79,63.2
