date,TWO_unscaled,TWO_monthly,isPartial,scale,TWO
2021-04-29,91,89.0,,0.89,80.99
2021-04-30,86,89.0,,0.89,76.54
2021-05-01,77,82.0,False,0.82,63.13999999999999
2021-05-02,80,82.0,,0.82,65.6
2021-05-03,100,82.0,,0.82,82.0
2021-05-04,100,82.0,,0.82,82.0
2021-05-05,98,82.0,,0.82,80.36
2021-05-06,97,82.0,,0.82,79.53999999999999
2021-05-07,92,82.0,,0.82,75.44
2021-05-08,74,82.0,,0.82,60.68
2021-05-09,74,82.0,,0.82,60.68
2021-05-10,97,82.0,,0.82,79.53999999999999
2021-05-11,97,82.0,,0.82,79.53999999999999
2021-05-12,95,82.0,,0.82,77.89999999999999
2021-05-13,96,82.0,,0.82,78.72
2021-05-14,93,82.0,,0.82,76.25999999999999
2021-05-15,73,82.0,,0.82,59.86
2021-05-16,78,82.0,,0.82,63.959999999999994
2021-05-17,93,82.0,,0.82,76.25999999999999
2021-05-18,94,82.0,,0.82,77.08
2021-05-19,91,82.0,,0.82,74.61999999999999
2021-05-20,93,82.0,,0.82,76.25999999999999
2021-05-21,90,82.0,,0.82,73.8
2021-05-22,74,82.0,,0.82,60.68
2021-05-23,75,82.0,,0.82,61.49999999999999
2021-05-24,90,82.0,,0.82,73.8
2021-05-25,91,82.0,,0.82,74.61999999999999
2021-05-26,87,82.0,,0.82,71.33999999999999
2021-05-27,86,82.0,,0.82,70.52
2021-05-28,81,82.0,,0.82,66.42
2021-05-29,72,82.0,,0.82,59.04
2021-05-30,72,82.0,,0.82,59.04
2021-05-31,77,82.0,,0.82,63.13999999999999
2021-06-01,96,73.0,False,0.73,70.08
2021-06-02,97,73.0,,0.73,70.81
2021-06-03,95,73.0,,0.73,69.35
2021-06-04,95,73.0,,0.73,69.35
2021-06-05,87,73.0,,0.73,63.51
2021-06-06,89,73.0,,0.73,64.97
2021-06-07,94,73.0,,0.73,68.62
2021-06-08,100,73.0,,0.73,73.0
2021-06-09,99,73.0,,0.73,72.27
2021-06-10,98,73.0,,0.73,71.53999999999999
2021-06-11,95,73.0,,0.73,69.35
2021-06-12,86,73.0,,0.73,62.78
2021-06-13,89,73.0,,0.73,64.97
2021-06-14,95,73.0,,0.73,69.35
2021-06-15,91,73.0,,0.73,66.42999999999999
2021-06-16,90,73.0,,0.73,65.7
2021-06-17,94,73.0,,0.73,68.62
2021-06-18,88,73.0,,0.73,64.24
2021-06-19,86,73.0,,0.73,62.78
2021-06-20,84,73.0,,0.73,61.32
2021-06-21,91,73.0,,0.73,66.42999999999999
2021-06-22,91,73.0,,0.73,66.42999999999999
2021-06-23,90,73.0,,0.73,65.7
2021-06-24,90,73.0,,0.73,65.7
2021-06-25,86,73.0,,0.73,62.78
2021-06-26,86,73.0,,0.73,62.78
2021-06-27,88,73.0,,0.73,64.24
2021-06-28,90,73.0,,0.73,65.7
2021-06-29,90,73.0,,0.73,65.7
2021-06-30,88,73.0,,0.73,64.24
2021-07-01,97,69.0,False,0.69,66.92999999999999
2021-07-02,92,69.0,,0.69,63.48
2021-07-03,88,69.0,,0.69,60.72
2021-07-04,85,69.0,,0.69,58.65
2021-07-05,96,69.0,,0.69,66.24
2021-07-06,97,69.0,,0.69,66.92999999999999
2021-07-07,94,69.0,,0.69,64.86
2021-07-08,97,69.0,,0.69,66.92999999999999
2021-07-09,96,69.0,,0.69,66.24
2021-07-10,95,69.0,,0.69,65.55
2021-07-11,92,69.0,,0.69,63.48
2021-07-12,100,69.0,,0.69,69.0
2021-07-13,100,69.0,,0.69,69.0
2021-07-14,96,69.0,,0.69,66.24
2021-07-15,98,69.0,,0.69,67.61999999999999
2021-07-16,96,69.0,,0.69,66.24
2021-07-17,92,69.0,,0.69,63.48
2021-07-18,94,69.0,,0.69,64.86
2021-07-19,99,69.0,,0.69,68.30999999999999
2021-07-20,95,69.0,,0.69,65.55
2021-07-21,96,69.0,,0.69,66.24
2021-07-22,93,69.0,,0.69,64.17
2021-07-23,88,69.0,,0.69,60.72
2021-07-24,92,69.0,,0.69,63.48
2021-07-25,93,69.0,,0.69,64.17
2021-07-26,97,69.0,,0.69,66.92999999999999
2021-07-27,97,69.0,,0.69,66.92999999999999
2021-07-28,93,69.0,,0.69,64.17
2021-07-29,93,69.0,,0.69,64.17
2021-07-30,94,69.0,,0.69,64.86
2021-07-31,90,69.0,,0.69,62.099999999999994
2021-08-01,81,70.0,False,0.7,56.699999999999996
2021-08-02,83,70.0,,0.7,58.099999999999994
2021-08-03,81,70.0,,0.7,56.699999999999996
2021-08-04,85,70.0,,0.7,59.49999999999999
2021-08-05,81,70.0,,0.7,56.699999999999996
2021-08-06,83,70.0,,0.7,58.099999999999994
2021-08-07,75,70.0,,0.7,52.5
2021-08-08,78,70.0,,0.7,54.599999999999994
2021-08-09,83,70.0,,0.7,58.099999999999994
2021-08-10,84,70.0,,0.7,58.8
2021-08-11,83,70.0,,0.7,58.099999999999994
2021-08-12,81,70.0,,0.7,56.699999999999996
2021-08-13,82,70.0,,0.7,57.4
2021-08-14,79,70.0,,0.7,55.3
2021-08-15,77,70.0,,0.7,53.9
2021-08-16,82,70.0,,0.7,57.4
2021-08-17,86,70.0,,0.7,60.199999999999996
2021-08-18,85,70.0,,0.7,59.49999999999999
2021-08-19,88,70.0,,0.7,61.599999999999994
2021-08-20,85,70.0,,0.7,59.49999999999999
2021-08-21,76,70.0,,0.7,53.199999999999996
2021-08-22,80,70.0,,0.7,56.0
2021-08-23,87,70.0,,0.7,60.9
2021-08-24,93,70.0,,0.7,65.1
2021-08-25,89,70.0,,0.7,62.3
2021-08-26,97,70.0,,0.7,67.89999999999999
2021-08-27,95,70.0,,0.7,66.5
2021-08-28,82,70.0,,0.7,57.4
2021-08-29,86,70.0,,0.7,60.199999999999996
2021-08-30,95,70.0,,0.7,66.5
2021-08-31,100,70.0,,0.7,70.0
2021-09-01,83,85.0,False,0.85,70.55
2021-09-02,84,85.0,,0.85,71.39999999999999
2021-09-03,82,85.0,,0.85,69.7
2021-09-04,72,85.0,,0.85,61.199999999999996
2021-09-05,77,85.0,,0.85,65.45
2021-09-06,80,85.0,,0.85,68.0
2021-09-07,88,85.0,,0.85,74.8
2021-09-08,89,85.0,,0.85,75.64999999999999
2021-09-09,91,85.0,,0.85,77.35
2021-09-10,87,85.0,,0.85,73.95
2021-09-11,77,85.0,,0.85,65.45
2021-09-12,78,85.0,,0.85,66.3
2021-09-13,96,85.0,,0.85,81.6
2021-09-14,92,85.0,,0.85,78.2
2021-09-15,94,85.0,,0.85,79.89999999999999
2021-09-16,95,85.0,,0.85,80.75
2021-09-17,93,85.0,,0.85,79.05
2021-09-18,77,85.0,,0.85,65.45
2021-09-19,84,85.0,,0.85,71.39999999999999
2021-09-20,100,85.0,,0.85,85.0
2021-09-21,99,85.0,,0.85,84.14999999999999
2021-09-22,96,85.0,,0.85,81.6
2021-09-23,94,85.0,,0.85,79.89999999999999
2021-09-24,94,85.0,,0.85,79.89999999999999
2021-09-25,76,85.0,,0.85,64.6
2021-09-26,80,85.0,,0.85,68.0
2021-09-27,97,85.0,,0.85,82.45
2021-09-28,98,85.0,,0.85,83.3
2021-09-29,94,85.0,,0.85,79.89999999999999
2021-09-30,97,85.0,,0.85,82.45
2021-10-01,87,84.0,False,0.84,73.08
2021-10-02,72,84.0,,0.84,60.48
2021-10-03,80,84.0,,0.84,67.2
2021-10-04,91,84.0,,0.84,76.44
2021-10-05,97,84.0,,0.84,81.48
2021-10-06,92,84.0,,0.84,77.28
2021-10-07,95,84.0,,0.84,79.8
2021-10-08,91,84.0,,0.84,76.44
2021-10-09,70,84.0,,0.84,58.8
2021-10-10,75,84.0,,0.84,63.0
2021-10-11,91,84.0,,0.84,76.44
2021-10-12,93,84.0,,0.84,78.11999999999999
2021-10-13,95,84.0,,0.84,79.8
2021-10-14,96,84.0,,0.84,80.64
2021-10-15,87,84.0,,0.84,73.08
2021-10-16,71,84.0,,0.84,59.64
2021-10-17,76,84.0,,0.84,63.839999999999996
2021-10-18,93,84.0,,0.84,78.11999999999999
2021-10-19,100,84.0,,0.84,84.0
2021-10-20,94,84.0,,0.84,78.96
2021-10-21,92,84.0,,0.84,77.28
2021-10-22,88,84.0,,0.84,73.92
2021-10-23,71,84.0,,0.84,59.64
2021-10-24,76,84.0,,0.84,63.839999999999996
2021-10-25,96,84.0,,0.84,80.64
2021-10-26,97,84.0,,0.84,81.48
2021-10-27,94,84.0,,0.84,78.96
2021-10-28,95,84.0,,0.84,79.8
2021-10-29,88,84.0,,0.84,73.92
2021-10-30,71,84.0,,0.84,59.64
2021-10-31,74,84.0,,0.84,62.16
2021-11-01,95,82.0,False,0.82,77.89999999999999
2021-11-02,95,82.0,,0.82,77.89999999999999
2021-11-03,94,82.0,,0.82,77.08
2021-11-04,95,82.0,,0.82,77.89999999999999
2021-11-05,90,82.0,,0.82,73.8
2021-11-06,72,82.0,,0.82,59.04
2021-11-07,75,82.0,,0.82,61.49999999999999
2021-11-08,98,82.0,,0.82,80.36
2021-11-09,99,82.0,,0.82,81.17999999999999
2021-11-10,93,82.0,,0.82,76.25999999999999
2021-11-11,91,82.0,,0.82,74.61999999999999
2021-11-12,93,82.0,,0.82,76.25999999999999
2021-11-13,73,82.0,,0.82,59.86
2021-11-14,77,82.0,,0.82,63.13999999999999
2021-11-15,96,82.0,,0.82,78.72
2021-11-16,100,82.0,,0.82,82.0
2021-11-17,95,82.0,,0.82,77.89999999999999
2021-11-18,93,82.0,,0.82,76.25999999999999
2021-11-19,93,82.0,,0.82,76.25999999999999
2021-11-20,74,82.0,,0.82,60.68
2021-11-21,77,82.0,,0.82,63.13999999999999
2021-11-22,85,82.0,,0.82,69.7
2021-11-23,85,82.0,,0.82,69.7
2021-11-24,72,82.0,,0.82,59.04
2021-11-25,60,82.0,,0.82,49.199999999999996
2021-11-26,64,82.0,,0.82,52.48
2021-11-27,67,82.0,,0.82,54.94
2021-11-28,74,82.0,,0.82,60.68
2021-11-29,88,82.0,,0.82,72.16
2021-11-30,94,82.0,,0.82,77.08
2021-12-01,95,74.0,False,0.74,70.3
2021-12-02,97,74.0,,0.74,71.78
2021-12-03,95,74.0,,0.74,70.3
2021-12-04,79,74.0,,0.74,58.46
2021-12-05,80,74.0,,0.74,59.2
2021-12-06,99,74.0,,0.74,73.26
2021-12-07,100,74.0,,0.74,74.0
2021-12-08,99,74.0,,0.74,73.26
2021-12-09,97,74.0,,0.74,71.78
2021-12-10,98,74.0,,0.74,72.52
2021-12-11,78,74.0,,0.74,57.72
2021-12-12,81,74.0,,0.74,59.94
2021-12-13,95,74.0,,0.74,70.3
2021-12-14,96,74.0,,0.74,71.03999999999999
2021-12-15,92,74.0,,0.74,68.08
2021-12-16,90,74.0,,0.74,66.6
2021-12-17,79,74.0,,0.74,58.46
2021-12-18,71,74.0,,0.74,52.54
2021-12-19,67,74.0,,0.74,49.58
2021-12-20,73,74.0,,0.74,54.019999999999996
2021-12-21,71,74.0,,0.74,52.54
2021-12-22,70,74.0,,0.74,51.8
2021-12-23,64,74.0,,0.74,47.36
2021-12-24,63,74.0,,0.74,46.62
2021-12-25,60,74.0,,0.74,44.4
2021-12-26,68,74.0,,0.74,50.32
2021-12-27,70,74.0,,0.74,51.8
2021-12-28,70,74.0,,0.74,51.8
2021-12-29,69,74.0,,0.74,51.06
2021-12-30,69,74.0,,0.74,51.06
2021-12-31,65,74.0,,0.74,48.1
