date,DIS_unscaled,DIS_monthly,isPartial,scale,DIS
2021-04-21,78,61.0,,0.61,47.58
2021-04-22,90,61.0,,0.61,54.9
2021-04-23,79,61.0,,0.61,48.19
2021-04-24,70,61.0,,0.61,42.699999999999996
2021-04-25,76,61.0,,0.61,46.36
2021-04-26,91,61.0,,0.61,55.51
2021-04-27,71,61.0,,0.61,43.31
2021-04-28,72,61.0,,0.61,43.92
2021-04-29,77,61.0,,0.61,46.97
2021-04-30,82,61.0,,0.61,50.019999999999996
2021-05-01,55,61.0,False,0.61,33.55
2021-05-02,60,61.0,,0.61,36.6
2021-05-03,67,61.0,,0.61,40.87
2021-05-04,66,61.0,,0.61,40.26
2021-05-05,67,61.0,,0.61,40.87
2021-05-06,75,61.0,,0.61,45.75
2021-05-07,67,61.0,,0.61,40.87
2021-05-08,63,61.0,,0.61,38.43
2021-05-09,74,61.0,,0.61,45.14
2021-05-10,73,61.0,,0.61,44.53
2021-05-11,64,61.0,,0.61,39.04
2021-05-12,70,61.0,,0.61,42.699999999999996
2021-05-13,98,61.0,,0.61,59.78
2021-05-14,100,61.0,,0.61,61.0
2021-05-15,67,61.0,,0.61,40.87
2021-05-16,59,61.0,,0.61,35.99
2021-05-17,76,61.0,,0.61,46.36
2021-05-18,76,61.0,,0.61,46.36
2021-05-19,72,61.0,,0.61,43.92
2021-05-20,65,61.0,,0.61,39.65
2021-05-21,68,61.0,,0.61,41.48
2021-05-22,54,61.0,,0.61,32.94
2021-05-23,56,61.0,,0.61,34.16
2021-05-24,68,61.0,,0.61,41.48
2021-05-25,62,61.0,,0.61,37.82
2021-05-26,72,61.0,,0.61,43.92
2021-05-27,63,61.0,,0.61,38.43
2021-05-28,61,61.0,,0.61,37.21
2021-05-29,56,61.0,,0.61,34.16
2021-05-30,60,61.0,,0.61,36.6
2021-05-31,61,61.0,,0.61,37.21
2021-06-01,95,54.0,False,0.54,51.300000000000004
2021-06-02,81,54.0,,0.54,43.74
2021-06-03,78,54.0,,0.54,42.120000000000005
2021-06-04,93,54.0,,0.54,50.220000000000006
2021-06-05,68,54.0,,0.54,36.72
2021-06-06,79,54.0,,0.54,42.660000000000004
2021-06-07,100,54.0,,0.54,54.0
2021-06-08,95,54.0,,0.54,51.300000000000004
2021-06-09,89,54.0,,0.54,48.06
2021-06-10,85,54.0,,0.54,45.900000000000006
2021-06-11,81,54.0,,0.54,43.74
2021-06-12,78,54.0,,0.54,42.120000000000005
2021-06-13,80,54.0,,0.54,43.2
2021-06-14,82,54.0,,0.54,44.28
2021-06-15,94,54.0,,0.54,50.760000000000005
2021-06-16,92,54.0,,0.54,49.68000000000001
2021-06-17,92,54.0,,0.54,49.68000000000001
2021-06-18,85,54.0,,0.54,45.900000000000006
2021-06-19,76,54.0,,0.54,41.040000000000006
2021-06-20,87,54.0,,0.54,46.980000000000004
2021-06-21,85,54.0,,0.54,45.900000000000006
2021-06-22,91,54.0,,0.54,49.14
2021-06-23,87,54.0,,0.54,46.980000000000004
2021-06-24,96,54.0,,0.54,51.84
2021-06-25,84,54.0,,0.54,45.36
2021-06-26,84,54.0,,0.54,45.36
2021-06-27,84,54.0,,0.54,45.36
2021-06-28,94,54.0,,0.54,50.760000000000005
2021-06-29,95,54.0,,0.54,51.300000000000004
2021-06-30,88,54.0,,0.54,47.52
2021-07-01,79,56.0,False,0.56,44.24
2021-07-02,80,56.0,,0.56,44.800000000000004
2021-07-03,68,56.0,,0.56,38.080000000000005
2021-07-04,74,56.0,,0.56,41.440000000000005
2021-07-05,75,56.0,,0.56,42.00000000000001
2021-07-06,81,56.0,,0.56,45.36000000000001
2021-07-07,78,56.0,,0.56,43.68000000000001
2021-07-08,76,56.0,,0.56,42.56
2021-07-09,77,56.0,,0.56,43.120000000000005
2021-07-10,66,56.0,,0.56,36.96
2021-07-11,80,56.0,,0.56,44.800000000000004
2021-07-12,100,56.0,,0.56,56.00000000000001
2021-07-13,92,56.0,,0.56,51.52
2021-07-14,84,56.0,,0.56,47.040000000000006
2021-07-15,86,56.0,,0.56,48.160000000000004
2021-07-16,69,56.0,,0.56,38.64
2021-07-17,78,56.0,,0.56,43.68000000000001
2021-07-18,67,56.0,,0.56,37.52
2021-07-19,78,56.0,,0.56,43.68000000000001
2021-07-20,83,56.0,,0.56,46.480000000000004
2021-07-21,76,56.0,,0.56,42.56
2021-07-22,76,56.0,,0.56,42.56
2021-07-23,71,56.0,,0.56,39.760000000000005
2021-07-24,73,56.0,,0.56,40.88
2021-07-25,72,56.0,,0.56,40.32000000000001
2021-07-26,78,56.0,,0.56,43.68000000000001
2021-07-27,76,56.0,,0.56,42.56
2021-07-28,85,56.0,,0.56,47.6
2021-07-29,83,56.0,,0.56,46.480000000000004
2021-07-30,80,56.0,,0.56,44.800000000000004
2021-07-31,73,56.0,,0.56,40.88
2021-08-01,57,61.0,False,0.61,34.769999999999996
2021-08-02,59,61.0,,0.61,35.99
2021-08-03,58,61.0,,0.61,35.38
2021-08-04,63,61.0,,0.61,38.43
2021-08-05,55,61.0,,0.61,33.55
2021-08-06,65,61.0,,0.61,39.65
2021-08-07,52,61.0,,0.61,31.72
2021-08-08,55,61.0,,0.61,33.55
2021-08-09,56,61.0,,0.61,34.16
2021-08-10,61,61.0,,0.61,37.21
2021-08-11,62,61.0,,0.61,37.82
2021-08-12,87,61.0,,0.61,53.07
2021-08-13,100,61.0,,0.61,61.0
2021-08-14,53,61.0,,0.61,32.33
2021-08-15,51,61.0,,0.61,31.11
2021-08-16,64,61.0,,0.61,39.04
2021-08-17,63,61.0,,0.61,38.43
2021-08-18,63,61.0,,0.61,38.43
2021-08-19,58,61.0,,0.61,35.38
2021-08-20,61,61.0,,0.61,37.21
2021-08-21,59,61.0,,0.61,35.99
2021-08-22,58,61.0,,0.61,35.38
2021-08-23,63,61.0,,0.61,38.43
2021-08-24,57,61.0,,0.61,34.769999999999996
2021-08-25,57,61.0,,0.61,34.769999999999996
2021-08-26,55,61.0,,0.61,33.55
2021-08-27,61,61.0,,0.61,37.21
2021-08-28,60,61.0,,0.61,36.6
2021-08-29,56,61.0,,0.61,34.16
2021-08-30,66,61.0,,0.61,40.26
2021-08-31,63,61.0,,0.61,38.43
2021-09-01,92,58.0,False,0.58,53.36
2021-09-02,89,58.0,,0.58,51.62
2021-09-03,84,58.0,,0.58,48.72
2021-09-04,81,58.0,,0.58,46.98
2021-09-05,82,58.0,,0.58,47.559999999999995
2021-09-06,85,58.0,,0.58,49.3
2021-09-07,92,58.0,,0.58,53.36
2021-09-08,90,58.0,,0.58,52.199999999999996
2021-09-09,83,58.0,,0.58,48.13999999999999
2021-09-10,83,58.0,,0.58,48.13999999999999
2021-09-11,87,58.0,,0.58,50.459999999999994
2021-09-12,78,58.0,,0.58,45.239999999999995
2021-09-13,86,58.0,,0.58,49.879999999999995
2021-09-14,81,58.0,,0.58,46.98
2021-09-15,97,58.0,,0.58,56.26
2021-09-16,77,58.0,,0.58,44.66
2021-09-17,82,58.0,,0.58,47.559999999999995
2021-09-18,67,58.0,,0.58,38.86
2021-09-19,80,58.0,,0.58,46.4
2021-09-20,95,58.0,,0.58,55.099999999999994
2021-09-21,100,58.0,,0.58,57.99999999999999
2021-09-22,99,58.0,,0.58,57.419999999999995
2021-09-23,92,58.0,,0.58,53.36
2021-09-24,92,58.0,,0.58,53.36
2021-09-25,73,58.0,,0.58,42.339999999999996
2021-09-26,87,58.0,,0.58,50.459999999999994
2021-09-27,84,58.0,,0.58,48.72
2021-09-28,89,58.0,,0.58,51.62
2021-09-29,88,58.0,,0.58,51.04
2021-09-30,91,58.0,,0.58,52.779999999999994
2021-10-01,99,58.0,False,0.58,57.419999999999995
2021-10-02,71,58.0,,0.58,41.18
2021-10-03,79,58.0,,0.58,45.82
2021-10-04,95,58.0,,0.58,55.099999999999994
2021-10-05,99,58.0,,0.58,57.419999999999995
2021-10-06,90,58.0,,0.58,52.199999999999996
2021-10-07,89,58.0,,0.58,51.62
2021-10-08,85,58.0,,0.58,49.3
2021-10-09,82,58.0,,0.58,47.559999999999995
2021-10-10,62,58.0,,0.58,35.96
2021-10-11,96,58.0,,0.58,55.67999999999999
2021-10-12,93,58.0,,0.58,53.94
2021-10-13,88,58.0,,0.58,51.04
2021-10-14,84,58.0,,0.58,48.72
2021-10-15,79,58.0,,0.58,45.82
2021-10-16,79,58.0,,0.58,45.82
2021-10-17,77,58.0,,0.58,44.66
2021-10-18,100,58.0,,0.58,57.99999999999999
2021-10-19,93,58.0,,0.58,53.94
2021-10-20,81,58.0,,0.58,46.98
2021-10-21,94,58.0,,0.58,54.519999999999996
2021-10-22,92,58.0,,0.58,53.36
2021-10-23,77,58.0,,0.58,44.66
2021-10-24,82,58.0,,0.58,47.559999999999995
2021-10-25,98,58.0,,0.58,56.839999999999996
2021-10-26,84,58.0,,0.58,48.72
2021-10-27,86,58.0,,0.58,49.879999999999995
2021-10-28,88,58.0,,0.58,51.04
2021-10-29,90,58.0,,0.58,52.199999999999996
2021-10-30,81,58.0,,0.58,46.98
2021-10-31,79,58.0,,0.58,45.82
2021-11-01,65,68.0,False,0.68,44.2
2021-11-02,63,68.0,,0.68,42.84
2021-11-03,58,68.0,,0.68,39.440000000000005
2021-11-04,62,68.0,,0.68,42.160000000000004
2021-11-05,68,68.0,,0.68,46.24
2021-11-06,59,68.0,,0.68,40.120000000000005
2021-11-07,62,68.0,,0.68,42.160000000000004
2021-11-08,66,68.0,,0.68,44.88
2021-11-09,68,68.0,,0.68,46.24
2021-11-10,76,68.0,,0.68,51.68000000000001
2021-11-11,100,68.0,,0.68,68.0
2021-11-12,88,68.0,,0.68,59.84
2021-11-13,56,68.0,,0.68,38.080000000000005
2021-11-14,54,68.0,,0.68,36.720000000000006
2021-11-15,73,68.0,,0.68,49.64
2021-11-16,67,68.0,,0.68,45.56
2021-11-17,67,68.0,,0.68,45.56
2021-11-18,63,68.0,,0.68,42.84
2021-11-19,72,68.0,,0.68,48.96
2021-11-20,57,68.0,,0.68,38.760000000000005
2021-11-21,57,68.0,,0.68,38.760000000000005
2021-11-22,70,68.0,,0.68,47.6
2021-11-23,75,68.0,,0.68,51.00000000000001
2021-11-24,59,68.0,,0.68,40.120000000000005
2021-11-25,58,68.0,,0.68,39.440000000000005
2021-11-26,74,68.0,,0.68,50.32
2021-11-27,64,68.0,,0.68,43.52
2021-11-28,56,68.0,,0.68,38.080000000000005
2021-11-29,70,68.0,,0.68,47.6
2021-11-30,70,68.0,,0.68,47.6
2021-12-01,71,65.0,False,0.65,46.15
2021-12-02,75,65.0,,0.65,48.75
2021-12-03,77,65.0,,0.65,50.050000000000004
2021-12-04,65,65.0,,0.65,42.25
2021-12-05,69,65.0,,0.65,44.85
2021-12-06,75,65.0,,0.65,48.75
2021-12-07,82,65.0,,0.65,53.300000000000004
2021-12-08,81,65.0,,0.65,52.65
2021-12-09,78,65.0,,0.65,50.7
2021-12-10,73,65.0,,0.65,47.45
2021-12-11,70,65.0,,0.65,45.5
2021-12-12,66,65.0,,0.65,42.9
2021-12-13,81,65.0,,0.65,52.65
2021-12-14,75,65.0,,0.65,48.75
2021-12-15,62,65.0,,0.65,40.300000000000004
2021-12-16,78,65.0,,0.65,50.7
2021-12-17,67,65.0,,0.65,43.550000000000004
2021-12-18,62,65.0,,0.65,40.300000000000004
2021-12-19,62,65.0,,0.65,40.300000000000004
2021-12-20,72,65.0,,0.65,46.800000000000004
2021-12-21,66,65.0,,0.65,42.9
2021-12-22,73,65.0,,0.65,47.45
2021-12-23,85,65.0,,0.65,55.25
2021-12-24,65,65.0,,0.65,42.25
2021-12-25,62,65.0,,0.65,40.300000000000004
2021-12-26,63,65.0,,0.65,40.95
2021-12-27,74,65.0,,0.65,48.1
2021-12-28,73,65.0,,0.65,47.45
2021-12-29,73,65.0,,0.65,47.45
2021-12-30,77,65.0,,0.65,50.050000000000004
2021-12-31,100,65.0,,0.65,65.0
