date,AR_unscaled,AR_monthly,isPartial,scale,AR
2021-05-07,95,72.0,,0.72,68.39999999999999
2021-05-08,94,72.0,,0.72,67.67999999999999
2021-05-09,89,72.0,,0.72,64.08
2021-05-10,95,72.0,,0.72,68.39999999999999
2021-05-11,95,72.0,,0.72,68.39999999999999
2021-05-12,90,72.0,,0.72,64.8
2021-05-13,91,72.0,,0.72,65.52
2021-05-14,100,72.0,,0.72,72.0
2021-05-15,93,72.0,,0.72,66.96
2021-05-16,88,72.0,,0.72,63.36
2021-05-17,97,72.0,,0.72,69.84
2021-05-18,94,72.0,,0.72,67.67999999999999
2021-05-19,92,72.0,,0.72,66.24
2021-05-20,91,72.0,,0.72,65.52
2021-05-21,96,72.0,,0.72,69.12
2021-05-22,92,72.0,,0.72,66.24
2021-05-23,84,72.0,,0.72,60.48
2021-05-24,97,72.0,,0.72,69.84
2021-05-25,96,72.0,,0.72,69.12
2021-05-26,90,72.0,,0.72,64.8
2021-05-27,97,72.0,,0.72,69.84
2021-05-28,94,72.0,,0.72,67.67999999999999
2021-05-29,95,72.0,,0.72,68.39999999999999
2021-05-30,89,72.0,,0.72,64.08
2021-05-31,89,72.0,,0.72,64.08
2021-06-01,98,73.0,False,0.73,71.53999999999999
2021-06-02,95,73.0,,0.73,69.35
2021-06-03,93,73.0,,0.73,67.89
2021-06-04,91,73.0,,0.73,66.42999999999999
2021-06-05,100,73.0,,0.73,73.0
2021-06-06,92,73.0,,0.73,67.16
2021-06-07,93,73.0,,0.73,67.89
2021-06-08,94,73.0,,0.73,68.62
2021-06-09,90,73.0,,0.73,65.7
2021-06-10,96,73.0,,0.73,70.08
2021-06-11,94,73.0,,0.73,68.62
2021-06-12,90,73.0,,0.73,65.7
2021-06-13,86,73.0,,0.73,62.78
2021-06-14,89,73.0,,0.73,64.97
2021-06-15,91,73.0,,0.73,66.42999999999999
2021-06-16,93,73.0,,0.73,67.89
2021-06-17,92,73.0,,0.73,67.16
2021-06-18,93,73.0,,0.73,67.89
2021-06-19,90,73.0,,0.73,65.7
2021-06-20,84,73.0,,0.73,61.32
2021-06-21,95,73.0,,0.73,69.35
2021-06-22,92,73.0,,0.73,67.16
2021-06-23,91,73.0,,0.73,66.42999999999999
2021-06-24,98,73.0,,0.73,71.53999999999999
2021-06-25,93,73.0,,0.73,67.89
2021-06-26,94,73.0,,0.73,68.62
2021-06-27,90,73.0,,0.73,65.7
2021-06-28,98,73.0,,0.73,71.53999999999999
2021-06-29,94,73.0,,0.73,68.62
2021-06-30,93,73.0,,0.73,67.89
2021-07-01,97,72.0,False,0.72,69.84
2021-07-02,100,72.0,,0.72,72.0
2021-07-03,93,72.0,,0.72,66.96
2021-07-04,92,72.0,,0.72,66.24
2021-07-05,97,72.0,,0.72,69.84
2021-07-06,98,72.0,,0.72,70.56
2021-07-07,94,72.0,,0.72,67.67999999999999
2021-07-08,98,72.0,,0.72,70.56
2021-07-09,100,72.0,,0.72,72.0
2021-07-10,97,72.0,,0.72,69.84
2021-07-11,88,72.0,,0.72,63.36
2021-07-12,99,72.0,,0.72,71.28
2021-07-13,96,72.0,,0.72,69.12
2021-07-14,98,72.0,,0.72,70.56
2021-07-15,98,72.0,,0.72,70.56
2021-07-16,99,72.0,,0.72,71.28
2021-07-17,97,72.0,,0.72,69.84
2021-07-18,93,72.0,,0.72,66.96
2021-07-19,98,72.0,,0.72,70.56
2021-07-20,95,72.0,,0.72,68.39999999999999
2021-07-21,96,72.0,,0.72,69.12
2021-07-22,97,72.0,,0.72,69.84
2021-07-23,96,72.0,,0.72,69.12
2021-07-24,95,72.0,,0.72,68.39999999999999
2021-07-25,87,72.0,,0.72,62.64
2021-07-26,99,72.0,,0.72,71.28
2021-07-27,97,72.0,,0.72,69.84
2021-07-28,97,72.0,,0.72,69.84
2021-07-29,91,72.0,,0.72,65.52
2021-07-30,94,72.0,,0.72,67.67999999999999
2021-07-31,94,72.0,,0.72,67.67999999999999
2021-08-01,89,72.0,False,0.72,64.08
2021-08-02,97,72.0,,0.72,69.84
2021-08-03,91,72.0,,0.72,65.52
2021-08-04,93,72.0,,0.72,66.96
2021-08-05,93,72.0,,0.72,66.96
2021-08-06,97,72.0,,0.72,69.84
2021-08-07,91,72.0,,0.72,65.52
2021-08-08,85,72.0,,0.72,61.199999999999996
2021-08-09,93,72.0,,0.72,66.96
2021-08-10,94,72.0,,0.72,67.67999999999999
2021-08-11,91,72.0,,0.72,65.52
2021-08-12,93,72.0,,0.72,66.96
2021-08-13,100,72.0,,0.72,72.0
2021-08-14,96,72.0,,0.72,69.12
2021-08-15,88,72.0,,0.72,63.36
2021-08-16,98,72.0,,0.72,70.56
2021-08-17,93,72.0,,0.72,66.96
2021-08-18,94,72.0,,0.72,67.67999999999999
2021-08-19,91,72.0,,0.72,65.52
2021-08-20,93,72.0,,0.72,66.96
2021-08-21,91,72.0,,0.72,65.52
2021-08-22,87,72.0,,0.72,62.64
2021-08-23,94,72.0,,0.72,67.67999999999999
2021-08-24,96,72.0,,0.72,69.12
2021-08-25,92,72.0,,0.72,66.24
2021-08-26,96,72.0,,0.72,69.12
2021-08-27,95,72.0,,0.72,68.39999999999999
2021-08-28,94,72.0,,0.72,67.67999999999999
2021-08-29,85,72.0,,0.72,61.199999999999996
2021-08-30,92,72.0,,0.72,66.24
2021-08-31,96,72.0,,0.72,69.12
2021-09-01,96,70.0,False,0.7,67.19999999999999
2021-09-02,96,70.0,,0.7,67.19999999999999
2021-09-03,98,70.0,,0.7,68.6
2021-09-04,94,70.0,,0.7,65.8
2021-09-05,92,70.0,,0.7,64.39999999999999
2021-09-06,93,70.0,,0.7,65.1
2021-09-07,97,70.0,,0.7,67.89999999999999
2021-09-08,99,70.0,,0.7,69.3
2021-09-09,96,70.0,,0.7,67.19999999999999
2021-09-10,100,70.0,,0.7,70.0
2021-09-11,90,70.0,,0.7,62.99999999999999
2021-09-12,88,70.0,,0.7,61.599999999999994
2021-09-13,99,70.0,,0.7,69.3
2021-09-14,99,70.0,,0.7,69.3
2021-09-15,97,70.0,,0.7,67.89999999999999
2021-09-16,96,70.0,,0.7,67.19999999999999
2021-09-17,100,70.0,,0.7,70.0
2021-09-18,98,70.0,,0.7,68.6
2021-09-19,86,70.0,,0.7,60.199999999999996
2021-09-20,97,70.0,,0.7,67.89999999999999
2021-09-21,99,70.0,,0.7,69.3
2021-09-22,96,70.0,,0.7,67.19999999999999
2021-09-23,96,70.0,,0.7,67.19999999999999
2021-09-24,96,70.0,,0.7,67.19999999999999
2021-09-25,93,70.0,,0.7,65.1
2021-09-26,86,70.0,,0.7,60.199999999999996
2021-09-27,96,70.0,,0.7,67.19999999999999
2021-09-28,96,70.0,,0.7,67.19999999999999
2021-09-29,95,70.0,,0.7,66.5
2021-09-30,98,70.0,,0.7,68.6
2021-10-01,98,72.0,False,0.72,70.56
2021-10-02,96,72.0,,0.72,69.12
2021-10-03,86,72.0,,0.72,61.919999999999995
2021-10-04,91,72.0,,0.72,65.52
2021-10-05,91,72.0,,0.72,65.52
2021-10-06,89,72.0,,0.72,64.08
2021-10-07,95,72.0,,0.72,68.39999999999999
2021-10-08,95,72.0,,0.72,68.39999999999999
2021-10-09,89,72.0,,0.72,64.08
2021-10-10,82,72.0,,0.72,59.04
2021-10-11,97,72.0,,0.72,69.84
2021-10-12,94,72.0,,0.72,67.67999999999999
2021-10-13,95,72.0,,0.72,68.39999999999999
2021-10-14,98,72.0,,0.72,70.56
2021-10-15,100,72.0,,0.72,72.0
2021-10-16,94,72.0,,0.72,67.67999999999999
2021-10-17,87,72.0,,0.72,62.64
2021-10-18,92,72.0,,0.72,66.24
2021-10-19,95,72.0,,0.72,68.39999999999999
2021-10-20,92,72.0,,0.72,66.24
2021-10-21,96,72.0,,0.72,69.12
2021-10-22,94,72.0,,0.72,67.67999999999999
2021-10-23,96,72.0,,0.72,69.12
2021-10-24,85,72.0,,0.72,61.199999999999996
2021-10-25,96,72.0,,0.72,69.12
2021-10-26,93,72.0,,0.72,66.96
2021-10-27,96,72.0,,0.72,69.12
2021-10-28,93,72.0,,0.72,66.96
2021-10-29,95,72.0,,0.72,68.39999999999999
2021-10-30,86,72.0,,0.72,61.919999999999995
2021-10-31,81,72.0,,0.72,58.32
2021-11-01,87,71.0,False,0.71,61.769999999999996
2021-11-02,90,71.0,,0.71,63.9
2021-11-03,87,71.0,,0.71,61.769999999999996
2021-11-04,89,71.0,,0.71,63.19
2021-11-05,89,71.0,,0.71,63.19
2021-11-06,87,71.0,,0.71,61.769999999999996
2021-11-07,80,71.0,,0.71,56.8
2021-11-08,91,71.0,,0.71,64.61
2021-11-09,89,71.0,,0.71,63.19
2021-11-10,89,71.0,,0.71,63.19
2021-11-11,89,71.0,,0.71,63.19
2021-11-12,94,71.0,,0.71,66.74
2021-11-13,89,71.0,,0.71,63.19
2021-11-14,84,71.0,,0.71,59.64
2021-11-15,91,71.0,,0.71,64.61
2021-11-16,94,71.0,,0.71,66.74
2021-11-17,91,71.0,,0.71,64.61
2021-11-18,95,71.0,,0.71,67.45
2021-11-19,96,71.0,,0.71,68.16
2021-11-20,100,71.0,,0.71,71.0
2021-11-21,90,71.0,,0.71,63.9
2021-11-22,91,71.0,,0.71,64.61
2021-11-23,94,71.0,,0.71,66.74
2021-11-24,89,71.0,,0.71,63.19
2021-11-25,85,71.0,,0.71,60.349999999999994
2021-11-26,88,71.0,,0.71,62.48
2021-11-27,88,71.0,,0.71,62.48
2021-11-28,82,71.0,,0.71,58.22
2021-11-29,90,71.0,,0.71,63.9
2021-11-30,87,71.0,,0.71,61.769999999999996
2021-12-01,84,71.0,False,0.71,59.64
2021-12-02,83,71.0,,0.71,58.93
2021-12-03,84,71.0,,0.71,59.64
2021-12-04,91,71.0,,0.71,64.61
2021-12-05,84,71.0,,0.71,59.64
2021-12-06,88,71.0,,0.71,62.48
2021-12-07,84,71.0,,0.71,59.64
2021-12-08,84,71.0,,0.71,59.64
2021-12-09,83,71.0,,0.71,58.93
2021-12-10,88,71.0,,0.71,62.48
2021-12-11,100,71.0,,0.71,71.0
2021-12-12,80,71.0,,0.71,56.8
2021-12-13,88,71.0,,0.71,62.48
2021-12-14,89,71.0,,0.71,63.19
2021-12-15,85,71.0,,0.71,60.349999999999994
2021-12-16,89,71.0,,0.71,63.19
2021-12-17,87,71.0,,0.71,61.769999999999996
2021-12-18,86,71.0,,0.71,61.059999999999995
2021-12-19,77,71.0,,0.71,54.669999999999995
2021-12-20,88,71.0,,0.71,62.48
2021-12-21,84,71.0,,0.71,59.64
2021-12-22,86,71.0,,0.71,61.059999999999995
2021-12-23,86,71.0,,0.71,61.059999999999995
2021-12-24,89,71.0,,0.71,63.19
2021-12-25,82,71.0,,0.71,58.22
2021-12-26,77,71.0,,0.71,54.669999999999995
2021-12-27,90,71.0,,0.71,63.9
2021-12-28,91,71.0,,0.71,64.61
2021-12-29,89,71.0,,0.71,63.19
2021-12-30,86,71.0,,0.71,61.059999999999995
2021-12-31,83,71.0,,0.71,58.93
