date,ANY_unscaled,ANY_monthly,isPartial,scale,ANY
2017-04-14,85,61.0,,0.61,51.85
2017-04-15,87,61.0,,0.61,53.07
2017-04-16,95,61.0,,0.61,57.949999999999996
2017-04-17,94,61.0,,0.61,57.339999999999996
2017-04-18,92,61.0,,0.61,56.12
2017-04-19,95,61.0,,0.61,57.949999999999996
2017-04-20,90,61.0,,0.61,54.9
2017-04-21,91,61.0,,0.61,55.51
2017-04-22,89,61.0,,0.61,54.29
2017-04-23,89,61.0,,0.61,54.29
2017-04-24,99,61.0,,0.61,60.39
2017-04-25,97,61.0,,0.61,59.17
2017-04-26,92,61.0,,0.61,56.12
2017-04-27,96,61.0,,0.61,58.56
2017-04-28,89,61.0,,0.61,54.29
2017-04-29,86,61.0,,0.61,52.46
2017-04-30,100,61.0,,0.61,61.0
2017-05-01,100,59.0,False,0.59,59.0
2017-05-02,95,59.0,,0.59,56.05
2017-05-03,97,59.0,,0.59,57.23
2017-05-04,99,59.0,,0.59,58.41
2017-05-05,97,59.0,,0.59,57.23
2017-05-06,87,59.0,,0.59,51.33
2017-05-07,91,59.0,,0.59,53.69
2017-05-08,97,59.0,,0.59,57.23
2017-05-09,100,59.0,,0.59,59.0
2017-05-10,94,59.0,,0.59,55.459999999999994
2017-05-11,96,59.0,,0.59,56.64
2017-05-12,89,59.0,,0.59,52.51
2017-05-13,80,59.0,,0.59,47.199999999999996
2017-05-14,89,59.0,,0.59,52.51
2017-05-15,95,59.0,,0.59,56.05
2017-05-16,91,59.0,,0.59,53.69
2017-05-17,92,59.0,,0.59,54.279999999999994
2017-05-18,91,59.0,,0.59,53.69
2017-05-19,90,59.0,,0.59,53.099999999999994
2017-05-20,87,59.0,,0.59,51.33
2017-05-21,88,59.0,,0.59,51.919999999999995
2017-05-22,91,59.0,,0.59,53.69
2017-05-23,90,59.0,,0.59,53.099999999999994
2017-05-24,93,59.0,,0.59,54.87
2017-05-25,92,59.0,,0.59,54.279999999999994
2017-05-26,90,59.0,,0.59,53.099999999999994
2017-05-27,86,59.0,,0.59,50.739999999999995
2017-05-28,90,59.0,,0.59,53.099999999999994
2017-05-29,93,59.0,,0.59,54.87
2017-05-30,88,59.0,,0.59,51.919999999999995
2017-05-31,91,59.0,,0.59,53.69
2017-06-01,95,56.0,False,0.56,53.2
2017-06-02,93,56.0,,0.56,52.080000000000005
2017-06-03,89,56.0,,0.56,49.84
2017-06-04,89,56.0,,0.56,49.84
2017-06-05,93,56.0,,0.56,52.080000000000005
2017-06-06,93,56.0,,0.56,52.080000000000005
2017-06-07,95,56.0,,0.56,53.2
2017-06-08,100,56.0,,0.56,56.00000000000001
2017-06-09,93,56.0,,0.56,52.080000000000005
2017-06-10,92,56.0,,0.56,51.52
2017-06-11,95,56.0,,0.56,53.2
2017-06-12,96,56.0,,0.56,53.760000000000005
2017-06-13,95,56.0,,0.56,53.2
2017-06-14,87,56.0,,0.56,48.720000000000006
2017-06-15,95,56.0,,0.56,53.2
2017-06-16,88,56.0,,0.56,49.28
2017-06-17,93,56.0,,0.56,52.080000000000005
2017-06-18,90,56.0,,0.56,50.400000000000006
2017-06-19,91,56.0,,0.56,50.96000000000001
2017-06-20,91,56.0,,0.56,50.96000000000001
2017-06-21,94,56.0,,0.56,52.64000000000001
2017-06-22,92,56.0,,0.56,51.52
2017-06-23,90,56.0,,0.56,50.400000000000006
2017-06-24,92,56.0,,0.56,51.52
2017-06-25,95,56.0,,0.56,53.2
2017-06-26,95,56.0,,0.56,53.2
2017-06-27,91,56.0,,0.56,50.96000000000001
2017-06-28,97,56.0,,0.56,54.32000000000001
2017-06-29,92,56.0,,0.56,51.52
2017-06-30,84,56.0,,0.56,47.040000000000006
2017-07-01,86,56.0,False,0.56,48.160000000000004
2017-07-02,94,56.0,,0.56,52.64000000000001
2017-07-03,92,56.0,,0.56,51.52
2017-07-04,100,56.0,,0.56,56.00000000000001
2017-07-05,92,56.0,,0.56,51.52
2017-07-06,89,56.0,,0.56,49.84
2017-07-07,90,56.0,,0.56,50.400000000000006
2017-07-08,93,56.0,,0.56,52.080000000000005
2017-07-09,89,56.0,,0.56,49.84
2017-07-10,92,56.0,,0.56,51.52
2017-07-11,90,56.0,,0.56,50.400000000000006
2017-07-12,93,56.0,,0.56,52.080000000000005
2017-07-13,89,56.0,,0.56,49.84
2017-07-14,91,56.0,,0.56,50.96000000000001
2017-07-15,88,56.0,,0.56,49.28
2017-07-16,96,56.0,,0.56,53.760000000000005
2017-07-17,90,56.0,,0.56,50.400000000000006
2017-07-18,96,56.0,,0.56,53.760000000000005
2017-07-19,91,56.0,,0.56,50.96000000000001
2017-07-20,89,56.0,,0.56,49.84
2017-07-21,86,56.0,,0.56,48.160000000000004
2017-07-22,87,56.0,,0.56,48.720000000000006
2017-07-23,98,56.0,,0.56,54.88
2017-07-24,92,56.0,,0.56,51.52
2017-07-25,95,56.0,,0.56,53.2
2017-07-26,91,56.0,,0.56,50.96000000000001
2017-07-27,89,56.0,,0.56,49.84
2017-07-28,88,56.0,,0.56,49.28
2017-07-29,88,56.0,,0.56,49.28
2017-07-30,92,56.0,,0.56,51.52
2017-07-31,86,56.0,,0.56,48.160000000000004
2017-08-01,88,59.0,False,0.59,51.919999999999995
2017-08-02,88,59.0,,0.59,51.919999999999995
2017-08-03,85,59.0,,0.59,50.15
2017-08-04,86,59.0,,0.59,50.739999999999995
2017-08-05,86,59.0,,0.59,50.739999999999995
2017-08-06,93,59.0,,0.59,54.87
2017-08-07,89,59.0,,0.59,52.51
2017-08-08,89,59.0,,0.59,52.51
2017-08-09,88,59.0,,0.59,51.919999999999995
2017-08-10,88,59.0,,0.59,51.919999999999995
2017-08-11,85,59.0,,0.59,50.15
2017-08-12,84,59.0,,0.59,49.559999999999995
2017-08-13,90,59.0,,0.59,53.099999999999994
2017-08-14,85,59.0,,0.59,50.15
2017-08-15,93,59.0,,0.59,54.87
2017-08-16,92,59.0,,0.59,54.279999999999994
2017-08-17,91,59.0,,0.59,53.69
2017-08-18,91,59.0,,0.59,53.69
2017-08-19,95,59.0,,0.59,56.05
2017-08-20,100,59.0,,0.59,59.0
2017-08-21,97,59.0,,0.59,57.23
2017-08-22,88,59.0,,0.59,51.919999999999995
2017-08-23,91,59.0,,0.59,53.69
2017-08-24,99,59.0,,0.59,58.41
2017-08-25,89,59.0,,0.59,52.51
2017-08-26,97,59.0,,0.59,57.23
2017-08-27,93,59.0,,0.59,54.87
2017-08-28,97,59.0,,0.59,57.23
2017-08-29,94,59.0,,0.59,55.459999999999994
2017-08-30,99,59.0,,0.59,58.41
2017-08-31,96,59.0,,0.59,56.64
2017-09-01,80,65.0,False,0.65,52.0
2017-09-02,76,65.0,,0.65,49.4
2017-09-03,83,65.0,,0.65,53.95
2017-09-04,82,65.0,,0.65,53.300000000000004
2017-09-05,74,65.0,,0.65,48.1
2017-09-06,81,65.0,,0.65,52.65
2017-09-07,83,65.0,,0.65,53.95
2017-09-08,82,65.0,,0.65,53.300000000000004
2017-09-09,78,65.0,,0.65,50.7
2017-09-10,87,65.0,,0.65,56.550000000000004
2017-09-11,100,65.0,,0.65,65.0
2017-09-12,89,65.0,,0.65,57.85
2017-09-13,84,65.0,,0.65,54.6
2017-09-14,85,65.0,,0.65,55.25
2017-09-15,82,65.0,,0.65,53.300000000000004
2017-09-16,78,65.0,,0.65,50.7
2017-09-17,82,65.0,,0.65,53.300000000000004
2017-09-18,84,65.0,,0.65,54.6
2017-09-19,85,65.0,,0.65,55.25
2017-09-20,83,65.0,,0.65,53.95
2017-09-21,90,65.0,,0.65,58.5
2017-09-22,87,65.0,,0.65,56.550000000000004
2017-09-23,80,65.0,,0.65,52.0
2017-09-24,95,65.0,,0.65,61.75
2017-09-25,94,65.0,,0.65,61.1
2017-09-26,88,65.0,,0.65,57.2
2017-09-27,86,65.0,,0.65,55.9
2017-09-28,85,65.0,,0.65,55.25
2017-09-29,79,65.0,,0.65,51.35
2017-09-30,75,65.0,,0.65,48.75
2017-10-01,100,63.0,False,0.63,63.0
2017-10-02,93,63.0,,0.63,58.59
2017-10-03,97,63.0,,0.63,61.11
2017-10-04,97,63.0,,0.63,61.11
2017-10-05,98,63.0,,0.63,61.74
2017-10-06,93,63.0,,0.63,58.59
2017-10-07,85,63.0,,0.63,53.55
2017-10-08,95,63.0,,0.63,59.85
2017-10-09,100,63.0,,0.63,63.0
2017-10-10,96,63.0,,0.63,60.480000000000004
2017-10-11,97,63.0,,0.63,61.11
2017-10-12,94,63.0,,0.63,59.22
2017-10-13,93,63.0,,0.63,58.59
2017-10-14,87,63.0,,0.63,54.81
2017-10-15,91,63.0,,0.63,57.33
2017-10-16,99,63.0,,0.63,62.37
2017-10-17,98,63.0,,0.63,61.74
2017-10-18,95,63.0,,0.63,59.85
2017-10-19,97,63.0,,0.63,61.11
2017-10-20,91,63.0,,0.63,57.33
2017-10-21,83,63.0,,0.63,52.29
2017-10-22,92,63.0,,0.63,57.96
2017-10-23,98,63.0,,0.63,61.74
2017-10-24,96,63.0,,0.63,60.480000000000004
2017-10-25,99,63.0,,0.63,62.37
2017-10-26,96,63.0,,0.63,60.480000000000004
2017-10-27,89,63.0,,0.63,56.07
2017-10-28,83,63.0,,0.63,52.29
2017-10-29,93,63.0,,0.63,58.59
2017-10-30,95,63.0,,0.63,59.85
2017-10-31,96,63.0,,0.63,60.480000000000004
2017-11-01,91,62.0,False,0.62,56.42
2017-11-02,94,62.0,,0.62,58.28
2017-11-03,94,62.0,,0.62,58.28
2017-11-04,86,62.0,,0.62,53.32
2017-11-05,92,62.0,,0.62,57.04
2017-11-06,98,62.0,,0.62,60.76
2017-11-07,99,62.0,,0.62,61.38
2017-11-08,95,62.0,,0.62,58.9
2017-11-09,99,62.0,,0.62,61.38
2017-11-10,92,62.0,,0.62,57.04
2017-11-11,89,62.0,,0.62,55.18
2017-11-12,94,62.0,,0.62,58.28
2017-11-13,97,62.0,,0.62,60.14
2017-11-14,96,62.0,,0.62,59.519999999999996
2017-11-15,98,62.0,,0.62,60.76
2017-11-16,97,62.0,,0.62,60.14
2017-11-17,95,62.0,,0.62,58.9
2017-11-18,85,62.0,,0.62,52.7
2017-11-19,91,62.0,,0.62,56.42
2017-11-20,92,62.0,,0.62,57.04
2017-11-21,96,62.0,,0.62,59.519999999999996
2017-11-22,83,62.0,,0.62,51.46
2017-11-23,94,62.0,,0.62,58.28
2017-11-24,88,62.0,,0.62,54.56
2017-11-25,88,62.0,,0.62,54.56
2017-11-26,94,62.0,,0.62,58.28
2017-11-27,95,62.0,,0.62,58.9
2017-11-28,96,62.0,,0.62,59.519999999999996
2017-11-29,98,62.0,,0.62,60.76
2017-11-30,100,62.0,,0.62,62.0
2017-12-01,65,59.0,False,0.59,38.35
2017-12-02,63,59.0,,0.59,37.169999999999995
2017-12-03,65,59.0,,0.59,38.35
2017-12-04,67,59.0,,0.59,39.53
2017-12-05,67,59.0,,0.59,39.53
2017-12-06,64,59.0,,0.59,37.76
2017-12-07,67,59.0,,0.59,39.53
2017-12-08,66,59.0,,0.59,38.94
2017-12-09,64,59.0,,0.59,37.76
2017-12-10,63,59.0,,0.59,37.169999999999995
2017-12-11,65,59.0,,0.59,38.35
2017-12-12,65,59.0,,0.59,38.35
2017-12-13,65,59.0,,0.59,38.35
2017-12-14,65,59.0,,0.59,38.35
2017-12-15,59,59.0,,0.59,34.809999999999995
2017-12-16,53,59.0,,0.59,31.27
2017-12-17,53,59.0,,0.59,31.27
2017-12-18,56,59.0,,0.59,33.04
2017-12-19,56,59.0,,0.59,33.04
2017-12-20,55,59.0,,0.59,32.449999999999996
2017-12-21,54,59.0,,0.59,31.86
2017-12-22,51,59.0,,0.59,30.09
2017-12-23,51,59.0,,0.59,30.09
2017-12-24,56,59.0,,0.59,33.04
2017-12-25,100,59.0,,0.59,59.0
2017-12-26,62,59.0,,0.59,36.58
2017-12-27,54,59.0,,0.59,31.86
