date,LL_unscaled,LL_monthly,isPartial,scale,LL
2021-04-29,79,44.0,,0.44,34.76
2021-04-30,79,44.0,,0.44,34.76
2021-05-01,76,44.0,False,0.44,33.44
2021-05-02,81,44.0,,0.44,35.64
2021-05-03,78,44.0,,0.44,34.32
2021-05-04,74,44.0,,0.44,32.56
2021-05-05,81,44.0,,0.44,35.64
2021-05-06,68,44.0,,0.44,29.92
2021-05-07,80,44.0,,0.44,35.2
2021-05-08,87,44.0,,0.44,38.28
2021-05-09,78,44.0,,0.44,34.32
2021-05-10,81,44.0,,0.44,35.64
2021-05-11,77,44.0,,0.44,33.88
2021-05-12,72,44.0,,0.44,31.68
2021-05-13,76,44.0,,0.44,33.44
2021-05-14,72,44.0,,0.44,31.68
2021-05-15,85,44.0,,0.44,37.4
2021-05-16,84,44.0,,0.44,36.96
2021-05-17,75,44.0,,0.44,33.0
2021-05-18,77,44.0,,0.44,33.88
2021-05-19,79,44.0,,0.44,34.76
2021-05-20,74,44.0,,0.44,32.56
2021-05-21,74,44.0,,0.44,32.56
2021-05-22,86,44.0,,0.44,37.84
2021-05-23,83,44.0,,0.44,36.52
2021-05-24,79,44.0,,0.44,34.76
2021-05-25,85,44.0,,0.44,37.4
2021-05-26,70,44.0,,0.44,30.8
2021-05-27,77,44.0,,0.44,33.88
2021-05-28,83,44.0,,0.44,36.52
2021-05-29,86,44.0,,0.44,37.84
2021-05-30,100,44.0,,0.44,44.0
2021-05-31,85,44.0,,0.44,37.4
2021-06-01,80,44.0,False,0.44,35.2
2021-06-02,80,44.0,,0.44,35.2
2021-06-03,78,44.0,,0.44,34.32
2021-06-04,76,44.0,,0.44,33.44
2021-06-05,89,44.0,,0.44,39.160000000000004
2021-06-06,100,44.0,,0.44,44.0
2021-06-07,81,44.0,,0.44,35.64
2021-06-08,81,44.0,,0.44,35.64
2021-06-09,80,44.0,,0.44,35.2
2021-06-10,79,44.0,,0.44,34.76
2021-06-11,78,44.0,,0.44,34.32
2021-06-12,87,44.0,,0.44,38.28
2021-06-13,97,44.0,,0.44,42.68
2021-06-14,83,44.0,,0.44,36.52
2021-06-15,78,44.0,,0.44,34.32
2021-06-16,78,44.0,,0.44,34.32
2021-06-17,83,44.0,,0.44,36.52
2021-06-18,77,44.0,,0.44,33.88
2021-06-19,94,44.0,,0.44,41.36
2021-06-20,90,44.0,,0.44,39.6
2021-06-21,84,44.0,,0.44,36.96
2021-06-22,79,44.0,,0.44,34.76
2021-06-23,80,44.0,,0.44,35.2
2021-06-24,77,44.0,,0.44,33.88
2021-06-25,78,44.0,,0.44,34.32
2021-06-26,86,44.0,,0.44,37.84
2021-06-27,91,44.0,,0.44,40.04
2021-06-28,92,44.0,,0.44,40.48
2021-06-29,76,44.0,,0.44,33.44
2021-06-30,83,44.0,,0.44,36.52
2021-07-01,72,48.0,False,0.48,34.56
2021-07-02,74,48.0,,0.48,35.519999999999996
2021-07-03,88,48.0,,0.48,42.239999999999995
2021-07-04,87,48.0,,0.48,41.76
2021-07-05,88,48.0,,0.48,42.239999999999995
2021-07-06,77,48.0,,0.48,36.96
2021-07-07,82,48.0,,0.48,39.36
2021-07-08,83,48.0,,0.48,39.839999999999996
2021-07-09,74,48.0,,0.48,35.519999999999996
2021-07-10,87,48.0,,0.48,41.76
2021-07-11,86,48.0,,0.48,41.28
2021-07-12,83,48.0,,0.48,39.839999999999996
2021-07-13,84,48.0,,0.48,40.32
2021-07-14,73,48.0,,0.48,35.04
2021-07-15,74,48.0,,0.48,35.519999999999996
2021-07-16,83,48.0,,0.48,39.839999999999996
2021-07-17,86,48.0,,0.48,41.28
2021-07-18,91,48.0,,0.48,43.68
2021-07-19,76,48.0,,0.48,36.48
2021-07-20,75,48.0,,0.48,36.0
2021-07-21,76,48.0,,0.48,36.48
2021-07-22,80,48.0,,0.48,38.4
2021-07-23,71,48.0,,0.48,34.08
2021-07-24,83,48.0,,0.48,39.839999999999996
2021-07-25,100,48.0,,0.48,48.0
2021-07-26,79,48.0,,0.48,37.92
2021-07-27,77,48.0,,0.48,36.96
2021-07-28,78,48.0,,0.48,37.44
2021-07-29,83,48.0,,0.48,39.839999999999996
2021-07-30,73,48.0,,0.48,35.04
2021-07-31,82,48.0,,0.48,39.36
2021-08-01,81,51.0,False,0.51,41.31
2021-08-02,75,51.0,,0.51,38.25
2021-08-03,79,51.0,,0.51,40.29
2021-08-04,76,51.0,,0.51,38.76
2021-08-05,73,51.0,,0.51,37.230000000000004
2021-08-06,72,51.0,,0.51,36.72
2021-08-07,83,51.0,,0.51,42.33
2021-08-08,84,51.0,,0.51,42.84
2021-08-09,85,51.0,,0.51,43.35
2021-08-10,79,51.0,,0.51,40.29
2021-08-11,75,51.0,,0.51,38.25
2021-08-12,72,51.0,,0.51,36.72
2021-08-13,73,51.0,,0.51,37.230000000000004
2021-08-14,85,51.0,,0.51,43.35
2021-08-15,88,51.0,,0.51,44.88
2021-08-16,77,51.0,,0.51,39.27
2021-08-17,77,51.0,,0.51,39.27
2021-08-18,81,51.0,,0.51,41.31
2021-08-19,74,51.0,,0.51,37.74
2021-08-20,76,51.0,,0.51,38.76
2021-08-21,100,51.0,,0.51,51.0
2021-08-22,90,51.0,,0.51,45.9
2021-08-23,79,51.0,,0.51,40.29
2021-08-24,74,51.0,,0.51,37.74
2021-08-25,72,51.0,,0.51,36.72
2021-08-26,70,51.0,,0.51,35.7
2021-08-27,75,51.0,,0.51,38.25
2021-08-28,80,51.0,,0.51,40.8
2021-08-29,82,51.0,,0.51,41.82
2021-08-30,74,51.0,,0.51,37.74
2021-08-31,74,51.0,,0.51,37.74
2021-09-01,76,51.0,False,0.51,38.76
2021-09-02,81,51.0,,0.51,41.31
2021-09-03,92,51.0,,0.51,46.92
2021-09-04,97,51.0,,0.51,49.47
2021-09-05,100,51.0,,0.51,51.0
2021-09-06,95,51.0,,0.51,48.45
2021-09-07,82,51.0,,0.51,41.82
2021-09-08,75,51.0,,0.51,38.25
2021-09-09,79,51.0,,0.51,40.29
2021-09-10,81,51.0,,0.51,41.31
2021-09-11,99,51.0,,0.51,50.49
2021-09-12,87,51.0,,0.51,44.37
2021-09-13,72,51.0,,0.51,36.72
2021-09-14,82,51.0,,0.51,41.82
2021-09-15,80,51.0,,0.51,40.8
2021-09-16,73,51.0,,0.51,37.230000000000004
2021-09-17,78,51.0,,0.51,39.78
2021-09-18,95,51.0,,0.51,48.45
2021-09-19,93,51.0,,0.51,47.43
2021-09-20,84,51.0,,0.51,42.84
2021-09-21,86,51.0,,0.51,43.86
2021-09-22,85,51.0,,0.51,43.35
2021-09-23,86,51.0,,0.51,43.86
2021-09-24,89,51.0,,0.51,45.39
2021-09-25,96,51.0,,0.51,48.96
2021-09-26,90,51.0,,0.51,45.9
2021-09-27,88,51.0,,0.51,44.88
2021-09-28,92,51.0,,0.51,46.92
2021-09-29,93,51.0,,0.51,47.43
2021-09-30,98,51.0,,0.51,49.980000000000004
2021-10-01,65,62.0,False,0.62,40.3
2021-10-02,70,62.0,,0.62,43.4
2021-10-03,69,62.0,,0.62,42.78
2021-10-04,60,62.0,,0.62,37.2
2021-10-05,66,62.0,,0.62,40.92
2021-10-06,65,62.0,,0.62,40.3
2021-10-07,64,62.0,,0.62,39.68
2021-10-08,64,62.0,,0.62,39.68
2021-10-09,69,62.0,,0.62,42.78
2021-10-10,75,62.0,,0.62,46.5
2021-10-11,74,62.0,,0.62,45.88
2021-10-12,58,62.0,,0.62,35.96
2021-10-13,64,62.0,,0.62,39.68
2021-10-14,65,62.0,,0.62,40.3
2021-10-15,63,62.0,,0.62,39.06
2021-10-16,76,62.0,,0.62,47.12
2021-10-17,81,62.0,,0.62,50.22
2021-10-18,72,62.0,,0.62,44.64
2021-10-19,77,62.0,,0.62,47.74
2021-10-20,73,62.0,,0.62,45.26
2021-10-21,69,62.0,,0.62,42.78
2021-10-22,64,62.0,,0.62,39.68
2021-10-23,85,62.0,,0.62,52.7
2021-10-24,85,62.0,,0.62,52.7
2021-10-25,69,62.0,,0.62,42.78
2021-10-26,71,62.0,,0.62,44.02
2021-10-27,71,62.0,,0.62,44.02
2021-10-28,75,62.0,,0.62,46.5
2021-10-29,73,62.0,,0.62,45.26
2021-10-30,89,62.0,,0.62,55.18
2021-10-31,100,62.0,,0.62,62.0
2021-11-01,54,92.0,False,0.92,49.68
2021-11-02,47,92.0,,0.92,43.24
2021-11-03,43,92.0,,0.92,39.56
2021-11-04,51,92.0,,0.92,46.92
2021-11-05,47,92.0,,0.92,43.24
2021-11-06,58,92.0,,0.92,53.36
2021-11-07,60,92.0,,0.92,55.2
2021-11-08,46,92.0,,0.92,42.32
2021-11-09,47,92.0,,0.92,43.24
2021-11-10,49,92.0,,0.92,45.080000000000005
2021-11-11,47,92.0,,0.92,43.24
2021-11-12,50,92.0,,0.92,46.0
2021-11-13,57,92.0,,0.92,52.440000000000005
2021-11-14,61,92.0,,0.92,56.120000000000005
2021-11-15,53,92.0,,0.92,48.760000000000005
2021-11-16,51,92.0,,0.92,46.92
2021-11-17,47,92.0,,0.92,43.24
2021-11-18,44,92.0,,0.92,40.480000000000004
2021-11-19,46,92.0,,0.92,42.32
2021-11-20,55,92.0,,0.92,50.6
2021-11-21,82,92.0,,0.92,75.44
2021-11-22,53,92.0,,0.92,48.760000000000005
2021-11-23,56,92.0,,0.92,51.52
2021-11-24,49,92.0,,0.92,45.080000000000005
2021-11-25,57,92.0,,0.92,52.440000000000005
2021-11-26,100,92.0,,0.92,92.0
2021-11-27,82,92.0,,0.92,75.44
2021-11-28,77,92.0,,0.92,70.84
2021-11-29,74,92.0,,0.92,68.08
2021-11-30,62,92.0,,0.92,57.04
2021-12-01,76,82.0,False,0.82,62.31999999999999
2021-12-02,84,82.0,,0.82,68.88
2021-12-03,79,82.0,,0.82,64.78
2021-12-04,100,82.0,,0.82,82.0
2021-12-05,99,82.0,,0.82,81.17999999999999
2021-12-06,92,82.0,,0.82,75.44
2021-12-07,90,82.0,,0.82,73.8
2021-12-08,90,82.0,,0.82,73.8
2021-12-09,83,82.0,,0.82,68.06
2021-12-10,81,82.0,,0.82,66.42
2021-12-11,89,82.0,,0.82,72.97999999999999
2021-12-12,98,82.0,,0.82,80.36
2021-12-13,82,82.0,,0.82,67.24
2021-12-14,78,82.0,,0.82,63.959999999999994
2021-12-15,70,82.0,,0.82,57.4
2021-12-16,71,82.0,,0.82,58.22
2021-12-17,64,82.0,,0.82,52.48
2021-12-18,77,82.0,,0.82,63.13999999999999
2021-12-19,72,82.0,,0.82,59.04
2021-12-20,76,82.0,,0.82,62.31999999999999
2021-12-21,67,82.0,,0.82,54.94
2021-12-22,60,82.0,,0.82,49.199999999999996
2021-12-23,61,82.0,,0.82,50.019999999999996
2021-12-24,62,82.0,,0.82,50.839999999999996
2021-12-25,81,82.0,,0.82,66.42
2021-12-26,85,82.0,,0.82,69.7
2021-12-27,71,82.0,,0.82,58.22
2021-12-28,69,82.0,,0.82,56.58
2021-12-29,65,82.0,,0.82,53.3
2021-12-30,66,82.0,,0.82,54.12
2021-12-31,67,82.0,,0.82,54.94
