date,CRM_unscaled,CRM_monthly,isPartial,scale,CRM
2021-04-12,87,65.0,,0.65,56.550000000000004
2021-04-13,100,65.0,,0.65,65.0
2021-04-14,99,65.0,,0.65,64.35000000000001
2021-04-15,93,65.0,,0.65,60.45
2021-04-16,79,65.0,,0.65,51.35
2021-04-17,46,65.0,,0.65,29.900000000000002
2021-04-18,40,65.0,,0.65,26.0
2021-04-19,85,65.0,,0.65,55.25
2021-04-20,75,65.0,,0.65,48.75
2021-04-21,92,65.0,,0.65,59.800000000000004
2021-04-22,96,65.0,,0.65,62.400000000000006
2021-04-23,81,65.0,,0.65,52.65
2021-04-24,50,65.0,,0.65,32.5
2021-04-25,42,65.0,,0.65,27.3
2021-04-26,93,65.0,,0.65,60.45
2021-04-27,89,65.0,,0.65,57.85
2021-04-28,98,65.0,,0.65,63.7
2021-04-29,83,65.0,,0.65,53.95
2021-04-30,75,65.0,,0.65,48.75
2021-05-01,34,66.0,False,0.66,22.44
2021-05-02,41,66.0,,0.66,27.060000000000002
2021-05-03,66,66.0,,0.66,43.56
2021-05-04,59,66.0,,0.66,38.940000000000005
2021-05-05,79,66.0,,0.66,52.14
2021-05-06,70,66.0,,0.66,46.2
2021-05-07,65,66.0,,0.66,42.9
2021-05-08,41,66.0,,0.66,27.060000000000002
2021-05-09,33,66.0,,0.66,21.78
2021-05-10,63,66.0,,0.66,41.580000000000005
2021-05-11,71,66.0,,0.66,46.86
2021-05-12,84,66.0,,0.66,55.440000000000005
2021-05-13,76,66.0,,0.66,50.160000000000004
2021-05-14,63,66.0,,0.66,41.580000000000005
2021-05-15,46,66.0,,0.66,30.360000000000003
2021-05-16,34,66.0,,0.66,22.44
2021-05-17,54,66.0,,0.66,35.64
2021-05-18,60,66.0,,0.66,39.6
2021-05-19,93,66.0,,0.66,61.38
2021-05-20,69,66.0,,0.66,45.54
2021-05-21,60,66.0,,0.66,39.6
2021-05-22,30,66.0,,0.66,19.8
2021-05-23,35,66.0,,0.66,23.1
2021-05-24,67,66.0,,0.66,44.22
2021-05-25,72,66.0,,0.66,47.52
2021-05-26,81,66.0,,0.66,53.46
2021-05-27,100,66.0,,0.66,66.0
2021-05-28,89,66.0,,0.66,58.74
2021-05-29,41,66.0,,0.66,27.060000000000002
2021-05-30,40,66.0,,0.66,26.400000000000002
2021-05-31,34,66.0,,0.66,22.44
2021-06-01,67,66.0,False,0.66,44.22
2021-06-02,100,66.0,,0.66,66.0
2021-06-03,69,66.0,,0.66,45.54
2021-06-04,68,66.0,,0.66,44.88
2021-06-05,41,66.0,,0.66,27.060000000000002
2021-06-06,30,66.0,,0.66,19.8
2021-06-07,60,66.0,,0.66,39.6
2021-06-08,66,66.0,,0.66,43.56
2021-06-09,82,66.0,,0.66,54.120000000000005
2021-06-10,72,66.0,,0.66,47.52
2021-06-11,63,66.0,,0.66,41.580000000000005
2021-06-12,44,66.0,,0.66,29.040000000000003
2021-06-13,37,66.0,,0.66,24.42
2021-06-14,67,66.0,,0.66,44.22
2021-06-15,74,66.0,,0.66,48.84
2021-06-16,89,66.0,,0.66,58.74
2021-06-17,78,66.0,,0.66,51.480000000000004
2021-06-18,66,66.0,,0.66,43.56
2021-06-19,32,66.0,,0.66,21.12
2021-06-20,34,66.0,,0.66,22.44
2021-06-21,64,66.0,,0.66,42.24
2021-06-22,78,66.0,,0.66,51.480000000000004
2021-06-23,84,66.0,,0.66,55.440000000000005
2021-06-24,67,66.0,,0.66,44.22
2021-06-25,62,66.0,,0.66,40.92
2021-06-26,34,66.0,,0.66,22.44
2021-06-27,32,66.0,,0.66,21.12
2021-06-28,73,66.0,,0.66,48.18
2021-06-29,66,66.0,,0.66,43.56
2021-06-30,92,66.0,,0.66,60.720000000000006
2021-07-01,76,60.0,False,0.6,45.6
2021-07-02,77,60.0,,0.6,46.199999999999996
2021-07-03,39,60.0,,0.6,23.4
2021-07-04,36,60.0,,0.6,21.599999999999998
2021-07-05,46,60.0,,0.6,27.599999999999998
2021-07-06,71,60.0,,0.6,42.6
2021-07-07,92,60.0,,0.6,55.199999999999996
2021-07-08,76,60.0,,0.6,45.6
2021-07-09,70,60.0,,0.6,42.0
2021-07-10,38,60.0,,0.6,22.8
2021-07-11,34,60.0,,0.6,20.4
2021-07-12,75,60.0,,0.6,45.0
2021-07-13,80,60.0,,0.6,48.0
2021-07-14,99,60.0,,0.6,59.4
2021-07-15,66,60.0,,0.6,39.6
2021-07-16,77,60.0,,0.6,46.199999999999996
2021-07-17,41,60.0,,0.6,24.599999999999998
2021-07-18,35,60.0,,0.6,21.0
2021-07-19,68,60.0,,0.6,40.8
2021-07-20,81,60.0,,0.6,48.6
2021-07-21,98,60.0,,0.6,58.8
2021-07-22,86,60.0,,0.6,51.6
2021-07-23,76,60.0,,0.6,45.6
2021-07-24,41,60.0,,0.6,24.599999999999998
2021-07-25,39,60.0,,0.6,23.4
2021-07-26,73,60.0,,0.6,43.8
2021-07-27,78,60.0,,0.6,46.8
2021-07-28,100,60.0,,0.6,60.0
2021-07-29,78,60.0,,0.6,46.8
2021-07-30,75,60.0,,0.6,45.0
2021-07-31,52,60.0,,0.6,31.2
2021-08-01,31,67.0,False,0.67,20.77
2021-08-02,51,67.0,,0.67,34.17
2021-08-03,48,67.0,,0.67,32.160000000000004
2021-08-04,80,67.0,,0.67,53.6
2021-08-05,53,67.0,,0.67,35.510000000000005
2021-08-06,56,67.0,,0.67,37.52
2021-08-07,29,67.0,,0.67,19.43
2021-08-08,28,67.0,,0.67,18.76
2021-08-09,45,67.0,,0.67,30.150000000000002
2021-08-10,52,67.0,,0.67,34.84
2021-08-11,72,67.0,,0.67,48.24
2021-08-12,53,67.0,,0.67,35.510000000000005
2021-08-13,59,67.0,,0.67,39.53
2021-08-14,25,67.0,,0.67,16.75
2021-08-15,33,67.0,,0.67,22.110000000000003
2021-08-16,52,67.0,,0.67,34.84
2021-08-17,56,67.0,,0.67,37.52
2021-08-18,82,67.0,,0.67,54.940000000000005
2021-08-19,65,67.0,,0.67,43.550000000000004
2021-08-20,49,67.0,,0.67,32.830000000000005
2021-08-21,27,67.0,,0.67,18.09
2021-08-22,28,67.0,,0.67,18.76
2021-08-23,60,67.0,,0.67,40.2
2021-08-24,65,67.0,,0.67,43.550000000000004
2021-08-25,100,67.0,,0.67,67.0
2021-08-26,82,67.0,,0.67,54.940000000000005
2021-08-27,63,67.0,,0.67,42.21
2021-08-28,37,67.0,,0.67,24.790000000000003
2021-08-29,28,67.0,,0.67,18.76
2021-08-30,58,67.0,,0.67,38.86
2021-08-31,63,67.0,,0.67,42.21
2021-09-01,83,72.0,False,0.72,59.76
2021-09-02,73,72.0,,0.72,52.559999999999995
2021-09-03,62,72.0,,0.72,44.64
2021-09-04,34,72.0,,0.72,24.48
2021-09-05,30,72.0,,0.72,21.599999999999998
2021-09-06,31,72.0,,0.72,22.32
2021-09-07,57,72.0,,0.72,41.04
2021-09-08,74,72.0,,0.72,53.28
2021-09-09,85,72.0,,0.72,61.199999999999996
2021-09-10,73,72.0,,0.72,52.559999999999995
2021-09-11,60,72.0,,0.72,43.199999999999996
2021-09-12,52,72.0,,0.72,37.44
2021-09-13,78,72.0,,0.72,56.16
2021-09-14,79,72.0,,0.72,56.879999999999995
2021-09-15,100,72.0,,0.72,72.0
2021-09-16,80,72.0,,0.72,57.599999999999994
2021-09-17,68,72.0,,0.72,48.96
2021-09-18,37,72.0,,0.72,26.64
2021-09-19,36,72.0,,0.72,25.919999999999998
2021-09-20,59,72.0,,0.72,42.48
2021-09-21,72,72.0,,0.72,51.839999999999996
2021-09-22,88,72.0,,0.72,63.36
2021-09-23,88,72.0,,0.72,63.36
2021-09-24,72,72.0,,0.72,51.839999999999996
2021-09-25,43,72.0,,0.72,30.959999999999997
2021-09-26,32,72.0,,0.72,23.04
2021-09-27,70,72.0,,0.72,50.4
2021-09-28,72,72.0,,0.72,51.839999999999996
2021-09-29,91,72.0,,0.72,65.52
2021-09-30,79,72.0,,0.72,56.879999999999995
2021-10-01,73,80.0,False,0.8,58.400000000000006
2021-10-02,41,80.0,,0.8,32.800000000000004
2021-10-03,32,80.0,,0.8,25.6
2021-10-04,60,80.0,,0.8,48.0
2021-10-05,54,80.0,,0.8,43.2
2021-10-06,89,80.0,,0.8,71.2
2021-10-07,66,80.0,,0.8,52.800000000000004
2021-10-08,60,80.0,,0.8,48.0
2021-10-09,48,80.0,,0.8,38.400000000000006
2021-10-10,30,80.0,,0.8,24.0
2021-10-11,66,80.0,,0.8,52.800000000000004
2021-10-12,67,80.0,,0.8,53.6
2021-10-13,60,80.0,,0.8,48.0
2021-10-14,86,80.0,,0.8,68.8
2021-10-15,77,80.0,,0.8,61.6
2021-10-16,45,80.0,,0.8,36.0
2021-10-17,50,80.0,,0.8,40.0
2021-10-18,67,80.0,,0.8,53.6
2021-10-19,67,80.0,,0.8,53.6
2021-10-20,74,80.0,,0.8,59.2
2021-10-21,87,80.0,,0.8,69.60000000000001
2021-10-22,56,80.0,,0.8,44.800000000000004
2021-10-23,45,80.0,,0.8,36.0
2021-10-24,61,80.0,,0.8,48.800000000000004
2021-10-25,73,80.0,,0.8,58.400000000000006
2021-10-26,92,80.0,,0.8,73.60000000000001
2021-10-27,100,80.0,,0.8,80.0
2021-10-28,79,80.0,,0.8,63.2
2021-10-29,79,80.0,,0.8,63.2
2021-10-30,72,80.0,,0.8,57.6
2021-10-31,57,80.0,,0.8,45.6
2021-11-01,64,99.0,False,0.99,63.36
2021-11-02,71,99.0,,0.99,70.29
2021-11-03,84,99.0,,0.99,83.16
2021-11-04,58,99.0,,0.99,57.42
2021-11-05,67,99.0,,0.99,66.33
2021-11-06,44,99.0,,0.99,43.56
2021-11-07,34,99.0,,0.99,33.66
2021-11-08,64,99.0,,0.99,63.36
2021-11-09,62,99.0,,0.99,61.38
2021-11-10,86,99.0,,0.99,85.14
2021-11-11,79,99.0,,0.99,78.21
2021-11-12,68,99.0,,0.99,67.32
2021-11-13,38,99.0,,0.99,37.62
2021-11-14,47,99.0,,0.99,46.53
2021-11-15,65,99.0,,0.99,64.35
2021-11-16,61,99.0,,0.99,60.39
2021-11-17,78,99.0,,0.99,77.22
2021-11-18,82,99.0,,0.99,81.17999999999999
2021-11-19,69,99.0,,0.99,68.31
2021-11-20,78,99.0,,0.99,77.22
2021-11-21,61,99.0,,0.99,60.39
2021-11-22,78,99.0,,0.99,77.22
2021-11-23,92,99.0,,0.99,91.08
2021-11-24,86,99.0,,0.99,85.14
2021-11-25,60,99.0,,0.99,59.4
2021-11-26,71,99.0,,0.99,70.29
2021-11-27,53,99.0,,0.99,52.47
2021-11-28,63,99.0,,0.99,62.37
2021-11-29,80,99.0,,0.99,79.2
2021-11-30,100,99.0,,0.99,99.0
2021-12-01,100,100.0,False,1.0,100.0
2021-12-02,77,100.0,,1.0,77.0
2021-12-03,69,100.0,,1.0,69.0
2021-12-04,50,100.0,,1.0,50.0
2021-12-05,47,100.0,,1.0,47.0
2021-12-06,56,100.0,,1.0,56.0
2021-12-07,63,100.0,,1.0,63.0
2021-12-08,79,100.0,,1.0,79.0
2021-12-09,64,100.0,,1.0,64.0
2021-12-10,61,100.0,,1.0,61.0
2021-12-11,43,100.0,,1.0,43.0
2021-12-12,34,100.0,,1.0,34.0
2021-12-13,51,100.0,,1.0,51.0
2021-12-14,61,100.0,,1.0,61.0
2021-12-15,67,100.0,,1.0,67.0
2021-12-16,61,100.0,,1.0,61.0
2021-12-17,61,100.0,,1.0,61.0
2021-12-18,44,100.0,,1.0,44.0
2021-12-19,48,100.0,,1.0,48.0
2021-12-20,58,100.0,,1.0,58.0
2021-12-21,64,100.0,,1.0,64.0
2021-12-22,72,100.0,,1.0,72.0
2021-12-23,63,100.0,,1.0,63.0
2021-12-24,53,100.0,,1.0,53.0
2021-12-25,46,100.0,,1.0,46.0
2021-12-26,47,100.0,,1.0,47.0
2021-12-27,58,100.0,,1.0,58.0
2021-12-28,56,100.0,,1.0,56.0
2021-12-29,66,100.0,,1.0,66.0
2021-12-30,61,100.0,,1.0,61.0
2021-12-31,53,100.0,,1.0,53.0
