date,SI_unscaled,SI_monthly,isPartial,scale,SI
2021-05-04,97,95.0,,0.95,92.14999999999999
2021-05-05,97,95.0,,0.95,92.14999999999999
2021-05-06,93,95.0,,0.95,88.35
2021-05-07,94,95.0,,0.95,89.3
2021-05-08,94,95.0,,0.95,89.3
2021-05-09,87,95.0,,0.95,82.64999999999999
2021-05-10,96,95.0,,0.95,91.19999999999999
2021-05-11,96,95.0,,0.95,91.19999999999999
2021-05-12,97,95.0,,0.95,92.14999999999999
2021-05-13,100,95.0,,0.95,95.0
2021-05-14,97,95.0,,0.95,92.14999999999999
2021-05-15,90,95.0,,0.95,85.5
2021-05-16,91,95.0,,0.95,86.45
2021-05-17,97,95.0,,0.95,92.14999999999999
2021-05-18,97,95.0,,0.95,92.14999999999999
2021-05-19,96,95.0,,0.95,91.19999999999999
2021-05-20,98,95.0,,0.95,93.1
2021-05-21,100,95.0,,0.95,95.0
2021-05-22,100,95.0,,0.95,95.0
2021-05-23,90,95.0,,0.95,85.5
2021-05-24,95,95.0,,0.95,90.25
2021-05-25,99,95.0,,0.95,94.05
2021-05-26,94,95.0,,0.95,89.3
2021-05-27,95,95.0,,0.95,90.25
2021-05-28,92,95.0,,0.95,87.39999999999999
2021-05-29,91,95.0,,0.95,86.45
2021-05-30,95,95.0,,0.95,90.25
2021-05-31,92,95.0,,0.95,87.39999999999999
2021-06-01,84,93.0,False,0.93,78.12
2021-06-02,93,93.0,,0.93,86.49000000000001
2021-06-03,88,93.0,,0.93,81.84
2021-06-04,82,93.0,,0.93,76.26
2021-06-05,85,93.0,,0.93,79.05
2021-06-06,78,93.0,,0.93,72.54
2021-06-07,80,93.0,,0.93,74.4
2021-06-08,84,93.0,,0.93,78.12
2021-06-09,89,93.0,,0.93,82.77000000000001
2021-06-10,92,93.0,,0.93,85.56
2021-06-11,91,93.0,,0.93,84.63000000000001
2021-06-12,86,93.0,,0.93,79.98
2021-06-13,84,93.0,,0.93,78.12
2021-06-14,84,93.0,,0.93,78.12
2021-06-15,85,93.0,,0.93,79.05
2021-06-16,100,93.0,,0.93,93.0
2021-06-17,87,93.0,,0.93,80.91000000000001
2021-06-18,87,93.0,,0.93,80.91000000000001
2021-06-19,79,93.0,,0.93,73.47
2021-06-20,81,93.0,,0.93,75.33
2021-06-21,77,93.0,,0.93,71.61
2021-06-22,82,93.0,,0.93,76.26
2021-06-23,89,93.0,,0.93,82.77000000000001
2021-06-24,84,93.0,,0.93,78.12
2021-06-25,79,93.0,,0.93,73.47
2021-06-26,84,93.0,,0.93,78.12
2021-06-27,84,93.0,,0.93,78.12
2021-06-28,86,93.0,,0.93,79.98
2021-06-29,83,93.0,,0.93,77.19
2021-06-30,87,93.0,,0.93,80.91000000000001
2021-07-01,87,94.0,False,0.94,81.78
2021-07-02,88,94.0,,0.94,82.72
2021-07-03,85,94.0,,0.94,79.89999999999999
2021-07-04,85,94.0,,0.94,79.89999999999999
2021-07-05,90,94.0,,0.94,84.6
2021-07-06,82,94.0,,0.94,77.08
2021-07-07,82,94.0,,0.94,77.08
2021-07-08,92,94.0,,0.94,86.47999999999999
2021-07-09,87,94.0,,0.94,81.78
2021-07-10,92,94.0,,0.94,86.47999999999999
2021-07-11,84,94.0,,0.94,78.96
2021-07-12,87,94.0,,0.94,81.78
2021-07-13,89,94.0,,0.94,83.66
2021-07-14,91,94.0,,0.94,85.53999999999999
2021-07-15,91,94.0,,0.94,85.53999999999999
2021-07-16,89,94.0,,0.94,83.66
2021-07-17,96,94.0,,0.94,90.24
2021-07-18,86,94.0,,0.94,80.83999999999999
2021-07-19,92,94.0,,0.94,86.47999999999999
2021-07-20,94,94.0,,0.94,88.36
2021-07-21,90,94.0,,0.94,84.6
2021-07-22,93,94.0,,0.94,87.42
2021-07-23,91,94.0,,0.94,85.53999999999999
2021-07-24,93,94.0,,0.94,87.42
2021-07-25,89,94.0,,0.94,83.66
2021-07-26,87,94.0,,0.94,81.78
2021-07-27,91,94.0,,0.94,85.53999999999999
2021-07-28,100,94.0,,0.94,94.0
2021-07-29,92,94.0,,0.94,86.47999999999999
2021-07-30,84,94.0,,0.94,78.96
2021-07-31,84,94.0,,0.94,78.96
2021-08-01,87,97.0,False,0.97,84.39
2021-08-02,85,97.0,,0.97,82.45
2021-08-03,87,97.0,,0.97,84.39
2021-08-04,91,97.0,,0.97,88.27
2021-08-05,89,97.0,,0.97,86.33
2021-08-06,84,97.0,,0.97,81.48
2021-08-07,92,97.0,,0.97,89.24
2021-08-08,84,97.0,,0.97,81.48
2021-08-09,90,97.0,,0.97,87.3
2021-08-10,83,97.0,,0.97,80.50999999999999
2021-08-11,85,97.0,,0.97,82.45
2021-08-12,93,97.0,,0.97,90.21
2021-08-13,86,97.0,,0.97,83.42
2021-08-14,92,97.0,,0.97,89.24
2021-08-15,92,97.0,,0.97,89.24
2021-08-16,88,97.0,,0.97,85.36
2021-08-17,91,97.0,,0.97,88.27
2021-08-18,92,97.0,,0.97,89.24
2021-08-19,89,97.0,,0.97,86.33
2021-08-20,93,97.0,,0.97,90.21
2021-08-21,86,97.0,,0.97,83.42
2021-08-22,88,97.0,,0.97,85.36
2021-08-23,88,97.0,,0.97,85.36
2021-08-24,89,97.0,,0.97,86.33
2021-08-25,93,97.0,,0.97,90.21
2021-08-26,97,97.0,,0.97,94.09
2021-08-27,97,97.0,,0.97,94.09
2021-08-28,97,97.0,,0.97,94.09
2021-08-29,90,97.0,,0.97,87.3
2021-08-30,89,97.0,,0.97,86.33
2021-08-31,100,97.0,,0.97,97.0
2021-09-01,94,99.0,False,0.99,93.06
2021-09-02,98,99.0,,0.99,97.02
2021-09-03,95,99.0,,0.99,94.05
2021-09-04,90,99.0,,0.99,89.1
2021-09-05,88,99.0,,0.99,87.12
2021-09-06,96,99.0,,0.99,95.03999999999999
2021-09-07,98,99.0,,0.99,97.02
2021-09-08,94,99.0,,0.99,93.06
2021-09-09,97,99.0,,0.99,96.03
2021-09-10,96,99.0,,0.99,95.03999999999999
2021-09-11,100,99.0,,0.99,99.0
2021-09-12,94,99.0,,0.99,93.06
2021-09-13,92,99.0,,0.99,91.08
2021-09-14,93,99.0,,0.99,92.07
2021-09-15,94,99.0,,0.99,93.06
2021-09-16,96,99.0,,0.99,95.03999999999999
2021-09-17,100,99.0,,0.99,99.0
2021-09-18,89,99.0,,0.99,88.11
2021-09-19,85,99.0,,0.99,84.15
2021-09-20,88,99.0,,0.99,87.12
2021-09-21,96,99.0,,0.99,95.03999999999999
2021-09-22,91,99.0,,0.99,90.09
2021-09-23,92,99.0,,0.99,91.08
2021-09-24,90,99.0,,0.99,89.1
2021-09-25,88,99.0,,0.99,87.12
2021-09-26,82,99.0,,0.99,81.17999999999999
2021-09-27,90,99.0,,0.99,89.1
2021-09-28,100,99.0,,0.99,99.0
2021-09-29,97,99.0,,0.99,96.03
2021-09-30,96,99.0,,0.99,95.03999999999999
2021-10-01,74,100.0,False,1.0,74.0
2021-10-02,76,100.0,,1.0,76.0
2021-10-03,71,100.0,,1.0,71.0
2021-10-04,77,100.0,,1.0,77.0
2021-10-05,75,100.0,,1.0,75.0
2021-10-06,78,100.0,,1.0,78.0
2021-10-07,81,100.0,,1.0,81.0
2021-10-08,77,100.0,,1.0,77.0
2021-10-09,75,100.0,,1.0,75.0
2021-10-10,73,100.0,,1.0,73.0
2021-10-11,75,100.0,,1.0,75.0
2021-10-12,80,100.0,,1.0,80.0
2021-10-13,74,100.0,,1.0,74.0
2021-10-14,79,100.0,,1.0,79.0
2021-10-15,81,100.0,,1.0,81.0
2021-10-16,75,100.0,,1.0,75.0
2021-10-17,73,100.0,,1.0,73.0
2021-10-18,75,100.0,,1.0,75.0
2021-10-19,100,100.0,,1.0,100.0
2021-10-20,87,100.0,,1.0,87.0
2021-10-21,79,100.0,,1.0,79.0
2021-10-22,78,100.0,,1.0,78.0
2021-10-23,76,100.0,,1.0,76.0
2021-10-24,72,100.0,,1.0,72.0
2021-10-25,75,100.0,,1.0,75.0
2021-10-26,75,100.0,,1.0,75.0
2021-10-27,79,100.0,,1.0,79.0
2021-10-28,72,100.0,,1.0,72.0
2021-10-29,70,100.0,,1.0,70.0
2021-10-30,72,100.0,,1.0,72.0
2021-10-31,75,100.0,,1.0,75.0
2021-11-01,85,96.0,False,0.96,81.6
2021-11-02,94,96.0,,0.96,90.24
2021-11-03,95,96.0,,0.96,91.2
2021-11-04,89,96.0,,0.96,85.44
2021-11-05,98,96.0,,0.96,94.08
2021-11-06,90,96.0,,0.96,86.39999999999999
2021-11-07,88,96.0,,0.96,84.47999999999999
2021-11-08,97,96.0,,0.96,93.11999999999999
2021-11-09,99,96.0,,0.96,95.03999999999999
2021-11-10,100,96.0,,0.96,96.0
2021-11-11,95,96.0,,0.96,91.2
2021-11-12,93,96.0,,0.96,89.28
2021-11-13,90,96.0,,0.96,86.39999999999999
2021-11-14,97,96.0,,0.96,93.11999999999999
2021-11-15,95,96.0,,0.96,91.2
2021-11-16,94,96.0,,0.96,90.24
2021-11-17,94,96.0,,0.96,90.24
2021-11-18,94,96.0,,0.96,90.24
2021-11-19,96,96.0,,0.96,92.16
2021-11-20,90,96.0,,0.96,86.39999999999999
2021-11-21,91,96.0,,0.96,87.36
2021-11-22,88,96.0,,0.96,84.47999999999999
2021-11-23,89,96.0,,0.96,85.44
2021-11-24,86,96.0,,0.96,82.56
2021-11-25,92,96.0,,0.96,88.32
2021-11-26,89,96.0,,0.96,85.44
2021-11-27,85,96.0,,0.96,81.6
2021-11-28,84,96.0,,0.96,80.64
2021-11-29,87,96.0,,0.96,83.52
2021-11-30,91,96.0,,0.96,87.36
2021-12-01,97,96.0,False,0.96,93.11999999999999
2021-12-02,96,96.0,,0.96,92.16
2021-12-03,97,96.0,,0.96,93.11999999999999
2021-12-04,89,96.0,,0.96,85.44
2021-12-05,89,96.0,,0.96,85.44
2021-12-06,90,96.0,,0.96,86.39999999999999
2021-12-07,95,96.0,,0.96,91.2
2021-12-08,99,96.0,,0.96,95.03999999999999
2021-12-09,96,96.0,,0.96,92.16
2021-12-10,88,96.0,,0.96,84.47999999999999
2021-12-11,91,96.0,,0.96,87.36
2021-12-12,90,96.0,,0.96,86.39999999999999
2021-12-13,92,96.0,,0.96,88.32
2021-12-14,92,96.0,,0.96,88.32
2021-12-15,97,96.0,,0.96,93.11999999999999
2021-12-16,92,96.0,,0.96,88.32
2021-12-17,90,96.0,,0.96,86.39999999999999
2021-12-18,97,96.0,,0.96,93.11999999999999
2021-12-19,89,96.0,,0.96,85.44
2021-12-20,91,96.0,,0.96,87.36
2021-12-21,88,96.0,,0.96,84.47999999999999
2021-12-22,89,96.0,,0.96,85.44
2021-12-23,90,96.0,,0.96,86.39999999999999
2021-12-24,86,96.0,,0.96,82.56
2021-12-25,86,96.0,,0.96,82.56
2021-12-26,92,96.0,,0.96,88.32
2021-12-27,93,96.0,,0.96,89.28
2021-12-28,100,96.0,,0.96,96.0
2021-12-29,98,96.0,,0.96,94.08
2021-12-30,91,96.0,,0.96,87.36
2021-12-31,91,96.0,,0.96,87.36
