date,AC_unscaled,AC_monthly,isPartial,scale,AC
2016-05-01,54,49.0,False,0.49,26.46
2016-05-02,51,49.0,,0.49,24.99
2016-05-03,54,49.0,,0.49,26.46
2016-05-04,48,49.0,,0.49,23.52
2016-05-05,46,49.0,,0.49,22.54
2016-05-06,50,49.0,,0.49,24.5
2016-05-07,53,49.0,,0.49,25.97
2016-05-08,48,49.0,,0.49,23.52
2016-05-09,52,49.0,,0.49,25.48
2016-05-10,54,49.0,,0.49,26.46
2016-05-11,59,49.0,,0.49,28.91
2016-05-12,58,49.0,,0.49,28.419999999999998
2016-05-13,62,49.0,,0.49,30.38
2016-05-14,58,49.0,,0.49,28.419999999999998
2016-05-15,54,49.0,,0.49,26.46
2016-05-16,50,49.0,,0.49,24.5
2016-05-17,49,49.0,,0.49,24.009999999999998
2016-05-18,51,49.0,,0.49,24.99
2016-05-19,52,49.0,,0.49,25.48
2016-05-20,51,49.0,,0.49,24.99
2016-05-21,58,49.0,,0.49,28.419999999999998
2016-05-22,56,49.0,,0.49,27.439999999999998
2016-05-23,57,49.0,,0.49,27.93
2016-05-24,60,49.0,,0.49,29.4
2016-05-25,74,49.0,,0.49,36.26
2016-05-26,82,49.0,,0.49,40.18
2016-05-27,90,49.0,,0.49,44.1
2016-05-28,100,49.0,,0.49,49.0
2016-05-29,95,49.0,,0.49,46.55
2016-05-30,87,49.0,,0.49,42.63
2016-05-31,84,49.0,,0.49,41.16
2016-06-01,82,69.0,False,0.69,56.58
2016-06-02,73,69.0,,0.69,50.37
2016-06-03,79,69.0,,0.69,54.51
2016-06-04,90,69.0,,0.69,62.099999999999994
2016-06-05,86,69.0,,0.69,59.339999999999996
2016-06-06,80,69.0,,0.69,55.199999999999996
2016-06-07,76,69.0,,0.69,52.44
2016-06-08,69,69.0,,0.69,47.61
2016-06-09,70,69.0,,0.69,48.3
2016-06-10,76,69.0,,0.69,52.44
2016-06-11,86,69.0,,0.69,59.339999999999996
2016-06-12,85,69.0,,0.69,58.65
2016-06-13,77,69.0,,0.69,53.129999999999995
2016-06-14,74,69.0,,0.69,51.059999999999995
2016-06-15,78,69.0,,0.69,53.81999999999999
2016-06-16,82,69.0,,0.69,56.58
2016-06-17,80,69.0,,0.69,55.199999999999996
2016-06-18,91,69.0,,0.69,62.78999999999999
2016-06-19,86,69.0,,0.69,59.339999999999996
2016-06-20,100,69.0,,0.69,69.0
2016-06-21,97,69.0,,0.69,66.92999999999999
2016-06-22,86,69.0,,0.69,59.339999999999996
2016-06-23,81,69.0,,0.69,55.88999999999999
2016-06-24,79,69.0,,0.69,54.51
2016-06-25,84,69.0,,0.69,57.959999999999994
2016-06-26,89,69.0,,0.69,61.41
2016-06-27,87,69.0,,0.69,60.029999999999994
2016-06-28,84,69.0,,0.69,57.959999999999994
2016-06-29,79,69.0,,0.69,54.51
2016-06-30,77,69.0,,0.69,53.129999999999995
2016-07-01,69,73.0,False,0.73,50.37
2016-07-02,71,73.0,,0.73,51.83
2016-07-03,68,73.0,,0.73,49.64
2016-07-04,66,73.0,,0.73,48.18
2016-07-05,72,73.0,,0.73,52.56
2016-07-06,80,73.0,,0.73,58.4
2016-07-07,83,73.0,,0.73,60.589999999999996
2016-07-08,77,73.0,,0.73,56.21
2016-07-09,79,73.0,,0.73,57.67
2016-07-10,72,73.0,,0.73,52.56
2016-07-11,70,73.0,,0.73,51.1
2016-07-12,69,73.0,,0.73,50.37
2016-07-13,72,73.0,,0.73,52.56
2016-07-14,72,73.0,,0.73,52.56
2016-07-15,71,73.0,,0.73,51.83
2016-07-16,78,73.0,,0.73,56.94
2016-07-17,72,73.0,,0.73,52.56
2016-07-18,78,73.0,,0.73,56.94
2016-07-19,72,73.0,,0.73,52.56
2016-07-20,75,73.0,,0.73,54.75
2016-07-21,78,73.0,,0.73,56.94
2016-07-22,84,73.0,,0.73,61.32
2016-07-23,100,73.0,,0.73,73.0
2016-07-24,91,73.0,,0.73,66.42999999999999
2016-07-25,85,73.0,,0.73,62.05
2016-07-26,84,73.0,,0.73,61.32
2016-07-27,80,73.0,,0.73,58.4
2016-07-28,79,73.0,,0.73,57.67
2016-07-29,73,73.0,,0.73,53.29
2016-07-30,77,73.0,,0.73,56.21
2016-07-31,80,73.0,,0.73,58.4
2016-08-01,88,56.0,False,0.56,49.28
2016-08-02,88,56.0,,0.56,49.28
2016-08-03,87,56.0,,0.56,48.720000000000006
2016-08-04,91,56.0,,0.56,50.96000000000001
2016-08-05,87,56.0,,0.56,48.720000000000006
2016-08-06,89,56.0,,0.56,49.84
2016-08-07,81,56.0,,0.56,45.36000000000001
2016-08-08,79,56.0,,0.56,44.24
2016-08-09,80,56.0,,0.56,44.800000000000004
2016-08-10,76,56.0,,0.56,42.56
2016-08-11,87,56.0,,0.56,48.720000000000006
2016-08-12,92,56.0,,0.56,51.52
2016-08-13,98,56.0,,0.56,54.88
2016-08-14,100,56.0,,0.56,56.00000000000001
2016-08-15,88,56.0,,0.56,49.28
2016-08-16,80,56.0,,0.56,44.800000000000004
2016-08-17,82,56.0,,0.56,45.92
2016-08-18,78,56.0,,0.56,43.68000000000001
2016-08-19,77,56.0,,0.56,43.120000000000005
2016-08-20,78,56.0,,0.56,43.68000000000001
2016-08-21,73,56.0,,0.56,40.88
2016-08-22,71,56.0,,0.56,39.760000000000005
2016-08-23,65,56.0,,0.56,36.400000000000006
2016-08-24,69,56.0,,0.56,38.64
2016-08-25,69,56.0,,0.56,38.64
2016-08-26,73,56.0,,0.56,40.88
2016-08-27,79,56.0,,0.56,44.24
2016-08-28,77,56.0,,0.56,43.120000000000005
2016-08-29,71,56.0,,0.56,39.760000000000005
2016-08-30,68,56.0,,0.56,38.080000000000005
2016-08-31,69,56.0,,0.56,38.64
2016-09-01,93,41.0,False,0.41,38.129999999999995
2016-09-02,90,41.0,,0.41,36.9
2016-09-03,90,41.0,,0.41,36.9
2016-09-04,93,41.0,,0.41,38.129999999999995
2016-09-05,93,41.0,,0.41,38.129999999999995
2016-09-06,92,41.0,,0.41,37.72
2016-09-07,93,41.0,,0.41,38.129999999999995
2016-09-08,91,41.0,,0.41,37.309999999999995
2016-09-09,91,41.0,,0.41,37.309999999999995
2016-09-10,100,41.0,,0.41,41.0
2016-09-11,85,41.0,,0.41,34.85
2016-09-12,82,41.0,,0.41,33.62
2016-09-13,79,41.0,,0.41,32.39
2016-09-14,78,41.0,,0.41,31.979999999999997
2016-09-15,81,41.0,,0.41,33.21
2016-09-16,79,41.0,,0.41,32.39
2016-09-17,86,41.0,,0.41,35.26
2016-09-18,86,41.0,,0.41,35.26
2016-09-19,98,41.0,,0.41,40.18
2016-09-20,91,41.0,,0.41,37.309999999999995
2016-09-21,89,41.0,,0.41,36.489999999999995
2016-09-22,75,41.0,,0.41,30.749999999999996
2016-09-23,75,41.0,,0.41,30.749999999999996
2016-09-24,81,41.0,,0.41,33.21
2016-09-25,77,41.0,,0.41,31.569999999999997
2016-09-26,75,41.0,,0.41,30.749999999999996
2016-09-27,78,41.0,,0.41,31.979999999999997
2016-09-28,71,41.0,,0.41,29.11
2016-09-29,67,41.0,,0.41,27.47
2016-09-30,69,41.0,,0.41,28.29
2016-10-01,100,31.0,False,0.31,31.0
2016-10-02,93,31.0,,0.31,28.83
2016-10-03,88,31.0,,0.31,27.28
2016-10-04,95,31.0,,0.31,29.45
2016-10-05,90,31.0,,0.31,27.9
2016-10-06,88,31.0,,0.31,27.28
2016-10-07,88,31.0,,0.31,27.28
2016-10-08,95,31.0,,0.31,29.45
2016-10-09,89,31.0,,0.31,27.59
2016-10-10,86,31.0,,0.31,26.66
2016-10-11,82,31.0,,0.31,25.419999999999998
2016-10-12,87,31.0,,0.31,26.97
2016-10-13,82,31.0,,0.31,25.419999999999998
2016-10-14,85,31.0,,0.31,26.35
2016-10-15,92,31.0,,0.31,28.52
2016-10-16,88,31.0,,0.31,27.28
2016-10-17,94,31.0,,0.31,29.14
2016-10-18,92,31.0,,0.31,28.52
2016-10-19,88,31.0,,0.31,27.28
2016-10-20,84,31.0,,0.31,26.04
2016-10-21,87,31.0,,0.31,26.97
2016-10-22,95,31.0,,0.31,29.45
2016-10-23,86,31.0,,0.31,26.66
2016-10-24,84,31.0,,0.31,26.04
2016-10-25,88,31.0,,0.31,27.28
2016-10-26,83,31.0,,0.31,25.73
2016-10-27,82,31.0,,0.31,25.419999999999998
2016-10-28,87,31.0,,0.31,26.97
2016-10-29,83,31.0,,0.31,25.73
2016-10-30,88,31.0,,0.31,27.28
2016-10-31,74,31.0,,0.31,22.94
2016-11-01,90,28.0,False,0.28,25.200000000000003
2016-11-02,93,28.0,,0.28,26.040000000000003
2016-11-03,82,28.0,,0.28,22.96
2016-11-04,90,28.0,,0.28,25.200000000000003
2016-11-05,87,28.0,,0.28,24.360000000000003
2016-11-06,89,28.0,,0.28,24.92
2016-11-07,83,28.0,,0.28,23.240000000000002
2016-11-08,79,28.0,,0.28,22.12
2016-11-09,57,28.0,,0.28,15.96
2016-11-10,84,28.0,,0.28,23.520000000000003
2016-11-11,88,28.0,,0.28,24.64
2016-11-12,88,28.0,,0.28,24.64
2016-11-13,90,28.0,,0.28,25.200000000000003
2016-11-14,82,28.0,,0.28,22.96
2016-11-15,84,28.0,,0.28,23.520000000000003
2016-11-16,89,28.0,,0.28,24.92
2016-11-17,90,28.0,,0.28,25.200000000000003
2016-11-18,89,28.0,,0.28,24.92
2016-11-19,91,28.0,,0.28,25.480000000000004
2016-11-20,91,28.0,,0.28,25.480000000000004
2016-11-21,92,28.0,,0.28,25.76
2016-11-22,93,28.0,,0.28,26.040000000000003
2016-11-23,82,28.0,,0.28,22.96
2016-11-24,75,28.0,,0.28,21.000000000000004
2016-11-25,100,28.0,,0.28,28.000000000000004
2016-11-26,97,28.0,,0.28,27.160000000000004
2016-11-27,90,28.0,,0.28,25.200000000000003
2016-11-28,86,28.0,,0.28,24.080000000000002
2016-11-29,86,28.0,,0.28,24.080000000000002
2016-11-30,90,28.0,,0.28,25.200000000000003
2016-12-01,84,29.0,False,0.29,24.36
2016-12-02,89,29.0,,0.29,25.81
2016-12-03,100,29.0,,0.29,28.999999999999996
2016-12-04,85,29.0,,0.29,24.65
2016-12-05,81,29.0,,0.29,23.49
2016-12-06,86,29.0,,0.29,24.939999999999998
2016-12-07,82,29.0,,0.29,23.779999999999998
2016-12-08,84,29.0,,0.29,24.36
2016-12-09,81,29.0,,0.29,23.49
2016-12-10,97,29.0,,0.29,28.13
2016-12-11,82,29.0,,0.29,23.779999999999998
2016-12-12,85,29.0,,0.29,24.65
2016-12-13,86,29.0,,0.29,24.939999999999998
2016-12-14,83,29.0,,0.29,24.069999999999997
2016-12-15,80,29.0,,0.29,23.2
2016-12-16,85,29.0,,0.29,24.65
2016-12-17,93,29.0,,0.29,26.97
2016-12-18,89,29.0,,0.29,25.81
2016-12-19,93,29.0,,0.29,26.97
2016-12-20,90,29.0,,0.29,26.099999999999998
2016-12-21,83,29.0,,0.29,24.069999999999997
2016-12-22,88,29.0,,0.29,25.52
2016-12-23,92,29.0,,0.29,26.68
2016-12-24,82,29.0,,0.29,23.779999999999998
2016-12-25,66,29.0,,0.29,19.139999999999997
2016-12-26,82,29.0,,0.29,23.779999999999998
2016-12-27,92,29.0,,0.29,26.68
2016-12-28,87,29.0,,0.29,25.229999999999997
2016-12-29,88,29.0,,0.29,25.52
2016-12-30,80,29.0,,0.29,23.2
2016-12-31,77,29.0,,0.29,22.33
2017-01-01,73,27.0,False,0.27,19.71
2017-01-02,89,27.0,,0.27,24.03
2017-01-03,89,27.0,,0.27,24.03
2017-01-04,90,27.0,,0.27,24.3
2017-01-05,89,27.0,,0.27,24.03
2017-01-06,89,27.0,,0.27,24.03
2017-01-07,86,27.0,,0.27,23.220000000000002
2017-01-08,87,27.0,,0.27,23.490000000000002
2017-01-09,90,27.0,,0.27,24.3
2017-01-10,87,27.0,,0.27,23.490000000000002
2017-01-11,87,27.0,,0.27,23.490000000000002
2017-01-12,88,27.0,,0.27,23.76
2017-01-13,92,27.0,,0.27,24.840000000000003
2017-01-14,100,27.0,,0.27,27.0
2017-01-15,85,27.0,,0.27,22.950000000000003
2017-01-16,91,27.0,,0.27,24.57
2017-01-17,87,27.0,,0.27,23.490000000000002
2017-01-18,91,27.0,,0.27,24.57
2017-01-19,87,27.0,,0.27,23.490000000000002
2017-01-20,86,27.0,,0.27,23.220000000000002
2017-01-21,100,27.0,,0.27,27.0
2017-01-22,89,27.0,,0.27,24.03
2017-01-23,85,27.0,,0.27,22.950000000000003
2017-01-24,88,27.0,,0.27,23.76
2017-01-25,91,27.0,,0.27,24.57
2017-01-26,84,27.0,,0.27,22.68
2017-01-27,88,27.0,,0.27,23.76
2017-01-28,95,27.0,,0.27,25.650000000000002
2017-01-29,89,27.0,,0.27,24.03
2017-01-30,86,27.0,,0.27,23.220000000000002
2017-01-31,91,27.0,,0.27,24.57
2017-02-01,77,29.0,False,0.29,22.33
2017-02-02,77,29.0,,0.29,22.33
2017-02-03,81,29.0,,0.29,23.49
2017-02-04,82,29.0,,0.29,23.779999999999998
2017-02-05,84,29.0,,0.29,24.36
2017-02-06,73,29.0,,0.29,21.169999999999998
2017-02-07,83,29.0,,0.29,24.069999999999997
2017-02-08,89,29.0,,0.29,25.81
2017-02-09,86,29.0,,0.29,24.939999999999998
2017-02-10,85,29.0,,0.29,24.65
2017-02-11,96,29.0,,0.29,27.839999999999996
2017-02-12,96,29.0,,0.29,27.839999999999996
2017-02-13,93,29.0,,0.29,26.97
2017-02-14,83,29.0,,0.29,24.069999999999997
2017-02-15,81,29.0,,0.29,23.49
2017-02-16,83,29.0,,0.29,24.069999999999997
2017-02-17,85,29.0,,0.29,24.65
2017-02-18,93,29.0,,0.29,26.97
2017-02-19,92,29.0,,0.29,26.68
2017-02-20,95,29.0,,0.29,27.549999999999997
2017-02-21,90,29.0,,0.29,26.099999999999998
2017-02-22,91,29.0,,0.29,26.389999999999997
2017-02-23,86,29.0,,0.29,24.939999999999998
2017-02-24,98,29.0,,0.29,28.419999999999998
2017-02-25,100,29.0,,0.29,28.999999999999996
2017-02-26,91,29.0,,0.29,26.389999999999997
2017-02-27,88,29.0,,0.29,25.52
2017-02-28,89,29.0,,0.29,25.81
2017-03-01,80,33.0,False,0.33,26.400000000000002
2017-03-02,81,33.0,,0.33,26.73
2017-03-03,78,33.0,,0.33,25.740000000000002
2017-03-04,82,33.0,,0.33,27.060000000000002
2017-03-05,81,33.0,,0.33,26.73
2017-03-06,74,33.0,,0.33,24.42
2017-03-07,75,33.0,,0.33,24.75
2017-03-08,80,33.0,,0.33,26.400000000000002
2017-03-09,84,33.0,,0.33,27.720000000000002
2017-03-10,84,33.0,,0.33,27.720000000000002
2017-03-11,94,33.0,,0.33,31.020000000000003
2017-03-12,81,33.0,,0.33,26.73
2017-03-13,79,33.0,,0.33,26.07
2017-03-14,85,33.0,,0.33,28.05
2017-03-15,83,33.0,,0.33,27.39
2017-03-16,80,33.0,,0.33,26.400000000000002
2017-03-17,83,33.0,,0.33,27.39
2017-03-18,92,33.0,,0.33,30.360000000000003
2017-03-19,86,33.0,,0.33,28.380000000000003
2017-03-20,96,33.0,,0.33,31.68
2017-03-21,94,33.0,,0.33,31.020000000000003
2017-03-22,91,33.0,,0.33,30.03
2017-03-23,84,33.0,,0.33,27.720000000000002
2017-03-24,88,33.0,,0.33,29.040000000000003
2017-03-25,88,33.0,,0.33,29.040000000000003
2017-03-26,89,33.0,,0.33,29.37
2017-03-27,90,33.0,,0.33,29.700000000000003
2017-03-28,100,33.0,,0.33,33.0
2017-03-29,95,33.0,,0.33,31.35
2017-03-30,97,33.0,,0.33,32.01
2017-03-31,88,33.0,,0.33,29.040000000000003
2017-04-01,67,39.0,False,0.39,26.130000000000003
2017-04-02,72,39.0,,0.39,28.080000000000002
2017-04-03,66,39.0,,0.39,25.740000000000002
2017-04-04,68,39.0,,0.39,26.52
2017-04-05,71,39.0,,0.39,27.69
2017-04-06,66,39.0,,0.39,25.740000000000002
2017-04-07,62,39.0,,0.39,24.18
2017-04-08,66,39.0,,0.39,25.740000000000002
2017-04-09,65,39.0,,0.39,25.35
2017-04-10,70,39.0,,0.39,27.3
2017-04-11,75,39.0,,0.39,29.25
2017-04-12,73,39.0,,0.39,28.470000000000002
2017-04-13,73,39.0,,0.39,28.470000000000002
2017-04-14,76,39.0,,0.39,29.64
2017-04-15,79,39.0,,0.39,30.810000000000002
2017-04-16,85,39.0,,0.39,33.15
2017-04-17,82,39.0,,0.39,31.98
2017-04-18,74,39.0,,0.39,28.86
2017-04-19,76,39.0,,0.39,29.64
2017-04-20,77,39.0,,0.39,30.03
2017-04-21,82,39.0,,0.39,31.98
2017-04-22,82,39.0,,0.39,31.98
2017-04-23,74,39.0,,0.39,28.86
2017-04-24,74,39.0,,0.39,28.86
2017-04-25,68,39.0,,0.39,26.52
2017-04-26,73,39.0,,0.39,28.470000000000002
2017-04-27,76,39.0,,0.39,29.64
2017-04-28,82,39.0,,0.39,31.98
2017-04-29,100,39.0,,0.39,39.0
2017-04-30,91,39.0,,0.39,35.49
2017-05-01,62,51.0,False,0.51,31.62
2017-05-02,64,51.0,,0.51,32.64
2017-05-03,64,51.0,,0.51,32.64
2017-05-04,65,51.0,,0.51,33.15
2017-05-05,59,51.0,,0.51,30.09
2017-05-06,63,51.0,,0.51,32.13
2017-05-07,60,51.0,,0.51,30.6
2017-05-08,59,51.0,,0.51,30.09
2017-05-09,58,51.0,,0.51,29.580000000000002
2017-05-10,58,51.0,,0.51,29.580000000000002
2017-05-11,61,51.0,,0.51,31.11
2017-05-12,58,51.0,,0.51,29.580000000000002
2017-05-13,62,51.0,,0.51,31.62
2017-05-14,62,51.0,,0.51,31.62
2017-05-15,70,51.0,,0.51,35.7
2017-05-16,76,51.0,,0.51,38.76
2017-05-17,87,51.0,,0.51,44.37
2017-05-18,100,51.0,,0.51,51.0
2017-05-19,99,51.0,,0.51,50.49
