date,AAL_unscaled,AAL_monthly,isPartial,scale,AAL
2021-03-20,15,35.0,,0.35,5.25
2021-03-21,12,35.0,,0.35,4.199999999999999
2021-03-22,51,35.0,,0.35,17.849999999999998
2021-03-23,57,35.0,,0.35,19.95
2021-03-24,67,35.0,,0.35,23.45
2021-03-25,53,35.0,,0.35,18.549999999999997
2021-03-26,51,35.0,,0.35,17.849999999999998
2021-03-27,15,35.0,,0.35,5.25
2021-03-28,10,35.0,,0.35,3.5
2021-03-29,47,35.0,,0.35,16.45
2021-03-30,54,35.0,,0.35,18.9
2021-03-31,61,35.0,,0.35,21.349999999999998
2021-04-01,74,25.0,False,0.25,18.5
2021-04-02,41,25.0,,0.25,10.25
2021-04-03,18,25.0,,0.25,4.5
2021-04-04,14,25.0,,0.25,3.5
2021-04-05,93,25.0,,0.25,23.25
2021-04-06,83,25.0,,0.25,20.75
2021-04-07,71,25.0,,0.25,17.75
2021-04-08,72,25.0,,0.25,18.0
2021-04-09,56,25.0,,0.25,14.0
2021-04-10,21,25.0,,0.25,5.25
2021-04-11,14,25.0,,0.25,3.5
2021-04-12,66,25.0,,0.25,16.5
2021-04-13,66,25.0,,0.25,16.5
2021-04-14,85,25.0,,0.25,21.25
2021-04-15,63,25.0,,0.25,15.75
2021-04-16,68,25.0,,0.25,17.0
2021-04-17,20,25.0,,0.25,5.0
2021-04-18,17,25.0,,0.25,4.25
2021-04-19,69,25.0,,0.25,17.25
2021-04-20,82,25.0,,0.25,20.5
2021-04-21,78,25.0,,0.25,19.5
2021-04-22,87,25.0,,0.25,21.75
2021-04-23,63,25.0,,0.25,15.75
2021-04-24,22,25.0,,0.25,5.5
2021-04-25,17,25.0,,0.25,4.25
2021-04-26,83,25.0,,0.25,20.75
2021-04-27,100,25.0,,0.25,25.0
2021-04-28,71,25.0,,0.25,17.75
2021-04-29,67,25.0,,0.25,16.75
2021-04-30,58,25.0,,0.25,14.5
2021-05-01,26,21.0,False,0.21,5.46
2021-05-02,14,21.0,,0.21,2.94
2021-05-03,78,21.0,,0.21,16.38
2021-05-04,83,21.0,,0.21,17.43
2021-05-05,79,21.0,,0.21,16.59
2021-05-06,78,21.0,,0.21,16.38
2021-05-07,73,21.0,,0.21,15.33
2021-05-08,22,21.0,,0.21,4.62
2021-05-09,11,21.0,,0.21,2.31
2021-05-10,69,21.0,,0.21,14.49
2021-05-11,91,21.0,,0.21,19.11
2021-05-12,66,21.0,,0.21,13.86
2021-05-13,71,21.0,,0.21,14.91
2021-05-14,86,21.0,,0.21,18.06
2021-05-15,24,21.0,,0.21,5.04
2021-05-16,22,21.0,,0.21,4.62
2021-05-17,77,21.0,,0.21,16.169999999999998
2021-05-18,85,21.0,,0.21,17.849999999999998
2021-05-19,73,21.0,,0.21,15.33
2021-05-20,86,21.0,,0.21,18.06
2021-05-21,69,21.0,,0.21,14.49
2021-05-22,21,21.0,,0.21,4.41
2021-05-23,14,21.0,,0.21,2.94
2021-05-24,65,21.0,,0.21,13.65
2021-05-25,100,21.0,,0.21,21.0
2021-05-26,82,21.0,,0.21,17.22
2021-05-27,72,21.0,,0.21,15.12
2021-05-28,75,21.0,,0.21,15.75
2021-05-29,23,21.0,,0.21,4.83
2021-05-30,18,21.0,,0.21,3.78
2021-05-31,17,21.0,,0.21,3.57
2021-06-01,82,21.0,False,0.21,17.22
2021-06-02,100,21.0,,0.21,21.0
2021-06-03,87,21.0,,0.21,18.27
2021-06-04,87,21.0,,0.21,18.27
2021-06-05,20,21.0,,0.21,4.2
2021-06-06,17,21.0,,0.21,3.57
2021-06-07,63,21.0,,0.21,13.229999999999999
2021-06-08,70,21.0,,0.21,14.7
2021-06-09,57,21.0,,0.21,11.969999999999999
2021-06-10,50,21.0,,0.21,10.5
2021-06-11,65,21.0,,0.21,13.65
2021-06-12,23,21.0,,0.21,4.83
2021-06-13,10,21.0,,0.21,2.1
2021-06-14,65,21.0,,0.21,13.65
2021-06-15,72,21.0,,0.21,15.12
2021-06-16,58,21.0,,0.21,12.18
2021-06-17,66,21.0,,0.21,13.86
2021-06-18,58,21.0,,0.21,12.18
2021-06-19,16,21.0,,0.21,3.36
2021-06-20,14,21.0,,0.21,2.94
2021-06-21,86,21.0,,0.21,18.06
2021-06-22,84,21.0,,0.21,17.64
2021-06-23,71,21.0,,0.21,14.91
2021-06-24,65,21.0,,0.21,13.65
2021-06-25,74,21.0,,0.21,15.54
2021-06-26,14,21.0,,0.21,2.94
2021-06-27,11,21.0,,0.21,2.31
2021-06-28,73,21.0,,0.21,15.33
2021-06-29,66,21.0,,0.21,13.86
2021-06-30,62,21.0,,0.21,13.02
2021-07-01,69,19.0,False,0.19,13.11
2021-07-02,49,19.0,,0.19,9.31
2021-07-03,24,19.0,,0.19,4.5600000000000005
2021-07-04,25,19.0,,0.19,4.75
2021-07-05,16,19.0,,0.19,3.04
2021-07-06,67,19.0,,0.19,12.73
2021-07-07,72,19.0,,0.19,13.68
2021-07-08,77,19.0,,0.19,14.63
2021-07-09,67,19.0,,0.19,12.73
2021-07-10,17,19.0,,0.19,3.23
2021-07-11,16,19.0,,0.19,3.04
2021-07-12,60,19.0,,0.19,11.4
2021-07-13,71,19.0,,0.19,13.49
2021-07-14,98,19.0,,0.19,18.62
2021-07-15,74,19.0,,0.19,14.06
2021-07-16,60,19.0,,0.19,11.4
2021-07-17,14,19.0,,0.19,2.66
2021-07-18,8,19.0,,0.19,1.52
2021-07-19,78,19.0,,0.19,14.82
2021-07-20,89,19.0,,0.19,16.91
2021-07-21,100,19.0,,0.19,19.0
2021-07-22,98,19.0,,0.19,18.62
2021-07-23,62,19.0,,0.19,11.78
2021-07-24,22,19.0,,0.19,4.18
2021-07-25,11,19.0,,0.19,2.09
2021-07-26,67,19.0,,0.19,12.73
2021-07-27,69,19.0,,0.19,13.11
2021-07-28,58,19.0,,0.19,11.02
2021-07-29,45,19.0,,0.19,8.55
2021-07-30,50,19.0,,0.19,9.5
2021-07-31,14,19.0,,0.19,2.66
2021-08-01,17,17.0,False,0.17,2.89
2021-08-02,59,17.0,,0.17,10.030000000000001
2021-08-03,64,17.0,,0.17,10.88
2021-08-04,67,17.0,,0.17,11.39
2021-08-05,77,17.0,,0.17,13.090000000000002
2021-08-06,76,17.0,,0.17,12.920000000000002
2021-08-07,15,17.0,,0.17,2.5500000000000003
2021-08-08,11,17.0,,0.17,1.87
2021-08-09,63,17.0,,0.17,10.71
2021-08-10,81,17.0,,0.17,13.770000000000001
2021-08-11,68,17.0,,0.17,11.56
2021-08-12,57,17.0,,0.17,9.690000000000001
2021-08-13,57,17.0,,0.17,9.690000000000001
2021-08-14,16,17.0,,0.17,2.72
2021-08-15,18,17.0,,0.17,3.06
2021-08-16,68,17.0,,0.17,11.56
2021-08-17,57,17.0,,0.17,9.690000000000001
2021-08-18,58,17.0,,0.17,9.860000000000001
2021-08-19,66,17.0,,0.17,11.22
2021-08-20,100,17.0,,0.17,17.0
2021-08-21,33,17.0,,0.17,5.61
2021-08-22,12,17.0,,0.17,2.04
2021-08-23,59,17.0,,0.17,10.030000000000001
2021-08-24,76,17.0,,0.17,12.920000000000002
2021-08-25,64,17.0,,0.17,10.88
2021-08-26,69,17.0,,0.17,11.73
2021-08-27,68,17.0,,0.17,11.56
2021-08-28,16,17.0,,0.17,2.72
2021-08-29,16,17.0,,0.17,2.72
2021-08-30,56,17.0,,0.17,9.520000000000001
2021-08-31,71,17.0,,0.17,12.07
2021-09-01,55,14.0,False,0.14,7.700000000000001
2021-09-02,74,14.0,,0.14,10.360000000000001
2021-09-03,73,14.0,,0.14,10.22
2021-09-04,26,14.0,,0.14,3.6400000000000006
2021-09-05,16,14.0,,0.14,2.24
2021-09-06,17,14.0,,0.14,2.3800000000000003
2021-09-07,68,14.0,,0.14,9.520000000000001
2021-09-08,78,14.0,,0.14,10.920000000000002
2021-09-09,75,14.0,,0.14,10.500000000000002
2021-09-10,89,14.0,,0.14,12.46
2021-09-11,21,14.0,,0.14,2.9400000000000004
2021-09-12,22,14.0,,0.14,3.08
2021-09-13,89,14.0,,0.14,12.46
2021-09-14,65,14.0,,0.14,9.100000000000001
2021-09-15,58,14.0,,0.14,8.120000000000001
2021-09-16,82,14.0,,0.14,11.48
2021-09-17,78,14.0,,0.14,10.920000000000002
2021-09-18,16,14.0,,0.14,2.24
2021-09-19,17,14.0,,0.14,2.3800000000000003
2021-09-20,91,14.0,,0.14,12.740000000000002
2021-09-21,95,14.0,,0.14,13.3
2021-09-22,82,14.0,,0.14,11.48
2021-09-23,100,14.0,,0.14,14.000000000000002
2021-09-24,82,14.0,,0.14,11.48
2021-09-25,22,14.0,,0.14,3.08
2021-09-26,12,14.0,,0.14,1.6800000000000002
2021-09-27,80,14.0,,0.14,11.200000000000001
2021-09-28,87,14.0,,0.14,12.180000000000001
2021-09-29,87,14.0,,0.14,12.180000000000001
2021-09-30,81,14.0,,0.14,11.340000000000002
2021-10-01,80,14.0,False,0.14,11.200000000000001
2021-10-02,23,14.0,,0.14,3.22
2021-10-03,13,14.0,,0.14,1.8200000000000003
2021-10-04,68,14.0,,0.14,9.520000000000001
2021-10-05,80,14.0,,0.14,11.200000000000001
2021-10-06,79,14.0,,0.14,11.06
2021-10-07,100,14.0,,0.14,14.000000000000002
2021-10-08,84,14.0,,0.14,11.760000000000002
2021-10-09,26,14.0,,0.14,3.6400000000000006
2021-10-10,16,14.0,,0.14,2.24
2021-10-11,69,14.0,,0.14,9.66
2021-10-12,71,14.0,,0.14,9.940000000000001
2021-10-13,65,14.0,,0.14,9.100000000000001
2021-10-14,70,14.0,,0.14,9.8
2021-10-15,83,14.0,,0.14,11.620000000000001
2021-10-16,28,14.0,,0.14,3.9200000000000004
2021-10-17,12,14.0,,0.14,1.6800000000000002
2021-10-18,69,14.0,,0.14,9.66
2021-10-19,82,14.0,,0.14,11.48
2021-10-20,79,14.0,,0.14,11.06
2021-10-21,75,14.0,,0.14,10.500000000000002
2021-10-22,68,14.0,,0.14,9.520000000000001
2021-10-23,18,14.0,,0.14,2.5200000000000005
2021-10-24,19,14.0,,0.14,2.66
2021-10-25,72,14.0,,0.14,10.080000000000002
2021-10-26,89,14.0,,0.14,12.46
2021-10-27,69,14.0,,0.14,9.66
2021-10-28,62,14.0,,0.14,8.680000000000001
2021-10-29,76,14.0,,0.14,10.64
2021-10-30,20,14.0,,0.14,2.8000000000000003
2021-10-31,17,14.0,,0.14,2.3800000000000003
2021-11-01,95,16.0,False,0.16,15.200000000000001
2021-11-02,63,16.0,,0.16,10.08
2021-11-03,79,16.0,,0.16,12.64
2021-11-04,83,16.0,,0.16,13.280000000000001
2021-11-05,69,16.0,,0.16,11.040000000000001
2021-11-06,34,16.0,,0.16,5.44
2021-11-07,24,16.0,,0.16,3.84
2021-11-08,86,16.0,,0.16,13.76
2021-11-09,88,16.0,,0.16,14.08
2021-11-10,77,16.0,,0.16,12.32
2021-11-11,75,16.0,,0.16,12.0
2021-11-12,69,16.0,,0.16,11.040000000000001
2021-11-13,26,16.0,,0.16,4.16
2021-11-14,8,16.0,,0.16,1.28
2021-11-15,62,16.0,,0.16,9.92
2021-11-16,67,16.0,,0.16,10.72
2021-11-17,48,16.0,,0.16,7.68
2021-11-18,75,16.0,,0.16,12.0
2021-11-19,75,16.0,,0.16,12.0
2021-11-20,18,16.0,,0.16,2.88
2021-11-21,13,16.0,,0.16,2.08
2021-11-22,64,16.0,,0.16,10.24
2021-11-23,89,16.0,,0.16,14.24
2021-11-24,79,16.0,,0.16,12.64
2021-11-25,22,16.0,,0.16,3.52
2021-11-26,87,16.0,,0.16,13.92
2021-11-27,32,16.0,,0.16,5.12
2021-11-28,25,16.0,,0.16,4.0
2021-11-29,83,16.0,,0.16,13.280000000000001
2021-11-30,100,16.0,,0.16,16.0
2021-12-01,80,17.0,False,0.17,13.600000000000001
2021-12-02,91,17.0,,0.17,15.47
2021-12-03,96,17.0,,0.17,16.32
2021-12-04,27,17.0,,0.17,4.590000000000001
2021-12-05,14,17.0,,0.17,2.3800000000000003
2021-12-06,72,17.0,,0.17,12.24
2021-12-07,100,17.0,,0.17,17.0
2021-12-08,66,17.0,,0.17,11.22
2021-12-09,93,17.0,,0.17,15.81
2021-12-10,71,17.0,,0.17,12.07
2021-12-11,21,17.0,,0.17,3.5700000000000003
2021-12-12,8,17.0,,0.17,1.36
2021-12-13,51,17.0,,0.17,8.67
2021-12-14,86,17.0,,0.17,14.620000000000001
2021-12-15,66,17.0,,0.17,11.22
2021-12-16,69,17.0,,0.17,11.73
2021-12-17,54,17.0,,0.17,9.180000000000001
2021-12-18,15,17.0,,0.17,2.5500000000000003
2021-12-19,18,17.0,,0.17,3.06
2021-12-20,78,17.0,,0.17,13.260000000000002
2021-12-21,96,17.0,,0.17,16.32
2021-12-22,78,17.0,,0.17,13.260000000000002
2021-12-23,72,17.0,,0.17,12.24
2021-12-24,26,17.0,,0.17,4.42
2021-12-25,16,17.0,,0.17,2.72
2021-12-26,13,17.0,,0.17,2.21
2021-12-27,80,17.0,,0.17,13.600000000000001
2021-12-28,54,17.0,,0.17,9.180000000000001
2021-12-29,58,17.0,,0.17,9.860000000000001
2021-12-30,50,17.0,,0.17,8.5
2021-12-31,33,17.0,,0.17,5.61
