date,PSA_unscaled,PSA_monthly,isPartial,scale,PSA
2021-04-12,91,82.0,,0.82,74.61999999999999
2021-04-13,91,82.0,,0.82,74.61999999999999
2021-04-14,84,82.0,,0.82,68.88
2021-04-15,90,82.0,,0.82,73.8
2021-04-16,82,82.0,,0.82,67.24
2021-04-17,87,82.0,,0.82,71.33999999999999
2021-04-18,70,82.0,,0.82,57.4
2021-04-19,86,82.0,,0.82,70.52
2021-04-20,89,82.0,,0.82,72.97999999999999
2021-04-21,87,82.0,,0.82,71.33999999999999
2021-04-22,96,82.0,,0.82,78.72
2021-04-23,80,82.0,,0.82,65.6
2021-04-24,72,82.0,,0.82,59.04
2021-04-25,80,82.0,,0.82,65.6
2021-04-26,94,82.0,,0.82,77.08
2021-04-27,99,82.0,,0.82,81.17999999999999
2021-04-28,86,82.0,,0.82,70.52
2021-04-29,81,82.0,,0.82,66.42
2021-04-30,79,82.0,,0.82,64.78
2021-05-01,64,77.0,False,0.77,49.28
2021-05-02,74,77.0,,0.77,56.980000000000004
2021-05-03,78,77.0,,0.77,60.06
2021-05-04,95,77.0,,0.77,73.15
2021-05-05,90,77.0,,0.77,69.3
2021-05-06,93,77.0,,0.77,71.61
2021-05-07,82,77.0,,0.77,63.14
2021-05-08,75,77.0,,0.77,57.75
2021-05-09,68,77.0,,0.77,52.36
2021-05-10,83,77.0,,0.77,63.910000000000004
2021-05-11,94,77.0,,0.77,72.38
2021-05-12,91,77.0,,0.77,70.07000000000001
2021-05-13,97,77.0,,0.77,74.69
2021-05-14,90,77.0,,0.77,69.3
2021-05-15,82,77.0,,0.77,63.14
2021-05-16,83,77.0,,0.77,63.910000000000004
2021-05-17,93,77.0,,0.77,71.61
2021-05-18,91,77.0,,0.77,70.07000000000001
2021-05-19,88,77.0,,0.77,67.76
2021-05-20,84,77.0,,0.77,64.68
2021-05-21,95,77.0,,0.77,73.15
2021-05-22,77,77.0,,0.77,59.29
2021-05-23,83,77.0,,0.77,63.910000000000004
2021-05-24,91,77.0,,0.77,70.07000000000001
2021-05-25,100,77.0,,0.77,77.0
2021-05-26,87,77.0,,0.77,66.99
2021-05-27,92,77.0,,0.77,70.84
2021-05-28,96,77.0,,0.77,73.92
2021-05-29,85,77.0,,0.77,65.45
2021-05-30,72,77.0,,0.77,55.44
2021-05-31,68,77.0,,0.77,52.36
2021-06-01,88,79.0,False,0.79,69.52000000000001
2021-06-02,87,79.0,,0.79,68.73
2021-06-03,83,79.0,,0.79,65.57000000000001
2021-06-04,94,79.0,,0.79,74.26
2021-06-05,76,79.0,,0.79,60.040000000000006
2021-06-06,77,79.0,,0.79,60.830000000000005
2021-06-07,100,79.0,,0.79,79.0
2021-06-08,92,79.0,,0.79,72.68
2021-06-09,88,79.0,,0.79,69.52000000000001
2021-06-10,89,79.0,,0.79,70.31
2021-06-11,95,79.0,,0.79,75.05
2021-06-12,79,79.0,,0.79,62.410000000000004
2021-06-13,79,79.0,,0.79,62.410000000000004
2021-06-14,86,79.0,,0.79,67.94
2021-06-15,86,79.0,,0.79,67.94
2021-06-16,88,79.0,,0.79,69.52000000000001
2021-06-17,87,79.0,,0.79,68.73
2021-06-18,84,79.0,,0.79,66.36
2021-06-19,77,79.0,,0.79,60.830000000000005
2021-06-20,69,79.0,,0.79,54.510000000000005
2021-06-21,99,79.0,,0.79,78.21000000000001
2021-06-22,100,79.0,,0.79,79.0
2021-06-23,88,79.0,,0.79,69.52000000000001
2021-06-24,96,79.0,,0.79,75.84
2021-06-25,83,79.0,,0.79,65.57000000000001
2021-06-26,70,79.0,,0.79,55.300000000000004
2021-06-27,75,79.0,,0.79,59.25
2021-06-28,92,79.0,,0.79,72.68
2021-06-29,89,79.0,,0.79,70.31
2021-06-30,87,79.0,,0.79,68.73
2021-07-01,100,78.0,False,0.78,78.0
2021-07-02,95,78.0,,0.78,74.10000000000001
2021-07-03,80,78.0,,0.78,62.400000000000006
2021-07-04,71,78.0,,0.78,55.38
2021-07-05,81,78.0,,0.78,63.18
2021-07-06,93,78.0,,0.78,72.54
2021-07-07,87,78.0,,0.78,67.86
2021-07-08,84,78.0,,0.78,65.52
2021-07-09,95,78.0,,0.78,74.10000000000001
2021-07-10,85,78.0,,0.78,66.3
2021-07-11,65,78.0,,0.78,50.7
2021-07-12,93,78.0,,0.78,72.54
2021-07-13,98,78.0,,0.78,76.44
2021-07-14,93,78.0,,0.78,72.54
2021-07-15,95,78.0,,0.78,74.10000000000001
2021-07-16,88,78.0,,0.78,68.64
2021-07-17,93,78.0,,0.78,72.54
2021-07-18,80,78.0,,0.78,62.400000000000006
2021-07-19,92,78.0,,0.78,71.76
2021-07-20,93,78.0,,0.78,72.54
2021-07-21,94,78.0,,0.78,73.32000000000001
2021-07-22,100,78.0,,0.78,78.0
2021-07-23,99,78.0,,0.78,77.22
2021-07-24,82,78.0,,0.78,63.96
2021-07-25,78,78.0,,0.78,60.84
2021-07-26,80,78.0,,0.78,62.400000000000006
2021-07-27,85,78.0,,0.78,66.3
2021-07-28,87,78.0,,0.78,67.86
2021-07-29,86,78.0,,0.78,67.08
2021-07-30,88,78.0,,0.78,68.64
2021-07-31,83,78.0,,0.78,64.74000000000001
2021-08-01,70,78.0,False,0.78,54.6
2021-08-02,84,78.0,,0.78,65.52
2021-08-03,93,78.0,,0.78,72.54
2021-08-04,98,78.0,,0.78,76.44
2021-08-05,82,78.0,,0.78,63.96
2021-08-06,84,78.0,,0.78,65.52
2021-08-07,81,78.0,,0.78,63.18
2021-08-08,72,78.0,,0.78,56.160000000000004
2021-08-09,79,78.0,,0.78,61.620000000000005
2021-08-10,92,78.0,,0.78,71.76
2021-08-11,86,78.0,,0.78,67.08
2021-08-12,84,78.0,,0.78,65.52
2021-08-13,83,78.0,,0.78,64.74000000000001
2021-08-14,73,78.0,,0.78,56.940000000000005
2021-08-15,74,78.0,,0.78,57.72
2021-08-16,79,78.0,,0.78,61.620000000000005
2021-08-17,88,78.0,,0.78,68.64
2021-08-18,87,78.0,,0.78,67.86
2021-08-19,88,78.0,,0.78,68.64
2021-08-20,89,78.0,,0.78,69.42
2021-08-21,73,78.0,,0.78,56.940000000000005
2021-08-22,65,78.0,,0.78,50.7
2021-08-23,87,78.0,,0.78,67.86
2021-08-24,100,78.0,,0.78,78.0
2021-08-25,88,78.0,,0.78,68.64
2021-08-26,88,78.0,,0.78,68.64
2021-08-27,81,78.0,,0.78,63.18
2021-08-28,68,78.0,,0.78,53.04
2021-08-29,76,78.0,,0.78,59.28
2021-08-30,80,78.0,,0.78,62.400000000000006
2021-08-31,91,78.0,,0.78,70.98
2021-09-01,83,73.0,False,0.73,60.589999999999996
2021-09-02,71,73.0,,0.73,51.83
2021-09-03,74,73.0,,0.73,54.019999999999996
2021-09-04,63,73.0,,0.73,45.99
2021-09-05,65,73.0,,0.73,47.449999999999996
2021-09-06,63,73.0,,0.73,45.99
2021-09-07,68,73.0,,0.73,49.64
2021-09-08,81,73.0,,0.73,59.129999999999995
2021-09-09,81,73.0,,0.73,59.129999999999995
2021-09-10,79,73.0,,0.73,57.67
2021-09-11,71,73.0,,0.73,51.83
2021-09-12,60,73.0,,0.73,43.8
2021-09-13,76,73.0,,0.73,55.48
2021-09-14,82,73.0,,0.73,59.86
2021-09-15,81,73.0,,0.73,59.129999999999995
2021-09-16,86,73.0,,0.73,62.78
2021-09-17,79,73.0,,0.73,57.67
2021-09-18,67,73.0,,0.73,48.91
2021-09-19,66,73.0,,0.73,48.18
2021-09-20,80,73.0,,0.73,58.4
2021-09-21,100,73.0,,0.73,73.0
2021-09-22,92,73.0,,0.73,67.16
2021-09-23,88,73.0,,0.73,64.24
2021-09-24,77,73.0,,0.73,56.21
2021-09-25,67,73.0,,0.73,48.91
2021-09-26,64,73.0,,0.73,46.72
2021-09-27,75,73.0,,0.73,54.75
2021-09-28,93,73.0,,0.73,67.89
2021-09-29,84,73.0,,0.73,61.32
2021-09-30,79,73.0,,0.73,57.67
2021-10-01,87,76.0,False,0.76,66.12
2021-10-02,84,76.0,,0.76,63.84
2021-10-03,66,76.0,,0.76,50.160000000000004
2021-10-04,78,76.0,,0.76,59.28
2021-10-05,79,76.0,,0.76,60.04
2021-10-06,90,76.0,,0.76,68.4
2021-10-07,91,76.0,,0.76,69.16
2021-10-08,93,76.0,,0.76,70.68
2021-10-09,82,76.0,,0.76,62.32
2021-10-10,70,76.0,,0.76,53.2
2021-10-11,86,76.0,,0.76,65.36
2021-10-12,94,76.0,,0.76,71.44
2021-10-13,87,76.0,,0.76,66.12
2021-10-14,100,76.0,,0.76,76.0
2021-10-15,86,76.0,,0.76,65.36
2021-10-16,70,76.0,,0.76,53.2
2021-10-17,76,76.0,,0.76,57.76
2021-10-18,87,76.0,,0.76,66.12
2021-10-19,99,76.0,,0.76,75.24
2021-10-20,94,76.0,,0.76,71.44
2021-10-21,93,76.0,,0.76,70.68
2021-10-22,88,76.0,,0.76,66.88
2021-10-23,81,76.0,,0.76,61.56
2021-10-24,72,76.0,,0.76,54.72
2021-10-25,99,76.0,,0.76,75.24
2021-10-26,98,76.0,,0.76,74.48
2021-10-27,98,76.0,,0.76,74.48
2021-10-28,96,76.0,,0.76,72.96000000000001
2021-10-29,87,76.0,,0.76,66.12
2021-10-30,75,76.0,,0.76,57.0
2021-10-31,71,76.0,,0.76,53.96
2021-11-01,87,78.0,False,0.78,67.86
2021-11-02,93,78.0,,0.78,72.54
2021-11-03,93,78.0,,0.78,72.54
2021-11-04,89,78.0,,0.78,69.42
2021-11-05,82,78.0,,0.78,63.96
2021-11-06,77,78.0,,0.78,60.06
2021-11-07,76,78.0,,0.78,59.28
2021-11-08,91,78.0,,0.78,70.98
2021-11-09,98,78.0,,0.78,76.44
2021-11-10,86,78.0,,0.78,67.08
2021-11-11,82,78.0,,0.78,63.96
2021-11-12,94,78.0,,0.78,73.32000000000001
2021-11-13,66,78.0,,0.78,51.480000000000004
2021-11-14,78,78.0,,0.78,60.84
2021-11-15,89,78.0,,0.78,69.42
2021-11-16,93,78.0,,0.78,72.54
2021-11-17,100,78.0,,0.78,78.0
2021-11-18,93,78.0,,0.78,72.54
2021-11-19,83,78.0,,0.78,64.74000000000001
2021-11-20,84,78.0,,0.78,65.52
2021-11-21,65,78.0,,0.78,50.7
2021-11-22,80,78.0,,0.78,62.400000000000006
2021-11-23,91,78.0,,0.78,70.98
2021-11-24,83,78.0,,0.78,64.74000000000001
2021-11-25,86,78.0,,0.78,67.08
2021-11-26,76,78.0,,0.78,59.28
2021-11-27,77,78.0,,0.78,60.06
2021-11-28,75,78.0,,0.78,58.5
2021-11-29,95,78.0,,0.78,74.10000000000001
2021-11-30,96,78.0,,0.78,74.88
2021-12-01,96,75.0,False,0.75,72.0
2021-12-02,96,75.0,,0.75,72.0
2021-12-03,90,75.0,,0.75,67.5
2021-12-04,94,75.0,,0.75,70.5
2021-12-05,80,75.0,,0.75,60.0
2021-12-06,93,75.0,,0.75,69.75
2021-12-07,94,75.0,,0.75,70.5
2021-12-08,93,75.0,,0.75,69.75
2021-12-09,100,75.0,,0.75,75.0
2021-12-10,81,75.0,,0.75,60.75
2021-12-11,81,75.0,,0.75,60.75
2021-12-12,68,75.0,,0.75,51.0
2021-12-13,87,75.0,,0.75,65.25
2021-12-14,94,75.0,,0.75,70.5
2021-12-15,90,75.0,,0.75,67.5
2021-12-16,95,75.0,,0.75,71.25
2021-12-17,87,75.0,,0.75,65.25
2021-12-18,74,75.0,,0.75,55.5
2021-12-19,68,75.0,,0.75,51.0
2021-12-20,79,75.0,,0.75,59.25
2021-12-21,85,75.0,,0.75,63.75
2021-12-22,90,75.0,,0.75,67.5
2021-12-23,87,75.0,,0.75,65.25
2021-12-24,73,75.0,,0.75,54.75
2021-12-25,85,75.0,,0.75,63.75
2021-12-26,74,75.0,,0.75,55.5
2021-12-27,83,75.0,,0.75,62.25
2021-12-28,96,75.0,,0.75,72.0
2021-12-29,92,75.0,,0.75,69.0
2021-12-30,93,75.0,,0.75,69.75
2021-12-31,80,75.0,,0.75,60.0
