date,SMH_unscaled,SMH_monthly,isPartial,scale,SMH
2021-04-24,75,41.0,,0.41,30.749999999999996
2021-04-25,83,41.0,,0.41,34.03
2021-04-26,80,41.0,,0.41,32.8
2021-04-27,89,41.0,,0.41,36.489999999999995
2021-04-28,74,41.0,,0.41,30.34
2021-04-29,78,41.0,,0.41,31.979999999999997
2021-04-30,78,41.0,,0.41,31.979999999999997
2021-05-01,62,39.0,False,0.39,24.18
2021-05-02,71,39.0,,0.39,27.69
2021-05-03,92,39.0,,0.39,35.88
2021-05-04,83,39.0,,0.39,32.370000000000005
2021-05-05,82,39.0,,0.39,31.98
2021-05-06,76,39.0,,0.39,29.64
2021-05-07,75,39.0,,0.39,29.25
2021-05-08,72,39.0,,0.39,28.080000000000002
2021-05-09,60,39.0,,0.39,23.400000000000002
2021-05-10,75,39.0,,0.39,29.25
2021-05-11,74,39.0,,0.39,28.86
2021-05-12,91,39.0,,0.39,35.49
2021-05-13,63,39.0,,0.39,24.57
2021-05-14,96,39.0,,0.39,37.44
2021-05-15,72,39.0,,0.39,28.080000000000002
2021-05-16,76,39.0,,0.39,29.64
2021-05-17,81,39.0,,0.39,31.59
2021-05-18,84,39.0,,0.39,32.76
2021-05-19,73,39.0,,0.39,28.470000000000002
2021-05-20,100,39.0,,0.39,39.0
2021-05-21,81,39.0,,0.39,31.59
2021-05-22,56,39.0,,0.39,21.84
2021-05-23,61,39.0,,0.39,23.79
2021-05-24,89,39.0,,0.39,34.71
2021-05-25,74,39.0,,0.39,28.86
2021-05-26,78,39.0,,0.39,30.42
2021-05-27,79,39.0,,0.39,30.810000000000002
2021-05-28,77,39.0,,0.39,30.03
2021-05-29,70,39.0,,0.39,27.3
2021-05-30,72,39.0,,0.39,28.080000000000002
2021-05-31,79,39.0,,0.39,30.810000000000002
2021-06-01,77,40.0,False,0.4,30.8
2021-06-02,81,40.0,,0.4,32.4
2021-06-03,80,40.0,,0.4,32.0
2021-06-04,95,40.0,,0.4,38.0
2021-06-05,94,40.0,,0.4,37.6
2021-06-06,76,40.0,,0.4,30.400000000000002
2021-06-07,78,40.0,,0.4,31.200000000000003
2021-06-08,79,40.0,,0.4,31.6
2021-06-09,74,40.0,,0.4,29.6
2021-06-10,77,40.0,,0.4,30.8
2021-06-11,82,40.0,,0.4,32.800000000000004
2021-06-12,76,40.0,,0.4,30.400000000000002
2021-06-13,73,40.0,,0.4,29.200000000000003
2021-06-14,86,40.0,,0.4,34.4
2021-06-15,90,40.0,,0.4,36.0
2021-06-16,71,40.0,,0.4,28.400000000000002
2021-06-17,91,40.0,,0.4,36.4
2021-06-18,76,40.0,,0.4,30.400000000000002
2021-06-19,65,40.0,,0.4,26.0
2021-06-20,71,40.0,,0.4,28.400000000000002
2021-06-21,78,40.0,,0.4,31.200000000000003
2021-06-22,86,40.0,,0.4,34.4
2021-06-23,83,40.0,,0.4,33.2
2021-06-24,90,40.0,,0.4,36.0
2021-06-25,84,40.0,,0.4,33.6
2021-06-26,74,40.0,,0.4,29.6
2021-06-27,78,40.0,,0.4,31.200000000000003
2021-06-28,77,40.0,,0.4,30.8
2021-06-29,100,40.0,,0.4,40.0
2021-06-30,89,40.0,,0.4,35.6
2021-07-01,83,39.0,False,0.39,32.370000000000005
2021-07-02,92,39.0,,0.39,35.88
2021-07-03,69,39.0,,0.39,26.91
2021-07-04,66,39.0,,0.39,25.740000000000002
2021-07-05,84,39.0,,0.39,32.76
2021-07-06,94,39.0,,0.39,36.660000000000004
2021-07-07,76,39.0,,0.39,29.64
2021-07-08,93,39.0,,0.39,36.27
2021-07-09,94,39.0,,0.39,36.660000000000004
2021-07-10,71,39.0,,0.39,27.69
2021-07-11,78,39.0,,0.39,30.42
2021-07-12,80,39.0,,0.39,31.200000000000003
2021-07-13,91,39.0,,0.39,35.49
2021-07-14,85,39.0,,0.39,33.15
2021-07-15,100,39.0,,0.39,39.0
2021-07-16,90,39.0,,0.39,35.1
2021-07-17,71,39.0,,0.39,27.69
2021-07-18,66,39.0,,0.39,25.740000000000002
2021-07-19,78,39.0,,0.39,30.42
2021-07-20,73,39.0,,0.39,28.470000000000002
2021-07-21,76,39.0,,0.39,29.64
2021-07-22,85,39.0,,0.39,33.15
2021-07-23,95,39.0,,0.39,37.050000000000004
2021-07-24,87,39.0,,0.39,33.93
2021-07-25,100,39.0,,0.39,39.0
2021-07-26,77,39.0,,0.39,30.03
2021-07-27,83,39.0,,0.39,32.370000000000005
2021-07-28,90,39.0,,0.39,35.1
2021-07-29,84,39.0,,0.39,32.76
2021-07-30,90,39.0,,0.39,35.1
2021-07-31,73,39.0,,0.39,28.470000000000002
2021-08-01,79,40.0,False,0.4,31.6
2021-08-02,86,40.0,,0.4,34.4
2021-08-03,91,40.0,,0.4,36.4
2021-08-04,100,40.0,,0.4,40.0
2021-08-05,93,40.0,,0.4,37.2
2021-08-06,84,40.0,,0.4,33.6
2021-08-07,81,40.0,,0.4,32.4
2021-08-08,77,40.0,,0.4,30.8
2021-08-09,94,40.0,,0.4,37.6
2021-08-10,89,40.0,,0.4,35.6
2021-08-11,89,40.0,,0.4,35.6
2021-08-12,87,40.0,,0.4,34.800000000000004
2021-08-13,94,40.0,,0.4,37.6
2021-08-14,82,40.0,,0.4,32.800000000000004
2021-08-15,82,40.0,,0.4,32.800000000000004
2021-08-16,96,40.0,,0.4,38.400000000000006
2021-08-17,87,40.0,,0.4,34.800000000000004
2021-08-18,90,40.0,,0.4,36.0
2021-08-19,91,40.0,,0.4,36.4
2021-08-20,97,40.0,,0.4,38.800000000000004
2021-08-21,80,40.0,,0.4,32.0
2021-08-22,76,40.0,,0.4,30.400000000000002
2021-08-23,81,40.0,,0.4,32.4
2021-08-24,95,40.0,,0.4,38.0
2021-08-25,91,40.0,,0.4,36.4
2021-08-26,97,40.0,,0.4,38.800000000000004
2021-08-27,98,40.0,,0.4,39.2
2021-08-28,73,40.0,,0.4,29.200000000000003
2021-08-29,85,40.0,,0.4,34.0
2021-08-30,71,40.0,,0.4,28.400000000000002
2021-08-31,76,40.0,,0.4,30.400000000000002
2021-09-01,72,38.0,False,0.38,27.36
2021-09-02,86,38.0,,0.38,32.68
2021-09-03,90,38.0,,0.38,34.2
2021-09-04,65,38.0,,0.38,24.7
2021-09-05,85,38.0,,0.38,32.3
2021-09-06,80,38.0,,0.38,30.4
2021-09-07,83,38.0,,0.38,31.54
2021-09-08,82,38.0,,0.38,31.16
2021-09-09,79,38.0,,0.38,30.02
2021-09-10,83,38.0,,0.38,31.54
2021-09-11,79,38.0,,0.38,30.02
2021-09-12,78,38.0,,0.38,29.64
2021-09-13,85,38.0,,0.38,32.3
2021-09-14,87,38.0,,0.38,33.06
2021-09-15,95,38.0,,0.38,36.1
2021-09-16,86,38.0,,0.38,32.68
2021-09-17,97,38.0,,0.38,36.86
2021-09-18,59,38.0,,0.38,22.42
2021-09-19,79,38.0,,0.38,30.02
2021-09-20,75,38.0,,0.38,28.5
2021-09-21,100,38.0,,0.38,38.0
2021-09-22,91,38.0,,0.38,34.58
2021-09-23,66,38.0,,0.38,25.080000000000002
2021-09-24,89,38.0,,0.38,33.82
2021-09-25,78,38.0,,0.38,29.64
2021-09-26,80,38.0,,0.38,30.4
2021-09-27,100,38.0,,0.38,38.0
2021-09-28,89,38.0,,0.38,33.82
2021-09-29,84,38.0,,0.38,31.92
2021-09-30,85,38.0,,0.38,32.3
2021-10-01,86,38.0,False,0.38,32.68
2021-10-02,73,38.0,,0.38,27.740000000000002
2021-10-03,79,38.0,,0.38,30.02
2021-10-04,74,38.0,,0.38,28.12
2021-10-05,94,38.0,,0.38,35.72
2021-10-06,79,38.0,,0.38,30.02
2021-10-07,78,38.0,,0.38,29.64
2021-10-08,97,38.0,,0.38,36.86
2021-10-09,88,38.0,,0.38,33.44
2021-10-10,69,38.0,,0.38,26.22
2021-10-11,84,38.0,,0.38,31.92
2021-10-12,96,38.0,,0.38,36.480000000000004
2021-10-13,100,38.0,,0.38,38.0
2021-10-14,93,38.0,,0.38,35.34
2021-10-15,83,38.0,,0.38,31.54
2021-10-16,78,38.0,,0.38,29.64
2021-10-17,81,38.0,,0.38,30.78
2021-10-18,81,38.0,,0.38,30.78
2021-10-19,84,38.0,,0.38,31.92
2021-10-20,68,38.0,,0.38,25.84
2021-10-21,88,38.0,,0.38,33.44
2021-10-22,83,38.0,,0.38,31.54
2021-10-23,95,38.0,,0.38,36.1
2021-10-24,74,38.0,,0.38,28.12
2021-10-25,94,38.0,,0.38,35.72
2021-10-26,90,38.0,,0.38,34.2
2021-10-27,76,38.0,,0.38,28.88
2021-10-28,86,38.0,,0.38,32.68
2021-10-29,84,38.0,,0.38,31.92
2021-10-30,65,38.0,,0.38,24.7
2021-10-31,62,38.0,,0.38,23.56
2021-11-01,71,39.0,False,0.39,27.69
2021-11-02,75,39.0,,0.39,29.25
2021-11-03,76,39.0,,0.39,29.64
2021-11-04,82,39.0,,0.39,31.98
2021-11-05,87,39.0,,0.39,33.93
2021-11-06,73,39.0,,0.39,28.470000000000002
2021-11-07,79,39.0,,0.39,30.810000000000002
2021-11-08,85,39.0,,0.39,33.15
2021-11-09,100,39.0,,0.39,39.0
2021-11-10,90,39.0,,0.39,35.1
2021-11-11,88,39.0,,0.39,34.32
2021-11-12,78,39.0,,0.39,30.42
2021-11-13,83,39.0,,0.39,32.370000000000005
2021-11-14,78,39.0,,0.39,30.42
2021-11-15,83,39.0,,0.39,32.370000000000005
2021-11-16,78,39.0,,0.39,30.42
2021-11-17,80,39.0,,0.39,31.200000000000003
2021-11-18,87,39.0,,0.39,33.93
2021-11-19,89,39.0,,0.39,34.71
2021-11-20,84,39.0,,0.39,32.76
2021-11-21,69,39.0,,0.39,26.91
2021-11-22,76,39.0,,0.39,29.64
2021-11-23,79,39.0,,0.39,30.810000000000002
2021-11-24,90,39.0,,0.39,35.1
2021-11-25,63,39.0,,0.39,24.57
2021-11-26,62,39.0,,0.39,24.18
2021-11-27,52,39.0,,0.39,20.28
2021-11-28,61,39.0,,0.39,23.79
2021-11-29,77,39.0,,0.39,30.03
2021-11-30,77,39.0,,0.39,30.03
2021-12-01,86,39.0,False,0.39,33.54
2021-12-02,78,39.0,,0.39,30.42
2021-12-03,89,39.0,,0.39,34.71
2021-12-04,65,39.0,,0.39,25.35
2021-12-05,68,39.0,,0.39,26.52
2021-12-06,75,39.0,,0.39,29.25
2021-12-07,78,39.0,,0.39,30.42
2021-12-08,86,39.0,,0.39,33.54
2021-12-09,87,39.0,,0.39,33.93
2021-12-10,85,39.0,,0.39,33.15
2021-12-11,71,39.0,,0.39,27.69
2021-12-12,62,39.0,,0.39,24.18
2021-12-13,73,39.0,,0.39,28.470000000000002
2021-12-14,71,39.0,,0.39,27.69
2021-12-15,74,39.0,,0.39,28.86
2021-12-16,78,39.0,,0.39,30.42
2021-12-17,75,39.0,,0.39,29.25
2021-12-18,78,39.0,,0.39,30.42
2021-12-19,63,39.0,,0.39,24.57
2021-12-20,79,39.0,,0.39,30.810000000000002
2021-12-21,86,39.0,,0.39,33.54
2021-12-22,73,39.0,,0.39,28.470000000000002
2021-12-23,83,39.0,,0.39,32.370000000000005
2021-12-24,85,39.0,,0.39,33.15
2021-12-25,75,39.0,,0.39,29.25
2021-12-26,72,39.0,,0.39,28.080000000000002
2021-12-27,98,39.0,,0.39,38.22
2021-12-28,100,39.0,,0.39,39.0
2021-12-29,92,39.0,,0.39,35.88
2021-12-30,88,39.0,,0.39,34.32
2021-12-31,79,39.0,,0.39,30.810000000000002
