date,SPXB_unscaled,SPXB_monthly,isPartial,scale,SPXB
2020-05-27,100,40.0,,0.4,40.0
2020-05-28,99,40.0,,0.4,39.6
2020-05-29,0,40.0,,0.4,0.0
2020-05-30,0,40.0,,0.4,0.0
2020-05-31,0,40.0,,0.4,0.0
2020-06-01,0,21.0,False,0.21,0.0
2020-06-02,0,21.0,,0.21,0.0
2020-06-03,0,21.0,,0.21,0.0
2020-06-04,0,21.0,,0.21,0.0
2020-06-05,0,21.0,,0.21,0.0
2020-06-06,0,21.0,,0.21,0.0
2020-06-07,100,21.0,,0.21,21.0
2020-06-08,0,21.0,,0.21,0.0
2020-06-09,0,21.0,,0.21,0.0
2020-06-10,0,21.0,,0.21,0.0
2020-06-11,0,21.0,,0.21,0.0
2020-06-12,0,21.0,,0.21,0.0
2020-06-13,0,21.0,,0.21,0.0
2020-06-14,0,21.0,,0.21,0.0
2020-06-15,0,21.0,,0.21,0.0
2020-06-16,0,21.0,,0.21,0.0
2020-06-17,0,21.0,,0.21,0.0
2020-06-18,0,21.0,,0.21,0.0
2020-06-19,0,21.0,,0.21,0.0
2020-06-20,0,21.0,,0.21,0.0
2020-06-21,0,21.0,,0.21,0.0
2020-06-22,0,21.0,,0.21,0.0
2020-06-23,0,21.0,,0.21,0.0
2020-06-24,0,21.0,,0.21,0.0
2020-06-25,0,21.0,,0.21,0.0
2020-06-26,0,21.0,,0.21,0.0
2020-06-27,0,21.0,,0.21,0.0
2020-06-28,0,21.0,,0.21,0.0
2020-06-29,0,21.0,,0.21,0.0
2020-06-30,0,21.0,,0.21,0.0
2020-07-01,0,43.0,False,0.43,0.0
2020-07-02,0,43.0,,0.43,0.0
2020-07-03,0,43.0,,0.43,0.0
2020-07-04,0,43.0,,0.43,0.0
2020-07-05,0,43.0,,0.43,0.0
2020-07-06,0,43.0,,0.43,0.0
2020-07-07,0,43.0,,0.43,0.0
2020-07-08,0,43.0,,0.43,0.0
2020-07-09,0,43.0,,0.43,0.0
2020-07-10,0,43.0,,0.43,0.0
2020-07-11,0,43.0,,0.43,0.0
2020-07-12,100,43.0,,0.43,43.0
2020-07-13,0,43.0,,0.43,0.0
2020-07-14,0,43.0,,0.43,0.0
2020-07-15,0,43.0,,0.43,0.0
2020-07-16,0,43.0,,0.43,0.0
2020-07-17,0,43.0,,0.43,0.0
2020-07-18,0,43.0,,0.43,0.0
2020-07-19,0,43.0,,0.43,0.0
2020-07-20,0,43.0,,0.43,0.0
2020-07-21,0,43.0,,0.43,0.0
2020-07-22,0,43.0,,0.43,0.0
2020-07-23,0,43.0,,0.43,0.0
2020-07-24,0,43.0,,0.43,0.0
2020-07-25,0,43.0,,0.43,0.0
2020-07-26,0,43.0,,0.43,0.0
2020-07-27,0,43.0,,0.43,0.0
2020-07-28,0,43.0,,0.43,0.0
2020-07-29,0,43.0,,0.43,0.0
2020-07-30,88,43.0,,0.43,37.839999999999996
2020-07-31,0,43.0,,0.43,0.0
2020-08-01,0,42.0,False,0.42,0.0
2020-08-02,0,42.0,,0.42,0.0
2020-08-03,0,42.0,,0.42,0.0
2020-08-04,0,42.0,,0.42,0.0
2020-08-05,0,42.0,,0.42,0.0
2020-08-06,0,42.0,,0.42,0.0
2020-08-07,0,42.0,,0.42,0.0
2020-08-08,100,42.0,,0.42,42.0
2020-08-09,0,42.0,,0.42,0.0
2020-08-10,0,42.0,,0.42,0.0
2020-08-11,0,42.0,,0.42,0.0
2020-08-12,0,42.0,,0.42,0.0
2020-08-13,0,42.0,,0.42,0.0
2020-08-14,0,42.0,,0.42,0.0
2020-08-15,0,42.0,,0.42,0.0
2020-08-16,0,42.0,,0.42,0.0
2020-08-17,0,42.0,,0.42,0.0
2020-08-18,0,42.0,,0.42,0.0
2020-08-19,0,42.0,,0.42,0.0
2020-08-20,0,42.0,,0.42,0.0
2020-08-21,0,42.0,,0.42,0.0
2020-08-22,0,42.0,,0.42,0.0
2020-08-23,0,42.0,,0.42,0.0
2020-08-24,0,42.0,,0.42,0.0
2020-08-25,81,42.0,,0.42,34.019999999999996
2020-08-26,0,42.0,,0.42,0.0
2020-08-27,0,42.0,,0.42,0.0
2020-08-28,0,42.0,,0.42,0.0
2020-08-29,0,42.0,,0.42,0.0
2020-08-30,0,42.0,,0.42,0.0
2020-08-31,0,42.0,,0.42,0.0
2020-09-01,0,21.0,False,0.21,0.0
2020-09-02,0,21.0,,0.21,0.0
2020-09-03,0,21.0,,0.21,0.0
2020-09-04,0,21.0,,0.21,0.0
2020-09-05,0,21.0,,0.21,0.0
2020-09-06,0,21.0,,0.21,0.0
2020-09-07,0,21.0,,0.21,0.0
2020-09-08,0,21.0,,0.21,0.0
2020-09-09,0,21.0,,0.21,0.0
2020-09-10,0,21.0,,0.21,0.0
2020-09-11,0,21.0,,0.21,0.0
2020-09-12,0,21.0,,0.21,0.0
2020-09-13,0,21.0,,0.21,0.0
2020-09-14,0,21.0,,0.21,0.0
2020-09-15,0,21.0,,0.21,0.0
2020-09-16,0,21.0,,0.21,0.0
2020-09-17,0,21.0,,0.21,0.0
2020-09-18,0,21.0,,0.21,0.0
2020-09-19,0,21.0,,0.21,0.0
2020-09-20,0,21.0,,0.21,0.0
2020-09-21,100,21.0,,0.21,21.0
2020-09-22,0,21.0,,0.21,0.0
2020-09-23,0,21.0,,0.21,0.0
2020-09-24,0,21.0,,0.21,0.0
2020-09-25,0,21.0,,0.21,0.0
2020-09-26,0,21.0,,0.21,0.0
2020-09-27,0,21.0,,0.21,0.0
2020-09-28,0,21.0,,0.21,0.0
2020-09-29,0,21.0,,0.21,0.0
2020-09-30,0,21.0,,0.21,0.0
2021-01-01,0,23.0,False,0.23,0.0
2021-01-02,0,23.0,,0.23,0.0
2021-01-03,0,23.0,,0.23,0.0
2021-01-04,0,23.0,,0.23,0.0
2021-01-05,0,23.0,,0.23,0.0
2021-01-06,0,23.0,,0.23,0.0
2021-01-07,0,23.0,,0.23,0.0
2021-01-08,0,23.0,,0.23,0.0
2021-01-09,0,23.0,,0.23,0.0
2021-01-10,0,23.0,,0.23,0.0
2021-01-11,0,23.0,,0.23,0.0
2021-01-12,0,23.0,,0.23,0.0
2021-01-13,0,23.0,,0.23,0.0
2021-01-14,0,23.0,,0.23,0.0
2021-01-15,0,23.0,,0.23,0.0
2021-01-16,0,23.0,,0.23,0.0
2021-01-17,0,23.0,,0.23,0.0
2021-01-18,0,23.0,,0.23,0.0
2021-01-19,0,23.0,,0.23,0.0
2021-01-20,0,23.0,,0.23,0.0
2021-01-21,0,23.0,,0.23,0.0
2021-01-22,0,23.0,,0.23,0.0
2021-01-23,0,23.0,,0.23,0.0
2021-01-24,0,23.0,,0.23,0.0
2021-01-25,0,23.0,,0.23,0.0
2021-01-26,0,23.0,,0.23,0.0
2021-01-27,100,23.0,,0.23,23.0
2021-01-28,0,23.0,,0.23,0.0
2021-01-29,0,23.0,,0.23,0.0
2021-01-30,0,23.0,,0.23,0.0
2021-01-31,0,23.0,,0.23,0.0
2021-03-01,0,46.0,False,0.46,0.0
2021-03-02,0,46.0,,0.46,0.0
2021-03-03,0,46.0,,0.46,0.0
2021-03-04,0,46.0,,0.46,0.0
2021-03-05,0,46.0,,0.46,0.0
2021-03-06,0,46.0,,0.46,0.0
2021-03-07,0,46.0,,0.46,0.0
2021-03-08,0,46.0,,0.46,0.0
2021-03-09,0,46.0,,0.46,0.0
2021-03-10,100,46.0,,0.46,46.0
2021-03-11,0,46.0,,0.46,0.0
2021-03-12,0,46.0,,0.46,0.0
2021-03-13,0,46.0,,0.46,0.0
2021-03-14,0,46.0,,0.46,0.0
2021-03-15,0,46.0,,0.46,0.0
2021-03-16,0,46.0,,0.46,0.0
2021-03-17,100,46.0,,0.46,46.0
2021-03-18,0,46.0,,0.46,0.0
2021-03-19,0,46.0,,0.46,0.0
2021-03-20,0,46.0,,0.46,0.0
2021-03-21,0,46.0,,0.46,0.0
2021-03-22,0,46.0,,0.46,0.0
2021-03-23,0,46.0,,0.46,0.0
2021-03-24,0,46.0,,0.46,0.0
2021-03-25,0,46.0,,0.46,0.0
2021-03-26,0,46.0,,0.46,0.0
2021-03-27,0,46.0,,0.46,0.0
2021-03-28,0,46.0,,0.46,0.0
2021-03-29,0,46.0,,0.46,0.0
2021-03-30,0,46.0,,0.46,0.0
2021-03-31,0,46.0,,0.46,0.0
2021-04-01,100,49.0,False,0.49,49.0
2021-04-02,0,49.0,,0.49,0.0
2021-04-03,0,49.0,,0.49,0.0
2021-04-04,0,49.0,,0.49,0.0
2021-04-05,0,49.0,,0.49,0.0
2021-04-06,0,49.0,,0.49,0.0
2021-04-07,0,49.0,,0.49,0.0
2021-04-08,0,49.0,,0.49,0.0
2021-04-09,0,49.0,,0.49,0.0
2021-04-10,0,49.0,,0.49,0.0
2021-04-11,0,49.0,,0.49,0.0
2021-04-12,0,49.0,,0.49,0.0
2021-04-13,0,49.0,,0.49,0.0
2021-04-14,0,49.0,,0.49,0.0
2021-04-15,0,49.0,,0.49,0.0
2021-04-16,0,49.0,,0.49,0.0
2021-04-17,0,49.0,,0.49,0.0
2021-04-18,0,49.0,,0.49,0.0
2021-04-19,0,49.0,,0.49,0.0
2021-04-20,0,49.0,,0.49,0.0
2021-04-21,0,49.0,,0.49,0.0
2021-04-22,0,49.0,,0.49,0.0
2021-04-23,0,49.0,,0.49,0.0
2021-04-24,0,49.0,,0.49,0.0
2021-04-25,0,49.0,,0.49,0.0
2021-04-26,100,49.0,,0.49,49.0
2021-04-27,0,49.0,,0.49,0.0
2021-04-28,0,49.0,,0.49,0.0
2021-04-29,0,49.0,,0.49,0.0
2021-04-30,0,49.0,,0.49,0.0
2021-05-01,0,24.0,False,0.24,0.0
2021-05-02,0,24.0,,0.24,0.0
2021-05-03,0,24.0,,0.24,0.0
2021-05-04,0,24.0,,0.24,0.0
2021-05-05,0,24.0,,0.24,0.0
2021-05-06,0,24.0,,0.24,0.0
2021-05-07,0,24.0,,0.24,0.0
2021-05-08,0,24.0,,0.24,0.0
2021-05-09,0,24.0,,0.24,0.0
2021-05-10,0,24.0,,0.24,0.0
2021-05-11,0,24.0,,0.24,0.0
2021-05-12,0,24.0,,0.24,0.0
2021-05-13,100,24.0,,0.24,24.0
2021-05-14,0,24.0,,0.24,0.0
2021-05-15,0,24.0,,0.24,0.0
2021-05-16,0,24.0,,0.24,0.0
2021-05-17,0,24.0,,0.24,0.0
2021-05-18,0,24.0,,0.24,0.0
2021-05-19,0,24.0,,0.24,0.0
2021-05-20,0,24.0,,0.24,0.0
2021-05-21,0,24.0,,0.24,0.0
2021-05-22,0,24.0,,0.24,0.0
2021-05-23,0,24.0,,0.24,0.0
2021-05-24,0,24.0,,0.24,0.0
2021-05-25,0,24.0,,0.24,0.0
2021-05-26,0,24.0,,0.24,0.0
2021-05-27,0,24.0,,0.24,0.0
2021-05-28,0,24.0,,0.24,0.0
2021-05-29,0,24.0,,0.24,0.0
2021-05-30,0,24.0,,0.24,0.0
2021-05-31,0,24.0,,0.24,0.0
2021-07-01,0,25.0,False,0.25,0.0
2021-07-02,0,25.0,,0.25,0.0
2021-07-03,0,25.0,,0.25,0.0
2021-07-04,0,25.0,,0.25,0.0
2021-07-05,0,25.0,,0.25,0.0
2021-07-06,0,25.0,,0.25,0.0
2021-07-07,0,25.0,,0.25,0.0
2021-07-08,0,25.0,,0.25,0.0
2021-07-09,0,25.0,,0.25,0.0
2021-07-10,0,25.0,,0.25,0.0
2021-07-11,0,25.0,,0.25,0.0
2021-07-12,0,25.0,,0.25,0.0
2021-07-13,0,25.0,,0.25,0.0
2021-07-14,0,25.0,,0.25,0.0
2021-07-15,0,25.0,,0.25,0.0
2021-07-16,0,25.0,,0.25,0.0
2021-07-17,0,25.0,,0.25,0.0
2021-07-18,0,25.0,,0.25,0.0
2021-07-19,100,25.0,,0.25,25.0
2021-07-20,0,25.0,,0.25,0.0
2021-07-21,0,25.0,,0.25,0.0
2021-07-22,0,25.0,,0.25,0.0
2021-07-23,0,25.0,,0.25,0.0
2021-07-24,0,25.0,,0.25,0.0
2021-07-25,0,25.0,,0.25,0.0
2021-07-26,0,25.0,,0.25,0.0
2021-07-27,0,25.0,,0.25,0.0
2021-07-28,0,25.0,,0.25,0.0
2021-07-29,0,25.0,,0.25,0.0
2021-07-30,0,25.0,,0.25,0.0
2021-07-31,0,25.0,,0.25,0.0
2021-09-01,0,26.0,False,0.26,0.0
2021-09-02,0,26.0,,0.26,0.0
2021-09-03,0,26.0,,0.26,0.0
2021-09-04,0,26.0,,0.26,0.0
2021-09-05,0,26.0,,0.26,0.0
2021-09-06,0,26.0,,0.26,0.0
2021-09-07,0,26.0,,0.26,0.0
2021-09-08,0,26.0,,0.26,0.0
2021-09-09,0,26.0,,0.26,0.0
2021-09-10,0,26.0,,0.26,0.0
2021-09-11,0,26.0,,0.26,0.0
2021-09-12,100,26.0,,0.26,26.0
2021-09-13,0,26.0,,0.26,0.0
2021-09-14,0,26.0,,0.26,0.0
2021-09-15,0,26.0,,0.26,0.0
2021-09-16,0,26.0,,0.26,0.0
2021-09-17,0,26.0,,0.26,0.0
2021-09-18,0,26.0,,0.26,0.0
2021-09-19,0,26.0,,0.26,0.0
2021-09-20,0,26.0,,0.26,0.0
2021-09-21,0,26.0,,0.26,0.0
2021-09-22,0,26.0,,0.26,0.0
2021-09-23,0,26.0,,0.26,0.0
2021-09-24,0,26.0,,0.26,0.0
2021-09-25,0,26.0,,0.26,0.0
2021-09-26,0,26.0,,0.26,0.0
2021-09-27,0,26.0,,0.26,0.0
2021-09-28,0,26.0,,0.26,0.0
2021-09-29,0,26.0,,0.26,0.0
2021-09-30,0,26.0,,0.26,0.0
2021-11-01,0,26.0,False,0.26,0.0
2021-11-02,0,26.0,,0.26,0.0
2021-11-03,0,26.0,,0.26,0.0
2021-11-04,0,26.0,,0.26,0.0
2021-11-05,0,26.0,,0.26,0.0
2021-11-06,0,26.0,,0.26,0.0
2021-11-07,0,26.0,,0.26,0.0
2021-11-08,0,26.0,,0.26,0.0
2021-11-09,0,26.0,,0.26,0.0
2021-11-10,0,26.0,,0.26,0.0
2021-11-11,0,26.0,,0.26,0.0
2021-11-12,0,26.0,,0.26,0.0
2021-11-13,0,26.0,,0.26,0.0
2021-11-14,0,26.0,,0.26,0.0
2021-11-15,0,26.0,,0.26,0.0
2021-11-16,0,26.0,,0.26,0.0
2021-11-17,0,26.0,,0.26,0.0
2021-11-18,0,26.0,,0.26,0.0
2021-11-19,0,26.0,,0.26,0.0
2021-11-20,0,26.0,,0.26,0.0
2021-11-21,0,26.0,,0.26,0.0
2021-11-22,0,26.0,,0.26,0.0
2021-11-23,0,26.0,,0.26,0.0
2021-11-24,0,26.0,,0.26,0.0
2021-11-25,0,26.0,,0.26,0.0
2021-11-26,100,26.0,,0.26,26.0
2021-11-27,0,26.0,,0.26,0.0
2021-11-28,0,26.0,,0.26,0.0
2021-11-29,0,26.0,,0.26,0.0
2021-11-30,0,26.0,,0.26,0.0
