date,JNJ_unscaled,JNJ_monthly,isPartial,scale,JNJ
2021-04-23,24,100.0,,1.0,24.0
2021-04-24,12,100.0,,1.0,12.0
2021-04-25,8,100.0,,1.0,8.0
2021-04-26,18,100.0,,1.0,18.0
2021-04-27,20,100.0,,1.0,20.0
2021-04-28,15,100.0,,1.0,15.0
2021-04-29,12,100.0,,1.0,12.0
2021-04-30,14,100.0,,1.0,14.0
2021-05-01,29,54.0,False,0.54,15.66
2021-05-02,28,54.0,,0.54,15.120000000000001
2021-05-03,88,54.0,,0.54,47.52
2021-05-04,95,54.0,,0.54,51.300000000000004
2021-05-05,83,54.0,,0.54,44.82
2021-05-06,100,54.0,,0.54,54.0
2021-05-07,99,54.0,,0.54,53.46
2021-05-08,40,54.0,,0.54,21.6
2021-05-09,30,54.0,,0.54,16.200000000000003
2021-05-10,85,54.0,,0.54,45.900000000000006
2021-05-11,90,54.0,,0.54,48.6
2021-05-12,86,54.0,,0.54,46.440000000000005
2021-05-13,89,54.0,,0.54,48.06
2021-05-14,96,54.0,,0.54,51.84
2021-05-15,52,54.0,,0.54,28.080000000000002
2021-05-16,26,54.0,,0.54,14.040000000000001
2021-05-17,79,54.0,,0.54,42.660000000000004
2021-05-18,83,54.0,,0.54,44.82
2021-05-19,91,54.0,,0.54,49.14
2021-05-20,77,54.0,,0.54,41.580000000000005
2021-05-21,71,54.0,,0.54,38.34
2021-05-22,43,54.0,,0.54,23.220000000000002
2021-05-23,26,54.0,,0.54,14.040000000000001
2021-05-24,76,54.0,,0.54,41.040000000000006
2021-05-25,71,54.0,,0.54,38.34
2021-05-26,67,54.0,,0.54,36.18
2021-05-27,77,54.0,,0.54,41.580000000000005
2021-05-28,73,54.0,,0.54,39.42
2021-05-29,27,54.0,,0.54,14.580000000000002
2021-05-30,32,54.0,,0.54,17.28
2021-05-31,22,54.0,,0.54,11.88
2021-06-01,93,50.0,False,0.5,46.5
2021-06-02,100,50.0,,0.5,50.0
2021-06-03,78,50.0,,0.5,39.0
2021-06-04,74,50.0,,0.5,37.0
2021-06-05,40,50.0,,0.5,20.0
2021-06-06,29,50.0,,0.5,14.5
2021-06-07,75,50.0,,0.5,37.5
2021-06-08,66,50.0,,0.5,33.0
2021-06-09,77,50.0,,0.5,38.5
2021-06-10,86,50.0,,0.5,43.0
2021-06-11,86,50.0,,0.5,43.0
2021-06-12,35,50.0,,0.5,17.5
2021-06-13,31,50.0,,0.5,15.5
2021-06-14,81,50.0,,0.5,40.5
2021-06-15,78,50.0,,0.5,39.0
2021-06-16,64,50.0,,0.5,32.0
2021-06-17,73,50.0,,0.5,36.5
2021-06-18,64,50.0,,0.5,32.0
2021-06-19,30,50.0,,0.5,15.0
2021-06-20,30,50.0,,0.5,15.0
2021-06-21,64,50.0,,0.5,32.0
2021-06-22,74,50.0,,0.5,37.0
2021-06-23,72,50.0,,0.5,36.0
2021-06-24,66,50.0,,0.5,33.0
2021-06-25,59,50.0,,0.5,29.5
2021-06-26,48,50.0,,0.5,24.0
2021-06-27,27,50.0,,0.5,13.5
2021-06-28,84,50.0,,0.5,42.0
2021-06-29,77,50.0,,0.5,38.5
2021-06-30,76,50.0,,0.5,38.0
2021-07-01,59,52.0,False,0.52,30.68
2021-07-02,61,52.0,,0.52,31.720000000000002
2021-07-03,15,52.0,,0.52,7.800000000000001
2021-07-04,11,52.0,,0.52,5.720000000000001
2021-07-05,21,52.0,,0.52,10.92
2021-07-06,55,52.0,,0.52,28.6
2021-07-07,51,52.0,,0.52,26.52
2021-07-08,52,52.0,,0.52,27.04
2021-07-09,57,52.0,,0.52,29.64
2021-07-10,21,52.0,,0.52,10.92
2021-07-11,23,52.0,,0.52,11.96
2021-07-12,85,52.0,,0.52,44.2
2021-07-13,77,52.0,,0.52,40.04
2021-07-14,53,52.0,,0.52,27.560000000000002
2021-07-15,83,52.0,,0.52,43.160000000000004
2021-07-16,61,52.0,,0.52,31.720000000000002
2021-07-17,27,52.0,,0.52,14.040000000000001
2021-07-18,21,52.0,,0.52,10.92
2021-07-19,65,52.0,,0.52,33.800000000000004
2021-07-20,66,52.0,,0.52,34.32
2021-07-21,100,52.0,,0.52,52.0
2021-07-22,62,52.0,,0.52,32.24
2021-07-23,59,52.0,,0.52,30.68
2021-07-24,26,52.0,,0.52,13.52
2021-07-25,23,52.0,,0.52,11.96
2021-07-26,51,52.0,,0.52,26.52
2021-07-27,63,52.0,,0.52,32.76
2021-07-28,55,52.0,,0.52,28.6
2021-07-29,61,52.0,,0.52,31.720000000000002
2021-07-30,53,52.0,,0.52,27.560000000000002
2021-07-31,21,52.0,,0.52,10.92
2021-08-01,18,53.0,False,0.53,9.540000000000001
2021-08-02,50,53.0,,0.53,26.5
2021-08-03,72,53.0,,0.53,38.160000000000004
2021-08-04,69,53.0,,0.53,36.57
2021-08-05,69,53.0,,0.53,36.57
2021-08-06,57,53.0,,0.53,30.21
2021-08-07,35,53.0,,0.53,18.55
2021-08-08,25,53.0,,0.53,13.25
2021-08-09,57,53.0,,0.53,30.21
2021-08-10,52,53.0,,0.53,27.560000000000002
2021-08-11,64,53.0,,0.53,33.92
2021-08-12,57,53.0,,0.53,30.21
2021-08-13,56,53.0,,0.53,29.68
2021-08-14,30,53.0,,0.53,15.9
2021-08-15,24,53.0,,0.53,12.72
2021-08-16,51,53.0,,0.53,27.03
2021-08-17,67,53.0,,0.53,35.510000000000005
2021-08-18,76,53.0,,0.53,40.28
2021-08-19,87,53.0,,0.53,46.11
2021-08-20,86,53.0,,0.53,45.580000000000005
2021-08-21,31,53.0,,0.53,16.43
2021-08-22,27,53.0,,0.53,14.31
2021-08-23,71,53.0,,0.53,37.63
2021-08-24,73,53.0,,0.53,38.690000000000005
2021-08-25,100,53.0,,0.53,53.0
2021-08-26,72,53.0,,0.53,38.160000000000004
2021-08-27,49,53.0,,0.53,25.970000000000002
2021-08-28,33,53.0,,0.53,17.490000000000002
2021-08-29,13,53.0,,0.53,6.890000000000001
2021-08-30,56,53.0,,0.53,29.68
2021-08-31,45,53.0,,0.53,23.85
2021-09-01,72,45.0,False,0.45,32.4
2021-09-02,72,45.0,,0.45,32.4
2021-09-03,72,45.0,,0.45,32.4
2021-09-04,26,45.0,,0.45,11.700000000000001
2021-09-05,25,45.0,,0.45,11.25
2021-09-06,23,45.0,,0.45,10.35
2021-09-07,95,45.0,,0.45,42.75
2021-09-08,68,45.0,,0.45,30.6
2021-09-09,100,45.0,,0.45,45.0
2021-09-10,90,45.0,,0.45,40.5
2021-09-11,25,45.0,,0.45,11.25
2021-09-12,33,45.0,,0.45,14.85
2021-09-13,82,45.0,,0.45,36.9
2021-09-14,79,45.0,,0.45,35.550000000000004
2021-09-15,63,45.0,,0.45,28.35
2021-09-16,71,45.0,,0.45,31.95
2021-09-17,75,45.0,,0.45,33.75
2021-09-18,33,45.0,,0.45,14.85
2021-09-19,22,45.0,,0.45,9.9
2021-09-20,82,45.0,,0.45,36.9
2021-09-21,97,45.0,,0.45,43.65
2021-09-22,72,45.0,,0.45,32.4
2021-09-23,92,45.0,,0.45,41.4
2021-09-24,78,45.0,,0.45,35.1
2021-09-25,25,45.0,,0.45,11.25
2021-09-26,24,45.0,,0.45,10.8
2021-09-27,64,45.0,,0.45,28.8
2021-09-28,74,45.0,,0.45,33.300000000000004
2021-09-29,70,45.0,,0.45,31.5
2021-09-30,59,45.0,,0.45,26.55
2021-10-01,61,50.0,False,0.5,30.5
2021-10-02,31,50.0,,0.5,15.5
2021-10-03,21,50.0,,0.5,10.5
2021-10-04,56,50.0,,0.5,28.0
2021-10-05,58,50.0,,0.5,29.0
2021-10-06,46,50.0,,0.5,23.0
2021-10-07,55,50.0,,0.5,27.5
2021-10-08,47,50.0,,0.5,23.5
2021-10-09,17,50.0,,0.5,8.5
2021-10-10,20,50.0,,0.5,10.0
2021-10-11,51,50.0,,0.5,25.5
2021-10-12,43,50.0,,0.5,21.5
2021-10-13,44,50.0,,0.5,22.0
2021-10-14,72,50.0,,0.5,36.0
2021-10-15,76,50.0,,0.5,38.0
2021-10-16,34,50.0,,0.5,17.0
2021-10-17,25,50.0,,0.5,12.5
2021-10-18,69,50.0,,0.5,34.5
2021-10-19,100,50.0,,0.5,50.0
2021-10-20,83,50.0,,0.5,41.5
2021-10-21,83,50.0,,0.5,41.5
2021-10-22,61,50.0,,0.5,30.5
2021-10-23,30,50.0,,0.5,15.0
2021-10-24,16,50.0,,0.5,8.0
2021-10-25,69,50.0,,0.5,34.5
2021-10-26,48,50.0,,0.5,24.0
2021-10-27,66,50.0,,0.5,33.0
2021-10-28,63,50.0,,0.5,31.5
2021-10-29,46,50.0,,0.5,23.0
2021-10-30,28,50.0,,0.5,14.0
2021-10-31,26,50.0,,0.5,13.0
2021-11-01,27,47.0,False,0.47,12.69
2021-11-02,31,47.0,,0.47,14.569999999999999
2021-11-03,30,47.0,,0.47,14.1
2021-11-04,23,47.0,,0.47,10.809999999999999
2021-11-05,28,47.0,,0.47,13.16
2021-11-06,11,47.0,,0.47,5.17
2021-11-07,6,47.0,,0.47,2.82
2021-11-08,29,47.0,,0.47,13.629999999999999
2021-11-09,27,47.0,,0.47,12.69
2021-11-10,30,47.0,,0.47,14.1
2021-11-11,30,47.0,,0.47,14.1
2021-11-12,100,47.0,,0.47,47.0
2021-11-13,28,47.0,,0.47,13.16
2021-11-14,16,47.0,,0.47,7.52
2021-11-15,38,47.0,,0.47,17.86
2021-11-16,35,47.0,,0.47,16.45
2021-11-17,30,47.0,,0.47,14.1
2021-11-18,40,47.0,,0.47,18.799999999999997
2021-11-19,31,47.0,,0.47,14.569999999999999
2021-11-20,15,47.0,,0.47,7.05
2021-11-21,9,47.0,,0.47,4.2299999999999995
2021-11-22,24,47.0,,0.47,11.28
2021-11-23,33,47.0,,0.47,15.51
2021-11-24,24,47.0,,0.47,11.28
2021-11-25,10,47.0,,0.47,4.699999999999999
2021-11-26,23,47.0,,0.47,10.809999999999999
2021-11-27,10,47.0,,0.47,4.699999999999999
2021-11-28,11,47.0,,0.47,5.17
2021-11-29,20,47.0,,0.47,9.399999999999999
2021-11-30,32,47.0,,0.47,15.04
2021-12-01,57,45.0,False,0.45,25.650000000000002
2021-12-02,61,45.0,,0.45,27.45
2021-12-03,50,45.0,,0.45,22.5
2021-12-04,22,45.0,,0.45,9.9
2021-12-05,20,45.0,,0.45,9.0
2021-12-06,47,45.0,,0.45,21.150000000000002
2021-12-07,80,45.0,,0.45,36.0
2021-12-08,77,45.0,,0.45,34.65
2021-12-09,63,45.0,,0.45,28.35
2021-12-10,72,45.0,,0.45,32.4
2021-12-11,30,45.0,,0.45,13.5
2021-12-12,15,45.0,,0.45,6.75
2021-12-13,61,45.0,,0.45,27.45
2021-12-14,77,45.0,,0.45,34.65
2021-12-15,75,45.0,,0.45,33.75
2021-12-16,78,45.0,,0.45,35.1
2021-12-17,100,45.0,,0.45,45.0
2021-12-18,42,45.0,,0.45,18.900000000000002
2021-12-19,32,45.0,,0.45,14.4
2021-12-20,82,45.0,,0.45,36.9
2021-12-21,65,45.0,,0.45,29.25
2021-12-22,68,45.0,,0.45,30.6
2021-12-23,57,45.0,,0.45,25.650000000000002
2021-12-24,31,45.0,,0.45,13.950000000000001
2021-12-25,17,45.0,,0.45,7.65
2021-12-26,23,45.0,,0.45,10.35
2021-12-27,52,45.0,,0.45,23.400000000000002
2021-12-28,58,45.0,,0.45,26.1
2021-12-29,60,45.0,,0.45,27.0
2021-12-30,66,45.0,,0.45,29.7
2021-12-31,54,45.0,,0.45,24.3
