date,BJ_unscaled,BJ_monthly,isPartial,scale,BJ
2021-04-26,47,79.0,,0.79,37.13
2021-04-27,42,79.0,,0.79,33.18
2021-04-28,41,79.0,,0.79,32.39
2021-04-29,46,79.0,,0.79,36.34
2021-04-30,43,79.0,,0.79,33.97
2021-05-01,15,100.0,False,1.0,15.0
2021-05-02,16,100.0,,1.0,16.0
2021-05-03,12,100.0,,1.0,12.0
2021-05-04,12,100.0,,1.0,12.0
2021-05-05,11,100.0,,1.0,11.0
2021-05-06,12,100.0,,1.0,12.0
2021-05-07,13,100.0,,1.0,13.0
2021-05-08,15,100.0,,1.0,15.0
2021-05-09,17,100.0,,1.0,17.0
2021-05-10,13,100.0,,1.0,13.0
2021-05-11,13,100.0,,1.0,13.0
2021-05-12,12,100.0,,1.0,12.0
2021-05-13,12,100.0,,1.0,12.0
2021-05-14,13,100.0,,1.0,13.0
2021-05-15,16,100.0,,1.0,16.0
2021-05-16,16,100.0,,1.0,16.0
2021-05-17,13,100.0,,1.0,13.0
2021-05-18,13,100.0,,1.0,13.0
2021-05-19,13,100.0,,1.0,13.0
2021-05-20,13,100.0,,1.0,13.0
2021-05-21,13,100.0,,1.0,13.0
2021-05-22,16,100.0,,1.0,16.0
2021-05-23,15,100.0,,1.0,15.0
2021-05-24,13,100.0,,1.0,13.0
2021-05-25,13,100.0,,1.0,13.0
2021-05-26,14,100.0,,1.0,14.0
2021-05-27,12,100.0,,1.0,12.0
2021-05-28,14,100.0,,1.0,14.0
2021-05-29,21,100.0,,1.0,21.0
2021-05-30,100,100.0,,1.0,100.0
2021-05-31,40,100.0,,1.0,40.0
2021-06-01,100,87.0,False,0.87,87.0
2021-06-02,83,87.0,,0.87,72.21
2021-06-03,80,87.0,,0.87,69.6
2021-06-04,79,87.0,,0.87,68.73
2021-06-05,78,87.0,,0.87,67.86
2021-06-06,89,87.0,,0.87,77.42999999999999
2021-06-07,63,87.0,,0.87,54.81
2021-06-08,67,87.0,,0.87,58.29
2021-06-09,70,87.0,,0.87,60.9
2021-06-10,68,87.0,,0.87,59.16
2021-06-11,69,87.0,,0.87,60.03
2021-06-12,76,87.0,,0.87,66.12
2021-06-13,85,87.0,,0.87,73.95
2021-06-14,71,87.0,,0.87,61.77
2021-06-15,71,87.0,,0.87,61.77
2021-06-16,65,87.0,,0.87,56.55
2021-06-17,64,87.0,,0.87,55.68
2021-06-18,74,87.0,,0.87,64.38
2021-06-19,77,87.0,,0.87,66.99
2021-06-20,84,87.0,,0.87,73.08
2021-06-21,72,87.0,,0.87,62.64
2021-06-22,64,87.0,,0.87,55.68
2021-06-23,63,87.0,,0.87,54.81
2021-06-24,69,87.0,,0.87,60.03
2021-06-25,66,87.0,,0.87,57.42
2021-06-26,79,87.0,,0.87,68.73
2021-06-27,75,87.0,,0.87,65.25
2021-06-28,64,87.0,,0.87,55.68
2021-06-29,67,87.0,,0.87,58.29
2021-06-30,66,87.0,,0.87,57.42
2021-07-01,78,82.0,False,0.82,63.959999999999994
2021-07-02,83,82.0,,0.82,68.06
2021-07-03,88,82.0,,0.82,72.16
2021-07-04,100,82.0,,0.82,82.0
2021-07-05,83,82.0,,0.82,68.06
2021-07-06,80,82.0,,0.82,65.6
2021-07-07,72,82.0,,0.82,59.04
2021-07-08,74,82.0,,0.82,60.68
2021-07-09,74,82.0,,0.82,60.68
2021-07-10,83,82.0,,0.82,68.06
2021-07-11,87,82.0,,0.82,71.33999999999999
2021-07-12,82,82.0,,0.82,67.24
2021-07-13,73,82.0,,0.82,59.86
2021-07-14,70,82.0,,0.82,57.4
2021-07-15,75,82.0,,0.82,61.49999999999999
2021-07-16,74,82.0,,0.82,60.68
2021-07-17,98,82.0,,0.82,80.36
2021-07-18,94,82.0,,0.82,77.08
2021-07-19,75,82.0,,0.82,61.49999999999999
2021-07-20,72,82.0,,0.82,59.04
2021-07-21,70,82.0,,0.82,57.4
2021-07-22,82,82.0,,0.82,67.24
2021-07-23,79,82.0,,0.82,64.78
2021-07-24,87,82.0,,0.82,71.33999999999999
2021-07-25,88,82.0,,0.82,72.16
2021-07-26,76,82.0,,0.82,62.31999999999999
2021-07-27,72,82.0,,0.82,59.04
2021-07-28,72,82.0,,0.82,59.04
2021-07-29,73,82.0,,0.82,59.86
2021-07-30,93,82.0,,0.82,76.25999999999999
2021-07-31,82,82.0,,0.82,67.24
2021-08-01,95,80.0,False,0.8,76.0
2021-08-02,81,80.0,,0.8,64.8
2021-08-03,74,80.0,,0.8,59.2
2021-08-04,77,80.0,,0.8,61.6
2021-08-05,77,80.0,,0.8,61.6
2021-08-06,79,80.0,,0.8,63.2
2021-08-07,99,80.0,,0.8,79.2
2021-08-08,89,80.0,,0.8,71.2
2021-08-09,76,80.0,,0.8,60.800000000000004
2021-08-10,83,80.0,,0.8,66.4
2021-08-11,75,80.0,,0.8,60.0
2021-08-12,76,80.0,,0.8,60.800000000000004
2021-08-13,83,80.0,,0.8,66.4
2021-08-14,93,80.0,,0.8,74.4
2021-08-15,100,80.0,,0.8,80.0
2021-08-16,80,80.0,,0.8,64.0
2021-08-17,79,80.0,,0.8,63.2
2021-08-18,76,80.0,,0.8,60.800000000000004
2021-08-19,76,80.0,,0.8,60.800000000000004
2021-08-20,80,80.0,,0.8,64.0
2021-08-21,91,80.0,,0.8,72.8
2021-08-22,89,80.0,,0.8,71.2
2021-08-23,76,80.0,,0.8,60.800000000000004
2021-08-24,71,80.0,,0.8,56.800000000000004
2021-08-25,73,80.0,,0.8,58.400000000000006
2021-08-26,83,80.0,,0.8,66.4
2021-08-27,71,80.0,,0.8,56.800000000000004
2021-08-28,82,80.0,,0.8,65.60000000000001
2021-08-29,84,80.0,,0.8,67.2
2021-08-30,88,80.0,,0.8,70.4
2021-08-31,86,80.0,,0.8,68.8
2021-09-01,62,80.0,False,0.8,49.6
2021-09-02,61,80.0,,0.8,48.800000000000004
2021-09-03,66,80.0,,0.8,52.800000000000004
2021-09-04,91,80.0,,0.8,72.8
2021-09-05,88,80.0,,0.8,70.4
2021-09-06,88,80.0,,0.8,70.4
2021-09-07,76,80.0,,0.8,60.800000000000004
2021-09-08,64,80.0,,0.8,51.2
2021-09-09,76,80.0,,0.8,60.800000000000004
2021-09-10,73,80.0,,0.8,58.400000000000006
2021-09-11,78,80.0,,0.8,62.400000000000006
2021-09-12,79,80.0,,0.8,63.2
2021-09-13,73,80.0,,0.8,58.400000000000006
2021-09-14,74,80.0,,0.8,59.2
2021-09-15,73,80.0,,0.8,58.400000000000006
2021-09-16,70,80.0,,0.8,56.0
2021-09-17,85,80.0,,0.8,68.0
2021-09-18,84,80.0,,0.8,67.2
2021-09-19,100,80.0,,0.8,80.0
2021-09-20,69,80.0,,0.8,55.2
2021-09-21,70,80.0,,0.8,56.0
2021-09-22,80,80.0,,0.8,64.0
2021-09-23,77,80.0,,0.8,61.6
2021-09-24,93,80.0,,0.8,74.4
2021-09-25,88,80.0,,0.8,70.4
2021-09-26,96,80.0,,0.8,76.80000000000001
2021-09-27,70,80.0,,0.8,56.0
2021-09-28,72,80.0,,0.8,57.6
2021-09-29,66,80.0,,0.8,52.800000000000004
2021-09-30,76,80.0,,0.8,60.800000000000004
2021-10-01,80,79.0,False,0.79,63.2
2021-10-02,86,79.0,,0.79,67.94
2021-10-03,92,79.0,,0.79,72.68
2021-10-04,78,79.0,,0.79,61.620000000000005
2021-10-05,74,79.0,,0.79,58.46
2021-10-06,72,79.0,,0.79,56.88
2021-10-07,73,79.0,,0.79,57.67
2021-10-08,87,79.0,,0.79,68.73
2021-10-09,100,79.0,,0.79,79.0
2021-10-10,91,79.0,,0.79,71.89
2021-10-11,92,79.0,,0.79,72.68
2021-10-12,81,79.0,,0.79,63.99
2021-10-13,81,79.0,,0.79,63.99
2021-10-14,81,79.0,,0.79,63.99
2021-10-15,80,79.0,,0.79,63.2
2021-10-16,96,79.0,,0.79,75.84
2021-10-17,90,79.0,,0.79,71.10000000000001
2021-10-18,70,79.0,,0.79,55.300000000000004
2021-10-19,84,79.0,,0.79,66.36
2021-10-20,70,79.0,,0.79,55.300000000000004
2021-10-21,78,79.0,,0.79,61.620000000000005
2021-10-22,85,79.0,,0.79,67.15
2021-10-23,98,79.0,,0.79,77.42
2021-10-24,85,79.0,,0.79,67.15
2021-10-25,78,79.0,,0.79,61.620000000000005
2021-10-26,75,79.0,,0.79,59.25
2021-10-27,86,79.0,,0.79,67.94
2021-10-28,87,79.0,,0.79,68.73
2021-10-29,92,79.0,,0.79,72.68
2021-10-30,92,79.0,,0.79,72.68
2021-10-31,88,79.0,,0.79,69.52000000000001
2021-11-01,79,77.0,False,0.77,60.83
2021-11-02,80,77.0,,0.77,61.6
2021-11-03,79,77.0,,0.77,60.83
2021-11-04,73,77.0,,0.77,56.21
2021-11-05,85,77.0,,0.77,65.45
2021-11-06,97,77.0,,0.77,74.69
2021-11-07,88,77.0,,0.77,67.76
2021-11-08,74,77.0,,0.77,56.980000000000004
2021-11-09,73,77.0,,0.77,56.21
2021-11-10,71,77.0,,0.77,54.67
2021-11-11,91,77.0,,0.77,70.07000000000001
2021-11-12,88,77.0,,0.77,67.76
2021-11-13,86,77.0,,0.77,66.22
2021-11-14,94,77.0,,0.77,72.38
2021-11-15,82,77.0,,0.77,63.14
2021-11-16,76,77.0,,0.77,58.52
2021-11-17,80,77.0,,0.77,61.6
2021-11-18,79,77.0,,0.77,60.83
2021-11-19,82,77.0,,0.77,63.14
2021-11-20,100,77.0,,0.77,77.0
2021-11-21,97,77.0,,0.77,74.69
2021-11-22,76,77.0,,0.77,58.52
2021-11-23,88,77.0,,0.77,67.76
2021-11-24,85,77.0,,0.77,65.45
2021-11-25,92,77.0,,0.77,70.84
2021-11-26,88,77.0,,0.77,67.76
2021-11-27,95,77.0,,0.77,73.15
2021-11-28,92,77.0,,0.77,70.84
2021-11-29,76,77.0,,0.77,58.52
2021-11-30,74,77.0,,0.77,56.980000000000004
2021-12-01,73,83.0,False,0.83,60.589999999999996
2021-12-02,68,83.0,,0.83,56.44
2021-12-03,75,83.0,,0.83,62.25
2021-12-04,80,83.0,,0.83,66.39999999999999
2021-12-05,92,83.0,,0.83,76.36
2021-12-06,69,83.0,,0.83,57.269999999999996
2021-12-07,71,83.0,,0.83,58.93
2021-12-08,69,83.0,,0.83,57.269999999999996
2021-12-09,74,83.0,,0.83,61.419999999999995
2021-12-10,79,83.0,,0.83,65.57
2021-12-11,100,83.0,,0.83,83.0
2021-12-12,88,83.0,,0.83,73.03999999999999
2021-12-13,78,83.0,,0.83,64.74
2021-12-14,68,83.0,,0.83,56.44
2021-12-15,69,83.0,,0.83,57.269999999999996
2021-12-16,74,83.0,,0.83,61.419999999999995
2021-12-17,76,83.0,,0.83,63.08
2021-12-18,89,83.0,,0.83,73.86999999999999
2021-12-19,87,83.0,,0.83,72.21
2021-12-20,81,83.0,,0.83,67.22999999999999
2021-12-21,82,83.0,,0.83,68.06
2021-12-22,87,83.0,,0.83,72.21
2021-12-23,86,83.0,,0.83,71.38
2021-12-24,85,83.0,,0.83,70.55
2021-12-25,73,83.0,,0.83,60.589999999999996
2021-12-26,78,83.0,,0.83,64.74
2021-12-27,76,83.0,,0.83,63.08
2021-12-28,78,83.0,,0.83,64.74
2021-12-29,78,83.0,,0.83,64.74
2021-12-30,92,83.0,,0.83,76.36
2021-12-31,86,83.0,,0.83,71.38
