date,CVS_unscaled,CVS_monthly,isPartial,scale,CVS
2019-08-25,83,39.0,,0.39,32.370000000000005
2019-08-26,87,39.0,,0.39,33.93
2019-08-27,93,39.0,,0.39,36.27
2019-08-28,86,39.0,,0.39,33.54
2019-08-29,87,39.0,,0.39,33.93
2019-08-30,87,39.0,,0.39,33.93
2019-08-31,80,39.0,,0.39,31.200000000000003
2019-09-01,88,38.0,False,0.38,33.44
2019-09-02,87,38.0,,0.38,33.06
2019-09-03,93,38.0,,0.38,35.34
2019-09-04,96,38.0,,0.38,36.480000000000004
2019-09-05,92,38.0,,0.38,34.96
2019-09-06,87,38.0,,0.38,33.06
2019-09-07,82,38.0,,0.38,31.16
2019-09-08,85,38.0,,0.38,32.3
2019-09-09,98,38.0,,0.38,37.24
2019-09-10,91,38.0,,0.38,34.58
2019-09-11,88,38.0,,0.38,33.44
2019-09-12,90,38.0,,0.38,34.2
2019-09-13,83,38.0,,0.38,31.54
2019-09-14,85,38.0,,0.38,32.3
2019-09-15,86,38.0,,0.38,32.68
2019-09-16,93,38.0,,0.38,35.34
2019-09-17,93,38.0,,0.38,35.34
2019-09-18,88,38.0,,0.38,33.44
2019-09-19,83,38.0,,0.38,31.54
2019-09-20,86,38.0,,0.38,32.68
2019-09-21,85,38.0,,0.38,32.3
2019-09-22,84,38.0,,0.38,31.92
2019-09-23,93,38.0,,0.38,35.34
2019-09-24,91,38.0,,0.38,34.58
2019-09-25,92,38.0,,0.38,34.96
2019-09-26,88,38.0,,0.38,33.44
2019-09-27,92,38.0,,0.38,34.96
2019-09-28,88,38.0,,0.38,33.44
2019-09-29,86,38.0,,0.38,32.68
2019-09-30,100,38.0,,0.38,38.0
2019-10-01,94,38.0,False,0.38,35.72
2019-10-02,86,38.0,,0.38,32.68
2019-10-03,85,38.0,,0.38,32.3
2019-10-04,82,38.0,,0.38,31.16
2019-10-05,78,38.0,,0.38,29.64
2019-10-06,78,38.0,,0.38,29.64
2019-10-07,94,38.0,,0.38,35.72
2019-10-08,89,38.0,,0.38,33.82
2019-10-09,92,38.0,,0.38,34.96
2019-10-10,84,38.0,,0.38,31.92
2019-10-11,86,38.0,,0.38,32.68
2019-10-12,84,38.0,,0.38,31.92
2019-10-13,81,38.0,,0.38,30.78
2019-10-14,92,38.0,,0.38,34.96
2019-10-15,87,38.0,,0.38,33.06
2019-10-16,87,38.0,,0.38,33.06
2019-10-17,89,38.0,,0.38,33.82
2019-10-18,88,38.0,,0.38,33.44
2019-10-19,85,38.0,,0.38,32.3
2019-10-20,83,38.0,,0.38,31.54
2019-10-21,93,38.0,,0.38,35.34
2019-10-22,92,38.0,,0.38,34.96
2019-10-23,90,38.0,,0.38,34.2
2019-10-24,84,38.0,,0.38,31.92
2019-10-25,82,38.0,,0.38,31.16
2019-10-26,82,38.0,,0.38,31.16
2019-10-27,76,38.0,,0.38,28.88
2019-10-28,100,38.0,,0.38,38.0
2019-10-29,90,38.0,,0.38,34.2
2019-10-30,89,38.0,,0.38,33.82
2019-10-31,87,38.0,,0.38,33.06
2019-11-01,67,39.0,False,0.39,26.130000000000003
2019-11-02,67,39.0,,0.39,26.130000000000003
2019-11-03,67,39.0,,0.39,26.130000000000003
2019-11-04,76,39.0,,0.39,29.64
2019-11-05,77,39.0,,0.39,30.03
2019-11-06,78,39.0,,0.39,30.42
2019-11-07,72,39.0,,0.39,28.080000000000002
2019-11-08,68,39.0,,0.39,26.52
2019-11-09,62,39.0,,0.39,24.18
2019-11-10,63,39.0,,0.39,24.57
2019-11-11,72,39.0,,0.39,28.080000000000002
2019-11-12,65,39.0,,0.39,25.35
2019-11-13,65,39.0,,0.39,25.35
2019-11-14,68,39.0,,0.39,26.52
2019-11-15,66,39.0,,0.39,25.740000000000002
2019-11-16,62,39.0,,0.39,24.18
2019-11-17,63,39.0,,0.39,24.57
2019-11-18,70,39.0,,0.39,27.3
2019-11-19,75,39.0,,0.39,29.25
2019-11-20,75,39.0,,0.39,29.25
2019-11-21,67,39.0,,0.39,26.130000000000003
2019-11-22,68,39.0,,0.39,26.52
2019-11-23,62,39.0,,0.39,24.18
2019-11-24,65,39.0,,0.39,25.35
2019-11-25,72,39.0,,0.39,28.080000000000002
2019-11-26,77,39.0,,0.39,30.03
2019-11-27,83,39.0,,0.39,32.370000000000005
2019-11-28,100,39.0,,0.39,39.0
2019-11-29,68,39.0,,0.39,26.52
2019-11-30,62,39.0,,0.39,24.18
2019-12-01,28,45.0,False,0.45,12.6
2019-12-02,30,45.0,,0.45,13.5
2019-12-03,32,45.0,,0.45,14.4
2019-12-04,32,45.0,,0.45,14.4
2019-12-05,30,45.0,,0.45,13.5
2019-12-06,30,45.0,,0.45,13.5
2019-12-07,29,45.0,,0.45,13.05
2019-12-08,27,45.0,,0.45,12.15
2019-12-09,31,45.0,,0.45,13.950000000000001
2019-12-10,32,45.0,,0.45,14.4
2019-12-11,29,45.0,,0.45,13.05
2019-12-12,31,45.0,,0.45,13.950000000000001
2019-12-13,30,45.0,,0.45,13.5
2019-12-14,29,45.0,,0.45,13.05
2019-12-15,31,45.0,,0.45,13.950000000000001
2019-12-16,35,45.0,,0.45,15.75
2019-12-17,38,45.0,,0.45,17.1
2019-12-18,35,45.0,,0.45,15.75
2019-12-19,35,45.0,,0.45,15.75
2019-12-20,39,45.0,,0.45,17.55
2019-12-21,39,45.0,,0.45,17.55
2019-12-22,36,45.0,,0.45,16.2
2019-12-23,48,45.0,,0.45,21.6
2019-12-24,64,45.0,,0.45,28.8
2019-12-25,100,45.0,,0.45,45.0
2019-12-26,47,45.0,,0.45,21.150000000000002
2019-12-27,34,45.0,,0.45,15.3
2019-12-28,29,45.0,,0.45,13.05
2019-12-29,29,45.0,,0.45,13.05
2019-12-30,35,45.0,,0.45,15.75
2019-12-31,41,45.0,,0.45,18.45
2020-01-01,93,40.0,False,0.4,37.2
2020-01-02,100,40.0,,0.4,40.0
2020-01-03,90,40.0,,0.4,36.0
2020-01-04,81,40.0,,0.4,32.4
2020-01-05,83,40.0,,0.4,33.2
2020-01-06,93,40.0,,0.4,37.2
2020-01-07,93,40.0,,0.4,37.2
2020-01-08,87,40.0,,0.4,34.800000000000004
2020-01-09,86,40.0,,0.4,34.4
2020-01-10,85,40.0,,0.4,34.0
2020-01-11,71,40.0,,0.4,28.400000000000002
2020-01-12,72,40.0,,0.4,28.8
2020-01-13,95,40.0,,0.4,38.0
2020-01-14,88,40.0,,0.4,35.2
2020-01-15,91,40.0,,0.4,36.4
2020-01-16,80,40.0,,0.4,32.0
2020-01-17,85,40.0,,0.4,34.0
2020-01-18,72,40.0,,0.4,28.8
2020-01-19,70,40.0,,0.4,28.0
2020-01-20,84,40.0,,0.4,33.6
2020-01-21,85,40.0,,0.4,34.0
2020-01-22,84,40.0,,0.4,33.6
2020-01-23,85,40.0,,0.4,34.0
2020-01-24,80,40.0,,0.4,32.0
2020-01-25,74,40.0,,0.4,29.6
2020-01-26,73,40.0,,0.4,29.200000000000003
2020-01-27,81,40.0,,0.4,32.4
2020-01-28,88,40.0,,0.4,35.2
2020-01-29,86,40.0,,0.4,34.4
2020-01-30,85,40.0,,0.4,34.0
2020-01-31,90,40.0,,0.4,36.0
2020-02-01,79,40.0,False,0.4,31.6
2020-02-02,76,40.0,,0.4,30.400000000000002
2020-02-03,87,40.0,,0.4,34.800000000000004
2020-02-04,94,40.0,,0.4,37.6
2020-02-05,85,40.0,,0.4,34.0
2020-02-06,81,40.0,,0.4,32.4
2020-02-07,81,40.0,,0.4,32.4
2020-02-08,78,40.0,,0.4,31.200000000000003
2020-02-09,79,40.0,,0.4,31.6
2020-02-10,90,40.0,,0.4,36.0
2020-02-11,94,40.0,,0.4,37.6
2020-02-12,97,40.0,,0.4,38.800000000000004
2020-02-13,91,40.0,,0.4,36.4
2020-02-14,100,40.0,,0.4,40.0
2020-02-15,74,40.0,,0.4,29.6
2020-02-16,76,40.0,,0.4,30.400000000000002
2020-02-17,86,40.0,,0.4,34.4
2020-02-18,81,40.0,,0.4,32.4
2020-02-19,79,40.0,,0.4,31.6
2020-02-20,79,40.0,,0.4,31.6
2020-02-21,74,40.0,,0.4,29.6
2020-02-22,72,40.0,,0.4,28.8
2020-02-23,72,40.0,,0.4,28.8
2020-02-24,82,40.0,,0.4,32.800000000000004
2020-02-25,85,40.0,,0.4,34.0
2020-02-26,91,40.0,,0.4,36.4
2020-02-27,88,40.0,,0.4,35.2
2020-02-28,90,40.0,,0.4,36.0
2020-02-29,78,40.0,,0.4,31.200000000000003
2020-03-01,62,47.0,False,0.47,29.139999999999997
2020-03-02,71,47.0,,0.47,33.37
2020-03-03,72,47.0,,0.47,33.839999999999996
2020-03-04,65,47.0,,0.47,30.549999999999997
2020-03-05,68,47.0,,0.47,31.959999999999997
2020-03-06,64,47.0,,0.47,30.08
2020-03-07,60,47.0,,0.47,28.2
2020-03-08,64,47.0,,0.47,30.08
2020-03-09,69,47.0,,0.47,32.43
2020-03-10,73,47.0,,0.47,34.309999999999995
2020-03-11,73,47.0,,0.47,34.309999999999995
2020-03-12,84,47.0,,0.47,39.48
2020-03-13,93,47.0,,0.47,43.71
2020-03-14,96,47.0,,0.47,45.12
2020-03-15,85,47.0,,0.47,39.949999999999996
2020-03-16,99,47.0,,0.47,46.529999999999994
2020-03-17,94,47.0,,0.47,44.18
2020-03-18,95,47.0,,0.47,44.65
2020-03-19,93,47.0,,0.47,43.71
2020-03-20,100,47.0,,0.47,47.0
2020-03-21,91,47.0,,0.47,42.769999999999996
2020-03-22,86,47.0,,0.47,40.419999999999995
2020-03-23,96,47.0,,0.47,45.12
2020-03-24,94,47.0,,0.47,44.18
2020-03-25,88,47.0,,0.47,41.36
2020-03-26,84,47.0,,0.47,39.48
2020-03-27,82,47.0,,0.47,38.54
2020-03-28,77,47.0,,0.47,36.19
2020-03-29,72,47.0,,0.47,33.839999999999996
2020-03-30,80,47.0,,0.47,37.599999999999994
2020-03-31,84,47.0,,0.47,39.48
2020-04-01,92,41.0,False,0.41,37.72
2020-04-02,94,41.0,,0.41,38.54
2020-04-03,97,41.0,,0.41,39.769999999999996
2020-04-04,100,41.0,,0.41,41.0
2020-04-05,87,41.0,,0.41,35.669999999999995
2020-04-06,94,41.0,,0.41,38.54
2020-04-07,91,41.0,,0.41,37.309999999999995
2020-04-08,89,41.0,,0.41,36.489999999999995
2020-04-09,86,41.0,,0.41,35.26
2020-04-10,83,41.0,,0.41,34.03
2020-04-11,79,41.0,,0.41,32.39
2020-04-12,77,41.0,,0.41,31.569999999999997
2020-04-13,78,41.0,,0.41,31.979999999999997
2020-04-14,74,41.0,,0.41,30.34
2020-04-15,74,41.0,,0.41,30.34
2020-04-16,73,41.0,,0.41,29.93
2020-04-17,76,41.0,,0.41,31.159999999999997
2020-04-18,66,41.0,,0.41,27.06
2020-04-19,61,41.0,,0.41,25.009999999999998
2020-04-20,72,41.0,,0.41,29.52
2020-04-21,73,41.0,,0.41,29.93
2020-04-22,74,41.0,,0.41,30.34
2020-04-23,76,41.0,,0.41,31.159999999999997
2020-04-24,69,41.0,,0.41,28.29
2020-04-25,62,41.0,,0.41,25.419999999999998
2020-04-26,63,41.0,,0.41,25.83
2020-04-27,71,41.0,,0.41,29.11
2020-04-28,68,41.0,,0.41,27.88
2020-04-29,67,41.0,,0.41,27.47
2020-04-30,69,41.0,,0.41,28.29
2020-05-01,90,38.0,False,0.38,34.2
2020-05-02,83,38.0,,0.38,31.54
2020-05-03,81,38.0,,0.38,30.78
2020-05-04,97,38.0,,0.38,36.86
2020-05-05,95,38.0,,0.38,36.1
2020-05-06,97,38.0,,0.38,36.86
2020-05-07,99,38.0,,0.38,37.62
2020-05-08,92,38.0,,0.38,34.96
2020-05-09,87,38.0,,0.38,33.06
2020-05-10,85,38.0,,0.38,32.3
2020-05-11,92,38.0,,0.38,34.96
2020-05-12,88,38.0,,0.38,33.44
2020-05-13,84,38.0,,0.38,31.92
2020-05-14,88,38.0,,0.38,33.44
2020-05-15,91,38.0,,0.38,34.58
2020-05-16,79,38.0,,0.38,30.02
2020-05-17,75,38.0,,0.38,28.5
2020-05-18,89,38.0,,0.38,33.82
2020-05-19,95,38.0,,0.38,36.1
2020-05-20,93,38.0,,0.38,35.34
2020-05-21,90,38.0,,0.38,34.2
2020-05-22,90,38.0,,0.38,34.2
2020-05-23,79,38.0,,0.38,30.02
2020-05-24,80,38.0,,0.38,30.4
2020-05-25,79,38.0,,0.38,30.02
2020-05-26,98,38.0,,0.38,37.24
2020-05-27,93,38.0,,0.38,35.34
2020-05-28,100,38.0,,0.38,38.0
2020-05-29,100,38.0,,0.38,38.0
2020-05-30,82,38.0,,0.38,31.16
2020-05-31,82,38.0,,0.38,31.16
2020-06-01,77,45.0,False,0.45,34.65
2020-06-02,74,45.0,,0.45,33.300000000000004
2020-06-03,71,45.0,,0.45,31.95
2020-06-04,70,45.0,,0.45,31.5
2020-06-05,71,45.0,,0.45,31.95
2020-06-06,56,45.0,,0.45,25.2
2020-06-07,59,45.0,,0.45,26.55
2020-06-08,74,45.0,,0.45,33.300000000000004
2020-06-09,70,45.0,,0.45,31.5
2020-06-10,71,45.0,,0.45,31.95
2020-06-11,70,45.0,,0.45,31.5
2020-06-12,75,45.0,,0.45,33.75
2020-06-13,59,45.0,,0.45,26.55
2020-06-14,64,45.0,,0.45,28.8
2020-06-15,78,45.0,,0.45,35.1
2020-06-16,77,45.0,,0.45,34.65
2020-06-17,84,45.0,,0.45,37.800000000000004
2020-06-18,82,45.0,,0.45,36.9
2020-06-19,83,45.0,,0.45,37.35
2020-06-20,73,45.0,,0.45,32.85
2020-06-21,69,45.0,,0.45,31.05
2020-06-22,88,45.0,,0.45,39.6
2020-06-23,84,45.0,,0.45,37.800000000000004
2020-06-24,86,45.0,,0.45,38.7
2020-06-25,88,45.0,,0.45,39.6
2020-06-26,92,45.0,,0.45,41.4
2020-06-27,78,45.0,,0.45,35.1
2020-06-28,80,45.0,,0.45,36.0
2020-06-29,97,45.0,,0.45,43.65
2020-06-30,100,45.0,,0.45,45.0
2020-07-01,98,48.0,False,0.48,47.04
2020-07-02,97,48.0,,0.48,46.559999999999995
2020-07-03,93,48.0,,0.48,44.64
2020-07-04,79,48.0,,0.48,37.92
2020-07-05,76,48.0,,0.48,36.48
2020-07-06,100,48.0,,0.48,48.0
2020-07-07,100,48.0,,0.48,48.0
2020-07-08,97,48.0,,0.48,46.559999999999995
2020-07-09,92,48.0,,0.48,44.16
2020-07-10,92,48.0,,0.48,44.16
2020-07-11,76,48.0,,0.48,36.48
2020-07-12,73,48.0,,0.48,35.04
2020-07-13,95,48.0,,0.48,45.6
2020-07-14,94,48.0,,0.48,45.12
2020-07-15,91,48.0,,0.48,43.68
2020-07-16,91,48.0,,0.48,43.68
2020-07-17,94,48.0,,0.48,45.12
2020-07-18,75,48.0,,0.48,36.0
2020-07-19,73,48.0,,0.48,35.04
2020-07-20,90,48.0,,0.48,43.199999999999996
2020-07-21,89,48.0,,0.48,42.72
2020-07-22,90,48.0,,0.48,43.199999999999996
2020-07-23,83,48.0,,0.48,39.839999999999996
2020-07-24,84,48.0,,0.48,40.32
2020-07-25,65,48.0,,0.48,31.2
2020-07-26,66,48.0,,0.48,31.68
2020-07-27,86,48.0,,0.48,41.28
2020-07-28,88,48.0,,0.48,42.239999999999995
2020-07-29,89,48.0,,0.48,42.72
2020-07-30,79,48.0,,0.48,37.92
2020-07-31,79,48.0,,0.48,37.92
2020-08-01,79,41.0,False,0.41,32.39
2020-08-02,79,41.0,,0.41,32.39
2020-08-03,97,41.0,,0.41,39.769999999999996
2020-08-04,96,41.0,,0.41,39.36
2020-08-05,100,41.0,,0.41,41.0
2020-08-06,95,41.0,,0.41,38.949999999999996
2020-08-07,94,41.0,,0.41,38.54
2020-08-08,79,41.0,,0.41,32.39
2020-08-09,76,41.0,,0.41,31.159999999999997
2020-08-10,97,41.0,,0.41,39.769999999999996
2020-08-11,96,41.0,,0.41,39.36
2020-08-12,94,41.0,,0.41,38.54
2020-08-13,92,41.0,,0.41,37.72
2020-08-14,93,41.0,,0.41,38.129999999999995
2020-08-15,77,41.0,,0.41,31.569999999999997
2020-08-16,78,41.0,,0.41,31.979999999999997
2020-08-17,98,41.0,,0.41,40.18
2020-08-18,90,41.0,,0.41,36.9
2020-08-19,90,41.0,,0.41,36.9
2020-08-20,91,41.0,,0.41,37.309999999999995
2020-08-21,89,41.0,,0.41,36.489999999999995
2020-08-22,74,41.0,,0.41,30.34
2020-08-23,77,41.0,,0.41,31.569999999999997
2020-08-24,92,41.0,,0.41,37.72
2020-08-25,89,41.0,,0.41,36.489999999999995
2020-08-26,89,41.0,,0.41,36.489999999999995
2020-08-27,81,41.0,,0.41,33.21
2020-08-28,78,41.0,,0.41,31.979999999999997
2020-08-29,70,41.0,,0.41,28.7
2020-08-30,74,41.0,,0.41,30.34
2020-08-31,88,41.0,,0.41,36.08
2020-09-01,89,42.0,False,0.42,37.379999999999995
2020-09-02,90,42.0,,0.42,37.8
2020-09-03,86,42.0,,0.42,36.12
2020-09-04,91,42.0,,0.42,38.22
2020-09-05,76,42.0,,0.42,31.919999999999998
2020-09-06,77,42.0,,0.42,32.339999999999996
2020-09-07,83,42.0,,0.42,34.86
2020-09-08,94,42.0,,0.42,39.48
2020-09-09,92,42.0,,0.42,38.64
2020-09-10,92,42.0,,0.42,38.64
2020-09-11,86,42.0,,0.42,36.12
2020-09-12,77,42.0,,0.42,32.339999999999996
2020-09-13,78,42.0,,0.42,32.76
2020-09-14,94,42.0,,0.42,39.48
2020-09-15,93,42.0,,0.42,39.059999999999995
2020-09-16,91,42.0,,0.42,38.22
2020-09-17,88,42.0,,0.42,36.96
2020-09-18,90,42.0,,0.42,37.8
2020-09-19,78,42.0,,0.42,32.76
2020-09-20,75,42.0,,0.42,31.5
2020-09-21,94,42.0,,0.42,39.48
2020-09-22,93,42.0,,0.42,39.059999999999995
2020-09-23,99,42.0,,0.42,41.58
2020-09-24,88,42.0,,0.42,36.96
2020-09-25,93,42.0,,0.42,39.059999999999995
2020-09-26,77,42.0,,0.42,32.339999999999996
2020-09-27,77,42.0,,0.42,32.339999999999996
2020-09-28,98,42.0,,0.42,41.16
2020-09-29,100,42.0,,0.42,42.0
2020-09-30,91,42.0,,0.42,38.22
2020-10-01,81,49.0,False,0.49,39.69
2020-10-02,86,49.0,,0.49,42.14
2020-10-03,72,49.0,,0.49,35.28
2020-10-04,75,49.0,,0.49,36.75
2020-10-05,93,49.0,,0.49,45.57
2020-10-06,93,49.0,,0.49,45.57
2020-10-07,91,49.0,,0.49,44.589999999999996
2020-10-08,86,49.0,,0.49,42.14
2020-10-09,90,49.0,,0.49,44.1
2020-10-10,76,49.0,,0.49,37.24
2020-10-11,71,49.0,,0.49,34.79
2020-10-12,96,49.0,,0.49,47.04
2020-10-13,92,49.0,,0.49,45.08
2020-10-14,89,49.0,,0.49,43.61
2020-10-15,90,49.0,,0.49,44.1
2020-10-16,91,49.0,,0.49,44.589999999999996
2020-10-17,74,49.0,,0.49,36.26
2020-10-18,71,49.0,,0.49,34.79
2020-10-19,94,49.0,,0.49,46.06
2020-10-20,100,49.0,,0.49,49.0
2020-10-21,99,49.0,,0.49,48.51
2020-10-22,91,49.0,,0.49,44.589999999999996
2020-10-23,90,49.0,,0.49,44.1
2020-10-24,72,49.0,,0.49,35.28
2020-10-25,72,49.0,,0.49,35.28
2020-10-26,93,49.0,,0.49,45.57
2020-10-27,94,49.0,,0.49,46.06
2020-10-28,94,49.0,,0.49,46.06
2020-10-29,93,49.0,,0.49,45.57
2020-10-30,95,49.0,,0.49,46.55
2020-10-31,76,49.0,,0.49,37.24
2020-11-01,65,51.0,False,0.51,33.15
2020-11-02,83,51.0,,0.51,42.33
2020-11-03,77,51.0,,0.51,39.27
2020-11-04,47,51.0,,0.51,23.97
2020-11-05,58,51.0,,0.51,29.580000000000002
2020-11-06,66,51.0,,0.51,33.660000000000004
2020-11-07,53,51.0,,0.51,27.03
2020-11-08,59,51.0,,0.51,30.09
2020-11-09,83,51.0,,0.51,42.33
2020-11-10,88,51.0,,0.51,44.88
2020-11-11,87,51.0,,0.51,44.37
2020-11-12,83,51.0,,0.51,42.33
2020-11-13,83,51.0,,0.51,42.33
2020-11-14,73,51.0,,0.51,37.230000000000004
2020-11-15,74,51.0,,0.51,37.74
2020-11-16,97,51.0,,0.51,49.47
2020-11-17,96,51.0,,0.51,48.96
2020-11-18,100,51.0,,0.51,51.0
2020-11-19,96,51.0,,0.51,48.96
2020-11-20,98,51.0,,0.51,49.980000000000004
2020-11-21,85,51.0,,0.51,43.35
2020-11-22,81,51.0,,0.51,41.31
2020-11-23,97,51.0,,0.51,49.47
2020-11-24,94,51.0,,0.51,47.94
2020-11-25,97,51.0,,0.51,49.47
2020-11-26,97,51.0,,0.51,49.47
2020-11-27,81,51.0,,0.51,41.31
2020-11-28,69,51.0,,0.51,35.19
2020-11-29,72,51.0,,0.51,36.72
2020-11-30,88,51.0,,0.51,44.88
2020-12-01,55,60.0,False,0.6,33.0
2020-12-02,56,60.0,,0.6,33.6
2020-12-03,55,60.0,,0.6,33.0
2020-12-04,55,60.0,,0.6,33.0
2020-12-05,48,60.0,,0.6,28.799999999999997
2020-12-06,47,60.0,,0.6,28.2
2020-12-07,57,60.0,,0.6,34.199999999999996
2020-12-08,58,60.0,,0.6,34.8
2020-12-09,57,60.0,,0.6,34.199999999999996
2020-12-10,55,60.0,,0.6,33.0
2020-12-11,59,60.0,,0.6,35.4
2020-12-12,52,60.0,,0.6,31.2
2020-12-13,50,60.0,,0.6,30.0
2020-12-14,62,60.0,,0.6,37.199999999999996
2020-12-15,62,60.0,,0.6,37.199999999999996
2020-12-16,61,60.0,,0.6,36.6
2020-12-17,57,60.0,,0.6,34.199999999999996
2020-12-18,61,60.0,,0.6,36.6
2020-12-19,60,60.0,,0.6,36.0
2020-12-20,57,60.0,,0.6,34.199999999999996
2020-12-21,69,60.0,,0.6,41.4
2020-12-22,68,60.0,,0.6,40.8
2020-12-23,71,60.0,,0.6,42.6
2020-12-24,80,60.0,,0.6,48.0
2020-12-25,100,60.0,,0.6,60.0
2020-12-26,57,60.0,,0.6,34.199999999999996
2020-12-27,50,60.0,,0.6,30.0
2020-12-28,64,60.0,,0.6,38.4
2020-12-29,65,60.0,,0.6,39.0
2020-12-30,64,60.0,,0.6,38.4
2020-12-31,63,60.0,,0.6,37.8
2021-01-01,81,53.0,False,0.53,42.93
2021-01-02,82,53.0,,0.53,43.46
2021-01-03,80,53.0,,0.53,42.400000000000006
2021-01-04,99,53.0,,0.53,52.470000000000006
2021-01-05,100,53.0,,0.53,53.0
2021-01-06,87,53.0,,0.53,46.11
2021-01-07,90,53.0,,0.53,47.7
2021-01-08,93,53.0,,0.53,49.29
2021-01-09,77,53.0,,0.53,40.81
2021-01-10,74,53.0,,0.53,39.22
2021-01-11,92,53.0,,0.53,48.760000000000005
2021-01-12,92,53.0,,0.53,48.760000000000005
2021-01-13,92,53.0,,0.53,48.760000000000005
2021-01-14,100,53.0,,0.53,53.0
2021-01-15,94,53.0,,0.53,49.82
2021-01-16,74,53.0,,0.53,39.22
2021-01-17,73,53.0,,0.53,38.690000000000005
2021-01-18,94,53.0,,0.53,49.82
2021-01-19,93,53.0,,0.53,49.29
2021-01-20,85,53.0,,0.53,45.050000000000004
2021-01-21,85,53.0,,0.53,45.050000000000004
2021-01-22,86,53.0,,0.53,45.580000000000005
2021-01-23,75,53.0,,0.53,39.75
2021-01-24,68,53.0,,0.53,36.04
2021-01-25,92,53.0,,0.53,48.760000000000005
2021-01-26,88,53.0,,0.53,46.64
2021-01-27,88,53.0,,0.53,46.64
2021-01-28,85,53.0,,0.53,45.050000000000004
2021-01-29,82,53.0,,0.53,43.46
2021-01-30,65,53.0,,0.53,34.45
2021-01-31,66,53.0,,0.53,34.980000000000004
2021-02-01,53,64.0,False,0.64,33.92
2021-02-02,59,64.0,,0.64,37.76
2021-02-03,76,64.0,,0.64,48.64
2021-02-04,69,64.0,,0.64,44.160000000000004
2021-02-05,64,64.0,,0.64,40.96
2021-02-06,56,64.0,,0.64,35.84
2021-02-07,47,64.0,,0.64,30.080000000000002
2021-02-08,68,64.0,,0.64,43.52
2021-02-09,85,64.0,,0.64,54.4
2021-02-10,77,64.0,,0.64,49.28
2021-02-11,100,64.0,,0.64,64.0
2021-02-12,94,64.0,,0.64,60.160000000000004
2021-02-13,76,64.0,,0.64,48.64
2021-02-14,67,64.0,,0.64,42.88
2021-02-15,76,64.0,,0.64,48.64
2021-02-16,73,64.0,,0.64,46.72
2021-02-17,70,64.0,,0.64,44.800000000000004
2021-02-18,67,64.0,,0.64,42.88
2021-02-19,68,64.0,,0.64,43.52
2021-02-20,58,64.0,,0.64,37.12
2021-02-21,53,64.0,,0.64,33.92
2021-02-22,66,64.0,,0.64,42.24
2021-02-23,65,64.0,,0.64,41.6
2021-02-24,78,64.0,,0.64,49.92
2021-02-25,81,64.0,,0.64,51.84
2021-02-26,73,64.0,,0.64,46.72
2021-02-27,70,64.0,,0.64,44.800000000000004
2021-02-28,66,64.0,,0.64,42.24
2021-03-01,76,81.0,False,0.81,61.56
2021-03-02,84,81.0,,0.81,68.04
2021-03-03,87,81.0,,0.81,70.47
2021-03-04,97,81.0,,0.81,78.57000000000001
2021-03-05,98,81.0,,0.81,79.38000000000001
2021-03-06,85,81.0,,0.81,68.85000000000001
2021-03-07,76,81.0,,0.81,61.56
2021-03-08,93,81.0,,0.81,75.33
2021-03-09,97,81.0,,0.81,78.57000000000001
2021-03-10,97,81.0,,0.81,78.57000000000001
2021-03-11,92,81.0,,0.81,74.52000000000001
2021-03-12,100,81.0,,0.81,81.0
2021-03-13,81,81.0,,0.81,65.61
2021-03-14,76,81.0,,0.81,61.56
2021-03-15,88,81.0,,0.81,71.28
2021-03-16,87,81.0,,0.81,70.47
2021-03-17,84,81.0,,0.81,68.04
2021-03-18,84,81.0,,0.81,68.04
2021-03-19,86,81.0,,0.81,69.66000000000001
2021-03-20,69,81.0,,0.81,55.89
2021-03-21,69,81.0,,0.81,55.89
2021-03-22,93,81.0,,0.81,75.33
2021-03-23,91,81.0,,0.81,73.71000000000001
2021-03-24,85,81.0,,0.81,68.85000000000001
2021-03-25,88,81.0,,0.81,71.28
2021-03-26,90,81.0,,0.81,72.9
2021-03-27,71,81.0,,0.81,57.510000000000005
2021-03-28,70,81.0,,0.81,56.7
2021-03-29,94,81.0,,0.81,76.14
2021-03-30,100,81.0,,0.81,81.0
2021-03-31,87,81.0,,0.81,70.47
2021-04-01,98,64.0,False,0.64,62.72
2021-04-02,91,64.0,,0.64,58.24
2021-04-03,76,64.0,,0.64,48.64
2021-04-04,85,64.0,,0.64,54.4
2021-04-05,100,64.0,,0.64,64.0
2021-04-06,95,64.0,,0.64,60.800000000000004
2021-04-07,87,64.0,,0.64,55.68
2021-04-08,80,64.0,,0.64,51.2
2021-04-09,74,64.0,,0.64,47.36
2021-04-10,65,64.0,,0.64,41.6
2021-04-11,64,64.0,,0.64,40.96
2021-04-12,76,64.0,,0.64,48.64
2021-04-13,74,64.0,,0.64,47.36
2021-04-14,67,64.0,,0.64,42.88
2021-04-15,65,64.0,,0.64,41.6
2021-04-16,61,64.0,,0.64,39.04
2021-04-17,53,64.0,,0.64,33.92
2021-04-18,52,64.0,,0.64,33.28
2021-04-19,65,64.0,,0.64,41.6
2021-04-20,60,64.0,,0.64,38.4
2021-04-21,61,64.0,,0.64,39.04
2021-04-22,59,64.0,,0.64,37.76
2021-04-23,58,64.0,,0.64,37.12
2021-04-24,48,64.0,,0.64,30.72
2021-04-25,52,64.0,,0.64,33.28
2021-04-26,63,64.0,,0.64,40.32
