date,RE_unscaled,RE_monthly,isPartial,scale,RE
2021-05-19,62,100.0,,1.0,62.0
2021-05-20,61,100.0,,1.0,61.0
2021-05-21,61,100.0,,1.0,61.0
2021-05-22,59,100.0,,1.0,59.0
2021-05-23,56,100.0,,1.0,56.0
2021-05-24,61,100.0,,1.0,61.0
2021-05-25,61,100.0,,1.0,61.0
2021-05-26,59,100.0,,1.0,59.0
2021-05-27,58,100.0,,1.0,58.0
2021-05-28,55,100.0,,1.0,55.0
2021-05-29,51,100.0,,1.0,51.0
2021-05-30,52,100.0,,1.0,52.0
2021-05-31,56,100.0,,1.0,56.0
2021-06-01,100,79.0,False,0.79,79.0
2021-06-02,96,79.0,,0.79,75.84
2021-06-03,97,79.0,,0.79,76.63000000000001
2021-06-04,95,79.0,,0.79,75.05
2021-06-05,85,79.0,,0.79,67.15
2021-06-06,83,79.0,,0.79,65.57000000000001
2021-06-07,95,79.0,,0.79,75.05
2021-06-08,92,79.0,,0.79,72.68
2021-06-09,89,79.0,,0.79,70.31
2021-06-10,100,79.0,,0.79,79.0
2021-06-11,86,79.0,,0.79,67.94
2021-06-12,81,79.0,,0.79,63.99
2021-06-13,89,79.0,,0.79,70.31
2021-06-14,93,79.0,,0.79,73.47
2021-06-15,100,79.0,,0.79,79.0
2021-06-16,83,79.0,,0.79,65.57000000000001
2021-06-17,85,79.0,,0.79,67.15
2021-06-18,88,79.0,,0.79,69.52000000000001
2021-06-19,86,79.0,,0.79,67.94
2021-06-20,83,79.0,,0.79,65.57000000000001
2021-06-21,79,79.0,,0.79,62.410000000000004
2021-06-22,86,79.0,,0.79,67.94
2021-06-23,91,79.0,,0.79,71.89
2021-06-24,87,79.0,,0.79,68.73
2021-06-25,87,79.0,,0.79,68.73
2021-06-26,75,79.0,,0.79,59.25
2021-06-27,84,79.0,,0.79,66.36
2021-06-28,83,79.0,,0.79,65.57000000000001
2021-06-29,86,79.0,,0.79,67.94
2021-06-30,79,79.0,,0.79,62.410000000000004
2021-07-01,93,78.0,False,0.78,72.54
2021-07-02,86,78.0,,0.78,67.08
2021-07-03,86,78.0,,0.78,67.08
2021-07-04,91,78.0,,0.78,70.98
2021-07-05,90,78.0,,0.78,70.2
2021-07-06,88,78.0,,0.78,68.64
2021-07-07,84,78.0,,0.78,65.52
2021-07-08,87,78.0,,0.78,67.86
2021-07-09,98,78.0,,0.78,76.44
2021-07-10,88,78.0,,0.78,68.64
2021-07-11,89,78.0,,0.78,69.42
2021-07-12,90,78.0,,0.78,70.2
2021-07-13,95,78.0,,0.78,74.10000000000001
2021-07-14,98,78.0,,0.78,76.44
2021-07-15,97,78.0,,0.78,75.66
2021-07-16,85,78.0,,0.78,66.3
2021-07-17,95,78.0,,0.78,74.10000000000001
2021-07-18,87,78.0,,0.78,67.86
2021-07-19,85,78.0,,0.78,66.3
2021-07-20,95,78.0,,0.78,74.10000000000001
2021-07-21,96,78.0,,0.78,74.88
2021-07-22,92,78.0,,0.78,71.76
2021-07-23,87,78.0,,0.78,67.86
2021-07-24,81,78.0,,0.78,63.18
2021-07-25,92,78.0,,0.78,71.76
2021-07-26,95,78.0,,0.78,74.10000000000001
2021-07-27,86,78.0,,0.78,67.08
2021-07-28,87,78.0,,0.78,67.86
2021-07-29,100,78.0,,0.78,78.0
2021-07-30,89,78.0,,0.78,69.42
2021-07-31,82,78.0,,0.78,63.96
2021-08-01,85,77.0,False,0.77,65.45
2021-08-02,92,77.0,,0.77,70.84
2021-08-03,91,77.0,,0.77,70.07000000000001
2021-08-04,89,77.0,,0.77,68.53
2021-08-05,89,77.0,,0.77,68.53
2021-08-06,86,77.0,,0.77,66.22
2021-08-07,87,77.0,,0.77,66.99
2021-08-08,95,77.0,,0.77,73.15
2021-08-09,100,77.0,,0.77,77.0
2021-08-10,94,77.0,,0.77,72.38
2021-08-11,91,77.0,,0.77,70.07000000000001
2021-08-12,90,77.0,,0.77,69.3
2021-08-13,86,77.0,,0.77,66.22
2021-08-14,91,77.0,,0.77,70.07000000000001
2021-08-15,91,77.0,,0.77,70.07000000000001
2021-08-16,94,77.0,,0.77,72.38
2021-08-17,89,77.0,,0.77,68.53
2021-08-18,92,77.0,,0.77,70.84
2021-08-19,98,77.0,,0.77,75.46000000000001
2021-08-20,88,77.0,,0.77,67.76
2021-08-21,89,77.0,,0.77,68.53
2021-08-22,92,77.0,,0.77,70.84
2021-08-23,91,77.0,,0.77,70.07000000000001
2021-08-24,85,77.0,,0.77,65.45
2021-08-25,90,77.0,,0.77,69.3
2021-08-26,87,77.0,,0.77,66.99
2021-08-27,89,77.0,,0.77,68.53
2021-08-28,89,77.0,,0.77,68.53
2021-08-29,86,77.0,,0.77,66.22
2021-08-30,89,77.0,,0.77,68.53
2021-08-31,91,77.0,,0.77,70.07000000000001
2021-09-01,93,75.0,False,0.75,69.75
2021-09-02,95,75.0,,0.75,71.25
2021-09-03,95,75.0,,0.75,71.25
2021-09-04,98,75.0,,0.75,73.5
2021-09-05,87,75.0,,0.75,65.25
2021-09-06,91,75.0,,0.75,68.25
2021-09-07,97,75.0,,0.75,72.75
2021-09-08,96,75.0,,0.75,72.0
2021-09-09,95,75.0,,0.75,71.25
2021-09-10,94,75.0,,0.75,70.5
2021-09-11,80,75.0,,0.75,60.0
2021-09-12,89,75.0,,0.75,66.75
2021-09-13,94,75.0,,0.75,70.5
2021-09-14,94,75.0,,0.75,70.5
2021-09-15,97,75.0,,0.75,72.75
2021-09-16,94,75.0,,0.75,70.5
2021-09-17,97,75.0,,0.75,72.75
2021-09-18,91,75.0,,0.75,68.25
2021-09-19,93,75.0,,0.75,69.75
2021-09-20,94,75.0,,0.75,70.5
2021-09-21,96,75.0,,0.75,72.0
2021-09-22,91,75.0,,0.75,68.25
2021-09-23,96,75.0,,0.75,72.0
2021-09-24,100,75.0,,0.75,75.0
2021-09-25,90,75.0,,0.75,67.5
2021-09-26,97,75.0,,0.75,72.75
2021-09-27,96,75.0,,0.75,72.0
2021-09-28,99,75.0,,0.75,74.25
2021-09-29,87,75.0,,0.75,65.25
2021-09-30,96,75.0,,0.75,72.0
2021-10-01,86,75.0,False,0.75,64.5
2021-10-02,80,75.0,,0.75,60.0
2021-10-03,80,75.0,,0.75,60.0
2021-10-04,93,75.0,,0.75,69.75
2021-10-05,84,75.0,,0.75,63.0
2021-10-06,82,75.0,,0.75,61.5
2021-10-07,88,75.0,,0.75,66.0
2021-10-08,88,75.0,,0.75,66.0
2021-10-09,78,75.0,,0.75,58.5
2021-10-10,82,75.0,,0.75,61.5
2021-10-11,86,75.0,,0.75,64.5
2021-10-12,93,75.0,,0.75,69.75
2021-10-13,90,75.0,,0.75,67.5
2021-10-14,89,75.0,,0.75,66.75
2021-10-15,90,75.0,,0.75,67.5
2021-10-16,81,75.0,,0.75,60.75
2021-10-17,88,75.0,,0.75,66.0
2021-10-18,84,75.0,,0.75,63.0
2021-10-19,95,75.0,,0.75,71.25
2021-10-20,91,75.0,,0.75,68.25
2021-10-21,91,75.0,,0.75,68.25
2021-10-22,87,75.0,,0.75,65.25
2021-10-23,88,75.0,,0.75,66.0
2021-10-24,90,75.0,,0.75,67.5
2021-10-25,99,75.0,,0.75,74.25
2021-10-26,100,75.0,,0.75,75.0
2021-10-27,93,75.0,,0.75,69.75
2021-10-28,87,75.0,,0.75,65.25
2021-10-29,85,75.0,,0.75,63.75
2021-10-30,84,75.0,,0.75,63.0
2021-10-31,77,75.0,,0.75,57.75
2021-11-01,80,79.0,False,0.79,63.2
2021-11-02,84,79.0,,0.79,66.36
2021-11-03,90,79.0,,0.79,71.10000000000001
2021-11-04,96,79.0,,0.79,75.84
2021-11-05,86,79.0,,0.79,67.94
2021-11-06,77,79.0,,0.79,60.830000000000005
2021-11-07,81,79.0,,0.79,63.99
2021-11-08,86,79.0,,0.79,67.94
2021-11-09,99,79.0,,0.79,78.21000000000001
2021-11-10,93,79.0,,0.79,73.47
2021-11-11,92,79.0,,0.79,72.68
2021-11-12,100,79.0,,0.79,79.0
2021-11-13,87,79.0,,0.79,68.73
2021-11-14,89,79.0,,0.79,70.31
2021-11-15,94,79.0,,0.79,74.26
2021-11-16,89,79.0,,0.79,70.31
2021-11-17,91,79.0,,0.79,71.89
2021-11-18,88,79.0,,0.79,69.52000000000001
2021-11-19,81,79.0,,0.79,63.99
2021-11-20,84,79.0,,0.79,66.36
2021-11-21,79,79.0,,0.79,62.410000000000004
2021-11-22,78,79.0,,0.79,61.620000000000005
2021-11-23,87,79.0,,0.79,68.73
2021-11-24,81,79.0,,0.79,63.99
2021-11-25,85,79.0,,0.79,67.15
2021-11-26,81,79.0,,0.79,63.99
2021-11-27,77,79.0,,0.79,60.830000000000005
2021-11-28,78,79.0,,0.79,61.620000000000005
2021-11-29,77,79.0,,0.79,60.830000000000005
2021-11-30,81,79.0,,0.79,63.99
2021-12-01,71,81.0,False,0.81,57.510000000000005
2021-12-02,69,81.0,,0.81,55.89
2021-12-03,72,81.0,,0.81,58.32000000000001
2021-12-04,69,81.0,,0.81,55.89
2021-12-05,67,81.0,,0.81,54.27
2021-12-06,70,81.0,,0.81,56.7
2021-12-07,66,81.0,,0.81,53.46
2021-12-08,74,81.0,,0.81,59.940000000000005
2021-12-09,72,81.0,,0.81,58.32000000000001
2021-12-10,68,81.0,,0.81,55.080000000000005
2021-12-11,71,81.0,,0.81,57.510000000000005
2021-12-12,66,81.0,,0.81,53.46
2021-12-13,70,81.0,,0.81,56.7
2021-12-14,73,81.0,,0.81,59.13
2021-12-15,70,81.0,,0.81,56.7
2021-12-16,75,81.0,,0.81,60.75000000000001
2021-12-17,68,81.0,,0.81,55.080000000000005
2021-12-18,64,81.0,,0.81,51.84
2021-12-19,67,81.0,,0.81,54.27
2021-12-20,75,81.0,,0.81,60.75000000000001
2021-12-21,71,81.0,,0.81,57.510000000000005
2021-12-22,70,81.0,,0.81,56.7
2021-12-23,71,81.0,,0.81,57.510000000000005
2021-12-24,94,81.0,,0.81,76.14
2021-12-25,100,81.0,,0.81,81.0
2021-12-26,87,81.0,,0.81,70.47
2021-12-27,93,81.0,,0.81,75.33
2021-12-28,87,81.0,,0.81,70.47
2021-12-29,83,81.0,,0.81,67.23
2021-12-30,82,81.0,,0.81,66.42
2021-12-31,82,81.0,,0.81,66.42
