date,BBC_unscaled,BBC_monthly,isPartial,scale,BBC
2021-04-30,74,79.0,,0.79,58.46
2021-05-01,84,79.0,False,0.79,66.36
2021-05-02,91,79.0,,0.79,71.89
2021-05-03,84,79.0,,0.79,66.36
2021-05-04,79,79.0,,0.79,62.410000000000004
2021-05-05,80,79.0,,0.79,63.2
2021-05-06,78,79.0,,0.79,61.620000000000005
2021-05-07,82,79.0,,0.79,64.78
2021-05-08,89,79.0,,0.79,70.31
2021-05-09,86,79.0,,0.79,67.94
2021-05-10,89,79.0,,0.79,70.31
2021-05-11,89,79.0,,0.79,70.31
2021-05-12,85,79.0,,0.79,67.15
2021-05-13,94,79.0,,0.79,74.26
2021-05-14,89,79.0,,0.79,70.31
2021-05-15,97,79.0,,0.79,76.63000000000001
2021-05-16,100,79.0,,0.79,79.0
2021-05-17,91,79.0,,0.79,71.89
2021-05-18,91,79.0,,0.79,71.89
2021-05-19,87,79.0,,0.79,68.73
2021-05-20,86,79.0,,0.79,67.94
2021-05-21,89,79.0,,0.79,70.31
2021-05-22,90,79.0,,0.79,71.10000000000001
2021-05-23,90,79.0,,0.79,71.10000000000001
2021-05-24,89,79.0,,0.79,70.31
2021-05-25,88,79.0,,0.79,69.52000000000001
2021-05-26,81,79.0,,0.79,63.99
2021-05-27,82,79.0,,0.79,64.78
2021-05-28,80,79.0,,0.79,63.2
2021-05-29,88,79.0,,0.79,69.52000000000001
2021-05-30,84,79.0,,0.79,66.36
2021-05-31,85,79.0,,0.79,67.15
2021-06-01,90,76.0,False,0.76,68.4
2021-06-02,88,76.0,,0.76,66.88
2021-06-03,93,76.0,,0.76,70.68
2021-06-04,93,76.0,,0.76,70.68
2021-06-05,92,76.0,,0.76,69.92
2021-06-06,95,76.0,,0.76,72.2
2021-06-07,90,76.0,,0.76,68.4
2021-06-08,96,76.0,,0.76,72.96000000000001
2021-06-09,85,76.0,,0.76,64.6
2021-06-10,90,76.0,,0.76,68.4
2021-06-11,88,76.0,,0.76,66.88
2021-06-12,95,76.0,,0.76,72.2
2021-06-13,99,76.0,,0.76,75.24
2021-06-14,94,76.0,,0.76,71.44
2021-06-15,94,76.0,,0.76,71.44
2021-06-16,92,76.0,,0.76,69.92
2021-06-17,88,76.0,,0.76,66.88
2021-06-18,94,76.0,,0.76,71.44
2021-06-19,98,76.0,,0.76,74.48
2021-06-20,95,76.0,,0.76,72.2
2021-06-21,86,76.0,,0.76,65.36
2021-06-22,96,76.0,,0.76,72.96000000000001
2021-06-23,95,76.0,,0.76,72.2
2021-06-24,95,76.0,,0.76,72.2
2021-06-25,89,76.0,,0.76,67.64
2021-06-26,97,76.0,,0.76,73.72
2021-06-27,95,76.0,,0.76,72.2
2021-06-28,95,76.0,,0.76,72.2
2021-06-29,100,76.0,,0.76,76.0
2021-06-30,90,76.0,,0.76,68.4
2021-07-01,88,77.0,False,0.77,67.76
2021-07-02,88,77.0,,0.77,67.76
2021-07-03,95,77.0,,0.77,73.15
2021-07-04,86,77.0,,0.77,66.22
2021-07-05,95,77.0,,0.77,73.15
2021-07-06,93,77.0,,0.77,71.61
2021-07-07,90,77.0,,0.77,69.3
2021-07-08,89,77.0,,0.77,68.53
2021-07-09,87,77.0,,0.77,66.99
2021-07-10,89,77.0,,0.77,68.53
2021-07-11,100,77.0,,0.77,77.0
2021-07-12,93,77.0,,0.77,71.61
2021-07-13,90,77.0,,0.77,69.3
2021-07-14,79,77.0,,0.77,60.83
2021-07-15,84,77.0,,0.77,64.68
2021-07-16,85,77.0,,0.77,65.45
2021-07-17,88,77.0,,0.77,67.76
2021-07-18,92,77.0,,0.77,70.84
2021-07-19,87,77.0,,0.77,66.99
2021-07-20,90,77.0,,0.77,69.3
2021-07-21,80,77.0,,0.77,61.6
2021-07-22,86,77.0,,0.77,66.22
2021-07-23,82,77.0,,0.77,63.14
2021-07-24,90,77.0,,0.77,69.3
2021-07-25,95,77.0,,0.77,73.15
2021-07-26,88,77.0,,0.77,67.76
2021-07-27,83,77.0,,0.77,63.910000000000004
2021-07-28,84,77.0,,0.77,64.68
2021-07-29,85,77.0,,0.77,65.45
2021-07-30,82,77.0,,0.77,63.14
2021-07-31,81,77.0,,0.77,62.370000000000005
2021-08-01,76,85.0,False,0.85,64.6
2021-08-02,75,85.0,,0.85,63.75
2021-08-03,73,85.0,,0.85,62.05
2021-08-04,76,85.0,,0.85,64.6
2021-08-05,73,85.0,,0.85,62.05
2021-08-06,77,85.0,,0.85,65.45
2021-08-07,79,85.0,,0.85,67.14999999999999
2021-08-08,80,85.0,,0.85,68.0
2021-08-09,76,85.0,,0.85,64.6
2021-08-10,80,85.0,,0.85,68.0
2021-08-11,77,85.0,,0.85,65.45
2021-08-12,77,85.0,,0.85,65.45
2021-08-13,80,85.0,,0.85,68.0
2021-08-14,87,85.0,,0.85,73.95
2021-08-15,93,85.0,,0.85,79.05
2021-08-16,100,85.0,,0.85,85.0
2021-08-17,92,85.0,,0.85,78.2
2021-08-18,83,85.0,,0.85,70.55
2021-08-19,85,85.0,,0.85,72.25
2021-08-20,83,85.0,,0.85,70.55
2021-08-21,87,85.0,,0.85,73.95
2021-08-22,91,85.0,,0.85,77.35
2021-08-23,79,85.0,,0.85,67.14999999999999
2021-08-24,82,85.0,,0.85,69.7
2021-08-25,79,85.0,,0.85,67.14999999999999
2021-08-26,96,85.0,,0.85,81.6
2021-08-27,86,85.0,,0.85,73.1
2021-08-28,88,85.0,,0.85,74.8
2021-08-29,87,85.0,,0.85,73.95
2021-08-30,83,85.0,,0.85,70.55
2021-08-31,82,85.0,,0.85,69.7
2021-09-01,92,80.0,False,0.8,73.60000000000001
2021-09-02,94,80.0,,0.8,75.2
2021-09-03,92,80.0,,0.8,73.60000000000001
2021-09-04,98,80.0,,0.8,78.4
2021-09-05,98,80.0,,0.8,78.4
2021-09-06,100,80.0,,0.8,80.0
2021-09-07,94,80.0,,0.8,75.2
2021-09-08,93,80.0,,0.8,74.4
2021-09-09,95,80.0,,0.8,76.0
2021-09-10,91,80.0,,0.8,72.8
2021-09-11,98,80.0,,0.8,78.4
2021-09-12,96,80.0,,0.8,76.80000000000001
2021-09-13,94,80.0,,0.8,75.2
2021-09-14,93,80.0,,0.8,74.4
2021-09-15,94,80.0,,0.8,75.2
2021-09-16,91,80.0,,0.8,72.8
2021-09-17,93,80.0,,0.8,74.4
2021-09-18,100,80.0,,0.8,80.0
2021-09-19,96,80.0,,0.8,76.80000000000001
2021-09-20,91,80.0,,0.8,72.8
2021-09-21,97,80.0,,0.8,77.60000000000001
2021-09-22,93,80.0,,0.8,74.4
2021-09-23,91,80.0,,0.8,72.8
2021-09-24,90,80.0,,0.8,72.0
2021-09-25,90,80.0,,0.8,72.0
2021-09-26,94,80.0,,0.8,75.2
2021-09-27,94,80.0,,0.8,75.2
2021-09-28,92,80.0,,0.8,73.60000000000001
2021-09-29,87,80.0,,0.8,69.60000000000001
2021-09-30,94,80.0,,0.8,75.2
2021-10-01,90,76.0,False,0.76,68.4
2021-10-02,92,76.0,,0.76,69.92
2021-10-03,95,76.0,,0.76,72.2
2021-10-04,92,76.0,,0.76,69.92
2021-10-05,96,76.0,,0.76,72.96000000000001
2021-10-06,92,76.0,,0.76,69.92
2021-10-07,89,76.0,,0.76,67.64
2021-10-08,91,76.0,,0.76,69.16
2021-10-09,93,76.0,,0.76,70.68
2021-10-10,94,76.0,,0.76,71.44
2021-10-11,91,76.0,,0.76,69.16
2021-10-12,89,76.0,,0.76,67.64
2021-10-13,92,76.0,,0.76,69.92
2021-10-14,87,76.0,,0.76,66.12
2021-10-15,87,76.0,,0.76,66.12
2021-10-16,96,76.0,,0.76,72.96000000000001
2021-10-17,94,76.0,,0.76,71.44
2021-10-18,90,76.0,,0.76,68.4
2021-10-19,92,76.0,,0.76,69.92
2021-10-20,90,76.0,,0.76,68.4
2021-10-21,94,76.0,,0.76,71.44
2021-10-22,93,76.0,,0.76,70.68
2021-10-23,99,76.0,,0.76,75.24
2021-10-24,94,76.0,,0.76,71.44
2021-10-25,94,76.0,,0.76,71.44
2021-10-26,93,76.0,,0.76,70.68
2021-10-27,94,76.0,,0.76,71.44
2021-10-28,92,76.0,,0.76,69.92
2021-10-29,90,76.0,,0.76,68.4
2021-10-30,98,76.0,,0.76,74.48
2021-10-31,100,76.0,,0.76,76.0
2021-11-01,87,80.0,False,0.8,69.60000000000001
2021-11-02,93,80.0,,0.8,74.4
2021-11-03,86,80.0,,0.8,68.8
2021-11-04,86,80.0,,0.8,68.8
2021-11-05,85,80.0,,0.8,68.0
2021-11-06,92,80.0,,0.8,73.60000000000001
2021-11-07,95,80.0,,0.8,76.0
2021-11-08,91,80.0,,0.8,72.8
2021-11-09,89,80.0,,0.8,71.2
2021-11-10,84,80.0,,0.8,67.2
2021-11-11,86,80.0,,0.8,68.8
2021-11-12,85,80.0,,0.8,68.0
2021-11-13,88,80.0,,0.8,70.4
2021-11-14,87,80.0,,0.8,69.60000000000001
2021-11-15,92,80.0,,0.8,73.60000000000001
2021-11-16,83,80.0,,0.8,66.4
2021-11-17,86,80.0,,0.8,68.8
2021-11-18,86,80.0,,0.8,68.8
2021-11-19,87,80.0,,0.8,69.60000000000001
2021-11-20,93,80.0,,0.8,74.4
2021-11-21,91,80.0,,0.8,72.8
2021-11-22,91,80.0,,0.8,72.8
2021-11-23,90,80.0,,0.8,72.0
2021-11-24,86,80.0,,0.8,68.8
2021-11-25,85,80.0,,0.8,68.0
2021-11-26,91,80.0,,0.8,72.8
2021-11-27,100,80.0,,0.8,80.0
2021-11-28,95,80.0,,0.8,76.0
2021-11-29,94,80.0,,0.8,75.2
2021-11-30,87,80.0,,0.8,69.60000000000001
2021-12-01,87,83.0,False,0.83,72.21
2021-12-02,92,83.0,,0.83,76.36
2021-12-03,82,83.0,,0.83,68.06
2021-12-04,91,83.0,,0.83,75.53
2021-12-05,92,83.0,,0.83,76.36
2021-12-06,86,83.0,,0.83,71.38
2021-12-07,83,83.0,,0.83,68.89
2021-12-08,92,83.0,,0.83,76.36
2021-12-09,84,83.0,,0.83,69.72
2021-12-10,84,83.0,,0.83,69.72
2021-12-11,92,83.0,,0.83,76.36
2021-12-12,92,83.0,,0.83,76.36
2021-12-13,88,83.0,,0.83,73.03999999999999
2021-12-14,86,83.0,,0.83,71.38
2021-12-15,84,83.0,,0.83,69.72
2021-12-16,94,83.0,,0.83,78.02
2021-12-17,91,83.0,,0.83,75.53
2021-12-18,98,83.0,,0.83,81.33999999999999
2021-12-19,95,83.0,,0.83,78.85
2021-12-20,97,83.0,,0.83,80.50999999999999
2021-12-21,90,83.0,,0.83,74.7
2021-12-22,93,83.0,,0.83,77.19
2021-12-23,95,83.0,,0.83,78.85
2021-12-24,97,83.0,,0.83,80.50999999999999
2021-12-25,89,83.0,,0.83,73.86999999999999
2021-12-26,99,83.0,,0.83,82.17
2021-12-27,100,83.0,,0.83,83.0
2021-12-28,98,83.0,,0.83,81.33999999999999
2021-12-29,87,83.0,,0.83,72.21
2021-12-30,92,83.0,,0.83,76.36
2021-12-31,87,83.0,,0.83,72.21
