date,ACB_unscaled,ACB_monthly,isPartial,scale,ACB
2021-04-15,85,17.0,,0.17,14.450000000000001
2021-04-16,62,17.0,,0.17,10.540000000000001
2021-04-17,23,17.0,,0.17,3.91
2021-04-18,22,17.0,,0.17,3.74
2021-04-19,82,17.0,,0.17,13.940000000000001
2021-04-20,95,17.0,,0.17,16.150000000000002
2021-04-21,65,17.0,,0.17,11.05
2021-04-22,72,17.0,,0.17,12.24
2021-04-23,65,17.0,,0.17,11.05
2021-04-24,26,17.0,,0.17,4.42
2021-04-25,31,17.0,,0.17,5.2700000000000005
2021-04-26,60,17.0,,0.17,10.200000000000001
2021-04-27,74,17.0,,0.17,12.58
2021-04-28,75,17.0,,0.17,12.750000000000002
2021-04-29,84,17.0,,0.17,14.280000000000001
2021-04-30,60,17.0,,0.17,10.200000000000001
2021-05-01,20,15.0,False,0.15,3.0
2021-05-02,19,15.0,,0.15,2.85
2021-05-03,67,15.0,,0.15,10.049999999999999
2021-05-04,53,15.0,,0.15,7.949999999999999
2021-05-05,55,15.0,,0.15,8.25
2021-05-06,56,15.0,,0.15,8.4
2021-05-07,64,15.0,,0.15,9.6
2021-05-08,27,15.0,,0.15,4.05
2021-05-09,27,15.0,,0.15,4.05
2021-05-10,50,15.0,,0.15,7.5
2021-05-11,66,15.0,,0.15,9.9
2021-05-12,59,15.0,,0.15,8.85
2021-05-13,80,15.0,,0.15,12.0
2021-05-14,86,15.0,,0.15,12.9
2021-05-15,22,15.0,,0.15,3.3
2021-05-16,16,15.0,,0.15,2.4
2021-05-17,75,15.0,,0.15,11.25
2021-05-18,64,15.0,,0.15,9.6
2021-05-19,82,15.0,,0.15,12.299999999999999
2021-05-20,47,15.0,,0.15,7.05
2021-05-21,63,15.0,,0.15,9.45
2021-05-22,28,15.0,,0.15,4.2
2021-05-23,16,15.0,,0.15,2.4
2021-05-24,52,15.0,,0.15,7.8
2021-05-25,100,15.0,,0.15,15.0
2021-05-26,96,15.0,,0.15,14.399999999999999
2021-05-27,67,15.0,,0.15,10.049999999999999
2021-05-28,69,15.0,,0.15,10.35
2021-05-29,25,15.0,,0.15,3.75
2021-05-30,21,15.0,,0.15,3.15
2021-05-31,27,15.0,,0.15,4.05
2021-06-01,65,15.0,False,0.15,9.75
2021-06-02,67,15.0,,0.15,10.049999999999999
2021-06-03,100,15.0,,0.15,15.0
2021-06-04,63,15.0,,0.15,9.45
2021-06-05,12,15.0,,0.15,1.7999999999999998
2021-06-06,12,15.0,,0.15,1.7999999999999998
2021-06-07,72,15.0,,0.15,10.799999999999999
2021-06-08,54,15.0,,0.15,8.1
2021-06-09,50,15.0,,0.15,7.5
2021-06-10,73,15.0,,0.15,10.95
2021-06-11,57,15.0,,0.15,8.549999999999999
2021-06-12,25,15.0,,0.15,3.75
2021-06-13,17,15.0,,0.15,2.55
2021-06-14,37,15.0,,0.15,5.55
2021-06-15,61,15.0,,0.15,9.15
2021-06-16,47,15.0,,0.15,7.05
2021-06-17,45,15.0,,0.15,6.75
2021-06-18,40,15.0,,0.15,6.0
2021-06-19,13,15.0,,0.15,1.95
2021-06-20,13,15.0,,0.15,1.95
2021-06-21,42,15.0,,0.15,6.3
2021-06-22,37,15.0,,0.15,5.55
2021-06-23,37,15.0,,0.15,5.55
2021-06-24,45,15.0,,0.15,6.75
2021-06-25,34,15.0,,0.15,5.1
2021-06-26,11,15.0,,0.15,1.65
2021-06-27,18,15.0,,0.15,2.6999999999999997
2021-06-28,36,15.0,,0.15,5.3999999999999995
2021-06-29,38,15.0,,0.15,5.7
2021-06-30,20,15.0,,0.15,3.0
2021-07-01,64,10.0,False,0.1,6.4
2021-07-02,59,10.0,,0.1,5.9
2021-07-03,17,10.0,,0.1,1.7000000000000002
2021-07-04,28,10.0,,0.1,2.8000000000000003
2021-07-05,32,10.0,,0.1,3.2
2021-07-06,80,10.0,,0.1,8.0
2021-07-07,52,10.0,,0.1,5.2
2021-07-08,79,10.0,,0.1,7.9
2021-07-09,89,10.0,,0.1,8.9
2021-07-10,24,10.0,,0.1,2.4000000000000004
2021-07-11,29,10.0,,0.1,2.9000000000000004
2021-07-12,51,10.0,,0.1,5.1000000000000005
2021-07-13,93,10.0,,0.1,9.3
2021-07-14,65,10.0,,0.1,6.5
2021-07-15,66,10.0,,0.1,6.6000000000000005
2021-07-16,94,10.0,,0.1,9.4
2021-07-17,26,10.0,,0.1,2.6
2021-07-18,19,10.0,,0.1,1.9000000000000001
2021-07-19,91,10.0,,0.1,9.1
2021-07-20,89,10.0,,0.1,8.9
2021-07-21,80,10.0,,0.1,8.0
2021-07-22,58,10.0,,0.1,5.800000000000001
2021-07-23,60,10.0,,0.1,6.0
2021-07-24,17,10.0,,0.1,1.7000000000000002
2021-07-25,19,10.0,,0.1,1.9000000000000001
2021-07-26,74,10.0,,0.1,7.4
2021-07-27,92,10.0,,0.1,9.200000000000001
2021-07-28,100,10.0,,0.1,10.0
2021-07-29,70,10.0,,0.1,7.0
2021-07-30,82,10.0,,0.1,8.200000000000001
2021-07-31,23,10.0,,0.1,2.3000000000000003
2021-08-01,28,9.0,False,0.09,2.52
2021-08-02,65,9.0,,0.09,5.85
2021-08-03,97,9.0,,0.09,8.73
2021-08-04,85,9.0,,0.09,7.6499999999999995
2021-08-05,71,9.0,,0.09,6.39
2021-08-06,80,9.0,,0.09,7.199999999999999
2021-08-07,34,9.0,,0.09,3.06
2021-08-08,21,9.0,,0.09,1.89
2021-08-09,100,9.0,,0.09,9.0
2021-08-10,65,9.0,,0.09,5.85
2021-08-11,69,9.0,,0.09,6.21
2021-08-12,83,9.0,,0.09,7.47
2021-08-13,85,9.0,,0.09,7.6499999999999995
2021-08-14,32,9.0,,0.09,2.88
2021-08-15,24,9.0,,0.09,2.16
2021-08-16,58,9.0,,0.09,5.22
2021-08-17,63,9.0,,0.09,5.67
2021-08-18,88,9.0,,0.09,7.92
2021-08-19,53,9.0,,0.09,4.77
2021-08-20,77,9.0,,0.09,6.93
2021-08-21,46,9.0,,0.09,4.14
2021-08-22,21,9.0,,0.09,1.89
2021-08-23,76,9.0,,0.09,6.84
2021-08-24,79,9.0,,0.09,7.109999999999999
2021-08-25,87,9.0,,0.09,7.83
2021-08-26,82,9.0,,0.09,7.38
2021-08-27,64,9.0,,0.09,5.76
2021-08-28,31,9.0,,0.09,2.79
2021-08-29,20,9.0,,0.09,1.7999999999999998
2021-08-30,43,9.0,,0.09,3.8699999999999997
2021-08-31,66,9.0,,0.09,5.9399999999999995
2021-09-01,76,9.0,False,0.09,6.84
2021-09-02,46,9.0,,0.09,4.14
2021-09-03,61,9.0,,0.09,5.49
2021-09-04,32,9.0,,0.09,2.88
2021-09-05,12,9.0,,0.09,1.08
2021-09-06,16,9.0,,0.09,1.44
2021-09-07,47,9.0,,0.09,4.2299999999999995
2021-09-08,58,9.0,,0.09,5.22
2021-09-09,67,9.0,,0.09,6.029999999999999
2021-09-10,52,9.0,,0.09,4.68
2021-09-11,33,9.0,,0.09,2.9699999999999998
2021-09-12,12,9.0,,0.09,1.08
2021-09-13,59,9.0,,0.09,5.31
2021-09-14,60,9.0,,0.09,5.3999999999999995
2021-09-15,39,9.0,,0.09,3.51
2021-09-16,44,9.0,,0.09,3.96
2021-09-17,62,9.0,,0.09,5.58
2021-09-18,31,9.0,,0.09,2.79
2021-09-19,28,9.0,,0.09,2.52
2021-09-20,60,9.0,,0.09,5.3999999999999995
2021-09-21,85,9.0,,0.09,7.6499999999999995
2021-09-22,39,9.0,,0.09,3.51
2021-09-23,48,9.0,,0.09,4.32
2021-09-24,65,9.0,,0.09,5.85
2021-09-25,26,9.0,,0.09,2.34
2021-09-26,19,9.0,,0.09,1.71
2021-09-27,85,9.0,,0.09,7.6499999999999995
2021-09-28,100,9.0,,0.09,9.0
2021-09-29,80,9.0,,0.09,7.199999999999999
2021-09-30,80,9.0,,0.09,7.199999999999999
2021-10-01,80,8.0,False,0.08,6.4
2021-10-02,27,8.0,,0.08,2.16
2021-10-03,26,8.0,,0.08,2.08
2021-10-04,72,8.0,,0.08,5.76
2021-10-05,76,8.0,,0.08,6.08
2021-10-06,69,8.0,,0.08,5.5200000000000005
2021-10-07,78,8.0,,0.08,6.24
2021-10-08,61,8.0,,0.08,4.88
2021-10-09,33,8.0,,0.08,2.64
2021-10-10,13,8.0,,0.08,1.04
2021-10-11,49,8.0,,0.08,3.92
2021-10-12,78,8.0,,0.08,6.24
2021-10-13,60,8.0,,0.08,4.8
2021-10-14,88,8.0,,0.08,7.04
2021-10-15,85,8.0,,0.08,6.8
2021-10-16,41,8.0,,0.08,3.2800000000000002
2021-10-17,25,8.0,,0.08,2.0
2021-10-18,41,8.0,,0.08,3.2800000000000002
2021-10-19,70,8.0,,0.08,5.6000000000000005
2021-10-20,100,8.0,,0.08,8.0
2021-10-21,73,8.0,,0.08,5.84
2021-10-22,64,8.0,,0.08,5.12
2021-10-23,28,8.0,,0.08,2.24
2021-10-24,24,8.0,,0.08,1.92
2021-10-25,61,8.0,,0.08,4.88
2021-10-26,84,8.0,,0.08,6.72
2021-10-27,67,8.0,,0.08,5.36
2021-10-28,66,8.0,,0.08,5.28
2021-10-29,69,8.0,,0.08,5.5200000000000005
2021-10-30,40,8.0,,0.08,3.2
2021-10-31,14,8.0,,0.08,1.12
2021-11-01,54,10.0,False,0.1,5.4
2021-11-02,58,10.0,,0.1,5.800000000000001
2021-11-03,53,10.0,,0.1,5.300000000000001
2021-11-04,53,10.0,,0.1,5.300000000000001
2021-11-05,56,10.0,,0.1,5.6000000000000005
2021-11-06,18,10.0,,0.1,1.8
2021-11-07,11,10.0,,0.1,1.1
2021-11-08,70,10.0,,0.1,7.0
2021-11-09,100,10.0,,0.1,10.0
2021-11-10,82,10.0,,0.1,8.200000000000001
2021-11-11,67,10.0,,0.1,6.7
2021-11-12,84,10.0,,0.1,8.4
2021-11-13,34,10.0,,0.1,3.4000000000000004
2021-11-14,27,10.0,,0.1,2.7
2021-11-15,78,10.0,,0.1,7.800000000000001
2021-11-16,80,10.0,,0.1,8.0
2021-11-17,78,10.0,,0.1,7.800000000000001
2021-11-18,81,10.0,,0.1,8.1
2021-11-19,57,10.0,,0.1,5.7
2021-11-20,27,10.0,,0.1,2.7
2021-11-21,16,10.0,,0.1,1.6
2021-11-22,73,10.0,,0.1,7.300000000000001
2021-11-23,54,10.0,,0.1,5.4
2021-11-24,59,10.0,,0.1,5.9
2021-11-25,28,10.0,,0.1,2.8000000000000003
2021-11-26,42,10.0,,0.1,4.2
2021-11-27,32,10.0,,0.1,3.2
2021-11-28,26,10.0,,0.1,2.6
2021-11-29,53,10.0,,0.1,5.300000000000001
2021-11-30,32,10.0,,0.1,3.2
2021-12-01,66,8.0,False,0.08,5.28
2021-12-02,99,8.0,,0.08,7.92
2021-12-03,77,8.0,,0.08,6.16
2021-12-04,57,8.0,,0.08,4.5600000000000005
2021-12-05,28,8.0,,0.08,2.24
2021-12-06,73,8.0,,0.08,5.84
2021-12-07,63,8.0,,0.08,5.04
2021-12-08,57,8.0,,0.08,4.5600000000000005
2021-12-09,49,8.0,,0.08,3.92
2021-12-10,95,8.0,,0.08,7.6000000000000005
2021-12-11,49,8.0,,0.08,3.92
2021-12-12,31,8.0,,0.08,2.48
2021-12-13,53,8.0,,0.08,4.24
2021-12-14,71,8.0,,0.08,5.68
2021-12-15,52,8.0,,0.08,4.16
2021-12-16,100,8.0,,0.08,8.0
2021-12-17,57,8.0,,0.08,4.5600000000000005
2021-12-18,51,8.0,,0.08,4.08
2021-12-19,26,8.0,,0.08,2.08
2021-12-20,42,8.0,,0.08,3.36
2021-12-21,35,8.0,,0.08,2.8000000000000003
2021-12-22,65,8.0,,0.08,5.2
2021-12-23,82,8.0,,0.08,6.5600000000000005
2021-12-24,24,8.0,,0.08,1.92
2021-12-25,10,8.0,,0.08,0.8
2021-12-26,18,8.0,,0.08,1.44
2021-12-27,51,8.0,,0.08,4.08
2021-12-28,75,8.0,,0.08,6.0
2021-12-29,37,8.0,,0.08,2.96
2021-12-30,73,8.0,,0.08,5.84
2021-12-31,74,8.0,,0.08,5.92
