date,WTI_unscaled,WTI_monthly,isPartial,scale,WTI
2021-04-13,60,8.0,,0.08,4.8
2021-04-14,80,8.0,,0.08,6.4
2021-04-15,100,8.0,,0.08,8.0
2021-04-16,68,8.0,,0.08,5.44
2021-04-17,34,8.0,,0.08,2.72
2021-04-18,12,8.0,,0.08,0.96
2021-04-19,89,8.0,,0.08,7.12
2021-04-20,74,8.0,,0.08,5.92
2021-04-21,82,8.0,,0.08,6.5600000000000005
2021-04-22,65,8.0,,0.08,5.2
2021-04-23,73,8.0,,0.08,5.84
2021-04-24,27,8.0,,0.08,2.16
2021-04-25,20,8.0,,0.08,1.6
2021-04-26,50,8.0,,0.08,4.0
2021-04-27,81,8.0,,0.08,6.48
2021-04-28,83,8.0,,0.08,6.640000000000001
2021-04-29,76,8.0,,0.08,6.08
2021-04-30,77,8.0,,0.08,6.16
2021-05-01,24,7.0,False,0.07,1.6800000000000002
2021-05-02,26,7.0,,0.07,1.8200000000000003
2021-05-03,69,7.0,,0.07,4.83
2021-05-04,57,7.0,,0.07,3.99
2021-05-05,97,7.0,,0.07,6.790000000000001
2021-05-06,78,7.0,,0.07,5.460000000000001
2021-05-07,73,7.0,,0.07,5.11
2021-05-08,35,7.0,,0.07,2.45
2021-05-09,31,7.0,,0.07,2.1700000000000004
2021-05-10,97,7.0,,0.07,6.790000000000001
2021-05-11,79,7.0,,0.07,5.53
2021-05-12,100,7.0,,0.07,7.000000000000001
2021-05-13,70,7.0,,0.07,4.9
2021-05-14,85,7.0,,0.07,5.95
2021-05-15,27,7.0,,0.07,1.8900000000000001
2021-05-16,31,7.0,,0.07,2.1700000000000004
2021-05-17,94,7.0,,0.07,6.580000000000001
2021-05-18,60,7.0,,0.07,4.2
2021-05-19,58,7.0,,0.07,4.0600000000000005
2021-05-20,74,7.0,,0.07,5.180000000000001
2021-05-21,61,7.0,,0.07,4.2700000000000005
2021-05-22,18,7.0,,0.07,1.2600000000000002
2021-05-23,20,7.0,,0.07,1.4000000000000001
2021-05-24,72,7.0,,0.07,5.040000000000001
2021-05-25,66,7.0,,0.07,4.62
2021-05-26,46,7.0,,0.07,3.22
2021-05-27,62,7.0,,0.07,4.340000000000001
2021-05-28,61,7.0,,0.07,4.2700000000000005
2021-05-29,26,7.0,,0.07,1.8200000000000003
2021-05-30,20,7.0,,0.07,1.4000000000000001
2021-05-31,18,7.0,,0.07,1.2600000000000002
2021-06-01,72,9.0,False,0.09,6.4799999999999995
2021-06-02,85,9.0,,0.09,7.6499999999999995
2021-06-03,68,9.0,,0.09,6.12
2021-06-04,85,9.0,,0.09,7.6499999999999995
2021-06-05,20,9.0,,0.09,1.7999999999999998
2021-06-06,29,9.0,,0.09,2.61
2021-06-07,59,9.0,,0.09,5.31
2021-06-08,83,9.0,,0.09,7.47
2021-06-09,90,9.0,,0.09,8.1
2021-06-10,75,9.0,,0.09,6.75
2021-06-11,85,9.0,,0.09,7.6499999999999995
2021-06-12,19,9.0,,0.09,1.71
2021-06-13,19,9.0,,0.09,1.71
2021-06-14,68,9.0,,0.09,6.12
2021-06-15,85,9.0,,0.09,7.6499999999999995
2021-06-16,77,9.0,,0.09,6.93
2021-06-17,100,9.0,,0.09,9.0
2021-06-18,71,9.0,,0.09,6.39
2021-06-19,37,9.0,,0.09,3.33
2021-06-20,14,9.0,,0.09,1.26
2021-06-21,87,9.0,,0.09,7.83
2021-06-22,86,9.0,,0.09,7.739999999999999
2021-06-23,81,9.0,,0.09,7.29
2021-06-24,71,9.0,,0.09,6.39
2021-06-25,88,9.0,,0.09,7.92
2021-06-26,37,9.0,,0.09,3.33
2021-06-27,26,9.0,,0.09,2.34
2021-06-28,75,9.0,,0.09,6.75
2021-06-29,65,9.0,,0.09,5.85
2021-06-30,81,9.0,,0.09,7.29
2021-07-01,79,9.0,False,0.09,7.109999999999999
2021-07-02,48,9.0,,0.09,4.32
2021-07-03,13,9.0,,0.09,1.17
2021-07-04,20,9.0,,0.09,1.7999999999999998
2021-07-05,42,9.0,,0.09,3.78
2021-07-06,100,9.0,,0.09,9.0
2021-07-07,69,9.0,,0.09,6.21
2021-07-08,67,9.0,,0.09,6.029999999999999
2021-07-09,55,9.0,,0.09,4.95
2021-07-10,33,9.0,,0.09,2.9699999999999998
2021-07-11,25,9.0,,0.09,2.25
2021-07-12,39,9.0,,0.09,3.51
2021-07-13,49,9.0,,0.09,4.41
2021-07-14,60,9.0,,0.09,5.3999999999999995
2021-07-15,56,9.0,,0.09,5.04
2021-07-16,46,9.0,,0.09,4.14
2021-07-17,25,9.0,,0.09,2.25
2021-07-18,30,9.0,,0.09,2.6999999999999997
2021-07-19,85,9.0,,0.09,7.6499999999999995
2021-07-20,50,9.0,,0.09,4.5
2021-07-21,70,9.0,,0.09,6.3
2021-07-22,52,9.0,,0.09,4.68
2021-07-23,49,9.0,,0.09,4.41
2021-07-24,22,9.0,,0.09,1.98
2021-07-25,13,9.0,,0.09,1.17
2021-07-26,67,9.0,,0.09,6.029999999999999
2021-07-27,50,9.0,,0.09,4.5
2021-07-28,49,9.0,,0.09,4.41
2021-07-29,48,9.0,,0.09,4.32
2021-07-30,37,9.0,,0.09,3.33
2021-07-31,20,9.0,,0.09,1.7999999999999998
2021-08-01,26,8.0,False,0.08,2.08
2021-08-02,48,8.0,,0.08,3.84
2021-08-03,67,8.0,,0.08,5.36
2021-08-04,72,8.0,,0.08,5.76
2021-08-05,84,8.0,,0.08,6.72
2021-08-06,68,8.0,,0.08,5.44
2021-08-07,42,8.0,,0.08,3.36
2021-08-08,24,8.0,,0.08,1.92
2021-08-09,77,8.0,,0.08,6.16
2021-08-10,68,8.0,,0.08,5.44
2021-08-11,61,8.0,,0.08,4.88
2021-08-12,61,8.0,,0.08,4.88
2021-08-13,62,8.0,,0.08,4.96
2021-08-14,15,8.0,,0.08,1.2
2021-08-15,15,8.0,,0.08,1.2
2021-08-16,70,8.0,,0.08,5.6000000000000005
2021-08-17,61,8.0,,0.08,4.88
2021-08-18,63,8.0,,0.08,5.04
2021-08-19,52,8.0,,0.08,4.16
2021-08-20,94,8.0,,0.08,7.5200000000000005
2021-08-21,30,8.0,,0.08,2.4
2021-08-22,24,8.0,,0.08,1.92
2021-08-23,100,8.0,,0.08,8.0
2021-08-24,78,8.0,,0.08,6.24
2021-08-25,63,8.0,,0.08,5.04
2021-08-26,64,8.0,,0.08,5.12
2021-08-27,67,8.0,,0.08,5.36
2021-08-28,26,8.0,,0.08,2.08
2021-08-29,25,8.0,,0.08,2.0
2021-08-30,68,8.0,,0.08,5.44
2021-08-31,53,8.0,,0.08,4.24
2021-09-01,64,7.0,False,0.07,4.48
2021-09-02,51,7.0,,0.07,3.5700000000000003
2021-09-03,42,7.0,,0.07,2.9400000000000004
2021-09-04,23,7.0,,0.07,1.61
2021-09-05,16,7.0,,0.07,1.12
2021-09-06,26,7.0,,0.07,1.8200000000000003
2021-09-07,51,7.0,,0.07,3.5700000000000003
2021-09-08,48,7.0,,0.07,3.3600000000000003
2021-09-09,57,7.0,,0.07,3.99
2021-09-10,59,7.0,,0.07,4.130000000000001
2021-09-11,11,7.0,,0.07,0.77
2021-09-12,13,7.0,,0.07,0.9100000000000001
2021-09-13,77,7.0,,0.07,5.390000000000001
2021-09-14,48,7.0,,0.07,3.3600000000000003
2021-09-15,62,7.0,,0.07,4.340000000000001
2021-09-16,92,7.0,,0.07,6.44
2021-09-17,50,7.0,,0.07,3.5000000000000004
2021-09-18,13,7.0,,0.07,0.9100000000000001
2021-09-19,22,7.0,,0.07,1.54
2021-09-20,58,7.0,,0.07,4.0600000000000005
2021-09-21,56,7.0,,0.07,3.9200000000000004
2021-09-22,54,7.0,,0.07,3.7800000000000002
2021-09-23,58,7.0,,0.07,4.0600000000000005
2021-09-24,42,7.0,,0.07,2.9400000000000004
2021-09-25,25,7.0,,0.07,1.7500000000000002
2021-09-26,28,7.0,,0.07,1.9600000000000002
2021-09-27,100,7.0,,0.07,7.000000000000001
2021-09-28,99,7.0,,0.07,6.930000000000001
2021-09-29,67,7.0,,0.07,4.69
2021-09-30,87,7.0,,0.07,6.090000000000001
2021-10-01,46,9.0,False,0.09,4.14
2021-10-02,18,9.0,,0.09,1.6199999999999999
2021-10-03,16,9.0,,0.09,1.44
2021-10-04,66,9.0,,0.09,5.9399999999999995
2021-10-05,75,9.0,,0.09,6.75
2021-10-06,80,9.0,,0.09,7.199999999999999
2021-10-07,64,9.0,,0.09,5.76
2021-10-08,64,9.0,,0.09,5.76
2021-10-09,30,9.0,,0.09,2.6999999999999997
2021-10-10,24,9.0,,0.09,2.16
2021-10-11,100,9.0,,0.09,9.0
2021-10-12,90,9.0,,0.09,8.1
2021-10-13,82,9.0,,0.09,7.38
2021-10-14,97,9.0,,0.09,8.73
2021-10-15,76,9.0,,0.09,6.84
2021-10-16,37,9.0,,0.09,3.33
2021-10-17,26,9.0,,0.09,2.34
2021-10-18,99,9.0,,0.09,8.91
2021-10-19,87,9.0,,0.09,7.83
2021-10-20,73,9.0,,0.09,6.569999999999999
2021-10-21,85,9.0,,0.09,7.6499999999999995
2021-10-22,61,9.0,,0.09,5.49
2021-10-23,24,9.0,,0.09,2.16
2021-10-24,22,9.0,,0.09,1.98
2021-10-25,50,9.0,,0.09,4.5
2021-10-26,54,9.0,,0.09,4.859999999999999
2021-10-27,75,9.0,,0.09,6.75
2021-10-28,72,9.0,,0.09,6.4799999999999995
2021-10-29,61,9.0,,0.09,5.49
2021-10-30,11,9.0,,0.09,0.99
2021-10-31,32,9.0,,0.09,2.88
2021-11-01,67,9.0,False,0.09,6.029999999999999
2021-11-02,83,9.0,,0.09,7.47
2021-11-03,64,9.0,,0.09,5.76
2021-11-04,74,9.0,,0.09,6.66
2021-11-05,58,9.0,,0.09,5.22
2021-11-06,16,9.0,,0.09,1.44
2021-11-07,18,9.0,,0.09,1.6199999999999999
2021-11-08,65,9.0,,0.09,5.85
2021-11-09,79,9.0,,0.09,7.109999999999999
2021-11-10,61,9.0,,0.09,5.49
2021-11-11,71,9.0,,0.09,6.39
2021-11-12,52,9.0,,0.09,4.68
2021-11-13,22,9.0,,0.09,1.98
2021-11-14,14,9.0,,0.09,1.26
2021-11-15,51,9.0,,0.09,4.59
2021-11-16,63,9.0,,0.09,5.67
2021-11-17,63,9.0,,0.09,5.67
2021-11-18,80,9.0,,0.09,7.199999999999999
2021-11-19,48,9.0,,0.09,4.32
2021-11-20,38,9.0,,0.09,3.42
2021-11-21,20,9.0,,0.09,1.7999999999999998
2021-11-22,66,9.0,,0.09,5.9399999999999995
2021-11-23,78,9.0,,0.09,7.02
2021-11-24,64,9.0,,0.09,5.76
2021-11-25,21,9.0,,0.09,1.89
2021-11-26,67,9.0,,0.09,6.029999999999999
2021-11-27,49,9.0,,0.09,4.41
2021-11-28,38,9.0,,0.09,3.42
2021-11-29,79,9.0,,0.09,7.109999999999999
2021-11-30,100,9.0,,0.09,9.0
2021-12-01,77,8.0,False,0.08,6.16
2021-12-02,100,8.0,,0.08,8.0
2021-12-03,62,8.0,,0.08,4.96
2021-12-04,28,8.0,,0.08,2.24
2021-12-05,26,8.0,,0.08,2.08
2021-12-06,55,8.0,,0.08,4.4
2021-12-07,95,8.0,,0.08,7.6000000000000005
2021-12-08,83,8.0,,0.08,6.640000000000001
2021-12-09,75,8.0,,0.08,6.0
2021-12-10,67,8.0,,0.08,5.36
2021-12-11,26,8.0,,0.08,2.08
2021-12-12,18,8.0,,0.08,1.44
2021-12-13,63,8.0,,0.08,5.04
2021-12-14,55,8.0,,0.08,4.4
2021-12-15,64,8.0,,0.08,5.12
2021-12-16,59,8.0,,0.08,4.72
2021-12-17,35,8.0,,0.08,2.8000000000000003
2021-12-18,29,8.0,,0.08,2.32
2021-12-19,14,8.0,,0.08,1.12
2021-12-20,53,8.0,,0.08,4.24
2021-12-21,63,8.0,,0.08,5.04
2021-12-22,55,8.0,,0.08,4.4
2021-12-23,36,8.0,,0.08,2.88
2021-12-24,24,8.0,,0.08,1.92
2021-12-25,21,8.0,,0.08,1.68
2021-12-26,9,8.0,,0.08,0.72
2021-12-27,44,8.0,,0.08,3.52
2021-12-28,68,8.0,,0.08,5.44
2021-12-29,44,8.0,,0.08,3.52
2021-12-30,46,8.0,,0.08,3.68
2021-12-31,33,8.0,,0.08,2.64
