date,SBGI_unscaled,SBGI_monthly,isPartial,scale,SBGI
2018-01-08,0,34.0,,0.34,0.0
2018-01-09,25,34.0,,0.34,8.5
2018-01-10,51,34.0,,0.34,17.34
2018-01-11,100,34.0,,0.34,34.0
2018-01-12,25,34.0,,0.34,8.5
2018-01-13,0,34.0,,0.34,0.0
2018-01-14,0,34.0,,0.34,0.0
2018-01-15,0,34.0,,0.34,0.0
2018-01-16,0,34.0,,0.34,0.0
2018-01-17,49,34.0,,0.34,16.66
2018-01-18,25,34.0,,0.34,8.5
2018-01-19,25,34.0,,0.34,8.5
2018-01-20,0,34.0,,0.34,0.0
2018-01-21,0,34.0,,0.34,0.0
2018-01-22,24,34.0,,0.34,8.16
2018-01-23,49,34.0,,0.34,16.66
2018-01-24,25,34.0,,0.34,8.5
2018-01-25,25,34.0,,0.34,8.5
2018-01-26,51,34.0,,0.34,17.34
2018-01-27,30,34.0,,0.34,10.200000000000001
2018-01-28,0,34.0,,0.34,0.0
2018-01-29,0,34.0,,0.34,0.0
2018-01-30,0,34.0,,0.34,0.0
2018-01-31,50,34.0,,0.34,17.0
2018-02-01,0,33.0,False,0.33,0.0
2018-02-02,34,33.0,,0.33,11.22
2018-02-03,40,33.0,,0.33,13.200000000000001
2018-02-04,0,33.0,,0.33,0.0
2018-02-05,0,33.0,,0.33,0.0
2018-02-06,16,33.0,,0.33,5.28
2018-02-07,0,33.0,,0.33,0.0
2018-02-08,0,33.0,,0.33,0.0
2018-02-09,17,33.0,,0.33,5.61
2018-02-10,0,33.0,,0.33,0.0
2018-02-11,0,33.0,,0.33,0.0
2018-02-12,0,33.0,,0.33,0.0
2018-02-13,0,33.0,,0.33,0.0
2018-02-14,0,33.0,,0.33,0.0
2018-02-15,17,33.0,,0.33,5.61
2018-02-16,34,33.0,,0.33,11.22
2018-02-17,0,33.0,,0.33,0.0
2018-02-18,0,33.0,,0.33,0.0
2018-02-19,0,33.0,,0.33,0.0
2018-02-20,16,33.0,,0.33,5.28
2018-02-21,17,33.0,,0.33,5.61
2018-02-22,66,33.0,,0.33,21.78
2018-02-23,0,33.0,,0.33,0.0
2018-02-24,20,33.0,,0.33,6.6000000000000005
2018-02-25,20,33.0,,0.33,6.6000000000000005
2018-02-26,0,33.0,,0.33,0.0
2018-02-27,16,33.0,,0.33,5.28
2018-02-28,100,33.0,,0.33,33.0
2018-03-01,24,34.0,False,0.34,8.16
2018-03-02,100,34.0,,0.34,34.0
2018-03-03,0,34.0,,0.34,0.0
2018-03-04,0,34.0,,0.34,0.0
2018-03-05,0,34.0,,0.34,0.0
2018-03-06,0,34.0,,0.34,0.0
2018-03-07,25,34.0,,0.34,8.5
2018-03-08,0,34.0,,0.34,0.0
2018-03-09,26,34.0,,0.34,8.84
2018-03-10,0,34.0,,0.34,0.0
2018-03-11,0,34.0,,0.34,0.0
2018-03-12,0,34.0,,0.34,0.0
2018-03-13,25,34.0,,0.34,8.5
2018-03-14,0,34.0,,0.34,0.0
2018-03-15,26,34.0,,0.34,8.84
2018-03-16,26,34.0,,0.34,8.84
2018-03-17,30,34.0,,0.34,10.200000000000001
2018-03-18,31,34.0,,0.34,10.540000000000001
2018-03-19,75,34.0,,0.34,25.500000000000004
2018-03-20,49,34.0,,0.34,16.66
2018-03-21,25,34.0,,0.34,8.5
2018-03-22,26,34.0,,0.34,8.84
2018-03-23,26,34.0,,0.34,8.84
2018-03-24,31,34.0,,0.34,10.540000000000001
2018-03-25,0,34.0,,0.34,0.0
2018-03-26,78,34.0,,0.34,26.520000000000003
2018-03-27,0,34.0,,0.34,0.0
2018-03-28,26,34.0,,0.34,8.84
2018-03-29,0,34.0,,0.34,0.0
2018-03-30,56,34.0,,0.34,19.040000000000003
2018-03-31,0,34.0,,0.34,0.0
2018-04-01,0,43.0,False,0.43,0.0
2018-04-02,100,43.0,,0.43,43.0
2018-04-03,64,43.0,,0.43,27.52
2018-04-04,32,43.0,,0.43,13.76
2018-04-05,100,43.0,,0.43,43.0
2018-04-06,66,43.0,,0.43,28.38
2018-04-07,0,43.0,,0.43,0.0
2018-04-08,0,43.0,,0.43,0.0
2018-04-09,65,43.0,,0.43,27.95
2018-04-10,32,43.0,,0.43,13.76
2018-04-11,64,43.0,,0.43,27.52
2018-04-12,33,43.0,,0.43,14.19
2018-04-13,66,43.0,,0.43,28.38
2018-04-14,39,43.0,,0.43,16.77
2018-04-15,0,43.0,,0.43,0.0
2018-04-16,31,43.0,,0.43,13.33
2018-04-17,32,43.0,,0.43,13.76
2018-04-18,65,43.0,,0.43,27.95
2018-04-19,0,43.0,,0.43,0.0
2018-04-20,66,43.0,,0.43,28.38
2018-04-21,0,43.0,,0.43,0.0
2018-04-22,0,43.0,,0.43,0.0
2018-04-23,31,43.0,,0.43,13.33
2018-04-24,32,43.0,,0.43,13.76
2018-04-25,0,43.0,,0.43,0.0
2018-04-26,32,43.0,,0.43,13.76
2018-04-27,33,43.0,,0.43,14.19
2018-04-28,40,43.0,,0.43,17.2
2018-04-29,0,43.0,,0.43,0.0
2018-04-30,63,43.0,,0.43,27.09
2018-05-01,33,34.0,False,0.34,11.22
2018-05-02,33,34.0,,0.34,11.22
2018-05-03,34,34.0,,0.34,11.56
2018-05-04,0,34.0,,0.34,0.0
2018-05-05,83,34.0,,0.34,28.220000000000002
2018-05-06,42,34.0,,0.34,14.280000000000001
2018-05-07,34,34.0,,0.34,11.56
2018-05-08,100,34.0,,0.34,34.0
2018-05-09,67,34.0,,0.34,22.78
2018-05-10,0,34.0,,0.34,0.0
2018-05-11,71,34.0,,0.34,24.14
2018-05-12,0,34.0,,0.34,0.0
2018-05-13,42,34.0,,0.34,14.280000000000001
2018-05-14,70,34.0,,0.34,23.8
2018-05-15,34,34.0,,0.34,11.56
2018-05-16,67,34.0,,0.34,22.78
2018-05-17,34,34.0,,0.34,11.56
2018-05-18,36,34.0,,0.34,12.24
2018-05-19,0,34.0,,0.34,0.0
2018-05-20,0,34.0,,0.34,0.0
2018-05-21,35,34.0,,0.34,11.9
2018-05-22,34,34.0,,0.34,11.56
2018-05-23,70,34.0,,0.34,23.8
2018-05-24,0,34.0,,0.34,0.0
2018-05-25,0,34.0,,0.34,0.0
2018-05-26,0,34.0,,0.34,0.0
2018-05-27,0,34.0,,0.34,0.0
2018-05-28,41,34.0,,0.34,13.940000000000001
2018-05-29,0,34.0,,0.34,0.0
2018-05-30,0,34.0,,0.34,0.0
2018-05-31,0,34.0,,0.34,0.0
2018-06-01,0,42.0,False,0.42,0.0
2018-06-02,0,42.0,,0.42,0.0
2018-06-03,0,42.0,,0.42,0.0
2018-06-04,63,42.0,,0.42,26.459999999999997
2018-06-05,32,42.0,,0.42,13.44
2018-06-06,32,42.0,,0.42,13.44
2018-06-07,65,42.0,,0.42,27.3
2018-06-08,100,42.0,,0.42,42.0
2018-06-09,38,42.0,,0.42,15.959999999999999
2018-06-10,38,42.0,,0.42,15.959999999999999
2018-06-11,94,42.0,,0.42,39.48
2018-06-12,30,42.0,,0.42,12.6
2018-06-13,62,42.0,,0.42,26.04
2018-06-14,97,42.0,,0.42,40.74
2018-06-15,34,42.0,,0.42,14.28
2018-06-16,0,42.0,,0.42,0.0
2018-06-17,0,42.0,,0.42,0.0
2018-06-18,0,42.0,,0.42,0.0
2018-06-19,32,42.0,,0.42,13.44
2018-06-20,33,42.0,,0.42,13.86
2018-06-21,98,42.0,,0.42,41.16
2018-06-22,0,42.0,,0.42,0.0
2018-06-23,0,42.0,,0.42,0.0
2018-06-24,0,42.0,,0.42,0.0
2018-06-25,32,42.0,,0.42,13.44
2018-06-26,66,42.0,,0.42,27.72
2018-06-27,0,42.0,,0.42,0.0
2018-06-28,66,42.0,,0.42,27.72
2018-06-29,0,42.0,,0.42,0.0
2018-06-30,0,42.0,,0.42,0.0
2018-07-01,0,72.0,False,0.72,0.0
2018-07-02,39,72.0,,0.72,28.08
2018-07-03,20,72.0,,0.72,14.399999999999999
2018-07-04,23,72.0,,0.72,16.56
2018-07-05,0,72.0,,0.72,0.0
2018-07-06,39,72.0,,0.72,28.08
2018-07-07,45,72.0,,0.72,32.4
2018-07-08,0,72.0,,0.72,0.0
2018-07-09,57,72.0,,0.72,41.04
2018-07-10,0,72.0,,0.72,0.0
2018-07-11,0,72.0,,0.72,0.0
2018-07-12,100,72.0,,0.72,72.0
2018-07-13,0,72.0,,0.72,0.0
2018-07-14,0,72.0,,0.72,0.0
2018-07-15,22,72.0,,0.72,15.84
2018-07-16,79,72.0,,0.72,56.879999999999995
2018-07-17,78,72.0,,0.72,56.16
2018-07-18,98,72.0,,0.72,70.56
2018-07-19,40,72.0,,0.72,28.799999999999997
2018-07-20,81,72.0,,0.72,58.32
2018-07-21,0,72.0,,0.72,0.0
2018-07-22,0,72.0,,0.72,0.0
2018-07-23,59,72.0,,0.72,42.48
2018-07-24,39,72.0,,0.72,28.08
2018-07-25,57,72.0,,0.72,41.04
2018-07-26,40,72.0,,0.72,28.799999999999997
2018-07-27,61,72.0,,0.72,43.92
2018-07-28,0,72.0,,0.72,0.0
2018-07-29,24,72.0,,0.72,17.28
2018-07-30,39,72.0,,0.72,28.08
2018-07-31,19,72.0,,0.72,13.68
2018-08-01,17,65.0,False,0.65,11.05
2018-08-02,48,65.0,,0.65,31.200000000000003
2018-08-03,17,65.0,,0.65,11.05
2018-08-04,0,65.0,,0.65,0.0
2018-08-05,0,65.0,,0.65,0.0
2018-08-06,0,65.0,,0.65,0.0
2018-08-07,83,65.0,,0.65,53.95
2018-08-08,34,65.0,,0.65,22.1
2018-08-09,100,65.0,,0.65,65.0
2018-08-10,34,65.0,,0.65,22.1
2018-08-11,0,65.0,,0.65,0.0
2018-08-12,20,65.0,,0.65,13.0
2018-08-13,17,65.0,,0.65,11.05
2018-08-14,34,65.0,,0.65,22.1
2018-08-15,51,65.0,,0.65,33.15
2018-08-16,0,65.0,,0.65,0.0
2018-08-17,51,65.0,,0.65,33.15
2018-08-18,40,65.0,,0.65,26.0
2018-08-19,0,65.0,,0.65,0.0
2018-08-20,51,65.0,,0.65,33.15
2018-08-21,17,65.0,,0.65,11.05
2018-08-22,17,65.0,,0.65,11.05
2018-08-23,34,65.0,,0.65,22.1
2018-08-24,34,65.0,,0.65,22.1
2018-08-25,20,65.0,,0.65,13.0
2018-08-26,19,65.0,,0.65,12.35
2018-08-27,16,65.0,,0.65,10.4
2018-08-28,17,65.0,,0.65,11.05
2018-08-29,50,65.0,,0.65,32.5
2018-08-30,17,65.0,,0.65,11.05
2018-08-31,17,65.0,,0.65,11.05
2018-09-01,0,32.0,False,0.32,0.0
2018-09-02,0,32.0,,0.32,0.0
2018-09-03,0,32.0,,0.32,0.0
2018-09-04,0,32.0,,0.32,0.0
2018-09-05,84,32.0,,0.32,26.88
2018-09-06,16,32.0,,0.32,5.12
2018-09-07,100,32.0,,0.32,32.0
2018-09-08,0,32.0,,0.32,0.0
2018-09-09,0,32.0,,0.32,0.0
2018-09-10,33,32.0,,0.32,10.56
2018-09-11,0,32.0,,0.32,0.0
2018-09-12,0,32.0,,0.32,0.0
2018-09-13,34,32.0,,0.32,10.88
2018-09-14,0,32.0,,0.32,0.0
2018-09-15,0,32.0,,0.32,0.0
2018-09-16,20,32.0,,0.32,6.4
2018-09-17,0,32.0,,0.32,0.0
2018-09-18,0,32.0,,0.32,0.0
2018-09-19,34,32.0,,0.32,10.88
2018-09-20,0,32.0,,0.32,0.0
2018-09-21,0,32.0,,0.32,0.0
2018-09-22,0,32.0,,0.32,0.0
2018-09-23,0,32.0,,0.32,0.0
2018-09-24,33,32.0,,0.32,10.56
2018-09-25,17,32.0,,0.32,5.44
2018-09-26,33,32.0,,0.32,10.56
2018-09-27,0,32.0,,0.32,0.0
2018-09-28,0,32.0,,0.32,0.0
2018-09-29,0,32.0,,0.32,0.0
2018-09-30,0,32.0,,0.32,0.0
2018-10-01,0,32.0,False,0.32,0.0
2018-10-02,99,32.0,,0.32,31.68
2018-10-03,32,32.0,,0.32,10.24
2018-10-04,67,32.0,,0.32,21.44
2018-10-05,0,32.0,,0.32,0.0
2018-10-06,0,32.0,,0.32,0.0
2018-10-07,39,32.0,,0.32,12.48
2018-10-08,34,32.0,,0.32,10.88
2018-10-09,100,32.0,,0.32,32.0
2018-10-10,34,32.0,,0.32,10.88
2018-10-11,34,32.0,,0.32,10.88
2018-10-12,71,32.0,,0.32,22.72
2018-10-13,0,32.0,,0.32,0.0
2018-10-14,40,32.0,,0.32,12.8
2018-10-15,34,32.0,,0.32,10.88
2018-10-16,67,32.0,,0.32,21.44
2018-10-17,0,32.0,,0.32,0.0
2018-10-18,0,32.0,,0.32,0.0
2018-10-19,0,32.0,,0.32,0.0
2018-10-20,0,32.0,,0.32,0.0
2018-10-21,40,32.0,,0.32,12.8
2018-10-22,33,32.0,,0.32,10.56
2018-10-23,0,32.0,,0.32,0.0
2018-10-24,33,32.0,,0.32,10.56
2018-10-25,34,32.0,,0.32,10.88
2018-10-26,0,32.0,,0.32,0.0
2018-10-27,40,32.0,,0.32,12.8
2018-10-28,0,32.0,,0.32,0.0
2018-10-29,0,32.0,,0.32,0.0
2018-10-30,0,32.0,,0.32,0.0
2018-10-31,35,32.0,,0.32,11.200000000000001
2018-11-01,0,19.0,False,0.19,0.0
2018-11-02,34,19.0,,0.19,6.46
2018-11-03,0,19.0,,0.19,0.0
2018-11-04,0,19.0,,0.19,0.0
2018-11-05,0,19.0,,0.19,0.0
2018-11-06,33,19.0,,0.19,6.2700000000000005
2018-11-07,29,19.0,,0.19,5.51
2018-11-08,33,19.0,,0.19,6.2700000000000005
2018-11-09,0,19.0,,0.19,0.0
2018-11-10,0,19.0,,0.19,0.0
2018-11-11,0,19.0,,0.19,0.0
2018-11-12,100,19.0,,0.19,19.0
2018-11-13,33,19.0,,0.19,6.2700000000000005
2018-11-14,33,19.0,,0.19,6.2700000000000005
2018-11-15,0,19.0,,0.19,0.0
2018-11-16,68,19.0,,0.19,12.92
2018-11-17,0,19.0,,0.19,0.0
2018-11-18,0,19.0,,0.19,0.0
2018-11-19,0,19.0,,0.19,0.0
2018-11-20,0,19.0,,0.19,0.0
2018-11-21,0,19.0,,0.19,0.0
2018-11-22,0,19.0,,0.19,0.0
2018-11-23,0,19.0,,0.19,0.0
2018-11-24,0,19.0,,0.19,0.0
2018-11-25,0,19.0,,0.19,0.0
2018-11-26,31,19.0,,0.19,5.89
2018-11-27,32,19.0,,0.19,6.08
2018-11-28,0,19.0,,0.19,0.0
2018-11-29,66,19.0,,0.19,12.540000000000001
2018-11-30,0,19.0,,0.19,0.0
2018-12-01,0,18.0,False,0.18,0.0
2018-12-02,0,18.0,,0.18,0.0
2018-12-03,95,18.0,,0.18,17.099999999999998
2018-12-04,0,18.0,,0.18,0.0
2018-12-05,47,18.0,,0.18,8.459999999999999
2018-12-06,0,18.0,,0.18,0.0
2018-12-07,100,18.0,,0.18,18.0
2018-12-08,58,18.0,,0.18,10.44
2018-12-09,0,18.0,,0.18,0.0
2018-12-10,48,18.0,,0.18,8.64
2018-12-11,97,18.0,,0.18,17.46
2018-12-12,0,18.0,,0.18,0.0
2018-12-13,49,18.0,,0.18,8.82
2018-12-14,0,18.0,,0.18,0.0
2018-12-15,0,18.0,,0.18,0.0
2018-12-16,0,18.0,,0.18,0.0
2018-12-17,0,18.0,,0.18,0.0
2018-12-18,0,18.0,,0.18,0.0
2018-12-19,51,18.0,,0.18,9.18
2018-12-20,52,18.0,,0.18,9.36
2018-12-21,0,18.0,,0.18,0.0
2018-12-22,0,18.0,,0.18,0.0
2018-12-23,0,18.0,,0.18,0.0
2018-12-24,0,18.0,,0.18,0.0
2018-12-25,0,18.0,,0.18,0.0
2018-12-26,0,18.0,,0.18,0.0
2018-12-27,53,18.0,,0.18,9.54
2018-12-28,0,18.0,,0.18,0.0
2018-12-29,58,18.0,,0.18,10.44
2018-12-30,0,18.0,,0.18,0.0
2018-12-31,0,18.0,,0.18,0.0
2019-01-01,0,25.0,False,0.25,0.0
2019-01-02,0,25.0,,0.25,0.0
2019-01-03,100,25.0,,0.25,25.0
2019-01-04,99,25.0,,0.25,24.75
2019-01-05,0,25.0,,0.25,0.0
2019-01-06,0,25.0,,0.25,0.0
2019-01-07,0,25.0,,0.25,0.0
2019-01-08,0,25.0,,0.25,0.0
2019-01-09,48,25.0,,0.25,12.0
2019-01-10,47,25.0,,0.25,11.75
2019-01-11,0,25.0,,0.25,0.0
2019-01-12,0,25.0,,0.25,0.0
2019-01-13,0,25.0,,0.25,0.0
2019-01-14,0,25.0,,0.25,0.0
2019-01-15,94,25.0,,0.25,23.5
2019-01-16,47,25.0,,0.25,11.75
2019-01-17,47,25.0,,0.25,11.75
2019-01-18,46,25.0,,0.25,11.5
2019-01-19,0,25.0,,0.25,0.0
2019-01-20,0,25.0,,0.25,0.0
2019-01-21,96,25.0,,0.25,24.0
2019-01-22,46,25.0,,0.25,11.5
2019-01-23,0,25.0,,0.25,0.0
2019-01-24,0,25.0,,0.25,0.0
2019-01-25,48,25.0,,0.25,12.0
2019-01-26,0,25.0,,0.25,0.0
2019-01-27,0,25.0,,0.25,0.0
2019-01-28,46,25.0,,0.25,11.5
2019-01-29,46,25.0,,0.25,11.5
2019-01-30,92,25.0,,0.25,23.0
2019-01-31,46,25.0,,0.25,11.5
2019-02-01,96,31.0,False,0.31,29.759999999999998
2019-02-02,0,31.0,,0.31,0.0
2019-02-03,75,31.0,,0.31,23.25
2019-02-04,0,31.0,,0.31,0.0
2019-02-05,0,31.0,,0.31,0.0
2019-02-06,63,31.0,,0.31,19.53
2019-02-07,0,31.0,,0.31,0.0
2019-02-08,0,31.0,,0.31,0.0
2019-02-09,38,31.0,,0.31,11.78
2019-02-10,0,31.0,,0.31,0.0
2019-02-11,61,31.0,,0.31,18.91
2019-02-12,31,31.0,,0.31,9.61
2019-02-13,0,31.0,,0.31,0.0
2019-02-14,0,31.0,,0.31,0.0
2019-02-15,100,31.0,,0.31,31.0
2019-02-16,0,31.0,,0.31,0.0
2019-02-17,0,31.0,,0.31,0.0
2019-02-18,0,31.0,,0.31,0.0
2019-02-19,0,31.0,,0.31,0.0
2019-02-20,32,31.0,,0.31,9.92
2019-02-21,31,31.0,,0.31,9.61
2019-02-22,32,31.0,,0.31,9.92
2019-02-23,0,31.0,,0.31,0.0
2019-02-24,0,31.0,,0.31,0.0
2019-02-25,61,31.0,,0.31,18.91
2019-02-26,32,31.0,,0.31,9.92
2019-02-27,92,31.0,,0.31,28.52
2019-02-28,32,31.0,,0.31,9.92
2019-03-01,95,43.0,False,0.43,40.85
2019-03-02,0,43.0,,0.43,0.0
2019-03-03,0,43.0,,0.43,0.0
2019-03-04,32,43.0,,0.43,13.76
2019-03-05,96,43.0,,0.43,41.28
2019-03-06,31,43.0,,0.43,13.33
2019-03-07,32,43.0,,0.43,13.76
2019-03-08,66,43.0,,0.43,28.38
2019-03-09,0,43.0,,0.43,0.0
2019-03-10,0,43.0,,0.43,0.0
2019-03-11,32,43.0,,0.43,13.76
2019-03-12,64,43.0,,0.43,27.52
2019-03-13,65,43.0,,0.43,27.95
2019-03-14,97,43.0,,0.43,41.71
2019-03-15,97,43.0,,0.43,41.71
2019-03-16,0,43.0,,0.43,0.0
2019-03-17,0,43.0,,0.43,0.0
2019-03-18,33,43.0,,0.43,14.19
2019-03-19,32,43.0,,0.43,13.76
2019-03-20,67,43.0,,0.43,28.81
2019-03-21,33,43.0,,0.43,14.19
2019-03-22,100,43.0,,0.43,43.0
2019-03-23,0,43.0,,0.43,0.0
2019-03-24,0,43.0,,0.43,0.0
2019-03-25,0,43.0,,0.43,0.0
2019-03-26,33,43.0,,0.43,14.19
2019-03-27,33,43.0,,0.43,14.19
2019-03-28,66,43.0,,0.43,28.38
2019-03-29,0,43.0,,0.43,0.0
2019-03-30,0,43.0,,0.43,0.0
2019-03-31,0,43.0,,0.43,0.0
2019-04-01,19,51.0,False,0.51,9.69
2019-04-02,19,51.0,,0.51,9.69
2019-04-03,59,51.0,,0.51,30.09
2019-04-04,57,51.0,,0.51,29.07
2019-04-05,41,51.0,,0.51,20.91
2019-04-06,0,51.0,,0.51,0.0
2019-04-07,0,51.0,,0.51,0.0
2019-04-08,19,51.0,,0.51,9.69
2019-04-09,38,51.0,,0.51,19.38
2019-04-10,39,51.0,,0.51,19.89
2019-04-11,38,51.0,,0.51,19.38
2019-04-12,20,51.0,,0.51,10.2
2019-04-13,0,51.0,,0.51,0.0
2019-04-14,0,51.0,,0.51,0.0
2019-04-15,19,51.0,,0.51,9.69
2019-04-16,0,51.0,,0.51,0.0
2019-04-17,100,51.0,,0.51,51.0
2019-04-18,40,51.0,,0.51,20.4
2019-04-19,21,51.0,,0.51,10.71
2019-04-20,0,51.0,,0.51,0.0
2019-04-21,0,51.0,,0.51,0.0
2019-04-22,40,51.0,,0.51,20.4
2019-04-23,59,51.0,,0.51,30.09
2019-04-24,59,51.0,,0.51,30.09
2019-04-25,0,51.0,,0.51,0.0
2019-04-26,19,51.0,,0.51,9.69
2019-04-27,0,51.0,,0.51,0.0
2019-04-28,0,51.0,,0.51,0.0
2019-04-29,39,51.0,,0.51,19.89
2019-04-30,19,51.0,,0.51,9.69
2019-05-01,13,100.0,False,1.0,13.0
2019-05-02,18,100.0,,1.0,18.0
2019-05-03,26,100.0,,1.0,26.0
2019-05-04,7,100.0,,1.0,7.0
2019-05-05,8,100.0,,1.0,8.0
2019-05-06,100,100.0,,1.0,100.0
2019-05-07,56,100.0,,1.0,56.0
2019-05-08,63,100.0,,1.0,63.0
2019-05-09,19,100.0,,1.0,19.0
2019-05-10,33,100.0,,1.0,33.0
2019-05-11,8,100.0,,1.0,8.0
2019-05-12,16,100.0,,1.0,16.0
2019-05-13,26,100.0,,1.0,26.0
2019-05-14,6,100.0,,1.0,6.0
2019-05-15,6,100.0,,1.0,6.0
2019-05-16,0,100.0,,1.0,0.0
2019-05-17,13,100.0,,1.0,13.0
2019-05-18,0,100.0,,1.0,0.0
2019-05-19,0,100.0,,1.0,0.0
2019-05-20,19,100.0,,1.0,19.0
2019-05-21,6,100.0,,1.0,6.0
2019-05-22,13,100.0,,1.0,13.0
2019-05-23,6,100.0,,1.0,6.0
2019-05-24,0,100.0,,1.0,0.0
2019-05-25,8,100.0,,1.0,8.0
2019-05-26,0,100.0,,1.0,0.0
2019-05-27,8,100.0,,1.0,8.0
2019-05-28,0,100.0,,1.0,0.0
2019-05-29,0,100.0,,1.0,0.0
2019-05-30,13,100.0,,1.0,13.0
2019-05-31,13,100.0,,1.0,13.0
2019-06-01,0,37.0,False,0.37,0.0
2019-06-02,75,37.0,,0.37,27.75
2019-06-03,31,37.0,,0.37,11.47
2019-06-04,32,37.0,,0.37,11.84
2019-06-05,0,37.0,,0.37,0.0
2019-06-06,33,37.0,,0.37,12.209999999999999
2019-06-07,100,37.0,,0.37,37.0
2019-06-08,0,37.0,,0.37,0.0
2019-06-09,0,37.0,,0.37,0.0
2019-06-10,32,37.0,,0.37,11.84
2019-06-11,65,37.0,,0.37,24.05
2019-06-12,98,37.0,,0.37,36.26
2019-06-13,0,37.0,,0.37,0.0
2019-06-14,64,37.0,,0.37,23.68
2019-06-15,0,37.0,,0.37,0.0
2019-06-16,0,37.0,,0.37,0.0
2019-06-17,33,37.0,,0.37,12.209999999999999
2019-06-18,96,37.0,,0.37,35.519999999999996
2019-06-19,32,37.0,,0.37,11.84
2019-06-20,65,37.0,,0.37,24.05
2019-06-21,0,37.0,,0.37,0.0
2019-06-22,0,37.0,,0.37,0.0
2019-06-23,0,37.0,,0.37,0.0
2019-06-24,33,37.0,,0.37,12.209999999999999
2019-06-25,0,37.0,,0.37,0.0
2019-06-26,65,37.0,,0.37,24.05
2019-06-27,33,37.0,,0.37,12.209999999999999
2019-06-28,35,37.0,,0.37,12.95
2019-06-29,0,37.0,,0.37,0.0
2019-06-30,0,37.0,,0.37,0.0
2019-07-01,0,35.0,False,0.35,0.0
2019-07-02,29,35.0,,0.35,10.149999999999999
2019-07-03,59,35.0,,0.35,20.65
2019-07-04,0,35.0,,0.35,0.0
2019-07-05,0,35.0,,0.35,0.0
2019-07-06,33,35.0,,0.35,11.549999999999999
2019-07-07,0,35.0,,0.35,0.0
2019-07-08,0,35.0,,0.35,0.0
2019-07-09,0,35.0,,0.35,0.0
2019-07-10,58,35.0,,0.35,20.299999999999997
2019-07-11,29,35.0,,0.35,10.149999999999999
2019-07-12,30,35.0,,0.35,10.5
2019-07-13,35,35.0,,0.35,12.25
2019-07-14,0,35.0,,0.35,0.0
2019-07-15,58,35.0,,0.35,20.299999999999997
2019-07-16,56,35.0,,0.35,19.599999999999998
2019-07-17,0,35.0,,0.35,0.0
2019-07-18,29,35.0,,0.35,10.149999999999999
2019-07-19,0,35.0,,0.35,0.0
2019-07-20,100,35.0,,0.35,35.0
2019-07-21,0,35.0,,0.35,0.0
2019-07-22,88,35.0,,0.35,30.799999999999997
2019-07-23,0,35.0,,0.35,0.0
2019-07-24,91,35.0,,0.35,31.849999999999998
2019-07-25,30,35.0,,0.35,10.5
2019-07-26,0,35.0,,0.35,0.0
2019-07-27,35,35.0,,0.35,12.25
2019-07-28,0,35.0,,0.35,0.0
2019-07-29,30,35.0,,0.35,10.5
2019-07-30,0,35.0,,0.35,0.0
2019-07-31,30,35.0,,0.35,10.5
2019-08-01,21,41.0,False,0.41,8.61
2019-08-02,22,41.0,,0.41,9.02
2019-08-03,0,41.0,,0.41,0.0
2019-08-04,0,41.0,,0.41,0.0
2019-08-05,0,41.0,,0.41,0.0
2019-08-06,21,41.0,,0.41,8.61
2019-08-07,64,41.0,,0.41,26.24
2019-08-08,0,41.0,,0.41,0.0
2019-08-09,0,41.0,,0.41,0.0
2019-08-10,0,41.0,,0.41,0.0
2019-08-11,0,41.0,,0.41,0.0
2019-08-12,41,41.0,,0.41,16.81
2019-08-13,0,41.0,,0.41,0.0
2019-08-14,40,41.0,,0.41,16.4
2019-08-15,20,41.0,,0.41,8.2
2019-08-16,20,41.0,,0.41,8.2
2019-08-17,0,41.0,,0.41,0.0
2019-08-18,0,41.0,,0.41,0.0
2019-08-19,40,41.0,,0.41,16.4
2019-08-20,0,41.0,,0.41,0.0
2019-08-21,20,41.0,,0.41,8.2
2019-08-22,100,41.0,,0.41,41.0
2019-08-23,0,41.0,,0.41,0.0
2019-08-24,47,41.0,,0.41,19.27
2019-08-25,23,41.0,,0.41,9.43
2019-08-26,59,41.0,,0.41,24.189999999999998
2019-08-27,58,41.0,,0.41,23.779999999999998
2019-08-28,20,41.0,,0.41,8.2
2019-08-29,0,41.0,,0.41,0.0
2019-08-30,38,41.0,,0.41,15.579999999999998
2019-08-31,22,41.0,,0.41,9.02
2019-09-01,0,23.0,False,0.23,0.0
2019-09-02,0,23.0,,0.23,0.0
2019-09-03,0,23.0,,0.23,0.0
2019-09-04,48,23.0,,0.23,11.040000000000001
2019-09-05,48,23.0,,0.23,11.040000000000001
2019-09-06,0,23.0,,0.23,0.0
2019-09-07,0,23.0,,0.23,0.0
2019-09-08,0,23.0,,0.23,0.0
2019-09-09,0,23.0,,0.23,0.0
2019-09-10,48,23.0,,0.23,11.040000000000001
2019-09-11,96,23.0,,0.23,22.080000000000002
2019-09-12,48,23.0,,0.23,11.040000000000001
2019-09-13,48,23.0,,0.23,11.040000000000001
2019-09-14,0,23.0,,0.23,0.0
2019-09-15,0,23.0,,0.23,0.0
2019-09-16,0,23.0,,0.23,0.0
2019-09-17,95,23.0,,0.23,21.85
2019-09-18,0,23.0,,0.23,0.0
2019-09-19,48,23.0,,0.23,11.040000000000001
2019-09-20,49,23.0,,0.23,11.270000000000001
2019-09-21,0,23.0,,0.23,0.0
2019-09-22,0,23.0,,0.23,0.0
