date,SBGI_unscaled,SBGI_monthly,isPartial,scale,SBGI
2021-06-04,0,27.0,,0.27,0.0
2021-06-05,0,27.0,,0.27,0.0
2021-06-06,28,27.0,,0.27,7.5600000000000005
2021-06-07,0,27.0,,0.27,0.0
2021-06-08,0,27.0,,0.27,0.0
2021-06-09,25,27.0,,0.27,6.75
2021-06-10,0,27.0,,0.27,0.0
2021-06-11,52,27.0,,0.27,14.040000000000001
2021-06-12,0,27.0,,0.27,0.0
2021-06-13,0,27.0,,0.27,0.0
2021-06-14,0,27.0,,0.27,0.0
2021-06-15,0,27.0,,0.27,0.0
2021-06-16,50,27.0,,0.27,13.5
2021-06-17,26,27.0,,0.27,7.0200000000000005
2021-06-18,0,27.0,,0.27,0.0
2021-06-19,0,27.0,,0.27,0.0
2021-06-20,0,27.0,,0.27,0.0
2021-06-21,0,27.0,,0.27,0.0
2021-06-22,0,27.0,,0.27,0.0
2021-06-23,0,27.0,,0.27,0.0
2021-06-24,0,27.0,,0.27,0.0
2021-06-25,0,27.0,,0.27,0.0
2021-06-26,0,27.0,,0.27,0.0
2021-06-27,0,27.0,,0.27,0.0
2021-06-28,26,27.0,,0.27,7.0200000000000005
2021-06-29,26,27.0,,0.27,7.0200000000000005
2021-06-30,75,27.0,,0.27,20.25
2021-07-01,0,26.0,False,0.26,0.0
2021-07-02,100,26.0,,0.26,26.0
2021-07-03,37,26.0,,0.26,9.620000000000001
2021-07-04,0,26.0,,0.26,0.0
2021-07-05,0,26.0,,0.26,0.0
2021-07-06,99,26.0,,0.26,25.740000000000002
2021-07-07,63,26.0,,0.26,16.38
2021-07-08,33,26.0,,0.26,8.58
2021-07-09,100,26.0,,0.26,26.0
2021-07-10,0,26.0,,0.26,0.0
2021-07-11,0,26.0,,0.26,0.0
2021-07-12,33,26.0,,0.26,8.58
2021-07-13,33,26.0,,0.26,8.58
2021-07-14,0,26.0,,0.26,0.0
2021-07-15,0,26.0,,0.26,0.0
2021-07-16,33,26.0,,0.26,8.58
2021-07-17,0,26.0,,0.26,0.0
2021-07-18,37,26.0,,0.26,9.620000000000001
2021-07-19,32,26.0,,0.26,8.32
2021-07-20,0,26.0,,0.26,0.0
2021-07-21,0,26.0,,0.26,0.0
2021-07-22,0,26.0,,0.26,0.0
2021-07-23,77,26.0,,0.26,20.02
2021-07-24,0,26.0,,0.26,0.0
2021-07-25,0,26.0,,0.26,0.0
2021-07-26,33,26.0,,0.26,8.58
2021-07-27,0,26.0,,0.26,0.0
2021-07-28,0,26.0,,0.26,0.0
2021-07-29,32,26.0,,0.26,8.32
2021-07-30,0,26.0,,0.26,0.0
2021-07-31,0,26.0,,0.26,0.0
2021-08-01,0,33.0,False,0.33,0.0
2021-08-02,49,33.0,,0.33,16.17
2021-08-03,25,33.0,,0.33,8.25
2021-08-04,100,33.0,,0.33,33.0
2021-08-05,25,33.0,,0.33,8.25
2021-08-06,77,33.0,,0.33,25.41
2021-08-07,0,33.0,,0.33,0.0
2021-08-08,0,33.0,,0.33,0.0
2021-08-09,0,33.0,,0.33,0.0
2021-08-10,0,33.0,,0.33,0.0
2021-08-11,0,33.0,,0.33,0.0
2021-08-12,25,33.0,,0.33,8.25
2021-08-13,0,33.0,,0.33,0.0
2021-08-14,0,33.0,,0.33,0.0
2021-08-15,0,33.0,,0.33,0.0
2021-08-16,0,33.0,,0.33,0.0
2021-08-17,0,33.0,,0.33,0.0
2021-08-18,0,33.0,,0.33,0.0
2021-08-19,24,33.0,,0.33,7.92
2021-08-20,25,33.0,,0.33,8.25
2021-08-21,0,33.0,,0.33,0.0
2021-08-22,0,33.0,,0.33,0.0
2021-08-23,25,33.0,,0.33,8.25
2021-08-24,54,33.0,,0.33,17.82
2021-08-25,49,33.0,,0.33,16.17
2021-08-26,26,33.0,,0.33,8.58
2021-08-27,0,33.0,,0.33,0.0
2021-08-28,0,33.0,,0.33,0.0
2021-08-29,0,33.0,,0.33,0.0
2021-08-30,24,33.0,,0.33,7.92
2021-08-31,0,33.0,,0.33,0.0
2021-09-01,0,20.0,False,0.2,0.0
2021-09-02,67,20.0,,0.2,13.4
2021-09-03,35,20.0,,0.2,7.0
2021-09-04,0,20.0,,0.2,0.0
2021-09-05,0,20.0,,0.2,0.0
2021-09-06,0,20.0,,0.2,0.0
2021-09-07,34,20.0,,0.2,6.800000000000001
2021-09-08,0,20.0,,0.2,0.0
2021-09-09,0,20.0,,0.2,0.0
2021-09-10,35,20.0,,0.2,7.0
2021-09-11,0,20.0,,0.2,0.0
2021-09-12,0,20.0,,0.2,0.0
2021-09-13,0,20.0,,0.2,0.0
2021-09-14,0,20.0,,0.2,0.0
2021-09-15,0,20.0,,0.2,0.0
2021-09-16,67,20.0,,0.2,13.4
2021-09-17,0,20.0,,0.2,0.0
2021-09-18,0,20.0,,0.2,0.0
2021-09-19,0,20.0,,0.2,0.0
2021-09-20,0,20.0,,0.2,0.0
2021-09-21,0,20.0,,0.2,0.0
2021-09-22,0,20.0,,0.2,0.0
2021-09-23,100,20.0,,0.2,20.0
2021-09-24,35,20.0,,0.2,7.0
2021-09-25,0,20.0,,0.2,0.0
2021-09-26,0,20.0,,0.2,0.0
2021-09-27,33,20.0,,0.2,6.6000000000000005
2021-09-28,0,20.0,,0.2,0.0
2021-09-29,33,20.0,,0.2,6.6000000000000005
2021-09-30,34,20.0,,0.2,6.800000000000001
2021-10-01,50,29.0,False,0.29,14.499999999999998
2021-10-02,0,29.0,,0.29,0.0
2021-10-03,26,29.0,,0.29,7.539999999999999
2021-10-04,23,29.0,,0.29,6.67
2021-10-05,0,29.0,,0.29,0.0
2021-10-06,0,29.0,,0.29,0.0
2021-10-07,0,29.0,,0.29,0.0
2021-10-08,0,29.0,,0.29,0.0
2021-10-09,0,29.0,,0.29,0.0
2021-10-10,0,29.0,,0.29,0.0
2021-10-11,0,29.0,,0.29,0.0
2021-10-12,25,29.0,,0.29,7.249999999999999
2021-10-13,25,29.0,,0.29,7.249999999999999
2021-10-14,25,29.0,,0.29,7.249999999999999
2021-10-15,50,29.0,,0.29,14.499999999999998
2021-10-16,0,29.0,,0.29,0.0
2021-10-17,27,29.0,,0.29,7.829999999999999
2021-10-18,73,29.0,,0.29,21.169999999999998
2021-10-19,100,29.0,,0.29,28.999999999999996
2021-10-20,0,29.0,,0.29,0.0
2021-10-21,24,29.0,,0.29,6.959999999999999
2021-10-22,0,29.0,,0.29,0.0
2021-10-23,0,29.0,,0.29,0.0
2021-10-24,0,29.0,,0.29,0.0
2021-10-25,0,29.0,,0.29,0.0
2021-10-26,24,29.0,,0.29,6.959999999999999
2021-10-27,24,29.0,,0.29,6.959999999999999
2021-10-28,24,29.0,,0.29,6.959999999999999
2021-10-29,0,29.0,,0.29,0.0
2021-10-30,0,29.0,,0.29,0.0
2021-10-31,0,29.0,,0.29,0.0
2021-11-01,100,11.0,False,0.11,11.0
2021-11-02,97,11.0,,0.11,10.67
2021-11-03,0,11.0,,0.11,0.0
2021-11-04,50,11.0,,0.11,5.5
2021-11-05,0,11.0,,0.11,0.0
2021-11-06,0,11.0,,0.11,0.0
2021-11-07,0,11.0,,0.11,0.0
2021-11-08,0,11.0,,0.11,0.0
2021-11-09,0,11.0,,0.11,0.0
2021-11-10,0,11.0,,0.11,0.0
2021-11-11,48,11.0,,0.11,5.28
2021-11-12,0,11.0,,0.11,0.0
2021-11-13,0,11.0,,0.11,0.0
2021-11-14,0,11.0,,0.11,0.0
2021-11-15,0,11.0,,0.11,0.0
2021-11-16,0,11.0,,0.11,0.0
2021-11-17,0,11.0,,0.11,0.0
2021-11-18,0,11.0,,0.11,0.0
2021-11-19,0,11.0,,0.11,0.0
2021-11-20,55,11.0,,0.11,6.05
2021-11-21,0,11.0,,0.11,0.0
2021-11-22,0,11.0,,0.11,0.0
2021-11-23,0,11.0,,0.11,0.0
2021-11-24,0,11.0,,0.11,0.0
2021-11-25,0,11.0,,0.11,0.0
2021-11-26,0,11.0,,0.11,0.0
2021-11-27,0,11.0,,0.11,0.0
2021-11-28,52,11.0,,0.11,5.72
2021-11-29,0,11.0,,0.11,0.0
2021-11-30,0,11.0,,0.11,0.0
2021-12-01,43,17.0,False,0.17,7.3100000000000005
2021-12-02,0,17.0,,0.17,0.0
2021-12-03,46,17.0,,0.17,7.82
2021-12-04,51,17.0,,0.17,8.67
2021-12-05,0,17.0,,0.17,0.0
2021-12-06,90,17.0,,0.17,15.3
2021-12-07,0,17.0,,0.17,0.0
2021-12-08,0,17.0,,0.17,0.0
2021-12-09,0,17.0,,0.17,0.0
2021-12-10,93,17.0,,0.17,15.81
2021-12-11,0,17.0,,0.17,0.0
2021-12-12,0,17.0,,0.17,0.0
2021-12-13,0,17.0,,0.17,0.0
2021-12-14,0,17.0,,0.17,0.0
2021-12-15,0,17.0,,0.17,0.0
2021-12-16,0,17.0,,0.17,0.0
2021-12-17,49,17.0,,0.17,8.33
2021-12-18,0,17.0,,0.17,0.0
2021-12-19,0,17.0,,0.17,0.0
2021-12-20,0,17.0,,0.17,0.0
2021-12-21,0,17.0,,0.17,0.0
2021-12-22,0,17.0,,0.17,0.0
2021-12-23,100,17.0,,0.17,17.0
2021-12-24,0,17.0,,0.17,0.0
2021-12-25,0,17.0,,0.17,0.0
2021-12-26,0,17.0,,0.17,0.0
2021-12-27,48,17.0,,0.17,8.16
2021-12-28,48,17.0,,0.17,8.16
2021-12-29,0,17.0,,0.17,0.0
2021-12-30,47,17.0,,0.17,7.99
2021-12-31,0,17.0,,0.17,0.0
