date,GO_unscaled,GO_monthly,isPartial,scale,GO
2021-03-29,85,36.0,,0.36,30.599999999999998
2021-03-30,86,36.0,,0.36,30.959999999999997
2021-03-31,85,36.0,,0.36,30.599999999999998
2021-04-01,97,34.0,False,0.34,32.980000000000004
2021-04-02,93,34.0,,0.34,31.62
2021-04-03,94,34.0,,0.34,31.96
2021-04-04,95,34.0,,0.34,32.300000000000004
2021-04-05,94,34.0,,0.34,31.96
2021-04-06,94,34.0,,0.34,31.96
2021-04-07,91,34.0,,0.34,30.94
2021-04-08,91,34.0,,0.34,30.94
2021-04-09,92,34.0,,0.34,31.28
2021-04-10,99,34.0,,0.34,33.660000000000004
2021-04-11,96,34.0,,0.34,32.64
2021-04-12,93,34.0,,0.34,31.62
2021-04-13,94,34.0,,0.34,31.96
2021-04-14,92,34.0,,0.34,31.28
2021-04-15,93,34.0,,0.34,31.62
2021-04-16,95,34.0,,0.34,32.300000000000004
2021-04-17,95,34.0,,0.34,32.300000000000004
2021-04-18,96,34.0,,0.34,32.64
2021-04-19,91,34.0,,0.34,30.94
2021-04-20,91,34.0,,0.34,30.94
2021-04-21,90,34.0,,0.34,30.6
2021-04-22,92,34.0,,0.34,31.28
2021-04-23,90,34.0,,0.34,30.6
2021-04-24,92,34.0,,0.34,31.28
2021-04-25,100,34.0,,0.34,34.0
2021-04-26,93,34.0,,0.34,31.62
2021-04-27,93,34.0,,0.34,31.62
2021-04-28,91,34.0,,0.34,30.94
2021-04-29,93,34.0,,0.34,31.62
2021-04-30,90,34.0,,0.34,30.6
2021-05-01,95,36.0,False,0.36,34.199999999999996
2021-05-02,94,36.0,,0.36,33.839999999999996
2021-05-03,92,36.0,,0.36,33.12
2021-05-04,93,36.0,,0.36,33.48
2021-05-05,95,36.0,,0.36,34.199999999999996
2021-05-06,91,36.0,,0.36,32.76
2021-05-07,90,36.0,,0.36,32.4
2021-05-08,94,36.0,,0.36,33.839999999999996
2021-05-09,97,36.0,,0.36,34.92
2021-05-10,93,36.0,,0.36,33.48
2021-05-11,94,36.0,,0.36,33.839999999999996
2021-05-12,90,36.0,,0.36,32.4
2021-05-13,92,36.0,,0.36,33.12
2021-05-14,97,36.0,,0.36,34.92
2021-05-15,99,36.0,,0.36,35.64
2021-05-16,96,36.0,,0.36,34.56
2021-05-17,94,36.0,,0.36,33.839999999999996
2021-05-18,95,36.0,,0.36,34.199999999999996
2021-05-19,93,36.0,,0.36,33.48
2021-05-20,91,36.0,,0.36,32.76
2021-05-21,90,36.0,,0.36,32.4
2021-05-22,94,36.0,,0.36,33.839999999999996
2021-05-23,98,36.0,,0.36,35.28
2021-05-24,96,36.0,,0.36,34.56
2021-05-25,100,36.0,,0.36,36.0
2021-05-26,95,36.0,,0.36,34.199999999999996
2021-05-27,93,36.0,,0.36,33.48
2021-05-28,93,36.0,,0.36,33.48
2021-05-29,98,36.0,,0.36,35.28
2021-05-30,100,36.0,,0.36,36.0
2021-05-31,98,36.0,,0.36,35.28
2021-06-01,95,35.0,False,0.35,33.25
2021-06-02,91,35.0,,0.35,31.849999999999998
2021-06-03,91,35.0,,0.35,31.849999999999998
2021-06-04,94,35.0,,0.35,32.9
2021-06-05,98,35.0,,0.35,34.3
2021-06-06,100,35.0,,0.35,35.0
2021-06-07,90,35.0,,0.35,31.499999999999996
2021-06-08,91,35.0,,0.35,31.849999999999998
2021-06-09,94,35.0,,0.35,32.9
2021-06-10,93,35.0,,0.35,32.55
2021-06-11,94,35.0,,0.35,32.9
2021-06-12,95,35.0,,0.35,33.25
2021-06-13,97,35.0,,0.35,33.949999999999996
2021-06-14,91,35.0,,0.35,31.849999999999998
2021-06-15,90,35.0,,0.35,31.499999999999996
2021-06-16,91,35.0,,0.35,31.849999999999998
2021-06-17,93,35.0,,0.35,32.55
2021-06-18,94,35.0,,0.35,32.9
2021-06-19,97,35.0,,0.35,33.949999999999996
2021-06-20,97,35.0,,0.35,33.949999999999996
2021-06-21,94,35.0,,0.35,32.9
2021-06-22,93,35.0,,0.35,32.55
2021-06-23,91,35.0,,0.35,31.849999999999998
2021-06-24,94,35.0,,0.35,32.9
2021-06-25,91,35.0,,0.35,31.849999999999998
2021-06-26,99,35.0,,0.35,34.65
2021-06-27,96,35.0,,0.35,33.599999999999994
2021-06-28,93,35.0,,0.35,32.55
2021-06-29,95,35.0,,0.35,33.25
2021-06-30,90,35.0,,0.35,31.499999999999996
2021-07-01,75,37.0,False,0.37,27.75
2021-07-02,77,37.0,,0.37,28.49
2021-07-03,83,37.0,,0.37,30.71
2021-07-04,83,37.0,,0.37,30.71
2021-07-05,84,37.0,,0.37,31.08
2021-07-06,79,37.0,,0.37,29.23
2021-07-07,77,37.0,,0.37,28.49
2021-07-08,79,37.0,,0.37,29.23
2021-07-09,80,37.0,,0.37,29.6
2021-07-10,83,37.0,,0.37,30.71
2021-07-11,83,37.0,,0.37,30.71
2021-07-12,80,37.0,,0.37,29.6
2021-07-13,81,37.0,,0.37,29.97
2021-07-14,79,37.0,,0.37,29.23
2021-07-15,79,37.0,,0.37,29.23
2021-07-16,78,37.0,,0.37,28.86
2021-07-17,94,37.0,,0.37,34.78
2021-07-18,100,37.0,,0.37,37.0
2021-07-19,83,37.0,,0.37,30.71
2021-07-20,83,37.0,,0.37,30.71
2021-07-21,78,37.0,,0.37,28.86
2021-07-22,80,37.0,,0.37,29.6
2021-07-23,79,37.0,,0.37,29.23
2021-07-24,86,37.0,,0.37,31.82
2021-07-25,85,37.0,,0.37,31.45
2021-07-26,78,37.0,,0.37,28.86
2021-07-27,80,37.0,,0.37,29.6
2021-07-28,79,37.0,,0.37,29.23
2021-07-29,77,37.0,,0.37,28.49
2021-07-30,75,37.0,,0.37,27.75
2021-07-31,80,37.0,,0.37,29.6
2021-08-01,92,36.0,False,0.36,33.12
2021-08-02,86,36.0,,0.36,30.959999999999997
2021-08-03,88,36.0,,0.36,31.68
2021-08-04,89,36.0,,0.36,32.04
2021-08-05,87,36.0,,0.36,31.32
2021-08-06,88,36.0,,0.36,31.68
2021-08-07,93,36.0,,0.36,33.48
2021-08-08,93,36.0,,0.36,33.48
2021-08-09,89,36.0,,0.36,32.04
2021-08-10,88,36.0,,0.36,31.68
2021-08-11,84,36.0,,0.36,30.24
2021-08-12,83,36.0,,0.36,29.88
2021-08-13,85,36.0,,0.36,30.599999999999998
2021-08-14,99,36.0,,0.36,35.64
2021-08-15,100,36.0,,0.36,36.0
2021-08-16,90,36.0,,0.36,32.4
2021-08-17,85,36.0,,0.36,30.599999999999998
2021-08-18,84,36.0,,0.36,30.24
2021-08-19,84,36.0,,0.36,30.24
2021-08-20,88,36.0,,0.36,31.68
2021-08-21,94,36.0,,0.36,33.839999999999996
2021-08-22,91,36.0,,0.36,32.76
2021-08-23,85,36.0,,0.36,30.599999999999998
2021-08-24,85,36.0,,0.36,30.599999999999998
2021-08-25,83,36.0,,0.36,29.88
2021-08-26,89,36.0,,0.36,32.04
2021-08-27,85,36.0,,0.36,30.599999999999998
2021-08-28,92,36.0,,0.36,33.12
2021-08-29,92,36.0,,0.36,33.12
2021-08-30,81,36.0,,0.36,29.16
2021-08-31,85,36.0,,0.36,30.599999999999998
2021-09-01,87,33.0,False,0.33,28.71
2021-09-02,88,33.0,,0.33,29.040000000000003
2021-09-03,87,33.0,,0.33,28.71
2021-09-04,94,33.0,,0.33,31.020000000000003
2021-09-05,100,33.0,,0.33,33.0
2021-09-06,97,33.0,,0.33,32.01
2021-09-07,87,33.0,,0.33,28.71
2021-09-08,86,33.0,,0.33,28.380000000000003
2021-09-09,90,33.0,,0.33,29.700000000000003
2021-09-10,87,33.0,,0.33,28.71
2021-09-11,94,33.0,,0.33,31.020000000000003
2021-09-12,93,33.0,,0.33,30.69
2021-09-13,90,33.0,,0.33,29.700000000000003
2021-09-14,86,33.0,,0.33,28.380000000000003
2021-09-15,87,33.0,,0.33,28.71
2021-09-16,88,33.0,,0.33,29.040000000000003
2021-09-17,89,33.0,,0.33,29.37
2021-09-18,95,33.0,,0.33,31.35
2021-09-19,96,33.0,,0.33,31.68
2021-09-20,89,33.0,,0.33,29.37
2021-09-21,95,33.0,,0.33,31.35
2021-09-22,90,33.0,,0.33,29.700000000000003
2021-09-23,88,33.0,,0.33,29.040000000000003
2021-09-24,86,33.0,,0.33,28.380000000000003
2021-09-25,92,33.0,,0.33,30.360000000000003
2021-09-26,93,33.0,,0.33,30.69
2021-09-27,87,33.0,,0.33,28.71
2021-09-28,86,33.0,,0.33,28.380000000000003
2021-09-29,85,33.0,,0.33,28.05
2021-09-30,85,33.0,,0.33,28.05
2021-10-01,74,38.0,False,0.38,28.12
2021-10-02,74,38.0,,0.38,28.12
2021-10-03,77,38.0,,0.38,29.26
2021-10-04,74,38.0,,0.38,28.12
2021-10-05,76,38.0,,0.38,28.88
2021-10-06,74,38.0,,0.38,28.12
2021-10-07,76,38.0,,0.38,28.88
2021-10-08,78,38.0,,0.38,29.64
2021-10-09,81,38.0,,0.38,30.78
2021-10-10,83,38.0,,0.38,31.54
2021-10-11,82,38.0,,0.38,31.16
2021-10-12,80,38.0,,0.38,30.4
2021-10-13,85,38.0,,0.38,32.3
2021-10-14,82,38.0,,0.38,31.16
2021-10-15,85,38.0,,0.38,32.3
2021-10-16,87,38.0,,0.38,33.06
2021-10-17,87,38.0,,0.38,33.06
2021-10-18,80,38.0,,0.38,30.4
2021-10-19,87,38.0,,0.38,33.06
2021-10-20,83,38.0,,0.38,31.54
2021-10-21,82,38.0,,0.38,31.16
2021-10-22,84,38.0,,0.38,31.92
2021-10-23,89,38.0,,0.38,33.82
2021-10-24,86,38.0,,0.38,32.68
2021-10-25,82,38.0,,0.38,31.16
2021-10-26,83,38.0,,0.38,31.54
2021-10-27,83,38.0,,0.38,31.54
2021-10-28,84,38.0,,0.38,31.92
2021-10-29,84,38.0,,0.38,31.92
2021-10-30,88,38.0,,0.38,33.44
2021-10-31,100,38.0,,0.38,38.0
2021-11-01,97,39.0,False,0.39,37.83
2021-11-02,98,39.0,,0.39,38.22
2021-11-03,84,39.0,,0.39,32.76
2021-11-04,89,39.0,,0.39,34.71
2021-11-05,87,39.0,,0.39,33.93
2021-11-06,91,39.0,,0.39,35.49
2021-11-07,100,39.0,,0.39,39.0
2021-11-08,83,39.0,,0.39,32.370000000000005
2021-11-09,85,39.0,,0.39,33.15
2021-11-10,84,39.0,,0.39,32.76
2021-11-11,86,39.0,,0.39,33.54
2021-11-12,82,39.0,,0.39,31.98
2021-11-13,85,39.0,,0.39,33.15
2021-11-14,86,39.0,,0.39,33.54
2021-11-15,80,39.0,,0.39,31.200000000000003
2021-11-16,83,39.0,,0.39,32.370000000000005
2021-11-17,79,39.0,,0.39,30.810000000000002
2021-11-18,82,39.0,,0.39,31.98
2021-11-19,78,39.0,,0.39,30.42
2021-11-20,83,39.0,,0.39,32.370000000000005
2021-11-21,87,39.0,,0.39,33.93
2021-11-22,79,39.0,,0.39,30.810000000000002
2021-11-23,81,39.0,,0.39,31.59
2021-11-24,78,39.0,,0.39,30.42
2021-11-25,75,39.0,,0.39,29.25
2021-11-26,79,39.0,,0.39,30.810000000000002
2021-11-27,85,39.0,,0.39,33.15
2021-11-28,84,39.0,,0.39,32.76
2021-11-29,76,39.0,,0.39,29.64
2021-11-30,77,39.0,,0.39,30.03
2021-12-01,83,36.0,False,0.36,29.88
2021-12-02,82,36.0,,0.36,29.52
2021-12-03,82,36.0,,0.36,29.52
2021-12-04,87,36.0,,0.36,31.32
2021-12-05,91,36.0,,0.36,32.76
2021-12-06,84,36.0,,0.36,30.24
2021-12-07,86,36.0,,0.36,30.959999999999997
2021-12-08,86,36.0,,0.36,30.959999999999997
2021-12-09,85,36.0,,0.36,30.599999999999998
2021-12-10,85,36.0,,0.36,30.599999999999998
2021-12-11,91,36.0,,0.36,32.76
2021-12-12,89,36.0,,0.36,32.04
2021-12-13,84,36.0,,0.36,30.24
2021-12-14,86,36.0,,0.36,30.959999999999997
2021-12-15,82,36.0,,0.36,29.52
2021-12-16,87,36.0,,0.36,31.32
2021-12-17,85,36.0,,0.36,30.599999999999998
2021-12-18,92,36.0,,0.36,33.12
2021-12-19,88,36.0,,0.36,31.68
2021-12-20,85,36.0,,0.36,30.599999999999998
2021-12-21,83,36.0,,0.36,29.88
2021-12-22,83,36.0,,0.36,29.88
2021-12-23,86,36.0,,0.36,30.959999999999997
2021-12-24,88,36.0,,0.36,31.68
2021-12-25,99,36.0,,0.36,35.64
2021-12-26,100,36.0,,0.36,36.0
2021-12-27,100,36.0,,0.36,36.0
2021-12-28,98,36.0,,0.36,35.28
2021-12-29,91,36.0,,0.36,32.76
2021-12-30,92,36.0,,0.36,33.12
2021-12-31,94,36.0,,0.36,33.839999999999996
