date,X_unscaled,X_monthly,isPartial,scale,X
2016-07-22,95,67.0,,0.67,63.650000000000006
2016-07-23,94,67.0,,0.67,62.980000000000004
2016-07-24,96,67.0,,0.67,64.32000000000001
2016-07-25,90,67.0,,0.67,60.300000000000004
2016-07-26,89,67.0,,0.67,59.63
2016-07-27,90,67.0,,0.67,60.300000000000004
2016-07-28,90,67.0,,0.67,60.300000000000004
2016-07-29,87,67.0,,0.67,58.290000000000006
2016-07-30,91,67.0,,0.67,60.970000000000006
2016-07-31,96,67.0,,0.67,64.32000000000001
2016-08-01,93,61.0,False,0.61,56.73
2016-08-02,93,61.0,,0.61,56.73
2016-08-03,94,61.0,,0.61,57.339999999999996
2016-08-04,99,61.0,,0.61,60.39
2016-08-05,94,61.0,,0.61,57.339999999999996
2016-08-06,93,61.0,,0.61,56.73
2016-08-07,95,61.0,,0.61,57.949999999999996
2016-08-08,94,61.0,,0.61,57.339999999999996
2016-08-09,91,61.0,,0.61,55.51
2016-08-10,88,61.0,,0.61,53.68
2016-08-11,88,61.0,,0.61,53.68
2016-08-12,83,61.0,,0.61,50.629999999999995
2016-08-13,90,61.0,,0.61,54.9
2016-08-14,99,61.0,,0.61,60.39
2016-08-15,86,61.0,,0.61,52.46
2016-08-16,87,61.0,,0.61,53.07
2016-08-17,85,61.0,,0.61,51.85
2016-08-18,87,61.0,,0.61,53.07
2016-08-19,89,61.0,,0.61,54.29
2016-08-20,99,61.0,,0.61,60.39
2016-08-21,95,61.0,,0.61,57.949999999999996
2016-08-22,87,61.0,,0.61,53.07
2016-08-23,92,61.0,,0.61,56.12
2016-08-24,89,61.0,,0.61,54.29
2016-08-25,91,61.0,,0.61,55.51
2016-08-26,88,61.0,,0.61,53.68
2016-08-27,91,61.0,,0.61,55.51
2016-08-28,100,61.0,,0.61,61.0
2016-08-29,92,61.0,,0.61,56.12
2016-08-30,91,61.0,,0.61,55.51
2016-08-31,92,61.0,,0.61,56.12
2016-09-01,95,63.0,False,0.63,59.85
2016-09-02,90,63.0,,0.63,56.7
2016-09-03,88,63.0,,0.63,55.44
2016-09-04,98,63.0,,0.63,61.74
2016-09-05,100,63.0,,0.63,63.0
2016-09-06,92,63.0,,0.63,57.96
2016-09-07,85,63.0,,0.63,53.55
2016-09-08,88,63.0,,0.63,55.44
2016-09-09,87,63.0,,0.63,54.81
2016-09-10,94,63.0,,0.63,59.22
2016-09-11,93,63.0,,0.63,58.59
2016-09-12,89,63.0,,0.63,56.07
2016-09-13,90,63.0,,0.63,56.7
2016-09-14,89,63.0,,0.63,56.07
2016-09-15,88,63.0,,0.63,55.44
2016-09-16,87,63.0,,0.63,54.81
2016-09-17,89,63.0,,0.63,56.07
2016-09-18,95,63.0,,0.63,59.85
2016-09-19,91,63.0,,0.63,57.33
2016-09-20,91,63.0,,0.63,57.33
2016-09-21,92,63.0,,0.63,57.96
2016-09-22,97,63.0,,0.63,61.11
2016-09-23,86,63.0,,0.63,54.18
2016-09-24,86,63.0,,0.63,54.18
2016-09-25,91,63.0,,0.63,57.33
2016-09-26,91,63.0,,0.63,57.33
2016-09-27,86,63.0,,0.63,54.18
2016-09-28,90,63.0,,0.63,56.7
2016-09-29,91,63.0,,0.63,57.33
2016-09-30,86,63.0,,0.63,54.18
2016-10-01,96,64.0,False,0.64,61.44
2016-10-02,100,64.0,,0.64,64.0
2016-10-03,94,64.0,,0.64,60.160000000000004
2016-10-04,97,64.0,,0.64,62.08
2016-10-05,93,64.0,,0.64,59.52
2016-10-06,95,64.0,,0.64,60.800000000000004
2016-10-07,89,64.0,,0.64,56.96
2016-10-08,95,64.0,,0.64,60.800000000000004
2016-10-09,97,64.0,,0.64,62.08
2016-10-10,92,64.0,,0.64,58.88
2016-10-11,93,64.0,,0.64,59.52
2016-10-12,95,64.0,,0.64,60.800000000000004
2016-10-13,92,64.0,,0.64,58.88
2016-10-14,90,64.0,,0.64,57.6
2016-10-15,92,64.0,,0.64,58.88
2016-10-16,97,64.0,,0.64,62.08
2016-10-17,97,64.0,,0.64,62.08
2016-10-18,97,64.0,,0.64,62.08
2016-10-19,91,64.0,,0.64,58.24
2016-10-20,94,64.0,,0.64,60.160000000000004
2016-10-21,90,64.0,,0.64,57.6
2016-10-22,91,64.0,,0.64,58.24
2016-10-23,97,64.0,,0.64,62.08
2016-10-24,92,64.0,,0.64,58.88
2016-10-25,91,64.0,,0.64,58.24
2016-10-26,91,64.0,,0.64,58.24
2016-10-27,90,64.0,,0.64,57.6
2016-10-28,85,64.0,,0.64,54.4
2016-10-29,92,64.0,,0.64,58.88
2016-10-30,94,64.0,,0.64,60.160000000000004
2016-10-31,89,64.0,,0.64,56.96
2016-11-01,88,62.0,False,0.62,54.56
2016-11-02,89,62.0,,0.62,55.18
2016-11-03,87,62.0,,0.62,53.94
2016-11-04,86,62.0,,0.62,53.32
2016-11-05,91,62.0,,0.62,56.42
2016-11-06,94,62.0,,0.62,58.28
2016-11-07,87,62.0,,0.62,53.94
2016-11-08,83,62.0,,0.62,51.46
2016-11-09,64,62.0,,0.62,39.68
2016-11-10,85,62.0,,0.62,52.7
2016-11-11,86,62.0,,0.62,53.32
2016-11-12,87,62.0,,0.62,53.94
2016-11-13,93,62.0,,0.62,57.66
2016-11-14,90,62.0,,0.62,55.8
2016-11-15,89,62.0,,0.62,55.18
2016-11-16,91,62.0,,0.62,56.42
2016-11-17,91,62.0,,0.62,56.42
2016-11-18,88,62.0,,0.62,54.56
2016-11-19,91,62.0,,0.62,56.42
2016-11-20,93,62.0,,0.62,57.66
2016-11-21,88,62.0,,0.62,54.56
2016-11-22,89,62.0,,0.62,55.18
2016-11-23,89,62.0,,0.62,55.18
2016-11-24,90,62.0,,0.62,55.8
2016-11-25,93,62.0,,0.62,57.66
2016-11-26,96,62.0,,0.62,59.519999999999996
2016-11-27,100,62.0,,0.62,62.0
2016-11-28,93,62.0,,0.62,57.66
2016-11-29,94,62.0,,0.62,58.28
2016-11-30,94,62.0,,0.62,58.28
2016-12-01,93,61.0,False,0.61,56.73
2016-12-02,87,61.0,,0.61,53.07
2016-12-03,95,61.0,,0.61,57.949999999999996
2016-12-04,98,61.0,,0.61,59.78
2016-12-05,95,61.0,,0.61,57.949999999999996
2016-12-06,92,61.0,,0.61,56.12
2016-12-07,90,61.0,,0.61,54.9
2016-12-08,92,61.0,,0.61,56.12
2016-12-09,90,61.0,,0.61,54.9
2016-12-10,96,61.0,,0.61,58.56
2016-12-11,100,61.0,,0.61,61.0
2016-12-12,93,61.0,,0.61,56.73
2016-12-13,91,61.0,,0.61,55.51
2016-12-14,90,61.0,,0.61,54.9
2016-12-15,92,61.0,,0.61,56.12
2016-12-16,87,61.0,,0.61,53.07
2016-12-17,90,61.0,,0.61,54.9
2016-12-18,91,61.0,,0.61,55.51
2016-12-19,87,61.0,,0.61,53.07
2016-12-20,88,61.0,,0.61,53.68
2016-12-21,86,61.0,,0.61,52.46
2016-12-22,88,61.0,,0.61,53.68
2016-12-23,86,61.0,,0.61,52.46
2016-12-24,82,61.0,,0.61,50.019999999999996
2016-12-25,86,61.0,,0.61,52.46
2016-12-26,87,61.0,,0.61,53.07
2016-12-27,89,61.0,,0.61,54.29
2016-12-28,90,61.0,,0.61,54.9
2016-12-29,87,61.0,,0.61,53.07
2016-12-30,87,61.0,,0.61,53.07
2016-12-31,86,61.0,,0.61,52.46
2017-01-01,74,61.0,False,0.61,45.14
2017-01-02,81,61.0,,0.61,49.41
2017-01-03,75,61.0,,0.61,45.75
2017-01-04,77,61.0,,0.61,46.97
2017-01-05,80,61.0,,0.61,48.8
2017-01-06,75,61.0,,0.61,45.75
2017-01-07,79,61.0,,0.61,48.19
2017-01-08,82,61.0,,0.61,50.019999999999996
2017-01-09,80,61.0,,0.61,48.8
2017-01-10,75,61.0,,0.61,45.75
2017-01-11,78,61.0,,0.61,47.58
2017-01-12,78,61.0,,0.61,47.58
2017-01-13,75,61.0,,0.61,45.75
2017-01-14,86,61.0,,0.61,52.46
2017-01-15,82,61.0,,0.61,50.019999999999996
2017-01-16,81,61.0,,0.61,49.41
2017-01-17,83,61.0,,0.61,50.629999999999995
2017-01-18,83,61.0,,0.61,50.629999999999995
2017-01-19,86,61.0,,0.61,52.46
2017-01-20,80,61.0,,0.61,48.8
2017-01-21,83,61.0,,0.61,50.629999999999995
2017-01-22,90,61.0,,0.61,54.9
2017-01-23,84,61.0,,0.61,51.24
2017-01-24,85,61.0,,0.61,51.85
2017-01-25,83,61.0,,0.61,50.629999999999995
2017-01-26,82,61.0,,0.61,50.019999999999996
2017-01-27,85,61.0,,0.61,51.85
2017-01-28,93,61.0,,0.61,56.73
2017-01-29,100,61.0,,0.61,61.0
2017-01-30,86,61.0,,0.61,52.46
2017-01-31,84,61.0,,0.61,51.24
2017-02-01,90,61.0,False,0.61,54.9
2017-02-02,86,61.0,,0.61,52.46
2017-02-03,88,61.0,,0.61,53.68
2017-02-04,92,61.0,,0.61,56.12
2017-02-05,93,61.0,,0.61,56.73
2017-02-06,87,61.0,,0.61,53.07
2017-02-07,91,61.0,,0.61,55.51
2017-02-08,91,61.0,,0.61,55.51
2017-02-09,92,61.0,,0.61,56.12
2017-02-10,90,61.0,,0.61,54.9
2017-02-11,95,61.0,,0.61,57.949999999999996
2017-02-12,88,61.0,,0.61,53.68
2017-02-13,89,61.0,,0.61,54.29
2017-02-14,86,61.0,,0.61,52.46
2017-02-15,91,61.0,,0.61,55.51
2017-02-16,91,61.0,,0.61,55.51
2017-02-17,89,61.0,,0.61,54.29
2017-02-18,93,61.0,,0.61,56.73
2017-02-19,100,61.0,,0.61,61.0
2017-02-20,95,61.0,,0.61,57.949999999999996
2017-02-21,94,61.0,,0.61,57.339999999999996
2017-02-22,91,61.0,,0.61,55.51
2017-02-23,94,61.0,,0.61,57.339999999999996
2017-02-24,86,61.0,,0.61,52.46
2017-02-25,90,61.0,,0.61,54.9
2017-02-26,94,61.0,,0.61,57.339999999999996
2017-02-27,91,61.0,,0.61,55.51
2017-02-28,92,61.0,,0.61,56.12
2017-03-01,77,64.0,False,0.64,49.28
2017-03-02,79,64.0,,0.64,50.56
2017-03-03,79,64.0,,0.64,50.56
2017-03-04,83,64.0,,0.64,53.120000000000005
2017-03-05,100,64.0,,0.64,64.0
2017-03-06,85,64.0,,0.64,54.4
2017-03-07,81,64.0,,0.64,51.84
2017-03-08,81,64.0,,0.64,51.84
2017-03-09,76,64.0,,0.64,48.64
2017-03-10,77,64.0,,0.64,49.28
2017-03-11,83,64.0,,0.64,53.120000000000005
2017-03-12,87,64.0,,0.64,55.68
2017-03-13,81,64.0,,0.64,51.84
2017-03-14,78,64.0,,0.64,49.92
2017-03-15,77,64.0,,0.64,49.28
2017-03-16,75,64.0,,0.64,48.0
2017-03-17,73,64.0,,0.64,46.72
2017-03-18,74,64.0,,0.64,47.36
2017-03-19,84,64.0,,0.64,53.76
2017-03-20,78,64.0,,0.64,49.92
2017-03-21,76,64.0,,0.64,48.64
2017-03-22,78,64.0,,0.64,49.92
2017-03-23,75,64.0,,0.64,48.0
2017-03-24,73,64.0,,0.64,46.72
2017-03-25,76,64.0,,0.64,48.64
2017-03-26,79,64.0,,0.64,50.56
2017-03-27,75,64.0,,0.64,48.0
2017-03-28,77,64.0,,0.64,49.28
2017-03-29,76,64.0,,0.64,48.64
2017-03-30,81,64.0,,0.64,51.84
2017-03-31,74,64.0,,0.64,47.36
2017-04-01,91,60.0,False,0.6,54.6
2017-04-02,100,60.0,,0.6,60.0
2017-04-03,91,60.0,,0.6,54.6
2017-04-04,92,60.0,,0.6,55.199999999999996
2017-04-05,89,60.0,,0.6,53.4
2017-04-06,89,60.0,,0.6,53.4
2017-04-07,88,60.0,,0.6,52.8
2017-04-08,100,60.0,,0.6,60.0
2017-04-09,97,60.0,,0.6,58.199999999999996
2017-04-10,94,60.0,,0.6,56.4
2017-04-11,88,60.0,,0.6,52.8
2017-04-12,88,60.0,,0.6,52.8
2017-04-13,88,60.0,,0.6,52.8
2017-04-14,86,60.0,,0.6,51.6
2017-04-15,90,60.0,,0.6,54.0
2017-04-16,93,60.0,,0.6,55.8
2017-04-17,94,60.0,,0.6,56.4
2017-04-18,88,60.0,,0.6,52.8
2017-04-19,89,60.0,,0.6,53.4
2017-04-20,87,60.0,,0.6,52.199999999999996
2017-04-21,89,60.0,,0.6,53.4
2017-04-22,90,60.0,,0.6,54.0
2017-04-23,98,60.0,,0.6,58.8
2017-04-24,94,60.0,,0.6,56.4
2017-04-25,92,60.0,,0.6,55.199999999999996
2017-04-26,89,60.0,,0.6,53.4
2017-04-27,89,60.0,,0.6,53.4
2017-04-28,85,60.0,,0.6,51.0
2017-04-29,89,60.0,,0.6,53.4
2017-04-30,96,60.0,,0.6,57.599999999999994
2017-05-01,99,60.0,False,0.6,59.4
2017-05-02,94,60.0,,0.6,56.4
2017-05-03,94,60.0,,0.6,56.4
2017-05-04,96,60.0,,0.6,57.599999999999994
2017-05-05,94,60.0,,0.6,56.4
2017-05-06,92,60.0,,0.6,55.199999999999996
2017-05-07,98,60.0,,0.6,58.8
2017-05-08,100,60.0,,0.6,60.0
2017-05-09,95,60.0,,0.6,57.0
2017-05-10,94,60.0,,0.6,56.4
2017-05-11,94,60.0,,0.6,56.4
2017-05-12,91,60.0,,0.6,54.6
2017-05-13,93,60.0,,0.6,55.8
2017-05-14,95,60.0,,0.6,57.0
2017-05-15,99,60.0,,0.6,59.4
2017-05-16,92,60.0,,0.6,55.199999999999996
2017-05-17,91,60.0,,0.6,54.6
2017-05-18,88,60.0,,0.6,52.8
2017-05-19,88,60.0,,0.6,52.8
2017-05-20,94,60.0,,0.6,56.4
2017-05-21,97,60.0,,0.6,58.199999999999996
2017-05-22,97,60.0,,0.6,58.199999999999996
2017-05-23,93,60.0,,0.6,55.8
2017-05-24,91,60.0,,0.6,54.6
2017-05-25,89,60.0,,0.6,53.4
2017-05-26,90,60.0,,0.6,54.0
2017-05-27,90,60.0,,0.6,54.0
2017-05-28,90,60.0,,0.6,54.0
2017-05-29,96,60.0,,0.6,57.599999999999994
2017-05-30,93,60.0,,0.6,55.8
2017-05-31,92,60.0,,0.6,55.199999999999996
2017-06-01,66,61.0,False,0.61,40.26
2017-06-02,64,61.0,,0.61,39.04
2017-06-03,65,61.0,,0.61,39.65
2017-06-04,68,61.0,,0.61,41.48
2017-06-05,66,61.0,,0.61,40.26
2017-06-06,64,61.0,,0.61,39.04
2017-06-07,67,61.0,,0.61,40.87
2017-06-08,66,61.0,,0.61,40.26
2017-06-09,65,61.0,,0.61,39.65
2017-06-10,64,61.0,,0.61,39.04
2017-06-11,84,61.0,,0.61,51.24
2017-06-12,100,61.0,,0.61,61.0
2017-06-13,80,61.0,,0.61,48.8
2017-06-14,76,61.0,,0.61,46.36
2017-06-15,73,61.0,,0.61,44.53
2017-06-16,70,61.0,,0.61,42.699999999999996
2017-06-17,71,61.0,,0.61,43.31
2017-06-18,70,61.0,,0.61,42.699999999999996
2017-06-19,73,61.0,,0.61,44.53
2017-06-20,68,61.0,,0.61,41.48
2017-06-21,70,61.0,,0.61,42.699999999999996
2017-06-22,69,61.0,,0.61,42.089999999999996
2017-06-23,68,61.0,,0.61,41.48
2017-06-24,69,61.0,,0.61,42.089999999999996
2017-06-25,71,61.0,,0.61,43.31
2017-06-26,73,61.0,,0.61,44.53
2017-06-27,66,61.0,,0.61,40.26
2017-06-28,68,61.0,,0.61,41.48
2017-06-29,69,61.0,,0.61,42.089999999999996
2017-06-30,69,61.0,,0.61,42.089999999999996
2017-07-01,94,61.0,False,0.61,57.339999999999996
2017-07-02,98,61.0,,0.61,59.78
2017-07-03,99,61.0,,0.61,60.39
2017-07-04,98,61.0,,0.61,59.78
2017-07-05,91,61.0,,0.61,55.51
2017-07-06,91,61.0,,0.61,55.51
2017-07-07,87,61.0,,0.61,53.07
2017-07-08,90,61.0,,0.61,54.9
2017-07-09,96,61.0,,0.61,58.56
2017-07-10,98,61.0,,0.61,59.78
2017-07-11,92,61.0,,0.61,56.12
2017-07-12,95,61.0,,0.61,57.949999999999996
2017-07-13,93,61.0,,0.61,56.73
2017-07-14,92,61.0,,0.61,56.12
2017-07-15,96,61.0,,0.61,58.56
2017-07-16,100,61.0,,0.61,61.0
2017-07-17,94,61.0,,0.61,57.339999999999996
2017-07-18,92,61.0,,0.61,56.12
2017-07-19,94,61.0,,0.61,57.339999999999996
2017-07-20,92,61.0,,0.61,56.12
2017-07-21,93,61.0,,0.61,56.73
2017-07-22,91,61.0,,0.61,55.51
2017-07-23,94,61.0,,0.61,57.339999999999996
2017-07-24,91,61.0,,0.61,55.51
2017-07-25,89,61.0,,0.61,54.29
2017-07-26,88,61.0,,0.61,53.68
2017-07-27,88,61.0,,0.61,53.68
2017-07-28,89,61.0,,0.61,54.29
2017-07-29,95,61.0,,0.61,57.949999999999996
2017-07-30,93,61.0,,0.61,56.73
2017-07-31,88,61.0,,0.61,53.68
2017-08-01,86,60.0,False,0.6,51.6
2017-08-02,88,60.0,,0.6,52.8
2017-08-03,88,60.0,,0.6,52.8
2017-08-04,82,60.0,,0.6,49.199999999999996
2017-08-05,86,60.0,,0.6,51.6
2017-08-06,92,60.0,,0.6,55.199999999999996
2017-08-07,91,60.0,,0.6,54.6
2017-08-08,87,60.0,,0.6,52.199999999999996
2017-08-09,85,60.0,,0.6,51.0
2017-08-10,90,60.0,,0.6,54.0
2017-08-11,84,60.0,,0.6,50.4
2017-08-12,86,60.0,,0.6,51.6
2017-08-13,91,60.0,,0.6,54.6
2017-08-14,88,60.0,,0.6,52.8
2017-08-15,88,60.0,,0.6,52.8
2017-08-16,82,60.0,,0.6,49.199999999999996
2017-08-17,89,60.0,,0.6,53.4
2017-08-18,84,60.0,,0.6,50.4
2017-08-19,89,60.0,,0.6,53.4
2017-08-20,100,60.0,,0.6,60.0
2017-08-21,93,60.0,,0.6,55.8
2017-08-22,90,60.0,,0.6,54.0
2017-08-23,91,60.0,,0.6,54.6
2017-08-24,89,60.0,,0.6,53.4
2017-08-25,84,60.0,,0.6,50.4
2017-08-26,85,60.0,,0.6,51.0
2017-08-27,82,60.0,,0.6,49.199999999999996
2017-08-28,88,60.0,,0.6,52.8
2017-08-29,88,60.0,,0.6,52.8
2017-08-30,87,60.0,,0.6,52.199999999999996
2017-08-31,88,60.0,,0.6,52.8
2017-09-01,24,86.0,False,0.86,20.64
2017-09-02,24,86.0,,0.86,20.64
2017-09-03,26,86.0,,0.86,22.36
2017-09-04,26,86.0,,0.86,22.36
2017-09-05,25,86.0,,0.86,21.5
2017-09-06,24,86.0,,0.86,20.64
2017-09-07,24,86.0,,0.86,20.64
2017-09-08,22,86.0,,0.86,18.919999999999998
2017-09-09,23,86.0,,0.86,19.78
2017-09-10,25,86.0,,0.86,21.5
2017-09-11,26,86.0,,0.86,22.36
2017-09-12,91,86.0,,0.86,78.26
2017-09-13,100,86.0,,0.86,86.0
2017-09-14,56,86.0,,0.86,48.16
2017-09-15,46,86.0,,0.86,39.56
2017-09-16,42,86.0,,0.86,36.12
2017-09-17,38,86.0,,0.86,32.68
2017-09-18,35,86.0,,0.86,30.099999999999998
2017-09-19,34,86.0,,0.86,29.24
2017-09-20,36,86.0,,0.86,30.96
2017-09-21,34,86.0,,0.86,29.24
2017-09-22,35,86.0,,0.86,30.099999999999998
2017-09-23,36,86.0,,0.86,30.96
2017-09-24,35,86.0,,0.86,30.099999999999998
2017-09-25,32,86.0,,0.86,27.52
2017-09-26,31,86.0,,0.86,26.66
2017-09-27,30,86.0,,0.86,25.8
2017-09-28,30,86.0,,0.86,25.8
2017-09-29,29,86.0,,0.86,24.94
2017-09-30,29,86.0,,0.86,24.94
2017-10-01,47,78.0,False,0.78,36.660000000000004
2017-10-02,44,78.0,,0.78,34.32
2017-10-03,46,78.0,,0.78,35.88
2017-10-04,46,78.0,,0.78,35.88
2017-10-05,46,78.0,,0.78,35.88
2017-10-06,44,78.0,,0.78,34.32
2017-10-07,45,78.0,,0.78,35.1
2017-10-08,46,78.0,,0.78,35.88
2017-10-09,45,78.0,,0.78,35.1
2017-10-10,44,78.0,,0.78,34.32
2017-10-11,44,78.0,,0.78,34.32
2017-10-12,45,78.0,,0.78,35.1
2017-10-13,42,78.0,,0.78,32.76
2017-10-14,44,78.0,,0.78,34.32
2017-10-15,47,78.0,,0.78,36.660000000000004
2017-10-16,49,78.0,,0.78,38.22
2017-10-17,48,78.0,,0.78,37.44
2017-10-18,46,78.0,,0.78,35.88
2017-10-19,50,78.0,,0.78,39.0
2017-10-20,46,78.0,,0.78,35.88
2017-10-21,46,78.0,,0.78,35.88
2017-10-22,49,78.0,,0.78,38.22
2017-10-23,51,78.0,,0.78,39.78
2017-10-24,52,78.0,,0.78,40.56
2017-10-25,51,78.0,,0.78,39.78
2017-10-26,58,78.0,,0.78,45.24
2017-10-27,100,78.0,,0.78,78.0
2017-10-28,66,78.0,,0.78,51.480000000000004
2017-10-29,61,78.0,,0.78,47.58
2017-10-30,59,78.0,,0.78,46.02
2017-10-31,58,78.0,,0.78,45.24
2017-11-01,61,96.0,False,0.96,58.559999999999995
2017-11-02,63,96.0,,0.96,60.48
2017-11-03,93,96.0,,0.96,89.28
2017-11-04,100,96.0,,0.96,96.0
2017-11-05,84,96.0,,0.96,80.64
2017-11-06,78,96.0,,0.96,74.88
2017-11-07,80,96.0,,0.96,76.8
2017-11-08,73,96.0,,0.96,70.08
2017-11-09,69,96.0,,0.96,66.24
2017-11-10,69,96.0,,0.96,66.24
2017-11-11,69,96.0,,0.96,66.24
2017-11-12,68,96.0,,0.96,65.28
2017-11-13,64,96.0,,0.96,61.44
2017-11-14,63,96.0,,0.96,60.48
2017-11-15,65,96.0,,0.96,62.4
2017-11-16,63,96.0,,0.96,60.48
2017-11-17,59,96.0,,0.96,56.64
2017-11-18,62,96.0,,0.96,59.519999999999996
2017-11-19,64,96.0,,0.96,61.44
2017-11-20,62,96.0,,0.96,59.519999999999996
2017-11-21,62,96.0,,0.96,59.519999999999996
2017-11-22,63,96.0,,0.96,60.48
2017-11-23,68,96.0,,0.96,65.28
2017-11-24,73,96.0,,0.96,70.08
2017-11-25,67,96.0,,0.96,64.32
2017-11-26,67,96.0,,0.96,64.32
2017-11-27,63,96.0,,0.96,60.48
2017-11-28,65,96.0,,0.96,62.4
2017-11-29,63,96.0,,0.96,60.48
2017-11-30,60,96.0,,0.96,57.599999999999994
2017-12-01,74,83.0,False,0.83,61.419999999999995
2017-12-02,79,83.0,,0.83,65.57
2017-12-03,79,83.0,,0.83,65.57
2017-12-04,74,83.0,,0.83,61.419999999999995
2017-12-05,75,83.0,,0.83,62.25
2017-12-06,71,83.0,,0.83,58.93
2017-12-07,71,83.0,,0.83,58.93
2017-12-08,71,83.0,,0.83,58.93
2017-12-09,78,83.0,,0.83,64.74
2017-12-10,80,83.0,,0.83,66.39999999999999
2017-12-11,71,83.0,,0.83,58.93
2017-12-12,71,83.0,,0.83,58.93
2017-12-13,70,83.0,,0.83,58.099999999999994
2017-12-14,70,83.0,,0.83,58.099999999999994
2017-12-15,69,83.0,,0.83,57.269999999999996
2017-12-16,76,83.0,,0.83,63.08
2017-12-17,75,83.0,,0.83,62.25
2017-12-18,72,83.0,,0.83,59.76
2017-12-19,69,83.0,,0.83,57.269999999999996
2017-12-20,70,83.0,,0.83,58.099999999999994
2017-12-21,71,83.0,,0.83,58.93
2017-12-22,71,83.0,,0.83,58.93
2017-12-23,100,83.0,,0.83,83.0
2017-12-24,79,83.0,,0.83,65.57
2017-12-25,88,83.0,,0.83,73.03999999999999
2017-12-26,85,83.0,,0.83,70.55
2017-12-27,83,83.0,,0.83,68.89
2017-12-28,75,83.0,,0.83,62.25
2017-12-29,72,83.0,,0.83,59.76
2017-12-30,73,83.0,,0.83,60.589999999999996
2017-12-31,70,83.0,,0.83,58.099999999999994
2018-01-01,87,79.0,False,0.79,68.73
