date,IWM_unscaled,IWM_monthly,isPartial,scale,IWM
2017-01-20,57,41.0,,0.41,23.369999999999997
2017-01-21,20,41.0,,0.41,8.2
2017-01-22,13,41.0,,0.41,5.33
2017-01-23,55,41.0,,0.41,22.549999999999997
2017-01-24,63,41.0,,0.41,25.83
2017-01-25,85,41.0,,0.41,34.85
2017-01-26,68,41.0,,0.41,27.88
2017-01-27,100,41.0,,0.41,41.0
2017-01-28,27,41.0,,0.41,11.069999999999999
2017-01-29,21,41.0,,0.41,8.61
2017-01-30,61,41.0,,0.41,25.009999999999998
2017-01-31,96,41.0,,0.41,39.36
2017-02-01,37,41.0,False,0.41,15.17
2017-02-02,32,41.0,,0.41,13.12
2017-02-03,90,41.0,,0.41,36.9
2017-02-04,39,41.0,,0.41,15.989999999999998
2017-02-05,6,41.0,,0.41,2.46
2017-02-06,94,41.0,,0.41,38.54
2017-02-07,48,41.0,,0.41,19.68
2017-02-08,44,41.0,,0.41,18.04
2017-02-09,49,41.0,,0.41,20.09
2017-02-10,74,41.0,,0.41,30.34
2017-02-11,27,41.0,,0.41,11.069999999999999
2017-02-12,7,41.0,,0.41,2.8699999999999997
2017-02-13,85,41.0,,0.41,34.85
2017-02-14,55,41.0,,0.41,22.549999999999997
2017-02-15,100,41.0,,0.41,41.0
2017-02-16,65,41.0,,0.41,26.65
2017-02-17,61,41.0,,0.41,25.009999999999998
2017-02-18,13,41.0,,0.41,5.33
2017-02-19,14,41.0,,0.41,5.739999999999999
2017-02-20,6,41.0,,0.41,2.46
2017-02-21,49,41.0,,0.41,20.09
2017-02-22,70,41.0,,0.41,28.7
2017-02-23,49,41.0,,0.41,20.09
2017-02-24,34,41.0,,0.41,13.94
2017-02-25,26,41.0,,0.41,10.66
2017-02-26,6,41.0,,0.41,2.46
2017-02-27,45,41.0,,0.41,18.45
2017-02-28,67,41.0,,0.41,27.47
2017-03-01,100,53.0,False,0.53,53.0
2017-03-02,66,53.0,,0.53,34.980000000000004
2017-03-03,64,53.0,,0.53,33.92
2017-03-04,12,53.0,,0.53,6.36
2017-03-05,17,53.0,,0.53,9.01
2017-03-06,73,53.0,,0.53,38.690000000000005
2017-03-07,68,53.0,,0.53,36.04
2017-03-08,38,53.0,,0.53,20.14
2017-03-09,86,53.0,,0.53,45.580000000000005
2017-03-10,74,53.0,,0.53,39.22
2017-03-11,23,53.0,,0.53,12.190000000000001
2017-03-12,16,53.0,,0.53,8.48
2017-03-13,50,53.0,,0.53,26.5
2017-03-14,63,53.0,,0.53,33.39
2017-03-15,79,53.0,,0.53,41.870000000000005
2017-03-16,34,53.0,,0.53,18.02
2017-03-17,31,53.0,,0.53,16.43
2017-03-18,6,53.0,,0.53,3.18
2017-03-19,23,53.0,,0.53,12.190000000000001
2017-03-20,39,53.0,,0.53,20.67
2017-03-21,88,53.0,,0.53,46.64
2017-03-22,69,53.0,,0.53,36.57
2017-03-23,94,53.0,,0.53,49.82
2017-03-24,61,53.0,,0.53,32.33
2017-03-25,24,53.0,,0.53,12.72
2017-03-26,18,53.0,,0.53,9.540000000000001
2017-03-27,87,53.0,,0.53,46.11
2017-03-28,79,53.0,,0.53,41.870000000000005
2017-03-29,59,53.0,,0.53,31.270000000000003
2017-03-30,80,53.0,,0.53,42.400000000000006
2017-03-31,59,53.0,,0.53,31.270000000000003
2017-04-01,29,42.0,False,0.42,12.18
2017-04-02,7,42.0,,0.42,2.94
2017-04-03,64,42.0,,0.42,26.88
2017-04-04,47,42.0,,0.42,19.74
2017-04-05,53,42.0,,0.42,22.259999999999998
2017-04-06,94,42.0,,0.42,39.48
2017-04-07,91,42.0,,0.42,38.22
2017-04-08,7,42.0,,0.42,2.94
2017-04-09,14,42.0,,0.42,5.88
2017-04-10,54,42.0,,0.42,22.68
2017-04-11,60,42.0,,0.42,25.2
2017-04-12,96,42.0,,0.42,40.32
2017-04-13,97,42.0,,0.42,40.74
2017-04-14,13,42.0,,0.42,5.46
2017-04-15,7,42.0,,0.42,2.94
2017-04-16,16,42.0,,0.42,6.72
2017-04-17,48,42.0,,0.42,20.16
2017-04-18,70,42.0,,0.42,29.4
2017-04-19,59,42.0,,0.42,24.779999999999998
2017-04-20,71,42.0,,0.42,29.82
2017-04-21,100,42.0,,0.42,42.0
2017-04-22,22,42.0,,0.42,9.24
2017-04-23,22,42.0,,0.42,9.24
2017-04-24,94,42.0,,0.42,39.48
2017-04-25,70,42.0,,0.42,29.4
2017-04-26,63,42.0,,0.42,26.459999999999997
2017-04-27,65,42.0,,0.42,27.3
2017-04-28,54,42.0,,0.42,22.68
2017-04-29,7,42.0,,0.42,2.94
2017-04-30,29,42.0,,0.42,12.18
2017-05-01,36,44.0,False,0.44,15.84
2017-05-02,49,44.0,,0.44,21.56
2017-05-03,69,44.0,,0.44,30.36
2017-05-04,28,44.0,,0.44,12.32
2017-05-05,58,44.0,,0.44,25.52
2017-05-06,0,44.0,,0.44,0.0
2017-05-07,17,44.0,,0.44,7.48
2017-05-08,47,44.0,,0.44,20.68
2017-05-09,14,44.0,,0.44,6.16
2017-05-10,61,44.0,,0.44,26.84
2017-05-11,43,44.0,,0.44,18.92
2017-05-12,54,44.0,,0.44,23.76
2017-05-13,6,44.0,,0.44,2.64
2017-05-14,6,44.0,,0.44,2.64
2017-05-15,39,44.0,,0.44,17.16
2017-05-16,85,44.0,,0.44,37.4
2017-05-17,90,44.0,,0.44,39.6
2017-05-18,100,44.0,,0.44,44.0
2017-05-19,41,44.0,,0.44,18.04
2017-05-20,6,44.0,,0.44,2.64
2017-05-21,18,44.0,,0.44,7.92
2017-05-22,45,44.0,,0.44,19.8
2017-05-23,63,44.0,,0.44,27.72
2017-05-24,30,44.0,,0.44,13.2
2017-05-25,40,44.0,,0.44,17.6
2017-05-26,76,44.0,,0.44,33.44
2017-05-27,13,44.0,,0.44,5.72
2017-05-28,13,44.0,,0.44,5.72
2017-05-29,18,44.0,,0.44,7.92
2017-05-30,65,44.0,,0.44,28.6
2017-05-31,30,44.0,,0.44,13.2
2017-06-01,61,49.0,False,0.49,29.89
2017-06-02,80,49.0,,0.49,39.2
2017-06-03,24,49.0,,0.49,11.76
2017-06-04,0,49.0,,0.49,0.0
2017-06-05,74,49.0,,0.49,36.26
2017-06-06,34,49.0,,0.49,16.66
2017-06-07,64,49.0,,0.49,31.36
2017-06-08,75,49.0,,0.49,36.75
2017-06-09,100,49.0,,0.49,49.0
2017-06-10,12,49.0,,0.49,5.88
2017-06-11,6,49.0,,0.49,2.94
2017-06-12,79,49.0,,0.49,38.71
2017-06-13,39,49.0,,0.49,19.11
2017-06-14,79,49.0,,0.49,38.71
2017-06-15,46,49.0,,0.49,22.54
2017-06-16,67,49.0,,0.49,32.83
2017-06-17,18,49.0,,0.49,8.82
2017-06-18,12,49.0,,0.49,5.88
2017-06-19,35,49.0,,0.49,17.15
2017-06-20,61,49.0,,0.49,29.89
2017-06-21,48,49.0,,0.49,23.52
2017-06-22,39,49.0,,0.49,19.11
2017-06-23,54,49.0,,0.49,26.46
2017-06-24,23,49.0,,0.49,11.27
2017-06-25,12,49.0,,0.49,5.88
2017-06-26,41,49.0,,0.49,20.09
2017-06-27,57,49.0,,0.49,27.93
2017-06-28,91,49.0,,0.49,44.589999999999996
2017-06-29,43,49.0,,0.49,21.07
2017-06-30,27,49.0,,0.49,13.23
2017-07-01,0,36.0,False,0.36,0.0
2017-07-02,38,36.0,,0.36,13.68
2017-07-03,54,36.0,,0.36,19.439999999999998
2017-07-04,37,36.0,,0.36,13.32
2017-07-05,53,36.0,,0.36,19.08
2017-07-06,43,36.0,,0.36,15.479999999999999
2017-07-07,89,36.0,,0.36,32.04
2017-07-08,22,36.0,,0.36,7.92
2017-07-09,15,36.0,,0.36,5.3999999999999995
2017-07-10,93,36.0,,0.36,33.48
2017-07-11,62,36.0,,0.36,22.32
2017-07-12,62,36.0,,0.36,22.32
2017-07-13,100,36.0,,0.36,36.0
2017-07-14,51,36.0,,0.36,18.36
2017-07-15,15,36.0,,0.36,5.3999999999999995
2017-07-16,0,36.0,,0.36,0.0
2017-07-17,50,36.0,,0.36,18.0
2017-07-18,43,36.0,,0.36,15.479999999999999
2017-07-19,37,36.0,,0.36,13.32
2017-07-20,43,36.0,,0.36,15.479999999999999
2017-07-21,51,36.0,,0.36,18.36
2017-07-22,7,36.0,,0.36,2.52
2017-07-23,14,36.0,,0.36,5.04
2017-07-24,12,36.0,,0.36,4.32
2017-07-25,56,36.0,,0.36,20.16
2017-07-26,61,36.0,,0.36,21.96
2017-07-27,67,36.0,,0.36,24.119999999999997
2017-07-28,44,36.0,,0.36,15.84
2017-07-29,7,36.0,,0.36,2.52
2017-07-30,15,36.0,,0.36,5.3999999999999995
2017-07-31,49,36.0,,0.36,17.64
2017-08-01,70,39.0,False,0.39,27.3
2017-08-02,61,39.0,,0.39,23.79
2017-08-03,77,39.0,,0.39,30.03
2017-08-04,74,39.0,,0.39,28.86
2017-08-05,15,39.0,,0.39,5.8500000000000005
2017-08-06,8,39.0,,0.39,3.12
2017-08-07,57,39.0,,0.39,22.23
2017-08-08,68,39.0,,0.39,26.52
2017-08-09,58,39.0,,0.39,22.62
2017-08-10,47,39.0,,0.39,18.330000000000002
2017-08-11,67,39.0,,0.39,26.130000000000003
2017-08-12,15,39.0,,0.39,5.8500000000000005
2017-08-13,23,39.0,,0.39,8.97
2017-08-14,33,39.0,,0.39,12.870000000000001
2017-08-15,72,39.0,,0.39,28.080000000000002
2017-08-16,39,39.0,,0.39,15.21
2017-08-17,59,39.0,,0.39,23.01
2017-08-18,85,39.0,,0.39,33.15
2017-08-19,8,39.0,,0.39,3.12
2017-08-20,0,39.0,,0.39,0.0
2017-08-21,49,39.0,,0.39,19.11
2017-08-22,71,39.0,,0.39,27.69
2017-08-23,45,39.0,,0.39,17.55
2017-08-24,58,39.0,,0.39,22.62
2017-08-25,39,39.0,,0.39,15.21
2017-08-26,22,39.0,,0.39,8.58
2017-08-27,7,39.0,,0.39,2.73
2017-08-28,64,39.0,,0.39,24.96
2017-08-29,100,39.0,,0.39,39.0
2017-08-30,44,39.0,,0.39,17.16
2017-08-31,57,39.0,,0.39,22.23
2017-09-01,53,36.0,False,0.36,19.08
2017-09-02,16,36.0,,0.36,5.76
2017-09-03,6,36.0,,0.36,2.16
2017-09-04,10,36.0,,0.36,3.5999999999999996
2017-09-05,13,36.0,,0.36,4.68
2017-09-06,35,36.0,,0.36,12.6
2017-09-07,36,36.0,,0.36,12.959999999999999
2017-09-08,45,36.0,,0.36,16.2
2017-09-09,16,36.0,,0.36,5.76
2017-09-10,0,36.0,,0.36,0.0
2017-09-11,22,36.0,,0.36,7.92
2017-09-12,45,36.0,,0.36,16.2
2017-09-13,49,36.0,,0.36,17.64
2017-09-14,64,36.0,,0.36,23.04
2017-09-15,42,36.0,,0.36,15.12
2017-09-16,16,36.0,,0.36,5.76
2017-09-17,11,36.0,,0.36,3.96
2017-09-18,22,36.0,,0.36,7.92
2017-09-19,36,36.0,,0.36,12.959999999999999
2017-09-20,49,36.0,,0.36,17.64
2017-09-21,68,36.0,,0.36,24.48
2017-09-22,37,36.0,,0.36,13.32
2017-09-23,22,36.0,,0.36,7.92
2017-09-24,0,36.0,,0.36,0.0
2017-09-25,36,36.0,,0.36,12.959999999999999
2017-09-26,36,36.0,,0.36,12.959999999999999
2017-09-27,100,36.0,,0.36,36.0
2017-09-28,36,36.0,,0.36,12.959999999999999
2017-09-29,60,36.0,,0.36,21.599999999999998
2017-09-30,0,36.0,,0.36,0.0
2017-10-01,16,37.0,False,0.37,5.92
2017-10-02,96,37.0,,0.37,35.519999999999996
2017-10-03,92,37.0,,0.37,34.04
2017-10-04,100,37.0,,0.37,37.0
2017-10-05,67,37.0,,0.37,24.79
2017-10-06,62,37.0,,0.37,22.94
2017-10-07,8,37.0,,0.37,2.96
2017-10-08,8,37.0,,0.37,2.96
2017-10-09,73,37.0,,0.37,27.009999999999998
2017-10-10,52,37.0,,0.37,19.24
2017-10-11,59,37.0,,0.37,21.83
2017-10-12,80,37.0,,0.37,29.6
2017-10-13,48,37.0,,0.37,17.759999999999998
2017-10-14,32,37.0,,0.37,11.84
2017-10-15,0,37.0,,0.37,0.0
2017-10-16,53,37.0,,0.37,19.61
2017-10-17,60,37.0,,0.37,22.2
2017-10-18,87,37.0,,0.37,32.19
2017-10-19,55,37.0,,0.37,20.35
2017-10-20,56,37.0,,0.37,20.72
2017-10-21,33,37.0,,0.37,12.209999999999999
2017-10-22,8,37.0,,0.37,2.96
2017-10-23,26,37.0,,0.37,9.62
2017-10-24,65,37.0,,0.37,24.05
2017-10-25,40,37.0,,0.37,14.8
2017-10-26,27,37.0,,0.37,9.99
2017-10-27,90,37.0,,0.37,33.3
2017-10-28,0,37.0,,0.37,0.0
2017-10-29,8,37.0,,0.37,2.96
2017-10-30,59,37.0,,0.37,21.83
2017-10-31,89,37.0,,0.37,32.93
2017-11-01,80,43.0,False,0.43,34.4
2017-11-02,76,43.0,,0.43,32.68
2017-11-03,49,43.0,,0.43,21.07
2017-11-04,22,43.0,,0.43,9.459999999999999
2017-11-05,14,43.0,,0.43,6.02
2017-11-06,24,43.0,,0.43,10.32
2017-11-07,71,43.0,,0.43,30.53
2017-11-08,76,43.0,,0.43,32.68
2017-11-09,83,43.0,,0.43,35.69
2017-11-10,51,43.0,,0.43,21.93
2017-11-11,14,43.0,,0.43,6.02
2017-11-12,7,43.0,,0.43,3.01
2017-11-13,64,43.0,,0.43,27.52
2017-11-14,82,43.0,,0.43,35.26
2017-11-15,47,43.0,,0.43,20.21
2017-11-16,94,43.0,,0.43,40.42
2017-11-17,49,43.0,,0.43,21.07
2017-11-18,36,43.0,,0.43,15.48
2017-11-19,29,43.0,,0.43,12.47
2017-11-20,49,43.0,,0.43,21.07
2017-11-21,100,43.0,,0.43,43.0
2017-11-22,59,43.0,,0.43,25.37
2017-11-23,14,43.0,,0.43,6.02
2017-11-24,41,43.0,,0.43,17.63
2017-11-25,49,43.0,,0.43,21.07
2017-11-26,28,43.0,,0.43,12.04
2017-11-27,39,43.0,,0.43,16.77
2017-11-28,75,43.0,,0.43,32.25
2017-11-29,76,43.0,,0.43,32.68
2017-11-30,89,43.0,,0.43,38.269999999999996
2017-12-01,84,46.0,False,0.46,38.64
2017-12-02,17,46.0,,0.46,7.82
2017-12-03,6,46.0,,0.46,2.7600000000000002
2017-12-04,46,46.0,,0.46,21.16
2017-12-05,100,46.0,,0.46,46.0
2017-12-06,46,46.0,,0.46,21.16
2017-12-07,70,46.0,,0.46,32.2
2017-12-08,90,46.0,,0.46,41.4
2017-12-09,6,46.0,,0.46,2.7600000000000002
2017-12-10,11,46.0,,0.46,5.0600000000000005
2017-12-11,50,46.0,,0.46,23.0
2017-12-12,50,46.0,,0.46,23.0
2017-12-13,78,46.0,,0.46,35.88
2017-12-14,71,46.0,,0.46,32.660000000000004
2017-12-15,83,46.0,,0.46,38.18
2017-12-16,40,46.0,,0.46,18.400000000000002
2017-12-17,11,46.0,,0.46,5.0600000000000005
2017-12-18,57,46.0,,0.46,26.220000000000002
2017-12-19,49,46.0,,0.46,22.540000000000003
2017-12-20,80,46.0,,0.46,36.800000000000004
2017-12-21,72,46.0,,0.46,33.120000000000005
2017-12-22,59,46.0,,0.46,27.14
2017-12-23,12,46.0,,0.46,5.5200000000000005
2017-12-24,12,46.0,,0.46,5.5200000000000005
2017-12-25,13,46.0,,0.46,5.98
2017-12-26,28,46.0,,0.46,12.88
2017-12-27,58,46.0,,0.46,26.68
2017-12-28,37,46.0,,0.46,17.02
2017-12-29,47,46.0,,0.46,21.62
2017-12-30,17,46.0,,0.46,7.82
2017-12-31,6,46.0,,0.46,2.7600000000000002
