date,IWM_unscaled,IWM_monthly,isPartial,scale,IWM
2019-09-02,30,41.0,,0.41,12.299999999999999
2019-09-03,52,41.0,,0.41,21.32
2019-09-04,58,41.0,,0.41,23.779999999999998
2019-09-05,85,41.0,,0.41,34.85
2019-09-06,53,41.0,,0.41,21.73
2019-09-07,6,41.0,,0.41,2.46
2019-09-08,25,41.0,,0.41,10.25
2019-09-09,63,41.0,,0.41,25.83
2019-09-10,90,41.0,,0.41,36.9
2019-09-11,69,41.0,,0.41,28.29
2019-09-12,90,41.0,,0.41,36.9
2019-09-13,85,41.0,,0.41,34.85
2019-09-14,32,41.0,,0.41,13.12
2019-09-15,12,41.0,,0.41,4.92
2019-09-16,67,41.0,,0.41,27.47
2019-09-17,73,41.0,,0.41,29.93
2019-09-18,99,41.0,,0.41,40.589999999999996
2019-09-19,100,41.0,,0.41,41.0
2019-09-20,38,41.0,,0.41,15.579999999999998
2019-09-21,25,41.0,,0.41,10.25
2019-09-22,6,41.0,,0.41,2.46
2019-09-23,47,41.0,,0.41,19.27
2019-09-24,74,41.0,,0.41,30.34
2019-09-25,37,41.0,,0.41,15.17
2019-09-26,49,41.0,,0.41,20.09
2019-09-27,33,41.0,,0.41,13.53
2019-09-28,20,41.0,,0.41,8.2
2019-09-29,0,41.0,,0.41,0.0
2019-09-30,21,41.0,,0.41,8.61
2019-10-01,60,35.0,False,0.35,21.0
2019-10-02,86,35.0,,0.35,30.099999999999998
2019-10-03,73,35.0,,0.35,25.549999999999997
2019-10-04,35,35.0,,0.35,12.25
2019-10-05,64,35.0,,0.35,22.4
2019-10-06,0,35.0,,0.35,0.0
2019-10-07,74,35.0,,0.35,25.9
2019-10-08,41,35.0,,0.35,14.35
2019-10-09,69,35.0,,0.35,24.15
2019-10-10,61,35.0,,0.35,21.349999999999998
2019-10-11,69,35.0,,0.35,24.15
2019-10-12,17,35.0,,0.35,5.949999999999999
2019-10-13,0,35.0,,0.35,0.0
2019-10-14,48,35.0,,0.35,16.799999999999997
2019-10-15,40,35.0,,0.35,14.0
2019-10-16,81,35.0,,0.35,28.349999999999998
2019-10-17,55,35.0,,0.35,19.25
2019-10-18,55,35.0,,0.35,19.25
2019-10-19,8,35.0,,0.35,2.8
2019-10-20,0,35.0,,0.35,0.0
2019-10-21,85,35.0,,0.35,29.749999999999996
2019-10-22,39,35.0,,0.35,13.649999999999999
2019-10-23,100,35.0,,0.35,35.0
2019-10-24,80,35.0,,0.35,28.0
2019-10-25,96,35.0,,0.35,33.599999999999994
2019-10-26,16,35.0,,0.35,5.6
2019-10-27,16,35.0,,0.35,5.6
2019-10-28,39,35.0,,0.35,13.649999999999999
2019-10-29,99,35.0,,0.35,34.65
2019-10-30,73,35.0,,0.35,25.549999999999997
2019-10-31,61,35.0,,0.35,21.349999999999998
2019-11-01,57,33.0,False,0.33,18.810000000000002
2019-11-02,15,33.0,,0.33,4.95
2019-11-03,21,33.0,,0.33,6.930000000000001
2019-11-04,42,33.0,,0.33,13.860000000000001
2019-11-05,84,33.0,,0.33,27.720000000000002
2019-11-06,95,33.0,,0.33,31.35
2019-11-07,54,33.0,,0.33,17.82
2019-11-08,73,33.0,,0.33,24.09
2019-11-09,21,33.0,,0.33,6.930000000000001
2019-11-10,14,33.0,,0.33,4.62
2019-11-11,60,33.0,,0.33,19.8
2019-11-12,46,33.0,,0.33,15.180000000000001
2019-11-13,76,33.0,,0.33,25.080000000000002
2019-11-14,64,33.0,,0.33,21.12
2019-11-15,70,33.0,,0.33,23.1
2019-11-16,35,33.0,,0.33,11.55
2019-11-17,7,33.0,,0.33,2.31
2019-11-18,35,33.0,,0.33,11.55
2019-11-19,36,33.0,,0.33,11.88
2019-11-20,48,33.0,,0.33,15.84
2019-11-21,54,33.0,,0.33,17.82
2019-11-22,37,33.0,,0.33,12.21
2019-11-23,14,33.0,,0.33,4.62
2019-11-24,7,33.0,,0.33,2.31
2019-11-25,54,33.0,,0.33,17.82
2019-11-26,100,33.0,,0.33,33.0
2019-11-27,58,33.0,,0.33,19.14
2019-11-28,35,33.0,,0.33,11.55
2019-11-29,46,33.0,,0.33,15.180000000000001
2019-11-30,13,33.0,,0.33,4.29
2019-12-01,0,40.0,False,0.4,0.0
2019-12-02,66,40.0,,0.4,26.400000000000002
2019-12-03,87,40.0,,0.4,34.800000000000004
2019-12-04,74,40.0,,0.4,29.6
2019-12-05,50,40.0,,0.4,20.0
2019-12-06,100,40.0,,0.4,40.0
2019-12-07,18,40.0,,0.4,7.2
2019-12-08,0,40.0,,0.4,0.0
2019-12-09,35,40.0,,0.4,14.0
2019-12-10,56,40.0,,0.4,22.400000000000002
2019-12-11,59,40.0,,0.4,23.6
2019-12-12,60,40.0,,0.4,24.0
2019-12-13,50,40.0,,0.4,20.0
2019-12-14,17,40.0,,0.4,6.800000000000001
2019-12-15,18,40.0,,0.4,7.2
2019-12-16,84,40.0,,0.4,33.6
2019-12-17,96,40.0,,0.4,38.400000000000006
2019-12-18,50,40.0,,0.4,20.0
2019-12-19,41,40.0,,0.4,16.400000000000002
2019-12-20,64,40.0,,0.4,25.6
2019-12-21,18,40.0,,0.4,7.2
2019-12-22,6,40.0,,0.4,2.4000000000000004
2019-12-23,61,40.0,,0.4,24.400000000000002
2019-12-24,30,40.0,,0.4,12.0
2019-12-25,7,40.0,,0.4,2.8000000000000003
2019-12-26,41,40.0,,0.4,16.400000000000002
2019-12-27,44,40.0,,0.4,17.6
2019-12-28,18,40.0,,0.4,7.2
2019-12-29,11,40.0,,0.4,4.4
2019-12-30,32,40.0,,0.4,12.8
2019-12-31,50,40.0,,0.4,20.0
2020-01-01,22,40.0,False,0.4,8.8
2020-01-02,89,40.0,,0.4,35.6
2020-01-03,93,40.0,,0.4,37.2
2020-01-04,0,40.0,,0.4,0.0
2020-01-05,0,40.0,,0.4,0.0
2020-01-06,55,40.0,,0.4,22.0
2020-01-07,67,40.0,,0.4,26.8
2020-01-08,85,40.0,,0.4,34.0
2020-01-09,91,40.0,,0.4,36.4
2020-01-10,48,40.0,,0.4,19.200000000000003
2020-01-11,0,40.0,,0.4,0.0
2020-01-12,14,40.0,,0.4,5.6000000000000005
2020-01-13,61,40.0,,0.4,24.400000000000002
2020-01-14,52,40.0,,0.4,20.8
2020-01-15,87,40.0,,0.4,34.800000000000004
2020-01-16,100,40.0,,0.4,40.0
2020-01-17,60,40.0,,0.4,24.0
2020-01-18,21,40.0,,0.4,8.4
2020-01-19,7,40.0,,0.4,2.8000000000000003
2020-01-20,12,40.0,,0.4,4.800000000000001
2020-01-21,83,40.0,,0.4,33.2
2020-01-22,84,40.0,,0.4,33.6
2020-01-23,72,40.0,,0.4,28.8
2020-01-24,84,40.0,,0.4,33.6
2020-01-25,34,40.0,,0.4,13.600000000000001
2020-01-26,13,40.0,,0.4,5.2
2020-01-27,79,40.0,,0.4,31.6
2020-01-28,71,40.0,,0.4,28.400000000000002
2020-01-29,90,40.0,,0.4,36.0
2020-01-30,90,40.0,,0.4,36.0
2020-01-31,67,40.0,,0.4,26.8
2020-02-01,18,41.0,False,0.41,7.38
2020-02-02,12,41.0,,0.41,4.92
2020-02-03,51,41.0,,0.41,20.91
2020-02-04,65,41.0,,0.41,26.65
2020-02-05,56,41.0,,0.41,22.959999999999997
2020-02-06,81,41.0,,0.41,33.21
2020-02-07,51,41.0,,0.41,20.91
2020-02-08,18,41.0,,0.41,7.38
2020-02-09,12,41.0,,0.41,4.92
2020-02-10,69,41.0,,0.41,28.29
2020-02-11,44,41.0,,0.41,18.04
2020-02-12,45,41.0,,0.41,18.45
2020-02-13,74,41.0,,0.41,30.34
2020-02-14,68,41.0,,0.41,27.88
2020-02-15,23,41.0,,0.41,9.43
2020-02-16,24,41.0,,0.41,9.84
2020-02-17,26,41.0,,0.41,10.66
2020-02-18,43,41.0,,0.41,17.63
2020-02-19,68,41.0,,0.41,27.88
2020-02-20,63,41.0,,0.41,25.83
2020-02-21,50,41.0,,0.41,20.5
2020-02-22,6,41.0,,0.41,2.46
2020-02-23,17,41.0,,0.41,6.97
2020-02-24,48,41.0,,0.41,19.68
2020-02-25,48,41.0,,0.41,19.68
2020-02-26,61,41.0,,0.41,25.009999999999998
2020-02-27,95,41.0,,0.41,38.949999999999996
2020-02-28,100,41.0,,0.41,41.0
2020-02-29,40,41.0,,0.41,16.4
2020-03-01,17,73.0,False,0.73,12.41
2020-03-02,28,73.0,,0.73,20.439999999999998
2020-03-03,45,73.0,,0.73,32.85
2020-03-04,43,73.0,,0.73,31.39
2020-03-05,62,73.0,,0.73,45.26
2020-03-06,54,73.0,,0.73,39.42
2020-03-07,7,73.0,,0.73,5.109999999999999
2020-03-08,17,73.0,,0.73,12.41
2020-03-09,70,73.0,,0.73,51.1
2020-03-10,72,73.0,,0.73,52.56
2020-03-11,64,73.0,,0.73,46.72
2020-03-12,100,73.0,,0.73,73.0
2020-03-13,93,73.0,,0.73,67.89
2020-03-14,20,73.0,,0.73,14.6
2020-03-15,13,73.0,,0.73,9.49
2020-03-16,90,73.0,,0.73,65.7
2020-03-17,89,73.0,,0.73,64.97
2020-03-18,99,73.0,,0.73,72.27
2020-03-19,56,73.0,,0.73,40.879999999999995
2020-03-20,77,73.0,,0.73,56.21
2020-03-21,28,73.0,,0.73,20.439999999999998
2020-03-22,9,73.0,,0.73,6.57
2020-03-23,59,73.0,,0.73,43.07
2020-03-24,69,73.0,,0.73,50.37
2020-03-25,93,73.0,,0.73,67.89
2020-03-26,79,73.0,,0.73,57.67
2020-03-27,85,73.0,,0.73,62.05
2020-03-28,15,73.0,,0.73,10.95
2020-03-29,9,73.0,,0.73,6.57
2020-03-30,50,73.0,,0.73,36.5
2020-03-31,79,73.0,,0.73,57.67
2020-04-01,79,100.0,False,1.0,79.0
2020-04-02,55,100.0,,1.0,55.0
2020-04-03,58,100.0,,1.0,58.0
2020-04-04,21,100.0,,1.0,21.0
2020-04-05,13,100.0,,1.0,13.0
2020-04-06,54,100.0,,1.0,54.0
2020-04-07,69,100.0,,1.0,69.0
2020-04-08,58,100.0,,1.0,58.0
2020-04-09,51,100.0,,1.0,51.0
2020-04-10,15,100.0,,1.0,15.0
2020-04-11,8,100.0,,1.0,8.0
2020-04-12,8,100.0,,1.0,8.0
2020-04-13,47,100.0,,1.0,47.0
2020-04-14,68,100.0,,1.0,68.0
2020-04-15,57,100.0,,1.0,57.0
2020-04-16,70,100.0,,1.0,70.0
2020-04-17,70,100.0,,1.0,70.0
2020-04-18,26,100.0,,1.0,26.0
2020-04-19,18,100.0,,1.0,18.0
2020-04-20,45,100.0,,1.0,45.0
2020-04-21,67,100.0,,1.0,67.0
2020-04-22,59,100.0,,1.0,59.0
2020-04-23,45,100.0,,1.0,45.0
2020-04-24,38,100.0,,1.0,38.0
2020-04-25,14,100.0,,1.0,14.0
2020-04-26,14,100.0,,1.0,14.0
2020-04-27,54,100.0,,1.0,54.0
2020-04-28,80,100.0,,1.0,80.0
2020-04-29,73,100.0,,1.0,73.0
2020-04-30,100,100.0,,1.0,100.0
2020-05-01,100,85.0,False,0.85,85.0
2020-05-02,21,85.0,,0.85,17.849999999999998
2020-05-03,36,85.0,,0.85,30.599999999999998
2020-05-04,80,85.0,,0.85,68.0
2020-05-05,69,85.0,,0.85,58.65
2020-05-06,78,85.0,,0.85,66.3
2020-05-07,59,85.0,,0.85,50.15
2020-05-08,56,85.0,,0.85,47.6
2020-05-09,16,85.0,,0.85,13.6
2020-05-10,12,85.0,,0.85,10.2
2020-05-11,64,85.0,,0.85,54.4
2020-05-12,56,85.0,,0.85,47.6
2020-05-13,65,85.0,,0.85,55.25
2020-05-14,49,85.0,,0.85,41.65
2020-05-15,67,85.0,,0.85,56.949999999999996
2020-05-16,12,85.0,,0.85,10.2
2020-05-17,16,85.0,,0.85,13.6
2020-05-18,86,85.0,,0.85,73.1
2020-05-19,53,85.0,,0.85,45.05
2020-05-20,60,85.0,,0.85,51.0
2020-05-21,59,85.0,,0.85,50.15
2020-05-22,42,85.0,,0.85,35.699999999999996
2020-05-23,12,85.0,,0.85,10.2
2020-05-24,13,85.0,,0.85,11.049999999999999
2020-05-25,17,85.0,,0.85,14.45
2020-05-26,51,85.0,,0.85,43.35
2020-05-27,81,85.0,,0.85,68.85
2020-05-28,82,85.0,,0.85,69.7
2020-05-29,55,85.0,,0.85,46.75
2020-05-30,17,85.0,,0.85,14.45
2020-05-31,5,85.0,,0.85,4.25
2020-06-01,47,98.0,False,0.98,46.06
2020-06-02,34,98.0,,0.98,33.32
2020-06-03,51,98.0,,0.98,49.98
2020-06-04,44,98.0,,0.98,43.12
2020-06-05,65,98.0,,0.98,63.699999999999996
2020-06-06,17,98.0,,0.98,16.66
2020-06-07,12,98.0,,0.98,11.76
2020-06-08,38,98.0,,0.98,37.24
2020-06-09,58,98.0,,0.98,56.839999999999996
2020-06-10,47,98.0,,0.98,46.06
2020-06-11,100,98.0,,0.98,98.0
2020-06-12,66,98.0,,0.98,64.67999999999999
2020-06-13,18,98.0,,0.98,17.64
2020-06-14,8,98.0,,0.98,7.84
2020-06-15,87,98.0,,0.98,85.26
2020-06-16,63,98.0,,0.98,61.74
2020-06-17,56,98.0,,0.98,54.879999999999995
2020-06-18,69,98.0,,0.98,67.62
2020-06-19,48,98.0,,0.98,47.04
2020-06-20,10,98.0,,0.98,9.8
2020-06-21,10,98.0,,0.98,9.8
2020-06-22,54,98.0,,0.98,52.92
2020-06-23,54,98.0,,0.98,52.92
2020-06-24,55,98.0,,0.98,53.9
2020-06-25,54,98.0,,0.98,52.92
2020-06-26,35,98.0,,0.98,34.3
2020-06-27,10,98.0,,0.98,9.8
2020-06-28,14,98.0,,0.98,13.719999999999999
2020-06-29,41,98.0,,0.98,40.18
2020-06-30,53,98.0,,0.98,51.94
2020-07-01,44,76.0,False,0.76,33.44
2020-07-02,85,76.0,,0.76,64.6
2020-07-03,10,76.0,,0.76,7.6
2020-07-04,9,76.0,,0.76,6.84
2020-07-05,3,76.0,,0.76,2.2800000000000002
2020-07-06,48,76.0,,0.76,36.480000000000004
2020-07-07,56,76.0,,0.76,42.56
2020-07-08,42,76.0,,0.76,31.92
2020-07-09,68,76.0,,0.76,51.68
2020-07-10,78,76.0,,0.76,59.28
2020-07-11,8,76.0,,0.76,6.08
2020-07-12,14,76.0,,0.76,10.64
2020-07-13,44,76.0,,0.76,33.44
2020-07-14,55,76.0,,0.76,41.8
2020-07-15,100,76.0,,0.76,76.0
2020-07-16,66,76.0,,0.76,50.160000000000004
2020-07-17,48,76.0,,0.76,36.480000000000004
2020-07-18,14,76.0,,0.76,10.64
2020-07-19,14,76.0,,0.76,10.64
2020-07-20,65,76.0,,0.76,49.4
2020-07-21,74,76.0,,0.76,56.24
2020-07-22,73,76.0,,0.76,55.480000000000004
2020-07-23,56,76.0,,0.76,42.56
2020-07-24,63,76.0,,0.76,47.88
2020-07-25,14,76.0,,0.76,10.64
2020-07-26,3,76.0,,0.76,2.2800000000000002
2020-07-27,47,76.0,,0.76,35.72
2020-07-28,45,76.0,,0.76,34.2
2020-07-29,43,76.0,,0.76,32.68
2020-07-30,32,76.0,,0.76,24.32
2020-07-31,80,76.0,,0.76,60.8
2020-08-01,20,58.0,False,0.58,11.6
2020-08-02,20,58.0,,0.58,11.6
2020-08-03,68,58.0,,0.58,39.44
2020-08-04,74,58.0,,0.58,42.919999999999995
2020-08-05,65,58.0,,0.58,37.699999999999996
2020-08-06,72,58.0,,0.58,41.76
2020-08-07,71,58.0,,0.58,41.18
2020-08-08,12,58.0,,0.58,6.959999999999999
2020-08-09,12,58.0,,0.58,6.959999999999999
2020-08-10,61,58.0,,0.58,35.379999999999995
2020-08-11,71,58.0,,0.58,41.18
2020-08-12,78,58.0,,0.58,45.239999999999995
2020-08-13,50,58.0,,0.58,28.999999999999996
2020-08-14,100,58.0,,0.58,57.99999999999999
2020-08-15,16,58.0,,0.58,9.28
2020-08-16,12,58.0,,0.58,6.959999999999999
2020-08-17,54,58.0,,0.58,31.319999999999997
2020-08-18,66,58.0,,0.58,38.279999999999994
2020-08-19,72,58.0,,0.58,41.76
2020-08-20,93,58.0,,0.58,53.94
2020-08-21,61,58.0,,0.58,35.379999999999995
2020-08-22,20,58.0,,0.58,11.6
2020-08-23,12,58.0,,0.58,6.959999999999999
2020-08-24,64,58.0,,0.58,37.12
2020-08-25,61,58.0,,0.58,35.379999999999995
2020-08-26,67,58.0,,0.58,38.86
2020-08-27,41,58.0,,0.58,23.779999999999998
2020-08-28,46,58.0,,0.58,26.68
2020-08-29,26,58.0,,0.58,15.079999999999998
2020-08-30,0,58.0,,0.58,0.0
2020-08-31,64,58.0,,0.58,37.12
2020-09-01,100,44.0,False,0.44,44.0
2020-09-02,74,44.0,,0.44,32.56
2020-09-03,69,44.0,,0.44,30.36
2020-09-04,59,44.0,,0.44,25.96
2020-09-05,16,44.0,,0.44,7.04
2020-09-06,22,44.0,,0.44,9.68
2020-09-07,21,44.0,,0.44,9.24
2020-09-08,91,44.0,,0.44,40.04
2020-09-09,95,44.0,,0.44,41.8
2020-09-10,63,44.0,,0.44,27.72
2020-09-11,35,44.0,,0.44,15.4
2020-09-12,21,44.0,,0.44,9.24
2020-09-13,31,44.0,,0.44,13.64
2020-09-14,74,44.0,,0.44,32.56
2020-09-15,34,44.0,,0.44,14.96
2020-09-16,69,44.0,,0.44,30.36
2020-09-17,80,44.0,,0.44,35.2
2020-09-18,75,44.0,,0.44,33.0
2020-09-19,5,44.0,,0.44,2.2
2020-09-20,5,44.0,,0.44,2.2
2020-09-21,94,44.0,,0.44,41.36
2020-09-22,38,44.0,,0.44,16.72
2020-09-23,66,44.0,,0.44,29.04
2020-09-24,59,44.0,,0.44,25.96
2020-09-25,58,44.0,,0.44,25.52
2020-09-26,6,44.0,,0.44,2.64
2020-09-27,11,44.0,,0.44,4.84
2020-09-28,61,44.0,,0.44,26.84
2020-09-29,42,44.0,,0.44,18.48
2020-09-30,61,44.0,,0.44,26.84
2020-10-01,88,49.0,False,0.49,43.12
2020-10-02,72,49.0,,0.49,35.28
2020-10-03,11,49.0,,0.49,5.39
2020-10-04,5,49.0,,0.49,2.45
2020-10-05,71,49.0,,0.49,34.79
2020-10-06,92,49.0,,0.49,45.08
2020-10-07,54,49.0,,0.49,26.46
2020-10-08,93,49.0,,0.49,45.57
2020-10-09,82,49.0,,0.49,40.18
2020-10-10,11,49.0,,0.49,5.39
2020-10-11,17,49.0,,0.49,8.33
2020-10-12,60,49.0,,0.49,29.4
2020-10-13,65,49.0,,0.49,31.849999999999998
2020-10-14,61,49.0,,0.49,29.89
2020-10-15,100,49.0,,0.49,49.0
2020-10-16,67,49.0,,0.49,32.83
2020-10-17,6,49.0,,0.49,2.94
2020-10-18,11,49.0,,0.49,5.39
2020-10-19,35,49.0,,0.49,17.15
2020-10-20,66,49.0,,0.49,32.339999999999996
2020-10-21,67,49.0,,0.49,32.83
2020-10-22,61,49.0,,0.49,29.89
2020-10-23,42,49.0,,0.49,20.58
2020-10-24,11,49.0,,0.49,5.39
2020-10-25,6,49.0,,0.49,2.94
2020-10-26,65,49.0,,0.49,31.849999999999998
2020-10-27,61,49.0,,0.49,29.89
2020-10-28,70,49.0,,0.49,34.3
2020-10-29,75,49.0,,0.49,36.75
2020-10-30,63,49.0,,0.49,30.87
2020-10-31,30,49.0,,0.49,14.7
2020-11-01,0,62.0,False,0.62,0.0
2020-11-02,44,62.0,,0.62,27.28
2020-11-03,55,62.0,,0.62,34.1
2020-11-04,26,62.0,,0.62,16.12
2020-11-05,34,62.0,,0.62,21.08
2020-11-06,47,62.0,,0.62,29.14
2020-11-07,19,62.0,,0.62,11.78
2020-11-08,7,62.0,,0.62,4.34
2020-11-09,61,62.0,,0.62,37.82
2020-11-10,100,62.0,,0.62,62.0
2020-11-11,89,62.0,,0.62,55.18
2020-11-12,50,62.0,,0.62,31.0
2020-11-13,56,62.0,,0.62,34.72
2020-11-14,34,62.0,,0.62,21.08
2020-11-15,11,62.0,,0.62,6.82
2020-11-16,65,62.0,,0.62,40.3
2020-11-17,62,62.0,,0.62,38.44
2020-11-18,67,62.0,,0.62,41.54
2020-11-19,72,62.0,,0.62,44.64
2020-11-20,44,62.0,,0.62,27.28
2020-11-21,15,62.0,,0.62,9.3
2020-11-22,7,62.0,,0.62,4.34
2020-11-23,78,62.0,,0.62,48.36
2020-11-24,89,62.0,,0.62,55.18
2020-11-25,66,62.0,,0.62,40.92
2020-11-26,18,62.0,,0.62,11.16
2020-11-27,28,62.0,,0.62,17.36
2020-11-28,14,62.0,,0.62,8.68
2020-11-29,18,62.0,,0.62,11.16
2020-11-30,53,62.0,,0.62,32.86
2020-12-01,50,68.0,False,0.68,34.0
2020-12-02,47,68.0,,0.68,31.96
2020-12-03,57,68.0,,0.68,38.760000000000005
2020-12-04,62,68.0,,0.68,42.160000000000004
2020-12-05,14,68.0,,0.68,9.520000000000001
2020-12-06,7,68.0,,0.68,4.760000000000001
2020-12-07,70,68.0,,0.68,47.6
2020-12-08,60,68.0,,0.68,40.800000000000004
2020-12-09,97,68.0,,0.68,65.96000000000001
2020-12-10,54,68.0,,0.68,36.720000000000006
2020-12-11,68,68.0,,0.68,46.24
2020-12-12,14,68.0,,0.68,9.520000000000001
2020-12-13,4,68.0,,0.68,2.72
2020-12-14,54,68.0,,0.68,36.720000000000006
2020-12-15,61,68.0,,0.68,41.480000000000004
2020-12-16,59,68.0,,0.68,40.120000000000005
2020-12-17,67,68.0,,0.68,45.56
2020-12-18,64,68.0,,0.68,43.52
2020-12-19,30,68.0,,0.68,20.400000000000002
2020-12-20,18,68.0,,0.68,12.24
2020-12-21,53,68.0,,0.68,36.04
2020-12-22,48,68.0,,0.68,32.64
2020-12-23,73,68.0,,0.68,49.64
2020-12-24,57,68.0,,0.68,38.760000000000005
2020-12-25,12,68.0,,0.68,8.16
2020-12-26,4,68.0,,0.68,2.72
2020-12-27,14,68.0,,0.68,9.520000000000001
2020-12-28,63,68.0,,0.68,42.84
2020-12-29,100,68.0,,0.68,68.0
2020-12-30,86,68.0,,0.68,58.480000000000004
2020-12-31,43,68.0,,0.68,29.240000000000002
2021-01-01,18,66.0,False,0.66,11.88
2021-01-02,10,66.0,,0.66,6.6000000000000005
2021-01-03,7,66.0,,0.66,4.62
2021-01-04,64,66.0,,0.66,42.24
2021-01-05,46,66.0,,0.66,30.360000000000003
2021-01-06,87,66.0,,0.66,57.42
2021-01-07,43,66.0,,0.66,28.380000000000003
2021-01-08,62,66.0,,0.66,40.92
2021-01-09,20,66.0,,0.66,13.200000000000001
2021-01-10,13,66.0,,0.66,8.58
2021-01-11,45,66.0,,0.66,29.700000000000003
2021-01-12,68,66.0,,0.66,44.88
2021-01-13,72,66.0,,0.66,47.52
2021-01-14,98,66.0,,0.66,64.68
2021-01-15,100,66.0,,0.66,66.0
2021-01-16,20,66.0,,0.66,13.200000000000001
2021-01-17,17,66.0,,0.66,11.22
2021-01-18,29,66.0,,0.66,19.14
2021-01-19,56,66.0,,0.66,36.96
2021-01-20,77,66.0,,0.66,50.82
2021-01-21,71,66.0,,0.66,46.86
2021-01-22,66,66.0,,0.66,43.56
2021-01-23,7,66.0,,0.66,4.62
2021-01-24,14,66.0,,0.66,9.24
2021-01-25,49,66.0,,0.66,32.34
2021-01-26,47,66.0,,0.66,31.020000000000003
2021-01-27,55,66.0,,0.66,36.300000000000004
2021-01-28,46,66.0,,0.66,30.360000000000003
2021-01-29,75,66.0,,0.66,49.5
2021-01-30,25,66.0,,0.66,16.5
2021-01-31,17,66.0,,0.66,11.22
2021-02-01,53,81.0,False,0.81,42.93
2021-02-02,46,81.0,,0.81,37.260000000000005
2021-02-03,37,81.0,,0.81,29.970000000000002
2021-02-04,65,81.0,,0.81,52.650000000000006
2021-02-05,61,81.0,,0.81,49.410000000000004
2021-02-06,14,81.0,,0.81,11.34
2021-02-07,20,81.0,,0.81,16.200000000000003
2021-02-08,96,81.0,,0.81,77.76
2021-02-09,74,81.0,,0.81,59.940000000000005
2021-02-10,47,81.0,,0.81,38.07
2021-02-11,65,81.0,,0.81,52.650000000000006
2021-02-12,61,81.0,,0.81,49.410000000000004
2021-02-13,6,81.0,,0.81,4.86
2021-02-14,14,81.0,,0.81,11.34
2021-02-15,19,81.0,,0.81,15.39
2021-02-16,32,81.0,,0.81,25.92
2021-02-17,29,81.0,,0.81,23.490000000000002
2021-02-18,58,81.0,,0.81,46.980000000000004
2021-02-19,72,81.0,,0.81,58.32000000000001
2021-02-20,24,81.0,,0.81,19.44
2021-02-21,21,81.0,,0.81,17.01
2021-02-22,69,81.0,,0.81,55.89
2021-02-23,69,81.0,,0.81,55.89
2021-02-24,80,81.0,,0.81,64.80000000000001
2021-02-25,100,81.0,,0.81,81.0
2021-02-26,50,81.0,,0.81,40.5
2021-02-27,15,81.0,,0.81,12.15
2021-02-28,12,81.0,,0.81,9.72
2021-03-01,75,89.0,False,0.89,66.75
2021-03-02,53,89.0,,0.89,47.17
2021-03-03,55,89.0,,0.89,48.95
2021-03-04,34,89.0,,0.89,30.26
2021-03-05,100,89.0,,0.89,89.0
2021-03-06,22,89.0,,0.89,19.580000000000002
2021-03-07,3,89.0,,0.89,2.67
2021-03-08,82,89.0,,0.89,72.98
2021-03-09,78,89.0,,0.89,69.42
2021-03-10,49,89.0,,0.89,43.61
2021-03-11,59,89.0,,0.89,52.51
2021-03-12,100,89.0,,0.89,89.0
2021-03-13,24,89.0,,0.89,21.36
2021-03-14,12,89.0,,0.89,10.68
2021-03-15,83,89.0,,0.89,73.87
2021-03-16,80,89.0,,0.89,71.2
2021-03-17,46,89.0,,0.89,40.94
2021-03-18,65,89.0,,0.89,57.85
2021-03-19,45,89.0,,0.89,40.05
2021-03-20,15,89.0,,0.89,13.35
2021-03-21,19,89.0,,0.89,16.91
2021-03-22,72,89.0,,0.89,64.08
2021-03-23,91,89.0,,0.89,80.99
2021-03-24,78,89.0,,0.89,69.42
2021-03-25,83,89.0,,0.89,73.87
2021-03-26,66,89.0,,0.89,58.74
2021-03-27,10,89.0,,0.89,8.9
2021-03-28,19,89.0,,0.89,16.91
2021-03-29,70,89.0,,0.89,62.300000000000004
2021-03-30,77,89.0,,0.89,68.53
2021-03-31,63,89.0,,0.89,56.07
2021-04-01,59,74.0,False,0.74,43.66
2021-04-02,30,74.0,,0.74,22.2
2021-04-03,14,74.0,,0.74,10.36
2021-04-04,15,74.0,,0.74,11.1
2021-04-05,100,74.0,,0.74,74.0
2021-04-06,73,74.0,,0.74,54.019999999999996
2021-04-07,67,74.0,,0.74,49.58
2021-04-08,49,74.0,,0.74,36.26
2021-04-09,64,74.0,,0.74,47.36
2021-04-10,14,74.0,,0.74,10.36
2021-04-11,14,74.0,,0.74,10.36
2021-04-12,58,74.0,,0.74,42.92
2021-04-13,62,74.0,,0.74,45.88
2021-04-14,73,74.0,,0.74,54.019999999999996
2021-04-15,88,74.0,,0.74,65.12
2021-04-16,63,74.0,,0.74,46.62
2021-04-17,18,74.0,,0.74,13.32
2021-04-18,25,74.0,,0.74,18.5
2021-04-19,61,74.0,,0.74,45.14
2021-04-20,66,74.0,,0.74,48.839999999999996
2021-04-21,97,74.0,,0.74,71.78
2021-04-22,100,74.0,,0.74,74.0
2021-04-23,51,74.0,,0.74,37.74
2021-04-24,14,74.0,,0.74,10.36
2021-04-25,18,74.0,,0.74,13.32
2021-04-26,71,74.0,,0.74,52.54
2021-04-27,28,74.0,,0.74,20.72
2021-04-28,58,74.0,,0.74,42.92
2021-04-29,49,74.0,,0.74,36.26
2021-04-30,48,74.0,,0.74,35.519999999999996
2021-05-01,16,60.0,False,0.6,9.6
2021-05-02,4,60.0,,0.6,2.4
2021-05-03,65,60.0,,0.6,39.0
