date,GDX_unscaled,GDX_monthly,isPartial,scale,GDX
2017-12-23,75,96.0,,0.96,72.0
2017-12-24,55,96.0,,0.96,52.8
2017-12-25,59,96.0,,0.96,56.64
2017-12-26,100,96.0,,0.96,96.0
2017-12-27,68,96.0,,0.96,65.28
2017-12-28,85,96.0,,0.96,81.6
2017-12-29,100,96.0,,0.96,96.0
2017-12-30,57,96.0,,0.96,54.72
2017-12-31,50,96.0,,0.96,48.0
2018-01-01,64,87.0,False,0.87,55.68
2018-01-02,55,87.0,,0.87,47.85
2018-01-03,97,87.0,,0.87,84.39
2018-01-04,95,87.0,,0.87,82.65
2018-01-05,87,87.0,,0.87,75.69
2018-01-06,100,87.0,,0.87,87.0
2018-01-07,57,87.0,,0.87,49.589999999999996
2018-01-08,56,87.0,,0.87,48.72
2018-01-09,65,87.0,,0.87,56.55
2018-01-10,56,87.0,,0.87,48.72
2018-01-11,60,87.0,,0.87,52.2
2018-01-12,60,87.0,,0.87,52.2
2018-01-13,37,87.0,,0.87,32.19
2018-01-14,75,87.0,,0.87,65.25
2018-01-15,21,87.0,,0.87,18.27
2018-01-16,68,87.0,,0.87,59.16
2018-01-17,54,87.0,,0.87,46.98
2018-01-18,88,87.0,,0.87,76.56
2018-01-19,75,87.0,,0.87,65.25
2018-01-20,57,87.0,,0.87,49.589999999999996
2018-01-21,42,87.0,,0.87,36.54
2018-01-22,68,87.0,,0.87,59.16
2018-01-23,52,87.0,,0.87,45.24
2018-01-24,75,87.0,,0.87,65.25
2018-01-25,74,87.0,,0.87,64.38
2018-01-26,74,87.0,,0.87,64.38
2018-01-27,59,87.0,,0.87,51.33
2018-01-28,44,87.0,,0.87,38.28
2018-01-29,57,87.0,,0.87,49.589999999999996
2018-01-30,36,87.0,,0.87,31.32
2018-01-31,56,87.0,,0.87,48.72
2018-02-01,72,73.0,False,0.73,52.56
2018-02-02,81,73.0,,0.73,59.129999999999995
2018-02-03,63,73.0,,0.73,45.99
2018-02-04,22,73.0,,0.73,16.06
2018-02-05,76,73.0,,0.73,55.48
2018-02-06,83,73.0,,0.73,60.589999999999996
2018-02-07,61,73.0,,0.73,44.53
2018-02-08,82,73.0,,0.73,59.86
2018-02-09,76,73.0,,0.73,55.48
2018-02-10,71,73.0,,0.73,51.83
2018-02-11,51,73.0,,0.73,37.23
2018-02-12,68,73.0,,0.73,49.64
2018-02-13,62,73.0,,0.73,45.26
2018-02-14,98,73.0,,0.73,71.53999999999999
2018-02-15,96,73.0,,0.73,70.08
2018-02-16,84,73.0,,0.73,61.32
2018-02-17,94,73.0,,0.73,68.62
2018-02-18,94,73.0,,0.73,68.62
2018-02-19,52,73.0,,0.73,37.96
2018-02-20,45,73.0,,0.73,32.85
2018-02-21,70,73.0,,0.73,51.1
2018-02-22,79,73.0,,0.73,57.67
2018-02-23,84,73.0,,0.73,61.32
2018-02-24,62,73.0,,0.73,45.26
2018-02-25,100,73.0,,0.73,73.0
2018-02-26,51,73.0,,0.73,37.23
2018-02-27,55,73.0,,0.73,40.15
2018-02-28,60,73.0,,0.73,43.8
2018-03-01,70,59.0,False,0.59,41.3
2018-03-02,71,59.0,,0.59,41.89
2018-03-03,53,59.0,,0.59,31.27
2018-03-04,41,59.0,,0.59,24.189999999999998
2018-03-05,41,59.0,,0.59,24.189999999999998
2018-03-06,65,59.0,,0.59,38.35
2018-03-07,57,59.0,,0.59,33.629999999999995
2018-03-08,29,59.0,,0.59,17.11
2018-03-09,100,59.0,,0.59,59.0
2018-03-10,78,59.0,,0.59,46.019999999999996
2018-03-11,59,59.0,,0.59,34.809999999999995
2018-03-12,75,59.0,,0.59,44.25
2018-03-13,69,59.0,,0.59,40.71
2018-03-14,37,59.0,,0.59,21.83
2018-03-15,75,59.0,,0.59,44.25
2018-03-16,64,59.0,,0.59,37.76
2018-03-17,47,59.0,,0.59,27.729999999999997
2018-03-18,48,59.0,,0.59,28.32
2018-03-19,42,59.0,,0.59,24.779999999999998
2018-03-20,74,59.0,,0.59,43.66
2018-03-21,47,59.0,,0.59,27.729999999999997
2018-03-22,43,59.0,,0.59,25.369999999999997
2018-03-23,77,59.0,,0.59,45.43
2018-03-24,77,59.0,,0.59,45.43
2018-03-25,55,59.0,,0.59,32.449999999999996
2018-03-26,73,59.0,,0.59,43.07
2018-03-27,83,59.0,,0.59,48.97
2018-03-28,65,59.0,,0.59,38.35
2018-03-29,81,59.0,,0.59,47.79
2018-03-30,79,59.0,,0.59,46.61
2018-03-31,81,59.0,,0.59,47.79
2018-04-01,67,67.0,False,0.67,44.89
2018-04-02,49,67.0,,0.67,32.830000000000005
2018-04-03,51,67.0,,0.67,34.17
2018-04-04,31,67.0,,0.67,20.77
2018-04-05,51,67.0,,0.67,34.17
2018-04-06,66,67.0,,0.67,44.220000000000006
2018-04-07,79,67.0,,0.67,52.93
2018-04-08,48,67.0,,0.67,32.160000000000004
2018-04-09,43,67.0,,0.67,28.810000000000002
2018-04-10,74,67.0,,0.67,49.580000000000005
2018-04-11,60,67.0,,0.67,40.2
2018-04-12,84,67.0,,0.67,56.28
2018-04-13,79,67.0,,0.67,52.93
2018-04-14,43,67.0,,0.67,28.810000000000002
2018-04-15,42,67.0,,0.67,28.14
2018-04-16,50,67.0,,0.67,33.5
2018-04-17,62,67.0,,0.67,41.54
2018-04-18,38,67.0,,0.67,25.46
2018-04-19,32,67.0,,0.67,21.44
2018-04-20,76,67.0,,0.67,50.92
2018-04-21,89,67.0,,0.67,59.63
2018-04-22,60,67.0,,0.67,40.2
2018-04-23,39,67.0,,0.67,26.130000000000003
2018-04-24,29,67.0,,0.67,19.43
2018-04-25,69,67.0,,0.67,46.230000000000004
2018-04-26,60,67.0,,0.67,40.2
2018-04-27,100,67.0,,0.67,67.0
2018-04-28,74,67.0,,0.67,49.580000000000005
2018-04-29,70,67.0,,0.67,46.900000000000006
2018-04-30,71,67.0,,0.67,47.57
2018-05-01,55,64.0,False,0.64,35.2
2018-05-02,49,64.0,,0.64,31.36
2018-05-03,48,64.0,,0.64,30.72
2018-05-04,58,64.0,,0.64,37.12
2018-05-05,62,64.0,,0.64,39.68
2018-05-06,54,64.0,,0.64,34.56
2018-05-07,35,64.0,,0.64,22.400000000000002
2018-05-08,36,64.0,,0.64,23.04
2018-05-09,38,64.0,,0.64,24.32
2018-05-10,50,64.0,,0.64,32.0
2018-05-11,50,64.0,,0.64,32.0
2018-05-12,77,64.0,,0.64,49.28
2018-05-13,63,64.0,,0.64,40.32
2018-05-14,38,64.0,,0.64,24.32
2018-05-15,33,64.0,,0.64,21.12
2018-05-16,65,64.0,,0.64,41.6
2018-05-17,56,64.0,,0.64,35.84
2018-05-18,41,64.0,,0.64,26.240000000000002
2018-05-19,63,64.0,,0.64,40.32
2018-05-20,43,64.0,,0.64,27.52
2018-05-21,39,64.0,,0.64,24.96
2018-05-22,31,64.0,,0.64,19.84
2018-05-23,30,64.0,,0.64,19.2
2018-05-24,39,64.0,,0.64,24.96
2018-05-25,70,64.0,,0.64,44.800000000000004
2018-05-26,49,64.0,,0.64,31.36
2018-05-27,100,64.0,,0.64,64.0
2018-05-28,53,64.0,,0.64,33.92
2018-05-29,34,64.0,,0.64,21.76
2018-05-30,47,64.0,,0.64,30.080000000000002
2018-05-31,42,64.0,,0.64,26.88
2018-06-01,47,67.0,False,0.67,31.490000000000002
2018-06-02,65,67.0,,0.67,43.550000000000004
2018-06-03,56,67.0,,0.67,37.52
2018-06-04,35,67.0,,0.67,23.450000000000003
2018-06-05,25,67.0,,0.67,16.75
2018-06-06,40,67.0,,0.67,26.8
2018-06-07,40,67.0,,0.67,26.8
2018-06-08,48,67.0,,0.67,32.160000000000004
2018-06-09,55,67.0,,0.67,36.85
2018-06-10,50,67.0,,0.67,33.5
2018-06-11,66,67.0,,0.67,44.220000000000006
2018-06-12,22,67.0,,0.67,14.74
2018-06-13,63,67.0,,0.67,42.21
2018-06-14,56,67.0,,0.67,37.52
2018-06-15,100,67.0,,0.67,67.0
2018-06-16,84,67.0,,0.67,56.28
2018-06-17,88,67.0,,0.67,58.96
2018-06-18,93,67.0,,0.67,62.31
2018-06-19,63,67.0,,0.67,42.21
2018-06-20,58,67.0,,0.67,38.86
2018-06-21,62,67.0,,0.67,41.54
2018-06-22,72,67.0,,0.67,48.24
2018-06-23,93,67.0,,0.67,62.31
2018-06-24,54,67.0,,0.67,36.18
2018-06-25,75,67.0,,0.67,50.25
2018-06-26,60,67.0,,0.67,40.2
2018-06-27,51,67.0,,0.67,34.17
2018-06-28,55,67.0,,0.67,36.85
2018-06-29,67,67.0,,0.67,44.89
2018-06-30,95,67.0,,0.67,63.650000000000006
2018-07-01,56,63.0,False,0.63,35.28
2018-07-02,43,63.0,,0.63,27.09
2018-07-03,71,63.0,,0.63,44.73
2018-07-04,59,63.0,,0.63,37.17
2018-07-05,84,63.0,,0.63,52.92
2018-07-06,72,63.0,,0.63,45.36
2018-07-07,71,63.0,,0.63,44.73
2018-07-08,68,63.0,,0.63,42.84
2018-07-09,42,63.0,,0.63,26.46
2018-07-10,57,63.0,,0.63,35.910000000000004
2018-07-11,52,63.0,,0.63,32.76
2018-07-12,69,63.0,,0.63,43.47
2018-07-13,73,63.0,,0.63,45.99
2018-07-14,63,63.0,,0.63,39.69
2018-07-15,49,63.0,,0.63,30.87
2018-07-16,62,63.0,,0.63,39.06
2018-07-17,64,63.0,,0.63,40.32
2018-07-18,49,63.0,,0.63,30.87
2018-07-19,50,63.0,,0.63,31.5
2018-07-20,100,63.0,,0.63,63.0
2018-07-21,59,63.0,,0.63,37.17
2018-07-22,37,63.0,,0.63,23.31
2018-07-23,48,63.0,,0.63,30.240000000000002
2018-07-24,59,63.0,,0.63,37.17
2018-07-25,40,63.0,,0.63,25.2
2018-07-26,60,63.0,,0.63,37.8
2018-07-27,75,63.0,,0.63,47.25
2018-07-28,57,63.0,,0.63,35.910000000000004
2018-07-29,45,63.0,,0.63,28.35
2018-07-30,51,63.0,,0.63,32.13
2018-07-31,39,63.0,,0.63,24.57
2018-08-01,51,59.0,False,0.59,30.09
2018-08-02,74,59.0,,0.59,43.66
2018-08-03,45,59.0,,0.59,26.549999999999997
2018-08-04,45,59.0,,0.59,26.549999999999997
2018-08-05,33,59.0,,0.59,19.47
2018-08-06,42,59.0,,0.59,24.779999999999998
2018-08-07,66,59.0,,0.59,38.94
2018-08-08,51,59.0,,0.59,30.09
2018-08-09,71,59.0,,0.59,41.89
2018-08-10,65,59.0,,0.59,38.35
2018-08-11,50,59.0,,0.59,29.5
2018-08-12,45,59.0,,0.59,26.549999999999997
2018-08-13,70,59.0,,0.59,41.3
2018-08-14,66,59.0,,0.59,38.94
2018-08-15,54,59.0,,0.59,31.86
2018-08-16,68,59.0,,0.59,40.12
2018-08-17,47,59.0,,0.59,27.729999999999997
2018-08-18,61,59.0,,0.59,35.989999999999995
2018-08-19,36,59.0,,0.59,21.24
2018-08-20,70,59.0,,0.59,41.3
2018-08-21,56,59.0,,0.59,33.04
2018-08-22,51,59.0,,0.59,30.09
2018-08-23,57,59.0,,0.59,33.629999999999995
2018-08-24,71,59.0,,0.59,41.89
2018-08-25,100,59.0,,0.59,59.0
2018-08-26,42,59.0,,0.59,24.779999999999998
2018-08-27,28,59.0,,0.59,16.52
2018-08-28,43,59.0,,0.59,25.369999999999997
2018-08-29,43,59.0,,0.59,25.369999999999997
2018-08-30,46,59.0,,0.59,27.139999999999997
2018-08-31,44,59.0,,0.59,25.959999999999997
2018-09-01,56,49.0,False,0.49,27.439999999999998
2018-09-02,49,49.0,,0.49,24.009999999999998
2018-09-03,35,49.0,,0.49,17.15
2018-09-04,81,49.0,,0.49,39.69
2018-09-05,50,49.0,,0.49,24.5
2018-09-06,56,49.0,,0.49,27.439999999999998
2018-09-07,89,49.0,,0.49,43.61
2018-09-08,47,49.0,,0.49,23.03
2018-09-09,61,49.0,,0.49,29.89
2018-09-10,76,49.0,,0.49,37.24
2018-09-11,66,49.0,,0.49,32.339999999999996
2018-09-12,70,49.0,,0.49,34.3
2018-09-13,100,49.0,,0.49,49.0
2018-09-14,91,49.0,,0.49,44.589999999999996
2018-09-15,56,49.0,,0.49,27.439999999999998
2018-09-16,47,49.0,,0.49,23.03
2018-09-17,60,49.0,,0.49,29.4
2018-09-18,56,49.0,,0.49,27.439999999999998
2018-09-19,51,49.0,,0.49,24.99
2018-09-20,64,49.0,,0.49,31.36
2018-09-21,51,49.0,,0.49,24.99
2018-09-22,53,49.0,,0.49,25.97
2018-09-23,55,49.0,,0.49,26.95
2018-09-24,47,49.0,,0.49,23.03
2018-09-25,74,49.0,,0.49,36.26
2018-09-26,65,49.0,,0.49,31.849999999999998
2018-09-27,61,49.0,,0.49,29.89
2018-09-28,96,49.0,,0.49,47.04
2018-09-29,61,49.0,,0.49,29.89
2018-09-30,67,49.0,,0.49,32.83
2018-10-01,59,61.0,False,0.61,35.99
2018-10-02,70,61.0,,0.61,42.699999999999996
2018-10-03,71,61.0,,0.61,43.31
2018-10-04,39,61.0,,0.61,23.79
2018-10-05,93,61.0,,0.61,56.73
2018-10-06,66,61.0,,0.61,40.26
2018-10-07,45,61.0,,0.61,27.45
2018-10-08,50,61.0,,0.61,30.5
2018-10-09,60,61.0,,0.61,36.6
2018-10-10,56,61.0,,0.61,34.16
2018-10-11,85,61.0,,0.61,51.85
2018-10-12,100,61.0,,0.61,61.0
2018-10-13,71,61.0,,0.61,43.31
2018-10-14,54,61.0,,0.61,32.94
2018-10-15,45,61.0,,0.61,27.45
2018-10-16,34,61.0,,0.61,20.74
2018-10-17,60,61.0,,0.61,36.6
2018-10-18,78,61.0,,0.61,47.58
2018-10-19,89,61.0,,0.61,54.29
2018-10-20,62,61.0,,0.61,37.82
2018-10-21,69,61.0,,0.61,42.089999999999996
2018-10-22,65,61.0,,0.61,39.65
2018-10-23,77,61.0,,0.61,46.97
2018-10-24,51,61.0,,0.61,31.11
2018-10-25,82,61.0,,0.61,50.019999999999996
2018-10-26,66,61.0,,0.61,40.26
2018-10-27,54,61.0,,0.61,32.94
2018-10-28,41,61.0,,0.61,25.009999999999998
2018-10-29,41,61.0,,0.61,25.009999999999998
2018-10-30,45,61.0,,0.61,27.45
2018-10-31,60,61.0,,0.61,36.6
2018-11-01,53,60.0,False,0.6,31.799999999999997
2018-11-02,63,60.0,,0.6,37.8
2018-11-03,61,60.0,,0.6,36.6
2018-11-04,52,60.0,,0.6,31.2
2018-11-05,42,60.0,,0.6,25.2
2018-11-06,35,60.0,,0.6,21.0
2018-11-07,35,60.0,,0.6,21.0
2018-11-08,46,60.0,,0.6,27.599999999999998
2018-11-09,56,60.0,,0.6,33.6
2018-11-10,90,60.0,,0.6,54.0
2018-11-11,50,60.0,,0.6,30.0
2018-11-12,40,60.0,,0.6,24.0
2018-11-13,65,60.0,,0.6,39.0
2018-11-14,45,60.0,,0.6,27.0
2018-11-15,47,60.0,,0.6,28.2
2018-11-16,65,60.0,,0.6,39.0
2018-11-17,86,60.0,,0.6,51.6
2018-11-18,48,60.0,,0.6,28.799999999999997
2018-11-19,64,60.0,,0.6,38.4
2018-11-20,57,60.0,,0.6,34.199999999999996
2018-11-21,88,60.0,,0.6,52.8
2018-11-22,31,60.0,,0.6,18.599999999999998
2018-11-23,100,60.0,,0.6,60.0
2018-11-24,73,60.0,,0.6,43.8
2018-11-25,51,60.0,,0.6,30.599999999999998
2018-11-26,39,60.0,,0.6,23.4
2018-11-27,45,60.0,,0.6,27.0
2018-11-28,60,60.0,,0.6,36.0
2018-11-29,47,60.0,,0.6,28.2
2018-11-30,65,60.0,,0.6,39.0
2018-12-01,52,65.0,False,0.65,33.800000000000004
2018-12-02,44,65.0,,0.65,28.6
2018-12-03,53,65.0,,0.65,34.45
2018-12-04,43,65.0,,0.65,27.95
2018-12-05,31,65.0,,0.65,20.150000000000002
2018-12-06,41,65.0,,0.65,26.650000000000002
2018-12-07,47,65.0,,0.65,30.55
2018-12-08,57,65.0,,0.65,37.050000000000004
2018-12-09,21,65.0,,0.65,13.65
2018-12-10,49,65.0,,0.65,31.85
2018-12-11,41,65.0,,0.65,26.650000000000002
2018-12-12,46,65.0,,0.65,29.900000000000002
2018-12-13,34,65.0,,0.65,22.1
2018-12-14,47,65.0,,0.65,30.55
2018-12-15,67,65.0,,0.65,43.550000000000004
2018-12-16,36,65.0,,0.65,23.400000000000002
2018-12-17,51,65.0,,0.65,33.15
2018-12-18,77,65.0,,0.65,50.050000000000004
2018-12-19,57,65.0,,0.65,37.050000000000004
2018-12-20,91,65.0,,0.65,59.15
2018-12-21,78,65.0,,0.65,50.7
2018-12-22,77,65.0,,0.65,50.050000000000004
2018-12-23,55,65.0,,0.65,35.75
2018-12-24,48,65.0,,0.65,31.200000000000003
2018-12-25,78,65.0,,0.65,50.7
2018-12-26,98,65.0,,0.65,63.7
2018-12-27,64,65.0,,0.65,41.6
2018-12-28,100,65.0,,0.65,65.0
2018-12-29,76,65.0,,0.65,49.4
2018-12-30,68,65.0,,0.65,44.2
2018-12-31,73,65.0,,0.65,47.45
2019-01-01,88,60.0,False,0.6,52.8
2019-01-02,78,60.0,,0.6,46.8
2019-01-03,83,60.0,,0.6,49.8
2019-01-04,74,60.0,,0.6,44.4
2019-01-05,40,60.0,,0.6,24.0
2019-01-06,46,60.0,,0.6,27.599999999999998
2019-01-07,48,60.0,,0.6,28.799999999999997
2019-01-08,45,60.0,,0.6,27.0
2019-01-09,77,60.0,,0.6,46.199999999999996
2019-01-10,64,60.0,,0.6,38.4
2019-01-11,69,60.0,,0.6,41.4
2019-01-12,44,60.0,,0.6,26.4
2019-01-13,82,60.0,,0.6,49.199999999999996
2019-01-14,85,60.0,,0.6,51.0
2019-01-15,73,60.0,,0.6,43.8
2019-01-16,76,60.0,,0.6,45.6
2019-01-17,67,60.0,,0.6,40.199999999999996
2019-01-18,75,60.0,,0.6,45.0
2019-01-19,75,60.0,,0.6,45.0
2019-01-20,72,60.0,,0.6,43.199999999999996
2019-01-21,51,60.0,,0.6,30.599999999999998
2019-01-22,55,60.0,,0.6,33.0
2019-01-23,63,60.0,,0.6,37.8
2019-01-24,47,60.0,,0.6,28.2
2019-01-25,60,60.0,,0.6,36.0
2019-01-26,100,60.0,,0.6,60.0
2019-01-27,67,60.0,,0.6,40.199999999999996
2019-01-28,69,60.0,,0.6,41.4
2019-01-29,60,60.0,,0.6,36.0
2019-01-30,77,60.0,,0.6,46.199999999999996
2019-01-31,91,60.0,,0.6,54.6
2019-02-01,77,61.0,False,0.61,46.97
2019-02-02,71,61.0,,0.61,43.31
2019-02-03,36,61.0,,0.61,21.96
2019-02-04,46,61.0,,0.61,28.06
2019-02-05,48,61.0,,0.61,29.28
2019-02-06,54,61.0,,0.61,32.94
2019-02-07,38,61.0,,0.61,23.18
2019-02-08,73,61.0,,0.61,44.53
2019-02-09,60,61.0,,0.61,36.6
2019-02-10,53,61.0,,0.61,32.33
2019-02-11,50,61.0,,0.61,30.5
2019-02-12,64,61.0,,0.61,39.04
2019-02-13,52,61.0,,0.61,31.72
2019-02-14,65,61.0,,0.61,39.65
2019-02-15,100,61.0,,0.61,61.0
2019-02-16,63,61.0,,0.61,38.43
2019-02-17,40,61.0,,0.61,24.4
2019-02-18,52,61.0,,0.61,31.72
2019-02-19,64,61.0,,0.61,39.04
2019-02-20,81,61.0,,0.61,49.41
2019-02-21,47,61.0,,0.61,28.669999999999998
2019-02-22,99,61.0,,0.61,60.39
2019-02-23,60,61.0,,0.61,36.6
2019-02-24,57,61.0,,0.61,34.769999999999996
2019-02-25,51,61.0,,0.61,31.11
2019-02-26,48,61.0,,0.61,29.28
2019-02-27,35,61.0,,0.61,21.349999999999998
2019-02-28,67,61.0,,0.61,40.87
2019-03-01,86,66.0,False,0.66,56.760000000000005
2019-03-02,66,66.0,,0.66,43.56
2019-03-03,44,66.0,,0.66,29.040000000000003
2019-03-04,46,66.0,,0.66,30.360000000000003
2019-03-05,51,66.0,,0.66,33.660000000000004
2019-03-06,72,66.0,,0.66,47.52
2019-03-07,64,66.0,,0.66,42.24
2019-03-08,69,66.0,,0.66,45.54
2019-03-09,93,66.0,,0.66,61.38
2019-03-10,57,66.0,,0.66,37.620000000000005
2019-03-11,46,66.0,,0.66,30.360000000000003
2019-03-12,64,66.0,,0.66,42.24
2019-03-13,70,66.0,,0.66,46.2
2019-03-14,62,66.0,,0.66,40.92
2019-03-15,80,66.0,,0.66,52.800000000000004
2019-03-16,55,66.0,,0.66,36.300000000000004
2019-03-17,48,66.0,,0.66,31.68
2019-03-18,51,66.0,,0.66,33.660000000000004
2019-03-19,79,66.0,,0.66,52.14
2019-03-20,70,66.0,,0.66,46.2
2019-03-21,100,66.0,,0.66,66.0
2019-03-22,69,66.0,,0.66,45.54
2019-03-23,95,66.0,,0.66,62.7
2019-03-24,75,66.0,,0.66,49.5
2019-03-25,84,66.0,,0.66,55.440000000000005
2019-03-26,77,66.0,,0.66,50.82
2019-03-27,80,66.0,,0.66,52.800000000000004
2019-03-28,97,66.0,,0.66,64.02
2019-03-29,83,66.0,,0.66,54.78
2019-03-30,85,66.0,,0.66,56.1
2019-03-31,39,66.0,,0.66,25.740000000000002
2019-04-01,29,75.0,False,0.75,21.75
2019-04-02,39,75.0,,0.75,29.25
2019-04-03,34,75.0,,0.75,25.5
2019-04-04,45,75.0,,0.75,33.75
2019-04-05,77,75.0,,0.75,57.75
2019-04-06,43,75.0,,0.75,32.25
2019-04-07,39,75.0,,0.75,29.25
2019-04-08,27,75.0,,0.75,20.25
2019-04-09,40,75.0,,0.75,30.0
2019-04-10,29,75.0,,0.75,21.75
2019-04-11,48,75.0,,0.75,36.0
2019-04-12,58,75.0,,0.75,43.5
2019-04-13,24,75.0,,0.75,18.0
2019-04-14,37,75.0,,0.75,27.75
2019-04-15,29,75.0,,0.75,21.75
2019-04-16,26,75.0,,0.75,19.5
2019-04-17,38,75.0,,0.75,28.5
2019-04-18,42,75.0,,0.75,31.5
2019-04-19,38,75.0,,0.75,28.5
2019-04-20,43,75.0,,0.75,32.25
2019-04-21,28,75.0,,0.75,21.0
2019-04-22,30,75.0,,0.75,22.5
2019-04-23,42,75.0,,0.75,31.5
2019-04-24,39,75.0,,0.75,29.25
2019-04-25,68,75.0,,0.75,51.0
2019-04-26,77,75.0,,0.75,57.75
2019-04-27,100,75.0,,0.75,75.0
2019-04-28,75,75.0,,0.75,56.25
2019-04-29,70,75.0,,0.75,52.5
2019-04-30,28,75.0,,0.75,21.0
2019-05-01,56,66.0,False,0.66,36.96
2019-05-02,64,66.0,,0.66,42.24
2019-05-03,76,66.0,,0.66,50.160000000000004
2019-05-04,81,66.0,,0.66,53.46
2019-05-05,71,66.0,,0.66,46.86
2019-05-06,51,66.0,,0.66,33.660000000000004
2019-05-07,60,66.0,,0.66,39.6
2019-05-08,59,66.0,,0.66,38.940000000000005
2019-05-09,75,66.0,,0.66,49.5
2019-05-10,78,66.0,,0.66,51.480000000000004
2019-05-11,53,66.0,,0.66,34.980000000000004
2019-05-12,67,66.0,,0.66,44.22
2019-05-13,62,66.0,,0.66,40.92
2019-05-14,57,66.0,,0.66,37.620000000000005
2019-05-15,46,66.0,,0.66,30.360000000000003
2019-05-16,47,66.0,,0.66,31.020000000000003
2019-05-17,74,66.0,,0.66,48.84
2019-05-18,67,66.0,,0.66,44.22
2019-05-19,35,66.0,,0.66,23.1
2019-05-20,52,66.0,,0.66,34.32
2019-05-21,42,66.0,,0.66,27.720000000000002
2019-05-22,63,66.0,,0.66,41.580000000000005
2019-05-23,43,66.0,,0.66,28.380000000000003
2019-05-24,93,66.0,,0.66,61.38
2019-05-25,51,66.0,,0.66,33.660000000000004
2019-05-26,75,66.0,,0.66,49.5
2019-05-27,62,66.0,,0.66,40.92
2019-05-28,70,66.0,,0.66,46.2
2019-05-29,54,66.0,,0.66,35.64
2019-05-30,42,66.0,,0.66,27.720000000000002
2019-05-31,100,66.0,,0.66,66.0
2019-06-01,91,93.0,False,0.93,84.63000000000001
2019-06-02,37,93.0,,0.93,34.410000000000004
2019-06-03,66,93.0,,0.93,61.38
2019-06-04,54,93.0,,0.93,50.220000000000006
2019-06-05,57,93.0,,0.93,53.010000000000005
2019-06-06,40,93.0,,0.93,37.2
2019-06-07,72,93.0,,0.93,66.96000000000001
2019-06-08,62,93.0,,0.93,57.660000000000004
2019-06-09,44,93.0,,0.93,40.92
2019-06-10,41,93.0,,0.93,38.13
2019-06-11,41,93.0,,0.93,38.13
2019-06-12,56,93.0,,0.93,52.080000000000005
2019-06-13,51,93.0,,0.93,47.43
2019-06-14,71,93.0,,0.93,66.03
2019-06-15,51,93.0,,0.93,47.43
2019-06-16,27,93.0,,0.93,25.110000000000003
2019-06-17,66,93.0,,0.93,61.38
2019-06-18,41,93.0,,0.93,38.13
2019-06-19,52,93.0,,0.93,48.36
2019-06-20,98,93.0,,0.93,91.14
2019-06-21,98,93.0,,0.93,91.14
2019-06-22,66,93.0,,0.93,61.38
2019-06-23,50,93.0,,0.93,46.5
2019-06-24,99,93.0,,0.93,92.07000000000001
2019-06-25,95,93.0,,0.93,88.35000000000001
2019-06-26,84,93.0,,0.93,78.12
2019-06-27,78,93.0,,0.93,72.54
2019-06-28,100,93.0,,0.93,93.0
2019-06-29,49,93.0,,0.93,45.57
2019-06-30,58,93.0,,0.93,53.940000000000005
2019-07-01,68,95.0,False,0.95,64.6
2019-07-02,86,95.0,,0.95,81.7
2019-07-03,59,95.0,,0.95,56.05
2019-07-04,22,95.0,,0.95,20.9
2019-07-05,57,95.0,,0.95,54.15
2019-07-06,46,95.0,,0.95,43.699999999999996
2019-07-07,45,95.0,,0.95,42.75
2019-07-08,50,95.0,,0.95,47.5
2019-07-09,48,95.0,,0.95,45.599999999999994
2019-07-10,45,95.0,,0.95,42.75
2019-07-11,56,95.0,,0.95,53.199999999999996
2019-07-12,65,95.0,,0.95,61.75
2019-07-13,34,95.0,,0.95,32.3
2019-07-14,41,95.0,,0.95,38.949999999999996
2019-07-15,56,95.0,,0.95,53.199999999999996
2019-07-16,48,95.0,,0.95,45.599999999999994
2019-07-17,65,95.0,,0.95,61.75
2019-07-18,85,95.0,,0.95,80.75
2019-07-19,100,95.0,,0.95,95.0
2019-07-20,48,95.0,,0.95,45.599999999999994
2019-07-21,41,95.0,,0.95,38.949999999999996
2019-07-22,52,95.0,,0.95,49.4
2019-07-23,65,95.0,,0.95,61.75
2019-07-24,64,95.0,,0.95,60.8
2019-07-25,67,95.0,,0.95,63.65
2019-07-26,59,95.0,,0.95,56.05
2019-07-27,29,95.0,,0.95,27.549999999999997
2019-07-28,29,95.0,,0.95,27.549999999999997
2019-07-29,35,95.0,,0.95,33.25
2019-07-30,60,95.0,,0.95,57.0
2019-07-31,48,95.0,,0.95,45.599999999999994
2019-08-01,73,89.0,False,0.89,64.97
2019-08-02,100,89.0,,0.89,89.0
2019-08-03,52,89.0,,0.89,46.28
2019-08-04,54,89.0,,0.89,48.06
2019-08-05,85,89.0,,0.89,75.65
2019-08-06,67,89.0,,0.89,59.63
2019-08-07,80,89.0,,0.89,71.2
2019-08-08,98,89.0,,0.89,87.22
2019-08-09,76,89.0,,0.89,67.64
2019-08-10,43,89.0,,0.89,38.27
2019-08-11,25,89.0,,0.89,22.25
2019-08-12,60,89.0,,0.89,53.4
2019-08-13,96,89.0,,0.89,85.44
2019-08-14,74,89.0,,0.89,65.86
2019-08-15,74,89.0,,0.89,65.86
2019-08-16,78,89.0,,0.89,69.42
2019-08-17,71,89.0,,0.89,63.19
2019-08-18,44,89.0,,0.89,39.160000000000004
2019-08-19,67,89.0,,0.89,59.63
2019-08-20,78,89.0,,0.89,69.42
2019-08-21,52,89.0,,0.89,46.28
2019-08-22,66,89.0,,0.89,58.74
