date,GPRO_unscaled,GPRO_monthly,isPartial,scale,GPRO
2021-04-16,40,25.0,,0.25,10.0
2021-04-17,30,25.0,,0.25,7.5
2021-04-18,37,25.0,,0.25,9.25
2021-04-19,33,25.0,,0.25,8.25
2021-04-20,52,25.0,,0.25,13.0
2021-04-21,26,25.0,,0.25,6.5
2021-04-22,100,25.0,,0.25,25.0
2021-04-23,34,25.0,,0.25,8.5
2021-04-24,7,25.0,,0.25,1.75
2021-04-25,23,25.0,,0.25,5.75
2021-04-26,53,25.0,,0.25,13.25
2021-04-27,54,25.0,,0.25,13.5
2021-04-28,85,25.0,,0.25,21.25
2021-04-29,58,25.0,,0.25,14.5
2021-04-30,32,25.0,,0.25,8.0
2021-05-01,10,24.0,False,0.24,2.4
2021-05-02,11,24.0,,0.24,2.6399999999999997
2021-05-03,41,24.0,,0.24,9.84
2021-05-04,58,24.0,,0.24,13.92
2021-05-05,54,24.0,,0.24,12.959999999999999
2021-05-06,50,24.0,,0.24,12.0
2021-05-07,100,24.0,,0.24,24.0
2021-05-08,26,24.0,,0.24,6.24
2021-05-09,21,24.0,,0.24,5.04
2021-05-10,48,24.0,,0.24,11.52
2021-05-11,60,24.0,,0.24,14.399999999999999
2021-05-12,41,24.0,,0.24,9.84
2021-05-13,51,24.0,,0.24,12.24
2021-05-14,44,24.0,,0.24,10.559999999999999
2021-05-15,54,24.0,,0.24,12.959999999999999
2021-05-16,5,24.0,,0.24,1.2
2021-05-17,61,24.0,,0.24,14.639999999999999
2021-05-18,61,24.0,,0.24,14.639999999999999
2021-05-19,50,24.0,,0.24,12.0
2021-05-20,52,24.0,,0.24,12.48
2021-05-21,38,24.0,,0.24,9.12
2021-05-22,38,24.0,,0.24,9.12
2021-05-23,16,24.0,,0.24,3.84
2021-05-24,42,24.0,,0.24,10.08
2021-05-25,48,24.0,,0.24,11.52
2021-05-26,41,24.0,,0.24,9.84
2021-05-27,51,24.0,,0.24,12.24
2021-05-28,52,24.0,,0.24,12.48
2021-05-29,37,24.0,,0.24,8.879999999999999
2021-05-30,49,24.0,,0.24,11.76
2021-05-31,43,24.0,,0.24,10.32
2021-06-01,44,25.0,False,0.25,11.0
2021-06-02,47,25.0,,0.25,11.75
2021-06-03,35,25.0,,0.25,8.75
2021-06-04,54,25.0,,0.25,13.5
2021-06-05,35,25.0,,0.25,8.75
2021-06-06,0,25.0,,0.25,0.0
2021-06-07,34,25.0,,0.25,8.5
2021-06-08,70,25.0,,0.25,17.5
2021-06-09,52,25.0,,0.25,13.0
2021-06-10,62,25.0,,0.25,15.5
2021-06-11,100,25.0,,0.25,25.0
2021-06-12,10,25.0,,0.25,2.5
2021-06-13,5,25.0,,0.25,1.25
2021-06-14,39,25.0,,0.25,9.75
2021-06-15,48,25.0,,0.25,12.0
2021-06-16,48,25.0,,0.25,12.0
2021-06-17,45,25.0,,0.25,11.25
2021-06-18,23,25.0,,0.25,5.75
2021-06-19,10,25.0,,0.25,2.5
2021-06-20,20,25.0,,0.25,5.0
2021-06-21,48,25.0,,0.25,12.0
2021-06-22,49,25.0,,0.25,12.25
2021-06-23,31,25.0,,0.25,7.75
2021-06-24,45,25.0,,0.25,11.25
2021-06-25,45,25.0,,0.25,11.25
2021-06-26,20,25.0,,0.25,5.0
2021-06-27,20,25.0,,0.25,5.0
2021-06-28,40,25.0,,0.25,10.0
2021-06-29,68,25.0,,0.25,17.0
2021-06-30,43,25.0,,0.25,10.75
2021-07-01,44,20.0,False,0.2,8.8
2021-07-02,55,20.0,,0.2,11.0
2021-07-03,43,20.0,,0.2,8.6
2021-07-04,37,20.0,,0.2,7.4
2021-07-05,80,20.0,,0.2,16.0
2021-07-06,93,20.0,,0.2,18.6
2021-07-07,82,20.0,,0.2,16.400000000000002
2021-07-08,100,20.0,,0.2,20.0
2021-07-09,78,20.0,,0.2,15.600000000000001
2021-07-10,52,20.0,,0.2,10.4
2021-07-11,17,20.0,,0.2,3.4000000000000004
2021-07-12,46,20.0,,0.2,9.200000000000001
2021-07-13,46,20.0,,0.2,9.200000000000001
2021-07-14,83,20.0,,0.2,16.6
2021-07-15,54,20.0,,0.2,10.8
2021-07-16,54,20.0,,0.2,10.8
2021-07-17,34,20.0,,0.2,6.800000000000001
2021-07-18,60,20.0,,0.2,12.0
2021-07-19,68,20.0,,0.2,13.600000000000001
2021-07-20,69,20.0,,0.2,13.8
2021-07-21,45,20.0,,0.2,9.0
2021-07-22,50,20.0,,0.2,10.0
2021-07-23,54,20.0,,0.2,10.8
2021-07-24,9,20.0,,0.2,1.8
2021-07-25,60,20.0,,0.2,12.0
2021-07-26,69,20.0,,0.2,13.8
2021-07-27,54,20.0,,0.2,10.8
2021-07-28,23,20.0,,0.2,4.6000000000000005
2021-07-29,53,20.0,,0.2,10.600000000000001
2021-07-30,61,20.0,,0.2,12.200000000000001
2021-07-31,34,20.0,,0.2,6.800000000000001
2021-08-01,30,23.0,False,0.23,6.9
2021-08-02,27,23.0,,0.23,6.21
2021-08-03,16,23.0,,0.23,3.68
2021-08-04,49,23.0,,0.23,11.270000000000001
2021-08-05,81,23.0,,0.23,18.630000000000003
2021-08-06,78,23.0,,0.23,17.94
2021-08-07,36,23.0,,0.23,8.280000000000001
2021-08-08,36,23.0,,0.23,8.280000000000001
2021-08-09,53,23.0,,0.23,12.190000000000001
2021-08-10,44,23.0,,0.23,10.120000000000001
2021-08-11,100,23.0,,0.23,23.0
2021-08-12,60,23.0,,0.23,13.8
2021-08-13,56,23.0,,0.23,12.88
2021-08-14,36,23.0,,0.23,8.280000000000001
2021-08-15,30,23.0,,0.23,6.9
2021-08-16,44,23.0,,0.23,10.120000000000001
2021-08-17,53,23.0,,0.23,12.190000000000001
2021-08-18,48,23.0,,0.23,11.040000000000001
2021-08-19,48,23.0,,0.23,11.040000000000001
2021-08-20,42,23.0,,0.23,9.66
2021-08-21,30,23.0,,0.23,6.9
2021-08-22,36,23.0,,0.23,8.280000000000001
2021-08-23,27,23.0,,0.23,6.21
2021-08-24,18,23.0,,0.23,4.140000000000001
2021-08-25,37,23.0,,0.23,8.51
2021-08-26,39,23.0,,0.23,8.97
2021-08-27,33,23.0,,0.23,7.590000000000001
2021-08-28,72,23.0,,0.23,16.560000000000002
2021-08-29,35,23.0,,0.23,8.05
2021-08-30,73,23.0,,0.23,16.79
2021-08-31,54,23.0,,0.23,12.42
2021-09-01,48,17.0,False,0.17,8.16
2021-09-02,38,17.0,,0.17,6.460000000000001
2021-09-03,45,17.0,,0.17,7.65
2021-09-04,37,17.0,,0.17,6.29
2021-09-05,15,17.0,,0.17,2.5500000000000003
2021-09-06,21,17.0,,0.17,3.5700000000000003
2021-09-07,38,17.0,,0.17,6.460000000000001
2021-09-08,31,17.0,,0.17,5.2700000000000005
2021-09-09,56,17.0,,0.17,9.520000000000001
2021-09-10,32,17.0,,0.17,5.44
2021-09-11,28,17.0,,0.17,4.760000000000001
2021-09-12,35,17.0,,0.17,5.95
2021-09-13,32,17.0,,0.17,5.44
2021-09-14,37,17.0,,0.17,6.29
2021-09-15,74,17.0,,0.17,12.58
2021-09-16,100,17.0,,0.17,17.0
2021-09-17,32,17.0,,0.17,5.44
2021-09-18,21,17.0,,0.17,3.5700000000000003
2021-09-19,14,17.0,,0.17,2.3800000000000003
2021-09-20,25,17.0,,0.17,4.25
2021-09-21,32,17.0,,0.17,5.44
2021-09-22,31,17.0,,0.17,5.2700000000000005
2021-09-23,62,17.0,,0.17,10.540000000000001
2021-09-24,32,17.0,,0.17,5.44
2021-09-25,14,17.0,,0.17,2.3800000000000003
2021-09-26,14,17.0,,0.17,2.3800000000000003
2021-09-27,25,17.0,,0.17,4.25
2021-09-28,50,17.0,,0.17,8.5
2021-09-29,73,17.0,,0.17,12.41
2021-09-30,31,17.0,,0.17,5.2700000000000005
2021-10-01,24,16.0,False,0.16,3.84
2021-10-02,52,16.0,,0.16,8.32
2021-10-03,33,16.0,,0.16,5.28
2021-10-04,52,16.0,,0.16,8.32
2021-10-05,54,16.0,,0.16,8.64
2021-10-06,38,16.0,,0.16,6.08
2021-10-07,31,16.0,,0.16,4.96
2021-10-08,64,16.0,,0.16,10.24
2021-10-09,26,16.0,,0.16,4.16
2021-10-10,26,16.0,,0.16,4.16
2021-10-11,39,16.0,,0.16,6.24
2021-10-12,39,16.0,,0.16,6.24
2021-10-13,64,16.0,,0.16,10.24
2021-10-14,63,16.0,,0.16,10.08
2021-10-15,95,16.0,,0.16,15.200000000000001
2021-10-16,35,16.0,,0.16,5.6000000000000005
2021-10-17,9,16.0,,0.16,1.44
2021-10-18,39,16.0,,0.16,6.24
2021-10-19,24,16.0,,0.16,3.84
2021-10-20,8,16.0,,0.16,1.28
2021-10-21,23,16.0,,0.16,3.68
2021-10-22,63,16.0,,0.16,10.08
2021-10-23,26,16.0,,0.16,4.16
2021-10-24,59,16.0,,0.16,9.44
2021-10-25,54,16.0,,0.16,8.64
2021-10-26,100,16.0,,0.16,16.0
2021-10-27,100,16.0,,0.16,16.0
2021-10-28,70,16.0,,0.16,11.200000000000001
2021-10-29,24,16.0,,0.16,3.84
2021-10-30,34,16.0,,0.16,5.44
2021-10-31,27,16.0,,0.16,4.32
2021-11-01,23,28.0,False,0.28,6.44
2021-11-02,27,28.0,,0.28,7.5600000000000005
2021-11-03,48,28.0,,0.28,13.440000000000001
2021-11-04,100,28.0,,0.28,28.000000000000004
2021-11-05,60,28.0,,0.28,16.8
2021-11-06,35,28.0,,0.28,9.8
2021-11-07,15,28.0,,0.28,4.2
2021-11-08,37,28.0,,0.28,10.360000000000001
2021-11-09,59,28.0,,0.28,16.520000000000003
2021-11-10,35,28.0,,0.28,9.8
2021-11-11,48,28.0,,0.28,13.440000000000001
2021-11-12,63,28.0,,0.28,17.64
2021-11-13,59,28.0,,0.28,16.520000000000003
2021-11-14,45,28.0,,0.28,12.600000000000001
2021-11-15,67,28.0,,0.28,18.76
2021-11-16,46,28.0,,0.28,12.88
2021-11-17,35,28.0,,0.28,9.8
2021-11-18,68,28.0,,0.28,19.040000000000003
2021-11-19,41,28.0,,0.28,11.48
2021-11-20,35,28.0,,0.28,9.8
2021-11-21,35,28.0,,0.28,9.8
2021-11-22,50,28.0,,0.28,14.000000000000002
2021-11-23,18,28.0,,0.28,5.040000000000001
2021-11-24,45,28.0,,0.28,12.600000000000001
2021-11-25,34,28.0,,0.28,9.520000000000001
2021-11-26,37,28.0,,0.28,10.360000000000001
2021-11-27,62,28.0,,0.28,17.360000000000003
2021-11-28,33,28.0,,0.28,9.24
2021-11-29,46,28.0,,0.28,12.88
2021-11-30,25,28.0,,0.28,7.000000000000001
2021-12-01,59,19.0,False,0.19,11.21
2021-12-02,77,19.0,,0.19,14.63
2021-12-03,62,19.0,,0.19,11.78
2021-12-04,49,19.0,,0.19,9.31
2021-12-05,58,19.0,,0.19,11.02
2021-12-06,87,19.0,,0.19,16.53
2021-12-07,35,19.0,,0.19,6.65
2021-12-08,99,19.0,,0.19,18.81
2021-12-09,72,19.0,,0.19,13.68
2021-12-10,73,19.0,,0.19,13.870000000000001
2021-12-11,20,19.0,,0.19,3.8
2021-12-12,98,19.0,,0.19,18.62
2021-12-13,100,19.0,,0.19,19.0
2021-12-14,36,19.0,,0.19,6.84
2021-12-15,71,19.0,,0.19,13.49
2021-12-16,56,19.0,,0.19,10.64
2021-12-17,94,19.0,,0.19,17.86
2021-12-18,21,19.0,,0.19,3.99
2021-12-19,30,19.0,,0.19,5.7
2021-12-20,57,19.0,,0.19,10.83
2021-12-21,84,19.0,,0.19,15.96
2021-12-22,84,19.0,,0.19,15.96
2021-12-23,29,19.0,,0.19,5.51
2021-12-24,63,19.0,,0.19,11.97
2021-12-25,45,19.0,,0.19,8.55
2021-12-26,63,19.0,,0.19,11.97
2021-12-27,28,19.0,,0.19,5.32
2021-12-28,74,19.0,,0.19,14.06
2021-12-29,27,19.0,,0.19,5.13
2021-12-30,54,19.0,,0.19,10.26
2021-12-31,64,19.0,,0.19,12.16
