date,IG_unscaled,IG_monthly,isPartial,scale,IG
2021-04-17,82,71.0,,0.71,58.22
2021-04-18,92,71.0,,0.71,65.32
2021-04-19,83,71.0,,0.71,58.93
2021-04-20,77,71.0,,0.71,54.669999999999995
2021-04-21,82,71.0,,0.71,58.22
2021-04-22,79,71.0,,0.71,56.089999999999996
2021-04-23,77,71.0,,0.71,54.669999999999995
2021-04-24,82,71.0,,0.71,58.22
2021-04-25,84,71.0,,0.71,59.64
2021-04-26,80,71.0,,0.71,56.8
2021-04-27,81,71.0,,0.71,57.51
2021-04-28,74,71.0,,0.71,52.54
2021-04-29,76,71.0,,0.71,53.959999999999994
2021-04-30,71,71.0,,0.71,50.41
2021-05-01,94,69.0,False,0.69,64.86
2021-05-02,97,69.0,,0.69,66.92999999999999
2021-05-03,84,69.0,,0.69,57.959999999999994
2021-05-04,89,69.0,,0.69,61.41
2021-05-05,89,69.0,,0.69,61.41
2021-05-06,87,69.0,,0.69,60.029999999999994
2021-05-07,86,69.0,,0.69,59.339999999999996
2021-05-08,86,69.0,,0.69,59.339999999999996
2021-05-09,96,69.0,,0.69,66.24
2021-05-10,90,69.0,,0.69,62.099999999999994
2021-05-11,93,69.0,,0.69,64.17
2021-05-12,88,69.0,,0.69,60.72
2021-05-13,85,69.0,,0.69,58.65
2021-05-14,89,69.0,,0.69,61.41
2021-05-15,93,69.0,,0.69,64.17
2021-05-16,95,69.0,,0.69,65.55
2021-05-17,88,69.0,,0.69,60.72
2021-05-18,93,69.0,,0.69,64.17
2021-05-19,81,69.0,,0.69,55.88999999999999
2021-05-20,95,69.0,,0.69,65.55
2021-05-21,92,69.0,,0.69,63.48
2021-05-22,97,69.0,,0.69,66.92999999999999
2021-05-23,93,69.0,,0.69,64.17
2021-05-24,91,69.0,,0.69,62.78999999999999
2021-05-25,91,69.0,,0.69,62.78999999999999
2021-05-26,84,69.0,,0.69,57.959999999999994
2021-05-27,87,69.0,,0.69,60.029999999999994
2021-05-28,85,69.0,,0.69,58.65
2021-05-29,88,69.0,,0.69,60.72
2021-05-30,100,69.0,,0.69,69.0
2021-05-31,95,69.0,,0.69,65.55
2021-06-01,86,70.0,False,0.7,60.199999999999996
2021-06-02,82,70.0,,0.7,57.4
2021-06-03,88,70.0,,0.7,61.599999999999994
2021-06-04,87,70.0,,0.7,60.9
2021-06-05,86,70.0,,0.7,60.199999999999996
2021-06-06,92,70.0,,0.7,64.39999999999999
2021-06-07,86,70.0,,0.7,60.199999999999996
2021-06-08,81,70.0,,0.7,56.699999999999996
2021-06-09,82,70.0,,0.7,57.4
2021-06-10,82,70.0,,0.7,57.4
2021-06-11,84,70.0,,0.7,58.8
2021-06-12,94,70.0,,0.7,65.8
2021-06-13,88,70.0,,0.7,61.599999999999994
2021-06-14,93,70.0,,0.7,65.1
2021-06-15,90,70.0,,0.7,62.99999999999999
2021-06-16,86,70.0,,0.7,60.199999999999996
2021-06-17,83,70.0,,0.7,58.099999999999994
2021-06-18,93,70.0,,0.7,65.1
2021-06-19,100,70.0,,0.7,70.0
2021-06-20,98,70.0,,0.7,68.6
2021-06-21,93,70.0,,0.7,65.1
2021-06-22,89,70.0,,0.7,62.3
2021-06-23,88,70.0,,0.7,61.599999999999994
2021-06-24,85,70.0,,0.7,59.49999999999999
2021-06-25,87,70.0,,0.7,60.9
2021-06-26,85,70.0,,0.7,59.49999999999999
2021-06-27,90,70.0,,0.7,62.99999999999999
2021-06-28,89,70.0,,0.7,62.3
2021-06-29,88,70.0,,0.7,61.599999999999994
2021-06-30,84,70.0,,0.7,58.8
2021-07-01,78,71.0,False,0.71,55.379999999999995
2021-07-02,85,71.0,,0.71,60.349999999999994
2021-07-03,86,71.0,,0.71,61.059999999999995
2021-07-04,90,71.0,,0.71,63.9
2021-07-05,96,71.0,,0.71,68.16
2021-07-06,85,71.0,,0.71,60.349999999999994
2021-07-07,76,71.0,,0.71,53.959999999999994
2021-07-08,80,71.0,,0.71,56.8
2021-07-09,86,71.0,,0.71,61.059999999999995
2021-07-10,92,71.0,,0.71,65.32
2021-07-11,98,71.0,,0.71,69.58
2021-07-12,100,71.0,,0.71,71.0
2021-07-13,92,71.0,,0.71,65.32
2021-07-14,87,71.0,,0.71,61.769999999999996
2021-07-15,83,71.0,,0.71,58.93
2021-07-16,90,71.0,,0.71,63.9
2021-07-17,90,71.0,,0.71,63.9
2021-07-18,90,71.0,,0.71,63.9
2021-07-19,86,71.0,,0.71,61.059999999999995
2021-07-20,87,71.0,,0.71,61.769999999999996
2021-07-21,81,71.0,,0.71,57.51
2021-07-22,84,71.0,,0.71,59.64
2021-07-23,87,71.0,,0.71,61.769999999999996
2021-07-24,88,71.0,,0.71,62.48
2021-07-25,91,71.0,,0.71,64.61
2021-07-26,86,71.0,,0.71,61.059999999999995
2021-07-27,85,71.0,,0.71,60.349999999999994
2021-07-28,82,71.0,,0.71,58.22
2021-07-29,83,71.0,,0.71,58.93
2021-07-30,83,71.0,,0.71,58.93
2021-07-31,85,71.0,,0.71,60.349999999999994
2021-08-01,99,71.0,False,0.71,70.28999999999999
2021-08-02,95,71.0,,0.71,67.45
2021-08-03,92,71.0,,0.71,65.32
2021-08-04,94,71.0,,0.71,66.74
2021-08-05,92,71.0,,0.71,65.32
2021-08-06,90,71.0,,0.71,63.9
2021-08-07,96,71.0,,0.71,68.16
2021-08-08,100,71.0,,0.71,71.0
2021-08-09,95,71.0,,0.71,67.45
2021-08-10,97,71.0,,0.71,68.86999999999999
2021-08-11,90,71.0,,0.71,63.9
2021-08-12,94,71.0,,0.71,66.74
2021-08-13,98,71.0,,0.71,69.58
2021-08-14,95,71.0,,0.71,67.45
2021-08-15,97,71.0,,0.71,68.86999999999999
2021-08-16,98,71.0,,0.71,69.58
2021-08-17,87,71.0,,0.71,61.769999999999996
2021-08-18,90,71.0,,0.71,63.9
2021-08-19,93,71.0,,0.71,66.03
2021-08-20,90,71.0,,0.71,63.9
2021-08-21,95,71.0,,0.71,67.45
2021-08-22,99,71.0,,0.71,70.28999999999999
2021-08-23,93,71.0,,0.71,66.03
2021-08-24,93,71.0,,0.71,66.03
2021-08-25,91,71.0,,0.71,64.61
2021-08-26,99,71.0,,0.71,70.28999999999999
2021-08-27,93,71.0,,0.71,66.03
2021-08-28,91,71.0,,0.71,64.61
2021-08-29,98,71.0,,0.71,69.58
2021-08-30,96,71.0,,0.71,68.16
2021-08-31,98,71.0,,0.71,69.58
2021-09-01,88,71.0,False,0.71,62.48
2021-09-02,93,71.0,,0.71,66.03
2021-09-03,88,71.0,,0.71,62.48
2021-09-04,100,71.0,,0.71,71.0
2021-09-05,100,71.0,,0.71,71.0
2021-09-06,99,71.0,,0.71,70.28999999999999
2021-09-07,94,71.0,,0.71,66.74
2021-09-08,91,71.0,,0.71,64.61
2021-09-09,94,71.0,,0.71,66.74
2021-09-10,91,71.0,,0.71,64.61
2021-09-11,94,71.0,,0.71,66.74
2021-09-12,97,71.0,,0.71,68.86999999999999
2021-09-13,91,71.0,,0.71,64.61
2021-09-14,89,71.0,,0.71,63.19
2021-09-15,93,71.0,,0.71,66.03
2021-09-16,92,71.0,,0.71,65.32
2021-09-17,90,71.0,,0.71,63.9
2021-09-18,93,71.0,,0.71,66.03
2021-09-19,98,71.0,,0.71,69.58
2021-09-20,91,71.0,,0.71,64.61
2021-09-21,96,71.0,,0.71,68.16
2021-09-22,89,71.0,,0.71,63.19
2021-09-23,94,71.0,,0.71,66.74
2021-09-24,93,71.0,,0.71,66.03
2021-09-25,95,71.0,,0.71,67.45
2021-09-26,96,71.0,,0.71,68.16
2021-09-27,88,71.0,,0.71,62.48
2021-09-28,88,71.0,,0.71,62.48
2021-09-29,85,71.0,,0.71,60.349999999999994
2021-09-30,91,71.0,,0.71,64.61
2021-10-01,48,71.0,False,0.71,34.08
2021-10-02,50,71.0,,0.71,35.5
2021-10-03,54,71.0,,0.71,38.339999999999996
2021-10-04,100,71.0,,0.71,71.0
2021-10-05,55,71.0,,0.71,39.05
2021-10-06,48,71.0,,0.71,34.08
2021-10-07,48,71.0,,0.71,34.08
2021-10-08,50,71.0,,0.71,35.5
2021-10-09,50,71.0,,0.71,35.5
2021-10-10,51,71.0,,0.71,36.21
2021-10-11,48,71.0,,0.71,34.08
2021-10-12,50,71.0,,0.71,35.5
2021-10-13,50,71.0,,0.71,35.5
2021-10-14,47,71.0,,0.71,33.37
2021-10-15,48,71.0,,0.71,34.08
2021-10-16,51,71.0,,0.71,36.21
2021-10-17,50,71.0,,0.71,35.5
2021-10-18,52,71.0,,0.71,36.92
2021-10-19,50,71.0,,0.71,35.5
2021-10-20,46,71.0,,0.71,32.66
2021-10-21,50,71.0,,0.71,35.5
2021-10-22,48,71.0,,0.71,34.08
2021-10-23,53,71.0,,0.71,37.629999999999995
2021-10-24,53,71.0,,0.71,37.629999999999995
2021-10-25,48,71.0,,0.71,34.08
2021-10-26,50,71.0,,0.71,35.5
2021-10-27,47,71.0,,0.71,33.37
2021-10-28,50,71.0,,0.71,35.5
2021-10-29,49,71.0,,0.71,34.79
2021-10-30,53,71.0,,0.71,37.629999999999995
2021-10-31,57,71.0,,0.71,40.47
2021-11-01,88,69.0,False,0.69,60.72
2021-11-02,87,69.0,,0.69,60.029999999999994
2021-11-03,87,69.0,,0.69,60.029999999999994
2021-11-04,87,69.0,,0.69,60.029999999999994
2021-11-05,83,69.0,,0.69,57.269999999999996
2021-11-06,93,69.0,,0.69,64.17
2021-11-07,92,69.0,,0.69,63.48
2021-11-08,84,69.0,,0.69,57.959999999999994
2021-11-09,90,69.0,,0.69,62.099999999999994
2021-11-10,80,69.0,,0.69,55.199999999999996
2021-11-11,86,69.0,,0.69,59.339999999999996
2021-11-12,82,69.0,,0.69,56.58
2021-11-13,93,69.0,,0.69,64.17
2021-11-14,86,69.0,,0.69,59.339999999999996
2021-11-15,100,69.0,,0.69,69.0
2021-11-16,83,69.0,,0.69,57.269999999999996
2021-11-17,97,69.0,,0.69,66.92999999999999
2021-11-18,93,69.0,,0.69,64.17
2021-11-19,90,69.0,,0.69,62.099999999999994
2021-11-20,88,69.0,,0.69,60.72
2021-11-21,94,69.0,,0.69,64.86
2021-11-22,82,69.0,,0.69,56.58
2021-11-23,86,69.0,,0.69,59.339999999999996
2021-11-24,87,69.0,,0.69,60.029999999999994
2021-11-25,92,69.0,,0.69,63.48
2021-11-26,86,69.0,,0.69,59.339999999999996
2021-11-27,92,69.0,,0.69,63.48
2021-11-28,92,69.0,,0.69,63.48
2021-11-29,81,69.0,,0.69,55.88999999999999
2021-11-30,79,69.0,,0.69,54.51
2021-12-01,85,70.0,False,0.7,59.49999999999999
2021-12-02,86,70.0,,0.7,60.199999999999996
2021-12-03,86,70.0,,0.7,60.199999999999996
2021-12-04,95,70.0,,0.7,66.5
2021-12-05,99,70.0,,0.7,69.3
2021-12-06,87,70.0,,0.7,60.9
2021-12-07,91,70.0,,0.7,63.699999999999996
2021-12-08,90,70.0,,0.7,62.99999999999999
2021-12-09,91,70.0,,0.7,63.699999999999996
2021-12-10,91,70.0,,0.7,63.699999999999996
2021-12-11,98,70.0,,0.7,68.6
2021-12-12,94,70.0,,0.7,65.8
2021-12-13,81,70.0,,0.7,56.699999999999996
2021-12-14,84,70.0,,0.7,58.8
2021-12-15,87,70.0,,0.7,60.9
2021-12-16,89,70.0,,0.7,62.3
2021-12-17,87,70.0,,0.7,60.9
2021-12-18,92,70.0,,0.7,64.39999999999999
2021-12-19,96,70.0,,0.7,67.19999999999999
2021-12-20,88,70.0,,0.7,61.599999999999994
2021-12-21,93,70.0,,0.7,65.1
2021-12-22,87,70.0,,0.7,60.9
2021-12-23,89,70.0,,0.7,62.3
2021-12-24,95,70.0,,0.7,66.5
2021-12-25,99,70.0,,0.7,69.3
2021-12-26,100,70.0,,0.7,70.0
2021-12-27,91,70.0,,0.7,63.699999999999996
2021-12-28,95,70.0,,0.7,66.5
2021-12-29,84,70.0,,0.7,58.8
2021-12-30,88,70.0,,0.7,61.599999999999994
2021-12-31,92,70.0,,0.7,64.39999999999999
