date,ST_unscaled,ST_monthly,isPartial,scale,ST
2021-04-14,90,74.0,,0.74,66.6
2021-04-15,88,74.0,,0.74,65.12
2021-04-16,88,74.0,,0.74,65.12
2021-04-17,92,74.0,,0.74,68.08
2021-04-18,87,74.0,,0.74,64.38
2021-04-19,91,74.0,,0.74,67.34
2021-04-20,89,74.0,,0.74,65.86
2021-04-21,88,74.0,,0.74,65.12
2021-04-22,87,74.0,,0.74,64.38
2021-04-23,88,74.0,,0.74,65.12
2021-04-24,89,74.0,,0.74,65.86
2021-04-25,90,74.0,,0.74,66.6
2021-04-26,88,74.0,,0.74,65.12
2021-04-27,90,74.0,,0.74,66.6
2021-04-28,89,74.0,,0.74,65.86
2021-04-29,88,74.0,,0.74,65.12
2021-04-30,88,74.0,,0.74,65.12
2021-05-01,93,73.0,False,0.73,67.89
2021-05-02,93,73.0,,0.73,67.89
2021-05-03,98,73.0,,0.73,71.53999999999999
2021-05-04,93,73.0,,0.73,67.89
2021-05-05,91,73.0,,0.73,66.42999999999999
2021-05-06,96,73.0,,0.73,70.08
2021-05-07,96,73.0,,0.73,70.08
2021-05-08,93,73.0,,0.73,67.89
2021-05-09,87,73.0,,0.73,63.51
2021-05-10,96,73.0,,0.73,70.08
2021-05-11,99,73.0,,0.73,72.27
2021-05-12,94,73.0,,0.73,68.62
2021-05-13,97,73.0,,0.73,70.81
2021-05-14,100,73.0,,0.73,73.0
2021-05-15,91,73.0,,0.73,66.42999999999999
2021-05-16,91,73.0,,0.73,66.42999999999999
2021-05-17,96,73.0,,0.73,70.08
2021-05-18,99,73.0,,0.73,72.27
2021-05-19,94,73.0,,0.73,68.62
2021-05-20,93,73.0,,0.73,67.89
2021-05-21,96,73.0,,0.73,70.08
2021-05-22,96,73.0,,0.73,70.08
2021-05-23,91,73.0,,0.73,66.42999999999999
2021-05-24,98,73.0,,0.73,71.53999999999999
2021-05-25,97,73.0,,0.73,70.81
2021-05-26,97,73.0,,0.73,70.81
2021-05-27,96,73.0,,0.73,70.08
2021-05-28,93,73.0,,0.73,67.89
2021-05-29,90,73.0,,0.73,65.7
2021-05-30,94,73.0,,0.73,68.62
2021-05-31,82,73.0,,0.73,59.86
2021-06-01,100,76.0,False,0.76,76.0
2021-06-02,95,76.0,,0.76,72.2
2021-06-03,97,76.0,,0.76,73.72
2021-06-04,99,76.0,,0.76,75.24
2021-06-05,93,76.0,,0.76,70.68
2021-06-06,95,76.0,,0.76,72.2
2021-06-07,92,76.0,,0.76,69.92
2021-06-08,98,76.0,,0.76,74.48
2021-06-09,93,76.0,,0.76,70.68
2021-06-10,97,76.0,,0.76,73.72
2021-06-11,98,76.0,,0.76,74.48
2021-06-12,89,76.0,,0.76,67.64
2021-06-13,93,76.0,,0.76,70.68
2021-06-14,97,76.0,,0.76,73.72
2021-06-15,100,76.0,,0.76,76.0
2021-06-16,94,76.0,,0.76,71.44
2021-06-17,97,76.0,,0.76,73.72
2021-06-18,99,76.0,,0.76,75.24
2021-06-19,93,76.0,,0.76,70.68
2021-06-20,90,76.0,,0.76,68.4
2021-06-21,98,76.0,,0.76,74.48
2021-06-22,97,76.0,,0.76,73.72
2021-06-23,96,76.0,,0.76,72.96000000000001
2021-06-24,99,76.0,,0.76,75.24
2021-06-25,98,76.0,,0.76,74.48
2021-06-26,95,76.0,,0.76,72.2
2021-06-27,94,76.0,,0.76,71.44
2021-06-28,98,76.0,,0.76,74.48
2021-06-29,98,76.0,,0.76,74.48
2021-06-30,97,76.0,,0.76,73.72
2021-07-01,91,77.0,False,0.77,70.07000000000001
2021-07-02,91,77.0,,0.77,70.07000000000001
2021-07-03,84,77.0,,0.77,64.68
2021-07-04,87,77.0,,0.77,66.99
2021-07-05,88,77.0,,0.77,67.76
2021-07-06,98,77.0,,0.77,75.46000000000001
2021-07-07,92,77.0,,0.77,70.84
2021-07-08,95,77.0,,0.77,73.15
2021-07-09,97,77.0,,0.77,74.69
2021-07-10,92,77.0,,0.77,70.84
2021-07-11,87,77.0,,0.77,66.99
2021-07-12,95,77.0,,0.77,73.15
2021-07-13,97,77.0,,0.77,74.69
2021-07-14,92,77.0,,0.77,70.84
2021-07-15,94,77.0,,0.77,72.38
2021-07-16,100,77.0,,0.77,77.0
2021-07-17,95,77.0,,0.77,73.15
2021-07-18,92,77.0,,0.77,70.84
2021-07-19,96,77.0,,0.77,73.92
2021-07-20,94,77.0,,0.77,72.38
2021-07-21,94,77.0,,0.77,72.38
2021-07-22,94,77.0,,0.77,72.38
2021-07-23,96,77.0,,0.77,73.92
2021-07-24,88,77.0,,0.77,67.76
2021-07-25,90,77.0,,0.77,69.3
2021-07-26,95,77.0,,0.77,73.15
2021-07-27,92,77.0,,0.77,70.84
2021-07-28,94,77.0,,0.77,72.38
2021-07-29,90,77.0,,0.77,69.3
2021-07-30,91,77.0,,0.77,70.07000000000001
2021-07-31,88,77.0,,0.77,67.76
2021-08-01,91,76.0,False,0.76,69.16
2021-08-02,98,76.0,,0.76,74.48
2021-08-03,94,76.0,,0.76,71.44
2021-08-04,97,76.0,,0.76,73.72
2021-08-05,95,76.0,,0.76,72.2
2021-08-06,100,76.0,,0.76,76.0
2021-08-07,91,76.0,,0.76,69.16
2021-08-08,98,76.0,,0.76,74.48
2021-08-09,98,76.0,,0.76,74.48
2021-08-10,100,76.0,,0.76,76.0
2021-08-11,95,76.0,,0.76,72.2
2021-08-12,97,76.0,,0.76,73.72
2021-08-13,95,76.0,,0.76,72.2
2021-08-14,92,76.0,,0.76,69.92
2021-08-15,93,76.0,,0.76,70.68
2021-08-16,97,76.0,,0.76,73.72
2021-08-17,97,76.0,,0.76,73.72
2021-08-18,94,76.0,,0.76,71.44
2021-08-19,96,76.0,,0.76,72.96000000000001
2021-08-20,94,76.0,,0.76,71.44
2021-08-21,89,76.0,,0.76,67.64
2021-08-22,89,76.0,,0.76,67.64
2021-08-23,96,76.0,,0.76,72.96000000000001
2021-08-24,98,76.0,,0.76,74.48
2021-08-25,94,76.0,,0.76,71.44
2021-08-26,96,76.0,,0.76,72.96000000000001
2021-08-27,96,76.0,,0.76,72.96000000000001
2021-08-28,92,76.0,,0.76,69.92
2021-08-29,87,76.0,,0.76,66.12
2021-08-30,98,76.0,,0.76,74.48
2021-08-31,95,76.0,,0.76,72.2
2021-09-01,92,73.0,False,0.73,67.16
2021-09-02,96,73.0,,0.73,70.08
2021-09-03,96,73.0,,0.73,70.08
2021-09-04,95,73.0,,0.73,69.35
2021-09-05,90,73.0,,0.73,65.7
2021-09-06,82,73.0,,0.73,59.86
2021-09-07,96,73.0,,0.73,70.08
2021-09-08,96,73.0,,0.73,70.08
2021-09-09,94,73.0,,0.73,68.62
2021-09-10,93,73.0,,0.73,67.89
2021-09-11,95,73.0,,0.73,69.35
2021-09-12,90,73.0,,0.73,65.7
2021-09-13,96,73.0,,0.73,70.08
2021-09-14,92,73.0,,0.73,67.16
2021-09-15,95,73.0,,0.73,69.35
2021-09-16,95,73.0,,0.73,69.35
2021-09-17,98,73.0,,0.73,71.53999999999999
2021-09-18,93,73.0,,0.73,67.89
2021-09-19,90,73.0,,0.73,65.7
2021-09-20,96,73.0,,0.73,70.08
2021-09-21,99,73.0,,0.73,72.27
2021-09-22,94,73.0,,0.73,68.62
2021-09-23,96,73.0,,0.73,70.08
2021-09-24,100,73.0,,0.73,73.0
2021-09-25,99,73.0,,0.73,72.27
2021-09-26,94,73.0,,0.73,68.62
2021-09-27,94,73.0,,0.73,68.62
2021-09-28,94,73.0,,0.73,68.62
2021-09-29,95,73.0,,0.73,69.35
2021-09-30,98,73.0,,0.73,71.53999999999999
2021-10-01,94,73.0,False,0.73,68.62
2021-10-02,93,73.0,,0.73,67.89
2021-10-03,83,73.0,,0.73,60.589999999999996
2021-10-04,87,73.0,,0.73,63.51
2021-10-05,90,73.0,,0.73,65.7
2021-10-06,89,73.0,,0.73,64.97
2021-10-07,100,73.0,,0.73,73.0
2021-10-08,91,73.0,,0.73,66.42999999999999
2021-10-09,87,73.0,,0.73,63.51
2021-10-10,83,73.0,,0.73,60.589999999999996
2021-10-11,89,73.0,,0.73,64.97
2021-10-12,89,73.0,,0.73,64.97
2021-10-13,89,73.0,,0.73,64.97
2021-10-14,90,73.0,,0.73,65.7
2021-10-15,93,73.0,,0.73,67.89
2021-10-16,87,73.0,,0.73,63.51
2021-10-17,83,73.0,,0.73,60.589999999999996
2021-10-18,88,73.0,,0.73,64.24
2021-10-19,90,73.0,,0.73,65.7
2021-10-20,90,73.0,,0.73,65.7
2021-10-21,90,73.0,,0.73,65.7
2021-10-22,88,73.0,,0.73,64.24
2021-10-23,87,73.0,,0.73,63.51
2021-10-24,81,73.0,,0.73,59.129999999999995
2021-10-25,91,73.0,,0.73,66.42999999999999
2021-10-26,89,73.0,,0.73,64.97
2021-10-27,87,73.0,,0.73,63.51
2021-10-28,88,73.0,,0.73,64.24
2021-10-29,87,73.0,,0.73,63.51
2021-10-30,85,73.0,,0.73,62.05
2021-10-31,84,73.0,,0.73,61.32
2021-11-01,100,70.0,False,0.7,70.0
2021-11-02,96,70.0,,0.7,67.19999999999999
2021-11-03,95,70.0,,0.7,66.5
2021-11-04,97,70.0,,0.7,67.89999999999999
2021-11-05,96,70.0,,0.7,67.19999999999999
2021-11-06,93,70.0,,0.7,65.1
2021-11-07,88,70.0,,0.7,61.599999999999994
2021-11-08,99,70.0,,0.7,69.3
2021-11-09,99,70.0,,0.7,69.3
2021-11-10,98,70.0,,0.7,68.6
2021-11-11,92,70.0,,0.7,64.39999999999999
2021-11-12,95,70.0,,0.7,66.5
2021-11-13,96,70.0,,0.7,67.19999999999999
2021-11-14,91,70.0,,0.7,63.699999999999996
2021-11-15,93,70.0,,0.7,65.1
2021-11-16,95,70.0,,0.7,66.5
2021-11-17,93,70.0,,0.7,65.1
2021-11-18,97,70.0,,0.7,67.89999999999999
2021-11-19,96,70.0,,0.7,67.19999999999999
2021-11-20,92,70.0,,0.7,64.39999999999999
2021-11-21,87,70.0,,0.7,60.9
2021-11-22,95,70.0,,0.7,66.5
2021-11-23,93,70.0,,0.7,65.1
2021-11-24,88,70.0,,0.7,61.599999999999994
2021-11-25,72,70.0,,0.7,50.4
2021-11-26,78,70.0,,0.7,54.599999999999994
2021-11-27,87,70.0,,0.7,60.9
2021-11-28,86,70.0,,0.7,60.199999999999996
2021-11-29,94,70.0,,0.7,65.8
2021-11-30,94,70.0,,0.7,65.8
2021-12-01,93,72.0,False,0.72,66.96
2021-12-02,93,72.0,,0.72,66.96
2021-12-03,97,72.0,,0.72,69.84
2021-12-04,96,72.0,,0.72,69.12
2021-12-05,92,72.0,,0.72,66.24
2021-12-06,97,72.0,,0.72,69.84
2021-12-07,95,72.0,,0.72,68.39999999999999
2021-12-08,99,72.0,,0.72,71.28
2021-12-09,95,72.0,,0.72,68.39999999999999
2021-12-10,93,72.0,,0.72,66.96
2021-12-11,98,72.0,,0.72,70.56
2021-12-12,90,72.0,,0.72,64.8
2021-12-13,98,72.0,,0.72,70.56
2021-12-14,94,72.0,,0.72,67.67999999999999
2021-12-15,95,72.0,,0.72,68.39999999999999
2021-12-16,95,72.0,,0.72,68.39999999999999
2021-12-17,94,72.0,,0.72,67.67999999999999
2021-12-18,94,72.0,,0.72,67.67999999999999
2021-12-19,91,72.0,,0.72,65.52
2021-12-20,99,72.0,,0.72,71.28
2021-12-21,95,72.0,,0.72,68.39999999999999
2021-12-22,94,72.0,,0.72,67.67999999999999
2021-12-23,94,72.0,,0.72,67.67999999999999
2021-12-24,100,72.0,,0.72,72.0
2021-12-25,90,72.0,,0.72,64.8
2021-12-26,85,72.0,,0.72,61.199999999999996
2021-12-27,91,72.0,,0.72,65.52
2021-12-28,95,72.0,,0.72,68.39999999999999
2021-12-29,95,72.0,,0.72,68.39999999999999
2021-12-30,92,72.0,,0.72,66.24
2021-12-31,84,72.0,,0.72,60.48
