date,LUV_unscaled,LUV_monthly,isPartial,scale,LUV
2019-09-04,75,40.0,,0.4,30.0
2019-09-05,57,40.0,,0.4,22.8
2019-09-06,70,40.0,,0.4,28.0
2019-09-07,90,40.0,,0.4,36.0
2019-09-08,89,40.0,,0.4,35.6
2019-09-09,80,40.0,,0.4,32.0
2019-09-10,78,40.0,,0.4,31.200000000000003
2019-09-11,74,40.0,,0.4,29.6
2019-09-12,67,40.0,,0.4,26.8
2019-09-13,75,40.0,,0.4,30.0
2019-09-14,100,40.0,,0.4,40.0
2019-09-15,79,40.0,,0.4,31.6
2019-09-16,75,40.0,,0.4,30.0
2019-09-17,84,40.0,,0.4,33.6
2019-09-18,72,40.0,,0.4,28.8
2019-09-19,72,40.0,,0.4,28.8
2019-09-20,79,40.0,,0.4,31.6
2019-09-21,80,40.0,,0.4,32.0
2019-09-22,80,40.0,,0.4,32.0
2019-09-23,63,40.0,,0.4,25.200000000000003
2019-09-24,68,40.0,,0.4,27.200000000000003
2019-09-25,82,40.0,,0.4,32.800000000000004
2019-09-26,72,40.0,,0.4,28.8
2019-09-27,90,40.0,,0.4,36.0
2019-09-28,92,40.0,,0.4,36.800000000000004
2019-09-29,96,40.0,,0.4,38.400000000000006
2019-09-30,81,40.0,,0.4,32.4
2019-10-01,72,39.0,False,0.39,28.080000000000002
2019-10-02,75,39.0,,0.39,29.25
2019-10-03,65,39.0,,0.39,25.35
2019-10-04,84,39.0,,0.39,32.76
2019-10-05,96,39.0,,0.39,37.44
2019-10-06,86,39.0,,0.39,33.54
2019-10-07,79,39.0,,0.39,30.810000000000002
2019-10-08,73,39.0,,0.39,28.470000000000002
2019-10-09,72,39.0,,0.39,28.080000000000002
2019-10-10,84,39.0,,0.39,32.76
2019-10-11,71,39.0,,0.39,27.69
2019-10-12,76,39.0,,0.39,29.64
2019-10-13,75,39.0,,0.39,29.25
2019-10-14,90,39.0,,0.39,35.1
2019-10-15,80,39.0,,0.39,31.200000000000003
2019-10-16,78,39.0,,0.39,30.42
2019-10-17,67,39.0,,0.39,26.130000000000003
2019-10-18,73,39.0,,0.39,28.470000000000002
2019-10-19,83,39.0,,0.39,32.370000000000005
2019-10-20,79,39.0,,0.39,30.810000000000002
2019-10-21,74,39.0,,0.39,28.86
2019-10-22,71,39.0,,0.39,27.69
2019-10-23,69,39.0,,0.39,26.91
2019-10-24,86,39.0,,0.39,33.54
2019-10-25,80,39.0,,0.39,31.200000000000003
2019-10-26,100,39.0,,0.39,39.0
2019-10-27,74,39.0,,0.39,28.86
2019-10-28,68,39.0,,0.39,26.52
2019-10-29,73,39.0,,0.39,28.470000000000002
2019-10-30,77,39.0,,0.39,30.03
2019-10-31,72,39.0,,0.39,28.080000000000002
2019-11-01,68,40.0,False,0.4,27.200000000000003
2019-11-02,80,40.0,,0.4,32.0
2019-11-03,87,40.0,,0.4,34.800000000000004
2019-11-04,63,40.0,,0.4,25.200000000000003
2019-11-05,67,40.0,,0.4,26.8
2019-11-06,76,40.0,,0.4,30.400000000000002
2019-11-07,65,40.0,,0.4,26.0
2019-11-08,76,40.0,,0.4,30.400000000000002
2019-11-09,100,40.0,,0.4,40.0
2019-11-10,68,40.0,,0.4,27.200000000000003
2019-11-11,65,40.0,,0.4,26.0
2019-11-12,75,40.0,,0.4,30.0
2019-11-13,68,40.0,,0.4,27.200000000000003
2019-11-14,72,40.0,,0.4,28.8
2019-11-15,73,40.0,,0.4,29.200000000000003
2019-11-16,78,40.0,,0.4,31.200000000000003
2019-11-17,88,40.0,,0.4,35.2
2019-11-18,64,40.0,,0.4,25.6
2019-11-19,61,40.0,,0.4,24.400000000000002
2019-11-20,69,40.0,,0.4,27.6
2019-11-21,63,40.0,,0.4,25.200000000000003
2019-11-22,67,40.0,,0.4,26.8
2019-11-23,85,40.0,,0.4,34.0
2019-11-24,76,40.0,,0.4,30.400000000000002
2019-11-25,66,40.0,,0.4,26.400000000000002
2019-11-26,70,40.0,,0.4,28.0
2019-11-27,77,40.0,,0.4,30.8
2019-11-28,54,40.0,,0.4,21.6
2019-11-29,84,40.0,,0.4,33.6
2019-11-30,92,40.0,,0.4,36.800000000000004
2019-12-01,94,44.0,False,0.44,41.36
2019-12-02,71,44.0,,0.44,31.24
2019-12-03,72,44.0,,0.44,31.68
2019-12-04,76,44.0,,0.44,33.44
2019-12-05,69,44.0,,0.44,30.36
2019-12-06,68,44.0,,0.44,29.92
2019-12-07,92,44.0,,0.44,40.48
2019-12-08,80,44.0,,0.44,35.2
2019-12-09,66,44.0,,0.44,29.04
2019-12-10,69,44.0,,0.44,30.36
2019-12-11,62,44.0,,0.44,27.28
2019-12-12,72,44.0,,0.44,31.68
2019-12-13,74,44.0,,0.44,32.56
2019-12-14,100,44.0,,0.44,44.0
2019-12-15,78,44.0,,0.44,34.32
2019-12-16,75,44.0,,0.44,33.0
2019-12-17,75,44.0,,0.44,33.0
2019-12-18,73,44.0,,0.44,32.12
2019-12-19,72,44.0,,0.44,31.68
2019-12-20,85,44.0,,0.44,37.4
2019-12-21,87,44.0,,0.44,38.28
2019-12-22,79,44.0,,0.44,34.76
2019-12-23,82,44.0,,0.44,36.08
2019-12-24,90,44.0,,0.44,39.6
2019-12-25,88,44.0,,0.44,38.72
2019-12-26,95,44.0,,0.44,41.8
2019-12-27,85,44.0,,0.44,37.4
2019-12-28,89,44.0,,0.44,39.160000000000004
2019-12-29,88,44.0,,0.44,38.72
2019-12-30,85,44.0,,0.44,37.4
2019-12-31,76,44.0,,0.44,33.44
2020-01-01,100,45.0,False,0.45,45.0
2020-01-02,74,45.0,,0.45,33.300000000000004
2020-01-03,85,45.0,,0.45,38.25
2020-01-04,93,45.0,,0.45,41.85
2020-01-05,86,45.0,,0.45,38.7
2020-01-06,76,45.0,,0.45,34.2
2020-01-07,67,45.0,,0.45,30.150000000000002
2020-01-08,72,45.0,,0.45,32.4
2020-01-09,69,45.0,,0.45,31.05
2020-01-10,77,45.0,,0.45,34.65
2020-01-11,87,45.0,,0.45,39.15
2020-01-12,80,45.0,,0.45,36.0
2020-01-13,73,45.0,,0.45,32.85
2020-01-14,68,45.0,,0.45,30.6
2020-01-15,74,45.0,,0.45,33.300000000000004
2020-01-16,77,45.0,,0.45,34.65
2020-01-17,64,45.0,,0.45,28.8
2020-01-18,91,45.0,,0.45,40.95
2020-01-19,70,45.0,,0.45,31.5
2020-01-20,69,45.0,,0.45,31.05
2020-01-21,65,45.0,,0.45,29.25
2020-01-22,68,45.0,,0.45,30.6
2020-01-23,73,45.0,,0.45,32.85
2020-01-24,76,45.0,,0.45,34.2
2020-01-25,75,45.0,,0.45,33.75
2020-01-26,82,45.0,,0.45,36.9
2020-01-27,61,45.0,,0.45,27.45
2020-01-28,65,45.0,,0.45,29.25
2020-01-29,78,45.0,,0.45,35.1
2020-01-30,82,45.0,,0.45,36.9
2020-01-31,80,45.0,,0.45,36.0
2020-02-01,87,48.0,False,0.48,41.76
2020-02-02,67,48.0,,0.48,32.16
2020-02-03,58,48.0,,0.48,27.84
2020-02-04,60,48.0,,0.48,28.799999999999997
2020-02-05,72,48.0,,0.48,34.56
2020-02-06,65,48.0,,0.48,31.2
2020-02-07,70,48.0,,0.48,33.6
2020-02-08,80,48.0,,0.48,38.4
2020-02-09,75,48.0,,0.48,36.0
2020-02-10,57,48.0,,0.48,27.36
2020-02-11,61,48.0,,0.48,29.279999999999998
2020-02-12,80,48.0,,0.48,38.4
2020-02-13,81,48.0,,0.48,38.879999999999995
2020-02-14,91,48.0,,0.48,43.68
2020-02-15,100,48.0,,0.48,48.0
2020-02-16,92,48.0,,0.48,44.16
2020-02-17,81,48.0,,0.48,38.879999999999995
2020-02-18,74,48.0,,0.48,35.519999999999996
2020-02-19,73,48.0,,0.48,35.04
2020-02-20,66,48.0,,0.48,31.68
2020-02-21,85,48.0,,0.48,40.8
2020-02-22,85,48.0,,0.48,40.8
2020-02-23,84,48.0,,0.48,40.32
2020-02-24,77,48.0,,0.48,36.96
2020-02-25,78,48.0,,0.48,37.44
2020-02-26,73,48.0,,0.48,35.04
2020-02-27,78,48.0,,0.48,37.44
2020-02-28,92,48.0,,0.48,44.16
2020-02-29,79,48.0,,0.48,37.92
2020-03-01,34,71.0,False,0.71,24.14
2020-03-02,34,71.0,,0.71,24.14
2020-03-03,32,71.0,,0.71,22.72
2020-03-04,28,71.0,,0.71,19.88
2020-03-05,44,71.0,,0.71,31.24
2020-03-06,46,71.0,,0.71,32.66
2020-03-07,46,71.0,,0.71,32.66
2020-03-08,38,71.0,,0.71,26.979999999999997
2020-03-09,38,71.0,,0.71,26.979999999999997
2020-03-10,36,71.0,,0.71,25.56
2020-03-11,28,71.0,,0.71,19.88
2020-03-12,47,71.0,,0.71,33.37
2020-03-13,100,71.0,,0.71,71.0
2020-03-14,80,71.0,,0.71,56.8
2020-03-15,44,71.0,,0.71,31.24
2020-03-16,54,71.0,,0.71,38.339999999999996
2020-03-17,47,71.0,,0.71,33.37
2020-03-18,49,71.0,,0.71,34.79
2020-03-19,47,71.0,,0.71,33.37
2020-03-20,41,71.0,,0.71,29.11
2020-03-21,37,71.0,,0.71,26.27
2020-03-22,40,71.0,,0.71,28.4
2020-03-23,51,71.0,,0.71,36.21
2020-03-24,47,71.0,,0.71,33.37
2020-03-25,54,71.0,,0.71,38.339999999999996
2020-03-26,54,71.0,,0.71,38.339999999999996
2020-03-27,47,71.0,,0.71,33.37
2020-03-28,34,71.0,,0.71,24.14
2020-03-29,37,71.0,,0.71,26.27
2020-03-30,39,71.0,,0.71,27.689999999999998
2020-03-31,43,71.0,,0.71,30.529999999999998
2020-04-01,46,78.0,False,0.78,35.88
2020-04-02,58,78.0,,0.78,45.24
2020-04-03,71,78.0,,0.78,55.38
2020-04-04,61,78.0,,0.78,47.58
2020-04-05,47,78.0,,0.78,36.660000000000004
2020-04-06,67,78.0,,0.78,52.260000000000005
2020-04-07,57,78.0,,0.78,44.46
2020-04-08,61,78.0,,0.78,47.58
2020-04-09,65,78.0,,0.78,50.7
2020-04-10,58,78.0,,0.78,45.24
2020-04-11,48,78.0,,0.78,37.44
2020-04-12,48,78.0,,0.78,37.44
2020-04-13,70,78.0,,0.78,54.6
2020-04-14,66,78.0,,0.78,51.480000000000004
2020-04-15,73,78.0,,0.78,56.940000000000005
2020-04-16,76,78.0,,0.78,59.28
2020-04-17,78,78.0,,0.78,60.84
2020-04-18,63,78.0,,0.78,49.14
2020-04-19,47,78.0,,0.78,36.660000000000004
2020-04-20,71,78.0,,0.78,55.38
2020-04-21,71,78.0,,0.78,55.38
2020-04-22,82,78.0,,0.78,63.96
2020-04-23,69,78.0,,0.78,53.82
2020-04-24,70,78.0,,0.78,54.6
2020-04-25,57,78.0,,0.78,44.46
2020-04-26,60,78.0,,0.78,46.800000000000004
2020-04-27,68,78.0,,0.78,53.04
2020-04-28,100,78.0,,0.78,78.0
2020-04-29,88,78.0,,0.78,68.64
2020-04-30,85,78.0,,0.78,66.3
2020-05-01,78,94.0,False,0.94,73.32
2020-05-02,57,94.0,,0.94,53.58
2020-05-03,71,94.0,,0.94,66.74
2020-05-04,97,94.0,,0.94,91.17999999999999
2020-05-05,92,94.0,,0.94,86.47999999999999
2020-05-06,89,94.0,,0.94,83.66
2020-05-07,79,94.0,,0.94,74.25999999999999
2020-05-08,77,94.0,,0.94,72.38
2020-05-09,52,94.0,,0.94,48.879999999999995
2020-05-10,44,94.0,,0.94,41.36
2020-05-11,71,94.0,,0.94,66.74
2020-05-12,75,94.0,,0.94,70.5
2020-05-13,78,94.0,,0.94,73.32
2020-05-14,78,94.0,,0.94,73.32
2020-05-15,72,94.0,,0.94,67.67999999999999
2020-05-16,50,94.0,,0.94,47.0
2020-05-17,48,94.0,,0.94,45.12
2020-05-18,84,94.0,,0.94,78.96
2020-05-19,87,94.0,,0.94,81.78
2020-05-20,87,94.0,,0.94,81.78
2020-05-21,79,94.0,,0.94,74.25999999999999
2020-05-22,77,94.0,,0.94,72.38
2020-05-23,51,94.0,,0.94,47.94
2020-05-24,51,94.0,,0.94,47.94
2020-05-25,45,94.0,,0.94,42.3
2020-05-26,100,94.0,,0.94,94.0
2020-05-27,99,94.0,,0.94,93.05999999999999
2020-05-28,82,94.0,,0.94,77.08
2020-05-29,73,94.0,,0.94,68.61999999999999
2020-05-30,46,94.0,,0.94,43.239999999999995
2020-05-31,43,94.0,,0.94,40.419999999999995
2020-06-01,65,100.0,False,1.0,65.0
2020-06-02,64,100.0,,1.0,64.0
2020-06-03,73,100.0,,1.0,73.0
2020-06-04,86,100.0,,1.0,86.0
2020-06-05,100,100.0,,1.0,100.0
2020-06-06,48,100.0,,1.0,48.0
2020-06-07,49,100.0,,1.0,49.0
2020-06-08,77,100.0,,1.0,77.0
2020-06-09,78,100.0,,1.0,78.0
2020-06-10,79,100.0,,1.0,79.0
2020-06-11,90,100.0,,1.0,90.0
2020-06-12,86,100.0,,1.0,86.0
2020-06-13,45,100.0,,1.0,45.0
2020-06-14,39,100.0,,1.0,39.0
2020-06-15,76,100.0,,1.0,76.0
2020-06-16,73,100.0,,1.0,73.0
2020-06-17,72,100.0,,1.0,72.0
2020-06-18,66,100.0,,1.0,66.0
2020-06-19,65,100.0,,1.0,65.0
2020-06-20,44,100.0,,1.0,44.0
2020-06-21,41,100.0,,1.0,41.0
2020-06-22,60,100.0,,1.0,60.0
2020-06-23,68,100.0,,1.0,68.0
2020-06-24,67,100.0,,1.0,67.0
2020-06-25,63,100.0,,1.0,63.0
2020-06-26,70,100.0,,1.0,70.0
2020-06-27,45,100.0,,1.0,45.0
2020-06-28,39,100.0,,1.0,39.0
2020-06-29,67,100.0,,1.0,67.0
2020-06-30,67,100.0,,1.0,67.0
2020-07-01,100,75.0,False,0.75,75.0
2020-07-02,88,75.0,,0.75,66.0
2020-07-03,74,75.0,,0.75,55.5
2020-07-04,54,75.0,,0.75,40.5
2020-07-05,64,75.0,,0.75,48.0
2020-07-06,98,75.0,,0.75,73.5
2020-07-07,92,75.0,,0.75,69.0
2020-07-08,86,75.0,,0.75,64.5
2020-07-09,76,75.0,,0.75,57.0
2020-07-10,96,75.0,,0.75,72.0
2020-07-11,66,75.0,,0.75,49.5
2020-07-12,67,75.0,,0.75,50.25
2020-07-13,98,75.0,,0.75,73.5
2020-07-14,90,75.0,,0.75,67.5
2020-07-15,93,75.0,,0.75,69.75
2020-07-16,86,75.0,,0.75,64.5
2020-07-17,81,75.0,,0.75,60.75
2020-07-18,60,75.0,,0.75,45.0
2020-07-19,59,75.0,,0.75,44.25
2020-07-20,88,75.0,,0.75,66.0
2020-07-21,83,75.0,,0.75,62.25
2020-07-22,83,75.0,,0.75,62.25
2020-07-23,95,75.0,,0.75,71.25
2020-07-24,71,75.0,,0.75,53.25
2020-07-25,60,75.0,,0.75,45.0
2020-07-26,65,75.0,,0.75,48.75
2020-07-27,80,75.0,,0.75,60.0
2020-07-28,86,75.0,,0.75,64.5
2020-07-29,84,75.0,,0.75,63.0
2020-07-30,77,75.0,,0.75,57.75
2020-07-31,79,75.0,,0.75,59.25
2020-08-01,68,68.0,False,0.68,46.24
2020-08-02,61,68.0,,0.68,41.480000000000004
2020-08-03,85,68.0,,0.68,57.800000000000004
2020-08-04,82,68.0,,0.68,55.760000000000005
2020-08-05,94,68.0,,0.68,63.92
2020-08-06,89,68.0,,0.68,60.52
2020-08-07,88,68.0,,0.68,59.84
2020-08-08,75,68.0,,0.68,51.00000000000001
2020-08-09,73,68.0,,0.68,49.64
2020-08-10,93,68.0,,0.68,63.24
2020-08-11,86,68.0,,0.68,58.480000000000004
2020-08-12,96,68.0,,0.68,65.28
2020-08-13,93,68.0,,0.68,63.24
2020-08-14,88,68.0,,0.68,59.84
2020-08-15,74,68.0,,0.68,50.32
2020-08-16,61,68.0,,0.68,41.480000000000004
2020-08-17,91,68.0,,0.68,61.88
2020-08-18,80,68.0,,0.68,54.400000000000006
2020-08-19,97,68.0,,0.68,65.96000000000001
2020-08-20,74,68.0,,0.68,50.32
2020-08-21,100,68.0,,0.68,68.0
2020-08-22,84,68.0,,0.68,57.120000000000005
2020-08-23,73,68.0,,0.68,49.64
2020-08-24,85,68.0,,0.68,57.800000000000004
2020-08-25,100,68.0,,0.68,68.0
2020-08-26,91,68.0,,0.68,61.88
2020-08-27,91,68.0,,0.68,61.88
2020-08-28,100,68.0,,0.68,68.0
2020-08-29,72,68.0,,0.68,48.96
2020-08-30,70,68.0,,0.68,47.6
2020-08-31,93,68.0,,0.68,63.24
2020-09-01,83,60.0,False,0.6,49.8
2020-09-02,94,60.0,,0.6,56.4
2020-09-03,96,60.0,,0.6,57.599999999999994
2020-09-04,93,60.0,,0.6,55.8
2020-09-05,78,60.0,,0.6,46.8
2020-09-06,71,60.0,,0.6,42.6
2020-09-07,70,60.0,,0.6,42.0
2020-09-08,99,60.0,,0.6,59.4
2020-09-09,100,60.0,,0.6,60.0
2020-09-10,86,60.0,,0.6,51.6
2020-09-11,80,60.0,,0.6,48.0
2020-09-12,74,60.0,,0.6,44.4
2020-09-13,67,60.0,,0.6,40.199999999999996
2020-09-14,78,60.0,,0.6,46.8
2020-09-15,74,60.0,,0.6,44.4
2020-09-16,87,60.0,,0.6,52.199999999999996
2020-09-17,75,60.0,,0.6,45.0
2020-09-18,78,60.0,,0.6,46.8
2020-09-19,86,60.0,,0.6,51.6
2020-09-20,89,60.0,,0.6,53.4
2020-09-21,82,60.0,,0.6,49.199999999999996
2020-09-22,84,60.0,,0.6,50.4
2020-09-23,92,60.0,,0.6,55.199999999999996
2020-09-24,82,60.0,,0.6,49.199999999999996
2020-09-25,77,60.0,,0.6,46.199999999999996
2020-09-26,73,60.0,,0.6,43.8
2020-09-27,67,60.0,,0.6,40.199999999999996
2020-09-28,83,60.0,,0.6,49.8
2020-09-29,83,60.0,,0.6,49.8
2020-09-30,72,60.0,,0.6,43.199999999999996
2020-10-01,75,59.0,False,0.59,44.25
2020-10-02,87,59.0,,0.59,51.33
2020-10-03,75,59.0,,0.59,44.25
2020-10-04,64,59.0,,0.59,37.76
2020-10-05,83,59.0,,0.59,48.97
2020-10-06,76,59.0,,0.59,44.839999999999996
2020-10-07,83,59.0,,0.59,48.97
2020-10-08,81,59.0,,0.59,47.79
2020-10-09,80,59.0,,0.59,47.199999999999996
2020-10-10,69,59.0,,0.59,40.71
2020-10-11,69,59.0,,0.59,40.71
2020-10-12,76,59.0,,0.59,44.839999999999996
2020-10-13,73,59.0,,0.59,43.07
2020-10-14,82,59.0,,0.59,48.379999999999995
2020-10-15,68,59.0,,0.59,40.12
2020-10-16,75,59.0,,0.59,44.25
2020-10-17,74,59.0,,0.59,43.66
2020-10-18,67,59.0,,0.59,39.53
2020-10-19,84,59.0,,0.59,49.559999999999995
2020-10-20,80,59.0,,0.59,47.199999999999996
2020-10-21,77,59.0,,0.59,45.43
2020-10-22,100,59.0,,0.59,59.0
2020-10-23,86,59.0,,0.59,50.739999999999995
2020-10-24,73,59.0,,0.59,43.07
2020-10-25,71,59.0,,0.59,41.89
2020-10-26,79,59.0,,0.59,46.61
2020-10-27,74,59.0,,0.59,43.66
2020-10-28,72,59.0,,0.59,42.48
2020-10-29,77,59.0,,0.59,45.43
2020-10-30,82,59.0,,0.59,48.379999999999995
2020-10-31,67,59.0,,0.59,39.53
2020-11-01,47,57.0,False,0.57,26.79
2020-11-02,75,57.0,,0.57,42.74999999999999
2020-11-03,68,57.0,,0.57,38.76
2020-11-04,41,57.0,,0.57,23.369999999999997
2020-11-05,54,57.0,,0.57,30.779999999999998
2020-11-06,64,57.0,,0.57,36.48
2020-11-07,57,57.0,,0.57,32.489999999999995
2020-11-08,68,57.0,,0.57,38.76
2020-11-09,96,57.0,,0.57,54.72
2020-11-10,89,57.0,,0.57,50.73
2020-11-11,88,57.0,,0.57,50.16
2020-11-12,86,57.0,,0.57,49.019999999999996
2020-11-13,93,57.0,,0.57,53.01
2020-11-14,84,57.0,,0.57,47.879999999999995
2020-11-15,69,57.0,,0.57,39.33
2020-11-16,89,57.0,,0.57,50.73
2020-11-17,83,57.0,,0.57,47.309999999999995
2020-11-18,92,57.0,,0.57,52.44
2020-11-19,89,57.0,,0.57,50.73
2020-11-20,86,57.0,,0.57,49.019999999999996
2020-11-21,71,57.0,,0.57,40.47
2020-11-22,71,57.0,,0.57,40.47
2020-11-23,75,57.0,,0.57,42.74999999999999
2020-11-24,100,57.0,,0.57,56.99999999999999
2020-11-25,84,57.0,,0.57,47.879999999999995
2020-11-26,66,57.0,,0.57,37.62
2020-11-27,81,57.0,,0.57,46.169999999999995
2020-11-28,77,57.0,,0.57,43.88999999999999
2020-11-29,63,57.0,,0.57,35.91
2020-11-30,84,57.0,,0.57,47.879999999999995
2020-12-01,69,59.0,False,0.59,40.71
2020-12-02,68,59.0,,0.59,40.12
2020-12-03,100,59.0,,0.59,59.0
2020-12-04,82,59.0,,0.59,48.379999999999995
2020-12-05,61,59.0,,0.59,35.989999999999995
2020-12-06,59,59.0,,0.59,34.809999999999995
2020-12-07,57,59.0,,0.59,33.629999999999995
2020-12-08,63,59.0,,0.59,37.169999999999995
2020-12-09,76,59.0,,0.59,44.839999999999996
2020-12-10,71,59.0,,0.59,41.89
2020-12-11,68,59.0,,0.59,40.12
2020-12-12,71,59.0,,0.59,41.89
2020-12-13,59,59.0,,0.59,34.809999999999995
2020-12-14,66,59.0,,0.59,38.94
2020-12-15,70,59.0,,0.59,41.3
2020-12-16,73,59.0,,0.59,43.07
2020-12-17,61,59.0,,0.59,35.989999999999995
2020-12-18,59,59.0,,0.59,34.809999999999995
2020-12-19,77,59.0,,0.59,45.43
2020-12-20,54,59.0,,0.59,31.86
2020-12-21,75,59.0,,0.59,44.25
2020-12-22,74,59.0,,0.59,43.66
2020-12-23,65,59.0,,0.59,38.35
2020-12-24,65,59.0,,0.59,38.35
2020-12-25,58,59.0,,0.59,34.22
2020-12-26,59,59.0,,0.59,34.809999999999995
2020-12-27,68,59.0,,0.59,40.12
2020-12-28,73,59.0,,0.59,43.07
2020-12-29,56,59.0,,0.59,33.04
2020-12-30,66,59.0,,0.59,38.94
2020-12-31,66,59.0,,0.59,38.94
2021-01-01,77,55.0,False,0.55,42.35
2021-01-02,79,55.0,,0.55,43.45
2021-01-03,78,55.0,,0.55,42.900000000000006
2021-01-04,79,55.0,,0.55,43.45
2021-01-05,84,55.0,,0.55,46.2
2021-01-06,86,55.0,,0.55,47.300000000000004
2021-01-07,86,55.0,,0.55,47.300000000000004
2021-01-08,90,55.0,,0.55,49.50000000000001
2021-01-09,79,55.0,,0.55,43.45
2021-01-10,80,55.0,,0.55,44.0
2021-01-11,84,55.0,,0.55,46.2
2021-01-12,77,55.0,,0.55,42.35
2021-01-13,84,55.0,,0.55,46.2
2021-01-14,86,55.0,,0.55,47.300000000000004
2021-01-15,85,55.0,,0.55,46.75000000000001
2021-01-16,69,55.0,,0.55,37.95
2021-01-17,70,55.0,,0.55,38.5
2021-01-18,57,55.0,,0.55,31.35
2021-01-19,85,55.0,,0.55,46.75000000000001
2021-01-20,98,55.0,,0.55,53.900000000000006
2021-01-21,79,55.0,,0.55,43.45
2021-01-22,91,55.0,,0.55,50.050000000000004
2021-01-23,70,55.0,,0.55,38.5
2021-01-24,91,55.0,,0.55,50.050000000000004
2021-01-25,92,55.0,,0.55,50.6
2021-01-26,76,55.0,,0.55,41.800000000000004
2021-01-27,85,55.0,,0.55,46.75000000000001
2021-01-28,100,55.0,,0.55,55.00000000000001
2021-01-29,85,55.0,,0.55,46.75000000000001
2021-01-30,89,55.0,,0.55,48.95
2021-01-31,75,55.0,,0.55,41.25
2021-02-01,78,55.0,False,0.55,42.900000000000006
2021-02-02,80,55.0,,0.55,44.0
2021-02-03,82,55.0,,0.55,45.1
2021-02-04,82,55.0,,0.55,45.1
2021-02-05,80,55.0,,0.55,44.0
2021-02-06,83,55.0,,0.55,45.650000000000006
2021-02-07,61,55.0,,0.55,33.550000000000004
2021-02-08,79,55.0,,0.55,43.45
2021-02-09,86,55.0,,0.55,47.300000000000004
2021-02-10,86,55.0,,0.55,47.300000000000004
2021-02-11,85,55.0,,0.55,46.75000000000001
2021-02-12,79,55.0,,0.55,43.45
2021-02-13,80,55.0,,0.55,44.0
2021-02-14,69,55.0,,0.55,37.95
2021-02-15,66,55.0,,0.55,36.300000000000004
2021-02-16,84,55.0,,0.55,46.2
2021-02-17,65,55.0,,0.55,35.75
2021-02-18,72,55.0,,0.55,39.6
2021-02-19,87,55.0,,0.55,47.85
2021-02-20,82,55.0,,0.55,45.1
2021-02-21,83,55.0,,0.55,45.650000000000006
2021-02-22,87,55.0,,0.55,47.85
2021-02-23,100,55.0,,0.55,55.00000000000001
2021-02-24,98,55.0,,0.55,53.900000000000006
2021-02-25,84,55.0,,0.55,46.2
2021-02-26,84,55.0,,0.55,46.2
2021-02-27,73,55.0,,0.55,40.150000000000006
2021-02-28,70,55.0,,0.55,38.5
2021-03-01,71,61.0,False,0.61,43.31
2021-03-02,56,61.0,,0.61,34.16
2021-03-03,60,61.0,,0.61,36.6
2021-03-04,69,61.0,,0.61,42.089999999999996
2021-03-05,69,61.0,,0.61,42.089999999999996
2021-03-06,56,61.0,,0.61,34.16
2021-03-07,59,61.0,,0.61,35.99
2021-03-08,76,61.0,,0.61,46.36
2021-03-09,81,61.0,,0.61,49.41
2021-03-10,67,61.0,,0.61,40.87
2021-03-11,63,61.0,,0.61,38.43
2021-03-12,71,61.0,,0.61,43.31
2021-03-13,64,61.0,,0.61,39.04
2021-03-14,65,61.0,,0.61,39.65
2021-03-15,79,61.0,,0.61,48.19
2021-03-16,67,61.0,,0.61,40.87
2021-03-17,69,61.0,,0.61,42.089999999999996
2021-03-18,70,61.0,,0.61,42.699999999999996
2021-03-19,74,61.0,,0.61,45.14
2021-03-20,57,61.0,,0.61,34.769999999999996
2021-03-21,65,61.0,,0.61,39.65
2021-03-22,72,61.0,,0.61,43.92
2021-03-23,59,61.0,,0.61,35.99
2021-03-24,61,61.0,,0.61,37.21
2021-03-25,100,61.0,,0.61,61.0
2021-03-26,86,61.0,,0.61,52.46
2021-03-27,68,61.0,,0.61,41.48
2021-03-28,61,61.0,,0.61,37.21
2021-03-29,77,61.0,,0.61,46.97
2021-03-30,70,61.0,,0.61,42.699999999999996
2021-03-31,67,61.0,,0.61,40.87
2021-04-01,70,54.0,False,0.54,37.800000000000004
2021-04-02,80,54.0,,0.54,43.2
2021-04-03,74,54.0,,0.54,39.96
2021-04-04,67,54.0,,0.54,36.18
2021-04-05,86,54.0,,0.54,46.440000000000005
2021-04-06,87,54.0,,0.54,46.980000000000004
2021-04-07,100,54.0,,0.54,54.0
2021-04-08,66,54.0,,0.54,35.64
2021-04-09,77,54.0,,0.54,41.580000000000005
2021-04-10,71,54.0,,0.54,38.34
2021-04-11,69,54.0,,0.54,37.260000000000005
2021-04-12,80,54.0,,0.54,43.2
2021-04-13,77,54.0,,0.54,41.580000000000005
2021-04-14,88,54.0,,0.54,47.52
2021-04-15,92,54.0,,0.54,49.68000000000001
2021-04-16,79,54.0,,0.54,42.660000000000004
2021-04-17,87,54.0,,0.54,46.980000000000004
2021-04-18,70,54.0,,0.54,37.800000000000004
2021-04-19,81,54.0,,0.54,43.74
2021-04-20,67,54.0,,0.54,36.18
2021-04-21,67,54.0,,0.54,36.18
2021-04-22,80,54.0,,0.54,43.2
2021-04-23,70,54.0,,0.54,37.800000000000004
2021-04-24,77,54.0,,0.54,41.580000000000005
2021-04-25,57,54.0,,0.54,30.78
2021-04-26,72,54.0,,0.54,38.88
2021-04-27,81,54.0,,0.54,43.74
2021-04-28,84,54.0,,0.54,45.36
2021-04-29,67,54.0,,0.54,36.18
2021-04-30,65,54.0,,0.54,35.1
