date,MA_unscaled,MA_monthly,isPartial,scale,MA
2018-01-07,77,82.0,,0.82,63.13999999999999
2018-01-08,86,82.0,,0.82,70.52
2018-01-09,85,82.0,,0.82,69.7
2018-01-10,86,82.0,,0.82,70.52
2018-01-11,83,82.0,,0.82,68.06
2018-01-12,83,82.0,,0.82,68.06
2018-01-13,78,82.0,,0.82,63.959999999999994
2018-01-14,75,82.0,,0.82,61.49999999999999
2018-01-15,84,82.0,,0.82,68.88
2018-01-16,92,82.0,,0.82,75.44
2018-01-17,90,82.0,,0.82,73.8
2018-01-18,83,82.0,,0.82,68.06
2018-01-19,84,82.0,,0.82,68.88
2018-01-20,80,82.0,,0.82,65.6
2018-01-21,65,82.0,,0.82,53.3
2018-01-22,80,82.0,,0.82,65.6
2018-01-23,85,82.0,,0.82,69.7
2018-01-24,81,82.0,,0.82,66.42
2018-01-25,82,82.0,,0.82,67.24
2018-01-26,85,82.0,,0.82,69.7
2018-01-27,81,82.0,,0.82,66.42
2018-01-28,78,82.0,,0.82,63.959999999999994
2018-01-29,82,82.0,,0.82,67.24
2018-01-30,85,82.0,,0.82,69.7
2018-01-31,81,82.0,,0.82,66.42
2018-02-01,97,83.0,False,0.83,80.50999999999999
2018-02-02,94,83.0,,0.83,78.02
2018-02-03,89,83.0,,0.83,73.86999999999999
2018-02-04,74,83.0,,0.83,61.419999999999995
2018-02-05,85,83.0,,0.83,70.55
2018-02-06,99,83.0,,0.83,82.17
2018-02-07,98,83.0,,0.83,81.33999999999999
2018-02-08,94,83.0,,0.83,78.02
2018-02-09,96,83.0,,0.83,79.67999999999999
2018-02-10,89,83.0,,0.83,73.86999999999999
2018-02-11,88,83.0,,0.83,73.03999999999999
2018-02-12,98,83.0,,0.83,81.33999999999999
2018-02-13,94,83.0,,0.83,78.02
2018-02-14,94,83.0,,0.83,78.02
2018-02-15,93,83.0,,0.83,77.19
2018-02-16,97,83.0,,0.83,80.50999999999999
2018-02-17,96,83.0,,0.83,79.67999999999999
2018-02-18,86,83.0,,0.83,71.38
2018-02-19,92,83.0,,0.83,76.36
2018-02-20,97,83.0,,0.83,80.50999999999999
2018-02-21,93,83.0,,0.83,77.19
2018-02-22,100,83.0,,0.83,83.0
2018-02-23,97,83.0,,0.83,80.50999999999999
2018-02-24,95,83.0,,0.83,78.85
2018-02-25,89,83.0,,0.83,73.86999999999999
2018-02-26,99,83.0,,0.83,82.17
2018-02-27,98,83.0,,0.83,81.33999999999999
2018-02-28,95,83.0,,0.83,78.85
2018-03-01,77,89.0,False,0.89,68.53
2018-03-02,93,89.0,,0.89,82.77
2018-03-03,97,89.0,,0.89,86.33
2018-03-04,84,89.0,,0.89,74.76
2018-03-05,85,89.0,,0.89,75.65
2018-03-06,88,89.0,,0.89,78.32000000000001
2018-03-07,90,89.0,,0.89,80.1
2018-03-08,100,89.0,,0.89,89.0
2018-03-09,88,89.0,,0.89,78.32000000000001
2018-03-10,81,89.0,,0.89,72.09
2018-03-11,76,89.0,,0.89,67.64
2018-03-12,88,89.0,,0.89,78.32000000000001
2018-03-13,80,89.0,,0.89,71.2
2018-03-14,89,89.0,,0.89,79.21000000000001
2018-03-15,79,89.0,,0.89,70.31
2018-03-16,77,89.0,,0.89,68.53
2018-03-17,75,89.0,,0.89,66.75
2018-03-18,74,89.0,,0.89,65.86
2018-03-19,84,89.0,,0.89,74.76
2018-03-20,84,89.0,,0.89,74.76
2018-03-21,88,89.0,,0.89,78.32000000000001
2018-03-22,89,89.0,,0.89,79.21000000000001
2018-03-23,83,89.0,,0.89,73.87
2018-03-24,80,89.0,,0.89,71.2
2018-03-25,77,89.0,,0.89,68.53
2018-03-26,84,89.0,,0.89,74.76
2018-03-27,81,89.0,,0.89,72.09
2018-03-28,81,89.0,,0.89,72.09
2018-03-29,84,89.0,,0.89,74.76
2018-03-30,90,89.0,,0.89,80.1
2018-03-31,80,89.0,,0.89,71.2
2018-04-01,81,84.0,False,0.84,68.03999999999999
2018-04-02,100,84.0,,0.84,84.0
2018-04-03,99,84.0,,0.84,83.16
2018-04-04,98,84.0,,0.84,82.32
2018-04-05,94,84.0,,0.84,78.96
2018-04-06,95,84.0,,0.84,79.8
2018-04-07,94,84.0,,0.84,78.96
2018-04-08,87,84.0,,0.84,73.08
2018-04-09,100,84.0,,0.84,84.0
2018-04-10,98,84.0,,0.84,82.32
2018-04-11,92,84.0,,0.84,77.28
2018-04-12,99,84.0,,0.84,83.16
2018-04-13,98,84.0,,0.84,82.32
2018-04-14,92,84.0,,0.84,77.28
2018-04-15,87,84.0,,0.84,73.08
2018-04-16,91,84.0,,0.84,76.44
2018-04-17,95,84.0,,0.84,79.8
2018-04-18,91,84.0,,0.84,76.44
2018-04-19,94,84.0,,0.84,78.96
2018-04-20,93,84.0,,0.84,78.11999999999999
2018-04-21,90,84.0,,0.84,75.6
2018-04-22,82,84.0,,0.84,68.88
2018-04-23,93,84.0,,0.84,78.11999999999999
2018-04-24,91,84.0,,0.84,76.44
2018-04-25,94,84.0,,0.84,78.96
2018-04-26,91,84.0,,0.84,76.44
2018-04-27,95,84.0,,0.84,79.8
2018-04-28,89,84.0,,0.84,74.75999999999999
2018-04-29,88,84.0,,0.84,73.92
2018-04-30,99,84.0,,0.84,83.16
2018-05-01,92,88.0,False,0.88,80.96
2018-05-02,89,88.0,,0.88,78.32000000000001
2018-05-03,92,88.0,,0.88,80.96
2018-05-04,95,88.0,,0.88,83.6
2018-05-05,87,88.0,,0.88,76.56
2018-05-06,89,88.0,,0.88,78.32000000000001
2018-05-07,96,88.0,,0.88,84.48
2018-05-08,91,88.0,,0.88,80.08
2018-05-09,91,88.0,,0.88,80.08
2018-05-10,95,88.0,,0.88,83.6
2018-05-11,98,88.0,,0.88,86.24
2018-05-12,93,88.0,,0.88,81.84
2018-05-13,82,88.0,,0.88,72.16
2018-05-14,94,88.0,,0.88,82.72
2018-05-15,98,88.0,,0.88,86.24
2018-05-16,93,88.0,,0.88,81.84
2018-05-17,92,88.0,,0.88,80.96
2018-05-18,96,88.0,,0.88,84.48
2018-05-19,87,88.0,,0.88,76.56
2018-05-20,87,88.0,,0.88,76.56
2018-05-21,96,88.0,,0.88,84.48
2018-05-22,93,88.0,,0.88,81.84
2018-05-23,97,88.0,,0.88,85.36
2018-05-24,98,88.0,,0.88,86.24
2018-05-25,97,88.0,,0.88,85.36
2018-05-26,88,88.0,,0.88,77.44
2018-05-27,92,88.0,,0.88,80.96
2018-05-28,93,88.0,,0.88,81.84
2018-05-29,97,88.0,,0.88,85.36
2018-05-30,96,88.0,,0.88,84.48
2018-05-31,100,88.0,,0.88,88.0
2018-06-01,94,90.0,False,0.9,84.60000000000001
2018-06-02,87,90.0,,0.9,78.3
2018-06-03,83,90.0,,0.9,74.7
2018-06-04,94,90.0,,0.9,84.60000000000001
2018-06-05,91,90.0,,0.9,81.9
2018-06-06,93,90.0,,0.9,83.7
2018-06-07,88,90.0,,0.9,79.2
2018-06-08,91,90.0,,0.9,81.9
2018-06-09,82,90.0,,0.9,73.8
2018-06-10,78,90.0,,0.9,70.2
2018-06-11,93,90.0,,0.9,83.7
2018-06-12,90,90.0,,0.9,81.0
2018-06-13,96,90.0,,0.9,86.4
2018-06-14,90,90.0,,0.9,81.0
2018-06-15,93,90.0,,0.9,83.7
2018-06-16,79,90.0,,0.9,71.10000000000001
2018-06-17,75,90.0,,0.9,67.5
2018-06-18,95,90.0,,0.9,85.5
2018-06-19,89,90.0,,0.9,80.10000000000001
2018-06-20,95,90.0,,0.9,85.5
2018-06-21,95,90.0,,0.9,85.5
2018-06-22,91,90.0,,0.9,81.9
2018-06-23,87,90.0,,0.9,78.3
2018-06-24,83,90.0,,0.9,74.7
2018-06-25,100,90.0,,0.9,90.0
2018-06-26,91,90.0,,0.9,81.9
2018-06-27,94,90.0,,0.9,84.60000000000001
2018-06-28,98,90.0,,0.9,88.2
2018-06-29,95,90.0,,0.9,85.5
2018-06-30,86,90.0,,0.9,77.4
2018-07-01,84,96.0,False,0.96,80.64
2018-07-02,95,96.0,,0.96,91.2
2018-07-03,97,96.0,,0.96,93.11999999999999
2018-07-04,88,96.0,,0.96,84.47999999999999
2018-07-05,100,96.0,,0.96,96.0
2018-07-06,97,96.0,,0.96,93.11999999999999
2018-07-07,79,96.0,,0.96,75.84
2018-07-08,83,96.0,,0.96,79.67999999999999
2018-07-09,97,96.0,,0.96,93.11999999999999
2018-07-10,94,96.0,,0.96,90.24
2018-07-11,91,96.0,,0.96,87.36
2018-07-12,94,96.0,,0.96,90.24
2018-07-13,93,96.0,,0.96,89.28
2018-07-14,88,96.0,,0.96,84.47999999999999
2018-07-15,83,96.0,,0.96,79.67999999999999
2018-07-16,95,96.0,,0.96,91.2
2018-07-17,98,96.0,,0.96,94.08
2018-07-18,92,96.0,,0.96,88.32
2018-07-19,97,96.0,,0.96,93.11999999999999
2018-07-20,93,96.0,,0.96,89.28
2018-07-21,87,96.0,,0.96,83.52
2018-07-22,86,96.0,,0.96,82.56
2018-07-23,99,96.0,,0.96,95.03999999999999
2018-07-24,95,96.0,,0.96,91.2
2018-07-25,96,96.0,,0.96,92.16
2018-07-26,99,96.0,,0.96,95.03999999999999
2018-07-27,97,96.0,,0.96,93.11999999999999
2018-07-28,92,96.0,,0.96,88.32
2018-07-29,84,96.0,,0.96,80.64
2018-07-30,94,96.0,,0.96,90.24
2018-07-31,92,96.0,,0.96,88.32
2018-08-01,96,98.0,False,0.98,94.08
2018-08-02,92,98.0,,0.98,90.16
2018-08-03,94,98.0,,0.98,92.12
2018-08-04,100,98.0,,0.98,98.0
2018-08-05,84,98.0,,0.98,82.32
2018-08-06,99,98.0,,0.98,97.02
2018-08-07,92,98.0,,0.98,90.16
2018-08-08,95,98.0,,0.98,93.1
2018-08-09,96,98.0,,0.98,94.08
2018-08-10,93,98.0,,0.98,91.14
2018-08-11,89,98.0,,0.98,87.22
2018-08-12,86,98.0,,0.98,84.28
2018-08-13,95,98.0,,0.98,93.1
2018-08-14,95,98.0,,0.98,93.1
2018-08-15,92,98.0,,0.98,90.16
2018-08-16,88,98.0,,0.98,86.24
2018-08-17,91,98.0,,0.98,89.17999999999999
2018-08-18,90,98.0,,0.98,88.2
2018-08-19,79,98.0,,0.98,77.42
2018-08-20,93,98.0,,0.98,91.14
2018-08-21,88,98.0,,0.98,86.24
2018-08-22,89,98.0,,0.98,87.22
2018-08-23,88,98.0,,0.98,86.24
2018-08-24,83,98.0,,0.98,81.34
2018-08-25,78,98.0,,0.98,76.44
2018-08-26,74,98.0,,0.98,72.52
2018-08-27,88,98.0,,0.98,86.24
2018-08-28,87,98.0,,0.98,85.26
2018-08-29,88,98.0,,0.98,86.24
2018-08-30,86,98.0,,0.98,84.28
2018-08-31,81,98.0,,0.98,79.38
2018-09-01,73,85.0,False,0.85,62.05
2018-09-02,73,85.0,,0.85,62.05
2018-09-03,75,85.0,,0.85,63.75
2018-09-04,90,85.0,,0.85,76.5
2018-09-05,88,85.0,,0.85,74.8
2018-09-06,84,85.0,,0.85,71.39999999999999
2018-09-07,80,85.0,,0.85,68.0
2018-09-08,80,85.0,,0.85,68.0
2018-09-09,69,85.0,,0.85,58.65
2018-09-10,81,85.0,,0.85,68.85
2018-09-11,79,85.0,,0.85,67.14999999999999
2018-09-12,81,85.0,,0.85,68.85
2018-09-13,90,85.0,,0.85,76.5
2018-09-14,100,85.0,,0.85,85.0
2018-09-15,82,85.0,,0.85,69.7
2018-09-16,73,85.0,,0.85,62.05
2018-09-17,80,85.0,,0.85,68.0
2018-09-18,83,85.0,,0.85,70.55
2018-09-19,84,85.0,,0.85,71.39999999999999
2018-09-20,80,85.0,,0.85,68.0
2018-09-21,78,85.0,,0.85,66.3
2018-09-22,75,85.0,,0.85,63.75
2018-09-23,68,85.0,,0.85,57.8
2018-09-24,78,85.0,,0.85,66.3
2018-09-25,84,85.0,,0.85,71.39999999999999
2018-09-26,77,85.0,,0.85,65.45
2018-09-27,75,85.0,,0.85,63.75
2018-09-28,78,85.0,,0.85,66.3
2018-09-29,73,85.0,,0.85,62.05
2018-09-30,67,85.0,,0.85,56.949999999999996
2018-10-01,97,83.0,False,0.83,80.50999999999999
2018-10-02,98,83.0,,0.83,81.33999999999999
2018-10-03,93,83.0,,0.83,77.19
2018-10-04,95,83.0,,0.83,78.85
2018-10-05,91,83.0,,0.83,75.53
2018-10-06,88,83.0,,0.83,73.03999999999999
2018-10-07,86,83.0,,0.83,71.38
2018-10-08,87,83.0,,0.83,72.21
2018-10-09,98,83.0,,0.83,81.33999999999999
2018-10-10,96,83.0,,0.83,79.67999999999999
2018-10-11,100,83.0,,0.83,83.0
2018-10-12,97,83.0,,0.83,80.50999999999999
2018-10-13,93,83.0,,0.83,77.19
2018-10-14,81,83.0,,0.83,67.22999999999999
2018-10-15,97,83.0,,0.83,80.50999999999999
2018-10-16,96,83.0,,0.83,79.67999999999999
2018-10-17,90,83.0,,0.83,74.7
2018-10-18,93,83.0,,0.83,77.19
2018-10-19,94,83.0,,0.83,78.02
2018-10-20,88,83.0,,0.83,73.03999999999999
2018-10-21,78,83.0,,0.83,64.74
2018-10-22,92,83.0,,0.83,76.36
2018-10-23,92,83.0,,0.83,76.36
2018-10-24,92,83.0,,0.83,76.36
2018-10-25,90,83.0,,0.83,74.7
2018-10-26,91,83.0,,0.83,75.53
2018-10-27,85,83.0,,0.83,70.55
2018-10-28,79,83.0,,0.83,65.57
2018-10-29,93,83.0,,0.83,77.19
2018-10-30,91,83.0,,0.83,75.53
2018-10-31,92,83.0,,0.83,76.36
2018-11-01,85,80.0,False,0.8,68.0
2018-11-02,87,80.0,,0.8,69.60000000000001
2018-11-03,84,80.0,,0.8,67.2
2018-11-04,76,80.0,,0.8,60.800000000000004
2018-11-05,91,80.0,,0.8,72.8
2018-11-06,100,80.0,,0.8,80.0
2018-11-07,91,80.0,,0.8,72.8
2018-11-08,81,80.0,,0.8,64.8
2018-11-09,85,80.0,,0.8,68.0
2018-11-10,78,80.0,,0.8,62.400000000000006
2018-11-11,70,80.0,,0.8,56.0
2018-11-12,78,80.0,,0.8,62.400000000000006
2018-11-13,82,80.0,,0.8,65.60000000000001
2018-11-14,81,80.0,,0.8,64.8
2018-11-15,81,80.0,,0.8,64.8
2018-11-16,89,80.0,,0.8,71.2
2018-11-17,76,80.0,,0.8,60.800000000000004
2018-11-18,69,80.0,,0.8,55.2
2018-11-19,86,80.0,,0.8,68.8
2018-11-20,87,80.0,,0.8,69.60000000000001
2018-11-21,80,80.0,,0.8,64.0
2018-11-22,48,80.0,,0.8,38.400000000000006
2018-11-23,73,80.0,,0.8,58.400000000000006
2018-11-24,66,80.0,,0.8,52.800000000000004
2018-11-25,68,80.0,,0.8,54.400000000000006
2018-11-26,76,80.0,,0.8,60.800000000000004
2018-11-27,78,80.0,,0.8,62.400000000000006
2018-11-28,79,80.0,,0.8,63.2
2018-11-29,79,80.0,,0.8,63.2
2018-11-30,81,80.0,,0.8,64.8
2018-12-01,84,74.0,False,0.74,62.16
2018-12-02,72,74.0,,0.74,53.28
2018-12-03,86,74.0,,0.74,63.64
2018-12-04,90,74.0,,0.74,66.6
2018-12-05,86,74.0,,0.74,63.64
2018-12-06,89,74.0,,0.74,65.86
2018-12-07,89,74.0,,0.74,65.86
2018-12-08,80,74.0,,0.74,59.2
2018-12-09,75,74.0,,0.74,55.5
2018-12-10,88,74.0,,0.74,65.12
2018-12-11,88,74.0,,0.74,65.12
2018-12-12,90,74.0,,0.74,66.6
2018-12-13,87,74.0,,0.74,64.38
2018-12-14,87,74.0,,0.74,64.38
2018-12-15,90,74.0,,0.74,66.6
2018-12-16,81,74.0,,0.74,59.94
2018-12-17,94,74.0,,0.74,69.56
2018-12-18,93,74.0,,0.74,68.82
2018-12-19,92,74.0,,0.74,68.08
2018-12-20,92,74.0,,0.74,68.08
2018-12-21,97,74.0,,0.74,71.78
2018-12-22,84,74.0,,0.74,62.16
2018-12-23,80,74.0,,0.74,59.2
2018-12-24,81,74.0,,0.74,59.94
2018-12-25,51,74.0,,0.74,37.74
2018-12-26,89,74.0,,0.74,65.86
2018-12-27,94,74.0,,0.74,69.56
2018-12-28,100,74.0,,0.74,74.0
2018-12-29,85,74.0,,0.74,62.9
2018-12-30,82,74.0,,0.74,60.68
2018-12-31,93,74.0,,0.74,68.82
2019-01-01,81,76.0,False,0.76,61.56
2019-01-02,100,76.0,,0.76,76.0
2019-01-03,97,76.0,,0.76,73.72
2019-01-04,97,76.0,,0.76,73.72
2019-01-05,84,76.0,,0.76,63.84
2019-01-06,76,76.0,,0.76,57.76
2019-01-07,91,76.0,,0.76,69.16
2019-01-08,88,76.0,,0.76,66.88
2019-01-09,89,76.0,,0.76,67.64
2019-01-10,88,76.0,,0.76,66.88
2019-01-11,89,76.0,,0.76,67.64
2019-01-12,83,76.0,,0.76,63.08
2019-01-13,72,76.0,,0.76,54.72
2019-01-14,92,76.0,,0.76,69.92
2019-01-15,89,76.0,,0.76,67.64
2019-01-16,88,76.0,,0.76,66.88
2019-01-17,88,76.0,,0.76,66.88
2019-01-18,85,76.0,,0.76,64.6
2019-01-19,83,76.0,,0.76,63.08
2019-01-20,70,76.0,,0.76,53.2
2019-01-21,76,76.0,,0.76,57.76
2019-01-22,89,76.0,,0.76,67.64
2019-01-23,86,76.0,,0.76,65.36
2019-01-24,89,76.0,,0.76,67.64
2019-01-25,84,76.0,,0.76,63.84
2019-01-26,79,76.0,,0.76,60.04
2019-01-27,78,76.0,,0.76,59.28
2019-01-28,87,76.0,,0.76,66.12
2019-01-29,86,76.0,,0.76,65.36
2019-01-30,90,76.0,,0.76,68.4
2019-01-31,89,76.0,,0.76,67.64
2019-02-01,87,76.0,False,0.76,66.12
2019-02-02,82,76.0,,0.76,62.32
2019-02-03,70,76.0,,0.76,53.2
2019-02-04,80,76.0,,0.76,60.8
2019-02-05,92,76.0,,0.76,69.92
2019-02-06,88,76.0,,0.76,66.88
2019-02-07,91,76.0,,0.76,69.16
2019-02-08,92,76.0,,0.76,69.92
2019-02-09,90,76.0,,0.76,68.4
2019-02-10,81,76.0,,0.76,61.56
2019-02-11,95,76.0,,0.76,72.2
2019-02-12,100,76.0,,0.76,76.0
2019-02-13,98,76.0,,0.76,74.48
2019-02-14,93,76.0,,0.76,70.68
2019-02-15,98,76.0,,0.76,74.48
2019-02-16,95,76.0,,0.76,72.2
2019-02-17,90,76.0,,0.76,68.4
2019-02-18,92,76.0,,0.76,69.92
2019-02-19,95,76.0,,0.76,72.2
2019-02-20,95,76.0,,0.76,72.2
2019-02-21,93,76.0,,0.76,70.68
2019-02-22,94,76.0,,0.76,71.44
2019-02-23,89,76.0,,0.76,67.64
2019-02-24,87,76.0,,0.76,66.12
2019-02-25,93,76.0,,0.76,70.68
2019-02-26,93,76.0,,0.76,70.68
2019-02-27,95,76.0,,0.76,72.2
2019-02-28,100,76.0,,0.76,76.0
2019-03-01,93,80.0,False,0.8,74.4
2019-03-02,89,80.0,,0.8,71.2
2019-03-03,91,80.0,,0.8,72.8
2019-03-04,99,80.0,,0.8,79.2
2019-03-05,94,80.0,,0.8,75.2
2019-03-06,91,80.0,,0.8,72.8
2019-03-07,88,80.0,,0.8,70.4
2019-03-08,94,80.0,,0.8,75.2
2019-03-09,89,80.0,,0.8,71.2
2019-03-10,81,80.0,,0.8,64.8
2019-03-11,93,80.0,,0.8,74.4
2019-03-12,90,80.0,,0.8,72.0
2019-03-13,92,80.0,,0.8,73.60000000000001
2019-03-14,90,80.0,,0.8,72.0
2019-03-15,91,80.0,,0.8,72.8
2019-03-16,89,80.0,,0.8,71.2
2019-03-17,82,80.0,,0.8,65.60000000000001
2019-03-18,97,80.0,,0.8,77.60000000000001
2019-03-19,98,80.0,,0.8,78.4
2019-03-20,98,80.0,,0.8,78.4
2019-03-21,94,80.0,,0.8,75.2
2019-03-22,100,80.0,,0.8,80.0
2019-03-23,95,80.0,,0.8,76.0
2019-03-24,90,80.0,,0.8,72.0
2019-03-25,98,80.0,,0.8,78.4
2019-03-26,96,80.0,,0.8,76.80000000000001
2019-03-27,96,80.0,,0.8,76.80000000000001
2019-03-28,96,80.0,,0.8,76.80000000000001
2019-03-29,99,80.0,,0.8,79.2
2019-03-30,93,80.0,,0.8,74.4
2019-03-31,87,80.0,,0.8,69.60000000000001
2019-04-01,96,83.0,False,0.83,79.67999999999999
2019-04-02,99,83.0,,0.83,82.17
2019-04-03,98,83.0,,0.83,81.33999999999999
2019-04-04,95,83.0,,0.83,78.85
2019-04-05,99,83.0,,0.83,82.17
2019-04-06,93,83.0,,0.83,77.19
2019-04-07,87,83.0,,0.83,72.21
2019-04-08,98,83.0,,0.83,81.33999999999999
2019-04-09,92,83.0,,0.83,76.36
2019-04-10,95,83.0,,0.83,78.85
2019-04-11,90,83.0,,0.83,74.7
2019-04-12,94,83.0,,0.83,78.02
2019-04-13,92,83.0,,0.83,76.36
2019-04-14,89,83.0,,0.83,73.86999999999999
2019-04-15,93,83.0,,0.83,77.19
2019-04-16,95,83.0,,0.83,78.85
2019-04-17,95,83.0,,0.83,78.85
2019-04-18,93,83.0,,0.83,77.19
2019-04-19,100,83.0,,0.83,83.0
2019-04-20,92,83.0,,0.83,76.36
2019-04-21,83,83.0,,0.83,68.89
2019-04-22,97,83.0,,0.83,80.50999999999999
2019-04-23,94,83.0,,0.83,78.02
