date,AG_unscaled,AG_monthly,isPartial,scale,AG
2019-09-02,53,89.0,,0.89,47.17
2019-09-03,91,89.0,,0.89,80.99
2019-09-04,92,89.0,,0.89,81.88
2019-09-05,88,89.0,,0.89,78.32000000000001
2019-09-06,91,89.0,,0.89,80.99
2019-09-07,66,89.0,,0.89,58.74
2019-09-08,58,89.0,,0.89,51.62
2019-09-09,98,89.0,,0.89,87.22
2019-09-10,87,89.0,,0.89,77.43
2019-09-11,92,89.0,,0.89,81.88
2019-09-12,95,89.0,,0.89,84.55
2019-09-13,93,89.0,,0.89,82.77
2019-09-14,60,89.0,,0.89,53.4
2019-09-15,69,89.0,,0.89,61.410000000000004
2019-09-16,91,89.0,,0.89,80.99
2019-09-17,89,89.0,,0.89,79.21000000000001
2019-09-18,89,89.0,,0.89,79.21000000000001
2019-09-19,99,89.0,,0.89,88.11
2019-09-20,94,89.0,,0.89,83.66
2019-09-21,72,89.0,,0.89,64.08
2019-09-22,65,89.0,,0.89,57.85
2019-09-23,92,89.0,,0.89,81.88
2019-09-24,100,89.0,,0.89,89.0
2019-09-25,97,89.0,,0.89,86.33
2019-09-26,99,89.0,,0.89,88.11
2019-09-27,96,89.0,,0.89,85.44
2019-09-28,63,89.0,,0.89,56.07
2019-09-29,64,89.0,,0.89,56.96
2019-09-30,94,89.0,,0.89,83.66
2019-10-01,100,94.0,False,0.94,94.0
2019-10-02,96,94.0,,0.94,90.24
2019-10-03,87,94.0,,0.94,81.78
2019-10-04,90,94.0,,0.94,84.6
2019-10-05,65,94.0,,0.94,61.099999999999994
2019-10-06,65,94.0,,0.94,61.099999999999994
2019-10-07,97,94.0,,0.94,91.17999999999999
2019-10-08,89,94.0,,0.94,83.66
2019-10-09,91,94.0,,0.94,85.53999999999999
2019-10-10,96,94.0,,0.94,90.24
2019-10-11,82,94.0,,0.94,77.08
2019-10-12,66,94.0,,0.94,62.04
2019-10-13,65,94.0,,0.94,61.099999999999994
2019-10-14,86,94.0,,0.94,80.83999999999999
2019-10-15,93,94.0,,0.94,87.42
2019-10-16,96,94.0,,0.94,90.24
2019-10-17,90,94.0,,0.94,84.6
2019-10-18,75,94.0,,0.94,70.5
2019-10-19,60,94.0,,0.94,56.4
2019-10-20,62,94.0,,0.94,58.279999999999994
2019-10-21,90,94.0,,0.94,84.6
2019-10-22,91,94.0,,0.94,85.53999999999999
2019-10-23,88,94.0,,0.94,82.72
2019-10-24,86,94.0,,0.94,80.83999999999999
2019-10-25,86,94.0,,0.94,80.83999999999999
2019-10-26,69,94.0,,0.94,64.86
2019-10-27,54,94.0,,0.94,50.76
2019-10-28,86,94.0,,0.94,80.83999999999999
2019-10-29,90,94.0,,0.94,84.6
2019-10-30,84,94.0,,0.94,78.96
2019-10-31,80,94.0,,0.94,75.19999999999999
2019-11-01,90,83.0,False,0.83,74.7
2019-11-02,64,83.0,,0.83,53.12
2019-11-03,63,83.0,,0.83,52.29
2019-11-04,93,83.0,,0.83,77.19
2019-11-05,95,83.0,,0.83,78.85
2019-11-06,97,83.0,,0.83,80.50999999999999
2019-11-07,90,83.0,,0.83,74.7
2019-11-08,88,83.0,,0.83,73.03999999999999
2019-11-09,60,83.0,,0.83,49.8
2019-11-10,57,83.0,,0.83,47.309999999999995
2019-11-11,82,83.0,,0.83,68.06
2019-11-12,94,83.0,,0.83,78.02
2019-11-13,93,83.0,,0.83,77.19
2019-11-14,94,83.0,,0.83,78.02
2019-11-15,94,83.0,,0.83,78.02
2019-11-16,71,83.0,,0.83,58.93
2019-11-17,72,83.0,,0.83,59.76
2019-11-18,100,83.0,,0.83,83.0
2019-11-19,92,83.0,,0.83,76.36
2019-11-20,91,83.0,,0.83,75.53
2019-11-21,88,83.0,,0.83,73.03999999999999
2019-11-22,84,83.0,,0.83,69.72
2019-11-23,70,83.0,,0.83,58.099999999999994
2019-11-24,61,83.0,,0.83,50.629999999999995
2019-11-25,83,83.0,,0.83,68.89
2019-11-26,77,83.0,,0.83,63.91
2019-11-27,76,83.0,,0.83,63.08
2019-11-28,54,83.0,,0.83,44.82
2019-11-29,68,83.0,,0.83,56.44
2019-11-30,66,83.0,,0.83,54.779999999999994
2019-12-01,64,82.0,False,0.82,52.48
2019-12-02,88,82.0,,0.82,72.16
2019-12-03,99,82.0,,0.82,81.17999999999999
2019-12-04,92,82.0,,0.82,75.44
2019-12-05,89,82.0,,0.82,72.97999999999999
2019-12-06,88,82.0,,0.82,72.16
2019-12-07,75,82.0,,0.82,61.49999999999999
2019-12-08,60,82.0,,0.82,49.199999999999996
2019-12-09,96,82.0,,0.82,78.72
2019-12-10,100,82.0,,0.82,82.0
2019-12-11,97,82.0,,0.82,79.53999999999999
2019-12-12,94,82.0,,0.82,77.08
2019-12-13,94,82.0,,0.82,77.08
2019-12-14,64,82.0,,0.82,52.48
2019-12-15,65,82.0,,0.82,53.3
2019-12-16,89,82.0,,0.82,72.97999999999999
2019-12-17,98,82.0,,0.82,80.36
2019-12-18,85,82.0,,0.82,69.7
2019-12-19,87,82.0,,0.82,71.33999999999999
2019-12-20,89,82.0,,0.82,72.97999999999999
2019-12-21,64,82.0,,0.82,52.48
2019-12-22,68,82.0,,0.82,55.76
2019-12-23,88,82.0,,0.82,72.16
2019-12-24,72,82.0,,0.82,59.04
2019-12-25,56,82.0,,0.82,45.919999999999995
2019-12-26,85,82.0,,0.82,69.7
2019-12-27,71,82.0,,0.82,58.22
2019-12-28,76,82.0,,0.82,62.31999999999999
2019-12-29,67,82.0,,0.82,54.94
2019-12-30,92,82.0,,0.82,75.44
2019-12-31,80,82.0,,0.82,65.6
2020-01-01,54,89.0,False,0.89,48.06
2020-01-02,85,89.0,,0.89,75.65
2020-01-03,87,89.0,,0.89,77.43
2020-01-04,64,89.0,,0.89,56.96
2020-01-05,68,89.0,,0.89,60.52
2020-01-06,87,89.0,,0.89,77.43
2020-01-07,90,89.0,,0.89,80.1
2020-01-08,94,89.0,,0.89,83.66
2020-01-09,92,89.0,,0.89,81.88
2020-01-10,96,89.0,,0.89,85.44
2020-01-11,77,89.0,,0.89,68.53
2020-01-12,54,89.0,,0.89,48.06
2020-01-13,92,89.0,,0.89,81.88
2020-01-14,91,89.0,,0.89,80.99
2020-01-15,96,89.0,,0.89,85.44
2020-01-16,94,89.0,,0.89,83.66
2020-01-17,88,89.0,,0.89,78.32000000000001
2020-01-18,72,89.0,,0.89,64.08
2020-01-19,68,89.0,,0.89,60.52
2020-01-20,90,89.0,,0.89,80.1
2020-01-21,91,89.0,,0.89,80.99
2020-01-22,100,89.0,,0.89,89.0
2020-01-23,96,89.0,,0.89,85.44
2020-01-24,88,89.0,,0.89,78.32000000000001
2020-01-25,77,89.0,,0.89,68.53
2020-01-26,51,89.0,,0.89,45.39
2020-01-27,96,89.0,,0.89,85.44
2020-01-28,94,89.0,,0.89,83.66
2020-01-29,92,89.0,,0.89,81.88
2020-01-30,88,89.0,,0.89,78.32000000000001
2020-01-31,94,89.0,,0.89,83.66
2020-02-01,60,93.0,False,0.93,55.800000000000004
2020-02-02,58,93.0,,0.93,53.940000000000005
2020-02-03,75,93.0,,0.93,69.75
2020-02-04,90,93.0,,0.93,83.7
2020-02-05,74,93.0,,0.93,68.82000000000001
2020-02-06,78,93.0,,0.93,72.54
2020-02-07,74,93.0,,0.93,68.82000000000001
2020-02-08,68,93.0,,0.93,63.24
2020-02-09,56,93.0,,0.93,52.080000000000005
2020-02-10,85,93.0,,0.93,79.05
2020-02-11,100,93.0,,0.93,93.0
2020-02-12,95,93.0,,0.93,88.35000000000001
2020-02-13,95,93.0,,0.93,88.35000000000001
2020-02-14,89,93.0,,0.93,82.77000000000001
2020-02-15,56,93.0,,0.93,52.080000000000005
2020-02-16,62,93.0,,0.93,57.660000000000004
2020-02-17,75,93.0,,0.93,69.75
2020-02-18,83,93.0,,0.93,77.19
2020-02-19,90,93.0,,0.93,83.7
2020-02-20,85,93.0,,0.93,79.05
2020-02-21,77,93.0,,0.93,71.61
2020-02-22,60,93.0,,0.93,55.800000000000004
2020-02-23,55,93.0,,0.93,51.150000000000006
2020-02-24,81,93.0,,0.93,75.33
2020-02-25,85,93.0,,0.93,79.05
2020-02-26,78,93.0,,0.93,72.54
2020-02-27,80,93.0,,0.93,74.4
2020-02-28,76,93.0,,0.93,70.68
2020-02-29,59,93.0,,0.93,54.870000000000005
2020-03-01,62,83.0,False,0.83,51.46
2020-03-02,89,83.0,,0.83,73.86999999999999
2020-03-03,92,83.0,,0.83,76.36
2020-03-04,90,83.0,,0.83,74.7
2020-03-05,100,83.0,,0.83,83.0
2020-03-06,89,83.0,,0.83,73.86999999999999
2020-03-07,67,83.0,,0.83,55.61
2020-03-08,69,83.0,,0.83,57.269999999999996
2020-03-09,87,83.0,,0.83,72.21
2020-03-10,89,83.0,,0.83,73.86999999999999
2020-03-11,89,83.0,,0.83,73.86999999999999
2020-03-12,78,83.0,,0.83,64.74
2020-03-13,86,83.0,,0.83,71.38
2020-03-14,62,83.0,,0.83,51.46
2020-03-15,50,83.0,,0.83,41.5
2020-03-16,80,83.0,,0.83,66.39999999999999
2020-03-17,80,83.0,,0.83,66.39999999999999
2020-03-18,75,83.0,,0.83,62.25
2020-03-19,80,83.0,,0.83,66.39999999999999
2020-03-20,75,83.0,,0.83,62.25
2020-03-21,59,83.0,,0.83,48.97
2020-03-22,55,83.0,,0.83,45.65
2020-03-23,81,83.0,,0.83,67.22999999999999
2020-03-24,91,83.0,,0.83,75.53
2020-03-25,86,83.0,,0.83,71.38
2020-03-26,76,83.0,,0.83,63.08
2020-03-27,83,83.0,,0.83,68.89
2020-03-28,60,83.0,,0.83,49.8
2020-03-29,55,83.0,,0.83,45.65
2020-03-30,84,83.0,,0.83,69.72
2020-03-31,88,83.0,,0.83,73.03999999999999
2020-04-01,86,87.0,False,0.87,74.82
2020-04-02,85,87.0,,0.87,73.95
2020-04-03,82,87.0,,0.87,71.34
2020-04-04,67,87.0,,0.87,58.29
2020-04-05,61,87.0,,0.87,53.07
2020-04-06,85,87.0,,0.87,73.95
2020-04-07,84,87.0,,0.87,73.08
2020-04-08,90,87.0,,0.87,78.3
2020-04-09,87,87.0,,0.87,75.69
2020-04-10,89,87.0,,0.87,77.42999999999999
2020-04-11,65,87.0,,0.87,56.55
2020-04-12,58,87.0,,0.87,50.46
2020-04-13,88,87.0,,0.87,76.56
2020-04-14,89,87.0,,0.87,77.42999999999999
2020-04-15,84,87.0,,0.87,73.08
2020-04-16,84,87.0,,0.87,73.08
2020-04-17,88,87.0,,0.87,76.56
2020-04-18,68,87.0,,0.87,59.16
2020-04-19,63,87.0,,0.87,54.81
2020-04-20,88,87.0,,0.87,76.56
2020-04-21,94,87.0,,0.87,81.78
2020-04-22,91,87.0,,0.87,79.17
2020-04-23,88,87.0,,0.87,76.56
2020-04-24,88,87.0,,0.87,76.56
2020-04-25,64,87.0,,0.87,55.68
2020-04-26,68,87.0,,0.87,59.16
2020-04-27,93,87.0,,0.87,80.91
2020-04-28,89,87.0,,0.87,77.42999999999999
2020-04-29,95,87.0,,0.87,82.65
2020-04-30,100,87.0,,0.87,87.0
2020-05-01,85,87.0,False,0.87,73.95
2020-05-02,68,87.0,,0.87,59.16
2020-05-03,72,87.0,,0.87,62.64
2020-05-04,95,87.0,,0.87,82.65
2020-05-05,93,87.0,,0.87,80.91
2020-05-06,94,87.0,,0.87,81.78
2020-05-07,93,87.0,,0.87,80.91
2020-05-08,93,87.0,,0.87,80.91
2020-05-09,71,87.0,,0.87,61.77
2020-05-10,67,87.0,,0.87,58.29
2020-05-11,100,87.0,,0.87,87.0
2020-05-12,94,87.0,,0.87,81.78
2020-05-13,92,87.0,,0.87,80.04
2020-05-14,100,87.0,,0.87,87.0
2020-05-15,86,87.0,,0.87,74.82
2020-05-16,71,87.0,,0.87,61.77
2020-05-17,64,87.0,,0.87,55.68
2020-05-18,92,87.0,,0.87,80.04
2020-05-19,93,87.0,,0.87,80.91
2020-05-20,92,87.0,,0.87,80.04
2020-05-21,87,87.0,,0.87,75.69
2020-05-22,98,87.0,,0.87,85.26
2020-05-23,71,87.0,,0.87,61.77
2020-05-24,61,87.0,,0.87,53.07
2020-05-25,67,87.0,,0.87,58.29
2020-05-26,95,87.0,,0.87,82.65
2020-05-27,90,87.0,,0.87,78.3
2020-05-28,90,87.0,,0.87,78.3
2020-05-29,95,87.0,,0.87,82.65
2020-05-30,76,87.0,,0.87,66.12
2020-05-31,63,87.0,,0.87,54.81
2020-06-01,85,91.0,False,0.91,77.35000000000001
2020-06-02,87,91.0,,0.91,79.17
2020-06-03,90,91.0,,0.91,81.9
2020-06-04,100,91.0,,0.91,91.0
2020-06-05,80,91.0,,0.91,72.8
2020-06-06,56,91.0,,0.91,50.96
2020-06-07,60,91.0,,0.91,54.6
2020-06-08,83,91.0,,0.91,75.53
2020-06-09,78,91.0,,0.91,70.98
2020-06-10,79,91.0,,0.91,71.89
2020-06-11,77,91.0,,0.91,70.07000000000001
2020-06-12,73,91.0,,0.91,66.43
2020-06-13,54,91.0,,0.91,49.14
2020-06-14,48,91.0,,0.91,43.68
2020-06-15,73,91.0,,0.91,66.43
2020-06-16,79,91.0,,0.91,71.89
2020-06-17,81,91.0,,0.91,73.71000000000001
2020-06-18,77,91.0,,0.91,70.07000000000001
2020-06-19,75,91.0,,0.91,68.25
2020-06-20,69,91.0,,0.91,62.79
2020-06-21,51,91.0,,0.91,46.410000000000004
2020-06-22,81,91.0,,0.91,73.71000000000001
2020-06-23,79,91.0,,0.91,71.89
2020-06-24,79,91.0,,0.91,71.89
2020-06-25,73,91.0,,0.91,66.43
2020-06-26,76,91.0,,0.91,69.16
2020-06-27,50,91.0,,0.91,45.5
2020-06-28,56,91.0,,0.91,50.96
2020-06-29,78,91.0,,0.91,70.98
2020-06-30,74,91.0,,0.91,67.34
2020-07-01,49,94.0,False,0.94,46.059999999999995
2020-07-02,51,94.0,,0.94,47.94
2020-07-03,41,94.0,,0.94,38.54
2020-07-04,32,94.0,,0.94,30.08
2020-07-05,34,94.0,,0.94,31.959999999999997
2020-07-06,53,94.0,,0.94,49.82
2020-07-07,52,94.0,,0.94,48.879999999999995
2020-07-08,54,94.0,,0.94,50.76
2020-07-09,53,94.0,,0.94,49.82
2020-07-10,48,94.0,,0.94,45.12
2020-07-11,37,94.0,,0.94,34.78
2020-07-12,36,94.0,,0.94,33.839999999999996
2020-07-13,51,94.0,,0.94,47.94
2020-07-14,52,94.0,,0.94,48.879999999999995
2020-07-15,58,94.0,,0.94,54.519999999999996
2020-07-16,52,94.0,,0.94,48.879999999999995
2020-07-17,51,94.0,,0.94,47.94
2020-07-18,37,94.0,,0.94,34.78
2020-07-19,36,94.0,,0.94,33.839999999999996
2020-07-20,50,94.0,,0.94,47.0
2020-07-21,57,94.0,,0.94,53.58
2020-07-22,54,94.0,,0.94,50.76
2020-07-23,56,94.0,,0.94,52.64
2020-07-24,52,94.0,,0.94,48.879999999999995
2020-07-25,40,94.0,,0.94,37.599999999999994
2020-07-26,39,94.0,,0.94,36.66
2020-07-27,55,94.0,,0.94,51.699999999999996
2020-07-28,100,94.0,,0.94,94.0
2020-07-29,81,94.0,,0.94,76.14
2020-07-30,58,94.0,,0.94,54.519999999999996
2020-07-31,54,94.0,,0.94,50.76
2020-08-01,41,96.0,False,0.96,39.36
2020-08-02,39,96.0,,0.96,37.44
2020-08-03,56,96.0,,0.96,53.76
2020-08-04,59,96.0,,0.96,56.64
2020-08-05,59,96.0,,0.96,56.64
2020-08-06,100,96.0,,0.96,96.0
2020-08-07,66,96.0,,0.96,63.36
2020-08-08,45,96.0,,0.96,43.199999999999996
2020-08-09,41,96.0,,0.96,39.36
2020-08-10,65,96.0,,0.96,62.4
2020-08-11,60,96.0,,0.96,57.599999999999994
2020-08-12,68,96.0,,0.96,65.28
2020-08-13,64,96.0,,0.96,61.44
2020-08-14,61,96.0,,0.96,58.559999999999995
2020-08-15,43,96.0,,0.96,41.28
2020-08-16,40,96.0,,0.96,38.4
2020-08-17,56,96.0,,0.96,53.76
2020-08-18,59,96.0,,0.96,56.64
2020-08-19,65,96.0,,0.96,62.4
2020-08-20,58,96.0,,0.96,55.68
2020-08-21,50,96.0,,0.96,48.0
2020-08-22,40,96.0,,0.96,38.4
2020-08-23,40,96.0,,0.96,38.4
2020-08-24,56,96.0,,0.96,53.76
2020-08-25,61,96.0,,0.96,58.559999999999995
2020-08-26,68,96.0,,0.96,65.28
2020-08-27,66,96.0,,0.96,63.36
2020-08-28,56,96.0,,0.96,53.76
2020-08-29,43,96.0,,0.96,41.28
2020-08-30,42,96.0,,0.96,40.32
2020-08-31,59,96.0,,0.96,56.64
2020-09-01,61,98.0,False,0.98,59.78
2020-09-02,61,98.0,,0.98,59.78
2020-09-03,62,98.0,,0.98,60.76
2020-09-04,58,98.0,,0.98,56.839999999999996
2020-09-05,44,98.0,,0.98,43.12
2020-09-06,38,98.0,,0.98,37.24
2020-09-07,47,98.0,,0.98,46.06
2020-09-08,63,98.0,,0.98,61.74
2020-09-09,66,98.0,,0.98,64.67999999999999
2020-09-10,60,98.0,,0.98,58.8
2020-09-11,62,98.0,,0.98,60.76
2020-09-12,47,98.0,,0.98,46.06
2020-09-13,43,98.0,,0.98,42.14
2020-09-14,64,98.0,,0.98,62.72
2020-09-15,63,98.0,,0.98,61.74
2020-09-16,64,98.0,,0.98,62.72
2020-09-17,70,98.0,,0.98,68.6
2020-09-18,65,98.0,,0.98,63.699999999999996
2020-09-19,47,98.0,,0.98,46.06
2020-09-20,41,98.0,,0.98,40.18
2020-09-21,65,98.0,,0.98,63.699999999999996
2020-09-22,62,98.0,,0.98,60.76
2020-09-23,83,98.0,,0.98,81.34
2020-09-24,100,98.0,,0.98,98.0
2020-09-25,74,98.0,,0.98,72.52
2020-09-26,59,98.0,,0.98,57.82
2020-09-27,54,98.0,,0.98,52.92
2020-09-28,63,98.0,,0.98,61.74
2020-09-29,67,98.0,,0.98,65.66
2020-09-30,61,98.0,,0.98,59.78
2020-10-01,91,94.0,False,0.94,85.53999999999999
2020-10-02,84,94.0,,0.94,78.96
2020-10-03,81,94.0,,0.94,76.14
2020-10-04,74,94.0,,0.94,69.56
2020-10-05,99,94.0,,0.94,93.05999999999999
2020-10-06,92,94.0,,0.94,86.47999999999999
2020-10-07,98,94.0,,0.94,92.11999999999999
2020-10-08,99,94.0,,0.94,93.05999999999999
2020-10-09,93,94.0,,0.94,87.42
2020-10-10,78,94.0,,0.94,73.32
2020-10-11,72,94.0,,0.94,67.67999999999999
2020-10-12,99,94.0,,0.94,93.05999999999999
2020-10-13,86,94.0,,0.94,80.83999999999999
2020-10-14,97,94.0,,0.94,91.17999999999999
2020-10-15,92,94.0,,0.94,86.47999999999999
2020-10-16,93,94.0,,0.94,87.42
2020-10-17,73,94.0,,0.94,68.61999999999999
2020-10-18,74,94.0,,0.94,69.56
2020-10-19,100,94.0,,0.94,94.0
2020-10-20,96,94.0,,0.94,90.24
2020-10-21,100,94.0,,0.94,94.0
2020-10-22,93,94.0,,0.94,87.42
2020-10-23,90,94.0,,0.94,84.6
2020-10-24,68,94.0,,0.94,63.919999999999995
2020-10-25,63,94.0,,0.94,59.22
2020-10-26,92,94.0,,0.94,86.47999999999999
2020-10-27,96,94.0,,0.94,90.24
2020-10-28,93,94.0,,0.94,87.42
2020-10-29,89,94.0,,0.94,83.66
2020-10-30,87,94.0,,0.94,81.78
2020-10-31,67,94.0,,0.94,62.98
2020-11-01,51,86.0,False,0.86,43.86
2020-11-02,73,86.0,,0.86,62.78
2020-11-03,68,86.0,,0.86,58.48
2020-11-04,50,86.0,,0.86,43.0
2020-11-05,55,86.0,,0.86,47.3
2020-11-06,65,86.0,,0.86,55.9
2020-11-07,56,86.0,,0.86,48.16
2020-11-08,56,86.0,,0.86,48.16
2020-11-09,76,86.0,,0.86,65.36
2020-11-10,100,86.0,,0.86,86.0
2020-11-11,71,86.0,,0.86,61.06
2020-11-12,75,86.0,,0.86,64.5
2020-11-13,66,86.0,,0.86,56.76
2020-11-14,52,86.0,,0.86,44.72
2020-11-15,49,86.0,,0.86,42.14
2020-11-16,69,86.0,,0.86,59.339999999999996
2020-11-17,67,86.0,,0.86,57.62
2020-11-18,71,86.0,,0.86,61.06
2020-11-19,66,86.0,,0.86,56.76
2020-11-20,66,86.0,,0.86,56.76
2020-11-21,49,86.0,,0.86,42.14
2020-11-22,47,86.0,,0.86,40.42
2020-11-23,71,86.0,,0.86,61.06
2020-11-24,69,86.0,,0.86,59.339999999999996
2020-11-25,66,86.0,,0.86,56.76
2020-11-26,47,86.0,,0.86,40.42
2020-11-27,55,86.0,,0.86,47.3
2020-11-28,54,86.0,,0.86,46.44
2020-11-29,49,86.0,,0.86,42.14
2020-11-30,72,86.0,,0.86,61.92
2020-12-01,70,95.0,False,0.95,66.5
2020-12-02,75,95.0,,0.95,71.25
2020-12-03,67,95.0,,0.95,63.65
2020-12-04,62,95.0,,0.95,58.9
2020-12-05,49,95.0,,0.95,46.55
2020-12-06,46,95.0,,0.95,43.699999999999996
2020-12-07,67,95.0,,0.95,63.65
2020-12-08,77,95.0,,0.95,73.14999999999999
2020-12-09,100,95.0,,0.95,95.0
2020-12-10,100,95.0,,0.95,95.0
2020-12-11,87,95.0,,0.95,82.64999999999999
2020-12-12,70,95.0,,0.95,66.5
2020-12-13,52,95.0,,0.95,49.4
2020-12-14,80,95.0,,0.95,76.0
2020-12-15,91,95.0,,0.95,86.45
2020-12-16,73,95.0,,0.95,69.35
2020-12-17,67,95.0,,0.95,63.65
2020-12-18,65,95.0,,0.95,61.75
2020-12-19,50,95.0,,0.95,47.5
2020-12-20,48,95.0,,0.95,45.599999999999994
2020-12-21,65,95.0,,0.95,61.75
2020-12-22,68,95.0,,0.95,64.6
2020-12-23,63,95.0,,0.95,59.849999999999994
2020-12-24,53,95.0,,0.95,50.349999999999994
2020-12-25,38,95.0,,0.95,36.1
2020-12-26,47,95.0,,0.95,44.65
2020-12-27,47,95.0,,0.95,44.65
2020-12-28,57,95.0,,0.95,54.15
2020-12-29,59,95.0,,0.95,56.05
2020-12-30,60,95.0,,0.95,57.0
2020-12-31,56,95.0,,0.95,53.199999999999996
2021-01-01,46,95.0,False,0.95,43.699999999999996
2021-01-02,47,95.0,,0.95,44.65
2021-01-03,49,95.0,,0.95,46.55
2021-01-04,64,95.0,,0.95,60.8
2021-01-05,67,95.0,,0.95,63.65
2021-01-06,70,95.0,,0.95,66.5
2021-01-07,66,95.0,,0.95,62.699999999999996
2021-01-08,66,95.0,,0.95,62.699999999999996
2021-01-09,50,95.0,,0.95,47.5
2021-01-10,50,95.0,,0.95,47.5
2021-01-11,66,95.0,,0.95,62.699999999999996
2021-01-12,69,95.0,,0.95,65.55
2021-01-13,62,95.0,,0.95,58.9
2021-01-14,65,95.0,,0.95,61.75
2021-01-15,67,95.0,,0.95,63.65
2021-01-16,48,95.0,,0.95,45.599999999999994
2021-01-17,48,95.0,,0.95,45.599999999999994
2021-01-18,59,95.0,,0.95,56.05
2021-01-19,67,95.0,,0.95,63.65
2021-01-20,67,95.0,,0.95,63.65
2021-01-21,66,95.0,,0.95,62.699999999999996
2021-01-22,64,95.0,,0.95,60.8
2021-01-23,59,95.0,,0.95,56.05
2021-01-24,52,95.0,,0.95,49.4
2021-01-25,64,95.0,,0.95,60.8
2021-01-26,63,95.0,,0.95,59.849999999999994
2021-01-27,72,95.0,,0.95,68.39999999999999
2021-01-28,100,95.0,,0.95,95.0
2021-01-29,85,95.0,,0.95,80.75
2021-01-30,62,95.0,,0.95,58.9
2021-01-31,54,95.0,,0.95,51.3
2021-02-01,100,100.0,False,1.0,100.0
2021-02-02,84,100.0,,1.0,84.0
2021-02-03,71,100.0,,1.0,71.0
2021-02-04,66,100.0,,1.0,66.0
2021-02-05,67,100.0,,1.0,67.0
2021-02-06,51,100.0,,1.0,51.0
2021-02-07,47,100.0,,1.0,47.0
2021-02-08,65,100.0,,1.0,65.0
2021-02-09,63,100.0,,1.0,63.0
2021-02-10,64,100.0,,1.0,64.0
2021-02-11,55,100.0,,1.0,55.0
2021-02-12,58,100.0,,1.0,58.0
2021-02-13,46,100.0,,1.0,46.0
2021-02-14,44,100.0,,1.0,44.0
2021-02-15,52,100.0,,1.0,52.0
2021-02-16,62,100.0,,1.0,62.0
2021-02-17,67,100.0,,1.0,67.0
2021-02-18,61,100.0,,1.0,61.0
2021-02-19,62,100.0,,1.0,62.0
2021-02-20,42,100.0,,1.0,42.0
2021-02-21,42,100.0,,1.0,42.0
2021-02-22,65,100.0,,1.0,65.0
2021-02-23,70,100.0,,1.0,70.0
2021-02-24,69,100.0,,1.0,69.0
2021-02-25,75,100.0,,1.0,75.0
2021-02-26,67,100.0,,1.0,67.0
2021-02-27,54,100.0,,1.0,54.0
2021-02-28,47,100.0,,1.0,47.0
2021-03-01,84,93.0,False,0.93,78.12
2021-03-02,91,93.0,,0.93,84.63000000000001
2021-03-03,98,93.0,,0.93,91.14
2021-03-04,93,93.0,,0.93,86.49000000000001
2021-03-05,91,93.0,,0.93,84.63000000000001
2021-03-06,78,93.0,,0.93,72.54
2021-03-07,55,93.0,,0.93,51.150000000000006
2021-03-08,93,93.0,,0.93,86.49000000000001
2021-03-09,100,93.0,,0.93,93.0
2021-03-10,95,93.0,,0.93,88.35000000000001
2021-03-11,90,93.0,,0.93,83.7
2021-03-12,87,93.0,,0.93,80.91000000000001
2021-03-13,65,93.0,,0.93,60.45
2021-03-14,58,93.0,,0.93,53.940000000000005
2021-03-15,83,93.0,,0.93,77.19
2021-03-16,82,93.0,,0.93,76.26
2021-03-17,87,93.0,,0.93,80.91000000000001
2021-03-18,90,93.0,,0.93,83.7
2021-03-19,84,93.0,,0.93,78.12
2021-03-20,67,93.0,,0.93,62.31
2021-03-21,66,93.0,,0.93,61.38
2021-03-22,93,93.0,,0.93,86.49000000000001
2021-03-23,96,93.0,,0.93,89.28
2021-03-24,97,93.0,,0.93,90.21000000000001
2021-03-25,90,93.0,,0.93,83.7
2021-03-26,88,93.0,,0.93,81.84
2021-03-27,70,93.0,,0.93,65.10000000000001
2021-03-28,65,93.0,,0.93,60.45
2021-03-29,91,93.0,,0.93,84.63000000000001
2021-03-30,88,93.0,,0.93,81.84
2021-03-31,87,93.0,,0.93,80.91000000000001
2021-04-01,93,99.0,False,0.99,92.07
2021-04-02,81,99.0,,0.99,80.19
2021-04-03,67,99.0,,0.99,66.33
2021-04-04,62,99.0,,0.99,61.38
2021-04-05,90,99.0,,0.99,89.1
2021-04-06,99,99.0,,0.99,98.01
2021-04-07,93,99.0,,0.99,92.07
2021-04-08,91,99.0,,0.99,90.09
2021-04-09,87,99.0,,0.99,86.13
2021-04-10,64,99.0,,0.99,63.36
2021-04-11,63,99.0,,0.99,62.37
2021-04-12,90,99.0,,0.99,89.1
2021-04-13,90,99.0,,0.99,89.1
2021-04-14,88,99.0,,0.99,87.12
2021-04-15,96,99.0,,0.99,95.03999999999999
2021-04-16,87,99.0,,0.99,86.13
2021-04-17,70,99.0,,0.99,69.3
2021-04-18,67,99.0,,0.99,66.33
2021-04-19,91,99.0,,0.99,90.09
2021-04-20,96,99.0,,0.99,95.03999999999999
2021-04-21,97,99.0,,0.99,96.03
2021-04-22,100,99.0,,0.99,99.0
2021-04-23,100,99.0,,0.99,99.0
2021-04-24,78,99.0,,0.99,77.22
2021-04-25,62,99.0,,0.99,61.38
2021-04-26,96,99.0,,0.99,95.03999999999999
2021-04-27,93,99.0,,0.99,92.07
2021-04-28,100,99.0,,0.99,99.0
2021-04-29,95,99.0,,0.99,94.05
2021-04-30,94,99.0,,0.99,93.06
2021-05-01,74,88.0,False,0.88,65.12
2021-05-02,56,88.0,,0.88,49.28
