date,BK_unscaled,BK_monthly,isPartial,scale,BK
2021-04-29,74,89.0,,0.89,65.86
2021-04-30,75,89.0,,0.89,66.75
2021-05-01,83,89.0,False,0.89,73.87
2021-05-02,81,89.0,,0.89,72.09
2021-05-03,71,89.0,,0.89,63.19
2021-05-04,82,89.0,,0.89,72.98
2021-05-05,83,89.0,,0.89,73.87
2021-05-06,83,89.0,,0.89,73.87
2021-05-07,80,89.0,,0.89,71.2
2021-05-08,92,89.0,,0.89,81.88
2021-05-09,80,89.0,,0.89,71.2
2021-05-10,73,89.0,,0.89,64.97
2021-05-11,75,89.0,,0.89,66.75
2021-05-12,69,89.0,,0.89,61.410000000000004
2021-05-13,84,89.0,,0.89,74.76
2021-05-14,89,89.0,,0.89,79.21000000000001
2021-05-15,75,89.0,,0.89,66.75
2021-05-16,84,89.0,,0.89,74.76
2021-05-17,80,89.0,,0.89,71.2
2021-05-18,75,89.0,,0.89,66.75
2021-05-19,89,89.0,,0.89,79.21000000000001
2021-05-20,89,89.0,,0.89,79.21000000000001
2021-05-21,100,89.0,,0.89,89.0
2021-05-22,93,89.0,,0.89,82.77
2021-05-23,90,89.0,,0.89,80.1
2021-05-24,75,89.0,,0.89,66.75
2021-05-25,90,89.0,,0.89,80.1
2021-05-26,81,89.0,,0.89,72.09
2021-05-27,93,89.0,,0.89,82.77
2021-05-28,79,89.0,,0.89,70.31
2021-05-29,77,89.0,,0.89,68.53
2021-05-30,82,89.0,,0.89,72.98
2021-05-31,81,89.0,,0.89,72.09
2021-06-01,71,93.0,False,0.93,66.03
2021-06-02,72,93.0,,0.93,66.96000000000001
2021-06-03,83,93.0,,0.93,77.19
2021-06-04,89,93.0,,0.93,82.77000000000001
2021-06-05,87,93.0,,0.93,80.91000000000001
2021-06-06,93,93.0,,0.93,86.49000000000001
2021-06-07,75,93.0,,0.93,69.75
2021-06-08,91,93.0,,0.93,84.63000000000001
2021-06-09,99,93.0,,0.93,92.07000000000001
2021-06-10,94,93.0,,0.93,87.42
2021-06-11,95,93.0,,0.93,88.35000000000001
2021-06-12,86,93.0,,0.93,79.98
2021-06-13,83,93.0,,0.93,77.19
2021-06-14,76,93.0,,0.93,70.68
2021-06-15,85,93.0,,0.93,79.05
2021-06-16,100,93.0,,0.93,93.0
2021-06-17,92,93.0,,0.93,85.56
2021-06-18,93,93.0,,0.93,86.49000000000001
2021-06-19,80,93.0,,0.93,74.4
2021-06-20,84,93.0,,0.93,78.12
2021-06-21,76,93.0,,0.93,70.68
2021-06-22,91,93.0,,0.93,84.63000000000001
2021-06-23,74,93.0,,0.93,68.82000000000001
2021-06-24,88,93.0,,0.93,81.84
2021-06-25,80,93.0,,0.93,74.4
2021-06-26,82,93.0,,0.93,76.26
2021-06-27,86,93.0,,0.93,79.98
2021-06-28,69,93.0,,0.93,64.17
2021-06-29,85,93.0,,0.93,79.05
2021-06-30,84,93.0,,0.93,78.12
2021-07-01,96,89.0,False,0.89,85.44
2021-07-02,82,89.0,,0.89,72.98
2021-07-03,82,89.0,,0.89,72.98
2021-07-04,76,89.0,,0.89,67.64
2021-07-05,88,89.0,,0.89,78.32000000000001
2021-07-06,98,89.0,,0.89,87.22
2021-07-07,91,89.0,,0.89,80.99
2021-07-08,92,89.0,,0.89,81.88
2021-07-09,99,89.0,,0.89,88.11
2021-07-10,92,89.0,,0.89,81.88
2021-07-11,79,89.0,,0.89,70.31
2021-07-12,94,89.0,,0.89,83.66
2021-07-13,100,89.0,,0.89,89.0
2021-07-14,81,89.0,,0.89,72.09
2021-07-15,91,89.0,,0.89,80.99
2021-07-16,83,89.0,,0.89,73.87
2021-07-17,85,89.0,,0.89,75.65
2021-07-18,84,89.0,,0.89,74.76
2021-07-19,81,89.0,,0.89,72.09
2021-07-20,88,89.0,,0.89,78.32000000000001
2021-07-21,86,89.0,,0.89,76.54
2021-07-22,95,89.0,,0.89,84.55
2021-07-23,93,89.0,,0.89,82.77
2021-07-24,90,89.0,,0.89,80.1
2021-07-25,72,89.0,,0.89,64.08
2021-07-26,81,89.0,,0.89,72.09
2021-07-27,77,89.0,,0.89,68.53
2021-07-28,79,89.0,,0.89,70.31
2021-07-29,87,89.0,,0.89,77.43
2021-07-30,90,89.0,,0.89,80.1
2021-07-31,83,89.0,,0.89,73.87
2021-08-01,84,87.0,False,0.87,73.08
2021-08-02,87,87.0,,0.87,75.69
2021-08-03,77,87.0,,0.87,66.99
2021-08-04,84,87.0,,0.87,73.08
2021-08-05,88,87.0,,0.87,76.56
2021-08-06,97,87.0,,0.87,84.39
2021-08-07,89,87.0,,0.87,77.42999999999999
2021-08-08,91,87.0,,0.87,79.17
2021-08-09,86,87.0,,0.87,74.82
2021-08-10,90,87.0,,0.87,78.3
2021-08-11,85,87.0,,0.87,73.95
2021-08-12,86,87.0,,0.87,74.82
2021-08-13,80,87.0,,0.87,69.6
2021-08-14,83,87.0,,0.87,72.21
2021-08-15,88,87.0,,0.87,76.56
2021-08-16,70,87.0,,0.87,60.9
2021-08-17,87,87.0,,0.87,75.69
2021-08-18,81,87.0,,0.87,70.47
2021-08-19,99,87.0,,0.87,86.13
2021-08-20,79,87.0,,0.87,68.73
2021-08-21,81,87.0,,0.87,70.47
2021-08-22,66,87.0,,0.87,57.42
2021-08-23,89,87.0,,0.87,77.42999999999999
2021-08-24,97,87.0,,0.87,84.39
2021-08-25,88,87.0,,0.87,76.56
2021-08-26,99,87.0,,0.87,86.13
2021-08-27,100,87.0,,0.87,87.0
2021-08-28,94,87.0,,0.87,81.78
2021-08-29,83,87.0,,0.87,72.21
2021-08-30,76,87.0,,0.87,66.12
2021-08-31,88,87.0,,0.87,76.56
2021-09-01,80,77.0,False,0.77,61.6
2021-09-02,94,77.0,,0.77,72.38
2021-09-03,82,77.0,,0.77,63.14
2021-09-04,80,77.0,,0.77,61.6
2021-09-05,82,77.0,,0.77,63.14
2021-09-06,86,77.0,,0.77,66.22
2021-09-07,76,77.0,,0.77,58.52
2021-09-08,88,77.0,,0.77,67.76
2021-09-09,88,77.0,,0.77,67.76
2021-09-10,84,77.0,,0.77,64.68
2021-09-11,90,77.0,,0.77,69.3
2021-09-12,71,77.0,,0.77,54.67
2021-09-13,80,77.0,,0.77,61.6
2021-09-14,81,77.0,,0.77,62.370000000000005
2021-09-15,79,77.0,,0.77,60.83
2021-09-16,77,77.0,,0.77,59.29
2021-09-17,90,77.0,,0.77,69.3
2021-09-18,80,77.0,,0.77,61.6
2021-09-19,89,77.0,,0.77,68.53
2021-09-20,84,77.0,,0.77,64.68
2021-09-21,91,77.0,,0.77,70.07000000000001
2021-09-22,82,77.0,,0.77,63.14
2021-09-23,98,77.0,,0.77,75.46000000000001
2021-09-24,91,77.0,,0.77,70.07000000000001
2021-09-25,85,77.0,,0.77,65.45
2021-09-26,93,77.0,,0.77,71.61
2021-09-27,80,77.0,,0.77,61.6
2021-09-28,93,77.0,,0.77,71.61
2021-09-29,85,77.0,,0.77,65.45
2021-09-30,100,77.0,,0.77,77.0
2021-10-01,93,84.0,False,0.84,78.11999999999999
2021-10-02,95,84.0,,0.84,79.8
2021-10-03,71,84.0,,0.84,59.64
2021-10-04,77,84.0,,0.84,64.67999999999999
2021-10-05,93,84.0,,0.84,78.11999999999999
2021-10-06,77,84.0,,0.84,64.67999999999999
2021-10-07,85,84.0,,0.84,71.39999999999999
2021-10-08,92,84.0,,0.84,77.28
2021-10-09,84,84.0,,0.84,70.56
2021-10-10,80,84.0,,0.84,67.2
2021-10-11,81,84.0,,0.84,68.03999999999999
2021-10-12,92,84.0,,0.84,77.28
2021-10-13,88,84.0,,0.84,73.92
2021-10-14,86,84.0,,0.84,72.24
2021-10-15,92,84.0,,0.84,77.28
2021-10-16,92,84.0,,0.84,77.28
2021-10-17,80,84.0,,0.84,67.2
2021-10-18,90,84.0,,0.84,75.6
2021-10-19,83,84.0,,0.84,69.72
2021-10-20,87,84.0,,0.84,73.08
2021-10-21,93,84.0,,0.84,78.11999999999999
2021-10-22,92,84.0,,0.84,77.28
2021-10-23,82,84.0,,0.84,68.88
2021-10-24,74,84.0,,0.84,62.16
2021-10-25,92,84.0,,0.84,77.28
2021-10-26,96,84.0,,0.84,80.64
2021-10-27,83,84.0,,0.84,69.72
2021-10-28,87,84.0,,0.84,73.08
2021-10-29,80,84.0,,0.84,67.2
2021-10-30,89,84.0,,0.84,74.75999999999999
2021-10-31,100,84.0,,0.84,84.0
2021-11-01,88,84.0,False,0.84,73.92
2021-11-02,100,84.0,,0.84,84.0
2021-11-03,91,84.0,,0.84,76.44
2021-11-04,83,84.0,,0.84,69.72
2021-11-05,91,84.0,,0.84,76.44
2021-11-06,89,84.0,,0.84,74.75999999999999
2021-11-07,76,84.0,,0.84,63.839999999999996
2021-11-08,86,84.0,,0.84,72.24
2021-11-09,62,84.0,,0.84,52.08
2021-11-10,84,84.0,,0.84,70.56
2021-11-11,85,84.0,,0.84,71.39999999999999
2021-11-12,89,84.0,,0.84,74.75999999999999
2021-11-13,80,84.0,,0.84,67.2
2021-11-14,85,84.0,,0.84,71.39999999999999
2021-11-15,78,84.0,,0.84,65.52
2021-11-16,83,84.0,,0.84,69.72
2021-11-17,89,84.0,,0.84,74.75999999999999
2021-11-18,84,84.0,,0.84,70.56
2021-11-19,83,84.0,,0.84,69.72
2021-11-20,86,84.0,,0.84,72.24
2021-11-21,66,84.0,,0.84,55.44
2021-11-22,78,84.0,,0.84,65.52
2021-11-23,90,84.0,,0.84,75.6
2021-11-24,77,84.0,,0.84,64.67999999999999
2021-11-25,46,84.0,,0.84,38.64
2021-11-26,66,84.0,,0.84,55.44
2021-11-27,66,84.0,,0.84,55.44
2021-11-28,73,84.0,,0.84,61.32
2021-11-29,74,84.0,,0.84,62.16
2021-11-30,78,84.0,,0.84,65.52
2021-12-01,60,76.0,False,0.76,45.6
2021-12-02,72,76.0,,0.76,54.72
2021-12-03,100,76.0,,0.76,76.0
2021-12-04,97,76.0,,0.76,73.72
2021-12-05,82,76.0,,0.76,62.32
2021-12-06,63,76.0,,0.76,47.88
2021-12-07,62,76.0,,0.76,47.12
2021-12-08,74,76.0,,0.76,56.24
2021-12-09,68,76.0,,0.76,51.68
2021-12-10,63,76.0,,0.76,47.88
2021-12-11,62,76.0,,0.76,47.12
2021-12-12,70,76.0,,0.76,53.2
2021-12-13,67,76.0,,0.76,50.92
2021-12-14,62,76.0,,0.76,47.12
2021-12-15,64,76.0,,0.76,48.64
2021-12-16,80,76.0,,0.76,60.8
2021-12-17,68,76.0,,0.76,51.68
2021-12-18,66,76.0,,0.76,50.160000000000004
2021-12-19,60,76.0,,0.76,45.6
2021-12-20,64,76.0,,0.76,48.64
2021-12-21,66,76.0,,0.76,50.160000000000004
2021-12-22,61,76.0,,0.76,46.36
2021-12-23,71,76.0,,0.76,53.96
2021-12-24,65,76.0,,0.76,49.4
2021-12-25,60,76.0,,0.76,45.6
2021-12-26,49,76.0,,0.76,37.24
2021-12-27,61,76.0,,0.76,46.36
2021-12-28,65,76.0,,0.76,49.4
2021-12-29,68,76.0,,0.76,51.68
2021-12-30,53,76.0,,0.76,40.28
2021-12-31,59,76.0,,0.76,44.84
