date,OPEN_unscaled,OPEN_monthly,isPartial,scale,OPEN
2016-08-08,69,36.0,,0.36,24.84
2016-08-09,65,36.0,,0.36,23.4
2016-08-10,65,36.0,,0.36,23.4
2016-08-11,65,36.0,,0.36,23.4
2016-08-12,65,36.0,,0.36,23.4
2016-08-13,76,36.0,,0.36,27.36
2016-08-14,87,36.0,,0.36,31.32
2016-08-15,71,36.0,,0.36,25.56
2016-08-16,67,36.0,,0.36,24.119999999999997
2016-08-17,65,36.0,,0.36,23.4
2016-08-18,66,36.0,,0.36,23.759999999999998
2016-08-19,68,36.0,,0.36,24.48
2016-08-20,77,36.0,,0.36,27.72
2016-08-21,86,36.0,,0.36,30.959999999999997
2016-08-22,69,36.0,,0.36,24.84
2016-08-23,66,36.0,,0.36,23.759999999999998
2016-08-24,68,36.0,,0.36,24.48
2016-08-25,75,36.0,,0.36,27.0
2016-08-26,77,36.0,,0.36,27.72
2016-08-27,89,36.0,,0.36,32.04
2016-08-28,96,36.0,,0.36,34.56
2016-08-29,90,36.0,,0.36,32.4
2016-08-30,100,36.0,,0.36,36.0
2016-08-31,99,36.0,,0.36,35.64
2016-09-01,47,43.0,False,0.43,20.21
2016-09-02,49,43.0,,0.43,21.07
2016-09-03,57,43.0,,0.43,24.509999999999998
2016-09-04,78,43.0,,0.43,33.54
2016-09-05,100,43.0,,0.43,43.0
2016-09-06,51,43.0,,0.43,21.93
2016-09-07,51,43.0,,0.43,21.93
2016-09-08,54,43.0,,0.43,23.22
2016-09-09,55,43.0,,0.43,23.65
2016-09-10,64,43.0,,0.43,27.52
2016-09-11,63,43.0,,0.43,27.09
2016-09-12,43,43.0,,0.43,18.49
2016-09-13,31,43.0,,0.43,13.33
2016-09-14,32,43.0,,0.43,13.76
2016-09-15,29,43.0,,0.43,12.47
2016-09-16,32,43.0,,0.43,13.76
2016-09-17,38,43.0,,0.43,16.34
2016-09-18,39,43.0,,0.43,16.77
2016-09-19,31,43.0,,0.43,13.33
2016-09-20,30,43.0,,0.43,12.9
2016-09-21,29,43.0,,0.43,12.47
2016-09-22,31,43.0,,0.43,13.33
2016-09-23,31,43.0,,0.43,13.33
2016-09-24,38,43.0,,0.43,16.34
2016-09-25,40,43.0,,0.43,17.2
2016-09-26,31,43.0,,0.43,13.33
2016-09-27,28,43.0,,0.43,12.04
2016-09-28,30,43.0,,0.43,12.9
2016-09-29,30,43.0,,0.43,12.9
2016-09-30,32,43.0,,0.43,13.76
2016-10-01,70,36.0,False,0.36,25.2
2016-10-02,74,36.0,,0.36,26.64
2016-10-03,59,36.0,,0.36,21.24
2016-10-04,56,36.0,,0.36,20.16
2016-10-05,57,36.0,,0.36,20.52
2016-10-06,64,36.0,,0.36,23.04
2016-10-07,77,36.0,,0.36,27.72
2016-10-08,82,36.0,,0.36,29.52
2016-10-09,91,36.0,,0.36,32.76
2016-10-10,100,36.0,,0.36,36.0
2016-10-11,59,36.0,,0.36,21.24
2016-10-12,58,36.0,,0.36,20.88
2016-10-13,58,36.0,,0.36,20.88
2016-10-14,61,36.0,,0.36,21.96
2016-10-15,76,36.0,,0.36,27.36
2016-10-16,77,36.0,,0.36,27.72
2016-10-17,59,36.0,,0.36,21.24
2016-10-18,54,36.0,,0.36,19.439999999999998
2016-10-19,53,36.0,,0.36,19.08
2016-10-20,57,36.0,,0.36,20.52
2016-10-21,56,36.0,,0.36,20.16
2016-10-22,69,36.0,,0.36,24.84
2016-10-23,76,36.0,,0.36,27.36
2016-10-24,57,36.0,,0.36,20.52
2016-10-25,56,36.0,,0.36,20.16
2016-10-26,54,36.0,,0.36,19.439999999999998
2016-10-27,56,36.0,,0.36,20.16
2016-10-28,59,36.0,,0.36,21.24
2016-10-29,69,36.0,,0.36,24.84
2016-10-30,77,36.0,,0.36,27.72
2016-10-31,57,36.0,,0.36,20.52
2016-11-01,19,45.0,False,0.45,8.55
2016-11-02,19,45.0,,0.45,8.55
2016-11-03,18,45.0,,0.45,8.1
2016-11-04,20,45.0,,0.45,9.0
2016-11-05,23,45.0,,0.45,10.35
2016-11-06,26,45.0,,0.45,11.700000000000001
2016-11-07,28,45.0,,0.45,12.6
2016-11-08,36,45.0,,0.45,16.2
2016-11-09,15,45.0,,0.45,6.75
2016-11-10,21,45.0,,0.45,9.450000000000001
2016-11-11,32,45.0,,0.45,14.4
2016-11-12,23,45.0,,0.45,10.35
2016-11-13,25,45.0,,0.45,11.25
2016-11-14,18,45.0,,0.45,8.1
2016-11-15,18,45.0,,0.45,8.1
2016-11-16,18,45.0,,0.45,8.1
2016-11-17,19,45.0,,0.45,8.55
2016-11-18,20,45.0,,0.45,9.0
2016-11-19,23,45.0,,0.45,10.35
2016-11-20,25,45.0,,0.45,11.25
2016-11-21,21,45.0,,0.45,9.450000000000001
2016-11-22,22,45.0,,0.45,9.9
2016-11-23,29,45.0,,0.45,13.05
2016-11-24,100,45.0,,0.45,45.0
2016-11-25,46,45.0,,0.45,20.7
2016-11-26,22,45.0,,0.45,9.9
2016-11-27,22,45.0,,0.45,9.9
2016-11-28,18,45.0,,0.45,8.1
2016-11-29,17,45.0,,0.45,7.65
2016-11-30,18,45.0,,0.45,8.1
2016-12-01,9,50.0,False,0.5,4.5
2016-12-02,9,50.0,,0.5,4.5
2016-12-03,11,50.0,,0.5,5.5
2016-12-04,12,50.0,,0.5,6.0
2016-12-05,9,50.0,,0.5,4.5
2016-12-06,9,50.0,,0.5,4.5
2016-12-07,9,50.0,,0.5,4.5
2016-12-08,9,50.0,,0.5,4.5
2016-12-09,9,50.0,,0.5,4.5
2016-12-10,11,50.0,,0.5,5.5
2016-12-11,12,50.0,,0.5,6.0
2016-12-12,10,50.0,,0.5,5.0
2016-12-13,9,50.0,,0.5,4.5
2016-12-14,9,50.0,,0.5,4.5
2016-12-15,10,50.0,,0.5,5.0
2016-12-16,10,50.0,,0.5,5.0
2016-12-17,11,50.0,,0.5,5.5
2016-12-18,12,50.0,,0.5,6.0
2016-12-19,10,50.0,,0.5,5.0
2016-12-20,10,50.0,,0.5,5.0
2016-12-21,10,50.0,,0.5,5.0
2016-12-22,11,50.0,,0.5,5.5
2016-12-23,14,50.0,,0.5,7.0
2016-12-24,27,50.0,,0.5,13.5
2016-12-25,100,50.0,,0.5,50.0
2016-12-26,36,50.0,,0.5,18.0
2016-12-27,11,50.0,,0.5,5.5
2016-12-28,10,50.0,,0.5,5.0
2016-12-29,10,50.0,,0.5,5.0
2016-12-30,11,50.0,,0.5,5.5
2016-12-31,16,50.0,,0.5,8.0
2017-01-01,100,47.0,False,0.47,47.0
2017-01-02,64,47.0,,0.47,30.08
2017-01-03,30,47.0,,0.47,14.1
2017-01-04,29,47.0,,0.47,13.629999999999999
2017-01-05,29,47.0,,0.47,13.629999999999999
2017-01-06,31,47.0,,0.47,14.569999999999999
2017-01-07,38,47.0,,0.47,17.86
2017-01-08,38,47.0,,0.47,17.86
2017-01-09,30,47.0,,0.47,14.1
2017-01-10,29,47.0,,0.47,13.629999999999999
2017-01-11,29,47.0,,0.47,13.629999999999999
2017-01-12,29,47.0,,0.47,13.629999999999999
2017-01-13,33,47.0,,0.47,15.51
2017-01-14,39,47.0,,0.47,18.33
2017-01-15,46,47.0,,0.47,21.619999999999997
2017-01-16,60,47.0,,0.47,28.2
2017-01-17,36,47.0,,0.47,16.919999999999998
2017-01-18,35,47.0,,0.47,16.45
2017-01-19,38,47.0,,0.47,17.86
2017-01-20,37,47.0,,0.47,17.39
2017-01-21,46,47.0,,0.47,21.619999999999997
2017-01-22,53,47.0,,0.47,24.91
2017-01-23,43,47.0,,0.47,20.209999999999997
2017-01-24,44,47.0,,0.47,20.68
2017-01-25,44,47.0,,0.47,20.68
2017-01-26,52,47.0,,0.47,24.439999999999998
2017-01-27,55,47.0,,0.47,25.849999999999998
2017-01-28,60,47.0,,0.47,28.2
2017-01-29,71,47.0,,0.47,33.37
2017-01-30,35,47.0,,0.47,16.45
2017-01-31,31,47.0,,0.47,14.569999999999999
2017-02-01,56,40.0,False,0.4,22.400000000000002
2017-02-02,56,40.0,,0.4,22.400000000000002
2017-02-03,57,40.0,,0.4,22.8
2017-02-04,71,40.0,,0.4,28.400000000000002
2017-02-05,77,40.0,,0.4,30.8
2017-02-06,53,40.0,,0.4,21.200000000000003
2017-02-07,53,40.0,,0.4,21.200000000000003
2017-02-08,54,40.0,,0.4,21.6
2017-02-09,65,40.0,,0.4,26.0
2017-02-10,60,40.0,,0.4,24.0
2017-02-11,70,40.0,,0.4,28.0
2017-02-12,76,40.0,,0.4,30.400000000000002
2017-02-13,56,40.0,,0.4,22.400000000000002
2017-02-14,56,40.0,,0.4,22.400000000000002
2017-02-15,53,40.0,,0.4,21.200000000000003
2017-02-16,55,40.0,,0.4,22.0
2017-02-17,58,40.0,,0.4,23.200000000000003
2017-02-18,74,40.0,,0.4,29.6
2017-02-19,91,40.0,,0.4,36.4
2017-02-20,100,40.0,,0.4,40.0
2017-02-21,55,40.0,,0.4,22.0
2017-02-22,53,40.0,,0.4,21.200000000000003
2017-02-23,57,40.0,,0.4,22.8
2017-02-24,65,40.0,,0.4,26.0
2017-02-25,74,40.0,,0.4,29.6
2017-02-26,78,40.0,,0.4,31.200000000000003
2017-02-27,58,40.0,,0.4,23.200000000000003
2017-02-28,55,40.0,,0.4,22.0
2017-03-01,63,38.0,False,0.38,23.94
2017-03-02,68,38.0,,0.38,25.84
2017-03-03,73,38.0,,0.38,27.740000000000002
2017-03-04,85,38.0,,0.38,32.3
2017-03-05,93,38.0,,0.38,35.34
2017-03-06,69,38.0,,0.38,26.22
2017-03-07,63,38.0,,0.38,23.94
2017-03-08,63,38.0,,0.38,23.94
2017-03-09,62,38.0,,0.38,23.56
2017-03-10,72,38.0,,0.38,27.36
2017-03-11,84,38.0,,0.38,31.92
2017-03-12,90,38.0,,0.38,34.2
2017-03-13,74,38.0,,0.38,28.12
2017-03-14,80,38.0,,0.38,30.4
2017-03-15,73,38.0,,0.38,27.740000000000002
2017-03-16,68,38.0,,0.38,25.84
2017-03-17,72,38.0,,0.38,27.36
2017-03-18,84,38.0,,0.38,31.92
2017-03-19,95,38.0,,0.38,36.1
2017-03-20,70,38.0,,0.38,26.6
2017-03-21,67,38.0,,0.38,25.46
2017-03-22,67,38.0,,0.38,25.46
2017-03-23,67,38.0,,0.38,25.46
2017-03-24,75,38.0,,0.38,28.5
2017-03-25,87,38.0,,0.38,33.06
2017-03-26,100,38.0,,0.38,38.0
2017-03-27,77,38.0,,0.38,29.26
2017-03-28,74,38.0,,0.38,28.12
2017-03-29,74,38.0,,0.38,28.12
2017-03-30,78,38.0,,0.38,29.64
2017-03-31,82,38.0,,0.38,31.16
2017-04-01,38,42.0,False,0.42,15.959999999999999
2017-04-02,43,42.0,,0.42,18.06
2017-04-03,26,42.0,,0.42,10.92
2017-04-04,24,42.0,,0.42,10.08
2017-04-05,24,42.0,,0.42,10.08
2017-04-06,25,42.0,,0.42,10.5
2017-04-07,26,42.0,,0.42,10.92
2017-04-08,33,42.0,,0.42,13.86
2017-04-09,36,42.0,,0.42,15.12
2017-04-10,26,42.0,,0.42,10.92
2017-04-11,26,42.0,,0.42,10.92
2017-04-12,26,42.0,,0.42,10.92
2017-04-13,29,42.0,,0.42,12.18
2017-04-14,40,42.0,,0.42,16.8
2017-04-15,40,42.0,,0.42,16.8
2017-04-16,100,42.0,,0.42,42.0
2017-04-17,34,42.0,,0.42,14.28
2017-04-18,25,42.0,,0.42,10.5
2017-04-19,25,42.0,,0.42,10.5
2017-04-20,24,42.0,,0.42,10.08
2017-04-21,26,42.0,,0.42,10.92
2017-04-22,32,42.0,,0.42,13.44
2017-04-23,35,42.0,,0.42,14.7
2017-04-24,25,42.0,,0.42,10.5
2017-04-25,23,42.0,,0.42,9.66
2017-04-26,24,42.0,,0.42,10.08
2017-04-27,24,42.0,,0.42,10.08
2017-04-28,26,42.0,,0.42,10.92
2017-04-29,31,42.0,,0.42,13.02
2017-04-30,36,42.0,,0.42,15.12
2017-05-01,36,41.0,False,0.41,14.76
2017-05-02,35,41.0,,0.41,14.35
2017-05-03,33,41.0,,0.41,13.53
2017-05-04,36,41.0,,0.41,14.76
2017-05-05,36,41.0,,0.41,14.76
2017-05-06,44,41.0,,0.41,18.04
2017-05-07,49,41.0,,0.41,20.09
2017-05-08,38,41.0,,0.41,15.579999999999998
2017-05-09,36,41.0,,0.41,14.76
2017-05-10,34,41.0,,0.41,13.94
2017-05-11,36,41.0,,0.41,14.76
2017-05-12,38,41.0,,0.41,15.579999999999998
2017-05-13,49,41.0,,0.41,20.09
2017-05-14,55,41.0,,0.41,22.549999999999997
2017-05-15,37,41.0,,0.41,15.17
2017-05-16,35,41.0,,0.41,14.35
2017-05-17,34,41.0,,0.41,13.94
2017-05-18,36,41.0,,0.41,14.76
2017-05-19,37,41.0,,0.41,15.17
2017-05-20,48,41.0,,0.41,19.68
2017-05-21,51,41.0,,0.41,20.91
2017-05-22,36,41.0,,0.41,14.76
2017-05-23,35,41.0,,0.41,14.35
2017-05-24,34,41.0,,0.41,13.94
2017-05-25,37,41.0,,0.41,15.17
2017-05-26,41,41.0,,0.41,16.81
2017-05-27,52,41.0,,0.41,21.32
2017-05-28,68,41.0,,0.41,27.88
2017-05-29,100,41.0,,0.41,41.0
2017-05-30,46,41.0,,0.41,18.86
2017-05-31,43,41.0,,0.41,17.63
2017-06-01,42,49.0,False,0.49,20.58
2017-06-02,45,49.0,,0.49,22.05
2017-06-03,55,49.0,,0.49,26.95
2017-06-04,61,49.0,,0.49,29.89
2017-06-05,44,49.0,,0.49,21.56
2017-06-06,46,49.0,,0.49,22.54
2017-06-07,45,49.0,,0.49,22.05
2017-06-08,46,49.0,,0.49,22.54
2017-06-09,54,49.0,,0.49,26.46
2017-06-10,60,49.0,,0.49,29.4
2017-06-11,70,49.0,,0.49,34.3
2017-06-12,45,49.0,,0.49,22.05
2017-06-13,41,49.0,,0.49,20.09
2017-06-14,46,49.0,,0.49,22.54
2017-06-15,76,49.0,,0.49,37.24
2017-06-16,73,49.0,,0.49,35.769999999999996
2017-06-17,84,49.0,,0.49,41.16
2017-06-18,100,49.0,,0.49,49.0
2017-06-19,55,49.0,,0.49,26.95
2017-06-20,37,49.0,,0.49,18.13
2017-06-21,36,49.0,,0.49,17.64
2017-06-22,36,49.0,,0.49,17.64
2017-06-23,38,49.0,,0.49,18.62
2017-06-24,45,49.0,,0.49,22.05
2017-06-25,52,49.0,,0.49,25.48
2017-06-26,39,49.0,,0.49,19.11
2017-06-27,34,49.0,,0.49,16.66
2017-06-28,35,49.0,,0.49,17.15
2017-06-29,39,49.0,,0.49,19.11
2017-06-30,41,49.0,,0.49,20.09
2017-07-01,45,50.0,False,0.5,22.5
2017-07-02,52,50.0,,0.5,26.0
2017-07-03,57,50.0,,0.5,28.5
2017-07-04,100,50.0,,0.5,50.0
2017-07-05,40,50.0,,0.5,20.0
2017-07-06,32,50.0,,0.5,16.0
2017-07-07,34,50.0,,0.5,17.0
2017-07-08,40,50.0,,0.5,20.0
2017-07-09,45,50.0,,0.5,22.5
2017-07-10,34,50.0,,0.5,17.0
2017-07-11,32,50.0,,0.5,16.0
2017-07-12,33,50.0,,0.5,16.5
2017-07-13,35,50.0,,0.5,17.5
2017-07-14,39,50.0,,0.5,19.5
2017-07-15,45,50.0,,0.5,22.5
2017-07-16,52,50.0,,0.5,26.0
2017-07-17,38,50.0,,0.5,19.0
2017-07-18,37,50.0,,0.5,18.5
2017-07-19,41,50.0,,0.5,20.5
2017-07-20,60,50.0,,0.5,30.0
2017-07-21,64,50.0,,0.5,32.0
2017-07-22,69,50.0,,0.5,34.5
2017-07-23,94,50.0,,0.5,47.0
2017-07-24,43,50.0,,0.5,21.5
2017-07-25,34,50.0,,0.5,17.0
2017-07-26,33,50.0,,0.5,16.5
2017-07-27,32,50.0,,0.5,16.0
2017-07-28,35,50.0,,0.5,17.5
2017-07-29,42,50.0,,0.5,21.0
2017-07-30,48,50.0,,0.5,24.0
2017-07-31,35,50.0,,0.5,17.5
2017-08-01,58,44.0,False,0.44,25.52
2017-08-02,61,44.0,,0.44,26.84
2017-08-03,62,44.0,,0.44,27.28
2017-08-04,63,44.0,,0.44,27.72
2017-08-05,77,44.0,,0.44,33.88
2017-08-06,84,44.0,,0.44,36.96
2017-08-07,62,44.0,,0.44,27.28
2017-08-08,56,44.0,,0.44,24.64
2017-08-09,59,44.0,,0.44,25.96
2017-08-10,59,44.0,,0.44,25.96
2017-08-11,58,44.0,,0.44,25.52
2017-08-12,69,44.0,,0.44,30.36
2017-08-13,80,44.0,,0.44,35.2
2017-08-14,60,44.0,,0.44,26.4
2017-08-15,58,44.0,,0.44,25.52
2017-08-16,59,44.0,,0.44,25.96
2017-08-17,58,44.0,,0.44,25.52
2017-08-18,63,44.0,,0.44,27.72
2017-08-19,75,44.0,,0.44,33.0
2017-08-20,79,44.0,,0.44,34.76
2017-08-21,55,44.0,,0.44,24.2
2017-08-22,58,44.0,,0.44,25.52
2017-08-23,58,44.0,,0.44,25.52
2017-08-24,56,44.0,,0.44,24.64
2017-08-25,63,44.0,,0.44,27.72
2017-08-26,75,44.0,,0.44,33.0
2017-08-27,82,44.0,,0.44,36.08
2017-08-28,81,44.0,,0.44,35.64
2017-08-29,97,44.0,,0.44,42.68
2017-08-30,97,44.0,,0.44,42.68
2017-08-31,100,44.0,,0.44,44.0
2017-09-01,52,52.0,False,0.52,27.04
2017-09-02,64,52.0,,0.52,33.28
2017-09-03,84,52.0,,0.52,43.68
2017-09-04,100,52.0,,0.52,52.0
2017-09-05,56,52.0,,0.52,29.12
2017-09-06,58,52.0,,0.52,30.16
2017-09-07,59,52.0,,0.52,30.68
2017-09-08,58,52.0,,0.52,30.16
2017-09-09,76,52.0,,0.52,39.52
2017-09-10,70,52.0,,0.52,36.4
2017-09-11,56,52.0,,0.52,29.12
2017-09-12,44,52.0,,0.52,22.880000000000003
2017-09-13,33,52.0,,0.52,17.16
2017-09-14,30,52.0,,0.52,15.600000000000001
2017-09-15,30,52.0,,0.52,15.600000000000001
2017-09-16,36,52.0,,0.52,18.72
2017-09-17,38,52.0,,0.52,19.76
2017-09-18,27,52.0,,0.52,14.040000000000001
2017-09-19,26,52.0,,0.52,13.52
2017-09-20,26,52.0,,0.52,13.52
2017-09-21,28,52.0,,0.52,14.56
2017-09-22,28,52.0,,0.52,14.56
2017-09-23,37,52.0,,0.52,19.240000000000002
2017-09-24,37,52.0,,0.52,19.240000000000002
2017-09-25,27,52.0,,0.52,14.040000000000001
2017-09-26,27,52.0,,0.52,14.040000000000001
2017-09-27,26,52.0,,0.52,13.52
2017-09-28,26,52.0,,0.52,13.52
2017-09-29,28,52.0,,0.52,14.56
2017-09-30,36,52.0,,0.52,18.72
2017-10-01,76,39.0,False,0.39,29.64
2017-10-02,57,39.0,,0.39,22.23
2017-10-03,57,39.0,,0.39,22.23
2017-10-04,57,39.0,,0.39,22.23
2017-10-05,59,39.0,,0.39,23.01
2017-10-06,61,39.0,,0.39,23.79
2017-10-07,76,39.0,,0.39,29.64
2017-10-08,91,39.0,,0.39,35.49
2017-10-09,100,39.0,,0.39,39.0
2017-10-10,57,39.0,,0.39,22.23
2017-10-11,55,39.0,,0.39,21.45
2017-10-12,55,39.0,,0.39,21.45
2017-10-13,60,39.0,,0.39,23.400000000000002
2017-10-14,74,39.0,,0.39,28.86
2017-10-15,79,39.0,,0.39,30.810000000000002
2017-10-16,57,39.0,,0.39,22.23
2017-10-17,54,39.0,,0.39,21.060000000000002
2017-10-18,54,39.0,,0.39,21.060000000000002
2017-10-19,55,39.0,,0.39,21.45
2017-10-20,58,39.0,,0.39,22.62
2017-10-21,68,39.0,,0.39,26.52
2017-10-22,76,39.0,,0.39,29.64
2017-10-23,55,39.0,,0.39,21.45
2017-10-24,54,39.0,,0.39,21.060000000000002
2017-10-25,56,39.0,,0.39,21.84
2017-10-26,54,39.0,,0.39,21.060000000000002
2017-10-27,57,39.0,,0.39,22.23
2017-10-28,68,39.0,,0.39,26.52
2017-10-29,78,39.0,,0.39,30.42
2017-10-30,57,39.0,,0.39,22.23
2017-10-31,53,39.0,,0.39,20.67
2017-11-01,18,45.0,False,0.45,8.1
2017-11-02,18,45.0,,0.45,8.1
2017-11-03,19,45.0,,0.45,8.55
2017-11-04,24,45.0,,0.45,10.8
2017-11-05,25,45.0,,0.45,11.25
2017-11-06,19,45.0,,0.45,8.55
2017-11-07,20,45.0,,0.45,9.0
2017-11-08,18,45.0,,0.45,8.1
2017-11-09,19,45.0,,0.45,8.55
2017-11-10,28,45.0,,0.45,12.6
2017-11-11,26,45.0,,0.45,11.700000000000001
2017-11-12,25,45.0,,0.45,11.25
2017-11-13,19,45.0,,0.45,8.55
2017-11-14,18,45.0,,0.45,8.1
2017-11-15,18,45.0,,0.45,8.1
2017-11-16,18,45.0,,0.45,8.1
2017-11-17,19,45.0,,0.45,8.55
2017-11-18,23,45.0,,0.45,10.35
2017-11-19,25,45.0,,0.45,11.25
2017-11-20,21,45.0,,0.45,9.450000000000001
2017-11-21,21,45.0,,0.45,9.450000000000001
2017-11-22,29,45.0,,0.45,13.05
2017-11-23,100,45.0,,0.45,45.0
2017-11-24,49,45.0,,0.45,22.05
2017-11-25,23,45.0,,0.45,10.35
2017-11-26,23,45.0,,0.45,10.35
2017-11-27,17,45.0,,0.45,7.65
2017-11-28,16,45.0,,0.45,7.2
2017-11-29,16,45.0,,0.45,7.2
2017-11-30,17,45.0,,0.45,7.65
2017-12-01,8,51.0,False,0.51,4.08
2017-12-02,11,51.0,,0.51,5.61
2017-12-03,11,51.0,,0.51,5.61
2017-12-04,8,51.0,,0.51,4.08
2017-12-05,8,51.0,,0.51,4.08
2017-12-06,8,51.0,,0.51,4.08
2017-12-07,8,51.0,,0.51,4.08
2017-12-08,9,51.0,,0.51,4.59
2017-12-09,11,51.0,,0.51,5.61
2017-12-10,11,51.0,,0.51,5.61
2017-12-11,9,51.0,,0.51,4.59
2017-12-12,8,51.0,,0.51,4.08
2017-12-13,8,51.0,,0.51,4.08
2017-12-14,9,51.0,,0.51,4.59
2017-12-15,9,51.0,,0.51,4.59
2017-12-16,11,51.0,,0.51,5.61
2017-12-17,12,51.0,,0.51,6.12
2017-12-18,9,51.0,,0.51,4.59
2017-12-19,9,51.0,,0.51,4.59
2017-12-20,9,51.0,,0.51,4.59
2017-12-21,9,51.0,,0.51,4.59
2017-12-22,11,51.0,,0.51,5.61
2017-12-23,14,51.0,,0.51,7.140000000000001
2017-12-24,26,51.0,,0.51,13.26
2017-12-25,100,51.0,,0.51,51.0
2017-12-26,29,51.0,,0.51,14.790000000000001
2017-12-27,10,51.0,,0.51,5.1
2017-12-28,10,51.0,,0.51,5.1
2017-12-29,10,51.0,,0.51,5.1
2017-12-30,12,51.0,,0.51,6.12
2017-12-31,17,51.0,,0.51,8.67
2018-01-01,100,51.0,False,0.51,51.0
2018-01-02,32,51.0,,0.51,16.32
2018-01-03,26,51.0,,0.51,13.26
2018-01-04,32,51.0,,0.51,16.32
2018-01-05,30,51.0,,0.51,15.3
