date,BBBY_unscaled,BBBY_monthly,isPartial,scale,BBBY
2017-12-25,0,9.0,,0.09,0.0
2017-12-26,10,9.0,,0.09,0.8999999999999999
2017-12-27,17,9.0,,0.09,1.53
2017-12-28,12,9.0,,0.09,1.08
2017-12-29,19,9.0,,0.09,1.71
2017-12-30,5,9.0,,0.09,0.44999999999999996
2017-12-31,5,9.0,,0.09,0.44999999999999996
2018-01-01,11,6.0,False,0.06,0.6599999999999999
2018-01-02,57,6.0,,0.06,3.42
2018-01-03,28,6.0,,0.06,1.68
2018-01-04,47,6.0,,0.06,2.82
2018-01-05,19,6.0,,0.06,1.14
2018-01-06,54,6.0,,0.06,3.2399999999999998
2018-01-07,21,6.0,,0.06,1.26
2018-01-08,81,6.0,,0.06,4.859999999999999
2018-01-09,45,6.0,,0.06,2.6999999999999997
2018-01-10,37,6.0,,0.06,2.2199999999999998
2018-01-11,37,6.0,,0.06,2.2199999999999998
2018-01-12,56,6.0,,0.06,3.36
2018-01-13,22,6.0,,0.06,1.3199999999999998
2018-01-14,32,6.0,,0.06,1.92
2018-01-15,39,6.0,,0.06,2.34
2018-01-16,55,6.0,,0.06,3.3
2018-01-17,72,6.0,,0.06,4.32
2018-01-18,46,6.0,,0.06,2.76
2018-01-19,56,6.0,,0.06,3.36
2018-01-20,11,6.0,,0.06,0.6599999999999999
2018-01-21,10,6.0,,0.06,0.6
2018-01-22,18,6.0,,0.06,1.08
2018-01-23,36,6.0,,0.06,2.16
2018-01-24,100,6.0,,0.06,6.0
2018-01-25,36,6.0,,0.06,2.16
2018-01-26,65,6.0,,0.06,3.9
2018-01-27,55,6.0,,0.06,3.3
2018-01-28,11,6.0,,0.06,0.6599999999999999
2018-01-29,35,6.0,,0.06,2.1
2018-01-30,18,6.0,,0.06,1.08
2018-01-31,81,6.0,,0.06,4.859999999999999
2018-02-01,75,5.0,False,0.05,3.75
2018-02-02,64,5.0,,0.05,3.2
2018-02-03,15,5.0,,0.05,0.75
2018-02-04,29,5.0,,0.05,1.4500000000000002
2018-02-05,60,5.0,,0.05,3.0
2018-02-06,74,5.0,,0.05,3.7
2018-02-07,49,5.0,,0.05,2.45
2018-02-08,100,5.0,,0.05,5.0
2018-02-09,63,5.0,,0.05,3.1500000000000004
2018-02-10,30,5.0,,0.05,1.5
2018-02-11,29,5.0,,0.05,1.4500000000000002
2018-02-12,37,5.0,,0.05,1.85
2018-02-13,86,5.0,,0.05,4.3
2018-02-14,50,5.0,,0.05,2.5
2018-02-15,38,5.0,,0.05,1.9000000000000001
2018-02-16,90,5.0,,0.05,4.5
2018-02-17,30,5.0,,0.05,1.5
2018-02-18,30,5.0,,0.05,1.5
2018-02-19,39,5.0,,0.05,1.9500000000000002
2018-02-20,25,5.0,,0.05,1.25
2018-02-21,25,5.0,,0.05,1.25
2018-02-22,50,5.0,,0.05,2.5
2018-02-23,38,5.0,,0.05,1.9000000000000001
2018-02-24,44,5.0,,0.05,2.2
2018-02-25,15,5.0,,0.05,0.75
2018-02-26,36,5.0,,0.05,1.8
2018-02-27,74,5.0,,0.05,3.7
2018-02-28,63,5.0,,0.05,3.1500000000000004
2018-03-01,27,4.0,False,0.04,1.08
2018-03-02,28,4.0,,0.04,1.12
2018-03-03,67,4.0,,0.04,2.68
2018-03-04,17,4.0,,0.04,0.68
2018-03-05,69,4.0,,0.04,2.7600000000000002
2018-03-06,42,4.0,,0.04,1.68
2018-03-07,41,4.0,,0.04,1.6400000000000001
2018-03-08,42,4.0,,0.04,1.68
2018-03-09,14,4.0,,0.04,0.56
2018-03-10,50,4.0,,0.04,2.0
2018-03-11,16,4.0,,0.04,0.64
2018-03-12,28,4.0,,0.04,1.12
2018-03-13,70,4.0,,0.04,2.8000000000000003
2018-03-14,42,4.0,,0.04,1.68
2018-03-15,100,4.0,,0.04,4.0
2018-03-16,14,4.0,,0.04,0.56
2018-03-17,50,4.0,,0.04,2.0
2018-03-18,51,4.0,,0.04,2.04
2018-03-19,42,4.0,,0.04,1.68
2018-03-20,41,4.0,,0.04,1.6400000000000001
2018-03-21,56,4.0,,0.04,2.24
2018-03-22,43,4.0,,0.04,1.72
2018-03-23,59,4.0,,0.04,2.36
2018-03-24,0,4.0,,0.04,0.0
2018-03-25,17,4.0,,0.04,0.68
2018-03-26,58,4.0,,0.04,2.32
2018-03-27,86,4.0,,0.04,3.44
2018-03-28,72,4.0,,0.04,2.88
2018-03-29,30,4.0,,0.04,1.2
2018-03-30,47,4.0,,0.04,1.8800000000000001
2018-03-31,0,4.0,,0.04,0.0
2018-04-01,0,11.0,False,0.11,0.0
2018-04-02,12,11.0,,0.11,1.32
2018-04-03,8,11.0,,0.11,0.88
2018-04-04,8,11.0,,0.11,0.88
2018-04-05,10,11.0,,0.11,1.1
2018-04-06,10,11.0,,0.11,1.1
2018-04-07,8,11.0,,0.11,0.88
2018-04-08,0,11.0,,0.11,0.0
2018-04-09,17,11.0,,0.11,1.87
2018-04-10,7,11.0,,0.11,0.77
2018-04-11,41,11.0,,0.11,4.51
2018-04-12,100,11.0,,0.11,11.0
2018-04-13,35,11.0,,0.11,3.85
2018-04-14,6,11.0,,0.11,0.66
2018-04-15,2,11.0,,0.11,0.22
2018-04-16,18,11.0,,0.11,1.98
2018-04-17,17,11.0,,0.11,1.87
2018-04-18,25,11.0,,0.11,2.75
2018-04-19,20,11.0,,0.11,2.2
2018-04-20,10,11.0,,0.11,1.1
2018-04-21,4,11.0,,0.11,0.44
2018-04-22,10,11.0,,0.11,1.1
2018-04-23,10,11.0,,0.11,1.1
2018-04-24,12,11.0,,0.11,1.32
2018-04-25,6,11.0,,0.11,0.66
2018-04-26,8,11.0,,0.11,0.88
2018-04-27,20,11.0,,0.11,2.2
2018-04-28,2,11.0,,0.11,0.22
2018-04-29,6,11.0,,0.11,0.66
2018-04-30,8,11.0,,0.11,0.88
2018-05-01,59,4.0,False,0.04,2.36
2018-05-02,30,4.0,,0.04,1.2
2018-05-03,60,4.0,,0.04,2.4
2018-05-04,52,4.0,,0.04,2.08
2018-05-05,25,4.0,,0.04,1.0
2018-05-06,25,4.0,,0.04,1.0
2018-05-07,100,4.0,,0.04,4.0
2018-05-08,39,4.0,,0.04,1.56
2018-05-09,59,4.0,,0.04,2.36
2018-05-10,30,4.0,,0.04,1.2
2018-05-11,42,4.0,,0.04,1.68
2018-05-12,25,4.0,,0.04,1.0
2018-05-13,13,4.0,,0.04,0.52
2018-05-14,52,4.0,,0.04,2.08
2018-05-15,10,4.0,,0.04,0.4
2018-05-16,30,4.0,,0.04,1.2
2018-05-17,61,4.0,,0.04,2.44
2018-05-18,42,4.0,,0.04,1.68
2018-05-19,12,4.0,,0.04,0.48
2018-05-20,37,4.0,,0.04,1.48
2018-05-21,31,4.0,,0.04,1.24
2018-05-22,50,4.0,,0.04,2.0
2018-05-23,21,4.0,,0.04,0.84
2018-05-24,21,4.0,,0.04,0.84
2018-05-25,44,4.0,,0.04,1.76
2018-05-26,25,4.0,,0.04,1.0
2018-05-27,13,4.0,,0.04,0.52
2018-05-28,0,4.0,,0.04,0.0
2018-05-29,31,4.0,,0.04,1.24
2018-05-30,41,4.0,,0.04,1.6400000000000001
2018-05-31,73,4.0,,0.04,2.92
2018-06-01,10,8.0,False,0.08,0.8
2018-06-02,4,8.0,,0.08,0.32
2018-06-03,19,8.0,,0.08,1.52
2018-06-04,15,8.0,,0.08,1.2
2018-06-05,9,8.0,,0.08,0.72
2018-06-06,19,8.0,,0.08,1.52
2018-06-07,16,8.0,,0.08,1.28
2018-06-08,23,8.0,,0.08,1.84
2018-06-09,7,8.0,,0.08,0.56
2018-06-10,11,8.0,,0.08,0.88
2018-06-11,15,8.0,,0.08,1.2
2018-06-12,26,8.0,,0.08,2.08
2018-06-13,21,8.0,,0.08,1.68
2018-06-14,16,8.0,,0.08,1.28
2018-06-15,26,8.0,,0.08,2.08
2018-06-16,11,8.0,,0.08,0.88
2018-06-17,4,8.0,,0.08,0.32
2018-06-18,3,8.0,,0.08,0.24
2018-06-19,22,8.0,,0.08,1.76
2018-06-20,19,8.0,,0.08,1.52
2018-06-21,13,8.0,,0.08,1.04
2018-06-22,16,8.0,,0.08,1.28
2018-06-23,15,8.0,,0.08,1.2
2018-06-24,4,8.0,,0.08,0.32
2018-06-25,22,8.0,,0.08,1.76
2018-06-26,22,8.0,,0.08,1.76
2018-06-27,53,8.0,,0.08,4.24
2018-06-28,100,8.0,,0.08,8.0
2018-06-29,27,8.0,,0.08,2.16
2018-06-30,7,8.0,,0.08,0.56
2018-07-01,0,5.0,False,0.05,0.0
2018-07-02,98,5.0,,0.05,4.9
2018-07-03,50,5.0,,0.05,2.5
2018-07-04,23,5.0,,0.05,1.1500000000000001
2018-07-05,42,5.0,,0.05,2.1
2018-07-06,69,5.0,,0.05,3.45
2018-07-07,45,5.0,,0.05,2.25
2018-07-08,23,5.0,,0.05,1.1500000000000001
2018-07-09,19,5.0,,0.05,0.9500000000000001
2018-07-10,38,5.0,,0.05,1.9000000000000001
2018-07-11,82,5.0,,0.05,4.1000000000000005
2018-07-12,60,5.0,,0.05,3.0
2018-07-13,41,5.0,,0.05,2.0500000000000003
2018-07-14,0,5.0,,0.05,0.0
2018-07-15,0,5.0,,0.05,0.0
2018-07-16,40,5.0,,0.05,2.0
2018-07-17,39,5.0,,0.05,1.9500000000000002
2018-07-18,20,5.0,,0.05,1.0
2018-07-19,81,5.0,,0.05,4.05
2018-07-20,41,5.0,,0.05,2.0500000000000003
2018-07-21,34,5.0,,0.05,1.7000000000000002
2018-07-22,11,5.0,,0.05,0.55
2018-07-23,39,5.0,,0.05,1.9500000000000002
2018-07-24,39,5.0,,0.05,1.9500000000000002
2018-07-25,10,5.0,,0.05,0.5
2018-07-26,100,5.0,,0.05,5.0
2018-07-27,41,5.0,,0.05,2.0500000000000003
2018-07-28,23,5.0,,0.05,1.1500000000000001
2018-07-29,24,5.0,,0.05,1.2000000000000002
2018-07-30,50,5.0,,0.05,2.5
2018-07-31,29,5.0,,0.05,1.4500000000000002
2018-08-01,100,5.0,False,0.05,5.0
2018-08-02,53,5.0,,0.05,2.6500000000000004
2018-08-03,56,5.0,,0.05,2.8000000000000003
2018-08-04,11,5.0,,0.05,0.55
2018-08-05,11,5.0,,0.05,0.55
2018-08-06,37,5.0,,0.05,1.85
2018-08-07,27,5.0,,0.05,1.35
2018-08-08,55,5.0,,0.05,2.75
2018-08-09,18,5.0,,0.05,0.9
2018-08-10,28,5.0,,0.05,1.4000000000000001
2018-08-11,21,5.0,,0.05,1.05
2018-08-12,0,5.0,,0.05,0.0
2018-08-13,28,5.0,,0.05,1.4000000000000001
2018-08-14,64,5.0,,0.05,3.2
2018-08-15,46,5.0,,0.05,2.3000000000000003
2018-08-16,37,5.0,,0.05,1.85
2018-08-17,37,5.0,,0.05,1.85
2018-08-18,11,5.0,,0.05,0.55
2018-08-19,54,5.0,,0.05,2.7
2018-08-20,28,5.0,,0.05,1.4000000000000001
2018-08-21,36,5.0,,0.05,1.8
2018-08-22,36,5.0,,0.05,1.8
2018-08-23,37,5.0,,0.05,1.85
2018-08-24,19,5.0,,0.05,0.9500000000000001
2018-08-25,22,5.0,,0.05,1.1
2018-08-26,11,5.0,,0.05,0.55
2018-08-27,63,5.0,,0.05,3.1500000000000004
2018-08-28,45,5.0,,0.05,2.25
2018-08-29,45,5.0,,0.05,2.25
2018-08-30,45,5.0,,0.05,2.25
2018-08-31,27,5.0,,0.05,1.35
2018-09-01,5,11.0,False,0.11,0.55
2018-09-02,15,11.0,,0.11,1.65
2018-09-03,7,11.0,,0.11,0.77
2018-09-04,8,11.0,,0.11,0.88
2018-09-05,14,11.0,,0.11,1.54
2018-09-06,8,11.0,,0.11,0.88
2018-09-07,4,11.0,,0.11,0.44
2018-09-08,10,11.0,,0.11,1.1
2018-09-09,7,11.0,,0.11,0.77
2018-09-10,14,11.0,,0.11,1.54
2018-09-11,12,11.0,,0.11,1.32
2018-09-12,16,11.0,,0.11,1.76
2018-09-13,21,11.0,,0.11,2.31
2018-09-14,6,11.0,,0.11,0.66
2018-09-15,5,11.0,,0.11,0.55
2018-09-16,2,11.0,,0.11,0.22
2018-09-17,23,11.0,,0.11,2.53
2018-09-18,4,11.0,,0.11,0.44
2018-09-19,13,11.0,,0.11,1.43
2018-09-20,27,11.0,,0.11,2.97
2018-09-21,21,11.0,,0.11,2.31
2018-09-22,5,11.0,,0.11,0.55
2018-09-23,10,11.0,,0.11,1.1
2018-09-24,14,11.0,,0.11,1.54
2018-09-25,17,11.0,,0.11,1.87
2018-09-26,59,11.0,,0.11,6.49
2018-09-27,100,11.0,,0.11,11.0
2018-09-28,59,11.0,,0.11,6.49
2018-09-29,5,11.0,,0.11,0.55
2018-09-30,5,11.0,,0.11,0.55
2018-10-01,79,8.0,False,0.08,6.32
2018-10-02,72,8.0,,0.08,5.76
2018-10-03,86,8.0,,0.08,6.88
2018-10-04,73,8.0,,0.08,5.84
2018-10-05,66,8.0,,0.08,5.28
2018-10-06,10,8.0,,0.08,0.8
2018-10-07,9,8.0,,0.08,0.72
2018-10-08,90,8.0,,0.08,7.2
2018-10-09,48,8.0,,0.08,3.84
2018-10-10,41,8.0,,0.08,3.2800000000000002
2018-10-11,74,8.0,,0.08,5.92
2018-10-12,69,8.0,,0.08,5.5200000000000005
2018-10-13,30,8.0,,0.08,2.4
2018-10-14,39,8.0,,0.08,3.12
2018-10-15,24,8.0,,0.08,1.92
2018-10-16,65,8.0,,0.08,5.2
2018-10-17,72,8.0,,0.08,5.76
2018-10-18,100,8.0,,0.08,8.0
2018-10-19,51,8.0,,0.08,4.08
2018-10-20,77,8.0,,0.08,6.16
2018-10-21,19,8.0,,0.08,1.52
2018-10-22,56,8.0,,0.08,4.48
2018-10-23,32,8.0,,0.08,2.56
2018-10-24,63,8.0,,0.08,5.04
2018-10-25,65,8.0,,0.08,5.2
2018-10-26,68,8.0,,0.08,5.44
2018-10-27,29,8.0,,0.08,2.32
2018-10-28,10,8.0,,0.08,0.8
2018-10-29,72,8.0,,0.08,5.76
2018-10-30,65,8.0,,0.08,5.2
2018-10-31,8,8.0,,0.08,0.64
2018-11-01,44,6.0,False,0.06,2.6399999999999997
2018-11-02,11,6.0,,0.06,0.6599999999999999
2018-11-03,50,6.0,,0.06,3.0
2018-11-04,36,6.0,,0.06,2.16
2018-11-05,77,6.0,,0.06,4.62
2018-11-06,61,6.0,,0.06,3.6599999999999997
2018-11-07,9,6.0,,0.06,0.54
2018-11-08,51,6.0,,0.06,3.06
2018-11-09,53,6.0,,0.06,3.1799999999999997
2018-11-10,12,6.0,,0.06,0.72
2018-11-11,24,6.0,,0.06,1.44
2018-11-12,72,6.0,,0.06,4.32
2018-11-13,30,6.0,,0.06,1.7999999999999998
2018-11-14,31,6.0,,0.06,1.8599999999999999
2018-11-15,41,6.0,,0.06,2.46
2018-11-16,74,6.0,,0.06,4.4399999999999995
2018-11-17,100,6.0,,0.06,6.0
2018-11-18,25,6.0,,0.06,1.5
2018-11-19,43,6.0,,0.06,2.58
2018-11-20,54,6.0,,0.06,3.2399999999999998
2018-11-21,91,6.0,,0.06,5.46
2018-11-22,86,6.0,,0.06,5.16
2018-11-23,57,6.0,,0.06,3.42
2018-11-24,59,6.0,,0.06,3.54
2018-11-25,0,6.0,,0.06,0.0
2018-11-26,57,6.0,,0.06,3.42
2018-11-27,30,6.0,,0.06,1.7999999999999998
2018-11-28,71,6.0,,0.06,4.26
2018-11-29,72,6.0,,0.06,4.32
2018-11-30,30,6.0,,0.06,1.7999999999999998
2018-12-01,9,7.0,False,0.07,0.6300000000000001
2018-12-02,9,7.0,,0.07,0.6300000000000001
2018-12-03,46,7.0,,0.07,3.22
2018-12-04,54,7.0,,0.07,3.7800000000000002
2018-12-05,45,7.0,,0.07,3.1500000000000004
2018-12-06,47,7.0,,0.07,3.2900000000000005
2018-12-07,48,7.0,,0.07,3.3600000000000003
2018-12-08,37,7.0,,0.07,2.5900000000000003
2018-12-09,0,7.0,,0.07,0.0
2018-12-10,46,7.0,,0.07,3.22
2018-12-11,16,7.0,,0.07,1.12
2018-12-12,86,7.0,,0.07,6.0200000000000005
2018-12-13,47,7.0,,0.07,3.2900000000000005
2018-12-14,100,7.0,,0.07,7.000000000000001
2018-12-15,29,7.0,,0.07,2.0300000000000002
2018-12-16,38,7.0,,0.07,2.66
2018-12-17,22,7.0,,0.07,1.54
2018-12-18,68,7.0,,0.07,4.760000000000001
2018-12-19,89,7.0,,0.07,6.23
2018-12-20,66,7.0,,0.07,4.62
2018-12-21,43,7.0,,0.07,3.0100000000000002
2018-12-22,49,7.0,,0.07,3.43
2018-12-23,30,7.0,,0.07,2.1
2018-12-24,39,7.0,,0.07,2.7300000000000004
2018-12-25,32,7.0,,0.07,2.24
2018-12-26,55,7.0,,0.07,3.8500000000000005
2018-12-27,68,7.0,,0.07,4.760000000000001
2018-12-28,8,7.0,,0.07,0.56
2018-12-29,47,7.0,,0.07,3.2900000000000005
2018-12-30,9,7.0,,0.07,0.6300000000000001
2018-12-31,9,7.0,,0.07,0.6300000000000001
2019-01-01,5,12.0,False,0.12,0.6
2019-01-02,14,12.0,,0.12,1.68
2019-01-03,20,12.0,,0.12,2.4
2019-01-04,6,12.0,,0.12,0.72
2019-01-05,0,12.0,,0.12,0.0
2019-01-06,2,12.0,,0.12,0.24
2019-01-07,13,12.0,,0.12,1.56
2019-01-08,20,12.0,,0.12,2.4
2019-01-09,100,12.0,,0.12,12.0
2019-01-10,91,12.0,,0.12,10.92
2019-01-11,57,12.0,,0.12,6.84
2019-01-12,7,12.0,,0.12,0.84
2019-01-13,9,12.0,,0.12,1.08
2019-01-14,34,12.0,,0.12,4.08
2019-01-15,22,12.0,,0.12,2.6399999999999997
2019-01-16,13,12.0,,0.12,1.56
2019-01-17,17,12.0,,0.12,2.04
2019-01-18,13,12.0,,0.12,1.56
2019-01-19,6,12.0,,0.12,0.72
2019-01-20,2,12.0,,0.12,0.24
2019-01-21,6,12.0,,0.12,0.72
2019-01-22,11,12.0,,0.12,1.3199999999999998
2019-01-23,16,12.0,,0.12,1.92
2019-01-24,16,12.0,,0.12,1.92
2019-01-25,21,12.0,,0.12,2.52
2019-01-26,4,12.0,,0.12,0.48
2019-01-27,0,12.0,,0.12,0.0
2019-01-28,13,12.0,,0.12,1.56
2019-01-29,16,12.0,,0.12,1.92
2019-01-30,11,12.0,,0.12,1.3199999999999998
2019-01-31,4,12.0,,0.12,0.48
2019-02-01,50,6.0,False,0.06,3.0
2019-02-02,39,6.0,,0.06,2.34
2019-02-03,39,6.0,,0.06,2.34
2019-02-04,40,6.0,,0.06,2.4
2019-02-05,100,6.0,,0.06,6.0
2019-02-06,74,6.0,,0.06,4.4399999999999995
2019-02-07,49,6.0,,0.06,2.94
2019-02-08,42,6.0,,0.06,2.52
2019-02-09,10,6.0,,0.06,0.6
2019-02-10,29,6.0,,0.06,1.74
2019-02-11,47,6.0,,0.06,2.82
2019-02-12,41,6.0,,0.06,2.46
2019-02-13,65,6.0,,0.06,3.9
2019-02-14,41,6.0,,0.06,2.46
2019-02-15,61,6.0,,0.06,3.6599999999999997
2019-02-16,20,6.0,,0.06,1.2
2019-02-17,10,6.0,,0.06,0.6
2019-02-18,0,6.0,,0.06,0.0
2019-02-19,66,6.0,,0.06,3.96
2019-02-20,41,6.0,,0.06,2.46
2019-02-21,16,6.0,,0.06,0.96
2019-02-22,50,6.0,,0.06,3.0
2019-02-23,19,6.0,,0.06,1.14
2019-02-24,20,6.0,,0.06,1.2
2019-02-25,40,6.0,,0.06,2.4
2019-02-26,25,6.0,,0.06,1.5
2019-02-27,32,6.0,,0.06,1.92
2019-02-28,82,6.0,,0.06,4.92
2019-03-01,11,9.0,False,0.09,0.99
2019-03-02,4,9.0,,0.09,0.36
2019-03-03,9,9.0,,0.09,0.8099999999999999
2019-03-04,9,9.0,,0.09,0.8099999999999999
2019-03-05,11,9.0,,0.09,0.99
2019-03-06,5,9.0,,0.09,0.44999999999999996
2019-03-07,8,9.0,,0.09,0.72
2019-03-08,14,9.0,,0.09,1.26
2019-03-09,2,9.0,,0.09,0.18
2019-03-10,2,9.0,,0.09,0.18
2019-03-11,10,9.0,,0.09,0.8999999999999999
2019-03-12,17,9.0,,0.09,1.53
2019-03-13,6,9.0,,0.09,0.54
2019-03-14,8,9.0,,0.09,0.72
2019-03-15,10,9.0,,0.09,0.8999999999999999
2019-03-16,5,9.0,,0.09,0.44999999999999996
2019-03-17,7,9.0,,0.09,0.63
2019-03-18,6,9.0,,0.09,0.54
2019-03-19,9,9.0,,0.09,0.8099999999999999
2019-03-20,18,9.0,,0.09,1.6199999999999999
2019-03-21,12,9.0,,0.09,1.08
2019-03-22,12,9.0,,0.09,1.08
2019-03-23,5,9.0,,0.09,0.44999999999999996
2019-03-24,4,9.0,,0.09,0.36
2019-03-25,14,9.0,,0.09,1.26
2019-03-26,100,9.0,,0.09,9.0
2019-03-27,43,9.0,,0.09,3.8699999999999997
2019-03-28,39,9.0,,0.09,3.51
2019-03-29,28,9.0,,0.09,2.52
2019-03-30,7,9.0,,0.09,0.63
2019-03-31,13,9.0,,0.09,1.17
2019-04-01,10,17.0,False,0.17,1.7000000000000002
2019-04-02,7,17.0,,0.17,1.1900000000000002
2019-04-03,14,17.0,,0.17,2.3800000000000003
2019-04-04,16,17.0,,0.17,2.72
2019-04-05,13,17.0,,0.17,2.21
2019-04-06,6,17.0,,0.17,1.02
2019-04-07,6,17.0,,0.17,1.02
2019-04-08,27,17.0,,0.17,4.590000000000001
2019-04-09,20,17.0,,0.17,3.4000000000000004
2019-04-10,91,17.0,,0.17,15.47
2019-04-11,100,17.0,,0.17,17.0
2019-04-12,26,17.0,,0.17,4.42
2019-04-13,6,17.0,,0.17,1.02
2019-04-14,11,17.0,,0.17,1.87
2019-04-15,9,17.0,,0.17,1.53
2019-04-16,16,17.0,,0.17,2.72
2019-04-17,13,17.0,,0.17,2.21
2019-04-18,8,17.0,,0.17,1.36
2019-04-19,5,17.0,,0.17,0.8500000000000001
2019-04-20,5,17.0,,0.17,0.8500000000000001
2019-04-21,5,17.0,,0.17,0.8500000000000001
2019-04-22,25,17.0,,0.17,4.25
2019-04-23,11,17.0,,0.17,1.87
2019-04-24,15,17.0,,0.17,2.5500000000000003
2019-04-25,5,17.0,,0.17,0.8500000000000001
2019-04-26,5,17.0,,0.17,0.8500000000000001
2019-04-27,6,17.0,,0.17,1.02
2019-04-28,5,17.0,,0.17,0.8500000000000001
2019-04-29,12,17.0,,0.17,2.04
2019-04-30,7,17.0,,0.17,1.1900000000000002
2019-05-01,57,6.0,False,0.06,3.42
2019-05-02,56,6.0,,0.06,3.36
2019-05-03,58,6.0,,0.06,3.48
2019-05-04,0,6.0,,0.06,0.0
2019-05-05,10,6.0,,0.06,0.6
2019-05-06,32,6.0,,0.06,1.92
2019-05-07,64,6.0,,0.06,3.84
2019-05-08,49,6.0,,0.06,2.94
2019-05-09,41,6.0,,0.06,2.46
2019-05-10,59,6.0,,0.06,3.54
2019-05-11,31,6.0,,0.06,1.8599999999999999
2019-05-12,10,6.0,,0.06,0.6
2019-05-13,75,6.0,,0.06,4.5
2019-05-14,100,6.0,,0.06,6.0
2019-05-15,75,6.0,,0.06,4.5
2019-05-16,41,6.0,,0.06,2.46
2019-05-17,26,6.0,,0.06,1.56
2019-05-18,30,6.0,,0.06,1.7999999999999998
2019-05-19,0,6.0,,0.06,0.0
2019-05-20,82,6.0,,0.06,4.92
2019-05-21,25,6.0,,0.06,1.5
2019-05-22,50,6.0,,0.06,3.0
2019-05-23,50,6.0,,0.06,3.0
2019-05-24,35,6.0,,0.06,2.1
2019-05-25,10,6.0,,0.06,0.6
2019-05-26,10,6.0,,0.06,0.6
2019-05-27,20,6.0,,0.06,1.2
2019-05-28,34,6.0,,0.06,2.04
2019-05-29,57,6.0,,0.06,3.42
2019-05-30,24,6.0,,0.06,1.44
2019-05-31,25,6.0,,0.06,1.5
2019-06-01,39,6.0,False,0.06,2.34
2019-06-02,19,6.0,,0.06,1.14
2019-06-03,56,6.0,,0.06,3.36
2019-06-04,57,6.0,,0.06,3.42
2019-06-05,41,6.0,,0.06,2.46
2019-06-06,83,6.0,,0.06,4.9799999999999995
2019-06-07,34,6.0,,0.06,2.04
2019-06-08,30,6.0,,0.06,1.7999999999999998
2019-06-09,19,6.0,,0.06,1.14
2019-06-10,58,6.0,,0.06,3.48
2019-06-11,58,6.0,,0.06,3.48
2019-06-12,33,6.0,,0.06,1.98
2019-06-13,25,6.0,,0.06,1.5
2019-06-14,41,6.0,,0.06,2.46
2019-06-15,29,6.0,,0.06,1.74
2019-06-16,20,6.0,,0.06,1.2
2019-06-17,100,6.0,,0.06,6.0
2019-06-18,49,6.0,,0.06,2.94
2019-06-19,41,6.0,,0.06,2.46
2019-06-20,91,6.0,,0.06,5.46
2019-06-21,43,6.0,,0.06,2.58
2019-06-22,20,6.0,,0.06,1.2
2019-06-23,20,6.0,,0.06,1.2
2019-06-24,17,6.0,,0.06,1.02
2019-06-25,25,6.0,,0.06,1.5
2019-06-26,66,6.0,,0.06,3.96
2019-06-27,50,6.0,,0.06,3.0
2019-06-28,54,6.0,,0.06,3.2399999999999998
2019-06-29,10,6.0,,0.06,0.6
2019-06-30,10,6.0,,0.06,0.6
2019-07-01,26,15.0,False,0.15,3.9
2019-07-02,16,15.0,,0.15,2.4
2019-07-03,23,15.0,,0.15,3.4499999999999997
2019-07-04,8,15.0,,0.15,1.2
2019-07-05,13,15.0,,0.15,1.95
2019-07-06,8,15.0,,0.15,1.2
2019-07-07,13,15.0,,0.15,1.95
2019-07-08,29,15.0,,0.15,4.35
2019-07-09,23,15.0,,0.15,3.4499999999999997
2019-07-10,88,15.0,,0.15,13.2
2019-07-11,100,15.0,,0.15,15.0
2019-07-12,24,15.0,,0.15,3.5999999999999996
2019-07-13,14,15.0,,0.15,2.1
2019-07-14,11,15.0,,0.15,1.65
2019-07-15,23,15.0,,0.15,3.4499999999999997
2019-07-16,13,15.0,,0.15,1.95
2019-07-17,41,15.0,,0.15,6.1499999999999995
2019-07-18,46,15.0,,0.15,6.8999999999999995
2019-07-19,33,15.0,,0.15,4.95
2019-07-20,13,15.0,,0.15,1.95
2019-07-21,8,15.0,,0.15,1.2
2019-07-22,28,15.0,,0.15,4.2
2019-07-23,55,15.0,,0.15,8.25
2019-07-24,43,15.0,,0.15,6.45
2019-07-25,19,15.0,,0.15,2.85
2019-07-26,24,15.0,,0.15,3.5999999999999996
2019-07-27,8,15.0,,0.15,1.2
2019-07-28,17,15.0,,0.15,2.55
2019-07-29,28,15.0,,0.15,4.2
2019-07-30,38,15.0,,0.15,5.7
2019-07-31,22,15.0,,0.15,3.3
2019-08-01,83,12.0,False,0.12,9.959999999999999
2019-08-02,50,12.0,,0.12,6.0
2019-08-03,28,12.0,,0.12,3.36
2019-08-04,14,12.0,,0.12,1.68
2019-08-05,42,12.0,,0.12,5.04
2019-08-06,48,12.0,,0.12,5.76
2019-08-07,67,12.0,,0.12,8.04
2019-08-08,48,12.0,,0.12,5.76
2019-08-09,61,12.0,,0.12,7.319999999999999
2019-08-10,34,12.0,,0.12,4.08
2019-08-11,21,12.0,,0.12,2.52
2019-08-12,53,12.0,,0.12,6.359999999999999
2019-08-13,100,12.0,,0.12,12.0
2019-08-14,97,12.0,,0.12,11.639999999999999
2019-08-15,64,12.0,,0.12,7.68
2019-08-16,93,12.0,,0.12,11.16
2019-08-17,20,12.0,,0.12,2.4
2019-08-18,20,12.0,,0.12,2.4
2019-08-19,74,12.0,,0.12,8.879999999999999
2019-08-20,29,12.0,,0.12,3.48
2019-08-21,34,12.0,,0.12,4.08
2019-08-22,92,12.0,,0.12,11.04
