date,BBBY_unscaled,BBBY_monthly,isPartial,scale,BBBY
2021-04-17,11,11.0,,0.11,1.21
2021-04-18,0,11.0,,0.11,0.0
2021-04-19,16,11.0,,0.11,1.76
2021-04-20,37,11.0,,0.11,4.07
2021-04-21,16,11.0,,0.11,1.76
2021-04-22,29,11.0,,0.11,3.19
2021-04-23,22,11.0,,0.11,2.42
2021-04-24,16,11.0,,0.11,1.76
2021-04-25,5,11.0,,0.11,0.55
2021-04-26,12,11.0,,0.11,1.32
2021-04-27,22,11.0,,0.11,2.42
2021-04-28,21,11.0,,0.11,2.31
2021-04-29,19,11.0,,0.11,2.09
2021-04-30,9,11.0,,0.11,0.99
2021-05-01,10,8.0,False,0.08,0.8
2021-05-02,20,8.0,,0.08,1.6
2021-05-03,30,8.0,,0.08,2.4
2021-05-04,51,8.0,,0.08,4.08
2021-05-05,17,8.0,,0.08,1.36
2021-05-06,22,8.0,,0.08,1.76
2021-05-07,45,8.0,,0.08,3.6
2021-05-08,25,8.0,,0.08,2.0
2021-05-09,10,8.0,,0.08,0.8
2021-05-10,31,8.0,,0.08,2.48
2021-05-11,35,8.0,,0.08,2.8000000000000003
2021-05-12,30,8.0,,0.08,2.4
2021-05-13,40,8.0,,0.08,3.2
2021-05-14,28,8.0,,0.08,2.24
2021-05-15,5,8.0,,0.08,0.4
2021-05-16,10,8.0,,0.08,0.8
2021-05-17,49,8.0,,0.08,3.92
2021-05-18,27,8.0,,0.08,2.16
2021-05-19,21,8.0,,0.08,1.68
2021-05-20,31,8.0,,0.08,2.48
2021-05-21,36,8.0,,0.08,2.88
2021-05-22,10,8.0,,0.08,0.8
2021-05-23,10,8.0,,0.08,0.8
2021-05-24,31,8.0,,0.08,2.48
2021-05-25,41,8.0,,0.08,3.2800000000000002
2021-05-26,100,8.0,,0.08,8.0
2021-05-27,84,8.0,,0.08,6.72
2021-05-28,58,8.0,,0.08,4.64
2021-05-29,10,8.0,,0.08,0.8
2021-05-30,10,8.0,,0.08,0.8
2021-05-31,20,8.0,,0.08,1.6
2021-06-01,10,45.0,False,0.45,4.5
2021-06-02,73,45.0,,0.45,32.85
2021-06-03,100,45.0,,0.45,45.0
2021-06-04,43,45.0,,0.45,19.35
2021-06-05,8,45.0,,0.45,3.6
2021-06-06,8,45.0,,0.45,3.6
2021-06-07,32,45.0,,0.45,14.4
2021-06-08,27,45.0,,0.45,12.15
2021-06-09,30,45.0,,0.45,13.5
2021-06-10,21,45.0,,0.45,9.450000000000001
2021-06-11,16,45.0,,0.45,7.2
2021-06-12,7,45.0,,0.45,3.15
2021-06-13,3,45.0,,0.45,1.35
2021-06-14,11,45.0,,0.45,4.95
2021-06-15,12,45.0,,0.45,5.4
2021-06-16,13,45.0,,0.45,5.8500000000000005
2021-06-17,8,45.0,,0.45,3.6
2021-06-18,9,45.0,,0.45,4.05
2021-06-19,5,45.0,,0.45,2.25
2021-06-20,2,45.0,,0.45,0.9
2021-06-21,7,45.0,,0.45,3.15
2021-06-22,17,45.0,,0.45,7.65
2021-06-23,12,45.0,,0.45,5.4
2021-06-24,13,45.0,,0.45,5.8500000000000005
2021-06-25,11,45.0,,0.45,4.95
2021-06-26,7,45.0,,0.45,3.15
2021-06-27,4,45.0,,0.45,1.8
2021-06-28,17,45.0,,0.45,7.65
2021-06-29,12,45.0,,0.45,5.4
2021-06-30,41,45.0,,0.45,18.45
2021-07-01,100,13.0,False,0.13,13.0
2021-07-02,50,13.0,,0.13,6.5
2021-07-03,20,13.0,,0.13,2.6
2021-07-04,5,13.0,,0.13,0.65
2021-07-05,3,13.0,,0.13,0.39
2021-07-06,39,13.0,,0.13,5.07
2021-07-07,33,13.0,,0.13,4.29
2021-07-08,34,13.0,,0.13,4.42
2021-07-09,44,13.0,,0.13,5.720000000000001
2021-07-10,5,13.0,,0.13,0.65
2021-07-11,3,13.0,,0.13,0.39
2021-07-12,18,13.0,,0.13,2.34
2021-07-13,25,13.0,,0.13,3.25
2021-07-14,26,13.0,,0.13,3.38
2021-07-15,32,13.0,,0.13,4.16
2021-07-16,27,13.0,,0.13,3.5100000000000002
2021-07-17,3,13.0,,0.13,0.39
2021-07-18,8,13.0,,0.13,1.04
2021-07-19,20,13.0,,0.13,2.6
2021-07-20,47,13.0,,0.13,6.11
2021-07-21,29,13.0,,0.13,3.77
2021-07-22,22,13.0,,0.13,2.8600000000000003
2021-07-23,19,13.0,,0.13,2.47
2021-07-24,5,13.0,,0.13,0.65
2021-07-25,3,13.0,,0.13,0.39
2021-07-26,18,13.0,,0.13,2.34
2021-07-27,29,13.0,,0.13,3.77
2021-07-28,16,13.0,,0.13,2.08
2021-07-29,22,13.0,,0.13,2.8600000000000003
2021-07-30,11,13.0,,0.13,1.4300000000000002
2021-07-31,7,13.0,,0.13,0.91
2021-08-01,18,11.0,False,0.11,1.98
2021-08-02,69,11.0,,0.11,7.59
2021-08-03,58,11.0,,0.11,6.38
2021-08-04,64,11.0,,0.11,7.04
2021-08-05,81,11.0,,0.11,8.91
2021-08-06,33,11.0,,0.11,3.63
2021-08-07,12,11.0,,0.11,1.32
2021-08-08,0,11.0,,0.11,0.0
2021-08-09,63,11.0,,0.11,6.93
2021-08-10,99,11.0,,0.11,10.89
2021-08-11,57,11.0,,0.11,6.2700000000000005
2021-08-12,49,11.0,,0.11,5.39
2021-08-13,44,11.0,,0.11,4.84
2021-08-14,0,11.0,,0.11,0.0
2021-08-15,18,11.0,,0.11,1.98
2021-08-16,44,11.0,,0.11,4.84
2021-08-17,21,11.0,,0.11,2.31
2021-08-18,100,11.0,,0.11,11.0
2021-08-19,63,11.0,,0.11,6.93
2021-08-20,47,11.0,,0.11,5.17
2021-08-21,23,11.0,,0.11,2.53
2021-08-22,12,11.0,,0.11,1.32
2021-08-23,48,11.0,,0.11,5.28
2021-08-24,81,11.0,,0.11,8.91
2021-08-25,73,11.0,,0.11,8.03
2021-08-26,55,11.0,,0.11,6.05
2021-08-27,81,11.0,,0.11,8.91
2021-08-28,18,11.0,,0.11,1.98
2021-08-29,23,11.0,,0.11,2.53
2021-08-30,41,11.0,,0.11,4.51
2021-08-31,32,11.0,,0.11,3.52
2021-09-01,9,12.0,False,0.12,1.08
2021-09-02,9,12.0,,0.12,1.08
2021-09-03,11,12.0,,0.12,1.3199999999999998
2021-09-04,2,12.0,,0.12,0.24
2021-09-05,5,12.0,,0.12,0.6
2021-09-06,1,12.0,,0.12,0.12
2021-09-07,16,12.0,,0.12,1.92
2021-09-08,8,12.0,,0.12,0.96
2021-09-09,8,12.0,,0.12,0.96
2021-09-10,22,12.0,,0.12,2.6399999999999997
2021-09-11,1,12.0,,0.12,0.12
2021-09-12,4,12.0,,0.12,0.48
2021-09-13,9,12.0,,0.12,1.08
2021-09-14,11,12.0,,0.12,1.3199999999999998
2021-09-15,16,12.0,,0.12,1.92
2021-09-16,8,12.0,,0.12,0.96
2021-09-17,5,12.0,,0.12,0.6
2021-09-18,7,12.0,,0.12,0.84
2021-09-19,7,12.0,,0.12,0.84
2021-09-20,7,12.0,,0.12,0.84
2021-09-21,16,12.0,,0.12,1.92
2021-09-22,8,12.0,,0.12,0.96
2021-09-23,9,12.0,,0.12,1.08
2021-09-24,11,12.0,,0.12,1.3199999999999998
2021-09-25,8,12.0,,0.12,0.96
2021-09-26,6,12.0,,0.12,0.72
2021-09-27,17,12.0,,0.12,2.04
2021-09-28,14,12.0,,0.12,1.68
2021-09-29,14,12.0,,0.12,1.68
2021-09-30,100,12.0,,0.12,12.0
2021-10-01,100,18.0,False,0.18,18.0
2021-10-02,27,18.0,,0.18,4.859999999999999
2021-10-03,24,18.0,,0.18,4.32
2021-10-04,56,18.0,,0.18,10.08
2021-10-05,39,18.0,,0.18,7.02
2021-10-06,42,18.0,,0.18,7.56
2021-10-07,45,18.0,,0.18,8.1
2021-10-08,32,18.0,,0.18,5.76
2021-10-09,5,18.0,,0.18,0.8999999999999999
2021-10-10,4,18.0,,0.18,0.72
2021-10-11,37,18.0,,0.18,6.66
2021-10-12,33,18.0,,0.18,5.9399999999999995
2021-10-13,27,18.0,,0.18,4.859999999999999
2021-10-14,31,18.0,,0.18,5.58
2021-10-15,25,18.0,,0.18,4.5
2021-10-16,9,18.0,,0.18,1.6199999999999999
2021-10-17,9,18.0,,0.18,1.6199999999999999
2021-10-18,32,18.0,,0.18,5.76
2021-10-19,40,18.0,,0.18,7.199999999999999
2021-10-20,18,18.0,,0.18,3.2399999999999998
2021-10-21,34,18.0,,0.18,6.12
2021-10-22,25,18.0,,0.18,4.5
2021-10-23,16,18.0,,0.18,2.88
2021-10-24,11,18.0,,0.18,1.98
2021-10-25,24,18.0,,0.18,4.32
2021-10-26,16,18.0,,0.18,2.88
2021-10-27,34,18.0,,0.18,6.12
2021-10-28,28,18.0,,0.18,5.04
2021-10-29,33,18.0,,0.18,5.9399999999999995
2021-10-30,2,18.0,,0.18,0.36
2021-10-31,2,18.0,,0.18,0.36
2021-11-01,3,50.0,False,0.5,1.5
2021-11-02,43,50.0,,0.5,21.5
2021-11-03,100,50.0,,0.5,50.0
2021-11-04,30,50.0,,0.5,15.0
2021-11-05,22,50.0,,0.5,11.0
2021-11-06,7,50.0,,0.5,3.5
2021-11-07,4,50.0,,0.5,2.0
2021-11-08,12,50.0,,0.5,6.0
2021-11-09,12,50.0,,0.5,6.0
2021-11-10,9,50.0,,0.5,4.5
2021-11-11,11,50.0,,0.5,5.5
2021-11-12,10,50.0,,0.5,5.0
2021-11-13,2,50.0,,0.5,1.0
2021-11-14,3,50.0,,0.5,1.5
2021-11-15,6,50.0,,0.5,3.0
2021-11-16,6,50.0,,0.5,3.0
2021-11-17,11,50.0,,0.5,5.5
2021-11-18,7,50.0,,0.5,3.5
2021-11-19,7,50.0,,0.5,3.5
2021-11-20,1,50.0,,0.5,0.5
2021-11-21,3,50.0,,0.5,1.5
2021-11-22,7,50.0,,0.5,3.5
2021-11-23,7,50.0,,0.5,3.5
2021-11-24,4,50.0,,0.5,2.0
2021-11-25,1,50.0,,0.5,0.5
2021-11-26,5,50.0,,0.5,2.5
2021-11-27,0,50.0,,0.5,0.0
2021-11-28,0,50.0,,0.5,0.0
2021-11-29,5,50.0,,0.5,2.5
2021-11-30,5,50.0,,0.5,2.5
2021-12-01,84,14.0,False,0.14,11.760000000000002
2021-12-02,76,14.0,,0.14,10.64
2021-12-03,49,14.0,,0.14,6.86
2021-12-04,22,14.0,,0.14,3.08
2021-12-05,27,14.0,,0.14,3.7800000000000002
2021-12-06,92,14.0,,0.14,12.88
2021-12-07,87,14.0,,0.14,12.180000000000001
2021-12-08,60,14.0,,0.14,8.4
2021-12-09,60,14.0,,0.14,8.4
2021-12-10,45,14.0,,0.14,6.300000000000001
2021-12-11,33,14.0,,0.14,4.62
2021-12-12,27,14.0,,0.14,3.7800000000000002
2021-12-13,96,14.0,,0.14,13.440000000000001
2021-12-14,100,14.0,,0.14,14.000000000000002
2021-12-15,49,14.0,,0.14,6.86
2021-12-16,72,14.0,,0.14,10.080000000000002
2021-12-17,63,14.0,,0.14,8.82
2021-12-18,17,14.0,,0.14,2.3800000000000003
2021-12-19,39,14.0,,0.14,5.460000000000001
2021-12-20,69,14.0,,0.14,9.66
2021-12-21,93,14.0,,0.14,13.020000000000001
2021-12-22,36,14.0,,0.14,5.040000000000001
2021-12-23,48,14.0,,0.14,6.720000000000001
2021-12-24,12,14.0,,0.14,1.6800000000000002
2021-12-25,6,14.0,,0.14,0.8400000000000001
2021-12-26,23,14.0,,0.14,3.22
2021-12-27,46,14.0,,0.14,6.44
2021-12-28,62,14.0,,0.14,8.680000000000001
2021-12-29,60,14.0,,0.14,8.4
2021-12-30,40,14.0,,0.14,5.6000000000000005
2021-12-31,40,14.0,,0.14,5.6000000000000005
