date,MORE_unscaled,MORE_monthly,isPartial,scale,MORE
2021-04-25,82,88.0,,0.88,72.16
2021-04-26,99,88.0,,0.88,87.12
2021-04-27,100,88.0,,0.88,88.0
2021-04-28,96,88.0,,0.88,84.48
2021-04-29,95,88.0,,0.88,83.6
2021-04-30,94,88.0,,0.88,82.72
2021-05-01,77,84.0,False,0.84,64.67999999999999
2021-05-02,83,84.0,,0.84,69.72
2021-05-03,100,84.0,,0.84,84.0
2021-05-04,98,84.0,,0.84,82.32
2021-05-05,97,84.0,,0.84,81.48
2021-05-06,95,84.0,,0.84,79.8
2021-05-07,96,84.0,,0.84,80.64
2021-05-08,76,84.0,,0.84,63.839999999999996
2021-05-09,71,84.0,,0.84,59.64
2021-05-10,98,84.0,,0.84,82.32
2021-05-11,96,84.0,,0.84,80.64
2021-05-12,95,84.0,,0.84,79.8
2021-05-13,95,84.0,,0.84,79.8
2021-05-14,95,84.0,,0.84,79.8
2021-05-15,74,84.0,,0.84,62.16
2021-05-16,73,84.0,,0.84,61.32
2021-05-17,88,84.0,,0.84,73.92
2021-05-18,92,84.0,,0.84,77.28
2021-05-19,89,84.0,,0.84,74.75999999999999
2021-05-20,89,84.0,,0.84,74.75999999999999
2021-05-21,86,84.0,,0.84,72.24
2021-05-22,72,84.0,,0.84,60.48
2021-05-23,74,84.0,,0.84,62.16
2021-05-24,90,84.0,,0.84,75.6
2021-05-25,89,84.0,,0.84,74.75999999999999
2021-05-26,85,84.0,,0.84,71.39999999999999
2021-05-27,83,84.0,,0.84,69.72
2021-05-28,77,84.0,,0.84,64.67999999999999
2021-05-29,64,84.0,,0.84,53.76
2021-05-30,67,84.0,,0.84,56.28
2021-05-31,72,84.0,,0.84,60.48
2021-06-01,96,76.0,False,0.76,72.96000000000001
2021-06-02,98,76.0,,0.76,74.48
2021-06-03,98,76.0,,0.76,74.48
2021-06-04,95,76.0,,0.76,72.2
2021-06-05,81,76.0,,0.76,61.56
2021-06-06,82,76.0,,0.76,62.32
2021-06-07,98,76.0,,0.76,74.48
2021-06-08,100,76.0,,0.76,76.0
2021-06-09,98,76.0,,0.76,74.48
2021-06-10,98,76.0,,0.76,74.48
2021-06-11,99,76.0,,0.76,75.24
2021-06-12,85,76.0,,0.76,64.6
2021-06-13,87,76.0,,0.76,66.12
2021-06-14,92,76.0,,0.76,69.92
2021-06-15,92,76.0,,0.76,69.92
2021-06-16,94,76.0,,0.76,71.44
2021-06-17,93,76.0,,0.76,70.68
2021-06-18,88,76.0,,0.76,66.88
2021-06-19,78,76.0,,0.76,59.28
2021-06-20,83,76.0,,0.76,63.08
2021-06-21,89,76.0,,0.76,67.64
2021-06-22,93,76.0,,0.76,70.68
2021-06-23,92,76.0,,0.76,69.92
2021-06-24,94,76.0,,0.76,71.44
2021-06-25,90,76.0,,0.76,68.4
2021-06-26,85,76.0,,0.76,64.6
2021-06-27,89,76.0,,0.76,67.64
2021-06-28,95,76.0,,0.76,72.2
2021-06-29,100,76.0,,0.76,76.0
2021-06-30,90,76.0,,0.76,68.4
2021-07-01,92,75.0,False,0.75,69.0
2021-07-02,90,75.0,,0.75,67.5
2021-07-03,84,75.0,,0.75,63.0
2021-07-04,83,75.0,,0.75,62.25
2021-07-05,81,75.0,,0.75,60.75
2021-07-06,95,75.0,,0.75,71.25
2021-07-07,93,75.0,,0.75,69.75
2021-07-08,96,75.0,,0.75,72.0
2021-07-09,93,75.0,,0.75,69.75
2021-07-10,89,75.0,,0.75,66.75
2021-07-11,87,75.0,,0.75,65.25
2021-07-12,98,75.0,,0.75,73.5
2021-07-13,99,75.0,,0.75,74.25
2021-07-14,97,75.0,,0.75,72.75
2021-07-15,96,75.0,,0.75,72.0
2021-07-16,93,75.0,,0.75,69.75
2021-07-17,88,75.0,,0.75,66.0
2021-07-18,90,75.0,,0.75,67.5
2021-07-19,97,75.0,,0.75,72.75
2021-07-20,95,75.0,,0.75,71.25
2021-07-21,95,75.0,,0.75,71.25
2021-07-22,96,75.0,,0.75,72.0
2021-07-23,87,75.0,,0.75,65.25
2021-07-24,84,75.0,,0.75,63.0
2021-07-25,93,75.0,,0.75,69.75
2021-07-26,93,75.0,,0.75,69.75
2021-07-27,100,75.0,,0.75,75.0
2021-07-28,98,75.0,,0.75,73.5
2021-07-29,99,75.0,,0.75,74.25
2021-07-30,88,75.0,,0.75,66.0
2021-07-31,80,75.0,,0.75,60.0
2021-08-01,77,75.0,False,0.75,57.75
2021-08-02,80,75.0,,0.75,60.0
2021-08-03,86,75.0,,0.75,64.5
2021-08-04,85,75.0,,0.75,63.75
2021-08-05,85,75.0,,0.75,63.75
2021-08-06,82,75.0,,0.75,61.5
2021-08-07,76,75.0,,0.75,57.0
2021-08-08,79,75.0,,0.75,59.25
2021-08-09,80,75.0,,0.75,60.0
2021-08-10,86,75.0,,0.75,64.5
2021-08-11,81,75.0,,0.75,60.75
2021-08-12,89,75.0,,0.75,66.75
2021-08-13,81,75.0,,0.75,60.75
2021-08-14,77,75.0,,0.75,57.75
2021-08-15,76,75.0,,0.75,57.0
2021-08-16,81,75.0,,0.75,60.75
2021-08-17,86,75.0,,0.75,64.5
2021-08-18,85,75.0,,0.75,63.75
2021-08-19,85,75.0,,0.75,63.75
2021-08-20,84,75.0,,0.75,63.0
2021-08-21,73,75.0,,0.75,54.75
2021-08-22,80,75.0,,0.75,60.0
2021-08-23,82,75.0,,0.75,61.5
2021-08-24,93,75.0,,0.75,69.75
2021-08-25,87,75.0,,0.75,65.25
2021-08-26,99,75.0,,0.75,74.25
2021-08-27,93,75.0,,0.75,69.75
2021-08-28,82,75.0,,0.75,61.5
2021-08-29,86,75.0,,0.75,64.5
2021-08-30,95,75.0,,0.75,71.25
2021-08-31,100,75.0,,0.75,75.0
2021-09-01,86,85.0,False,0.85,73.1
2021-09-02,85,85.0,,0.85,72.25
2021-09-03,86,85.0,,0.85,73.1
2021-09-04,71,85.0,,0.85,60.35
2021-09-05,73,85.0,,0.85,62.05
2021-09-06,81,85.0,,0.85,68.85
2021-09-07,89,85.0,,0.85,75.64999999999999
2021-09-08,89,85.0,,0.85,75.64999999999999
2021-09-09,94,85.0,,0.85,79.89999999999999
2021-09-10,92,85.0,,0.85,78.2
2021-09-11,73,85.0,,0.85,62.05
2021-09-12,80,85.0,,0.85,68.0
2021-09-13,94,85.0,,0.85,79.89999999999999
2021-09-14,95,85.0,,0.85,80.75
2021-09-15,97,85.0,,0.85,82.45
2021-09-16,95,85.0,,0.85,80.75
2021-09-17,94,85.0,,0.85,79.89999999999999
2021-09-18,75,85.0,,0.85,63.75
2021-09-19,78,85.0,,0.85,66.3
2021-09-20,97,85.0,,0.85,82.45
2021-09-21,100,85.0,,0.85,85.0
2021-09-22,97,85.0,,0.85,82.45
2021-09-23,93,85.0,,0.85,79.05
2021-09-24,92,85.0,,0.85,78.2
2021-09-25,72,85.0,,0.85,61.199999999999996
2021-09-26,84,85.0,,0.85,71.39999999999999
2021-09-27,96,85.0,,0.85,81.6
2021-09-28,99,85.0,,0.85,84.14999999999999
2021-09-29,97,85.0,,0.85,82.45
2021-09-30,97,85.0,,0.85,82.45
2021-10-01,90,85.0,False,0.85,76.5
2021-10-02,70,85.0,,0.85,59.5
2021-10-03,81,85.0,,0.85,68.85
2021-10-04,98,85.0,,0.85,83.3
2021-10-05,99,85.0,,0.85,84.14999999999999
2021-10-06,96,85.0,,0.85,81.6
2021-10-07,96,85.0,,0.85,81.6
2021-10-08,88,85.0,,0.85,74.8
2021-10-09,72,85.0,,0.85,61.199999999999996
2021-10-10,76,85.0,,0.85,64.6
2021-10-11,93,85.0,,0.85,79.05
2021-10-12,97,85.0,,0.85,82.45
2021-10-13,98,85.0,,0.85,83.3
2021-10-14,99,85.0,,0.85,84.14999999999999
2021-10-15,92,85.0,,0.85,78.2
2021-10-16,71,85.0,,0.85,60.35
2021-10-17,77,85.0,,0.85,65.45
2021-10-18,96,85.0,,0.85,81.6
2021-10-19,99,85.0,,0.85,84.14999999999999
2021-10-20,97,85.0,,0.85,82.45
2021-10-21,99,85.0,,0.85,84.14999999999999
2021-10-22,90,85.0,,0.85,76.5
2021-10-23,77,85.0,,0.85,65.45
2021-10-24,78,85.0,,0.85,66.3
2021-10-25,100,85.0,,0.85,85.0
2021-10-26,98,85.0,,0.85,83.3
2021-10-27,96,85.0,,0.85,81.6
2021-10-28,100,85.0,,0.85,85.0
2021-10-29,90,85.0,,0.85,76.5
2021-10-30,71,85.0,,0.85,60.35
2021-10-31,74,85.0,,0.85,62.9
2021-11-01,88,87.0,False,0.87,76.56
2021-11-02,88,87.0,,0.87,76.56
2021-11-03,88,87.0,,0.87,76.56
2021-11-04,92,87.0,,0.87,80.04
2021-11-05,86,87.0,,0.87,74.82
2021-11-06,68,87.0,,0.87,59.16
2021-11-07,78,87.0,,0.87,67.86
2021-11-08,100,87.0,,0.87,87.0
2021-11-09,91,87.0,,0.87,79.17
2021-11-10,92,87.0,,0.87,80.04
2021-11-11,85,87.0,,0.87,73.95
2021-11-12,82,87.0,,0.87,71.34
2021-11-13,69,87.0,,0.87,60.03
2021-11-14,76,87.0,,0.87,66.12
2021-11-15,93,87.0,,0.87,80.91
2021-11-16,95,87.0,,0.87,82.65
2021-11-17,92,87.0,,0.87,80.04
2021-11-18,91,87.0,,0.87,79.17
2021-11-19,86,87.0,,0.87,74.82
2021-11-20,69,87.0,,0.87,60.03
2021-11-21,77,87.0,,0.87,66.99
2021-11-22,82,87.0,,0.87,71.34
2021-11-23,83,87.0,,0.87,72.21
2021-11-24,71,87.0,,0.87,61.77
2021-11-25,58,87.0,,0.87,50.46
2021-11-26,58,87.0,,0.87,50.46
2021-11-27,66,87.0,,0.87,57.42
2021-11-28,73,87.0,,0.87,63.51
2021-11-29,87,87.0,,0.87,75.69
2021-11-30,90,87.0,,0.87,78.3
2021-12-01,95,84.0,False,0.84,79.8
2021-12-02,97,84.0,,0.84,81.48
2021-12-03,96,84.0,,0.84,80.64
2021-12-04,77,84.0,,0.84,64.67999999999999
2021-12-05,80,84.0,,0.84,67.2
2021-12-06,99,84.0,,0.84,83.16
2021-12-07,95,84.0,,0.84,79.8
2021-12-08,100,84.0,,0.84,84.0
2021-12-09,97,84.0,,0.84,81.48
2021-12-10,89,84.0,,0.84,74.75999999999999
2021-12-11,67,84.0,,0.84,56.28
2021-12-12,72,84.0,,0.84,60.48
2021-12-13,93,84.0,,0.84,78.11999999999999
2021-12-14,95,84.0,,0.84,79.8
2021-12-15,90,84.0,,0.84,75.6
2021-12-16,90,84.0,,0.84,75.6
2021-12-17,81,84.0,,0.84,68.03999999999999
2021-12-18,66,84.0,,0.84,55.44
2021-12-19,65,84.0,,0.84,54.6
2021-12-20,71,84.0,,0.84,59.64
2021-12-21,71,84.0,,0.84,59.64
2021-12-22,68,84.0,,0.84,57.12
2021-12-23,69,84.0,,0.84,57.96
2021-12-24,62,84.0,,0.84,52.08
2021-12-25,58,84.0,,0.84,48.72
2021-12-26,62,84.0,,0.84,52.08
2021-12-27,66,84.0,,0.84,55.44
2021-12-28,69,84.0,,0.84,57.96
2021-12-29,68,84.0,,0.84,57.12
2021-12-30,69,84.0,,0.84,57.96
2021-12-31,65,84.0,,0.84,54.6
