date,GRS_unscaled,GRS_monthly,isPartial,scale,GRS
2021-04-21,40,55.0,,0.55,22.0
2021-04-22,61,55.0,,0.55,33.550000000000004
2021-04-23,25,55.0,,0.55,13.750000000000002
2021-04-24,32,55.0,,0.55,17.6
2021-04-25,19,55.0,,0.55,10.450000000000001
2021-04-26,28,55.0,,0.55,15.400000000000002
2021-04-27,37,55.0,,0.55,20.35
2021-04-28,68,55.0,,0.55,37.400000000000006
2021-04-29,44,55.0,,0.55,24.200000000000003
2021-04-30,63,55.0,,0.55,34.650000000000006
2021-05-01,58,57.0,False,0.57,33.059999999999995
2021-05-02,58,57.0,,0.57,33.059999999999995
2021-05-03,81,57.0,,0.57,46.169999999999995
2021-05-04,59,57.0,,0.57,33.629999999999995
2021-05-05,55,57.0,,0.57,31.349999999999998
2021-05-06,76,57.0,,0.57,43.31999999999999
2021-05-07,100,57.0,,0.57,56.99999999999999
2021-05-08,23,57.0,,0.57,13.11
2021-05-09,41,57.0,,0.57,23.369999999999997
2021-05-10,47,57.0,,0.57,26.79
2021-05-11,82,57.0,,0.57,46.739999999999995
2021-05-12,60,57.0,,0.57,34.199999999999996
2021-05-13,77,57.0,,0.57,43.88999999999999
2021-05-14,59,57.0,,0.57,33.629999999999995
2021-05-15,78,57.0,,0.57,44.459999999999994
2021-05-16,41,57.0,,0.57,23.369999999999997
2021-05-17,73,57.0,,0.57,41.61
2021-05-18,93,57.0,,0.57,53.01
2021-05-19,90,57.0,,0.57,51.3
2021-05-20,73,57.0,,0.57,41.61
2021-05-21,52,57.0,,0.57,29.639999999999997
2021-05-22,60,57.0,,0.57,34.199999999999996
2021-05-23,41,57.0,,0.57,23.369999999999997
2021-05-24,47,57.0,,0.57,26.79
2021-05-25,75,57.0,,0.57,42.74999999999999
2021-05-26,81,57.0,,0.57,46.169999999999995
2021-05-27,41,57.0,,0.57,23.369999999999997
2021-05-28,68,57.0,,0.57,38.76
2021-05-29,69,57.0,,0.57,39.33
2021-05-30,60,57.0,,0.57,34.199999999999996
2021-05-31,41,57.0,,0.57,23.369999999999997
2021-06-01,60,57.0,False,0.57,34.199999999999996
2021-06-02,45,57.0,,0.57,25.65
2021-06-03,73,57.0,,0.57,41.61
2021-06-04,52,57.0,,0.57,29.639999999999997
2021-06-05,58,57.0,,0.57,33.059999999999995
2021-06-06,73,57.0,,0.57,41.61
2021-06-07,90,57.0,,0.57,51.3
2021-06-08,91,57.0,,0.57,51.87
2021-06-09,77,57.0,,0.57,43.88999999999999
2021-06-10,37,57.0,,0.57,21.09
2021-06-11,100,57.0,,0.57,56.99999999999999
2021-06-12,26,57.0,,0.57,14.819999999999999
2021-06-13,55,57.0,,0.57,31.349999999999998
2021-06-14,64,57.0,,0.57,36.48
2021-06-15,78,57.0,,0.57,44.459999999999994
2021-06-16,55,57.0,,0.57,31.349999999999998
2021-06-17,28,57.0,,0.57,15.959999999999999
2021-06-18,53,57.0,,0.57,30.209999999999997
2021-06-19,79,57.0,,0.57,45.029999999999994
2021-06-20,74,57.0,,0.57,42.18
2021-06-21,28,57.0,,0.57,15.959999999999999
2021-06-22,38,57.0,,0.57,21.659999999999997
2021-06-23,74,57.0,,0.57,42.18
2021-06-24,43,57.0,,0.57,24.509999999999998
2021-06-25,47,57.0,,0.57,26.79
2021-06-26,63,57.0,,0.57,35.91
2021-06-27,48,57.0,,0.57,27.36
2021-06-28,47,57.0,,0.57,26.79
2021-06-29,61,57.0,,0.57,34.769999999999996
2021-06-30,32,57.0,,0.57,18.24
2021-07-01,32,59.0,False,0.59,18.88
2021-07-02,30,59.0,,0.59,17.7
2021-07-03,70,59.0,,0.59,41.3
2021-07-04,35,59.0,,0.59,20.65
2021-07-05,29,59.0,,0.59,17.11
2021-07-06,71,59.0,,0.59,41.89
2021-07-07,60,59.0,,0.59,35.4
2021-07-08,37,59.0,,0.59,21.83
2021-07-09,42,59.0,,0.59,24.779999999999998
2021-07-10,66,59.0,,0.59,38.94
2021-07-11,28,59.0,,0.59,16.52
2021-07-12,58,59.0,,0.59,34.22
2021-07-13,38,59.0,,0.59,22.419999999999998
2021-07-14,45,59.0,,0.59,26.549999999999997
2021-07-15,75,59.0,,0.59,44.25
2021-07-16,100,59.0,,0.59,59.0
2021-07-17,46,59.0,,0.59,27.139999999999997
2021-07-18,46,59.0,,0.59,27.139999999999997
2021-07-19,70,59.0,,0.59,41.3
2021-07-20,70,59.0,,0.59,41.3
2021-07-21,49,59.0,,0.59,28.91
2021-07-22,50,59.0,,0.59,29.5
2021-07-23,49,59.0,,0.59,28.91
2021-07-24,56,59.0,,0.59,33.04
2021-07-25,19,59.0,,0.59,11.209999999999999
2021-07-26,78,59.0,,0.59,46.019999999999996
2021-07-27,62,59.0,,0.59,36.58
2021-07-28,62,59.0,,0.59,36.58
2021-07-29,66,59.0,,0.59,38.94
2021-07-30,65,59.0,,0.59,38.35
2021-07-31,32,59.0,,0.59,18.88
2021-08-01,100,66.0,False,0.66,66.0
2021-08-02,65,66.0,,0.66,42.9
2021-08-03,65,66.0,,0.66,42.9
2021-08-04,76,66.0,,0.66,50.160000000000004
2021-08-05,56,66.0,,0.66,36.96
2021-08-06,78,66.0,,0.66,51.480000000000004
2021-08-07,91,66.0,,0.66,60.06
2021-08-08,62,66.0,,0.66,40.92
2021-08-09,90,66.0,,0.66,59.400000000000006
2021-08-10,62,66.0,,0.66,40.92
2021-08-11,99,66.0,,0.66,65.34
2021-08-12,41,66.0,,0.66,27.060000000000002
2021-08-13,42,66.0,,0.66,27.720000000000002
2021-08-14,51,66.0,,0.66,33.660000000000004
2021-08-15,45,66.0,,0.66,29.700000000000003
2021-08-16,88,66.0,,0.66,58.080000000000005
2021-08-17,100,66.0,,0.66,66.0
2021-08-18,80,66.0,,0.66,52.800000000000004
2021-08-19,55,66.0,,0.66,36.300000000000004
2021-08-20,90,66.0,,0.66,59.400000000000006
2021-08-21,83,66.0,,0.66,54.78
2021-08-22,62,66.0,,0.66,40.92
2021-08-23,76,66.0,,0.66,50.160000000000004
2021-08-24,77,66.0,,0.66,50.82
2021-08-25,59,66.0,,0.66,38.940000000000005
2021-08-26,57,66.0,,0.66,37.620000000000005
2021-08-27,61,66.0,,0.66,40.260000000000005
2021-08-28,67,66.0,,0.66,44.22
2021-08-29,88,66.0,,0.66,58.080000000000005
2021-08-30,59,66.0,,0.66,38.940000000000005
2021-08-31,82,66.0,,0.66,54.120000000000005
2021-09-01,66,56.0,False,0.56,36.96
2021-09-02,54,56.0,,0.56,30.240000000000002
2021-09-03,56,56.0,,0.56,31.360000000000003
2021-09-04,41,56.0,,0.56,22.96
2021-09-05,23,56.0,,0.56,12.88
2021-09-06,87,56.0,,0.56,48.720000000000006
2021-09-07,45,56.0,,0.56,25.200000000000003
2021-09-08,68,56.0,,0.56,38.080000000000005
2021-09-09,59,56.0,,0.56,33.040000000000006
2021-09-10,56,56.0,,0.56,31.360000000000003
2021-09-11,56,56.0,,0.56,31.360000000000003
2021-09-12,60,56.0,,0.56,33.6
2021-09-13,35,56.0,,0.56,19.6
2021-09-14,68,56.0,,0.56,38.080000000000005
2021-09-15,29,56.0,,0.56,16.240000000000002
2021-09-16,89,56.0,,0.56,49.84
2021-09-17,90,56.0,,0.56,50.400000000000006
2021-09-18,66,56.0,,0.56,36.96
2021-09-19,33,56.0,,0.56,18.48
2021-09-20,34,56.0,,0.56,19.040000000000003
2021-09-21,100,56.0,,0.56,56.00000000000001
2021-09-22,96,56.0,,0.56,53.760000000000005
2021-09-23,44,56.0,,0.56,24.64
2021-09-24,46,56.0,,0.56,25.76
2021-09-25,28,56.0,,0.56,15.680000000000001
2021-09-26,55,56.0,,0.56,30.800000000000004
2021-09-27,39,56.0,,0.56,21.840000000000003
2021-09-28,88,56.0,,0.56,49.28
2021-09-29,67,56.0,,0.56,37.52
2021-09-30,69,56.0,,0.56,38.64
2021-10-01,25,61.0,False,0.61,15.25
2021-10-02,36,61.0,,0.61,21.96
2021-10-03,34,61.0,,0.61,20.74
2021-10-04,46,61.0,,0.61,28.06
2021-10-05,84,61.0,,0.61,51.24
2021-10-06,55,61.0,,0.61,33.55
2021-10-07,44,61.0,,0.61,26.84
2021-10-08,33,61.0,,0.61,20.13
2021-10-09,18,61.0,,0.61,10.98
2021-10-10,40,61.0,,0.61,24.4
2021-10-11,52,61.0,,0.61,31.72
2021-10-12,61,61.0,,0.61,37.21
2021-10-13,58,61.0,,0.61,35.38
2021-10-14,69,61.0,,0.61,42.089999999999996
2021-10-15,45,61.0,,0.61,27.45
2021-10-16,23,61.0,,0.61,14.03
2021-10-17,49,61.0,,0.61,29.89
2021-10-18,68,61.0,,0.61,41.48
2021-10-19,49,61.0,,0.61,29.89
2021-10-20,64,61.0,,0.61,39.04
2021-10-21,88,61.0,,0.61,53.68
2021-10-22,49,61.0,,0.61,29.89
2021-10-23,100,61.0,,0.61,61.0
2021-10-24,31,61.0,,0.61,18.91
2021-10-25,52,61.0,,0.61,31.72
2021-10-26,79,61.0,,0.61,48.19
2021-10-27,63,61.0,,0.61,38.43
2021-10-28,36,61.0,,0.61,21.96
2021-10-29,41,61.0,,0.61,25.009999999999998
2021-10-30,44,61.0,,0.61,26.84
2021-10-31,32,61.0,,0.61,19.52
2021-11-01,44,61.0,False,0.61,26.84
2021-11-02,35,61.0,,0.61,21.349999999999998
2021-11-03,61,61.0,,0.61,37.21
2021-11-04,52,61.0,,0.61,31.72
2021-11-05,80,61.0,,0.61,48.8
2021-11-06,48,61.0,,0.61,29.28
2021-11-07,43,61.0,,0.61,26.23
2021-11-08,56,61.0,,0.61,34.16
2021-11-09,59,61.0,,0.61,35.99
2021-11-10,62,61.0,,0.61,37.82
2021-11-11,61,61.0,,0.61,37.21
2021-11-12,36,61.0,,0.61,21.96
2021-11-13,48,61.0,,0.61,29.28
2021-11-14,17,61.0,,0.61,10.37
2021-11-15,66,61.0,,0.61,40.26
2021-11-16,51,61.0,,0.61,31.11
2021-11-17,49,61.0,,0.61,29.89
2021-11-18,55,61.0,,0.61,33.55
2021-11-19,44,61.0,,0.61,26.84
2021-11-20,26,61.0,,0.61,15.86
2021-11-21,35,61.0,,0.61,21.349999999999998
2021-11-22,47,61.0,,0.61,28.669999999999998
2021-11-23,100,61.0,,0.61,61.0
2021-11-24,28,61.0,,0.61,17.08
2021-11-25,47,61.0,,0.61,28.669999999999998
2021-11-26,29,61.0,,0.61,17.69
2021-11-27,37,61.0,,0.61,22.57
2021-11-28,33,61.0,,0.61,20.13
2021-11-29,51,61.0,,0.61,31.11
2021-11-30,55,61.0,,0.61,33.55
2021-12-01,75,62.0,False,0.62,46.5
2021-12-02,97,62.0,,0.62,60.14
2021-12-03,74,62.0,,0.62,45.88
2021-12-04,29,62.0,,0.62,17.98
2021-12-05,58,62.0,,0.62,35.96
2021-12-06,98,62.0,,0.62,60.76
2021-12-07,62,62.0,,0.62,38.44
2021-12-08,80,62.0,,0.62,49.6
2021-12-09,75,62.0,,0.62,46.5
2021-12-10,65,62.0,,0.62,40.3
2021-12-11,59,62.0,,0.62,36.58
2021-12-12,76,62.0,,0.62,47.12
2021-12-13,86,62.0,,0.62,53.32
2021-12-14,53,62.0,,0.62,32.86
2021-12-15,48,62.0,,0.62,29.759999999999998
2021-12-16,83,62.0,,0.62,51.46
2021-12-17,78,62.0,,0.62,48.36
2021-12-18,43,62.0,,0.62,26.66
2021-12-19,60,62.0,,0.62,37.2
2021-12-20,62,62.0,,0.62,38.44
2021-12-21,100,62.0,,0.62,62.0
2021-12-22,55,62.0,,0.62,34.1
2021-12-23,58,62.0,,0.62,35.96
2021-12-24,43,62.0,,0.62,26.66
2021-12-25,80,62.0,,0.62,49.6
2021-12-26,25,62.0,,0.62,15.5
2021-12-27,77,62.0,,0.62,47.74
2021-12-28,77,62.0,,0.62,47.74
2021-12-29,70,62.0,,0.62,43.4
2021-12-30,91,62.0,,0.62,56.42
2021-12-31,65,62.0,,0.62,40.3
