date,OG_unscaled,OG_monthly,isPartial,scale,OG
2019-08-08,75,73.0,,0.73,54.75
2019-08-09,76,73.0,,0.73,55.48
2019-08-10,80,73.0,,0.73,58.4
2019-08-11,78,73.0,,0.73,56.94
2019-08-12,68,73.0,,0.73,49.64
2019-08-13,86,73.0,,0.73,62.78
2019-08-14,79,73.0,,0.73,57.67
2019-08-15,78,73.0,,0.73,56.94
2019-08-16,81,73.0,,0.73,59.129999999999995
2019-08-17,93,73.0,,0.73,67.89
2019-08-18,80,73.0,,0.73,58.4
2019-08-19,75,73.0,,0.73,54.75
2019-08-20,100,73.0,,0.73,73.0
2019-08-21,87,73.0,,0.73,63.51
2019-08-22,89,73.0,,0.73,64.97
2019-08-23,81,73.0,,0.73,59.129999999999995
2019-08-24,90,73.0,,0.73,65.7
2019-08-25,97,73.0,,0.73,70.81
2019-08-26,84,73.0,,0.73,61.32
2019-08-27,88,73.0,,0.73,64.24
2019-08-28,74,73.0,,0.73,54.019999999999996
2019-08-29,72,73.0,,0.73,52.56
2019-08-30,75,73.0,,0.73,54.75
2019-08-31,80,73.0,,0.73,58.4
2019-09-01,91,66.0,False,0.66,60.06
2019-09-02,89,66.0,,0.66,58.74
2019-09-03,99,66.0,,0.66,65.34
2019-09-04,94,66.0,,0.66,62.040000000000006
2019-09-05,92,66.0,,0.66,60.720000000000006
2019-09-06,84,66.0,,0.66,55.440000000000005
2019-09-07,90,66.0,,0.66,59.400000000000006
2019-09-08,93,66.0,,0.66,61.38
2019-09-09,77,66.0,,0.66,50.82
2019-09-10,90,66.0,,0.66,59.400000000000006
2019-09-11,92,66.0,,0.66,60.720000000000006
2019-09-12,90,66.0,,0.66,59.400000000000006
2019-09-13,92,66.0,,0.66,60.720000000000006
2019-09-14,100,66.0,,0.66,66.0
2019-09-15,95,66.0,,0.66,62.7
2019-09-16,79,66.0,,0.66,52.14
2019-09-17,81,66.0,,0.66,53.46
2019-09-18,82,66.0,,0.66,54.120000000000005
2019-09-19,83,66.0,,0.66,54.78
2019-09-20,82,66.0,,0.66,54.120000000000005
2019-09-21,86,66.0,,0.66,56.760000000000005
2019-09-22,80,66.0,,0.66,52.800000000000004
2019-09-23,75,66.0,,0.66,49.5
2019-09-24,82,66.0,,0.66,54.120000000000005
2019-09-25,85,66.0,,0.66,56.1
2019-09-26,100,66.0,,0.66,66.0
2019-09-27,91,66.0,,0.66,60.06
2019-09-28,96,66.0,,0.66,63.36
2019-09-29,94,66.0,,0.66,62.040000000000006
2019-09-30,81,66.0,,0.66,53.46
2019-10-01,76,70.0,False,0.7,53.199999999999996
2019-10-02,78,70.0,,0.7,54.599999999999994
2019-10-03,100,70.0,,0.7,70.0
2019-10-04,85,70.0,,0.7,59.49999999999999
2019-10-05,92,70.0,,0.7,64.39999999999999
2019-10-06,84,70.0,,0.7,58.8
2019-10-07,83,70.0,,0.7,58.099999999999994
2019-10-08,89,70.0,,0.7,62.3
2019-10-09,85,70.0,,0.7,59.49999999999999
2019-10-10,96,70.0,,0.7,67.19999999999999
2019-10-11,81,70.0,,0.7,56.699999999999996
2019-10-12,91,70.0,,0.7,63.699999999999996
2019-10-13,82,70.0,,0.7,57.4
2019-10-14,79,70.0,,0.7,55.3
2019-10-15,74,70.0,,0.7,51.8
2019-10-16,76,70.0,,0.7,53.199999999999996
2019-10-17,91,70.0,,0.7,63.699999999999996
2019-10-18,83,70.0,,0.7,58.099999999999994
2019-10-19,90,70.0,,0.7,62.99999999999999
2019-10-20,82,70.0,,0.7,57.4
2019-10-21,77,70.0,,0.7,53.9
2019-10-22,80,70.0,,0.7,56.0
2019-10-23,85,70.0,,0.7,59.49999999999999
2019-10-24,78,70.0,,0.7,54.599999999999994
2019-10-25,73,70.0,,0.7,51.099999999999994
2019-10-26,78,70.0,,0.7,54.599999999999994
2019-10-27,71,70.0,,0.7,49.699999999999996
2019-10-28,71,70.0,,0.7,49.699999999999996
2019-10-29,77,70.0,,0.7,53.9
2019-10-30,76,70.0,,0.7,53.199999999999996
2019-10-31,82,70.0,,0.7,57.4
2019-11-01,85,64.0,False,0.64,54.4
2019-11-02,99,64.0,,0.64,63.36
2019-11-03,92,64.0,,0.64,58.88
2019-11-04,89,64.0,,0.64,56.96
2019-11-05,86,64.0,,0.64,55.04
2019-11-06,89,64.0,,0.64,56.96
2019-11-07,91,64.0,,0.64,58.24
2019-11-08,93,64.0,,0.64,59.52
2019-11-09,100,64.0,,0.64,64.0
2019-11-10,96,64.0,,0.64,61.44
2019-11-11,84,64.0,,0.64,53.76
2019-11-12,91,64.0,,0.64,58.24
2019-11-13,86,64.0,,0.64,55.04
2019-11-14,84,64.0,,0.64,53.76
2019-11-15,90,64.0,,0.64,57.6
2019-11-16,92,64.0,,0.64,58.88
2019-11-17,90,64.0,,0.64,57.6
2019-11-18,87,64.0,,0.64,55.68
2019-11-19,87,64.0,,0.64,55.68
2019-11-20,86,64.0,,0.64,55.04
2019-11-21,87,64.0,,0.64,55.68
2019-11-22,92,64.0,,0.64,58.88
2019-11-23,90,64.0,,0.64,57.6
2019-11-24,94,64.0,,0.64,60.160000000000004
2019-11-25,87,64.0,,0.64,55.68
2019-11-26,83,64.0,,0.64,53.120000000000005
2019-11-27,88,64.0,,0.64,56.32
2019-11-28,85,64.0,,0.64,54.4
2019-11-29,91,64.0,,0.64,58.24
2019-11-30,93,64.0,,0.64,59.52
2019-12-01,86,70.0,False,0.7,60.199999999999996
2019-12-02,77,70.0,,0.7,53.9
2019-12-03,83,70.0,,0.7,58.099999999999994
2019-12-04,87,70.0,,0.7,60.9
2019-12-05,81,70.0,,0.7,56.699999999999996
2019-12-06,89,70.0,,0.7,62.3
2019-12-07,96,70.0,,0.7,67.19999999999999
2019-12-08,89,70.0,,0.7,62.3
2019-12-09,87,70.0,,0.7,60.9
2019-12-10,82,70.0,,0.7,57.4
2019-12-11,87,70.0,,0.7,60.9
2019-12-12,87,70.0,,0.7,60.9
2019-12-13,83,70.0,,0.7,58.099999999999994
2019-12-14,94,70.0,,0.7,65.8
2019-12-15,97,70.0,,0.7,67.89999999999999
2019-12-16,89,70.0,,0.7,62.3
2019-12-17,84,70.0,,0.7,58.8
2019-12-18,92,70.0,,0.7,64.39999999999999
2019-12-19,84,70.0,,0.7,58.8
2019-12-20,79,70.0,,0.7,55.3
2019-12-21,89,70.0,,0.7,62.3
2019-12-22,89,70.0,,0.7,62.3
2019-12-23,83,70.0,,0.7,58.099999999999994
2019-12-24,86,70.0,,0.7,60.199999999999996
2019-12-25,100,70.0,,0.7,70.0
2019-12-26,82,70.0,,0.7,57.4
2019-12-27,90,70.0,,0.7,62.99999999999999
2019-12-28,84,70.0,,0.7,58.8
2019-12-29,80,70.0,,0.7,56.0
2019-12-30,90,70.0,,0.7,62.99999999999999
2019-12-31,83,70.0,,0.7,58.099999999999994
2020-01-01,84,66.0,False,0.66,55.440000000000005
2020-01-02,84,66.0,,0.66,55.440000000000005
2020-01-03,88,66.0,,0.66,58.080000000000005
2020-01-04,90,66.0,,0.66,59.400000000000006
2020-01-05,93,66.0,,0.66,61.38
2020-01-06,78,66.0,,0.66,51.480000000000004
2020-01-07,84,66.0,,0.66,55.440000000000005
2020-01-08,83,66.0,,0.66,54.78
2020-01-09,93,66.0,,0.66,61.38
2020-01-10,92,66.0,,0.66,60.720000000000006
2020-01-11,89,66.0,,0.66,58.74
2020-01-12,86,66.0,,0.66,56.760000000000005
2020-01-13,83,66.0,,0.66,54.78
2020-01-14,80,66.0,,0.66,52.800000000000004
2020-01-15,86,66.0,,0.66,56.760000000000005
2020-01-16,91,66.0,,0.66,60.06
2020-01-17,84,66.0,,0.66,55.440000000000005
2020-01-18,93,66.0,,0.66,61.38
2020-01-19,82,66.0,,0.66,54.120000000000005
2020-01-20,86,66.0,,0.66,56.760000000000005
2020-01-21,86,66.0,,0.66,56.760000000000005
2020-01-22,87,66.0,,0.66,57.42
2020-01-23,85,66.0,,0.66,56.1
2020-01-24,91,66.0,,0.66,60.06
2020-01-25,100,66.0,,0.66,66.0
2020-01-26,86,66.0,,0.66,56.760000000000005
2020-01-27,84,66.0,,0.66,55.440000000000005
2020-01-28,88,66.0,,0.66,58.080000000000005
2020-01-29,97,66.0,,0.66,64.02
2020-01-30,97,66.0,,0.66,64.02
2020-01-31,97,66.0,,0.66,64.02
2020-02-01,90,70.0,False,0.7,62.99999999999999
2020-02-02,82,70.0,,0.7,57.4
2020-02-03,80,70.0,,0.7,56.0
2020-02-04,73,70.0,,0.7,51.099999999999994
2020-02-05,90,70.0,,0.7,62.99999999999999
2020-02-06,86,70.0,,0.7,60.199999999999996
2020-02-07,82,70.0,,0.7,57.4
2020-02-08,91,70.0,,0.7,63.699999999999996
2020-02-09,90,70.0,,0.7,62.99999999999999
2020-02-10,79,70.0,,0.7,55.3
2020-02-11,87,70.0,,0.7,60.9
2020-02-12,81,70.0,,0.7,56.699999999999996
2020-02-13,87,70.0,,0.7,60.9
2020-02-14,82,70.0,,0.7,57.4
2020-02-15,95,70.0,,0.7,66.5
2020-02-16,90,70.0,,0.7,62.99999999999999
2020-02-17,86,70.0,,0.7,60.199999999999996
2020-02-18,88,70.0,,0.7,61.599999999999994
2020-02-19,79,70.0,,0.7,55.3
2020-02-20,83,70.0,,0.7,58.099999999999994
2020-02-21,93,70.0,,0.7,65.1
2020-02-22,95,70.0,,0.7,66.5
2020-02-23,84,70.0,,0.7,58.8
2020-02-24,83,70.0,,0.7,58.099999999999994
2020-02-25,82,70.0,,0.7,57.4
2020-02-26,89,70.0,,0.7,62.3
2020-02-27,87,70.0,,0.7,60.9
2020-02-28,92,70.0,,0.7,64.39999999999999
2020-02-29,100,70.0,,0.7,70.0
2020-03-01,93,76.0,False,0.76,70.68
2020-03-02,80,76.0,,0.76,60.8
2020-03-03,78,76.0,,0.76,59.28
2020-03-04,76,76.0,,0.76,57.76
2020-03-05,78,76.0,,0.76,59.28
2020-03-06,78,76.0,,0.76,59.28
2020-03-07,87,76.0,,0.76,66.12
2020-03-08,88,76.0,,0.76,66.88
2020-03-09,77,76.0,,0.76,58.52
2020-03-10,80,76.0,,0.76,60.8
2020-03-11,79,76.0,,0.76,60.04
2020-03-12,73,76.0,,0.76,55.480000000000004
2020-03-13,80,76.0,,0.76,60.8
2020-03-14,92,76.0,,0.76,69.92
2020-03-15,86,76.0,,0.76,65.36
2020-03-16,84,76.0,,0.76,63.84
2020-03-17,90,76.0,,0.76,68.4
2020-03-18,100,76.0,,0.76,76.0
2020-03-19,91,76.0,,0.76,69.16
2020-03-20,97,76.0,,0.76,73.72
2020-03-21,86,76.0,,0.76,65.36
2020-03-22,91,76.0,,0.76,69.16
2020-03-23,82,76.0,,0.76,62.32
2020-03-24,92,76.0,,0.76,69.92
2020-03-25,100,76.0,,0.76,76.0
2020-03-26,94,76.0,,0.76,71.44
2020-03-27,86,76.0,,0.76,65.36
2020-03-28,93,76.0,,0.76,70.68
2020-03-29,96,76.0,,0.76,72.96000000000001
2020-03-30,83,76.0,,0.76,63.08
2020-03-31,84,76.0,,0.76,63.84
2020-04-01,77,94.0,False,0.94,72.38
2020-04-02,79,94.0,,0.94,74.25999999999999
2020-04-03,79,94.0,,0.94,74.25999999999999
2020-04-04,81,94.0,,0.94,76.14
2020-04-05,91,94.0,,0.94,85.53999999999999
2020-04-06,77,94.0,,0.94,72.38
2020-04-07,85,94.0,,0.94,79.89999999999999
2020-04-08,99,94.0,,0.94,93.05999999999999
2020-04-09,85,94.0,,0.94,79.89999999999999
2020-04-10,84,94.0,,0.94,78.96
2020-04-11,92,94.0,,0.94,86.47999999999999
2020-04-12,84,94.0,,0.94,78.96
2020-04-13,70,94.0,,0.94,65.8
2020-04-14,80,94.0,,0.94,75.19999999999999
2020-04-15,87,94.0,,0.94,81.78
2020-04-16,87,94.0,,0.94,81.78
2020-04-17,83,94.0,,0.94,78.02
2020-04-18,98,94.0,,0.94,92.11999999999999
2020-04-19,100,94.0,,0.94,94.0
2020-04-20,94,94.0,,0.94,88.36
2020-04-21,90,94.0,,0.94,84.6
2020-04-22,97,94.0,,0.94,91.17999999999999
2020-04-23,85,94.0,,0.94,79.89999999999999
2020-04-24,88,94.0,,0.94,82.72
2020-04-25,92,94.0,,0.94,86.47999999999999
2020-04-26,81,94.0,,0.94,76.14
2020-04-27,79,94.0,,0.94,74.25999999999999
2020-04-28,88,94.0,,0.94,82.72
2020-04-29,93,94.0,,0.94,87.42
2020-04-30,86,94.0,,0.94,80.83999999999999
2020-05-01,67,100.0,False,1.0,67.0
2020-05-02,73,100.0,,1.0,73.0
2020-05-03,69,100.0,,1.0,69.0
2020-05-04,68,100.0,,1.0,68.0
2020-05-05,65,100.0,,1.0,65.0
2020-05-06,69,100.0,,1.0,69.0
2020-05-07,74,100.0,,1.0,74.0
2020-05-08,73,100.0,,1.0,73.0
2020-05-09,100,100.0,,1.0,100.0
2020-05-10,81,100.0,,1.0,81.0
2020-05-11,71,100.0,,1.0,71.0
2020-05-12,69,100.0,,1.0,69.0
2020-05-13,77,100.0,,1.0,77.0
2020-05-14,71,100.0,,1.0,71.0
2020-05-15,69,100.0,,1.0,69.0
2020-05-16,76,100.0,,1.0,76.0
2020-05-17,67,100.0,,1.0,67.0
2020-05-18,69,100.0,,1.0,69.0
2020-05-19,70,100.0,,1.0,70.0
2020-05-20,80,100.0,,1.0,80.0
2020-05-21,70,100.0,,1.0,70.0
2020-05-22,74,100.0,,1.0,74.0
2020-05-23,76,100.0,,1.0,76.0
2020-05-24,69,100.0,,1.0,69.0
2020-05-25,74,100.0,,1.0,74.0
2020-05-26,67,100.0,,1.0,67.0
2020-05-27,83,100.0,,1.0,83.0
2020-05-28,77,100.0,,1.0,77.0
2020-05-29,70,100.0,,1.0,70.0
2020-05-30,75,100.0,,1.0,75.0
2020-05-31,68,100.0,,1.0,68.0
2020-06-01,72,92.0,False,0.92,66.24000000000001
2020-06-02,74,92.0,,0.92,68.08
2020-06-03,88,92.0,,0.92,80.96000000000001
2020-06-04,83,92.0,,0.92,76.36
2020-06-05,82,92.0,,0.92,75.44
2020-06-06,83,92.0,,0.92,76.36
2020-06-07,87,92.0,,0.92,80.04
2020-06-08,75,92.0,,0.92,69.0
2020-06-09,90,92.0,,0.92,82.8
2020-06-10,100,92.0,,0.92,92.0
2020-06-11,89,92.0,,0.92,81.88000000000001
2020-06-12,88,92.0,,0.92,80.96000000000001
2020-06-13,86,92.0,,0.92,79.12
2020-06-14,98,92.0,,0.92,90.16000000000001
2020-06-15,75,92.0,,0.92,69.0
2020-06-16,85,92.0,,0.92,78.2
2020-06-17,89,92.0,,0.92,81.88000000000001
2020-06-18,77,92.0,,0.92,70.84
2020-06-19,87,92.0,,0.92,80.04
2020-06-20,84,92.0,,0.92,77.28
2020-06-21,84,92.0,,0.92,77.28
2020-06-22,84,92.0,,0.92,77.28
2020-06-23,74,92.0,,0.92,68.08
2020-06-24,84,92.0,,0.92,77.28
2020-06-25,79,92.0,,0.92,72.68
2020-06-26,90,92.0,,0.92,82.8
2020-06-27,90,92.0,,0.92,82.8
2020-06-28,85,92.0,,0.92,78.2
2020-06-29,76,92.0,,0.92,69.92
2020-06-30,85,92.0,,0.92,78.2
2020-07-01,84,88.0,False,0.88,73.92
2020-07-02,88,88.0,,0.88,77.44
2020-07-03,91,88.0,,0.88,80.08
2020-07-04,100,88.0,,0.88,88.0
2020-07-05,91,88.0,,0.88,80.08
2020-07-06,86,88.0,,0.88,75.68
2020-07-07,84,88.0,,0.88,73.92
2020-07-08,83,88.0,,0.88,73.04
2020-07-09,77,88.0,,0.88,67.76
2020-07-10,83,88.0,,0.88,73.04
2020-07-11,99,88.0,,0.88,87.12
2020-07-12,89,88.0,,0.88,78.32000000000001
2020-07-13,82,88.0,,0.88,72.16
2020-07-14,80,88.0,,0.88,70.4
2020-07-15,81,88.0,,0.88,71.28
2020-07-16,81,88.0,,0.88,71.28
2020-07-17,88,88.0,,0.88,77.44
2020-07-18,100,88.0,,0.88,88.0
2020-07-19,89,88.0,,0.88,78.32000000000001
2020-07-20,87,88.0,,0.88,76.56
2020-07-21,81,88.0,,0.88,71.28
2020-07-22,87,88.0,,0.88,76.56
2020-07-23,89,88.0,,0.88,78.32000000000001
2020-07-24,88,88.0,,0.88,77.44
2020-07-25,99,88.0,,0.88,87.12
2020-07-26,89,88.0,,0.88,78.32000000000001
2020-07-27,97,88.0,,0.88,85.36
2020-07-28,90,88.0,,0.88,79.2
2020-07-29,85,88.0,,0.88,74.8
2020-07-30,82,88.0,,0.88,72.16
2020-07-31,89,88.0,,0.88,78.32000000000001
2020-08-01,88,84.0,False,0.84,73.92
2020-08-02,100,84.0,,0.84,84.0
2020-08-03,72,84.0,,0.84,60.48
2020-08-04,70,84.0,,0.84,58.8
2020-08-05,78,84.0,,0.84,65.52
2020-08-06,73,84.0,,0.84,61.32
2020-08-07,82,84.0,,0.84,68.88
2020-08-08,82,84.0,,0.84,68.88
2020-08-09,78,84.0,,0.84,65.52
2020-08-10,73,84.0,,0.84,61.32
2020-08-11,76,84.0,,0.84,63.839999999999996
2020-08-12,65,84.0,,0.84,54.6
2020-08-13,76,84.0,,0.84,63.839999999999996
2020-08-14,79,84.0,,0.84,66.36
2020-08-15,83,84.0,,0.84,69.72
2020-08-16,79,84.0,,0.84,66.36
2020-08-17,70,84.0,,0.84,58.8
2020-08-18,71,84.0,,0.84,59.64
2020-08-19,69,84.0,,0.84,57.96
2020-08-20,72,84.0,,0.84,60.48
2020-08-21,74,84.0,,0.84,62.16
2020-08-22,80,84.0,,0.84,67.2
2020-08-23,79,84.0,,0.84,66.36
2020-08-24,70,84.0,,0.84,58.8
2020-08-25,71,84.0,,0.84,59.64
2020-08-26,73,84.0,,0.84,61.32
2020-08-27,69,84.0,,0.84,57.96
2020-08-28,77,84.0,,0.84,64.67999999999999
2020-08-29,69,84.0,,0.84,57.96
2020-08-30,76,84.0,,0.84,63.839999999999996
2020-08-31,71,84.0,,0.84,59.64
2020-09-01,65,84.0,False,0.84,54.6
2020-09-02,64,84.0,,0.84,53.76
2020-09-03,63,84.0,,0.84,52.919999999999995
2020-09-04,100,84.0,,0.84,84.0
2020-09-05,74,84.0,,0.84,62.16
2020-09-06,70,84.0,,0.84,58.8
2020-09-07,63,84.0,,0.84,52.919999999999995
2020-09-08,56,84.0,,0.84,47.04
2020-09-09,64,84.0,,0.84,53.76
2020-09-10,68,84.0,,0.84,57.12
2020-09-11,58,84.0,,0.84,48.72
2020-09-12,66,84.0,,0.84,55.44
2020-09-13,57,84.0,,0.84,47.879999999999995
2020-09-14,54,84.0,,0.84,45.36
2020-09-15,55,84.0,,0.84,46.199999999999996
2020-09-16,55,84.0,,0.84,46.199999999999996
2020-09-17,55,84.0,,0.84,46.199999999999996
2020-09-18,61,84.0,,0.84,51.239999999999995
2020-09-19,57,84.0,,0.84,47.879999999999995
2020-09-20,61,84.0,,0.84,51.239999999999995
2020-09-21,55,84.0,,0.84,46.199999999999996
2020-09-22,56,84.0,,0.84,47.04
2020-09-23,59,84.0,,0.84,49.559999999999995
2020-09-24,56,84.0,,0.84,47.04
2020-09-25,61,84.0,,0.84,51.239999999999995
2020-09-26,65,84.0,,0.84,54.6
2020-09-27,64,84.0,,0.84,53.76
2020-09-28,55,84.0,,0.84,46.199999999999996
2020-09-29,59,84.0,,0.84,49.559999999999995
2020-09-30,58,84.0,,0.84,48.72
2020-10-01,85,83.0,False,0.83,70.55
2020-10-02,81,83.0,,0.83,67.22999999999999
2020-10-03,84,83.0,,0.83,69.72
2020-10-04,89,83.0,,0.83,73.86999999999999
2020-10-05,86,83.0,,0.83,71.38
2020-10-06,82,83.0,,0.83,68.06
2020-10-07,85,83.0,,0.83,70.55
2020-10-08,78,83.0,,0.83,64.74
2020-10-09,85,83.0,,0.83,70.55
2020-10-10,90,83.0,,0.83,74.7
2020-10-11,88,83.0,,0.83,73.03999999999999
2020-10-12,81,83.0,,0.83,67.22999999999999
2020-10-13,86,83.0,,0.83,71.38
2020-10-14,90,83.0,,0.83,74.7
2020-10-15,85,83.0,,0.83,70.55
2020-10-16,88,83.0,,0.83,73.03999999999999
2020-10-17,92,83.0,,0.83,76.36
2020-10-18,89,83.0,,0.83,73.86999999999999
2020-10-19,94,83.0,,0.83,78.02
2020-10-20,92,83.0,,0.83,76.36
2020-10-21,94,83.0,,0.83,78.02
2020-10-22,84,83.0,,0.83,69.72
2020-10-23,84,83.0,,0.83,69.72
2020-10-24,93,83.0,,0.83,77.19
2020-10-25,86,83.0,,0.83,71.38
2020-10-26,87,83.0,,0.83,72.21
2020-10-27,88,83.0,,0.83,73.03999999999999
2020-10-28,88,83.0,,0.83,73.03999999999999
2020-10-29,84,83.0,,0.83,69.72
2020-10-30,91,83.0,,0.83,75.53
2020-10-31,100,83.0,,0.83,83.0
2020-11-01,88,79.0,False,0.79,69.52000000000001
2020-11-02,90,79.0,,0.79,71.10000000000001
2020-11-03,75,79.0,,0.79,59.25
2020-11-04,59,79.0,,0.79,46.61
2020-11-05,73,79.0,,0.79,57.67
2020-11-06,74,79.0,,0.79,58.46
2020-11-07,72,79.0,,0.79,56.88
2020-11-08,78,79.0,,0.79,61.620000000000005
2020-11-09,84,79.0,,0.79,66.36
2020-11-10,86,79.0,,0.79,67.94
2020-11-11,81,79.0,,0.79,63.99
2020-11-12,84,79.0,,0.79,66.36
2020-11-13,91,79.0,,0.79,71.89
2020-11-14,100,79.0,,0.79,79.0
2020-11-15,95,79.0,,0.79,75.05
2020-11-16,79,79.0,,0.79,62.410000000000004
2020-11-17,87,79.0,,0.79,68.73
2020-11-18,84,79.0,,0.79,66.36
2020-11-19,92,79.0,,0.79,72.68
2020-11-20,89,79.0,,0.79,70.31
2020-11-21,99,79.0,,0.79,78.21000000000001
2020-11-22,82,79.0,,0.79,64.78
2020-11-23,82,79.0,,0.79,64.78
2020-11-24,85,79.0,,0.79,67.15
2020-11-25,87,79.0,,0.79,68.73
2020-11-26,84,79.0,,0.79,66.36
2020-11-27,82,79.0,,0.79,64.78
2020-11-28,95,79.0,,0.79,75.05
2020-11-29,90,79.0,,0.79,71.10000000000001
2020-11-30,87,79.0,,0.79,68.73
2020-12-01,87,83.0,False,0.83,72.21
2020-12-02,84,83.0,,0.83,69.72
2020-12-03,87,83.0,,0.83,72.21
2020-12-04,100,83.0,,0.83,83.0
2020-12-05,94,83.0,,0.83,78.02
2020-12-06,94,83.0,,0.83,78.02
2020-12-07,78,83.0,,0.83,64.74
2020-12-08,85,83.0,,0.83,70.55
2020-12-09,85,83.0,,0.83,70.55
2020-12-10,87,83.0,,0.83,72.21
2020-12-11,85,83.0,,0.83,70.55
2020-12-12,92,83.0,,0.83,76.36
2020-12-13,90,83.0,,0.83,74.7
2020-12-14,79,83.0,,0.83,65.57
2020-12-15,77,83.0,,0.83,63.91
2020-12-16,88,83.0,,0.83,73.03999999999999
2020-12-17,98,83.0,,0.83,81.33999999999999
2020-12-18,92,83.0,,0.83,76.36
2020-12-19,100,83.0,,0.83,83.0
2020-12-20,91,83.0,,0.83,75.53
2020-12-21,82,83.0,,0.83,68.06
2020-12-22,87,83.0,,0.83,72.21
2020-12-23,88,83.0,,0.83,73.03999999999999
2020-12-24,86,83.0,,0.83,71.38
2020-12-25,88,83.0,,0.83,73.03999999999999
2020-12-26,92,83.0,,0.83,76.36
2020-12-27,89,83.0,,0.83,73.86999999999999
2020-12-28,82,83.0,,0.83,68.06
2020-12-29,87,83.0,,0.83,72.21
2020-12-30,91,83.0,,0.83,75.53
2020-12-31,88,83.0,,0.83,73.03999999999999
2021-01-01,74,88.0,False,0.88,65.12
2021-01-02,77,88.0,,0.88,67.76
2021-01-03,75,88.0,,0.88,66.0
2021-01-04,69,88.0,,0.88,60.72
2021-01-05,76,88.0,,0.88,66.88
2021-01-06,71,88.0,,0.88,62.48
2021-01-07,77,88.0,,0.88,67.76
2021-01-08,76,88.0,,0.88,66.88
2021-01-09,89,88.0,,0.88,78.32000000000001
2021-01-10,83,88.0,,0.88,73.04
2021-01-11,76,88.0,,0.88,66.88
2021-01-12,71,88.0,,0.88,62.48
2021-01-13,75,88.0,,0.88,66.0
2021-01-14,77,88.0,,0.88,67.76
2021-01-15,79,88.0,,0.88,69.52
2021-01-16,82,88.0,,0.88,72.16
2021-01-17,81,88.0,,0.88,71.28
2021-01-18,77,88.0,,0.88,67.76
2021-01-19,78,88.0,,0.88,68.64
2021-01-20,78,88.0,,0.88,68.64
2021-01-21,76,88.0,,0.88,66.88
2021-01-22,85,88.0,,0.88,74.8
2021-01-23,86,88.0,,0.88,75.68
2021-01-24,85,88.0,,0.88,74.8
2021-01-25,78,88.0,,0.88,68.64
2021-01-26,98,88.0,,0.88,86.24
2021-01-27,100,88.0,,0.88,88.0
2021-01-28,85,88.0,,0.88,74.8
2021-01-29,79,88.0,,0.88,69.52
2021-01-30,87,88.0,,0.88,76.56
2021-01-31,87,88.0,,0.88,76.56
2021-02-01,76,85.0,False,0.85,64.6
2021-02-02,75,85.0,,0.85,63.75
2021-02-03,87,85.0,,0.85,73.95
2021-02-04,78,85.0,,0.85,66.3
2021-02-05,85,85.0,,0.85,72.25
2021-02-06,84,85.0,,0.85,71.39999999999999
2021-02-07,87,85.0,,0.85,73.95
2021-02-08,72,85.0,,0.85,61.199999999999996
2021-02-09,78,85.0,,0.85,66.3
2021-02-10,82,85.0,,0.85,69.7
2021-02-11,81,85.0,,0.85,68.85
2021-02-12,75,85.0,,0.85,63.75
2021-02-13,84,85.0,,0.85,71.39999999999999
2021-02-14,76,85.0,,0.85,64.6
2021-02-15,78,85.0,,0.85,66.3
2021-02-16,82,85.0,,0.85,69.7
2021-02-17,80,85.0,,0.85,68.0
2021-02-18,75,85.0,,0.85,63.75
2021-02-19,100,85.0,,0.85,85.0
2021-02-20,92,85.0,,0.85,78.2
2021-02-21,82,85.0,,0.85,69.7
2021-02-22,77,85.0,,0.85,65.45
2021-02-23,75,85.0,,0.85,63.75
2021-02-24,87,85.0,,0.85,73.95
2021-02-25,85,85.0,,0.85,72.25
2021-02-26,80,85.0,,0.85,68.0
2021-02-27,83,85.0,,0.85,70.55
2021-02-28,79,85.0,,0.85,67.14999999999999
2021-03-01,81,87.0,False,0.87,70.47
2021-03-02,85,87.0,,0.87,73.95
2021-03-03,82,87.0,,0.87,71.34
2021-03-04,87,87.0,,0.87,75.69
2021-03-05,87,87.0,,0.87,75.69
2021-03-06,100,87.0,,0.87,87.0
2021-03-07,80,87.0,,0.87,69.6
2021-03-08,76,87.0,,0.87,66.12
2021-03-09,81,87.0,,0.87,70.47
2021-03-10,81,87.0,,0.87,70.47
2021-03-11,77,87.0,,0.87,66.99
2021-03-12,81,87.0,,0.87,70.47
2021-03-13,75,87.0,,0.87,65.25
2021-03-14,80,87.0,,0.87,69.6
2021-03-15,69,87.0,,0.87,60.03
2021-03-16,80,87.0,,0.87,69.6
2021-03-17,92,87.0,,0.87,80.04
2021-03-18,85,87.0,,0.87,73.95
2021-03-19,82,87.0,,0.87,71.34
2021-03-20,84,87.0,,0.87,73.08
2021-03-21,84,87.0,,0.87,73.08
2021-03-22,78,87.0,,0.87,67.86
2021-03-23,83,87.0,,0.87,72.21
2021-03-24,87,87.0,,0.87,75.69
2021-03-25,81,87.0,,0.87,70.47
2021-03-26,88,87.0,,0.87,76.56
2021-03-27,82,87.0,,0.87,71.34
2021-03-28,83,87.0,,0.87,72.21
2021-03-29,83,87.0,,0.87,72.21
2021-03-30,75,87.0,,0.87,65.25
2021-03-31,83,87.0,,0.87,72.21
2021-04-01,84,86.0,False,0.86,72.24
2021-04-02,90,86.0,,0.86,77.4
2021-04-03,83,86.0,,0.86,71.38
2021-04-04,79,86.0,,0.86,67.94
