date,ROKU_unscaled,ROKU_monthly,isPartial,scale,ROKU
2021-04-26,82,63.0,,0.63,51.660000000000004
2021-04-27,74,63.0,,0.63,46.62
2021-04-28,68,63.0,,0.63,42.84
2021-04-29,69,63.0,,0.63,43.47
2021-04-30,79,63.0,,0.63,49.77
2021-05-01,77,69.0,False,0.69,53.129999999999995
2021-05-02,84,69.0,,0.69,57.959999999999994
2021-05-03,69,69.0,,0.69,47.61
2021-05-04,57,69.0,,0.69,39.33
2021-05-05,63,69.0,,0.69,43.47
2021-05-06,69,69.0,,0.69,47.61
2021-05-07,69,69.0,,0.69,47.61
2021-05-08,81,69.0,,0.69,55.88999999999999
2021-05-09,83,69.0,,0.69,57.269999999999996
2021-05-10,59,69.0,,0.69,40.709999999999994
2021-05-11,63,69.0,,0.69,43.47
2021-05-12,61,69.0,,0.69,42.089999999999996
2021-05-13,67,69.0,,0.69,46.23
2021-05-14,78,69.0,,0.69,53.81999999999999
2021-05-15,100,69.0,,0.69,69.0
2021-05-16,96,69.0,,0.69,66.24
2021-05-17,72,69.0,,0.69,49.67999999999999
2021-05-18,68,69.0,,0.69,46.919999999999995
2021-05-19,66,69.0,,0.69,45.54
2021-05-20,66,69.0,,0.69,45.54
2021-05-21,68,69.0,,0.69,46.919999999999995
2021-05-22,85,69.0,,0.69,58.65
2021-05-23,91,69.0,,0.69,62.78999999999999
2021-05-24,70,69.0,,0.69,48.3
2021-05-25,67,69.0,,0.69,46.23
2021-05-26,67,69.0,,0.69,46.23
2021-05-27,64,69.0,,0.69,44.16
2021-05-28,70,69.0,,0.69,48.3
2021-05-29,86,69.0,,0.69,59.339999999999996
2021-05-30,89,69.0,,0.69,61.41
2021-05-31,91,69.0,,0.69,62.78999999999999
2021-06-01,68,68.0,False,0.68,46.24
2021-06-02,68,68.0,,0.68,46.24
2021-06-03,66,68.0,,0.68,44.88
2021-06-04,69,68.0,,0.68,46.92
2021-06-05,87,68.0,,0.68,59.160000000000004
2021-06-06,92,68.0,,0.68,62.56
2021-06-07,91,68.0,,0.68,61.88
2021-06-08,74,68.0,,0.68,50.32
2021-06-09,72,68.0,,0.68,48.96
2021-06-10,71,68.0,,0.68,48.28
2021-06-11,72,68.0,,0.68,48.96
2021-06-12,81,68.0,,0.68,55.080000000000005
2021-06-13,94,68.0,,0.68,63.92
2021-06-14,72,68.0,,0.68,48.96
2021-06-15,70,68.0,,0.68,47.6
2021-06-16,68,68.0,,0.68,46.24
2021-06-17,60,68.0,,0.68,40.800000000000004
2021-06-18,71,68.0,,0.68,48.28
2021-06-19,84,68.0,,0.68,57.120000000000005
2021-06-20,100,68.0,,0.68,68.0
2021-06-21,86,68.0,,0.68,58.480000000000004
2021-06-22,82,68.0,,0.68,55.760000000000005
2021-06-23,75,68.0,,0.68,51.00000000000001
2021-06-24,73,68.0,,0.68,49.64
2021-06-25,74,68.0,,0.68,50.32
2021-06-26,84,68.0,,0.68,57.120000000000005
2021-06-27,89,68.0,,0.68,60.52
2021-06-28,74,68.0,,0.68,50.32
2021-06-29,72,68.0,,0.68,48.96
2021-06-30,69,68.0,,0.68,46.92
2021-07-01,77,65.0,False,0.65,50.050000000000004
2021-07-02,78,65.0,,0.65,50.7
2021-07-03,82,65.0,,0.65,53.300000000000004
2021-07-04,81,65.0,,0.65,52.65
2021-07-05,81,65.0,,0.65,52.65
2021-07-06,82,65.0,,0.65,53.300000000000004
2021-07-07,71,65.0,,0.65,46.15
2021-07-08,70,65.0,,0.65,45.5
2021-07-09,73,65.0,,0.65,47.45
2021-07-10,88,65.0,,0.65,57.2
2021-07-11,100,65.0,,0.65,65.0
2021-07-12,74,65.0,,0.65,48.1
2021-07-13,74,65.0,,0.65,48.1
2021-07-14,70,65.0,,0.65,45.5
2021-07-15,65,65.0,,0.65,42.25
2021-07-16,72,65.0,,0.65,46.800000000000004
2021-07-17,85,65.0,,0.65,55.25
2021-07-18,93,65.0,,0.65,60.45
2021-07-19,71,65.0,,0.65,46.15
2021-07-20,69,65.0,,0.65,44.85
2021-07-21,67,65.0,,0.65,43.550000000000004
2021-07-22,68,65.0,,0.65,44.2
2021-07-23,73,65.0,,0.65,47.45
2021-07-24,87,65.0,,0.65,56.550000000000004
2021-07-25,93,65.0,,0.65,60.45
2021-07-26,77,65.0,,0.65,50.050000000000004
2021-07-27,68,65.0,,0.65,44.2
2021-07-28,69,65.0,,0.65,44.85
2021-07-29,66,65.0,,0.65,42.9
2021-07-30,66,65.0,,0.65,42.9
2021-07-31,78,65.0,,0.65,50.7
2021-08-01,82,68.0,False,0.68,55.760000000000005
2021-08-02,73,68.0,,0.68,49.64
2021-08-03,69,68.0,,0.68,46.92
2021-08-04,74,68.0,,0.68,50.32
2021-08-05,73,68.0,,0.68,49.64
2021-08-06,73,68.0,,0.68,49.64
2021-08-07,82,68.0,,0.68,55.760000000000005
2021-08-08,86,68.0,,0.68,58.480000000000004
2021-08-09,71,68.0,,0.68,48.28
2021-08-10,73,68.0,,0.68,49.64
2021-08-11,71,68.0,,0.68,48.28
2021-08-12,69,68.0,,0.68,46.92
2021-08-13,72,68.0,,0.68,48.96
2021-08-14,87,68.0,,0.68,59.160000000000004
2021-08-15,88,68.0,,0.68,59.84
2021-08-16,70,68.0,,0.68,47.6
2021-08-17,74,68.0,,0.68,50.32
2021-08-18,75,68.0,,0.68,51.00000000000001
2021-08-19,70,68.0,,0.68,47.6
2021-08-20,72,68.0,,0.68,48.96
2021-08-21,88,68.0,,0.68,59.84
2021-08-22,100,68.0,,0.68,68.0
2021-08-23,71,68.0,,0.68,48.28
2021-08-24,66,68.0,,0.68,44.88
2021-08-25,66,68.0,,0.68,44.88
2021-08-26,67,68.0,,0.68,45.56
2021-08-27,65,68.0,,0.68,44.2
2021-08-28,88,68.0,,0.68,59.84
2021-08-29,98,68.0,,0.68,66.64
2021-08-30,71,68.0,,0.68,48.28
2021-08-31,67,68.0,,0.68,45.56
2021-09-01,54,63.0,False,0.63,34.02
2021-09-02,58,63.0,,0.63,36.54
2021-09-03,64,63.0,,0.63,40.32
2021-09-04,85,63.0,,0.63,53.55
2021-09-05,80,63.0,,0.63,50.4
2021-09-06,73,63.0,,0.63,45.99
2021-09-07,56,63.0,,0.63,35.28
2021-09-08,52,63.0,,0.63,32.76
2021-09-09,56,63.0,,0.63,35.28
2021-09-10,61,63.0,,0.63,38.43
2021-09-11,80,63.0,,0.63,50.4
2021-09-12,100,63.0,,0.63,63.0
2021-09-13,60,63.0,,0.63,37.8
2021-09-14,56,63.0,,0.63,35.28
2021-09-15,56,63.0,,0.63,35.28
2021-09-16,65,63.0,,0.63,40.95
2021-09-17,58,63.0,,0.63,36.54
2021-09-18,79,63.0,,0.63,49.77
2021-09-19,94,63.0,,0.63,59.22
2021-09-20,65,63.0,,0.63,40.95
2021-09-21,66,63.0,,0.63,41.58
2021-09-22,55,63.0,,0.63,34.65
2021-09-23,61,63.0,,0.63,38.43
2021-09-24,55,63.0,,0.63,34.65
2021-09-25,75,63.0,,0.63,47.25
2021-09-26,82,63.0,,0.63,51.660000000000004
2021-09-27,54,63.0,,0.63,34.02
2021-09-28,56,63.0,,0.63,35.28
2021-09-29,49,63.0,,0.63,30.87
2021-09-30,51,63.0,,0.63,32.13
2021-10-01,60,64.0,False,0.64,38.4
2021-10-02,83,64.0,,0.64,53.120000000000005
2021-10-03,96,64.0,,0.64,61.44
2021-10-04,66,64.0,,0.64,42.24
2021-10-05,65,64.0,,0.64,41.6
2021-10-06,60,64.0,,0.64,38.4
2021-10-07,60,64.0,,0.64,38.4
2021-10-08,68,64.0,,0.64,43.52
2021-10-09,83,64.0,,0.64,53.120000000000005
2021-10-10,100,64.0,,0.64,64.0
2021-10-11,68,64.0,,0.64,43.52
2021-10-12,62,64.0,,0.64,39.68
2021-10-13,63,64.0,,0.64,40.32
2021-10-14,62,64.0,,0.64,39.68
2021-10-15,67,64.0,,0.64,42.88
2021-10-16,84,64.0,,0.64,53.76
2021-10-17,94,64.0,,0.64,60.160000000000004
2021-10-18,65,64.0,,0.64,41.6
2021-10-19,72,64.0,,0.64,46.08
2021-10-20,65,64.0,,0.64,41.6
2021-10-21,70,64.0,,0.64,44.800000000000004
2021-10-22,68,64.0,,0.64,43.52
2021-10-23,79,64.0,,0.64,50.56
2021-10-24,91,64.0,,0.64,58.24
2021-10-25,63,64.0,,0.64,40.32
2021-10-26,67,64.0,,0.64,42.88
2021-10-27,64,64.0,,0.64,40.96
2021-10-28,62,64.0,,0.64,39.68
2021-10-29,65,64.0,,0.64,41.6
2021-10-30,87,64.0,,0.64,55.68
2021-10-31,92,64.0,,0.64,58.88
2021-11-01,45,82.0,False,0.82,36.9
2021-11-02,45,82.0,,0.82,36.9
2021-11-03,48,82.0,,0.82,39.36
2021-11-04,56,82.0,,0.82,45.919999999999995
2021-11-05,52,82.0,,0.82,42.64
2021-11-06,65,82.0,,0.82,53.3
2021-11-07,72,82.0,,0.82,59.04
2021-11-08,51,82.0,,0.82,41.82
2021-11-09,47,82.0,,0.82,38.54
2021-11-10,48,82.0,,0.82,39.36
2021-11-11,47,82.0,,0.82,38.54
2021-11-12,50,82.0,,0.82,41.0
2021-11-13,59,82.0,,0.82,48.379999999999995
2021-11-14,67,82.0,,0.82,54.94
2021-11-15,48,82.0,,0.82,39.36
2021-11-16,45,82.0,,0.82,36.9
2021-11-17,50,82.0,,0.82,41.0
2021-11-18,50,82.0,,0.82,41.0
2021-11-19,52,82.0,,0.82,42.64
2021-11-20,65,82.0,,0.82,53.3
2021-11-21,74,82.0,,0.82,60.68
2021-11-22,59,82.0,,0.82,48.379999999999995
2021-11-23,56,82.0,,0.82,45.919999999999995
2021-11-24,59,82.0,,0.82,48.379999999999995
2021-11-25,83,82.0,,0.82,68.06
2021-11-26,100,82.0,,0.82,82.0
2021-11-27,88,82.0,,0.82,72.16
2021-11-28,82,82.0,,0.82,67.24
2021-11-29,66,82.0,,0.82,54.12
2021-11-30,56,82.0,,0.82,45.919999999999995
2021-12-01,58,75.0,False,0.75,43.5
2021-12-02,60,75.0,,0.75,45.0
2021-12-03,68,75.0,,0.75,51.0
2021-12-04,79,75.0,,0.75,59.25
2021-12-05,82,75.0,,0.75,61.5
2021-12-06,60,75.0,,0.75,45.0
2021-12-07,64,75.0,,0.75,48.0
2021-12-08,64,75.0,,0.75,48.0
2021-12-09,61,75.0,,0.75,45.75
2021-12-10,58,75.0,,0.75,43.5
2021-12-11,71,75.0,,0.75,53.25
2021-12-12,84,75.0,,0.75,63.0
2021-12-13,58,75.0,,0.75,43.5
2021-12-14,53,75.0,,0.75,39.75
2021-12-15,57,75.0,,0.75,42.75
2021-12-16,59,75.0,,0.75,44.25
2021-12-17,53,75.0,,0.75,39.75
2021-12-18,75,75.0,,0.75,56.25
2021-12-19,76,75.0,,0.75,57.0
2021-12-20,64,75.0,,0.75,48.0
2021-12-21,60,75.0,,0.75,45.0
2021-12-22,61,75.0,,0.75,45.75
2021-12-23,64,75.0,,0.75,48.0
2021-12-24,76,75.0,,0.75,57.0
2021-12-25,98,75.0,,0.75,73.5
2021-12-26,100,75.0,,0.75,75.0
2021-12-27,82,75.0,,0.75,61.5
2021-12-28,70,75.0,,0.75,52.5
2021-12-29,68,75.0,,0.75,51.0
2021-12-30,68,75.0,,0.75,51.0
2021-12-31,78,75.0,,0.75,58.5
