date,CIA_unscaled,CIA_monthly,isPartial,scale,CIA
2016-08-25,69,45.0,,0.45,31.05
2016-08-26,73,45.0,,0.45,32.85
2016-08-27,53,45.0,,0.45,23.85
2016-08-28,70,45.0,,0.45,31.5
2016-08-29,64,45.0,,0.45,28.8
2016-08-30,59,45.0,,0.45,26.55
2016-08-31,68,45.0,,0.45,30.6
2016-09-01,79,53.0,False,0.53,41.870000000000005
2016-09-02,79,53.0,,0.53,41.870000000000005
2016-09-03,78,53.0,,0.53,41.34
2016-09-04,72,53.0,,0.53,38.160000000000004
2016-09-05,79,53.0,,0.53,41.870000000000005
2016-09-06,85,53.0,,0.53,45.050000000000004
2016-09-07,96,53.0,,0.53,50.88
2016-09-08,92,53.0,,0.53,48.760000000000005
2016-09-09,83,53.0,,0.53,43.99
2016-09-10,79,53.0,,0.53,41.870000000000005
2016-09-11,86,53.0,,0.53,45.580000000000005
2016-09-12,100,53.0,,0.53,53.0
2016-09-13,87,53.0,,0.53,46.11
2016-09-14,94,53.0,,0.53,49.82
2016-09-15,92,53.0,,0.53,48.760000000000005
2016-09-16,83,53.0,,0.53,43.99
2016-09-17,71,53.0,,0.53,37.63
2016-09-18,73,53.0,,0.53,38.690000000000005
2016-09-19,87,53.0,,0.53,46.11
2016-09-20,94,53.0,,0.53,49.82
2016-09-21,83,53.0,,0.53,43.99
2016-09-22,97,53.0,,0.53,51.410000000000004
2016-09-23,82,53.0,,0.53,43.46
2016-09-24,68,53.0,,0.53,36.04
2016-09-25,74,53.0,,0.53,39.22
2016-09-26,97,53.0,,0.53,51.410000000000004
2016-09-27,82,53.0,,0.53,43.46
2016-09-28,96,53.0,,0.53,50.88
2016-09-29,93,53.0,,0.53,49.29
2016-09-30,90,53.0,,0.53,47.7
2016-10-01,86,49.0,False,0.49,42.14
2016-10-02,83,49.0,,0.49,40.67
2016-10-03,91,49.0,,0.49,44.589999999999996
2016-10-04,94,49.0,,0.49,46.06
2016-10-05,85,49.0,,0.49,41.65
2016-10-06,82,49.0,,0.49,40.18
2016-10-07,78,49.0,,0.49,38.22
2016-10-08,61,49.0,,0.49,29.89
2016-10-09,68,49.0,,0.49,33.32
2016-10-10,84,49.0,,0.49,41.16
2016-10-11,84,49.0,,0.49,41.16
2016-10-12,85,49.0,,0.49,41.65
2016-10-13,100,49.0,,0.49,49.0
2016-10-14,86,49.0,,0.49,42.14
2016-10-15,99,49.0,,0.49,48.51
2016-10-16,85,49.0,,0.49,41.65
2016-10-17,100,49.0,,0.49,49.0
2016-10-18,96,49.0,,0.49,47.04
2016-10-19,93,49.0,,0.49,45.57
2016-10-20,93,49.0,,0.49,45.57
2016-10-21,75,49.0,,0.49,36.75
2016-10-22,61,49.0,,0.49,29.89
2016-10-23,68,49.0,,0.49,33.32
2016-10-24,79,49.0,,0.49,38.71
2016-10-25,89,49.0,,0.49,43.61
2016-10-26,82,49.0,,0.49,40.18
2016-10-27,87,49.0,,0.49,42.63
2016-10-28,76,49.0,,0.49,37.24
2016-10-29,72,49.0,,0.49,35.28
2016-10-30,79,49.0,,0.49,38.71
2016-10-31,93,49.0,,0.49,45.57
2016-11-01,44,55.0,False,0.55,24.200000000000003
2016-11-02,46,55.0,,0.55,25.3
2016-11-03,43,55.0,,0.55,23.650000000000002
2016-11-04,49,55.0,,0.55,26.950000000000003
2016-11-05,38,55.0,,0.55,20.900000000000002
2016-11-06,42,55.0,,0.55,23.1
2016-11-07,44,55.0,,0.55,24.200000000000003
2016-11-08,43,55.0,,0.55,23.650000000000002
2016-11-09,36,55.0,,0.55,19.8
2016-11-10,50,55.0,,0.55,27.500000000000004
2016-11-11,41,55.0,,0.55,22.55
2016-11-12,40,55.0,,0.55,22.0
2016-11-13,43,55.0,,0.55,23.650000000000002
2016-11-14,47,55.0,,0.55,25.85
2016-11-15,53,55.0,,0.55,29.150000000000002
2016-11-16,50,55.0,,0.55,27.500000000000004
2016-11-17,49,55.0,,0.55,26.950000000000003
2016-11-18,100,55.0,,0.55,55.00000000000001
2016-11-19,62,55.0,,0.55,34.1
2016-11-20,48,55.0,,0.55,26.400000000000002
2016-11-21,46,55.0,,0.55,25.3
2016-11-22,47,55.0,,0.55,25.85
2016-11-23,39,55.0,,0.55,21.450000000000003
2016-11-24,32,55.0,,0.55,17.6
2016-11-25,34,55.0,,0.55,18.700000000000003
2016-11-26,48,55.0,,0.55,26.400000000000002
2016-11-27,44,55.0,,0.55,24.200000000000003
2016-11-28,51,55.0,,0.55,28.05
2016-11-29,53,55.0,,0.55,29.150000000000002
2016-11-30,50,55.0,,0.55,27.500000000000004
2016-12-01,24,74.0,False,0.74,17.759999999999998
2016-12-02,22,74.0,,0.74,16.28
2016-12-03,21,74.0,,0.74,15.54
2016-12-04,22,74.0,,0.74,16.28
2016-12-05,24,74.0,,0.74,17.759999999999998
2016-12-06,24,74.0,,0.74,17.759999999999998
2016-12-07,24,74.0,,0.74,17.759999999999998
2016-12-08,26,74.0,,0.74,19.24
2016-12-09,23,74.0,,0.74,17.02
2016-12-10,100,74.0,,0.74,74.0
2016-12-11,89,74.0,,0.74,65.86
2016-12-12,75,74.0,,0.74,55.5
2016-12-13,59,74.0,,0.74,43.66
2016-12-14,40,74.0,,0.74,29.6
2016-12-15,38,74.0,,0.74,28.12
2016-12-16,39,74.0,,0.74,28.86
2016-12-17,32,74.0,,0.74,23.68
2016-12-18,29,74.0,,0.74,21.46
2016-12-19,28,74.0,,0.74,20.72
2016-12-20,27,74.0,,0.74,19.98
2016-12-21,25,74.0,,0.74,18.5
2016-12-22,22,74.0,,0.74,16.28
2016-12-23,18,74.0,,0.74,13.32
2016-12-24,20,74.0,,0.74,14.8
2016-12-25,16,74.0,,0.74,11.84
2016-12-26,17,74.0,,0.74,12.58
2016-12-27,16,74.0,,0.74,11.84
2016-12-28,17,74.0,,0.74,12.58
2016-12-29,22,74.0,,0.74,16.28
2016-12-30,24,74.0,,0.74,17.759999999999998
2016-12-31,22,74.0,,0.74,16.28
2017-01-01,15,100.0,False,1.0,15.0
2017-01-02,17,100.0,,1.0,17.0
2017-01-03,18,100.0,,1.0,18.0
2017-01-04,23,100.0,,1.0,23.0
2017-01-05,29,100.0,,1.0,29.0
2017-01-06,30,100.0,,1.0,30.0
2017-01-07,27,100.0,,1.0,27.0
2017-01-08,23,100.0,,1.0,23.0
2017-01-09,24,100.0,,1.0,24.0
2017-01-10,20,100.0,,1.0,20.0
2017-01-11,29,100.0,,1.0,29.0
2017-01-12,30,100.0,,1.0,30.0
2017-01-13,25,100.0,,1.0,25.0
2017-01-14,20,100.0,,1.0,20.0
2017-01-15,21,100.0,,1.0,21.0
2017-01-16,28,100.0,,1.0,28.0
2017-01-17,26,100.0,,1.0,26.0
2017-01-18,38,100.0,,1.0,38.0
2017-01-19,32,100.0,,1.0,32.0
2017-01-20,29,100.0,,1.0,29.0
2017-01-21,65,100.0,,1.0,65.0
2017-01-22,100,100.0,,1.0,100.0
2017-01-23,58,100.0,,1.0,58.0
2017-01-24,57,100.0,,1.0,57.0
2017-01-25,36,100.0,,1.0,36.0
2017-01-26,39,100.0,,1.0,39.0
2017-01-27,32,100.0,,1.0,32.0
2017-01-28,25,100.0,,1.0,25.0
2017-01-29,25,100.0,,1.0,25.0
2017-01-30,26,100.0,,1.0,26.0
2017-01-31,26,100.0,,1.0,26.0
2017-02-01,100,64.0,False,0.64,64.0
2017-02-02,85,64.0,,0.64,54.4
2017-02-03,93,64.0,,0.64,59.52
2017-02-04,77,64.0,,0.64,49.28
2017-02-05,66,64.0,,0.64,42.24
2017-02-06,77,64.0,,0.64,49.28
2017-02-07,76,64.0,,0.64,48.64
2017-02-08,79,64.0,,0.64,50.56
2017-02-09,71,64.0,,0.64,45.44
2017-02-10,73,64.0,,0.64,46.72
2017-02-11,65,64.0,,0.64,41.6
2017-02-12,71,64.0,,0.64,45.44
2017-02-13,66,64.0,,0.64,42.24
2017-02-14,84,64.0,,0.64,53.76
2017-02-15,84,64.0,,0.64,53.76
2017-02-16,94,64.0,,0.64,60.160000000000004
2017-02-17,96,64.0,,0.64,61.44
2017-02-18,74,64.0,,0.64,47.36
2017-02-19,78,64.0,,0.64,49.92
2017-02-20,72,64.0,,0.64,46.08
2017-02-21,100,64.0,,0.64,64.0
2017-02-22,96,64.0,,0.64,61.44
2017-02-23,80,64.0,,0.64,51.2
2017-02-24,72,64.0,,0.64,46.08
2017-02-25,69,64.0,,0.64,44.160000000000004
2017-02-26,69,64.0,,0.64,44.160000000000004
2017-02-27,73,64.0,,0.64,46.72
2017-02-28,76,64.0,,0.64,48.64
2017-03-01,26,87.0,False,0.87,22.62
2017-03-02,25,87.0,,0.87,21.75
2017-03-03,23,87.0,,0.87,20.01
2017-03-04,19,87.0,,0.87,16.53
2017-03-05,22,87.0,,0.87,19.14
2017-03-06,27,87.0,,0.87,23.49
2017-03-07,75,87.0,,0.87,65.25
2017-03-08,100,87.0,,0.87,87.0
2017-03-09,79,87.0,,0.87,68.73
2017-03-10,63,87.0,,0.87,54.81
2017-03-11,50,87.0,,0.87,43.5
2017-03-12,42,87.0,,0.87,36.54
2017-03-13,44,87.0,,0.87,38.28
2017-03-14,37,87.0,,0.87,32.19
2017-03-15,34,87.0,,0.87,29.58
2017-03-16,32,87.0,,0.87,27.84
2017-03-17,30,87.0,,0.87,26.1
2017-03-18,24,87.0,,0.87,20.88
2017-03-19,26,87.0,,0.87,22.62
2017-03-20,30,87.0,,0.87,26.1
2017-03-21,30,87.0,,0.87,26.1
2017-03-22,30,87.0,,0.87,26.1
2017-03-23,31,87.0,,0.87,26.97
2017-03-24,27,87.0,,0.87,23.49
2017-03-25,22,87.0,,0.87,19.14
2017-03-26,22,87.0,,0.87,19.14
2017-03-27,29,87.0,,0.87,25.23
2017-03-28,24,87.0,,0.87,20.88
2017-03-29,23,87.0,,0.87,20.01
2017-03-30,21,87.0,,0.87,18.27
2017-03-31,25,87.0,,0.87,21.75
2017-04-01,66,54.0,False,0.54,35.64
2017-04-02,78,54.0,,0.54,42.120000000000005
2017-04-03,81,54.0,,0.54,43.74
2017-04-04,75,54.0,,0.54,40.5
2017-04-05,95,54.0,,0.54,51.300000000000004
2017-04-06,88,54.0,,0.54,47.52
2017-04-07,88,54.0,,0.54,47.52
2017-04-08,71,54.0,,0.54,38.34
2017-04-09,74,54.0,,0.54,39.96
2017-04-10,82,54.0,,0.54,44.28
2017-04-11,90,54.0,,0.54,48.6
2017-04-12,86,54.0,,0.54,46.440000000000005
2017-04-13,80,54.0,,0.54,43.2
2017-04-14,85,54.0,,0.54,45.900000000000006
2017-04-15,72,54.0,,0.54,38.88
2017-04-16,69,54.0,,0.54,37.260000000000005
2017-04-17,76,54.0,,0.54,41.040000000000006
2017-04-18,89,54.0,,0.54,48.06
2017-04-19,100,54.0,,0.54,54.0
2017-04-20,97,54.0,,0.54,52.38
2017-04-21,85,54.0,,0.54,45.900000000000006
2017-04-22,65,54.0,,0.54,35.1
2017-04-23,68,54.0,,0.54,36.72
2017-04-24,88,54.0,,0.54,47.52
2017-04-25,94,54.0,,0.54,50.760000000000005
2017-04-26,87,54.0,,0.54,46.980000000000004
2017-04-27,87,54.0,,0.54,46.980000000000004
2017-04-28,74,54.0,,0.54,39.96
2017-04-29,60,54.0,,0.54,32.400000000000006
2017-04-30,70,54.0,,0.54,37.800000000000004
2017-05-01,72,58.0,False,0.58,41.76
2017-05-02,72,58.0,,0.58,41.76
2017-05-03,73,58.0,,0.58,42.339999999999996
2017-05-04,69,58.0,,0.58,40.019999999999996
2017-05-05,73,58.0,,0.58,42.339999999999996
2017-05-06,59,58.0,,0.58,34.22
2017-05-07,58,58.0,,0.58,33.64
2017-05-08,68,58.0,,0.58,39.44
2017-05-09,84,58.0,,0.58,48.72
2017-05-10,87,58.0,,0.58,50.459999999999994
2017-05-11,78,58.0,,0.58,45.239999999999995
2017-05-12,66,58.0,,0.58,38.279999999999994
2017-05-13,61,58.0,,0.58,35.379999999999995
2017-05-14,62,58.0,,0.58,35.96
2017-05-15,80,58.0,,0.58,46.4
2017-05-16,85,58.0,,0.58,49.3
2017-05-17,75,58.0,,0.58,43.5
2017-05-18,72,58.0,,0.58,41.76
2017-05-19,68,58.0,,0.58,39.44
2017-05-20,69,58.0,,0.58,40.019999999999996
2017-05-21,93,58.0,,0.58,53.94
2017-05-22,85,58.0,,0.58,49.3
2017-05-23,100,58.0,,0.58,57.99999999999999
2017-05-24,86,58.0,,0.58,49.879999999999995
2017-05-25,71,58.0,,0.58,41.18
2017-05-26,58,58.0,,0.58,33.64
2017-05-27,57,58.0,,0.58,33.059999999999995
2017-05-28,58,58.0,,0.58,33.64
2017-05-29,68,58.0,,0.58,39.44
2017-05-30,65,58.0,,0.58,37.699999999999996
2017-05-31,54,58.0,,0.58,31.319999999999997
2017-06-01,87,43.0,False,0.43,37.41
2017-06-02,93,43.0,,0.43,39.99
2017-06-03,71,43.0,,0.43,30.53
2017-06-04,84,43.0,,0.43,36.12
2017-06-05,97,43.0,,0.43,41.71
2017-06-06,98,43.0,,0.43,42.14
2017-06-07,94,43.0,,0.43,40.42
2017-06-08,99,43.0,,0.43,42.57
2017-06-09,75,43.0,,0.43,32.25
2017-06-10,70,43.0,,0.43,30.099999999999998
2017-06-11,73,43.0,,0.43,31.39
2017-06-12,68,43.0,,0.43,29.24
2017-06-13,66,43.0,,0.43,28.38
2017-06-14,86,43.0,,0.43,36.98
2017-06-15,72,43.0,,0.43,30.96
2017-06-16,74,43.0,,0.43,31.82
2017-06-17,74,43.0,,0.43,31.82
2017-06-18,73,43.0,,0.43,31.39
2017-06-19,100,43.0,,0.43,43.0
2017-06-20,98,43.0,,0.43,42.14
2017-06-21,88,43.0,,0.43,37.839999999999996
2017-06-22,84,43.0,,0.43,36.12
2017-06-23,91,43.0,,0.43,39.13
2017-06-24,80,43.0,,0.43,34.4
2017-06-25,87,43.0,,0.43,37.41
2017-06-26,76,43.0,,0.43,32.68
2017-06-27,75,43.0,,0.43,32.25
2017-06-28,77,43.0,,0.43,33.11
2017-06-29,71,43.0,,0.43,30.53
2017-06-30,72,43.0,,0.43,30.96
2017-07-01,60,44.0,False,0.44,26.4
2017-07-02,59,44.0,,0.44,25.96
2017-07-03,66,44.0,,0.44,29.04
2017-07-04,70,44.0,,0.44,30.8
2017-07-05,67,44.0,,0.44,29.48
2017-07-06,94,44.0,,0.44,41.36
2017-07-07,71,44.0,,0.44,31.24
2017-07-08,72,44.0,,0.44,31.68
2017-07-09,80,44.0,,0.44,35.2
2017-07-10,64,44.0,,0.44,28.16
2017-07-11,75,44.0,,0.44,33.0
2017-07-12,75,44.0,,0.44,33.0
2017-07-13,69,44.0,,0.44,30.36
2017-07-14,83,44.0,,0.44,36.52
2017-07-15,80,44.0,,0.44,35.2
2017-07-16,88,44.0,,0.44,38.72
2017-07-17,72,44.0,,0.44,31.68
2017-07-18,74,44.0,,0.44,32.56
2017-07-19,82,44.0,,0.44,36.08
2017-07-20,100,44.0,,0.44,44.0
2017-07-21,99,44.0,,0.44,43.56
2017-07-22,71,44.0,,0.44,31.24
2017-07-23,81,44.0,,0.44,35.64
2017-07-24,69,44.0,,0.44,30.36
2017-07-25,81,44.0,,0.44,35.64
2017-07-26,66,44.0,,0.44,29.04
2017-07-27,76,44.0,,0.44,33.44
2017-07-28,74,44.0,,0.44,32.56
2017-07-29,78,44.0,,0.44,34.32
2017-07-30,78,44.0,,0.44,34.32
2017-07-31,64,44.0,,0.44,28.16
2017-08-01,80,38.0,False,0.38,30.4
2017-08-02,90,38.0,,0.38,34.2
2017-08-03,89,38.0,,0.38,33.82
2017-08-04,89,38.0,,0.38,33.82
2017-08-05,93,38.0,,0.38,35.34
2017-08-06,100,38.0,,0.38,38.0
2017-08-07,96,38.0,,0.38,36.480000000000004
2017-08-08,100,38.0,,0.38,38.0
2017-08-09,88,38.0,,0.38,33.44
2017-08-10,96,38.0,,0.38,36.480000000000004
2017-08-11,79,38.0,,0.38,30.02
2017-08-12,85,38.0,,0.38,32.3
2017-08-13,96,38.0,,0.38,36.480000000000004
2017-08-14,92,38.0,,0.38,34.96
2017-08-15,82,38.0,,0.38,31.16
2017-08-16,89,38.0,,0.38,33.82
2017-08-17,92,38.0,,0.38,34.96
2017-08-18,80,38.0,,0.38,30.4
2017-08-19,79,38.0,,0.38,30.02
2017-08-20,76,38.0,,0.38,28.88
2017-08-21,73,38.0,,0.38,27.740000000000002
2017-08-22,92,38.0,,0.38,34.96
2017-08-23,97,38.0,,0.38,36.86
2017-08-24,90,38.0,,0.38,34.2
2017-08-25,74,38.0,,0.38,28.12
2017-08-26,86,38.0,,0.38,32.68
2017-08-27,59,38.0,,0.38,22.42
2017-08-28,79,38.0,,0.38,30.02
2017-08-29,87,38.0,,0.38,33.06
2017-08-30,86,38.0,,0.38,32.68
2017-08-31,99,38.0,,0.38,37.62
2017-09-01,66,46.0,False,0.46,30.360000000000003
2017-09-02,64,46.0,,0.46,29.44
2017-09-03,80,46.0,,0.46,36.800000000000004
2017-09-04,75,46.0,,0.46,34.5
2017-09-05,85,46.0,,0.46,39.1
2017-09-06,80,46.0,,0.46,36.800000000000004
2017-09-07,85,46.0,,0.46,39.1
2017-09-08,78,46.0,,0.46,35.88
2017-09-09,66,46.0,,0.46,30.360000000000003
2017-09-10,69,46.0,,0.46,31.740000000000002
2017-09-11,88,46.0,,0.46,40.480000000000004
2017-09-12,78,46.0,,0.46,35.88
2017-09-13,90,46.0,,0.46,41.4
2017-09-14,95,46.0,,0.46,43.7
2017-09-15,100,46.0,,0.46,46.0
2017-09-16,87,46.0,,0.46,40.02
2017-09-17,78,46.0,,0.46,35.88
2017-09-18,99,46.0,,0.46,45.54
2017-09-19,97,46.0,,0.46,44.620000000000005
2017-09-20,96,46.0,,0.46,44.160000000000004
2017-09-21,90,46.0,,0.46,41.4
2017-09-22,84,46.0,,0.46,38.64
2017-09-23,76,46.0,,0.46,34.96
2017-09-24,85,46.0,,0.46,39.1
2017-09-25,85,46.0,,0.46,39.1
2017-09-26,93,46.0,,0.46,42.78
2017-09-27,97,46.0,,0.46,44.620000000000005
2017-09-28,91,46.0,,0.46,41.86
2017-09-29,92,46.0,,0.46,42.32
2017-09-30,78,46.0,,0.46,35.88
2017-10-01,53,54.0,False,0.54,28.62
2017-10-02,62,54.0,,0.54,33.480000000000004
2017-10-03,65,54.0,,0.54,35.1
2017-10-04,63,54.0,,0.54,34.02
2017-10-05,65,54.0,,0.54,35.1
2017-10-06,60,54.0,,0.54,32.400000000000006
2017-10-07,46,54.0,,0.54,24.840000000000003
2017-10-08,47,54.0,,0.54,25.380000000000003
2017-10-09,54,54.0,,0.54,29.160000000000004
2017-10-10,58,54.0,,0.54,31.32
2017-10-11,54,54.0,,0.54,29.160000000000004
2017-10-12,59,54.0,,0.54,31.860000000000003
2017-10-13,56,54.0,,0.54,30.240000000000002
2017-10-14,42,54.0,,0.54,22.68
2017-10-15,45,54.0,,0.54,24.3
2017-10-16,61,54.0,,0.54,32.940000000000005
2017-10-17,53,54.0,,0.54,28.62
2017-10-18,56,54.0,,0.54,30.240000000000002
2017-10-19,67,54.0,,0.54,36.18
2017-10-20,79,54.0,,0.54,42.660000000000004
2017-10-21,53,54.0,,0.54,28.62
2017-10-22,61,54.0,,0.54,32.940000000000005
2017-10-23,67,54.0,,0.54,36.18
2017-10-24,68,54.0,,0.54,36.72
2017-10-25,66,54.0,,0.54,35.64
2017-10-26,73,54.0,,0.54,39.42
2017-10-27,100,54.0,,0.54,54.0
2017-10-28,64,54.0,,0.54,34.56
2017-10-29,58,54.0,,0.54,31.32
2017-10-30,67,54.0,,0.54,36.18
2017-10-31,63,54.0,,0.54,34.02
2017-11-01,91,55.0,False,0.55,50.050000000000004
2017-11-02,82,55.0,,0.55,45.1
2017-11-03,78,55.0,,0.55,42.900000000000006
2017-11-04,64,55.0,,0.55,35.2
2017-11-05,65,55.0,,0.55,35.75
2017-11-06,74,55.0,,0.55,40.7
2017-11-07,91,55.0,,0.55,50.050000000000004
2017-11-08,84,55.0,,0.55,46.2
2017-11-09,73,55.0,,0.55,40.150000000000006
2017-11-10,76,55.0,,0.55,41.800000000000004
2017-11-11,63,55.0,,0.55,34.650000000000006
2017-11-12,68,55.0,,0.55,37.400000000000006
2017-11-13,73,55.0,,0.55,40.150000000000006
2017-11-14,69,55.0,,0.55,37.95
2017-11-15,70,55.0,,0.55,38.5
2017-11-16,73,55.0,,0.55,40.150000000000006
2017-11-17,61,55.0,,0.55,33.550000000000004
2017-11-18,53,55.0,,0.55,29.150000000000002
2017-11-19,75,55.0,,0.55,41.25
2017-11-20,80,55.0,,0.55,44.0
2017-11-21,69,55.0,,0.55,37.95
2017-11-22,56,55.0,,0.55,30.800000000000004
2017-11-23,56,55.0,,0.55,30.800000000000004
2017-11-24,52,55.0,,0.55,28.6
2017-11-25,57,55.0,,0.55,31.35
2017-11-26,60,55.0,,0.55,33.0
2017-11-27,73,55.0,,0.55,40.150000000000006
2017-11-28,77,55.0,,0.55,42.35
2017-11-29,77,55.0,,0.55,42.35
2017-11-30,100,55.0,,0.55,55.00000000000001
2017-12-01,64,56.0,False,0.56,35.84
2017-12-02,50,56.0,,0.56,28.000000000000004
2017-12-03,39,56.0,,0.56,21.840000000000003
2017-12-04,42,56.0,,0.56,23.520000000000003
2017-12-05,39,56.0,,0.56,21.840000000000003
2017-12-06,41,56.0,,0.56,22.96
2017-12-07,39,56.0,,0.56,21.840000000000003
2017-12-08,33,56.0,,0.56,18.48
2017-12-09,36,56.0,,0.56,20.160000000000004
2017-12-10,30,56.0,,0.56,16.8
2017-12-11,32,56.0,,0.56,17.92
2017-12-12,35,56.0,,0.56,19.6
2017-12-13,36,56.0,,0.56,20.160000000000004
2017-12-14,30,56.0,,0.56,16.8
2017-12-15,30,56.0,,0.56,16.8
2017-12-16,31,56.0,,0.56,17.360000000000003
2017-12-17,32,56.0,,0.56,17.92
2017-12-18,38,56.0,,0.56,21.28
2017-12-19,30,56.0,,0.56,16.8
2017-12-20,100,56.0,,0.56,56.00000000000001
2017-12-21,39,56.0,,0.56,21.840000000000003
2017-12-22,33,56.0,,0.56,18.48
2017-12-23,24,56.0,,0.56,13.440000000000001
2017-12-24,28,56.0,,0.56,15.680000000000001
2017-12-25,32,56.0,,0.56,17.92
2017-12-26,31,56.0,,0.56,17.360000000000003
