date,YOU_unscaled,YOU_monthly,isPartial,scale,YOU
2016-07-11,94,65.0,,0.65,61.1
2016-07-12,94,65.0,,0.65,61.1
2016-07-13,98,65.0,,0.65,63.7
2016-07-14,92,65.0,,0.65,59.800000000000004
2016-07-15,90,65.0,,0.65,58.5
2016-07-16,93,65.0,,0.65,60.45
2016-07-17,99,65.0,,0.65,64.35000000000001
2016-07-18,94,65.0,,0.65,61.1
2016-07-19,95,65.0,,0.65,61.75
2016-07-20,94,65.0,,0.65,61.1
2016-07-21,94,65.0,,0.65,61.1
2016-07-22,93,65.0,,0.65,60.45
2016-07-23,95,65.0,,0.65,61.75
2016-07-24,96,65.0,,0.65,62.400000000000006
2016-07-25,90,65.0,,0.65,58.5
2016-07-26,95,65.0,,0.65,61.75
2016-07-27,93,65.0,,0.65,60.45
2016-07-28,91,65.0,,0.65,59.15
2016-07-29,91,65.0,,0.65,59.15
2016-07-30,92,65.0,,0.65,59.800000000000004
2016-07-31,100,65.0,,0.65,65.0
2016-08-01,90,63.0,False,0.63,56.7
2016-08-02,94,63.0,,0.63,59.22
2016-08-03,92,63.0,,0.63,57.96
2016-08-04,90,63.0,,0.63,56.7
2016-08-05,90,63.0,,0.63,56.7
2016-08-06,88,63.0,,0.63,55.44
2016-08-07,92,63.0,,0.63,57.96
2016-08-08,83,63.0,,0.63,52.29
2016-08-09,87,63.0,,0.63,54.81
2016-08-10,85,63.0,,0.63,53.55
2016-08-11,87,63.0,,0.63,54.81
2016-08-12,87,63.0,,0.63,54.81
2016-08-13,87,63.0,,0.63,54.81
2016-08-14,94,63.0,,0.63,59.22
2016-08-15,82,63.0,,0.63,51.660000000000004
2016-08-16,87,63.0,,0.63,54.81
2016-08-17,87,63.0,,0.63,54.81
2016-08-18,86,63.0,,0.63,54.18
2016-08-19,85,63.0,,0.63,53.55
2016-08-20,92,63.0,,0.63,57.96
2016-08-21,93,63.0,,0.63,58.59
2016-08-22,85,63.0,,0.63,53.55
2016-08-23,91,63.0,,0.63,57.33
2016-08-24,88,63.0,,0.63,55.44
2016-08-25,95,63.0,,0.63,59.85
2016-08-26,92,63.0,,0.63,57.96
2016-08-27,95,63.0,,0.63,59.85
2016-08-28,100,63.0,,0.63,63.0
2016-08-29,90,63.0,,0.63,56.7
2016-08-30,92,63.0,,0.63,57.96
2016-08-31,92,63.0,,0.63,57.96
2016-09-01,93,65.0,False,0.65,60.45
2016-09-02,92,65.0,,0.65,59.800000000000004
2016-09-03,92,65.0,,0.65,59.800000000000004
2016-09-04,97,65.0,,0.65,63.050000000000004
2016-09-05,99,65.0,,0.65,64.35000000000001
2016-09-06,92,65.0,,0.65,59.800000000000004
2016-09-07,92,65.0,,0.65,59.800000000000004
2016-09-08,94,65.0,,0.65,61.1
2016-09-09,91,65.0,,0.65,59.15
2016-09-10,100,65.0,,0.65,65.0
2016-09-11,98,65.0,,0.65,63.7
2016-09-12,91,65.0,,0.65,59.15
2016-09-13,96,65.0,,0.65,62.400000000000006
2016-09-14,99,65.0,,0.65,64.35000000000001
2016-09-15,94,65.0,,0.65,61.1
2016-09-16,91,65.0,,0.65,59.15
2016-09-17,93,65.0,,0.65,60.45
2016-09-18,96,65.0,,0.65,62.400000000000006
2016-09-19,93,65.0,,0.65,60.45
2016-09-20,96,65.0,,0.65,62.400000000000006
2016-09-21,95,65.0,,0.65,61.75
2016-09-22,96,65.0,,0.65,62.400000000000006
2016-09-23,92,65.0,,0.65,59.800000000000004
2016-09-24,93,65.0,,0.65,60.45
2016-09-25,98,65.0,,0.65,63.7
2016-09-26,92,65.0,,0.65,59.800000000000004
2016-09-27,92,65.0,,0.65,59.800000000000004
2016-09-28,99,65.0,,0.65,64.35000000000001
2016-09-29,95,65.0,,0.65,61.75
2016-09-30,93,65.0,,0.65,60.45
2016-10-01,96,65.0,False,0.65,62.400000000000006
2016-10-02,97,65.0,,0.65,63.050000000000004
2016-10-03,91,65.0,,0.65,59.15
2016-10-04,93,65.0,,0.65,60.45
2016-10-05,94,65.0,,0.65,61.1
2016-10-06,92,65.0,,0.65,59.800000000000004
2016-10-07,90,65.0,,0.65,58.5
2016-10-08,94,65.0,,0.65,61.1
2016-10-09,97,65.0,,0.65,63.050000000000004
2016-10-10,94,65.0,,0.65,61.1
2016-10-11,95,65.0,,0.65,61.75
2016-10-12,98,65.0,,0.65,63.7
2016-10-13,98,65.0,,0.65,63.7
2016-10-14,94,65.0,,0.65,61.1
2016-10-15,95,65.0,,0.65,61.75
2016-10-16,100,65.0,,0.65,65.0
2016-10-17,96,65.0,,0.65,62.400000000000006
2016-10-18,97,65.0,,0.65,63.050000000000004
2016-10-19,98,65.0,,0.65,63.7
2016-10-20,96,65.0,,0.65,62.400000000000006
2016-10-21,92,65.0,,0.65,59.800000000000004
2016-10-22,97,65.0,,0.65,63.050000000000004
2016-10-23,99,65.0,,0.65,64.35000000000001
2016-10-24,93,65.0,,0.65,60.45
2016-10-25,96,65.0,,0.65,62.400000000000006
2016-10-26,97,65.0,,0.65,63.050000000000004
2016-10-27,95,65.0,,0.65,61.75
2016-10-28,95,65.0,,0.65,61.75
2016-10-29,94,65.0,,0.65,61.1
2016-10-30,96,65.0,,0.65,62.400000000000006
2016-10-31,88,65.0,,0.65,57.2
2016-11-01,88,64.0,False,0.64,56.32
2016-11-02,92,64.0,,0.64,58.88
2016-11-03,87,64.0,,0.64,55.68
2016-11-04,88,64.0,,0.64,56.32
2016-11-05,89,64.0,,0.64,56.96
2016-11-06,93,64.0,,0.64,59.52
2016-11-07,88,64.0,,0.64,56.32
2016-11-08,95,64.0,,0.64,60.800000000000004
2016-11-09,69,64.0,,0.64,44.160000000000004
2016-11-10,89,64.0,,0.64,56.96
2016-11-11,89,64.0,,0.64,56.96
2016-11-12,89,64.0,,0.64,56.96
2016-11-13,91,64.0,,0.64,58.24
2016-11-14,87,64.0,,0.64,55.68
2016-11-15,92,64.0,,0.64,58.88
2016-11-16,92,64.0,,0.64,58.88
2016-11-17,90,64.0,,0.64,57.6
2016-11-18,89,64.0,,0.64,56.96
2016-11-19,89,64.0,,0.64,56.96
2016-11-20,92,64.0,,0.64,58.88
2016-11-21,88,64.0,,0.64,56.32
2016-11-22,92,64.0,,0.64,58.88
2016-11-23,94,64.0,,0.64,60.160000000000004
2016-11-24,100,64.0,,0.64,64.0
2016-11-25,77,64.0,,0.64,49.28
2016-11-26,85,64.0,,0.64,54.4
2016-11-27,94,64.0,,0.64,60.160000000000004
2016-11-28,81,64.0,,0.64,51.84
2016-11-29,89,64.0,,0.64,56.96
2016-11-30,92,64.0,,0.64,58.88
2016-12-01,93,65.0,False,0.65,60.45
2016-12-02,92,65.0,,0.65,59.800000000000004
2016-12-03,94,65.0,,0.65,61.1
2016-12-04,94,65.0,,0.65,61.1
2016-12-05,89,65.0,,0.65,57.85
2016-12-06,91,65.0,,0.65,59.15
2016-12-07,99,65.0,,0.65,64.35000000000001
2016-12-08,93,65.0,,0.65,60.45
2016-12-09,90,65.0,,0.65,58.5
2016-12-10,96,65.0,,0.65,62.400000000000006
2016-12-11,96,65.0,,0.65,62.400000000000006
2016-12-12,90,65.0,,0.65,58.5
2016-12-13,92,65.0,,0.65,59.800000000000004
2016-12-14,94,65.0,,0.65,61.1
2016-12-15,93,65.0,,0.65,60.45
2016-12-16,92,65.0,,0.65,59.800000000000004
2016-12-17,94,65.0,,0.65,61.1
2016-12-18,95,65.0,,0.65,61.75
2016-12-19,89,65.0,,0.65,57.85
2016-12-20,93,65.0,,0.65,60.45
2016-12-21,92,65.0,,0.65,59.800000000000004
2016-12-22,93,65.0,,0.65,60.45
2016-12-23,91,65.0,,0.65,59.15
2016-12-24,96,65.0,,0.65,62.400000000000006
2016-12-25,100,65.0,,0.65,65.0
2016-12-26,94,65.0,,0.65,61.1
2016-12-27,92,65.0,,0.65,59.800000000000004
2016-12-28,93,65.0,,0.65,60.45
2016-12-29,93,65.0,,0.65,60.45
2016-12-30,96,65.0,,0.65,62.400000000000006
2016-12-31,95,65.0,,0.65,61.75
2017-01-01,89,66.0,False,0.66,58.74
2017-01-02,91,66.0,,0.66,60.06
2017-01-03,92,66.0,,0.66,60.720000000000006
2017-01-04,89,66.0,,0.66,58.74
2017-01-05,92,66.0,,0.66,60.720000000000006
2017-01-06,89,66.0,,0.66,58.74
2017-01-07,95,66.0,,0.66,62.7
2017-01-08,96,66.0,,0.66,63.36
2017-01-09,86,66.0,,0.66,56.760000000000005
2017-01-10,89,66.0,,0.66,58.74
2017-01-11,92,66.0,,0.66,60.720000000000006
2017-01-12,92,66.0,,0.66,60.720000000000006
2017-01-13,90,66.0,,0.66,59.400000000000006
2017-01-14,97,66.0,,0.66,64.02
2017-01-15,95,66.0,,0.66,62.7
2017-01-16,91,66.0,,0.66,60.06
2017-01-17,92,66.0,,0.66,60.720000000000006
2017-01-18,92,66.0,,0.66,60.720000000000006
2017-01-19,93,66.0,,0.66,61.38
2017-01-20,89,66.0,,0.66,58.74
2017-01-21,93,66.0,,0.66,61.38
2017-01-22,96,66.0,,0.66,63.36
2017-01-23,88,66.0,,0.66,58.080000000000005
2017-01-24,97,66.0,,0.66,64.02
2017-01-25,93,66.0,,0.66,61.38
2017-01-26,93,66.0,,0.66,61.38
2017-01-27,91,66.0,,0.66,60.06
2017-01-28,98,66.0,,0.66,64.68
2017-01-29,100,66.0,,0.66,66.0
2017-01-30,88,66.0,,0.66,58.080000000000005
2017-01-31,92,66.0,,0.66,60.720000000000006
2017-02-01,93,67.0,False,0.67,62.31
2017-02-02,92,67.0,,0.67,61.64
2017-02-03,94,67.0,,0.67,62.980000000000004
2017-02-04,95,67.0,,0.67,63.650000000000006
2017-02-05,100,67.0,,0.67,67.0
2017-02-06,88,67.0,,0.67,58.96
2017-02-07,94,67.0,,0.67,62.980000000000004
2017-02-08,96,67.0,,0.67,64.32000000000001
2017-02-09,92,67.0,,0.67,61.64
2017-02-10,94,67.0,,0.67,62.980000000000004
2017-02-11,99,67.0,,0.67,66.33
2017-02-12,100,67.0,,0.67,67.0
2017-02-13,94,67.0,,0.67,62.980000000000004
2017-02-14,98,67.0,,0.67,65.66000000000001
2017-02-15,93,67.0,,0.67,62.31
2017-02-16,93,67.0,,0.67,62.31
2017-02-17,93,67.0,,0.67,62.31
2017-02-18,93,67.0,,0.67,62.31
2017-02-19,98,67.0,,0.67,65.66000000000001
2017-02-20,91,67.0,,0.67,60.970000000000006
2017-02-21,95,67.0,,0.67,63.650000000000006
2017-02-22,91,67.0,,0.67,60.970000000000006
2017-02-23,93,67.0,,0.67,62.31
2017-02-24,94,67.0,,0.67,62.980000000000004
2017-02-25,95,67.0,,0.67,63.650000000000006
2017-02-26,94,67.0,,0.67,62.980000000000004
2017-02-27,89,67.0,,0.67,59.63
2017-02-28,92,67.0,,0.67,61.64
2017-03-01,94,67.0,False,0.67,62.980000000000004
2017-03-02,100,67.0,,0.67,67.0
2017-03-03,93,67.0,,0.67,62.31
2017-03-04,97,67.0,,0.67,64.99000000000001
2017-03-05,100,67.0,,0.67,67.0
2017-03-06,95,67.0,,0.67,63.650000000000006
2017-03-07,93,67.0,,0.67,62.31
2017-03-08,94,67.0,,0.67,62.980000000000004
2017-03-09,94,67.0,,0.67,62.980000000000004
2017-03-10,89,67.0,,0.67,59.63
2017-03-11,97,67.0,,0.67,64.99000000000001
2017-03-12,96,67.0,,0.67,64.32000000000001
2017-03-13,92,67.0,,0.67,61.64
2017-03-14,95,67.0,,0.67,63.650000000000006
2017-03-15,94,67.0,,0.67,62.980000000000004
2017-03-16,97,67.0,,0.67,64.99000000000001
2017-03-17,97,67.0,,0.67,64.99000000000001
2017-03-18,94,67.0,,0.67,62.980000000000004
2017-03-19,99,67.0,,0.67,66.33
2017-03-20,93,67.0,,0.67,62.31
2017-03-21,96,67.0,,0.67,64.32000000000001
2017-03-22,95,67.0,,0.67,63.650000000000006
2017-03-23,97,67.0,,0.67,64.99000000000001
2017-03-24,93,67.0,,0.67,62.31
2017-03-25,94,67.0,,0.67,62.980000000000004
2017-03-26,100,67.0,,0.67,67.0
2017-03-27,93,67.0,,0.67,62.31
2017-03-28,96,67.0,,0.67,64.32000000000001
2017-03-29,96,67.0,,0.67,64.32000000000001
2017-03-30,96,67.0,,0.67,64.32000000000001
2017-03-31,92,67.0,,0.67,61.64
2017-04-01,95,65.0,False,0.65,61.75
2017-04-02,97,65.0,,0.65,63.050000000000004
2017-04-03,87,65.0,,0.65,56.550000000000004
2017-04-04,95,65.0,,0.65,61.75
2017-04-05,93,65.0,,0.65,60.45
2017-04-06,92,65.0,,0.65,59.800000000000004
2017-04-07,87,65.0,,0.65,56.550000000000004
2017-04-08,93,65.0,,0.65,60.45
2017-04-09,95,65.0,,0.65,61.75
2017-04-10,88,65.0,,0.65,57.2
2017-04-11,91,65.0,,0.65,59.15
2017-04-12,93,65.0,,0.65,60.45
2017-04-13,92,65.0,,0.65,59.800000000000004
2017-04-14,93,65.0,,0.65,60.45
2017-04-15,94,65.0,,0.65,61.1
2017-04-16,100,65.0,,0.65,65.0
2017-04-17,91,65.0,,0.65,59.15
2017-04-18,89,65.0,,0.65,57.85
2017-04-19,93,65.0,,0.65,60.45
2017-04-20,90,65.0,,0.65,58.5
2017-04-21,91,65.0,,0.65,59.15
2017-04-22,95,65.0,,0.65,61.75
2017-04-23,97,65.0,,0.65,63.050000000000004
2017-04-24,92,65.0,,0.65,59.800000000000004
2017-04-25,93,65.0,,0.65,60.45
2017-04-26,93,65.0,,0.65,60.45
2017-04-27,93,65.0,,0.65,60.45
2017-04-28,90,65.0,,0.65,58.5
2017-04-29,93,65.0,,0.65,60.45
2017-04-30,100,65.0,,0.65,65.0
2017-05-01,86,65.0,False,0.65,55.9
2017-05-02,87,65.0,,0.65,56.550000000000004
2017-05-03,91,65.0,,0.65,59.15
2017-05-04,100,65.0,,0.65,65.0
2017-05-05,88,65.0,,0.65,57.2
2017-05-06,91,65.0,,0.65,59.15
2017-05-07,94,65.0,,0.65,61.1
2017-05-08,89,65.0,,0.65,57.85
2017-05-09,89,65.0,,0.65,57.85
2017-05-10,88,65.0,,0.65,57.2
2017-05-11,88,65.0,,0.65,57.2
2017-05-12,88,65.0,,0.65,57.2
2017-05-13,93,65.0,,0.65,60.45
2017-05-14,96,65.0,,0.65,62.400000000000006
2017-05-15,88,65.0,,0.65,57.2
2017-05-16,87,65.0,,0.65,56.550000000000004
2017-05-17,89,65.0,,0.65,57.85
2017-05-18,87,65.0,,0.65,56.550000000000004
2017-05-19,84,65.0,,0.65,54.6
2017-05-20,89,65.0,,0.65,57.85
2017-05-21,96,65.0,,0.65,62.400000000000006
2017-05-22,90,65.0,,0.65,58.5
2017-05-23,85,65.0,,0.65,55.25
2017-05-24,90,65.0,,0.65,58.5
2017-05-25,89,65.0,,0.65,57.85
2017-05-26,87,65.0,,0.65,56.550000000000004
2017-05-27,91,65.0,,0.65,59.15
2017-05-28,92,65.0,,0.65,59.800000000000004
2017-05-29,93,65.0,,0.65,60.45
2017-05-30,88,65.0,,0.65,57.2
2017-05-31,89,65.0,,0.65,57.85
2017-06-01,92,65.0,False,0.65,59.800000000000004
2017-06-02,93,65.0,,0.65,60.45
2017-06-03,92,65.0,,0.65,59.800000000000004
2017-06-04,95,65.0,,0.65,61.75
2017-06-05,89,65.0,,0.65,57.85
2017-06-06,92,65.0,,0.65,59.800000000000004
2017-06-07,95,65.0,,0.65,61.75
2017-06-08,95,65.0,,0.65,61.75
2017-06-09,92,65.0,,0.65,59.800000000000004
2017-06-10,95,65.0,,0.65,61.75
2017-06-11,98,65.0,,0.65,63.7
2017-06-12,91,65.0,,0.65,59.15
2017-06-13,92,65.0,,0.65,59.800000000000004
2017-06-14,91,65.0,,0.65,59.15
2017-06-15,97,65.0,,0.65,63.050000000000004
2017-06-16,96,65.0,,0.65,62.400000000000006
2017-06-17,97,65.0,,0.65,63.050000000000004
2017-06-18,100,65.0,,0.65,65.0
2017-06-19,93,65.0,,0.65,60.45
2017-06-20,91,65.0,,0.65,59.15
2017-06-21,93,65.0,,0.65,60.45
2017-06-22,93,65.0,,0.65,60.45
2017-06-23,93,65.0,,0.65,60.45
2017-06-24,97,65.0,,0.65,63.050000000000004
2017-06-25,99,65.0,,0.65,64.35000000000001
2017-06-26,95,65.0,,0.65,61.75
2017-06-27,97,65.0,,0.65,63.050000000000004
2017-06-28,96,65.0,,0.65,62.400000000000006
2017-06-29,96,65.0,,0.65,62.400000000000006
2017-06-30,97,65.0,,0.65,63.050000000000004
2017-07-01,95,68.0,False,0.68,64.60000000000001
2017-07-02,96,68.0,,0.68,65.28
2017-07-03,92,68.0,,0.68,62.56
2017-07-04,95,68.0,,0.68,64.60000000000001
2017-07-05,86,68.0,,0.68,58.480000000000004
2017-07-06,91,68.0,,0.68,61.88
2017-07-07,91,68.0,,0.68,61.88
2017-07-08,94,68.0,,0.68,63.92
2017-07-09,98,68.0,,0.68,66.64
2017-07-10,91,68.0,,0.68,61.88
2017-07-11,95,68.0,,0.68,64.60000000000001
2017-07-12,94,68.0,,0.68,63.92
2017-07-13,94,68.0,,0.68,63.92
2017-07-14,97,68.0,,0.68,65.96000000000001
2017-07-15,97,68.0,,0.68,65.96000000000001
2017-07-16,97,68.0,,0.68,65.96000000000001
2017-07-17,89,68.0,,0.68,60.52
2017-07-18,94,68.0,,0.68,63.92
2017-07-19,97,68.0,,0.68,65.96000000000001
2017-07-20,92,68.0,,0.68,62.56
2017-07-21,93,68.0,,0.68,63.24
2017-07-22,94,68.0,,0.68,63.92
2017-07-23,100,68.0,,0.68,68.0
2017-07-24,92,68.0,,0.68,62.56
2017-07-25,93,68.0,,0.68,63.24
2017-07-26,92,68.0,,0.68,62.56
2017-07-27,93,68.0,,0.68,63.24
2017-07-28,90,68.0,,0.68,61.2
2017-07-29,94,68.0,,0.68,63.92
2017-07-30,97,68.0,,0.68,65.96000000000001
2017-07-31,92,68.0,,0.68,62.56
2017-08-01,83,66.0,False,0.66,54.78
2017-08-02,82,66.0,,0.66,54.120000000000005
2017-08-03,82,66.0,,0.66,54.120000000000005
2017-08-04,82,66.0,,0.66,54.120000000000005
2017-08-05,84,66.0,,0.66,55.440000000000005
2017-08-06,86,66.0,,0.66,56.760000000000005
2017-08-07,80,66.0,,0.66,52.800000000000004
2017-08-08,80,66.0,,0.66,52.800000000000004
2017-08-09,82,66.0,,0.66,54.120000000000005
2017-08-10,86,66.0,,0.66,56.760000000000005
2017-08-11,80,66.0,,0.66,52.800000000000004
2017-08-12,81,66.0,,0.66,53.46
2017-08-13,86,66.0,,0.66,56.760000000000005
2017-08-14,81,66.0,,0.66,53.46
2017-08-15,81,66.0,,0.66,53.46
2017-08-16,82,66.0,,0.66,54.120000000000005
2017-08-17,83,66.0,,0.66,54.78
2017-08-18,81,66.0,,0.66,53.46
2017-08-19,89,66.0,,0.66,58.74
2017-08-20,92,66.0,,0.66,60.720000000000006
2017-08-21,100,66.0,,0.66,66.0
2017-08-22,84,66.0,,0.66,55.440000000000005
2017-08-23,83,66.0,,0.66,54.78
2017-08-24,81,66.0,,0.66,53.46
2017-08-25,86,66.0,,0.66,56.760000000000005
2017-08-26,84,66.0,,0.66,55.440000000000005
2017-08-27,79,66.0,,0.66,52.14
2017-08-28,83,66.0,,0.66,54.78
2017-08-29,81,66.0,,0.66,53.46
2017-08-30,82,66.0,,0.66,54.120000000000005
2017-08-31,82,66.0,,0.66,54.120000000000005
2017-09-01,92,62.0,False,0.62,57.04
2017-09-02,94,62.0,,0.62,58.28
2017-09-03,97,62.0,,0.62,60.14
2017-09-04,98,62.0,,0.62,60.76
2017-09-05,87,62.0,,0.62,53.94
2017-09-06,88,62.0,,0.62,54.56
2017-09-07,90,62.0,,0.62,55.8
2017-09-08,86,62.0,,0.62,53.32
2017-09-09,86,62.0,,0.62,53.32
2017-09-10,91,62.0,,0.62,56.42
2017-09-11,89,62.0,,0.62,55.18
2017-09-12,91,62.0,,0.62,56.42
2017-09-13,98,62.0,,0.62,60.76
2017-09-14,97,62.0,,0.62,60.14
2017-09-15,94,62.0,,0.62,58.28
2017-09-16,100,62.0,,0.62,62.0
2017-09-17,100,62.0,,0.62,62.0
2017-09-18,92,62.0,,0.62,57.04
2017-09-19,95,62.0,,0.62,58.9
2017-09-20,96,62.0,,0.62,59.519999999999996
2017-09-21,99,62.0,,0.62,61.38
2017-09-22,96,62.0,,0.62,59.519999999999996
2017-09-23,95,62.0,,0.62,58.9
2017-09-24,99,62.0,,0.62,61.38
2017-09-25,98,62.0,,0.62,60.76
2017-09-26,97,62.0,,0.62,60.14
2017-09-27,100,62.0,,0.62,62.0
2017-09-28,95,62.0,,0.62,58.9
2017-09-29,94,62.0,,0.62,58.28
2017-09-30,97,62.0,,0.62,60.14
2017-10-01,100,63.0,False,0.63,63.0
2017-10-02,90,63.0,,0.63,56.7
2017-10-03,93,63.0,,0.63,58.59
2017-10-04,95,63.0,,0.63,59.85
2017-10-05,94,63.0,,0.63,59.22
2017-10-06,92,63.0,,0.63,57.96
2017-10-07,92,63.0,,0.63,57.96
2017-10-08,96,63.0,,0.63,60.480000000000004
2017-10-09,95,63.0,,0.63,59.85
2017-10-10,94,63.0,,0.63,59.22
2017-10-11,93,63.0,,0.63,58.59
2017-10-12,93,63.0,,0.63,58.59
2017-10-13,90,63.0,,0.63,56.7
2017-10-14,92,63.0,,0.63,57.96
2017-10-15,98,63.0,,0.63,61.74
2017-10-16,95,63.0,,0.63,59.85
2017-10-17,92,63.0,,0.63,57.96
2017-10-18,96,63.0,,0.63,60.480000000000004
2017-10-19,97,63.0,,0.63,61.11
2017-10-20,93,63.0,,0.63,58.59
2017-10-21,94,63.0,,0.63,59.22
2017-10-22,95,63.0,,0.63,59.85
2017-10-23,96,63.0,,0.63,60.480000000000004
2017-10-24,98,63.0,,0.63,61.74
2017-10-25,100,63.0,,0.63,63.0
2017-10-26,99,63.0,,0.63,62.37
2017-10-27,94,63.0,,0.63,59.22
2017-10-28,96,63.0,,0.63,60.480000000000004
2017-10-29,96,63.0,,0.63,60.480000000000004
2017-10-30,91,63.0,,0.63,57.33
2017-10-31,92,63.0,,0.63,57.96
2017-11-01,85,65.0,False,0.65,55.25
2017-11-02,89,65.0,,0.65,57.85
2017-11-03,90,65.0,,0.65,58.5
2017-11-04,92,65.0,,0.65,59.800000000000004
2017-11-05,94,65.0,,0.65,61.1
2017-11-06,89,65.0,,0.65,57.85
2017-11-07,90,65.0,,0.65,58.5
2017-11-08,90,65.0,,0.65,58.5
2017-11-09,91,65.0,,0.65,59.15
2017-11-10,95,65.0,,0.65,61.75
2017-11-11,91,65.0,,0.65,59.15
2017-11-12,94,65.0,,0.65,61.1
2017-11-13,89,65.0,,0.65,57.85
2017-11-14,93,65.0,,0.65,60.45
2017-11-15,95,65.0,,0.65,61.75
2017-11-16,95,65.0,,0.65,61.75
2017-11-17,88,65.0,,0.65,57.2
2017-11-18,94,65.0,,0.65,61.1
2017-11-19,93,65.0,,0.65,60.45
2017-11-20,92,65.0,,0.65,59.800000000000004
2017-11-21,91,65.0,,0.65,59.15
2017-11-22,98,65.0,,0.65,63.7
2017-11-23,100,65.0,,0.65,65.0
2017-11-24,84,65.0,,0.65,54.6
2017-11-25,89,65.0,,0.65,57.85
2017-11-26,93,65.0,,0.65,60.45
2017-11-27,83,65.0,,0.65,53.95
2017-11-28,93,65.0,,0.65,60.45
2017-11-29,94,65.0,,0.65,61.1
2017-11-30,97,65.0,,0.65,63.050000000000004
2017-12-01,89,65.0,False,0.65,57.85
2017-12-02,92,65.0,,0.65,59.800000000000004
2017-12-03,94,65.0,,0.65,61.1
2017-12-04,88,65.0,,0.65,57.2
2017-12-05,86,65.0,,0.65,55.9
2017-12-06,89,65.0,,0.65,57.85
2017-12-07,93,65.0,,0.65,60.45
2017-12-08,86,65.0,,0.65,55.9
2017-12-09,89,65.0,,0.65,57.85
2017-12-10,95,65.0,,0.65,61.75
2017-12-11,85,65.0,,0.65,55.25
2017-12-12,89,65.0,,0.65,57.85
2017-12-13,89,65.0,,0.65,57.85
2017-12-14,89,65.0,,0.65,57.85
2017-12-15,87,65.0,,0.65,56.550000000000004
2017-12-16,89,65.0,,0.65,57.85
2017-12-17,87,65.0,,0.65,56.550000000000004
2017-12-18,86,65.0,,0.65,55.9
