date,AI_unscaled,AI_monthly,isPartial,scale,AI
2021-04-07,85,86.0,,0.86,73.1
2021-04-08,77,86.0,,0.86,66.22
2021-04-09,86,86.0,,0.86,73.96
2021-04-10,78,86.0,,0.86,67.08
2021-04-11,75,86.0,,0.86,64.5
2021-04-12,88,86.0,,0.86,75.67999999999999
2021-04-13,89,86.0,,0.86,76.53999999999999
2021-04-14,90,86.0,,0.86,77.4
2021-04-15,92,86.0,,0.86,79.12
2021-04-16,80,86.0,,0.86,68.8
2021-04-17,80,86.0,,0.86,68.8
2021-04-18,80,86.0,,0.86,68.8
2021-04-19,83,86.0,,0.86,71.38
2021-04-20,84,86.0,,0.86,72.24
2021-04-21,87,86.0,,0.86,74.82
2021-04-22,86,86.0,,0.86,73.96
2021-04-23,83,86.0,,0.86,71.38
2021-04-24,85,86.0,,0.86,73.1
2021-04-25,82,86.0,,0.86,70.52
2021-04-26,83,86.0,,0.86,71.38
2021-04-27,88,86.0,,0.86,75.67999999999999
2021-04-28,92,86.0,,0.86,79.12
2021-04-29,84,86.0,,0.86,72.24
2021-04-30,91,86.0,,0.86,78.26
2021-05-01,76,88.0,False,0.88,66.88
2021-05-02,74,88.0,,0.88,65.12
2021-05-03,80,88.0,,0.88,70.4
2021-05-04,79,88.0,,0.88,69.52
2021-05-05,79,88.0,,0.88,69.52
2021-05-06,78,88.0,,0.88,68.64
2021-05-07,67,88.0,,0.88,58.96
2021-05-08,77,88.0,,0.88,67.76
2021-05-09,66,88.0,,0.88,58.08
2021-05-10,72,88.0,,0.88,63.36
2021-05-11,75,88.0,,0.88,66.0
2021-05-12,72,88.0,,0.88,63.36
2021-05-13,73,88.0,,0.88,64.24
2021-05-14,77,88.0,,0.88,67.76
2021-05-15,69,88.0,,0.88,60.72
2021-05-16,70,88.0,,0.88,61.6
2021-05-17,81,88.0,,0.88,71.28
2021-05-18,82,88.0,,0.88,72.16
2021-05-19,75,88.0,,0.88,66.0
2021-05-20,79,88.0,,0.88,69.52
2021-05-21,74,88.0,,0.88,65.12
2021-05-22,71,88.0,,0.88,62.48
2021-05-23,81,88.0,,0.88,71.28
2021-05-24,90,88.0,,0.88,79.2
2021-05-25,100,88.0,,0.88,88.0
2021-05-26,99,88.0,,0.88,87.12
2021-05-27,80,88.0,,0.88,70.4
2021-05-28,74,88.0,,0.88,65.12
2021-05-29,75,88.0,,0.88,66.0
2021-05-30,72,88.0,,0.88,63.36
2021-05-31,78,88.0,,0.88,68.64
2021-06-01,53,98.0,False,0.98,51.94
2021-06-02,61,98.0,,0.98,59.78
2021-06-03,53,98.0,,0.98,51.94
2021-06-04,53,98.0,,0.98,51.94
2021-06-05,49,98.0,,0.98,48.019999999999996
2021-06-06,45,98.0,,0.98,44.1
2021-06-07,56,98.0,,0.98,54.879999999999995
2021-06-08,71,98.0,,0.98,69.58
2021-06-09,88,98.0,,0.98,86.24
2021-06-10,100,98.0,,0.98,98.0
2021-06-11,92,98.0,,0.98,90.16
2021-06-12,75,98.0,,0.98,73.5
2021-06-13,60,98.0,,0.98,58.8
2021-06-14,62,98.0,,0.98,60.76
2021-06-15,60,98.0,,0.98,58.8
2021-06-16,59,98.0,,0.98,57.82
2021-06-17,51,98.0,,0.98,49.98
2021-06-18,49,98.0,,0.98,48.019999999999996
2021-06-19,46,98.0,,0.98,45.08
2021-06-20,42,98.0,,0.98,41.16
2021-06-21,47,98.0,,0.98,46.06
2021-06-22,49,98.0,,0.98,48.019999999999996
2021-06-23,53,98.0,,0.98,51.94
2021-06-24,50,98.0,,0.98,49.0
2021-06-25,52,98.0,,0.98,50.96
2021-06-26,43,98.0,,0.98,42.14
2021-06-27,47,98.0,,0.98,46.06
2021-06-28,46,98.0,,0.98,45.08
2021-06-29,52,98.0,,0.98,50.96
2021-06-30,54,98.0,,0.98,52.92
2021-07-01,94,81.0,False,0.81,76.14
2021-07-02,87,81.0,,0.81,70.47
2021-07-03,82,81.0,,0.81,66.42
2021-07-04,78,81.0,,0.81,63.18000000000001
2021-07-05,82,81.0,,0.81,66.42
2021-07-06,86,81.0,,0.81,69.66000000000001
2021-07-07,87,81.0,,0.81,70.47
2021-07-08,84,81.0,,0.81,68.04
2021-07-09,81,81.0,,0.81,65.61
2021-07-10,73,81.0,,0.81,59.13
2021-07-11,73,81.0,,0.81,59.13
2021-07-12,90,81.0,,0.81,72.9
2021-07-13,87,81.0,,0.81,70.47
2021-07-14,100,81.0,,0.81,81.0
2021-07-15,87,81.0,,0.81,70.47
2021-07-16,82,81.0,,0.81,66.42
2021-07-17,82,81.0,,0.81,66.42
2021-07-18,82,81.0,,0.81,66.42
2021-07-19,85,81.0,,0.81,68.85000000000001
2021-07-20,85,81.0,,0.81,68.85000000000001
2021-07-21,84,81.0,,0.81,68.04
2021-07-22,89,81.0,,0.81,72.09
2021-07-23,86,81.0,,0.81,69.66000000000001
2021-07-24,78,81.0,,0.81,63.18000000000001
2021-07-25,80,81.0,,0.81,64.80000000000001
2021-07-26,85,81.0,,0.81,68.85000000000001
2021-07-27,82,81.0,,0.81,66.42
2021-07-28,86,81.0,,0.81,69.66000000000001
2021-07-29,99,81.0,,0.81,80.19000000000001
2021-07-30,82,81.0,,0.81,66.42
2021-07-31,83,81.0,,0.81,67.23
2021-08-01,63,87.0,False,0.87,54.81
2021-08-02,72,87.0,,0.87,62.64
2021-08-03,64,87.0,,0.87,55.68
2021-08-04,69,87.0,,0.87,60.03
2021-08-05,66,87.0,,0.87,57.42
2021-08-06,65,87.0,,0.87,56.55
2021-08-07,59,87.0,,0.87,51.33
2021-08-08,66,87.0,,0.87,57.42
2021-08-09,67,87.0,,0.87,58.29
2021-08-10,74,87.0,,0.87,64.38
2021-08-11,74,87.0,,0.87,64.38
2021-08-12,72,87.0,,0.87,62.64
2021-08-13,66,87.0,,0.87,57.42
2021-08-14,61,87.0,,0.87,53.07
2021-08-15,62,87.0,,0.87,53.94
2021-08-16,73,87.0,,0.87,63.51
2021-08-17,76,87.0,,0.87,66.12
2021-08-18,82,87.0,,0.87,71.34
2021-08-19,95,87.0,,0.87,82.65
2021-08-20,100,87.0,,0.87,87.0
2021-08-21,71,87.0,,0.87,61.77
2021-08-22,67,87.0,,0.87,58.29
2021-08-23,70,87.0,,0.87,60.9
2021-08-24,65,87.0,,0.87,56.55
2021-08-25,74,87.0,,0.87,64.38
2021-08-26,71,87.0,,0.87,61.77
2021-08-27,75,87.0,,0.87,65.25
2021-08-28,64,87.0,,0.87,55.68
2021-08-29,64,87.0,,0.87,55.68
2021-08-30,65,87.0,,0.87,56.55
2021-08-31,71,87.0,,0.87,61.77
2021-09-01,94,88.0,False,0.88,82.72
2021-09-02,91,88.0,,0.88,80.08
2021-09-03,91,88.0,,0.88,80.08
2021-09-04,76,88.0,,0.88,66.88
2021-09-05,89,88.0,,0.88,78.32000000000001
2021-09-06,86,88.0,,0.88,75.68
2021-09-07,100,88.0,,0.88,88.0
2021-09-08,97,88.0,,0.88,85.36
2021-09-09,93,88.0,,0.88,81.84
2021-09-10,90,88.0,,0.88,79.2
2021-09-11,81,88.0,,0.88,71.28
2021-09-12,85,88.0,,0.88,74.8
2021-09-13,88,88.0,,0.88,77.44
2021-09-14,89,88.0,,0.88,78.32000000000001
2021-09-15,94,88.0,,0.88,82.72
2021-09-16,93,88.0,,0.88,81.84
2021-09-17,85,88.0,,0.88,74.8
2021-09-18,88,88.0,,0.88,77.44
2021-09-19,85,88.0,,0.88,74.8
2021-09-20,91,88.0,,0.88,80.08
2021-09-21,88,88.0,,0.88,77.44
2021-09-22,92,88.0,,0.88,80.96
2021-09-23,93,88.0,,0.88,81.84
2021-09-24,88,88.0,,0.88,77.44
2021-09-25,79,88.0,,0.88,69.52
2021-09-26,74,88.0,,0.88,65.12
2021-09-27,78,88.0,,0.88,68.64
2021-09-28,91,88.0,,0.88,80.08
2021-09-29,88,88.0,,0.88,77.44
2021-09-30,96,88.0,,0.88,84.48
2021-10-01,92,87.0,False,0.87,80.04
2021-10-02,76,87.0,,0.87,66.12
2021-10-03,76,87.0,,0.87,66.12
2021-10-04,88,87.0,,0.87,76.56
2021-10-05,92,87.0,,0.87,80.04
2021-10-06,99,87.0,,0.87,86.13
2021-10-07,92,87.0,,0.87,80.04
2021-10-08,88,87.0,,0.87,76.56
2021-10-09,81,87.0,,0.87,70.47
2021-10-10,82,87.0,,0.87,71.34
2021-10-11,98,87.0,,0.87,85.26
2021-10-12,91,87.0,,0.87,79.17
2021-10-13,98,87.0,,0.87,85.26
2021-10-14,100,87.0,,0.87,87.0
2021-10-15,89,87.0,,0.87,77.42999999999999
2021-10-16,86,87.0,,0.87,74.82
2021-10-17,91,87.0,,0.87,79.17
2021-10-18,94,87.0,,0.87,81.78
2021-10-19,96,87.0,,0.87,83.52
2021-10-20,95,87.0,,0.87,82.65
2021-10-21,97,87.0,,0.87,84.39
2021-10-22,99,87.0,,0.87,86.13
2021-10-23,82,87.0,,0.87,71.34
2021-10-24,86,87.0,,0.87,74.82
2021-10-25,87,87.0,,0.87,75.69
2021-10-26,95,87.0,,0.87,82.65
2021-10-27,98,87.0,,0.87,85.26
2021-10-28,94,87.0,,0.87,81.78
2021-10-29,85,87.0,,0.87,73.95
2021-10-30,86,87.0,,0.87,74.82
2021-10-31,82,87.0,,0.87,71.34
2021-11-01,84,96.0,False,0.96,80.64
2021-11-02,87,96.0,,0.96,83.52
2021-11-03,88,96.0,,0.96,84.47999999999999
2021-11-04,84,96.0,,0.96,80.64
2021-11-05,83,96.0,,0.96,79.67999999999999
2021-11-06,71,96.0,,0.96,68.16
2021-11-07,82,96.0,,0.96,78.72
2021-11-08,87,96.0,,0.96,83.52
2021-11-09,93,96.0,,0.96,89.28
2021-11-10,100,96.0,,0.96,96.0
2021-11-11,98,96.0,,0.96,94.08
2021-11-12,81,96.0,,0.96,77.75999999999999
2021-11-13,84,96.0,,0.96,80.64
2021-11-14,80,96.0,,0.96,76.8
2021-11-15,90,96.0,,0.96,86.39999999999999
2021-11-16,86,96.0,,0.96,82.56
2021-11-17,97,96.0,,0.96,93.11999999999999
2021-11-18,90,96.0,,0.96,86.39999999999999
2021-11-19,82,96.0,,0.96,78.72
2021-11-20,82,96.0,,0.96,78.72
2021-11-21,71,96.0,,0.96,68.16
2021-11-22,86,96.0,,0.96,82.56
2021-11-23,81,96.0,,0.96,77.75999999999999
2021-11-24,80,96.0,,0.96,76.8
2021-11-25,81,96.0,,0.96,77.75999999999999
2021-11-26,79,96.0,,0.96,75.84
2021-11-27,81,96.0,,0.96,77.75999999999999
2021-11-28,75,96.0,,0.96,72.0
2021-11-29,82,96.0,,0.96,78.72
2021-11-30,81,96.0,,0.96,77.75999999999999
2021-12-01,94,100.0,False,1.0,94.0
2021-12-02,100,100.0,,1.0,100.0
2021-12-03,97,100.0,,1.0,97.0
2021-12-04,91,100.0,,1.0,91.0
2021-12-05,94,100.0,,1.0,94.0
2021-12-06,94,100.0,,1.0,94.0
2021-12-07,96,100.0,,1.0,96.0
2021-12-08,88,100.0,,1.0,88.0
2021-12-09,95,100.0,,1.0,95.0
2021-12-10,100,100.0,,1.0,100.0
2021-12-11,91,100.0,,1.0,91.0
2021-12-12,89,100.0,,1.0,89.0
2021-12-13,89,100.0,,1.0,89.0
2021-12-14,81,100.0,,1.0,81.0
2021-12-15,83,100.0,,1.0,83.0
2021-12-16,79,100.0,,1.0,79.0
2021-12-17,83,100.0,,1.0,83.0
2021-12-18,73,100.0,,1.0,73.0
2021-12-19,80,100.0,,1.0,80.0
2021-12-20,75,100.0,,1.0,75.0
2021-12-21,77,100.0,,1.0,77.0
2021-12-22,82,100.0,,1.0,82.0
2021-12-23,80,100.0,,1.0,80.0
2021-12-24,76,100.0,,1.0,76.0
2021-12-25,84,100.0,,1.0,84.0
2021-12-26,78,100.0,,1.0,78.0
2021-12-27,74,100.0,,1.0,74.0
2021-12-28,78,100.0,,1.0,78.0
2021-12-29,78,100.0,,1.0,78.0
2021-12-30,79,100.0,,1.0,79.0
2021-12-31,70,100.0,,1.0,70.0
