date,HP_unscaled,HP_monthly,isPartial,scale,HP
2021-05-02,68,79.0,,0.79,53.72
2021-05-03,81,79.0,,0.79,63.99
2021-05-04,73,79.0,,0.79,57.67
2021-05-05,78,79.0,,0.79,61.620000000000005
2021-05-06,76,79.0,,0.79,60.040000000000006
2021-05-07,77,79.0,,0.79,60.830000000000005
2021-05-08,72,79.0,,0.79,56.88
2021-05-09,67,79.0,,0.79,52.93
2021-05-10,76,79.0,,0.79,60.040000000000006
2021-05-11,77,79.0,,0.79,60.830000000000005
2021-05-12,100,79.0,,0.79,79.0
2021-05-13,77,79.0,,0.79,60.830000000000005
2021-05-14,78,79.0,,0.79,61.620000000000005
2021-05-15,69,79.0,,0.79,54.510000000000005
2021-05-16,68,79.0,,0.79,53.72
2021-05-17,78,79.0,,0.79,61.620000000000005
2021-05-18,78,79.0,,0.79,61.620000000000005
2021-05-19,75,79.0,,0.79,59.25
2021-05-20,75,79.0,,0.79,59.25
2021-05-21,75,79.0,,0.79,59.25
2021-05-22,64,79.0,,0.79,50.56
2021-05-23,66,79.0,,0.79,52.14
2021-05-24,76,79.0,,0.79,60.040000000000006
2021-05-25,77,79.0,,0.79,60.830000000000005
2021-05-26,76,79.0,,0.79,60.040000000000006
2021-05-27,74,79.0,,0.79,58.46
2021-05-28,93,79.0,,0.79,73.47
2021-05-29,74,79.0,,0.79,58.46
2021-05-30,66,79.0,,0.79,52.14
2021-05-31,69,79.0,,0.79,54.510000000000005
2021-06-01,77,78.0,False,0.78,60.06
2021-06-02,80,78.0,,0.78,62.400000000000006
2021-06-03,79,78.0,,0.78,61.620000000000005
2021-06-04,78,78.0,,0.78,60.84
2021-06-05,70,78.0,,0.78,54.6
2021-06-06,68,78.0,,0.78,53.04
2021-06-07,77,78.0,,0.78,60.06
2021-06-08,78,78.0,,0.78,60.84
2021-06-09,79,78.0,,0.78,61.620000000000005
2021-06-10,79,78.0,,0.78,61.620000000000005
2021-06-11,100,78.0,,0.78,78.0
2021-06-12,70,78.0,,0.78,54.6
2021-06-13,70,78.0,,0.78,54.6
2021-06-14,76,78.0,,0.78,59.28
2021-06-15,78,78.0,,0.78,60.84
2021-06-16,82,78.0,,0.78,63.96
2021-06-17,79,78.0,,0.78,61.620000000000005
2021-06-18,77,78.0,,0.78,60.06
2021-06-19,67,78.0,,0.78,52.260000000000005
2021-06-20,63,78.0,,0.78,49.14
2021-06-21,80,78.0,,0.78,62.400000000000006
2021-06-22,81,78.0,,0.78,63.18
2021-06-23,86,78.0,,0.78,67.08
2021-06-24,79,78.0,,0.78,61.620000000000005
2021-06-25,79,78.0,,0.78,61.620000000000005
2021-06-26,69,78.0,,0.78,53.82
2021-06-27,70,78.0,,0.78,54.6
2021-06-28,75,78.0,,0.78,58.5
2021-06-29,79,78.0,,0.78,61.620000000000005
2021-06-30,79,78.0,,0.78,61.620000000000005
2021-07-01,79,79.0,False,0.79,62.410000000000004
2021-07-02,87,79.0,,0.79,68.73
2021-07-03,71,79.0,,0.79,56.09
2021-07-04,69,79.0,,0.79,54.510000000000005
2021-07-05,75,79.0,,0.79,59.25
2021-07-06,79,79.0,,0.79,62.410000000000004
2021-07-07,85,79.0,,0.79,67.15
2021-07-08,83,79.0,,0.79,65.57000000000001
2021-07-09,81,79.0,,0.79,63.99
2021-07-10,71,79.0,,0.79,56.09
2021-07-11,71,79.0,,0.79,56.09
2021-07-12,82,79.0,,0.79,64.78
2021-07-13,85,79.0,,0.79,67.15
2021-07-14,86,79.0,,0.79,67.94
2021-07-15,81,79.0,,0.79,63.99
2021-07-16,81,79.0,,0.79,63.99
2021-07-17,89,79.0,,0.79,70.31
2021-07-18,72,79.0,,0.79,56.88
2021-07-19,83,79.0,,0.79,65.57000000000001
2021-07-20,80,79.0,,0.79,63.2
2021-07-21,83,79.0,,0.79,65.57000000000001
2021-07-22,85,79.0,,0.79,67.15
2021-07-23,83,79.0,,0.79,65.57000000000001
2021-07-24,100,79.0,,0.79,79.0
2021-07-25,73,79.0,,0.79,57.67
2021-07-26,81,79.0,,0.79,63.99
2021-07-27,83,79.0,,0.79,65.57000000000001
2021-07-28,88,79.0,,0.79,69.52000000000001
2021-07-29,84,79.0,,0.79,66.36
2021-07-30,80,79.0,,0.79,63.2
2021-07-31,86,79.0,,0.79,67.94
2021-08-01,66,83.0,False,0.83,54.779999999999994
2021-08-02,70,83.0,,0.83,58.099999999999994
2021-08-03,72,83.0,,0.83,59.76
2021-08-04,75,83.0,,0.83,62.25
2021-08-05,70,83.0,,0.83,58.099999999999994
2021-08-06,70,83.0,,0.83,58.099999999999994
2021-08-07,62,83.0,,0.83,51.46
2021-08-08,61,83.0,,0.83,50.629999999999995
2021-08-09,73,83.0,,0.83,60.589999999999996
2021-08-10,73,83.0,,0.83,60.589999999999996
2021-08-11,71,83.0,,0.83,58.93
2021-08-12,71,83.0,,0.83,58.93
2021-08-13,68,83.0,,0.83,56.44
2021-08-14,66,83.0,,0.83,54.779999999999994
2021-08-15,63,83.0,,0.83,52.29
2021-08-16,100,83.0,,0.83,83.0
2021-08-17,75,83.0,,0.83,62.25
2021-08-18,75,83.0,,0.83,62.25
2021-08-19,75,83.0,,0.83,62.25
2021-08-20,69,83.0,,0.83,57.269999999999996
2021-08-21,65,83.0,,0.83,53.949999999999996
2021-08-22,66,83.0,,0.83,54.779999999999994
2021-08-23,74,83.0,,0.83,61.419999999999995
2021-08-24,77,83.0,,0.83,63.91
2021-08-25,76,83.0,,0.83,63.08
2021-08-26,72,83.0,,0.83,59.76
2021-08-27,69,83.0,,0.83,57.269999999999996
2021-08-28,67,83.0,,0.83,55.61
2021-08-29,63,83.0,,0.83,52.29
2021-08-30,72,83.0,,0.83,59.76
2021-08-31,75,83.0,,0.83,62.25
2021-09-01,84,73.0,False,0.73,61.32
2021-09-02,79,73.0,,0.73,57.67
2021-09-03,72,73.0,,0.73,52.56
2021-09-04,65,73.0,,0.73,47.449999999999996
2021-09-05,64,73.0,,0.73,46.72
2021-09-06,67,73.0,,0.73,48.91
2021-09-07,75,73.0,,0.73,54.75
2021-09-08,78,73.0,,0.73,56.94
2021-09-09,77,73.0,,0.73,56.21
2021-09-10,76,73.0,,0.73,55.48
2021-09-11,66,73.0,,0.73,48.18
2021-09-12,64,73.0,,0.73,46.72
2021-09-13,73,73.0,,0.73,53.29
2021-09-14,100,73.0,,0.73,73.0
2021-09-15,76,73.0,,0.73,55.48
2021-09-16,77,73.0,,0.73,56.21
2021-09-17,70,73.0,,0.73,51.1
2021-09-18,62,73.0,,0.73,45.26
2021-09-19,67,73.0,,0.73,48.91
2021-09-20,73,73.0,,0.73,53.29
2021-09-21,76,73.0,,0.73,55.48
2021-09-22,77,73.0,,0.73,56.21
2021-09-23,73,73.0,,0.73,53.29
2021-09-24,71,73.0,,0.73,51.83
2021-09-25,76,73.0,,0.73,55.48
2021-09-26,61,73.0,,0.73,44.53
2021-09-27,73,73.0,,0.73,53.29
2021-09-28,76,73.0,,0.73,55.48
2021-09-29,78,73.0,,0.73,56.94
2021-09-30,74,73.0,,0.73,54.019999999999996
2021-10-01,79,71.0,False,0.71,56.089999999999996
2021-10-02,76,71.0,,0.71,53.959999999999994
2021-10-03,68,71.0,,0.71,48.28
2021-10-04,78,71.0,,0.71,55.379999999999995
2021-10-05,85,71.0,,0.71,60.349999999999994
2021-10-06,82,71.0,,0.71,58.22
2021-10-07,80,71.0,,0.71,56.8
2021-10-08,79,71.0,,0.71,56.089999999999996
2021-10-09,68,71.0,,0.71,48.28
2021-10-10,65,71.0,,0.71,46.15
2021-10-11,77,71.0,,0.71,54.669999999999995
2021-10-12,100,71.0,,0.71,71.0
2021-10-13,88,71.0,,0.71,62.48
2021-10-14,85,71.0,,0.71,60.349999999999994
2021-10-15,78,71.0,,0.71,55.379999999999995
2021-10-16,69,71.0,,0.71,48.989999999999995
2021-10-17,73,71.0,,0.71,51.83
2021-10-18,75,71.0,,0.71,53.25
2021-10-19,90,71.0,,0.71,63.9
2021-10-20,88,71.0,,0.71,62.48
2021-10-21,81,71.0,,0.71,57.51
2021-10-22,78,71.0,,0.71,55.379999999999995
2021-10-23,74,71.0,,0.71,52.54
2021-10-24,67,71.0,,0.71,47.57
2021-10-25,77,71.0,,0.71,54.669999999999995
2021-10-26,79,71.0,,0.71,56.089999999999996
2021-10-27,82,71.0,,0.71,58.22
2021-10-28,77,71.0,,0.71,54.669999999999995
2021-10-29,75,71.0,,0.71,53.25
2021-10-30,72,71.0,,0.71,51.12
2021-10-31,60,71.0,,0.71,42.599999999999994
2021-11-01,79,76.0,False,0.76,60.04
2021-11-02,88,76.0,,0.76,66.88
2021-11-03,85,76.0,,0.76,64.6
2021-11-04,81,76.0,,0.76,61.56
2021-11-05,80,76.0,,0.76,60.8
2021-11-06,71,76.0,,0.76,53.96
2021-11-07,69,76.0,,0.76,52.44
2021-11-08,78,76.0,,0.76,59.28
2021-11-09,80,76.0,,0.76,60.8
2021-11-10,83,76.0,,0.76,63.08
2021-11-11,80,76.0,,0.76,60.8
2021-11-12,80,76.0,,0.76,60.8
2021-11-13,73,76.0,,0.76,55.480000000000004
2021-11-14,71,76.0,,0.76,53.96
2021-11-15,82,76.0,,0.76,62.32
2021-11-16,89,76.0,,0.76,67.64
2021-11-17,88,76.0,,0.76,66.88
2021-11-18,100,76.0,,0.76,76.0
2021-11-19,83,76.0,,0.76,63.08
2021-11-20,73,76.0,,0.76,55.480000000000004
2021-11-21,65,76.0,,0.76,49.4
2021-11-22,80,76.0,,0.76,60.8
2021-11-23,81,76.0,,0.76,61.56
2021-11-24,78,76.0,,0.76,59.28
2021-11-25,72,76.0,,0.76,54.72
2021-11-26,93,76.0,,0.76,70.68
2021-11-27,86,76.0,,0.76,65.36
2021-11-28,76,76.0,,0.76,57.76
2021-11-29,91,76.0,,0.76,69.16
2021-11-30,95,76.0,,0.76,72.2
2021-12-01,82,71.0,False,0.71,58.22
2021-12-02,78,71.0,,0.71,55.379999999999995
2021-12-03,100,71.0,,0.71,71.0
2021-12-04,64,71.0,,0.71,45.44
2021-12-05,63,71.0,,0.71,44.73
2021-12-06,73,71.0,,0.71,51.83
2021-12-07,75,71.0,,0.71,53.25
2021-12-08,76,71.0,,0.71,53.959999999999994
2021-12-09,75,71.0,,0.71,53.25
2021-12-10,69,71.0,,0.71,48.989999999999995
2021-12-11,65,71.0,,0.71,46.15
2021-12-12,90,71.0,,0.71,63.9
2021-12-13,75,71.0,,0.71,53.25
2021-12-14,72,71.0,,0.71,51.12
2021-12-15,76,71.0,,0.71,53.959999999999994
2021-12-16,73,71.0,,0.71,51.83
2021-12-17,70,71.0,,0.71,49.699999999999996
2021-12-18,66,71.0,,0.71,46.86
2021-12-19,60,71.0,,0.71,42.599999999999994
2021-12-20,70,71.0,,0.71,49.699999999999996
2021-12-21,71,71.0,,0.71,50.41
2021-12-22,73,71.0,,0.71,51.83
2021-12-23,66,71.0,,0.71,46.86
2021-12-24,59,71.0,,0.71,41.89
2021-12-25,62,71.0,,0.71,44.019999999999996
2021-12-26,65,71.0,,0.71,46.15
2021-12-27,83,71.0,,0.71,58.93
2021-12-28,74,71.0,,0.71,52.54
2021-12-29,73,71.0,,0.71,51.83
2021-12-30,71,71.0,,0.71,50.41
2021-12-31,65,71.0,,0.71,46.15
