date,SQ_unscaled,SQ_monthly,isPartial,scale,SQ
2021-04-24,79,100.0,,1.0,79.0
2021-04-25,81,100.0,,1.0,81.0
2021-04-26,84,100.0,,1.0,84.0
2021-04-27,90,100.0,,1.0,90.0
2021-04-28,85,100.0,,1.0,85.0
2021-04-29,92,100.0,,1.0,92.0
2021-04-30,89,100.0,,1.0,89.0
2021-05-01,69,96.0,False,0.96,66.24
2021-05-02,78,96.0,,0.96,74.88
2021-05-03,93,96.0,,0.96,89.28
2021-05-04,86,96.0,,0.96,82.56
2021-05-05,84,96.0,,0.96,80.64
2021-05-06,100,96.0,,0.96,96.0
2021-05-07,93,96.0,,0.96,89.28
2021-05-08,71,96.0,,0.96,68.16
2021-05-09,72,96.0,,0.96,69.12
2021-05-10,91,96.0,,0.96,87.36
2021-05-11,87,96.0,,0.96,83.52
2021-05-12,84,96.0,,0.96,80.64
2021-05-13,95,96.0,,0.96,91.2
2021-05-14,93,96.0,,0.96,89.28
2021-05-15,67,96.0,,0.96,64.32
2021-05-16,74,96.0,,0.96,71.03999999999999
2021-05-17,87,96.0,,0.96,83.52
2021-05-18,86,96.0,,0.96,82.56
2021-05-19,88,96.0,,0.96,84.47999999999999
2021-05-20,86,96.0,,0.96,82.56
2021-05-21,76,96.0,,0.96,72.96
2021-05-22,73,96.0,,0.96,70.08
2021-05-23,75,96.0,,0.96,72.0
2021-05-24,84,96.0,,0.96,80.64
2021-05-25,88,96.0,,0.96,84.47999999999999
2021-05-26,79,96.0,,0.96,75.84
2021-05-27,82,96.0,,0.96,78.72
2021-05-28,75,96.0,,0.96,72.0
2021-05-29,67,96.0,,0.96,64.32
2021-05-30,64,96.0,,0.96,61.44
2021-05-31,67,96.0,,0.96,64.32
2021-06-01,91,90.0,False,0.9,81.9
2021-06-02,92,90.0,,0.9,82.8
2021-06-03,84,90.0,,0.9,75.60000000000001
2021-06-04,84,90.0,,0.9,75.60000000000001
2021-06-05,81,90.0,,0.9,72.9
2021-06-06,86,90.0,,0.9,77.4
2021-06-07,90,90.0,,0.9,81.0
2021-06-08,86,90.0,,0.9,77.4
2021-06-09,89,90.0,,0.9,80.10000000000001
2021-06-10,91,90.0,,0.9,81.9
2021-06-11,79,90.0,,0.9,71.10000000000001
2021-06-12,76,90.0,,0.9,68.4
2021-06-13,79,90.0,,0.9,71.10000000000001
2021-06-14,93,90.0,,0.9,83.7
2021-06-15,91,90.0,,0.9,81.9
2021-06-16,83,90.0,,0.9,74.7
2021-06-17,89,90.0,,0.9,80.10000000000001
2021-06-18,88,90.0,,0.9,79.2
2021-06-19,74,90.0,,0.9,66.60000000000001
2021-06-20,73,90.0,,0.9,65.7
2021-06-21,86,90.0,,0.9,77.4
2021-06-22,91,90.0,,0.9,81.9
2021-06-23,87,90.0,,0.9,78.3
2021-06-24,91,90.0,,0.9,81.9
2021-06-25,79,90.0,,0.9,71.10000000000001
2021-06-26,75,90.0,,0.9,67.5
2021-06-27,84,90.0,,0.9,75.60000000000001
2021-06-28,100,90.0,,0.9,90.0
2021-06-29,90,90.0,,0.9,81.0
2021-06-30,87,90.0,,0.9,78.3
2021-07-01,93,82.0,False,0.82,76.25999999999999
2021-07-02,87,82.0,,0.82,71.33999999999999
2021-07-03,74,82.0,,0.82,60.68
2021-07-04,61,82.0,,0.82,50.019999999999996
2021-07-05,76,82.0,,0.82,62.31999999999999
2021-07-06,97,82.0,,0.82,79.53999999999999
2021-07-07,85,82.0,,0.82,69.7
2021-07-08,98,82.0,,0.82,80.36
2021-07-09,89,82.0,,0.82,72.97999999999999
2021-07-10,86,82.0,,0.82,70.52
2021-07-11,83,82.0,,0.82,68.06
2021-07-12,93,82.0,,0.82,76.25999999999999
2021-07-13,100,82.0,,0.82,82.0
2021-07-14,87,82.0,,0.82,71.33999999999999
2021-07-15,89,82.0,,0.82,72.97999999999999
2021-07-16,84,82.0,,0.82,68.88
2021-07-17,76,82.0,,0.82,62.31999999999999
2021-07-18,83,82.0,,0.82,68.06
2021-07-19,93,82.0,,0.82,76.25999999999999
2021-07-20,90,82.0,,0.82,73.8
2021-07-21,93,82.0,,0.82,76.25999999999999
2021-07-22,89,82.0,,0.82,72.97999999999999
2021-07-23,99,82.0,,0.82,81.17999999999999
2021-07-24,80,82.0,,0.82,65.6
2021-07-25,78,82.0,,0.82,63.959999999999994
2021-07-26,100,82.0,,0.82,82.0
2021-07-27,92,82.0,,0.82,75.44
2021-07-28,97,82.0,,0.82,79.53999999999999
2021-07-29,90,82.0,,0.82,73.8
2021-07-30,83,82.0,,0.82,68.06
2021-07-31,68,82.0,,0.82,55.76
2021-08-01,64,86.0,False,0.86,55.04
2021-08-02,100,86.0,,0.86,86.0
2021-08-03,84,86.0,,0.86,72.24
2021-08-04,74,86.0,,0.86,63.64
2021-08-05,74,86.0,,0.86,63.64
2021-08-06,76,86.0,,0.86,65.36
2021-08-07,59,86.0,,0.86,50.74
2021-08-08,60,86.0,,0.86,51.6
2021-08-09,79,86.0,,0.86,67.94
2021-08-10,74,86.0,,0.86,63.64
2021-08-11,73,86.0,,0.86,62.78
2021-08-12,65,86.0,,0.86,55.9
2021-08-13,67,86.0,,0.86,57.62
2021-08-14,59,86.0,,0.86,50.74
2021-08-15,52,86.0,,0.86,44.72
2021-08-16,63,86.0,,0.86,54.18
2021-08-17,77,86.0,,0.86,66.22
2021-08-18,64,86.0,,0.86,55.04
2021-08-19,75,86.0,,0.86,64.5
2021-08-20,68,86.0,,0.86,58.48
2021-08-21,58,86.0,,0.86,49.88
2021-08-22,56,86.0,,0.86,48.16
2021-08-23,69,86.0,,0.86,59.339999999999996
2021-08-24,75,86.0,,0.86,64.5
2021-08-25,69,86.0,,0.86,59.339999999999996
2021-08-26,74,86.0,,0.86,63.64
2021-08-27,67,86.0,,0.86,57.62
2021-08-28,58,86.0,,0.86,49.88
2021-08-29,58,86.0,,0.86,49.88
2021-08-30,66,86.0,,0.86,56.76
2021-08-31,64,86.0,,0.86,55.04
2021-09-01,94,76.0,False,0.76,71.44
2021-09-02,95,76.0,,0.76,72.2
2021-09-03,91,76.0,,0.76,69.16
2021-09-04,77,76.0,,0.76,58.52
2021-09-05,81,76.0,,0.76,61.56
2021-09-06,82,76.0,,0.76,62.32
2021-09-07,92,76.0,,0.76,69.92
2021-09-08,100,76.0,,0.76,76.0
2021-09-09,92,76.0,,0.76,69.92
2021-09-10,91,76.0,,0.76,69.16
2021-09-11,77,76.0,,0.76,58.52
2021-09-12,82,76.0,,0.76,62.32
2021-09-13,99,76.0,,0.76,75.24
2021-09-14,98,76.0,,0.76,74.48
2021-09-15,87,76.0,,0.76,66.12
2021-09-16,89,76.0,,0.76,67.64
2021-09-17,90,76.0,,0.76,68.4
2021-09-18,79,76.0,,0.76,60.04
2021-09-19,84,76.0,,0.76,63.84
2021-09-20,93,76.0,,0.76,70.68
2021-09-21,92,76.0,,0.76,69.92
2021-09-22,95,76.0,,0.76,72.2
2021-09-23,97,76.0,,0.76,73.72
2021-09-24,95,76.0,,0.76,72.2
2021-09-25,84,76.0,,0.76,63.84
2021-09-26,76,76.0,,0.76,57.76
2021-09-27,94,76.0,,0.76,71.44
2021-09-28,90,76.0,,0.76,68.4
2021-09-29,97,76.0,,0.76,73.72
2021-09-30,88,76.0,,0.76,66.88
2021-10-01,88,73.0,False,0.73,64.24
2021-10-02,81,73.0,,0.73,59.129999999999995
2021-10-03,77,73.0,,0.73,56.21
2021-10-04,83,73.0,,0.73,60.589999999999996
2021-10-05,92,73.0,,0.73,67.16
2021-10-06,87,73.0,,0.73,63.51
2021-10-07,87,73.0,,0.73,63.51
2021-10-08,87,73.0,,0.73,63.51
2021-10-09,71,73.0,,0.73,51.83
2021-10-10,68,73.0,,0.73,49.64
2021-10-11,86,73.0,,0.73,62.78
2021-10-12,90,73.0,,0.73,65.7
2021-10-13,89,73.0,,0.73,64.97
2021-10-14,87,73.0,,0.73,63.51
2021-10-15,81,73.0,,0.73,59.129999999999995
2021-10-16,79,73.0,,0.73,57.67
2021-10-17,71,73.0,,0.73,51.83
2021-10-18,84,73.0,,0.73,61.32
2021-10-19,90,73.0,,0.73,65.7
2021-10-20,88,73.0,,0.73,64.24
2021-10-21,100,73.0,,0.73,73.0
2021-10-22,84,73.0,,0.73,61.32
2021-10-23,67,73.0,,0.73,48.91
2021-10-24,65,73.0,,0.73,47.449999999999996
2021-10-25,97,73.0,,0.73,70.81
2021-10-26,92,73.0,,0.73,67.16
2021-10-27,83,73.0,,0.73,60.589999999999996
2021-10-28,78,73.0,,0.73,56.94
2021-10-29,84,73.0,,0.73,61.32
2021-10-30,71,73.0,,0.73,51.83
2021-10-31,68,73.0,,0.73,49.64
2021-11-01,74,75.0,False,0.75,55.5
2021-11-02,80,75.0,,0.75,60.0
2021-11-03,80,75.0,,0.75,60.0
2021-11-04,100,75.0,,0.75,75.0
2021-11-05,89,75.0,,0.75,66.75
2021-11-06,68,75.0,,0.75,51.0
2021-11-07,65,75.0,,0.75,48.75
2021-11-08,79,75.0,,0.75,59.25
2021-11-09,82,75.0,,0.75,61.5
2021-11-10,82,75.0,,0.75,61.5
2021-11-11,81,75.0,,0.75,60.75
2021-11-12,73,75.0,,0.75,54.75
2021-11-13,63,75.0,,0.75,47.25
2021-11-14,69,75.0,,0.75,51.75
2021-11-15,77,75.0,,0.75,57.75
2021-11-16,76,75.0,,0.75,57.0
2021-11-17,75,75.0,,0.75,56.25
2021-11-18,68,75.0,,0.75,51.0
2021-11-19,74,75.0,,0.75,55.5
2021-11-20,69,75.0,,0.75,51.75
2021-11-21,60,75.0,,0.75,45.0
2021-11-22,83,75.0,,0.75,62.25
2021-11-23,85,75.0,,0.75,63.75
2021-11-24,64,75.0,,0.75,48.0
2021-11-25,49,75.0,,0.75,36.75
2021-11-26,60,75.0,,0.75,45.0
2021-11-27,65,75.0,,0.75,48.75
2021-11-28,63,75.0,,0.75,47.25
2021-11-29,80,75.0,,0.75,60.0
2021-11-30,78,75.0,,0.75,58.5
2021-12-01,92,71.0,False,0.71,65.32
2021-12-02,100,71.0,,0.71,71.0
2021-12-03,100,71.0,,0.71,71.0
2021-12-04,77,71.0,,0.71,54.669999999999995
2021-12-05,80,71.0,,0.71,56.8
2021-12-06,92,71.0,,0.71,65.32
2021-12-07,97,71.0,,0.71,68.86999999999999
2021-12-08,96,71.0,,0.71,68.16
2021-12-09,95,71.0,,0.71,67.45
2021-12-10,85,71.0,,0.71,60.349999999999994
2021-12-11,74,71.0,,0.71,52.54
2021-12-12,71,71.0,,0.71,50.41
2021-12-13,92,71.0,,0.71,65.32
2021-12-14,90,71.0,,0.71,63.9
2021-12-15,85,71.0,,0.71,60.349999999999994
2021-12-16,99,71.0,,0.71,70.28999999999999
2021-12-17,93,71.0,,0.71,66.03
2021-12-18,77,71.0,,0.71,54.669999999999995
2021-12-19,63,71.0,,0.71,44.73
2021-12-20,92,71.0,,0.71,65.32
2021-12-21,90,71.0,,0.71,63.9
2021-12-22,81,71.0,,0.71,57.51
2021-12-23,78,71.0,,0.71,55.379999999999995
2021-12-24,60,71.0,,0.71,42.599999999999994
2021-12-25,57,71.0,,0.71,40.47
2021-12-26,79,71.0,,0.71,56.089999999999996
2021-12-27,91,71.0,,0.71,64.61
2021-12-28,94,71.0,,0.71,66.74
2021-12-29,82,71.0,,0.71,58.22
2021-12-30,80,71.0,,0.71,56.8
2021-12-31,76,71.0,,0.71,53.959999999999994
