date,BIG_unscaled,BIG_monthly,isPartial,scale,BIG
2021-05-01,90,81.0,False,0.81,72.9
2021-05-02,94,81.0,,0.81,76.14
2021-05-03,86,81.0,,0.81,69.66000000000001
2021-05-04,81,81.0,,0.81,65.61
2021-05-05,80,81.0,,0.81,64.80000000000001
2021-05-06,78,81.0,,0.81,63.18000000000001
2021-05-07,82,81.0,,0.81,66.42
2021-05-08,90,81.0,,0.81,72.9
2021-05-09,92,81.0,,0.81,74.52000000000001
2021-05-10,83,81.0,,0.81,67.23
2021-05-11,82,81.0,,0.81,66.42
2021-05-12,80,81.0,,0.81,64.80000000000001
2021-05-13,80,81.0,,0.81,64.80000000000001
2021-05-14,83,81.0,,0.81,67.23
2021-05-15,97,81.0,,0.81,78.57000000000001
2021-05-16,95,81.0,,0.81,76.95
2021-05-17,84,81.0,,0.81,68.04
2021-05-18,81,81.0,,0.81,65.61
2021-05-19,86,81.0,,0.81,69.66000000000001
2021-05-20,82,81.0,,0.81,66.42
2021-05-21,84,81.0,,0.81,68.04
2021-05-22,95,81.0,,0.81,76.95
2021-05-23,94,81.0,,0.81,76.14
2021-05-24,83,81.0,,0.81,67.23
2021-05-25,83,81.0,,0.81,67.23
2021-05-26,82,81.0,,0.81,66.42
2021-05-27,82,81.0,,0.81,66.42
2021-05-28,86,81.0,,0.81,69.66000000000001
2021-05-29,93,81.0,,0.81,75.33
2021-05-30,100,81.0,,0.81,81.0
2021-05-31,99,81.0,,0.81,80.19000000000001
2021-06-01,85,78.0,False,0.78,66.3
2021-06-02,82,78.0,,0.78,63.96
2021-06-03,83,78.0,,0.78,64.74000000000001
2021-06-04,89,78.0,,0.78,69.42
2021-06-05,96,78.0,,0.78,74.88
2021-06-06,95,78.0,,0.78,74.10000000000001
2021-06-07,84,78.0,,0.78,65.52
2021-06-08,82,78.0,,0.78,63.96
2021-06-09,83,78.0,,0.78,64.74000000000001
2021-06-10,85,78.0,,0.78,66.3
2021-06-11,86,78.0,,0.78,67.08
2021-06-12,96,78.0,,0.78,74.88
2021-06-13,94,78.0,,0.78,73.32000000000001
2021-06-14,84,78.0,,0.78,65.52
2021-06-15,89,78.0,,0.78,69.42
2021-06-16,87,78.0,,0.78,67.86
2021-06-17,85,78.0,,0.78,66.3
2021-06-18,86,78.0,,0.78,67.08
2021-06-19,100,78.0,,0.78,78.0
2021-06-20,97,78.0,,0.78,75.66
2021-06-21,81,78.0,,0.78,63.18
2021-06-22,84,78.0,,0.78,65.52
2021-06-23,85,78.0,,0.78,66.3
2021-06-24,85,78.0,,0.78,66.3
2021-06-25,84,78.0,,0.78,65.52
2021-06-26,95,78.0,,0.78,74.10000000000001
2021-06-27,99,78.0,,0.78,77.22
2021-06-28,85,78.0,,0.78,66.3
2021-06-29,89,78.0,,0.78,69.42
2021-06-30,86,78.0,,0.78,67.08
2021-07-01,83,86.0,False,0.86,71.38
2021-07-02,88,86.0,,0.86,75.67999999999999
2021-07-03,94,86.0,,0.86,80.84
2021-07-04,93,86.0,,0.86,79.98
2021-07-05,97,86.0,,0.86,83.42
2021-07-06,88,86.0,,0.86,75.67999999999999
2021-07-07,88,86.0,,0.86,75.67999999999999
2021-07-08,96,86.0,,0.86,82.56
2021-07-09,90,86.0,,0.86,77.4
2021-07-10,99,86.0,,0.86,85.14
2021-07-11,93,86.0,,0.86,79.98
2021-07-12,87,86.0,,0.86,74.82
2021-07-13,85,86.0,,0.86,73.1
2021-07-14,84,86.0,,0.86,72.24
2021-07-15,88,86.0,,0.86,75.67999999999999
2021-07-16,92,86.0,,0.86,79.12
2021-07-17,98,86.0,,0.86,84.28
2021-07-18,98,86.0,,0.86,84.28
2021-07-19,88,86.0,,0.86,75.67999999999999
2021-07-20,86,86.0,,0.86,73.96
2021-07-21,86,86.0,,0.86,73.96
2021-07-22,89,86.0,,0.86,76.53999999999999
2021-07-23,91,86.0,,0.86,78.26
2021-07-24,99,86.0,,0.86,85.14
2021-07-25,100,86.0,,0.86,86.0
2021-07-26,88,86.0,,0.86,75.67999999999999
2021-07-27,88,86.0,,0.86,75.67999999999999
2021-07-28,83,86.0,,0.86,71.38
2021-07-29,85,86.0,,0.86,73.1
2021-07-30,84,86.0,,0.86,72.24
2021-07-31,92,86.0,,0.86,79.12
2021-08-01,94,80.0,False,0.8,75.2
2021-08-02,87,80.0,,0.8,69.60000000000001
2021-08-03,83,80.0,,0.8,66.4
2021-08-04,86,80.0,,0.8,68.8
2021-08-05,86,80.0,,0.8,68.8
2021-08-06,91,80.0,,0.8,72.8
2021-08-07,98,80.0,,0.8,78.4
2021-08-08,96,80.0,,0.8,76.80000000000001
2021-08-09,86,80.0,,0.8,68.8
2021-08-10,86,80.0,,0.8,68.8
2021-08-11,83,80.0,,0.8,66.4
2021-08-12,87,80.0,,0.8,69.60000000000001
2021-08-13,93,80.0,,0.8,74.4
2021-08-14,99,80.0,,0.8,79.2
2021-08-15,100,80.0,,0.8,80.0
2021-08-16,87,80.0,,0.8,69.60000000000001
2021-08-17,81,80.0,,0.8,64.8
2021-08-18,84,80.0,,0.8,67.2
2021-08-19,85,80.0,,0.8,68.0
2021-08-20,91,80.0,,0.8,72.8
2021-08-21,98,80.0,,0.8,78.4
2021-08-22,95,80.0,,0.8,76.0
2021-08-23,85,80.0,,0.8,68.0
2021-08-24,86,80.0,,0.8,68.8
2021-08-25,83,80.0,,0.8,66.4
2021-08-26,85,80.0,,0.8,68.0
2021-08-27,89,80.0,,0.8,71.2
2021-08-28,99,80.0,,0.8,79.2
2021-08-29,95,80.0,,0.8,76.0
2021-08-30,82,80.0,,0.8,65.60000000000001
2021-08-31,81,80.0,,0.8,64.8
2021-09-01,75,82.0,False,0.82,61.49999999999999
2021-09-02,78,82.0,,0.82,63.959999999999994
2021-09-03,85,82.0,,0.82,69.7
2021-09-04,100,82.0,,0.82,82.0
2021-09-05,97,82.0,,0.82,79.53999999999999
2021-09-06,96,82.0,,0.82,78.72
2021-09-07,81,82.0,,0.82,66.42
2021-09-08,78,82.0,,0.82,63.959999999999994
2021-09-09,82,82.0,,0.82,67.24
2021-09-10,89,82.0,,0.82,72.97999999999999
2021-09-11,94,82.0,,0.82,77.08
2021-09-12,94,82.0,,0.82,77.08
2021-09-13,84,82.0,,0.82,68.88
2021-09-14,78,82.0,,0.82,63.959999999999994
2021-09-15,80,82.0,,0.82,65.6
2021-09-16,81,82.0,,0.82,66.42
2021-09-17,89,82.0,,0.82,72.97999999999999
2021-09-18,99,82.0,,0.82,81.17999999999999
2021-09-19,93,82.0,,0.82,76.25999999999999
2021-09-20,79,82.0,,0.82,64.78
2021-09-21,80,82.0,,0.82,65.6
2021-09-22,77,82.0,,0.82,63.13999999999999
2021-09-23,82,82.0,,0.82,67.24
2021-09-24,84,82.0,,0.82,68.88
2021-09-25,94,82.0,,0.82,77.08
2021-09-26,96,82.0,,0.82,78.72
2021-09-27,83,82.0,,0.82,68.06
2021-09-28,81,82.0,,0.82,66.42
2021-09-29,79,82.0,,0.82,64.78
2021-09-30,89,82.0,,0.82,72.97999999999999
2021-10-01,92,78.0,False,0.78,71.76
2021-10-02,99,78.0,,0.78,77.22
2021-10-03,100,78.0,,0.78,78.0
2021-10-04,81,78.0,,0.78,63.18
2021-10-05,82,78.0,,0.78,63.96
2021-10-06,83,78.0,,0.78,64.74000000000001
2021-10-07,84,78.0,,0.78,65.52
2021-10-08,89,78.0,,0.78,69.42
2021-10-09,97,78.0,,0.78,75.66
2021-10-10,95,78.0,,0.78,74.10000000000001
2021-10-11,86,78.0,,0.78,67.08
2021-10-12,81,78.0,,0.78,63.18
2021-10-13,82,78.0,,0.78,63.96
2021-10-14,82,78.0,,0.78,63.96
2021-10-15,84,78.0,,0.78,65.52
2021-10-16,98,78.0,,0.78,76.44
2021-10-17,96,78.0,,0.78,74.88
2021-10-18,82,78.0,,0.78,63.96
2021-10-19,82,78.0,,0.78,63.96
2021-10-20,84,78.0,,0.78,65.52
2021-10-21,79,78.0,,0.78,61.620000000000005
2021-10-22,84,78.0,,0.78,65.52
2021-10-23,97,78.0,,0.78,75.66
2021-10-24,96,78.0,,0.78,74.88
2021-10-25,82,78.0,,0.78,63.96
2021-10-26,80,78.0,,0.78,62.400000000000006
2021-10-27,80,78.0,,0.78,62.400000000000006
2021-10-28,80,78.0,,0.78,62.400000000000006
2021-10-29,84,78.0,,0.78,65.52
2021-10-30,98,78.0,,0.78,76.44
2021-10-31,94,78.0,,0.78,73.32000000000001
2021-11-01,66,89.0,False,0.89,58.74
2021-11-02,66,89.0,,0.89,58.74
2021-11-03,67,89.0,,0.89,59.63
2021-11-04,69,89.0,,0.89,61.410000000000004
2021-11-05,73,89.0,,0.89,64.97
2021-11-06,84,89.0,,0.89,74.76
2021-11-07,83,89.0,,0.89,73.87
2021-11-08,74,89.0,,0.89,65.86
2021-11-09,73,89.0,,0.89,64.97
2021-11-10,75,89.0,,0.89,66.75
2021-11-11,77,89.0,,0.89,68.53
2021-11-12,78,89.0,,0.89,69.42
2021-11-13,91,89.0,,0.89,80.99
2021-11-14,91,89.0,,0.89,80.99
2021-11-15,76,89.0,,0.89,67.64
2021-11-16,71,89.0,,0.89,63.19
2021-11-17,72,89.0,,0.89,64.08
2021-11-18,71,89.0,,0.89,63.19
2021-11-19,71,89.0,,0.89,63.19
2021-11-20,87,89.0,,0.89,77.43
2021-11-21,89,89.0,,0.89,79.21000000000001
2021-11-22,77,89.0,,0.89,68.53
2021-11-23,77,89.0,,0.89,68.53
2021-11-24,75,89.0,,0.89,66.75
2021-11-25,86,89.0,,0.89,76.54
2021-11-26,88,89.0,,0.89,78.32000000000001
2021-11-27,100,89.0,,0.89,89.0
2021-11-28,99,89.0,,0.89,88.11
2021-11-29,74,89.0,,0.89,65.86
2021-11-30,72,89.0,,0.89,64.08
2021-12-01,76,83.0,False,0.83,63.08
2021-12-02,77,83.0,,0.83,63.91
2021-12-03,79,83.0,,0.83,65.57
2021-12-04,98,83.0,,0.83,81.33999999999999
2021-12-05,100,83.0,,0.83,83.0
2021-12-06,74,83.0,,0.83,61.419999999999995
2021-12-07,73,83.0,,0.83,60.589999999999996
2021-12-08,75,83.0,,0.83,62.25
2021-12-09,74,83.0,,0.83,61.419999999999995
2021-12-10,81,83.0,,0.83,67.22999999999999
2021-12-11,88,83.0,,0.83,73.03999999999999
2021-12-12,86,83.0,,0.83,71.38
2021-12-13,76,83.0,,0.83,63.08
2021-12-14,78,83.0,,0.83,64.74
2021-12-15,74,83.0,,0.83,61.419999999999995
2021-12-16,76,83.0,,0.83,63.08
2021-12-17,77,83.0,,0.83,63.91
2021-12-18,87,83.0,,0.83,72.21
2021-12-19,85,83.0,,0.83,70.55
2021-12-20,77,83.0,,0.83,63.91
2021-12-21,75,83.0,,0.83,62.25
2021-12-22,76,83.0,,0.83,63.08
2021-12-23,78,83.0,,0.83,64.74
2021-12-24,81,83.0,,0.83,67.22999999999999
2021-12-25,80,83.0,,0.83,66.39999999999999
2021-12-26,85,83.0,,0.83,70.55
2021-12-27,80,83.0,,0.83,66.39999999999999
2021-12-28,78,83.0,,0.83,64.74
2021-12-29,75,83.0,,0.83,62.25
2021-12-30,80,83.0,,0.83,66.39999999999999
2021-12-31,78,83.0,,0.83,64.74
