date,NUGT_unscaled,NUGT_monthly,isPartial,scale,NUGT
2021-05-05,58,12.0,,0.12,6.96
2021-05-06,58,12.0,,0.12,6.96
2021-05-07,81,12.0,,0.12,9.719999999999999
2021-05-08,15,12.0,,0.12,1.7999999999999998
2021-05-09,0,12.0,,0.12,0.0
2021-05-10,34,12.0,,0.12,4.08
2021-05-11,66,12.0,,0.12,7.92
2021-05-12,52,12.0,,0.12,6.24
2021-05-13,59,12.0,,0.12,7.08
2021-05-14,97,12.0,,0.12,11.639999999999999
2021-05-15,38,12.0,,0.12,4.56
2021-05-16,15,12.0,,0.12,1.7999999999999998
2021-05-17,100,12.0,,0.12,12.0
2021-05-18,93,12.0,,0.12,11.16
2021-05-19,71,12.0,,0.12,8.52
2021-05-20,60,12.0,,0.12,7.199999999999999
2021-05-21,61,12.0,,0.12,7.319999999999999
2021-05-22,8,12.0,,0.12,0.96
2021-05-23,0,12.0,,0.12,0.0
2021-05-24,33,12.0,,0.12,3.96
2021-05-25,48,12.0,,0.12,5.76
2021-05-26,59,12.0,,0.12,7.08
2021-05-27,47,12.0,,0.12,5.64
2021-05-28,27,12.0,,0.12,3.2399999999999998
2021-05-29,7,12.0,,0.12,0.84
2021-05-30,8,12.0,,0.12,0.96
2021-05-31,8,12.0,,0.12,0.96
2021-06-01,38,11.0,False,0.11,4.18
2021-06-02,51,11.0,,0.11,5.61
2021-06-03,30,11.0,,0.11,3.3
2021-06-04,46,11.0,,0.11,5.06
2021-06-05,9,11.0,,0.11,0.99
2021-06-06,8,11.0,,0.11,0.88
2021-06-07,52,11.0,,0.11,5.72
2021-06-08,37,11.0,,0.11,4.07
2021-06-09,60,11.0,,0.11,6.6
2021-06-10,61,11.0,,0.11,6.71
2021-06-11,62,11.0,,0.11,6.82
2021-06-12,34,11.0,,0.11,3.74
2021-06-13,8,11.0,,0.11,0.88
2021-06-14,45,11.0,,0.11,4.95
2021-06-15,45,11.0,,0.11,4.95
2021-06-16,30,11.0,,0.11,3.3
2021-06-17,100,11.0,,0.11,11.0
2021-06-18,55,11.0,,0.11,6.05
2021-06-19,17,11.0,,0.11,1.87
2021-06-20,0,11.0,,0.11,0.0
2021-06-21,60,11.0,,0.11,6.6
2021-06-22,69,11.0,,0.11,7.59
2021-06-23,98,11.0,,0.11,10.78
2021-06-24,62,11.0,,0.11,6.82
2021-06-25,39,11.0,,0.11,4.29
2021-06-26,17,11.0,,0.11,1.87
2021-06-27,0,11.0,,0.11,0.0
2021-06-28,62,11.0,,0.11,6.82
2021-06-29,23,11.0,,0.11,2.53
2021-06-30,67,11.0,,0.11,7.37
2021-07-01,100,8.0,False,0.08,8.0
2021-07-02,49,8.0,,0.08,3.92
2021-07-03,18,8.0,,0.08,1.44
2021-07-04,0,8.0,,0.08,0.0
2021-07-05,9,8.0,,0.08,0.72
2021-07-06,64,8.0,,0.08,5.12
2021-07-07,39,8.0,,0.08,3.12
2021-07-08,32,8.0,,0.08,2.56
2021-07-09,41,8.0,,0.08,3.2800000000000002
2021-07-10,9,8.0,,0.08,0.72
2021-07-11,0,8.0,,0.08,0.0
2021-07-12,48,8.0,,0.08,3.84
2021-07-13,32,8.0,,0.08,2.56
2021-07-14,39,8.0,,0.08,3.12
2021-07-15,16,8.0,,0.08,1.28
2021-07-16,56,8.0,,0.08,4.48
2021-07-17,9,8.0,,0.08,0.72
2021-07-18,0,8.0,,0.08,0.0
2021-07-19,71,8.0,,0.08,5.68
2021-07-20,48,8.0,,0.08,3.84
2021-07-21,47,8.0,,0.08,3.7600000000000002
2021-07-22,78,8.0,,0.08,6.24
2021-07-23,38,8.0,,0.08,3.04
2021-07-24,9,8.0,,0.08,0.72
2021-07-25,0,8.0,,0.08,0.0
2021-07-26,48,8.0,,0.08,3.84
2021-07-27,24,8.0,,0.08,1.92
2021-07-28,24,8.0,,0.08,1.92
2021-07-29,55,8.0,,0.08,4.4
2021-07-30,32,8.0,,0.08,2.56
2021-07-31,0,8.0,,0.08,0.0
2021-08-01,10,10.0,False,0.1,1.0
2021-08-02,35,10.0,,0.1,3.5
2021-08-03,53,10.0,,0.1,5.300000000000001
2021-08-04,71,10.0,,0.1,7.1000000000000005
2021-08-05,36,10.0,,0.1,3.6
2021-08-06,73,10.0,,0.1,7.300000000000001
2021-08-07,10,10.0,,0.1,1.0
2021-08-08,20,10.0,,0.1,2.0
2021-08-09,53,10.0,,0.1,5.300000000000001
2021-08-10,100,10.0,,0.1,10.0
2021-08-11,43,10.0,,0.1,4.3
2021-08-12,36,10.0,,0.1,3.6
2021-08-13,82,10.0,,0.1,8.200000000000001
2021-08-14,0,10.0,,0.1,0.0
2021-08-15,0,10.0,,0.1,0.0
2021-08-16,45,10.0,,0.1,4.5
2021-08-17,26,10.0,,0.1,2.6
2021-08-18,96,10.0,,0.1,9.600000000000001
2021-08-19,61,10.0,,0.1,6.1000000000000005
2021-08-20,53,10.0,,0.1,5.300000000000001
2021-08-21,10,10.0,,0.1,1.0
2021-08-22,10,10.0,,0.1,1.0
2021-08-23,53,10.0,,0.1,5.300000000000001
2021-08-24,48,10.0,,0.1,4.800000000000001
2021-08-25,61,10.0,,0.1,6.1000000000000005
2021-08-26,55,10.0,,0.1,5.5
2021-08-27,63,10.0,,0.1,6.300000000000001
2021-08-28,0,10.0,,0.1,0.0
2021-08-29,10,10.0,,0.1,1.0
2021-08-30,34,10.0,,0.1,3.4000000000000004
2021-08-31,9,10.0,,0.1,0.9
2021-09-01,49,7.0,False,0.07,3.43
2021-09-02,89,7.0,,0.07,6.23
2021-09-03,26,7.0,,0.07,1.8200000000000003
2021-09-04,15,7.0,,0.07,1.05
2021-09-05,0,7.0,,0.07,0.0
2021-09-06,28,7.0,,0.07,1.9600000000000002
2021-09-07,90,7.0,,0.07,6.300000000000001
2021-09-08,100,7.0,,0.07,7.000000000000001
2021-09-09,25,7.0,,0.07,1.7500000000000002
2021-09-10,92,7.0,,0.07,6.44
2021-09-11,14,7.0,,0.07,0.9800000000000001
2021-09-12,14,7.0,,0.07,0.9800000000000001
2021-09-13,51,7.0,,0.07,3.5700000000000003
2021-09-14,38,7.0,,0.07,2.66
2021-09-15,87,7.0,,0.07,6.090000000000001
2021-09-16,51,7.0,,0.07,3.5700000000000003
2021-09-17,77,7.0,,0.07,5.390000000000001
2021-09-18,28,7.0,,0.07,1.9600000000000002
2021-09-19,0,7.0,,0.07,0.0
2021-09-20,25,7.0,,0.07,1.7500000000000002
2021-09-21,39,7.0,,0.07,2.7300000000000004
2021-09-22,87,7.0,,0.07,6.090000000000001
2021-09-23,75,7.0,,0.07,5.250000000000001
2021-09-24,52,7.0,,0.07,3.6400000000000006
2021-09-25,29,7.0,,0.07,2.0300000000000002
2021-09-26,0,7.0,,0.07,0.0
2021-09-27,50,7.0,,0.07,3.5000000000000004
2021-09-28,50,7.0,,0.07,3.5000000000000004
2021-09-29,62,7.0,,0.07,4.340000000000001
2021-09-30,51,7.0,,0.07,3.5700000000000003
2021-10-01,41,8.0,False,0.08,3.2800000000000002
2021-10-02,22,8.0,,0.08,1.76
2021-10-03,22,8.0,,0.08,1.76
2021-10-04,48,8.0,,0.08,3.84
2021-10-05,81,8.0,,0.08,6.48
2021-10-06,30,8.0,,0.08,2.4
2021-10-07,51,8.0,,0.08,4.08
2021-10-08,73,8.0,,0.08,5.84
2021-10-09,45,8.0,,0.08,3.6
2021-10-10,0,8.0,,0.08,0.0
2021-10-11,61,8.0,,0.08,4.88
2021-10-12,41,8.0,,0.08,3.2800000000000002
2021-10-13,72,8.0,,0.08,5.76
2021-10-14,30,8.0,,0.08,2.4
2021-10-15,21,8.0,,0.08,1.68
2021-10-16,23,8.0,,0.08,1.84
2021-10-17,0,8.0,,0.08,0.0
2021-10-18,30,8.0,,0.08,2.4
2021-10-19,31,8.0,,0.08,2.48
2021-10-20,71,8.0,,0.08,5.68
2021-10-21,40,8.0,,0.08,3.2
2021-10-22,82,8.0,,0.08,6.5600000000000005
2021-10-23,0,8.0,,0.08,0.0
2021-10-24,0,8.0,,0.08,0.0
2021-10-25,100,8.0,,0.08,8.0
2021-10-26,90,8.0,,0.08,7.2
2021-10-27,50,8.0,,0.08,4.0
2021-10-28,40,8.0,,0.08,3.2
2021-10-29,71,8.0,,0.08,5.68
2021-10-30,0,8.0,,0.08,0.0
2021-10-31,0,8.0,,0.08,0.0
2021-11-01,79,6.0,False,0.06,4.74
2021-11-02,26,6.0,,0.06,1.56
2021-11-03,25,6.0,,0.06,1.5
2021-11-04,39,6.0,,0.06,2.34
2021-11-05,39,6.0,,0.06,2.34
2021-11-06,14,6.0,,0.06,0.84
2021-11-07,14,6.0,,0.06,0.84
2021-11-08,26,6.0,,0.06,1.56
2021-11-09,52,6.0,,0.06,3.12
2021-11-10,63,6.0,,0.06,3.78
2021-11-11,100,6.0,,0.06,6.0
2021-11-12,78,6.0,,0.06,4.68
2021-11-13,28,6.0,,0.06,1.68
2021-11-14,28,6.0,,0.06,1.68
2021-11-15,77,6.0,,0.06,4.62
2021-11-16,12,6.0,,0.06,0.72
2021-11-17,74,6.0,,0.06,4.4399999999999995
2021-11-18,13,6.0,,0.06,0.78
2021-11-19,39,6.0,,0.06,2.34
2021-11-20,43,6.0,,0.06,2.58
2021-11-21,29,6.0,,0.06,1.74
2021-11-22,39,6.0,,0.06,2.34
2021-11-23,52,6.0,,0.06,3.12
2021-11-24,39,6.0,,0.06,2.34
2021-11-25,14,6.0,,0.06,0.84
2021-11-26,40,6.0,,0.06,2.4
2021-11-27,14,6.0,,0.06,0.84
2021-11-28,0,6.0,,0.06,0.0
2021-11-29,48,6.0,,0.06,2.88
2021-11-30,36,6.0,,0.06,2.16
2021-12-01,49,7.0,False,0.07,3.43
2021-12-02,100,7.0,,0.07,7.000000000000001
2021-12-03,52,7.0,,0.07,3.6400000000000006
2021-12-04,0,7.0,,0.07,0.0
2021-12-05,0,7.0,,0.07,0.0
2021-12-06,81,7.0,,0.07,5.670000000000001
2021-12-07,61,7.0,,0.07,4.2700000000000005
2021-12-08,63,7.0,,0.07,4.41
2021-12-09,42,7.0,,0.07,2.9400000000000004
2021-12-10,42,7.0,,0.07,2.9400000000000004
2021-12-11,23,7.0,,0.07,1.61
2021-12-12,0,7.0,,0.07,0.0
2021-12-13,32,7.0,,0.07,2.24
2021-12-14,21,7.0,,0.07,1.4700000000000002
2021-12-15,73,7.0,,0.07,5.11
2021-12-16,87,7.0,,0.07,6.090000000000001
2021-12-17,44,7.0,,0.07,3.08
2021-12-18,12,7.0,,0.07,0.8400000000000001
2021-12-19,12,7.0,,0.07,0.8400000000000001
2021-12-20,45,7.0,,0.07,3.1500000000000004
2021-12-21,33,7.0,,0.07,2.31
2021-12-22,33,7.0,,0.07,2.31
2021-12-23,79,7.0,,0.07,5.53
2021-12-24,12,7.0,,0.07,0.8400000000000001
2021-12-25,0,7.0,,0.07,0.0
2021-12-26,12,7.0,,0.07,0.8400000000000001
2021-12-27,54,7.0,,0.07,3.7800000000000002
2021-12-28,22,7.0,,0.07,1.54
2021-12-29,63,7.0,,0.07,4.41
2021-12-30,21,7.0,,0.07,1.4700000000000002
2021-12-31,32,7.0,,0.07,2.24
