date,VZ_unscaled,VZ_monthly,isPartial,scale,VZ
2021-04-12,77,79.0,,0.79,60.830000000000005
2021-04-13,68,79.0,,0.79,53.72
2021-04-14,91,79.0,,0.79,71.89
2021-04-15,78,79.0,,0.79,61.620000000000005
2021-04-16,68,79.0,,0.79,53.72
2021-04-17,31,79.0,,0.79,24.490000000000002
2021-04-18,25,79.0,,0.79,19.75
2021-04-19,59,79.0,,0.79,46.61
2021-04-20,72,79.0,,0.79,56.88
2021-04-21,100,79.0,,0.79,79.0
2021-04-22,74,79.0,,0.79,58.46
2021-04-23,85,79.0,,0.79,67.15
2021-04-24,28,79.0,,0.79,22.12
2021-04-25,23,79.0,,0.79,18.17
2021-04-26,78,79.0,,0.79,61.620000000000005
2021-04-27,78,79.0,,0.79,61.620000000000005
2021-04-28,73,79.0,,0.79,57.67
2021-04-29,79,79.0,,0.79,62.410000000000004
2021-04-30,60,79.0,,0.79,47.400000000000006
2021-05-01,27,75.0,False,0.75,20.25
2021-05-02,30,75.0,,0.75,22.5
2021-05-03,100,75.0,,0.75,75.0
2021-05-04,64,75.0,,0.75,48.0
2021-05-05,63,75.0,,0.75,47.25
2021-05-06,50,75.0,,0.75,37.5
2021-05-07,66,75.0,,0.75,49.5
2021-05-08,29,75.0,,0.75,21.75
2021-05-09,32,75.0,,0.75,24.0
2021-05-10,69,75.0,,0.75,51.75
2021-05-11,71,75.0,,0.75,53.25
2021-05-12,60,75.0,,0.75,45.0
2021-05-13,62,75.0,,0.75,46.5
2021-05-14,57,75.0,,0.75,42.75
2021-05-15,29,75.0,,0.75,21.75
2021-05-16,24,75.0,,0.75,18.0
2021-05-17,56,75.0,,0.75,42.0
2021-05-18,87,75.0,,0.75,65.25
2021-05-19,70,75.0,,0.75,52.5
2021-05-20,72,75.0,,0.75,54.0
2021-05-21,64,75.0,,0.75,48.0
2021-05-22,36,75.0,,0.75,27.0
2021-05-23,22,75.0,,0.75,16.5
2021-05-24,53,75.0,,0.75,39.75
2021-05-25,63,75.0,,0.75,47.25
2021-05-26,62,75.0,,0.75,46.5
2021-05-27,61,75.0,,0.75,45.75
2021-05-28,67,75.0,,0.75,50.25
2021-05-29,30,75.0,,0.75,22.5
2021-05-30,19,75.0,,0.75,14.25
2021-05-31,24,75.0,,0.75,18.0
2021-06-01,66,68.0,False,0.68,44.88
2021-06-02,79,68.0,,0.68,53.720000000000006
2021-06-03,91,68.0,,0.68,61.88
2021-06-04,90,68.0,,0.68,61.2
2021-06-05,41,68.0,,0.68,27.880000000000003
2021-06-06,25,68.0,,0.68,17.0
2021-06-07,77,68.0,,0.68,52.36000000000001
2021-06-08,72,68.0,,0.68,48.96
2021-06-09,63,68.0,,0.68,42.84
2021-06-10,76,68.0,,0.68,51.68000000000001
2021-06-11,74,68.0,,0.68,50.32
2021-06-12,40,68.0,,0.68,27.200000000000003
2021-06-13,22,68.0,,0.68,14.96
2021-06-14,83,68.0,,0.68,56.440000000000005
2021-06-15,57,68.0,,0.68,38.760000000000005
2021-06-16,68,68.0,,0.68,46.24
2021-06-17,71,68.0,,0.68,48.28
2021-06-18,89,68.0,,0.68,60.52
2021-06-19,48,68.0,,0.68,32.64
2021-06-20,33,68.0,,0.68,22.44
2021-06-21,98,68.0,,0.68,66.64
2021-06-22,85,68.0,,0.68,57.800000000000004
2021-06-23,65,68.0,,0.68,44.2
2021-06-24,82,68.0,,0.68,55.760000000000005
2021-06-25,100,68.0,,0.68,68.0
2021-06-26,39,68.0,,0.68,26.520000000000003
2021-06-27,36,68.0,,0.68,24.48
2021-06-28,63,68.0,,0.68,42.84
2021-06-29,92,68.0,,0.68,62.56
2021-06-30,74,68.0,,0.68,50.32
2021-07-01,78,77.0,False,0.77,60.06
2021-07-02,83,77.0,,0.77,63.910000000000004
2021-07-03,36,77.0,,0.77,27.72
2021-07-04,26,77.0,,0.77,20.02
2021-07-05,34,77.0,,0.77,26.18
2021-07-06,56,77.0,,0.77,43.120000000000005
2021-07-07,82,77.0,,0.77,63.14
2021-07-08,86,77.0,,0.77,66.22
2021-07-09,82,77.0,,0.77,63.14
2021-07-10,40,77.0,,0.77,30.8
2021-07-11,25,77.0,,0.77,19.25
2021-07-12,76,77.0,,0.77,58.52
2021-07-13,61,77.0,,0.77,46.97
2021-07-14,73,77.0,,0.77,56.21
2021-07-15,54,77.0,,0.77,41.58
2021-07-16,61,77.0,,0.77,46.97
2021-07-17,39,77.0,,0.77,30.03
2021-07-18,36,77.0,,0.77,27.72
2021-07-19,100,77.0,,0.77,77.0
2021-07-20,75,77.0,,0.77,57.75
2021-07-21,96,77.0,,0.77,73.92
2021-07-22,79,77.0,,0.77,60.83
2021-07-23,91,77.0,,0.77,70.07000000000001
2021-07-24,33,77.0,,0.77,25.41
2021-07-25,35,77.0,,0.77,26.95
2021-07-26,71,77.0,,0.77,54.67
2021-07-27,74,77.0,,0.77,56.980000000000004
2021-07-28,73,77.0,,0.77,56.21
2021-07-29,64,77.0,,0.77,49.28
2021-07-30,81,77.0,,0.77,62.370000000000005
2021-07-31,31,77.0,,0.77,23.87
2021-08-01,36,69.0,False,0.69,24.839999999999996
2021-08-02,79,69.0,,0.69,54.51
2021-08-03,96,69.0,,0.69,66.24
2021-08-04,74,69.0,,0.69,51.059999999999995
2021-08-05,81,69.0,,0.69,55.88999999999999
2021-08-06,94,69.0,,0.69,64.86
2021-08-07,49,69.0,,0.69,33.809999999999995
2021-08-08,39,69.0,,0.69,26.909999999999997
2021-08-09,79,69.0,,0.69,54.51
2021-08-10,86,69.0,,0.69,59.339999999999996
2021-08-11,87,69.0,,0.69,60.029999999999994
2021-08-12,94,69.0,,0.69,64.86
2021-08-13,78,69.0,,0.69,53.81999999999999
2021-08-14,37,69.0,,0.69,25.529999999999998
2021-08-15,34,69.0,,0.69,23.459999999999997
2021-08-16,89,69.0,,0.69,61.41
2021-08-17,94,69.0,,0.69,64.86
2021-08-18,76,69.0,,0.69,52.44
2021-08-19,71,69.0,,0.69,48.989999999999995
2021-08-20,90,69.0,,0.69,62.099999999999994
2021-08-21,40,69.0,,0.69,27.599999999999998
2021-08-22,28,69.0,,0.69,19.32
2021-08-23,75,69.0,,0.69,51.74999999999999
2021-08-24,89,69.0,,0.69,61.41
2021-08-25,100,69.0,,0.69,69.0
2021-08-26,96,69.0,,0.69,66.24
2021-08-27,99,69.0,,0.69,68.30999999999999
2021-08-28,35,69.0,,0.69,24.15
2021-08-29,41,69.0,,0.69,28.29
2021-08-30,65,69.0,,0.69,44.849999999999994
2021-08-31,81,69.0,,0.69,55.88999999999999
2021-09-01,100,66.0,False,0.66,66.0
2021-09-02,71,66.0,,0.66,46.86
2021-09-03,79,66.0,,0.66,52.14
2021-09-04,44,66.0,,0.66,29.040000000000003
2021-09-05,25,66.0,,0.66,16.5
2021-09-06,29,66.0,,0.66,19.14
2021-09-07,74,66.0,,0.66,48.84
2021-09-08,77,66.0,,0.66,50.82
2021-09-09,67,66.0,,0.66,44.22
2021-09-10,83,66.0,,0.66,54.78
2021-09-11,24,66.0,,0.66,15.84
2021-09-12,30,66.0,,0.66,19.8
2021-09-13,84,66.0,,0.66,55.440000000000005
2021-09-14,81,66.0,,0.66,53.46
2021-09-15,86,66.0,,0.66,56.760000000000005
2021-09-16,67,66.0,,0.66,44.22
2021-09-17,76,66.0,,0.66,50.160000000000004
2021-09-18,30,66.0,,0.66,19.8
2021-09-19,30,66.0,,0.66,19.8
2021-09-20,96,66.0,,0.66,63.36
2021-09-21,67,66.0,,0.66,44.22
2021-09-22,63,66.0,,0.66,41.580000000000005
2021-09-23,84,66.0,,0.66,55.440000000000005
2021-09-24,90,66.0,,0.66,59.400000000000006
2021-09-25,32,66.0,,0.66,21.12
2021-09-26,25,66.0,,0.66,16.5
2021-09-27,66,66.0,,0.66,43.56
2021-09-28,78,66.0,,0.66,51.480000000000004
2021-09-29,64,66.0,,0.66,42.24
2021-09-30,85,66.0,,0.66,56.1
2021-10-01,58,78.0,False,0.78,45.24
2021-10-02,27,78.0,,0.78,21.060000000000002
2021-10-03,20,78.0,,0.78,15.600000000000001
2021-10-04,46,78.0,,0.78,35.88
2021-10-05,41,78.0,,0.78,31.98
2021-10-06,50,78.0,,0.78,39.0
2021-10-07,63,78.0,,0.78,49.14
2021-10-08,68,78.0,,0.78,53.04
2021-10-09,28,78.0,,0.78,21.84
2021-10-10,26,78.0,,0.78,20.28
2021-10-11,85,78.0,,0.78,66.3
2021-10-12,82,78.0,,0.78,63.96
2021-10-13,85,78.0,,0.78,66.3
2021-10-14,82,78.0,,0.78,63.96
2021-10-15,69,78.0,,0.78,53.82
2021-10-16,33,78.0,,0.78,25.740000000000002
2021-10-17,24,78.0,,0.78,18.72
2021-10-18,45,78.0,,0.78,35.1
2021-10-19,59,78.0,,0.78,46.02
2021-10-20,100,78.0,,0.78,78.0
2021-10-21,63,78.0,,0.78,49.14
2021-10-22,61,78.0,,0.78,47.58
2021-10-23,21,78.0,,0.78,16.38
2021-10-24,23,78.0,,0.78,17.94
2021-10-25,69,78.0,,0.78,53.82
2021-10-26,50,78.0,,0.78,39.0
2021-10-27,58,78.0,,0.78,45.24
2021-10-28,50,78.0,,0.78,39.0
2021-10-29,61,78.0,,0.78,47.58
2021-10-30,32,78.0,,0.78,24.96
2021-10-31,29,78.0,,0.78,22.62
2021-11-01,76,74.0,False,0.74,56.24
2021-11-02,74,74.0,,0.74,54.76
2021-11-03,53,74.0,,0.74,39.22
2021-11-04,96,74.0,,0.74,71.03999999999999
2021-11-05,92,74.0,,0.74,68.08
2021-11-06,56,74.0,,0.74,41.44
2021-11-07,41,74.0,,0.74,30.34
2021-11-08,81,74.0,,0.74,59.94
2021-11-09,80,74.0,,0.74,59.2
2021-11-10,89,74.0,,0.74,65.86
2021-11-11,98,74.0,,0.74,72.52
2021-11-12,79,74.0,,0.74,58.46
2021-11-13,48,74.0,,0.74,35.519999999999996
2021-11-14,60,74.0,,0.74,44.4
2021-11-15,84,74.0,,0.74,62.16
2021-11-16,100,74.0,,0.74,74.0
2021-11-17,96,74.0,,0.74,71.03999999999999
2021-11-18,74,74.0,,0.74,54.76
2021-11-19,93,74.0,,0.74,68.82
2021-11-20,44,74.0,,0.74,32.56
2021-11-21,40,74.0,,0.74,29.6
2021-11-22,78,74.0,,0.74,57.72
2021-11-23,80,74.0,,0.74,59.2
2021-11-24,95,74.0,,0.74,70.3
2021-11-25,55,74.0,,0.74,40.7
2021-11-26,79,74.0,,0.74,58.46
2021-11-27,43,74.0,,0.74,31.82
2021-11-28,29,74.0,,0.74,21.46
2021-11-29,87,74.0,,0.74,64.38
2021-11-30,71,74.0,,0.74,52.54
2021-12-01,88,79.0,False,0.79,69.52000000000001
2021-12-02,91,79.0,,0.79,71.89
2021-12-03,94,79.0,,0.79,74.26
2021-12-04,40,79.0,,0.79,31.6
2021-12-05,35,79.0,,0.79,27.650000000000002
2021-12-06,100,79.0,,0.79,79.0
2021-12-07,82,79.0,,0.79,64.78
2021-12-08,89,79.0,,0.79,70.31
2021-12-09,93,79.0,,0.79,73.47
2021-12-10,73,79.0,,0.79,57.67
2021-12-11,55,79.0,,0.79,43.45
2021-12-12,38,79.0,,0.79,30.020000000000003
2021-12-13,83,79.0,,0.79,65.57000000000001
2021-12-14,79,79.0,,0.79,62.410000000000004
2021-12-15,94,79.0,,0.79,74.26
2021-12-16,100,79.0,,0.79,79.0
2021-12-17,85,79.0,,0.79,67.15
2021-12-18,41,79.0,,0.79,32.39
2021-12-19,31,79.0,,0.79,24.490000000000002
2021-12-20,87,79.0,,0.79,68.73
2021-12-21,93,79.0,,0.79,73.47
2021-12-22,97,79.0,,0.79,76.63000000000001
2021-12-23,97,79.0,,0.79,76.63000000000001
2021-12-24,35,79.0,,0.79,27.650000000000002
2021-12-25,27,79.0,,0.79,21.330000000000002
2021-12-26,22,79.0,,0.79,17.380000000000003
2021-12-27,80,79.0,,0.79,63.2
2021-12-28,87,79.0,,0.79,68.73
2021-12-29,79,79.0,,0.79,62.410000000000004
2021-12-30,90,79.0,,0.79,71.10000000000001
2021-12-31,71,79.0,,0.79,56.09
