date,OIL_unscaled,OIL_monthly,isPartial,scale,OIL
2021-05-06,88,79.0,,0.79,69.52000000000001
2021-05-07,90,79.0,,0.79,71.10000000000001
2021-05-08,100,79.0,,0.79,79.0
2021-05-09,81,79.0,,0.79,63.99
2021-05-10,90,79.0,,0.79,71.10000000000001
2021-05-11,97,79.0,,0.79,76.63000000000001
2021-05-12,94,79.0,,0.79,74.26
2021-05-13,92,79.0,,0.79,72.68
2021-05-14,91,79.0,,0.79,71.89
2021-05-15,99,79.0,,0.79,78.21000000000001
2021-05-16,97,79.0,,0.79,76.63000000000001
2021-05-17,89,79.0,,0.79,70.31
2021-05-18,88,79.0,,0.79,69.52000000000001
2021-05-19,91,79.0,,0.79,71.89
2021-05-20,89,79.0,,0.79,70.31
2021-05-21,90,79.0,,0.79,71.10000000000001
2021-05-22,100,79.0,,0.79,79.0
2021-05-23,95,79.0,,0.79,75.05
2021-05-24,92,79.0,,0.79,72.68
2021-05-25,92,79.0,,0.79,72.68
2021-05-26,90,79.0,,0.79,71.10000000000001
2021-05-27,87,79.0,,0.79,68.73
2021-05-28,90,79.0,,0.79,71.10000000000001
2021-05-29,97,79.0,,0.79,76.63000000000001
2021-05-30,91,79.0,,0.79,71.89
2021-05-31,92,79.0,,0.79,72.68
2021-06-01,87,78.0,False,0.78,67.86
2021-06-02,91,78.0,,0.78,70.98
2021-06-03,86,78.0,,0.78,67.08
2021-06-04,89,78.0,,0.78,69.42
2021-06-05,100,78.0,,0.78,78.0
2021-06-06,90,78.0,,0.78,70.2
2021-06-07,87,78.0,,0.78,67.86
2021-06-08,87,78.0,,0.78,67.86
2021-06-09,91,78.0,,0.78,70.98
2021-06-10,92,78.0,,0.78,71.76
2021-06-11,93,78.0,,0.78,72.54
2021-06-12,98,78.0,,0.78,76.44
2021-06-13,91,78.0,,0.78,70.98
2021-06-14,91,78.0,,0.78,70.98
2021-06-15,90,78.0,,0.78,70.2
2021-06-16,95,78.0,,0.78,74.10000000000001
2021-06-17,92,78.0,,0.78,71.76
2021-06-18,92,78.0,,0.78,71.76
2021-06-19,96,78.0,,0.78,74.88
2021-06-20,86,78.0,,0.78,67.08
2021-06-21,86,78.0,,0.78,67.08
2021-06-22,89,78.0,,0.78,69.42
2021-06-23,90,78.0,,0.78,70.2
2021-06-24,90,78.0,,0.78,70.2
2021-06-25,93,78.0,,0.78,72.54
2021-06-26,96,78.0,,0.78,74.88
2021-06-27,94,78.0,,0.78,73.32000000000001
2021-06-28,89,78.0,,0.78,69.42
2021-06-29,89,78.0,,0.78,69.42
2021-06-30,90,78.0,,0.78,70.2
2021-07-01,84,78.0,False,0.78,65.52
2021-07-02,87,78.0,,0.78,67.86
2021-07-03,100,78.0,,0.78,78.0
2021-07-04,85,78.0,,0.78,66.3
2021-07-05,93,78.0,,0.78,72.54
2021-07-06,87,78.0,,0.78,67.86
2021-07-07,87,78.0,,0.78,67.86
2021-07-08,87,78.0,,0.78,67.86
2021-07-09,86,78.0,,0.78,67.08
2021-07-10,95,78.0,,0.78,74.10000000000001
2021-07-11,86,78.0,,0.78,67.08
2021-07-12,89,78.0,,0.78,69.42
2021-07-13,87,78.0,,0.78,67.86
2021-07-14,87,78.0,,0.78,67.86
2021-07-15,87,78.0,,0.78,67.86
2021-07-16,87,78.0,,0.78,67.86
2021-07-17,94,78.0,,0.78,73.32000000000001
2021-07-18,90,78.0,,0.78,70.2
2021-07-19,87,78.0,,0.78,67.86
2021-07-20,84,78.0,,0.78,65.52
2021-07-21,90,78.0,,0.78,70.2
2021-07-22,89,78.0,,0.78,69.42
2021-07-23,87,78.0,,0.78,67.86
2021-07-24,92,78.0,,0.78,71.76
2021-07-25,89,78.0,,0.78,69.42
2021-07-26,87,78.0,,0.78,67.86
2021-07-27,83,78.0,,0.78,64.74000000000001
2021-07-28,89,78.0,,0.78,69.42
2021-07-29,86,78.0,,0.78,67.08
2021-07-30,87,78.0,,0.78,67.86
2021-07-31,95,78.0,,0.78,74.10000000000001
2021-08-01,91,81.0,False,0.81,73.71000000000001
2021-08-02,89,81.0,,0.81,72.09
2021-08-03,83,81.0,,0.81,67.23
2021-08-04,89,81.0,,0.81,72.09
2021-08-05,85,81.0,,0.81,68.85000000000001
2021-08-06,88,81.0,,0.81,71.28
2021-08-07,94,81.0,,0.81,76.14
2021-08-08,89,81.0,,0.81,72.09
2021-08-09,87,81.0,,0.81,70.47
2021-08-10,86,81.0,,0.81,69.66000000000001
2021-08-11,86,81.0,,0.81,69.66000000000001
2021-08-12,84,81.0,,0.81,68.04
2021-08-13,88,81.0,,0.81,71.28
2021-08-14,99,81.0,,0.81,80.19000000000001
2021-08-15,93,81.0,,0.81,75.33
2021-08-16,93,81.0,,0.81,75.33
2021-08-17,91,81.0,,0.81,73.71000000000001
2021-08-18,93,81.0,,0.81,75.33
2021-08-19,90,81.0,,0.81,72.9
2021-08-20,90,81.0,,0.81,72.9
2021-08-21,99,81.0,,0.81,80.19000000000001
2021-08-22,91,81.0,,0.81,73.71000000000001
2021-08-23,86,81.0,,0.81,69.66000000000001
2021-08-24,88,81.0,,0.81,71.28
2021-08-25,89,81.0,,0.81,72.09
2021-08-26,89,81.0,,0.81,72.09
2021-08-27,88,81.0,,0.81,71.28
2021-08-28,100,81.0,,0.81,81.0
2021-08-29,90,81.0,,0.81,72.9
2021-08-30,90,81.0,,0.81,72.9
2021-08-31,86,81.0,,0.81,69.66000000000001
2021-09-01,88,77.0,False,0.77,67.76
2021-09-02,85,77.0,,0.77,65.45
2021-09-03,87,77.0,,0.77,66.99
2021-09-04,96,77.0,,0.77,73.92
2021-09-05,86,77.0,,0.77,66.22
2021-09-06,90,77.0,,0.77,69.3
2021-09-07,90,77.0,,0.77,69.3
2021-09-08,91,77.0,,0.77,70.07000000000001
2021-09-09,88,77.0,,0.77,67.76
2021-09-10,90,77.0,,0.77,69.3
2021-09-11,94,77.0,,0.77,72.38
2021-09-12,91,77.0,,0.77,70.07000000000001
2021-09-13,89,77.0,,0.77,68.53
2021-09-14,84,77.0,,0.77,64.68
2021-09-15,90,77.0,,0.77,69.3
2021-09-16,87,77.0,,0.77,66.99
2021-09-17,88,77.0,,0.77,67.76
2021-09-18,100,77.0,,0.77,77.0
2021-09-19,87,77.0,,0.77,66.99
2021-09-20,87,77.0,,0.77,66.99
2021-09-21,88,77.0,,0.77,67.76
2021-09-22,89,77.0,,0.77,68.53
2021-09-23,88,77.0,,0.77,67.76
2021-09-24,86,77.0,,0.77,66.22
2021-09-25,91,77.0,,0.77,70.07000000000001
2021-09-26,84,77.0,,0.77,64.68
2021-09-27,92,77.0,,0.77,70.84
2021-09-28,89,77.0,,0.77,68.53
2021-09-29,92,77.0,,0.77,70.84
2021-09-30,92,77.0,,0.77,70.84
2021-10-01,91,84.0,False,0.84,76.44
2021-10-02,89,84.0,,0.84,74.75999999999999
2021-10-03,100,84.0,,0.84,84.0
2021-10-04,100,84.0,,0.84,84.0
2021-10-05,99,84.0,,0.84,83.16
2021-10-06,94,84.0,,0.84,78.96
2021-10-07,93,84.0,,0.84,78.11999999999999
2021-10-08,92,84.0,,0.84,77.28
2021-10-09,97,84.0,,0.84,81.48
2021-10-10,83,84.0,,0.84,69.72
2021-10-11,90,84.0,,0.84,75.6
2021-10-12,89,84.0,,0.84,74.75999999999999
2021-10-13,88,84.0,,0.84,73.92
2021-10-14,90,84.0,,0.84,75.6
2021-10-15,92,84.0,,0.84,77.28
2021-10-16,98,84.0,,0.84,82.32
2021-10-17,94,84.0,,0.84,78.96
2021-10-18,91,84.0,,0.84,76.44
2021-10-19,92,84.0,,0.84,77.28
2021-10-20,89,84.0,,0.84,74.75999999999999
2021-10-21,90,84.0,,0.84,75.6
2021-10-22,91,84.0,,0.84,76.44
2021-10-23,96,84.0,,0.84,80.64
2021-10-24,89,84.0,,0.84,74.75999999999999
2021-10-25,89,84.0,,0.84,74.75999999999999
2021-10-26,88,84.0,,0.84,73.92
2021-10-27,87,84.0,,0.84,73.08
2021-10-28,87,84.0,,0.84,73.08
2021-10-29,83,84.0,,0.84,69.72
2021-10-30,91,84.0,,0.84,76.44
2021-10-31,84,84.0,,0.84,70.56
2021-11-01,86,85.0,False,0.85,73.1
2021-11-02,90,85.0,,0.85,76.5
2021-11-03,89,85.0,,0.85,75.64999999999999
2021-11-04,93,85.0,,0.85,79.05
2021-11-05,94,85.0,,0.85,79.89999999999999
2021-11-06,98,85.0,,0.85,83.3
2021-11-07,89,85.0,,0.85,75.64999999999999
2021-11-08,94,85.0,,0.85,79.89999999999999
2021-11-09,90,85.0,,0.85,76.5
2021-11-10,94,85.0,,0.85,79.89999999999999
2021-11-11,96,85.0,,0.85,81.6
2021-11-12,89,85.0,,0.85,75.64999999999999
2021-11-13,98,85.0,,0.85,83.3
2021-11-14,97,85.0,,0.85,82.45
2021-11-15,91,85.0,,0.85,77.35
2021-11-16,89,85.0,,0.85,75.64999999999999
2021-11-17,93,85.0,,0.85,79.05
2021-11-18,91,85.0,,0.85,77.35
2021-11-19,84,85.0,,0.85,71.39999999999999
2021-11-20,92,85.0,,0.85,78.2
2021-11-21,84,85.0,,0.85,71.39999999999999
2021-11-22,82,85.0,,0.85,69.7
2021-11-23,96,85.0,,0.85,81.6
2021-11-24,100,85.0,,0.85,85.0
2021-11-25,80,85.0,,0.85,68.0
2021-11-26,85,85.0,,0.85,72.25
2021-11-27,88,85.0,,0.85,74.8
2021-11-28,85,85.0,,0.85,72.25
2021-11-29,87,85.0,,0.85,73.95
2021-11-30,85,85.0,,0.85,72.25
2021-12-01,94,73.0,False,0.73,68.62
2021-12-02,93,73.0,,0.73,67.89
2021-12-03,92,73.0,,0.73,67.16
2021-12-04,100,73.0,,0.73,73.0
2021-12-05,91,73.0,,0.73,66.42999999999999
2021-12-06,87,73.0,,0.73,63.51
2021-12-07,86,73.0,,0.73,62.78
2021-12-08,91,73.0,,0.73,66.42999999999999
2021-12-09,87,73.0,,0.73,63.51
2021-12-10,87,73.0,,0.73,63.51
2021-12-11,94,73.0,,0.73,68.62
2021-12-12,84,73.0,,0.73,61.32
2021-12-13,86,73.0,,0.73,62.78
2021-12-14,85,73.0,,0.73,62.05
2021-12-15,88,73.0,,0.73,64.24
2021-12-16,87,73.0,,0.73,63.51
2021-12-17,85,73.0,,0.73,62.05
2021-12-18,93,73.0,,0.73,67.89
2021-12-19,86,73.0,,0.73,62.78
2021-12-20,91,73.0,,0.73,66.42999999999999
2021-12-21,88,73.0,,0.73,64.24
2021-12-22,93,73.0,,0.73,67.89
2021-12-23,93,73.0,,0.73,67.89
2021-12-24,88,73.0,,0.73,64.24
2021-12-25,62,73.0,,0.73,45.26
2021-12-26,81,73.0,,0.73,59.129999999999995
2021-12-27,93,73.0,,0.73,67.89
2021-12-28,94,73.0,,0.73,68.62
2021-12-29,96,73.0,,0.73,70.08
2021-12-30,96,73.0,,0.73,70.08
2021-12-31,90,73.0,,0.73,65.7
