date,HLNE_unscaled,HLNE_monthly,isPartial,scale,HLNE
2020-03-05,0,27.0,,0.27,0.0
2020-03-06,0,27.0,,0.27,0.0
2020-03-07,60,27.0,,0.27,16.200000000000003
2020-03-08,0,27.0,,0.27,0.0
2020-03-09,50,27.0,,0.27,13.5
2020-03-10,50,27.0,,0.27,13.5
2020-03-11,100,27.0,,0.27,27.0
2020-03-12,0,27.0,,0.27,0.0
2020-03-13,51,27.0,,0.27,13.770000000000001
2020-03-14,0,27.0,,0.27,0.0
2020-03-15,0,27.0,,0.27,0.0
2020-03-16,51,27.0,,0.27,13.770000000000001
2020-03-17,0,27.0,,0.27,0.0
2020-03-18,51,27.0,,0.27,13.770000000000001
2020-03-19,50,27.0,,0.27,13.5
2020-03-20,99,27.0,,0.27,26.73
2020-03-21,0,27.0,,0.27,0.0
2020-03-22,0,27.0,,0.27,0.0
2020-03-23,0,27.0,,0.27,0.0
2020-03-24,0,27.0,,0.27,0.0
2020-03-25,0,27.0,,0.27,0.0
2020-03-26,51,27.0,,0.27,13.770000000000001
2020-03-27,0,27.0,,0.27,0.0
2020-03-28,0,27.0,,0.27,0.0
2020-03-29,0,27.0,,0.27,0.0
2020-03-30,0,27.0,,0.27,0.0
2020-03-31,0,27.0,,0.27,0.0
2020-04-01,0,22.0,False,0.22,0.0
2020-04-02,100,22.0,,0.22,22.0
2020-04-03,25,22.0,,0.22,5.5
2020-04-04,0,22.0,,0.22,0.0
2020-04-05,0,22.0,,0.22,0.0
2020-04-06,25,22.0,,0.22,5.5
2020-04-07,25,22.0,,0.22,5.5
2020-04-08,0,22.0,,0.22,0.0
2020-04-09,0,22.0,,0.22,0.0
2020-04-10,0,22.0,,0.22,0.0
2020-04-11,0,22.0,,0.22,0.0
2020-04-12,0,22.0,,0.22,0.0
2020-04-13,0,22.0,,0.22,0.0
2020-04-14,25,22.0,,0.22,5.5
2020-04-15,0,22.0,,0.22,0.0
2020-04-16,0,22.0,,0.22,0.0
2020-04-17,24,22.0,,0.22,5.28
2020-04-18,0,22.0,,0.22,0.0
2020-04-19,0,22.0,,0.22,0.0
2020-04-20,0,22.0,,0.22,0.0
2020-04-21,25,22.0,,0.22,5.5
2020-04-22,0,22.0,,0.22,0.0
2020-04-23,0,22.0,,0.22,0.0
2020-04-24,0,22.0,,0.22,0.0
2020-04-25,0,22.0,,0.22,0.0
2020-04-26,0,22.0,,0.22,0.0
2020-04-27,0,22.0,,0.22,0.0
2020-04-28,0,22.0,,0.22,0.0
2020-04-29,24,22.0,,0.22,5.28
2020-04-30,24,22.0,,0.22,5.28
2020-05-01,97,25.0,False,0.25,24.25
2020-05-02,0,25.0,,0.25,0.0
2020-05-03,0,25.0,,0.25,0.0
2020-05-04,0,25.0,,0.25,0.0
2020-05-05,0,25.0,,0.25,0.0
2020-05-06,0,25.0,,0.25,0.0
2020-05-07,0,25.0,,0.25,0.0
2020-05-08,0,25.0,,0.25,0.0
2020-05-09,0,25.0,,0.25,0.0
2020-05-10,58,25.0,,0.25,14.5
2020-05-11,0,25.0,,0.25,0.0
2020-05-12,0,25.0,,0.25,0.0
2020-05-13,48,25.0,,0.25,12.0
2020-05-14,0,25.0,,0.25,0.0
2020-05-15,49,25.0,,0.25,12.25
2020-05-16,0,25.0,,0.25,0.0
2020-05-17,56,25.0,,0.25,14.0
2020-05-18,49,25.0,,0.25,12.25
2020-05-19,0,25.0,,0.25,0.0
2020-05-20,0,25.0,,0.25,0.0
2020-05-21,0,25.0,,0.25,0.0
2020-05-22,100,25.0,,0.25,25.0
2020-05-23,58,25.0,,0.25,14.5
2020-05-24,0,25.0,,0.25,0.0
2020-05-25,0,25.0,,0.25,0.0
2020-05-26,51,25.0,,0.25,12.75
2020-05-27,99,25.0,,0.25,24.75
2020-05-28,98,25.0,,0.25,24.5
2020-05-29,0,25.0,,0.25,0.0
2020-05-30,0,25.0,,0.25,0.0
2020-05-31,0,25.0,,0.25,0.0
2020-06-01,0,29.0,False,0.29,0.0
2020-06-02,48,29.0,,0.29,13.919999999999998
2020-06-03,91,29.0,,0.29,26.389999999999997
2020-06-04,0,29.0,,0.29,0.0
2020-06-05,92,29.0,,0.29,26.68
2020-06-06,0,29.0,,0.29,0.0
2020-06-07,0,29.0,,0.29,0.0
2020-06-08,89,29.0,,0.29,25.81
2020-06-09,0,29.0,,0.29,0.0
2020-06-10,0,29.0,,0.29,0.0
2020-06-11,94,29.0,,0.29,27.259999999999998
2020-06-12,0,29.0,,0.29,0.0
2020-06-13,0,29.0,,0.29,0.0
2020-06-14,0,29.0,,0.29,0.0
2020-06-15,0,29.0,,0.29,0.0
2020-06-16,95,29.0,,0.29,27.549999999999997
2020-06-17,0,29.0,,0.29,0.0
2020-06-18,49,29.0,,0.29,14.209999999999999
2020-06-19,0,29.0,,0.29,0.0
2020-06-20,0,29.0,,0.29,0.0
2020-06-21,58,29.0,,0.29,16.82
2020-06-22,0,29.0,,0.29,0.0
2020-06-23,0,29.0,,0.29,0.0
2020-06-24,0,29.0,,0.29,0.0
2020-06-25,0,29.0,,0.29,0.0
2020-06-26,0,29.0,,0.29,0.0
2020-06-27,0,29.0,,0.29,0.0
2020-06-28,0,29.0,,0.29,0.0
2020-06-29,100,29.0,,0.29,28.999999999999996
2020-06-30,0,29.0,,0.29,0.0
2020-07-01,0,14.0,False,0.14,0.0
2020-07-02,0,14.0,,0.14,0.0
2020-07-03,0,14.0,,0.14,0.0
2020-07-04,0,14.0,,0.14,0.0
2020-07-05,0,14.0,,0.14,0.0
2020-07-06,0,14.0,,0.14,0.0
2020-07-07,0,14.0,,0.14,0.0
2020-07-08,0,14.0,,0.14,0.0
2020-07-09,0,14.0,,0.14,0.0
2020-07-10,0,14.0,,0.14,0.0
2020-07-11,0,14.0,,0.14,0.0
2020-07-12,0,14.0,,0.14,0.0
2020-07-13,49,14.0,,0.14,6.86
2020-07-14,48,14.0,,0.14,6.720000000000001
2020-07-15,0,14.0,,0.14,0.0
2020-07-16,0,14.0,,0.14,0.0
2020-07-17,0,14.0,,0.14,0.0
2020-07-18,0,14.0,,0.14,0.0
2020-07-19,0,14.0,,0.14,0.0
2020-07-20,0,14.0,,0.14,0.0
2020-07-21,0,14.0,,0.14,0.0
2020-07-22,50,14.0,,0.14,7.000000000000001
2020-07-23,0,14.0,,0.14,0.0
2020-07-24,0,14.0,,0.14,0.0
2020-07-25,0,14.0,,0.14,0.0
2020-07-26,0,14.0,,0.14,0.0
2020-07-27,50,14.0,,0.14,7.000000000000001
2020-07-28,100,14.0,,0.14,14.000000000000002
2020-07-29,0,14.0,,0.14,0.0
2020-07-30,0,14.0,,0.14,0.0
2020-07-31,51,14.0,,0.14,7.140000000000001
2020-08-01,0,23.0,False,0.23,0.0
2020-08-02,0,23.0,,0.23,0.0
2020-08-03,0,23.0,,0.23,0.0
2020-08-04,0,23.0,,0.23,0.0
2020-08-05,51,23.0,,0.23,11.73
2020-08-06,0,23.0,,0.23,0.0
2020-08-07,0,23.0,,0.23,0.0
2020-08-08,0,23.0,,0.23,0.0
2020-08-09,0,23.0,,0.23,0.0
2020-08-10,0,23.0,,0.23,0.0
2020-08-11,0,23.0,,0.23,0.0
2020-08-12,0,23.0,,0.23,0.0
2020-08-13,100,23.0,,0.23,23.0
2020-08-14,51,23.0,,0.23,11.73
2020-08-15,0,23.0,,0.23,0.0
2020-08-16,0,23.0,,0.23,0.0
2020-08-17,50,23.0,,0.23,11.5
2020-08-18,49,23.0,,0.23,11.270000000000001
2020-08-19,97,23.0,,0.23,22.310000000000002
2020-08-20,0,23.0,,0.23,0.0
2020-08-21,100,23.0,,0.23,23.0
2020-08-22,0,23.0,,0.23,0.0
2020-08-23,0,23.0,,0.23,0.0
2020-08-24,48,23.0,,0.23,11.040000000000001
2020-08-25,0,23.0,,0.23,0.0
2020-08-26,0,23.0,,0.23,0.0
2020-08-27,0,23.0,,0.23,0.0
2020-08-28,49,23.0,,0.23,11.270000000000001
2020-08-29,0,23.0,,0.23,0.0
2020-08-30,0,23.0,,0.23,0.0
2020-08-31,47,23.0,,0.23,10.81
2020-09-01,84,21.0,False,0.21,17.64
2020-09-02,0,21.0,,0.21,0.0
2020-09-03,83,21.0,,0.21,17.43
2020-09-04,88,21.0,,0.21,18.48
2020-09-05,0,21.0,,0.21,0.0
2020-09-06,0,21.0,,0.21,0.0
2020-09-07,100,21.0,,0.21,21.0
2020-09-08,84,21.0,,0.21,17.64
2020-09-09,84,21.0,,0.21,17.64
2020-09-10,0,21.0,,0.21,0.0
2020-09-11,84,21.0,,0.21,17.64
2020-09-12,0,21.0,,0.21,0.0
2020-09-13,0,21.0,,0.21,0.0
2020-09-14,0,21.0,,0.21,0.0
2020-09-15,83,21.0,,0.21,17.43
2020-09-16,84,21.0,,0.21,17.64
2020-09-17,0,21.0,,0.21,0.0
2020-09-18,85,21.0,,0.21,17.849999999999998
2020-09-19,0,21.0,,0.21,0.0
2020-09-20,0,21.0,,0.21,0.0
2020-09-21,0,21.0,,0.21,0.0
2020-09-22,0,21.0,,0.21,0.0
2020-09-23,0,21.0,,0.21,0.0
2020-09-24,82,21.0,,0.21,17.22
2020-09-25,0,21.0,,0.21,0.0
2020-09-26,0,21.0,,0.21,0.0
2020-09-27,0,21.0,,0.21,0.0
2020-09-28,0,21.0,,0.21,0.0
2020-09-29,0,21.0,,0.21,0.0
2020-09-30,0,21.0,,0.21,0.0
2020-10-01,0,17.0,False,0.17,0.0
2020-10-02,0,17.0,,0.17,0.0
2020-10-03,0,17.0,,0.17,0.0
2020-10-04,0,17.0,,0.17,0.0
2020-10-05,0,17.0,,0.17,0.0
2020-10-06,29,17.0,,0.17,4.930000000000001
2020-10-07,30,17.0,,0.17,5.1000000000000005
2020-10-08,0,17.0,,0.17,0.0
2020-10-09,34,17.0,,0.17,5.78
2020-10-10,0,17.0,,0.17,0.0
2020-10-11,0,17.0,,0.17,0.0
2020-10-12,0,17.0,,0.17,0.0
2020-10-13,100,17.0,,0.17,17.0
2020-10-14,0,17.0,,0.17,0.0
2020-10-15,0,17.0,,0.17,0.0
2020-10-16,0,17.0,,0.17,0.0
2020-10-17,0,17.0,,0.17,0.0
2020-10-18,0,17.0,,0.17,0.0
2020-10-19,33,17.0,,0.17,5.61
2020-10-20,0,17.0,,0.17,0.0
2020-10-21,0,17.0,,0.17,0.0
2020-10-22,0,17.0,,0.17,0.0
2020-10-23,35,17.0,,0.17,5.95
2020-10-24,0,17.0,,0.17,0.0
2020-10-25,0,17.0,,0.17,0.0
2020-10-26,0,17.0,,0.17,0.0
2020-10-27,0,17.0,,0.17,0.0
2020-10-28,33,17.0,,0.17,5.61
2020-10-29,0,17.0,,0.17,0.0
2020-10-30,0,17.0,,0.17,0.0
2020-10-31,0,17.0,,0.17,0.0
2020-11-01,0,26.0,False,0.26,0.0
2020-11-02,35,26.0,,0.26,9.1
2020-11-03,0,26.0,,0.26,0.0
2020-11-04,22,26.0,,0.26,5.720000000000001
2020-11-05,25,26.0,,0.26,6.5
2020-11-06,0,26.0,,0.26,0.0
2020-11-07,0,26.0,,0.26,0.0
2020-11-08,0,26.0,,0.26,0.0
2020-11-09,100,26.0,,0.26,26.0
2020-11-10,0,26.0,,0.26,0.0
2020-11-11,0,26.0,,0.26,0.0
2020-11-12,0,26.0,,0.26,0.0
2020-11-13,0,26.0,,0.26,0.0
2020-11-14,0,26.0,,0.26,0.0
2020-11-15,0,26.0,,0.26,0.0
2020-11-16,0,26.0,,0.26,0.0
2020-11-17,34,26.0,,0.26,8.84
2020-11-18,35,26.0,,0.26,9.1
2020-11-19,34,26.0,,0.26,8.84
2020-11-20,0,26.0,,0.26,0.0
2020-11-21,38,26.0,,0.26,9.88
2020-11-22,0,26.0,,0.26,0.0
2020-11-23,70,26.0,,0.26,18.2
2020-11-24,0,26.0,,0.26,0.0
2020-11-25,0,26.0,,0.26,0.0
2020-11-26,0,26.0,,0.26,0.0
2020-11-27,0,26.0,,0.26,0.0
2020-11-28,0,26.0,,0.26,0.0
2020-11-29,0,26.0,,0.26,0.0
2020-11-30,0,26.0,,0.26,0.0
2020-12-01,0,26.0,False,0.26,0.0
2020-12-02,0,26.0,,0.26,0.0
2020-12-03,48,26.0,,0.26,12.48
2020-12-04,0,26.0,,0.26,0.0
2020-12-05,0,26.0,,0.26,0.0
2020-12-06,0,26.0,,0.26,0.0
2020-12-07,48,26.0,,0.26,12.48
2020-12-08,0,26.0,,0.26,0.0
2020-12-09,97,26.0,,0.26,25.220000000000002
2020-12-10,0,26.0,,0.26,0.0
2020-12-11,49,26.0,,0.26,12.74
2020-12-12,0,26.0,,0.26,0.0
2020-12-13,0,26.0,,0.26,0.0
2020-12-14,48,26.0,,0.26,12.48
2020-12-15,0,26.0,,0.26,0.0
2020-12-16,49,26.0,,0.26,12.74
2020-12-17,0,26.0,,0.26,0.0
2020-12-18,51,26.0,,0.26,13.26
2020-12-19,0,26.0,,0.26,0.0
2020-12-20,0,26.0,,0.26,0.0
2020-12-21,50,26.0,,0.26,13.0
2020-12-22,51,26.0,,0.26,13.26
2020-12-23,0,26.0,,0.26,0.0
2020-12-24,0,26.0,,0.26,0.0
2020-12-25,0,26.0,,0.26,0.0
2020-12-26,0,26.0,,0.26,0.0
2020-12-27,0,26.0,,0.26,0.0
2020-12-28,100,26.0,,0.26,26.0
2020-12-29,0,26.0,,0.26,0.0
2020-12-30,0,26.0,,0.26,0.0
2020-12-31,0,26.0,,0.26,0.0
2021-01-01,0,19.0,False,0.19,0.0
2021-01-02,0,19.0,,0.19,0.0
2021-01-03,0,19.0,,0.19,0.0
2021-01-04,0,19.0,,0.19,0.0
2021-01-05,97,19.0,,0.19,18.43
2021-01-06,0,19.0,,0.19,0.0
2021-01-07,0,19.0,,0.19,0.0
2021-01-08,0,19.0,,0.19,0.0
2021-01-09,0,19.0,,0.19,0.0
2021-01-10,0,19.0,,0.19,0.0
2021-01-11,0,19.0,,0.19,0.0
2021-01-12,49,19.0,,0.19,9.31
2021-01-13,0,19.0,,0.19,0.0
2021-01-14,100,19.0,,0.19,19.0
2021-01-15,0,19.0,,0.19,0.0
2021-01-16,0,19.0,,0.19,0.0
2021-01-17,0,19.0,,0.19,0.0
2021-01-18,0,19.0,,0.19,0.0
2021-01-19,0,19.0,,0.19,0.0
2021-01-20,0,19.0,,0.19,0.0
2021-01-21,0,19.0,,0.19,0.0
2021-01-22,0,19.0,,0.19,0.0
2021-01-23,0,19.0,,0.19,0.0
2021-01-24,0,19.0,,0.19,0.0
2021-01-25,48,19.0,,0.19,9.120000000000001
2021-01-26,0,19.0,,0.19,0.0
2021-01-27,0,19.0,,0.19,0.0
2021-01-28,49,19.0,,0.19,9.31
2021-01-29,49,19.0,,0.19,9.31
2021-01-30,0,19.0,,0.19,0.0
2021-01-31,0,19.0,,0.19,0.0
2021-02-01,0,31.0,False,0.31,0.0
2021-02-02,33,31.0,,0.31,10.23
2021-02-03,0,31.0,,0.31,0.0
2021-02-04,33,31.0,,0.31,10.23
2021-02-05,69,31.0,,0.31,21.39
2021-02-06,0,31.0,,0.31,0.0
2021-02-07,0,31.0,,0.31,0.0
2021-02-08,33,31.0,,0.31,10.23
2021-02-09,0,31.0,,0.31,0.0
2021-02-10,0,31.0,,0.31,0.0
2021-02-11,0,31.0,,0.31,0.0
2021-02-12,0,31.0,,0.31,0.0
2021-02-13,0,31.0,,0.31,0.0
2021-02-14,0,31.0,,0.31,0.0
2021-02-15,0,31.0,,0.31,0.0
2021-02-16,0,31.0,,0.31,0.0
2021-02-17,0,31.0,,0.31,0.0
2021-02-18,34,31.0,,0.31,10.54
2021-02-19,0,31.0,,0.31,0.0
2021-02-20,0,31.0,,0.31,0.0
2021-02-21,0,31.0,,0.31,0.0
2021-02-22,65,31.0,,0.31,20.15
2021-02-23,0,31.0,,0.31,0.0
2021-02-24,100,31.0,,0.31,31.0
2021-02-25,34,31.0,,0.31,10.54
2021-02-26,0,31.0,,0.31,0.0
2021-02-27,0,31.0,,0.31,0.0
2021-02-28,37,31.0,,0.31,11.47
2021-03-01,0,17.0,False,0.17,0.0
2021-03-02,0,17.0,,0.17,0.0
2021-03-03,0,17.0,,0.17,0.0
2021-03-04,0,17.0,,0.17,0.0
2021-03-05,0,17.0,,0.17,0.0
2021-03-06,0,17.0,,0.17,0.0
2021-03-07,0,17.0,,0.17,0.0
2021-03-08,0,17.0,,0.17,0.0
2021-03-09,0,17.0,,0.17,0.0
2021-03-10,0,17.0,,0.17,0.0
2021-03-11,0,17.0,,0.17,0.0
2021-03-12,0,17.0,,0.17,0.0
2021-03-13,0,17.0,,0.17,0.0
2021-03-14,35,17.0,,0.17,5.95
2021-03-15,54,17.0,,0.17,9.180000000000001
2021-03-16,0,17.0,,0.17,0.0
2021-03-17,32,17.0,,0.17,5.44
2021-03-18,0,17.0,,0.17,0.0
2021-03-19,0,17.0,,0.17,0.0
2021-03-20,0,17.0,,0.17,0.0
2021-03-21,0,17.0,,0.17,0.0
2021-03-22,0,17.0,,0.17,0.0
2021-03-23,0,17.0,,0.17,0.0
2021-03-24,0,17.0,,0.17,0.0
2021-03-25,33,17.0,,0.17,5.61
2021-03-26,0,17.0,,0.17,0.0
2021-03-27,0,17.0,,0.17,0.0
2021-03-28,0,17.0,,0.17,0.0
2021-03-29,0,17.0,,0.17,0.0
2021-03-30,100,17.0,,0.17,17.0
2021-03-31,0,17.0,,0.17,0.0
2021-04-01,49,24.0,False,0.24,11.76
2021-04-02,52,24.0,,0.24,12.48
2021-04-03,0,24.0,,0.24,0.0
2021-04-04,0,24.0,,0.24,0.0
2021-04-05,51,24.0,,0.24,12.24
2021-04-06,0,24.0,,0.24,0.0
2021-04-07,0,24.0,,0.24,0.0
2021-04-08,0,24.0,,0.24,0.0
2021-04-09,0,24.0,,0.24,0.0
2021-04-10,0,24.0,,0.24,0.0
2021-04-11,0,24.0,,0.24,0.0
2021-04-12,49,24.0,,0.24,11.76
2021-04-13,49,24.0,,0.24,11.76
2021-04-14,0,24.0,,0.24,0.0
2021-04-15,0,24.0,,0.24,0.0
2021-04-16,99,24.0,,0.24,23.759999999999998
2021-04-17,0,24.0,,0.24,0.0
2021-04-18,0,24.0,,0.24,0.0
2021-04-19,0,24.0,,0.24,0.0
2021-04-20,0,24.0,,0.24,0.0
2021-04-21,0,24.0,,0.24,0.0
2021-04-22,50,24.0,,0.24,12.0
2021-04-23,50,24.0,,0.24,12.0
2021-04-24,0,24.0,,0.24,0.0
2021-04-25,0,24.0,,0.24,0.0
2021-04-26,0,24.0,,0.24,0.0
2021-04-27,100,24.0,,0.24,24.0
2021-04-28,0,24.0,,0.24,0.0
2021-04-29,0,24.0,,0.24,0.0
2021-04-30,0,24.0,,0.24,0.0
2021-05-01,0,7.0,False,0.07,0.0
2021-05-02,0,7.0,,0.07,0.0
2021-05-03,0,7.0,,0.07,0.0
2021-05-04,0,7.0,,0.07,0.0
2021-05-05,0,7.0,,0.07,0.0
2021-05-06,0,7.0,,0.07,0.0
2021-05-07,0,7.0,,0.07,0.0
2021-05-08,0,7.0,,0.07,0.0
2021-05-09,0,7.0,,0.07,0.0
2021-05-10,100,7.0,,0.07,7.000000000000001
2021-05-11,0,7.0,,0.07,0.0
2021-05-12,0,7.0,,0.07,0.0
2021-05-13,0,7.0,,0.07,0.0
2021-05-14,0,7.0,,0.07,0.0
2021-05-15,0,7.0,,0.07,0.0
2021-05-16,0,7.0,,0.07,0.0
2021-05-17,99,7.0,,0.07,6.930000000000001
2021-05-18,0,7.0,,0.07,0.0
2021-05-19,0,7.0,,0.07,0.0
2021-05-20,0,7.0,,0.07,0.0
2021-05-21,0,7.0,,0.07,0.0
2021-05-22,0,7.0,,0.07,0.0
2021-05-23,0,7.0,,0.07,0.0
2021-05-24,0,7.0,,0.07,0.0
2021-05-25,0,7.0,,0.07,0.0
2021-05-26,0,7.0,,0.07,0.0
2021-05-27,0,7.0,,0.07,0.0
2021-05-28,99,7.0,,0.07,6.930000000000001
2021-05-29,0,7.0,,0.07,0.0
2021-05-30,0,7.0,,0.07,0.0
2021-05-31,0,7.0,,0.07,0.0
2021-06-01,0,5.0,False,0.05,0.0
2021-06-02,0,5.0,,0.05,0.0
2021-06-03,0,5.0,,0.05,0.0
2021-06-04,0,5.0,,0.05,0.0
2021-06-05,0,5.0,,0.05,0.0
2021-06-06,0,5.0,,0.05,0.0
2021-06-07,99,5.0,,0.05,4.95
2021-06-08,100,5.0,,0.05,5.0
2021-06-09,0,5.0,,0.05,0.0
2021-06-10,0,5.0,,0.05,0.0
2021-06-11,0,5.0,,0.05,0.0
2021-06-12,0,5.0,,0.05,0.0
2021-06-13,0,5.0,,0.05,0.0
2021-06-14,0,5.0,,0.05,0.0
2021-06-15,0,5.0,,0.05,0.0
2021-06-16,0,5.0,,0.05,0.0
2021-06-17,0,5.0,,0.05,0.0
2021-06-18,0,5.0,,0.05,0.0
2021-06-19,0,5.0,,0.05,0.0
2021-06-20,0,5.0,,0.05,0.0
2021-06-21,0,5.0,,0.05,0.0
2021-06-22,0,5.0,,0.05,0.0
2021-06-23,0,5.0,,0.05,0.0
2021-06-24,0,5.0,,0.05,0.0
2021-06-25,0,5.0,,0.05,0.0
2021-06-26,0,5.0,,0.05,0.0
2021-06-27,0,5.0,,0.05,0.0
2021-06-28,0,5.0,,0.05,0.0
2021-06-29,0,5.0,,0.05,0.0
2021-06-30,0,5.0,,0.05,0.0
2021-07-01,0,18.0,False,0.18,0.0
2021-07-02,0,18.0,,0.18,0.0
2021-07-03,0,18.0,,0.18,0.0
2021-07-04,60,18.0,,0.18,10.799999999999999
2021-07-05,0,18.0,,0.18,0.0
2021-07-06,51,18.0,,0.18,9.18
2021-07-07,0,18.0,,0.18,0.0
2021-07-08,0,18.0,,0.18,0.0
2021-07-09,0,18.0,,0.18,0.0
2021-07-10,0,18.0,,0.18,0.0
2021-07-11,0,18.0,,0.18,0.0
2021-07-12,50,18.0,,0.18,9.0
2021-07-13,51,18.0,,0.18,9.18
2021-07-14,0,18.0,,0.18,0.0
2021-07-15,0,18.0,,0.18,0.0
2021-07-16,0,18.0,,0.18,0.0
2021-07-17,0,18.0,,0.18,0.0
2021-07-18,0,18.0,,0.18,0.0
2021-07-19,0,18.0,,0.18,0.0
2021-07-20,0,18.0,,0.18,0.0
2021-07-21,0,18.0,,0.18,0.0
2021-07-22,55,18.0,,0.18,9.9
2021-07-23,0,18.0,,0.18,0.0
2021-07-24,0,18.0,,0.18,0.0
2021-07-25,0,18.0,,0.18,0.0
2021-07-26,0,18.0,,0.18,0.0
2021-07-27,0,18.0,,0.18,0.0
2021-07-28,100,18.0,,0.18,18.0
2021-07-29,50,18.0,,0.18,9.0
2021-07-30,0,18.0,,0.18,0.0
2021-07-31,0,18.0,,0.18,0.0
2021-08-01,0,13.0,False,0.13,0.0
2021-08-02,0,13.0,,0.13,0.0
2021-08-03,0,13.0,,0.13,0.0
2021-08-04,0,13.0,,0.13,0.0
2021-08-05,0,13.0,,0.13,0.0
2021-08-06,0,13.0,,0.13,0.0
2021-08-07,0,13.0,,0.13,0.0
2021-08-08,0,13.0,,0.13,0.0
2021-08-09,0,13.0,,0.13,0.0
2021-08-10,0,13.0,,0.13,0.0
2021-08-11,0,13.0,,0.13,0.0
2021-08-12,0,13.0,,0.13,0.0
2021-08-13,100,13.0,,0.13,13.0
2021-08-14,0,13.0,,0.13,0.0
2021-08-15,0,13.0,,0.13,0.0
2021-08-16,99,13.0,,0.13,12.870000000000001
2021-08-17,96,13.0,,0.13,12.48
2021-08-18,0,13.0,,0.13,0.0
2021-08-19,0,13.0,,0.13,0.0
2021-08-20,0,13.0,,0.13,0.0
2021-08-21,0,13.0,,0.13,0.0
2021-08-22,0,13.0,,0.13,0.0
2021-08-23,0,13.0,,0.13,0.0
2021-08-24,0,13.0,,0.13,0.0
2021-08-25,95,13.0,,0.13,12.35
2021-08-26,0,13.0,,0.13,0.0
2021-08-27,0,13.0,,0.13,0.0
2021-08-28,0,13.0,,0.13,0.0
2021-08-29,0,13.0,,0.13,0.0
2021-08-30,94,13.0,,0.13,12.22
2021-08-31,98,13.0,,0.13,12.74
2021-09-01,0,5.0,False,0.05,0.0
2021-09-02,0,5.0,,0.05,0.0
2021-09-03,0,5.0,,0.05,0.0
2021-09-04,0,5.0,,0.05,0.0
2021-09-05,0,5.0,,0.05,0.0
2021-09-06,0,5.0,,0.05,0.0
2021-09-07,0,5.0,,0.05,0.0
2021-09-08,0,5.0,,0.05,0.0
2021-09-09,0,5.0,,0.05,0.0
2021-09-10,0,5.0,,0.05,0.0
2021-09-11,0,5.0,,0.05,0.0
2021-09-12,0,5.0,,0.05,0.0
2021-09-13,0,5.0,,0.05,0.0
2021-09-14,0,5.0,,0.05,0.0
2021-09-15,0,5.0,,0.05,0.0
2021-09-16,0,5.0,,0.05,0.0
2021-09-17,0,5.0,,0.05,0.0
2021-09-18,0,5.0,,0.05,0.0
2021-09-19,0,5.0,,0.05,0.0
2021-09-20,0,5.0,,0.05,0.0
2021-09-21,0,5.0,,0.05,0.0
2021-09-22,0,5.0,,0.05,0.0
2021-09-23,0,5.0,,0.05,0.0
2021-09-24,0,5.0,,0.05,0.0
2021-09-25,0,5.0,,0.05,0.0
2021-09-26,0,5.0,,0.05,0.0
2021-09-27,0,5.0,,0.05,0.0
2021-09-28,100,5.0,,0.05,5.0
2021-09-29,98,5.0,,0.05,4.9
2021-09-30,0,5.0,,0.05,0.0
2021-10-01,0,18.0,False,0.18,0.0
2021-10-02,0,18.0,,0.18,0.0
2021-10-03,0,18.0,,0.18,0.0
2021-10-04,0,18.0,,0.18,0.0
2021-10-05,0,18.0,,0.18,0.0
2021-10-06,0,18.0,,0.18,0.0
2021-10-07,99,18.0,,0.18,17.82
2021-10-08,0,18.0,,0.18,0.0
2021-10-09,0,18.0,,0.18,0.0
2021-10-10,0,18.0,,0.18,0.0
2021-10-11,0,18.0,,0.18,0.0
2021-10-12,0,18.0,,0.18,0.0
2021-10-13,51,18.0,,0.18,9.18
2021-10-14,0,18.0,,0.18,0.0
2021-10-15,0,18.0,,0.18,0.0
2021-10-16,0,18.0,,0.18,0.0
2021-10-17,0,18.0,,0.18,0.0
2021-10-18,0,18.0,,0.18,0.0
2021-10-19,0,18.0,,0.18,0.0
2021-10-20,0,18.0,,0.18,0.0
2021-10-21,0,18.0,,0.18,0.0
2021-10-22,100,18.0,,0.18,18.0
2021-10-23,0,18.0,,0.18,0.0
2021-10-24,0,18.0,,0.18,0.0
2021-10-25,0,18.0,,0.18,0.0
2021-10-26,0,18.0,,0.18,0.0
2021-10-27,0,18.0,,0.18,0.0
2021-10-28,49,18.0,,0.18,8.82
2021-10-29,100,18.0,,0.18,18.0
2021-10-30,0,18.0,,0.18,0.0
2021-10-31,0,18.0,,0.18,0.0
2021-11-01,0,17.0,False,0.17,0.0
2021-11-02,100,17.0,,0.17,17.0
2021-11-03,0,17.0,,0.17,0.0
2021-11-04,0,17.0,,0.17,0.0
2021-11-05,0,17.0,,0.17,0.0
2021-11-06,57,17.0,,0.17,9.690000000000001
2021-11-07,0,17.0,,0.17,0.0
2021-11-08,51,17.0,,0.17,8.67
2021-11-09,0,17.0,,0.17,0.0
2021-11-10,0,17.0,,0.17,0.0
2021-11-11,98,17.0,,0.17,16.66
2021-11-12,0,17.0,,0.17,0.0
2021-11-13,0,17.0,,0.17,0.0
2021-11-14,0,17.0,,0.17,0.0
2021-11-15,0,17.0,,0.17,0.0
2021-11-16,0,17.0,,0.17,0.0
2021-11-17,0,17.0,,0.17,0.0
2021-11-18,0,17.0,,0.17,0.0
2021-11-19,0,17.0,,0.17,0.0
2021-11-20,0,17.0,,0.17,0.0
2021-11-21,0,17.0,,0.17,0.0
