date,INTC_unscaled,INTC_monthly,isPartial,scale,INTC
2019-08-09,56,40.0,,0.4,22.400000000000002
2019-08-10,15,40.0,,0.4,6.0
2019-08-11,11,40.0,,0.4,4.4
2019-08-12,77,40.0,,0.4,30.8
2019-08-13,100,40.0,,0.4,40.0
2019-08-14,82,40.0,,0.4,32.800000000000004
2019-08-15,45,40.0,,0.4,18.0
2019-08-16,75,40.0,,0.4,30.0
2019-08-17,23,40.0,,0.4,9.200000000000001
2019-08-18,4,40.0,,0.4,1.6
2019-08-19,56,40.0,,0.4,22.400000000000002
2019-08-20,61,40.0,,0.4,24.400000000000002
2019-08-21,78,40.0,,0.4,31.200000000000003
2019-08-22,61,40.0,,0.4,24.400000000000002
2019-08-23,87,40.0,,0.4,34.800000000000004
2019-08-24,30,40.0,,0.4,12.0
2019-08-25,21,40.0,,0.4,8.4
2019-08-26,72,40.0,,0.4,28.8
2019-08-27,60,40.0,,0.4,24.0
2019-08-28,63,40.0,,0.4,25.200000000000003
2019-08-29,77,40.0,,0.4,30.8
2019-08-30,64,40.0,,0.4,25.6
2019-08-31,16,40.0,,0.4,6.4
2019-09-01,3,38.0,False,0.38,1.1400000000000001
2019-09-02,13,38.0,,0.38,4.94
2019-09-03,51,38.0,,0.38,19.38
2019-09-04,68,38.0,,0.38,25.84
2019-09-05,100,38.0,,0.38,38.0
2019-09-06,93,38.0,,0.38,35.34
2019-09-07,24,38.0,,0.38,9.120000000000001
2019-09-08,10,38.0,,0.38,3.8
2019-09-09,67,38.0,,0.38,25.46
2019-09-10,68,38.0,,0.38,25.84
2019-09-11,80,38.0,,0.38,30.4
2019-09-12,97,38.0,,0.38,36.86
2019-09-13,70,38.0,,0.38,26.6
2019-09-14,3,38.0,,0.38,1.1400000000000001
2019-09-15,13,38.0,,0.38,4.94
2019-09-16,67,38.0,,0.38,25.46
2019-09-17,52,38.0,,0.38,19.76
2019-09-18,65,38.0,,0.38,24.7
2019-09-19,53,38.0,,0.38,20.14
2019-09-20,65,38.0,,0.38,24.7
2019-09-21,12,38.0,,0.38,4.5600000000000005
2019-09-22,10,38.0,,0.38,3.8
2019-09-23,60,38.0,,0.38,22.8
2019-09-24,66,38.0,,0.38,25.080000000000002
2019-09-25,68,38.0,,0.38,25.84
2019-09-26,64,38.0,,0.38,24.32
2019-09-27,76,38.0,,0.38,28.88
2019-09-28,20,38.0,,0.38,7.6
2019-09-29,5,38.0,,0.38,1.9
2019-09-30,46,38.0,,0.38,17.48
2019-10-01,21,49.0,False,0.49,10.29
2019-10-02,24,49.0,,0.49,11.76
2019-10-03,26,49.0,,0.49,12.74
2019-10-04,25,49.0,,0.49,12.25
2019-10-05,8,49.0,,0.49,3.92
2019-10-06,3,49.0,,0.49,1.47
2019-10-07,28,49.0,,0.49,13.719999999999999
2019-10-08,14,49.0,,0.49,6.859999999999999
2019-10-09,19,49.0,,0.49,9.31
2019-10-10,27,49.0,,0.49,13.23
2019-10-11,28,49.0,,0.49,13.719999999999999
2019-10-12,9,49.0,,0.49,4.41
2019-10-13,3,49.0,,0.49,1.47
2019-10-14,22,49.0,,0.49,10.78
2019-10-15,26,49.0,,0.49,12.74
2019-10-16,27,49.0,,0.49,13.23
2019-10-17,26,49.0,,0.49,12.74
2019-10-18,22,49.0,,0.49,10.78
2019-10-19,6,49.0,,0.49,2.94
2019-10-20,5,49.0,,0.49,2.45
2019-10-21,25,49.0,,0.49,12.25
2019-10-22,30,49.0,,0.49,14.7
2019-10-23,33,49.0,,0.49,16.169999999999998
2019-10-24,95,49.0,,0.49,46.55
2019-10-25,100,49.0,,0.49,49.0
2019-10-26,14,49.0,,0.49,6.859999999999999
2019-10-27,7,49.0,,0.49,3.4299999999999997
2019-10-28,46,49.0,,0.49,22.54
2019-10-29,41,49.0,,0.49,20.09
2019-10-30,37,49.0,,0.49,18.13
2019-10-31,23,49.0,,0.49,11.27
2019-11-01,70,39.0,False,0.39,27.3
2019-11-02,13,39.0,,0.39,5.07
2019-11-03,10,39.0,,0.39,3.9000000000000004
2019-11-04,68,39.0,,0.39,26.52
2019-11-05,100,39.0,,0.39,39.0
2019-11-06,66,39.0,,0.39,25.740000000000002
2019-11-07,67,39.0,,0.39,26.130000000000003
2019-11-08,77,39.0,,0.39,30.03
2019-11-09,26,39.0,,0.39,10.14
2019-11-10,23,39.0,,0.39,8.97
2019-11-11,65,39.0,,0.39,25.35
2019-11-12,96,39.0,,0.39,37.44
2019-11-13,80,39.0,,0.39,31.200000000000003
2019-11-14,58,39.0,,0.39,22.62
2019-11-15,57,39.0,,0.39,22.23
2019-11-16,13,39.0,,0.39,5.07
2019-11-17,14,39.0,,0.39,5.46
2019-11-18,73,39.0,,0.39,28.470000000000002
2019-11-19,53,39.0,,0.39,20.67
2019-11-20,89,39.0,,0.39,34.71
2019-11-21,72,39.0,,0.39,28.080000000000002
2019-11-22,43,39.0,,0.39,16.77
2019-11-23,6,39.0,,0.39,2.34
2019-11-24,5,39.0,,0.39,1.9500000000000002
2019-11-25,62,39.0,,0.39,24.18
2019-11-26,66,39.0,,0.39,25.740000000000002
2019-11-27,71,39.0,,0.39,27.69
2019-11-28,10,39.0,,0.39,3.9000000000000004
2019-11-29,33,39.0,,0.39,12.870000000000001
2019-11-30,9,39.0,,0.39,3.5100000000000002
2019-12-01,11,34.0,False,0.34,3.74
2019-12-02,82,34.0,,0.34,27.880000000000003
2019-12-03,70,34.0,,0.34,23.8
2019-12-04,84,34.0,,0.34,28.560000000000002
2019-12-05,78,34.0,,0.34,26.520000000000003
2019-12-06,65,34.0,,0.34,22.1
2019-12-07,38,34.0,,0.34,12.920000000000002
2019-12-08,11,34.0,,0.34,3.74
2019-12-09,74,34.0,,0.34,25.16
2019-12-10,50,34.0,,0.34,17.0
2019-12-11,58,34.0,,0.34,19.720000000000002
2019-12-12,79,34.0,,0.34,26.860000000000003
2019-12-13,70,34.0,,0.34,23.8
2019-12-14,42,34.0,,0.34,14.280000000000001
2019-12-15,7,34.0,,0.34,2.3800000000000003
2019-12-16,91,34.0,,0.34,30.94
2019-12-17,77,34.0,,0.34,26.180000000000003
2019-12-18,80,34.0,,0.34,27.200000000000003
2019-12-19,92,34.0,,0.34,31.28
2019-12-20,87,34.0,,0.34,29.580000000000002
2019-12-21,28,34.0,,0.34,9.520000000000001
2019-12-22,28,34.0,,0.34,9.520000000000001
2019-12-23,85,34.0,,0.34,28.900000000000002
2019-12-24,92,34.0,,0.34,31.28
2019-12-25,20,34.0,,0.34,6.800000000000001
2019-12-26,80,34.0,,0.34,27.200000000000003
2019-12-27,100,34.0,,0.34,34.0
2019-12-28,27,34.0,,0.34,9.180000000000001
2019-12-29,24,34.0,,0.34,8.16
2019-12-30,80,34.0,,0.34,27.200000000000003
2019-12-31,63,34.0,,0.34,21.42
2020-01-01,5,64.0,False,0.64,3.2
2020-01-02,16,64.0,,0.64,10.24
2020-01-03,19,64.0,,0.64,12.16
2020-01-04,5,64.0,,0.64,3.2
2020-01-05,2,64.0,,0.64,1.28
2020-01-06,17,64.0,,0.64,10.88
2020-01-07,14,64.0,,0.64,8.96
2020-01-08,20,64.0,,0.64,12.8
2020-01-09,16,64.0,,0.64,10.24
2020-01-10,11,64.0,,0.64,7.04
2020-01-11,6,64.0,,0.64,3.84
2020-01-12,1,64.0,,0.64,0.64
2020-01-13,10,64.0,,0.64,6.4
2020-01-14,13,64.0,,0.64,8.32
2020-01-15,14,64.0,,0.64,8.96
2020-01-16,20,64.0,,0.64,12.8
2020-01-17,15,64.0,,0.64,9.6
2020-01-18,5,64.0,,0.64,3.2
2020-01-19,2,64.0,,0.64,1.28
2020-01-20,7,64.0,,0.64,4.48
2020-01-21,25,64.0,,0.64,16.0
2020-01-22,30,64.0,,0.64,19.2
2020-01-23,90,64.0,,0.64,57.6
2020-01-24,100,64.0,,0.64,64.0
2020-01-25,19,64.0,,0.64,12.16
2020-01-26,5,64.0,,0.64,3.2
2020-01-27,35,64.0,,0.64,22.400000000000002
2020-01-28,28,64.0,,0.64,17.92
2020-01-29,26,64.0,,0.64,16.64
2020-01-30,19,64.0,,0.64,12.16
2020-01-31,26,64.0,,0.64,16.64
2020-02-01,22,55.0,False,0.55,12.100000000000001
2020-02-02,19,55.0,,0.55,10.450000000000001
2020-02-03,65,55.0,,0.55,35.75
2020-02-04,67,55.0,,0.55,36.85
2020-02-05,71,55.0,,0.55,39.050000000000004
2020-02-06,76,55.0,,0.55,41.800000000000004
2020-02-07,66,55.0,,0.55,36.300000000000004
2020-02-08,17,55.0,,0.55,9.350000000000001
2020-02-09,17,55.0,,0.55,9.350000000000001
2020-02-10,52,55.0,,0.55,28.6
2020-02-11,67,55.0,,0.55,36.85
2020-02-12,82,55.0,,0.55,45.1
2020-02-13,74,55.0,,0.55,40.7
2020-02-14,64,55.0,,0.55,35.2
2020-02-15,28,55.0,,0.55,15.400000000000002
2020-02-16,13,55.0,,0.55,7.15
2020-02-17,28,55.0,,0.55,15.400000000000002
2020-02-18,72,55.0,,0.55,39.6
2020-02-19,62,55.0,,0.55,34.1
2020-02-20,79,55.0,,0.55,43.45
2020-02-21,66,55.0,,0.55,36.300000000000004
2020-02-22,13,55.0,,0.55,7.15
2020-02-23,11,55.0,,0.55,6.050000000000001
2020-02-24,70,55.0,,0.55,38.5
2020-02-25,93,55.0,,0.55,51.150000000000006
2020-02-26,81,55.0,,0.55,44.550000000000004
2020-02-27,100,55.0,,0.55,55.00000000000001
2020-02-28,96,55.0,,0.55,52.800000000000004
2020-02-29,40,55.0,,0.55,22.0
2020-03-01,16,70.0,False,0.7,11.2
2020-03-02,80,70.0,,0.7,56.0
2020-03-03,64,70.0,,0.7,44.8
2020-03-04,60,70.0,,0.7,42.0
2020-03-05,43,70.0,,0.7,30.099999999999998
2020-03-06,60,70.0,,0.7,42.0
2020-03-07,14,70.0,,0.7,9.799999999999999
2020-03-08,4,70.0,,0.7,2.8
2020-03-09,75,70.0,,0.7,52.5
2020-03-10,69,70.0,,0.7,48.3
2020-03-11,56,70.0,,0.7,39.199999999999996
2020-03-12,92,70.0,,0.7,64.39999999999999
2020-03-13,100,70.0,,0.7,70.0
2020-03-14,30,70.0,,0.7,21.0
2020-03-15,16,70.0,,0.7,11.2
2020-03-16,84,70.0,,0.7,58.8
2020-03-17,90,70.0,,0.7,62.99999999999999
2020-03-18,83,70.0,,0.7,58.099999999999994
2020-03-19,77,70.0,,0.7,53.9
2020-03-20,59,70.0,,0.7,41.3
2020-03-21,13,70.0,,0.7,9.1
2020-03-22,20,70.0,,0.7,14.0
2020-03-23,87,70.0,,0.7,60.9
2020-03-24,93,70.0,,0.7,65.1
2020-03-25,88,70.0,,0.7,61.599999999999994
2020-03-26,76,70.0,,0.7,53.199999999999996
2020-03-27,47,70.0,,0.7,32.9
2020-03-28,17,70.0,,0.7,11.899999999999999
2020-03-29,10,70.0,,0.7,7.0
2020-03-30,49,70.0,,0.7,34.3
2020-03-31,48,70.0,,0.7,33.599999999999994
2020-04-01,27,64.0,False,0.64,17.28
2020-04-02,23,64.0,,0.64,14.72
2020-04-03,25,64.0,,0.64,16.0
2020-04-04,5,64.0,,0.64,3.2
2020-04-05,5,64.0,,0.64,3.2
2020-04-06,29,64.0,,0.64,18.56
2020-04-07,36,64.0,,0.64,23.04
2020-04-08,36,64.0,,0.64,23.04
2020-04-09,33,64.0,,0.64,21.12
2020-04-10,19,64.0,,0.64,12.16
2020-04-11,6,64.0,,0.64,3.84
2020-04-12,7,64.0,,0.64,4.48
2020-04-13,26,64.0,,0.64,16.64
2020-04-14,26,64.0,,0.64,16.64
2020-04-15,27,64.0,,0.64,17.28
2020-04-16,30,64.0,,0.64,19.2
2020-04-17,32,64.0,,0.64,20.48
2020-04-18,6,64.0,,0.64,3.84
2020-04-19,6,64.0,,0.64,3.84
2020-04-20,28,64.0,,0.64,17.92
2020-04-21,29,64.0,,0.64,18.56
2020-04-22,38,64.0,,0.64,24.32
2020-04-23,100,64.0,,0.64,64.0
2020-04-24,74,64.0,,0.64,47.36
2020-04-25,13,64.0,,0.64,8.32
2020-04-26,6,64.0,,0.64,3.84
2020-04-27,30,64.0,,0.64,19.2
2020-04-28,29,64.0,,0.64,18.56
2020-04-29,39,64.0,,0.64,24.96
2020-04-30,34,64.0,,0.64,21.76
2020-05-01,59,49.0,False,0.49,28.91
2020-05-02,24,49.0,,0.49,11.76
2020-05-03,18,49.0,,0.49,8.82
2020-05-04,62,49.0,,0.49,30.38
2020-05-05,90,49.0,,0.49,44.1
2020-05-06,76,49.0,,0.49,37.24
2020-05-07,69,49.0,,0.49,33.81
2020-05-08,77,49.0,,0.49,37.73
2020-05-09,15,49.0,,0.49,7.35
2020-05-10,13,49.0,,0.49,6.37
2020-05-11,56,49.0,,0.49,27.439999999999998
2020-05-12,61,49.0,,0.49,29.89
2020-05-13,67,49.0,,0.49,32.83
2020-05-14,60,49.0,,0.49,29.4
2020-05-15,76,49.0,,0.49,37.24
2020-05-16,17,49.0,,0.49,8.33
2020-05-17,13,49.0,,0.49,6.37
2020-05-18,74,49.0,,0.49,36.26
2020-05-19,76,49.0,,0.49,37.24
2020-05-20,100,49.0,,0.49,49.0
2020-05-21,88,49.0,,0.49,43.12
2020-05-22,42,49.0,,0.49,20.58
2020-05-23,20,49.0,,0.49,9.8
2020-05-24,17,49.0,,0.49,8.33
2020-05-25,13,49.0,,0.49,6.37
2020-05-26,66,49.0,,0.49,32.339999999999996
2020-05-27,71,49.0,,0.49,34.79
2020-05-28,73,49.0,,0.49,35.769999999999996
2020-05-29,57,49.0,,0.49,27.93
2020-05-30,19,49.0,,0.49,9.31
2020-05-31,6,49.0,,0.49,2.94
2020-06-01,37,52.0,False,0.52,19.240000000000002
2020-06-02,68,52.0,,0.52,35.36
2020-06-03,49,52.0,,0.52,25.48
2020-06-04,53,52.0,,0.52,27.560000000000002
2020-06-05,70,52.0,,0.52,36.4
2020-06-06,12,52.0,,0.52,6.24
2020-06-07,21,52.0,,0.52,10.92
2020-06-08,55,52.0,,0.52,28.6
2020-06-09,70,52.0,,0.52,36.4
2020-06-10,76,52.0,,0.52,39.52
2020-06-11,71,52.0,,0.52,36.92
2020-06-12,71,52.0,,0.52,36.92
2020-06-13,23,52.0,,0.52,11.96
2020-06-14,12,52.0,,0.52,6.24
2020-06-15,55,52.0,,0.52,28.6
2020-06-16,54,52.0,,0.52,28.080000000000002
2020-06-17,62,52.0,,0.52,32.24
2020-06-18,51,52.0,,0.52,26.52
2020-06-19,47,52.0,,0.52,24.44
2020-06-20,16,52.0,,0.52,8.32
2020-06-21,10,52.0,,0.52,5.2
2020-06-22,100,52.0,,0.52,52.0
2020-06-23,73,52.0,,0.52,37.96
2020-06-24,62,52.0,,0.52,32.24
2020-06-25,60,52.0,,0.52,31.200000000000003
2020-06-26,51,52.0,,0.52,26.52
2020-06-27,13,52.0,,0.52,6.76
2020-06-28,16,52.0,,0.52,8.32
2020-06-29,62,52.0,,0.52,32.24
2020-06-30,46,52.0,,0.52,23.92
2020-07-01,10,86.0,False,0.86,8.6
2020-07-02,13,86.0,,0.86,11.18
2020-07-03,5,86.0,,0.86,4.3
2020-07-04,3,86.0,,0.86,2.58
2020-07-05,5,86.0,,0.86,4.3
2020-07-06,17,86.0,,0.86,14.62
2020-07-07,11,86.0,,0.86,9.459999999999999
2020-07-08,14,86.0,,0.86,12.04
2020-07-09,12,86.0,,0.86,10.32
2020-07-10,13,86.0,,0.86,11.18
2020-07-11,4,86.0,,0.86,3.44
2020-07-12,3,86.0,,0.86,2.58
2020-07-13,13,86.0,,0.86,11.18
2020-07-14,14,86.0,,0.86,12.04
2020-07-15,13,86.0,,0.86,11.18
2020-07-16,9,86.0,,0.86,7.74
2020-07-17,14,86.0,,0.86,12.04
2020-07-18,4,86.0,,0.86,3.44
2020-07-19,3,86.0,,0.86,2.58
2020-07-20,15,86.0,,0.86,12.9
2020-07-21,14,86.0,,0.86,12.04
2020-07-22,16,86.0,,0.86,13.76
2020-07-23,56,86.0,,0.86,48.16
2020-07-24,100,86.0,,0.86,86.0
2020-07-25,25,86.0,,0.86,21.5
2020-07-26,13,86.0,,0.86,11.18
2020-07-27,65,86.0,,0.86,55.9
2020-07-28,55,86.0,,0.86,47.3
2020-07-29,49,86.0,,0.86,42.14
2020-07-30,45,86.0,,0.86,38.7
2020-07-31,34,86.0,,0.86,29.24
2020-08-01,27,87.0,False,0.87,23.49
2020-08-02,20,87.0,,0.87,17.4
2020-08-03,69,87.0,,0.87,60.03
2020-08-04,67,87.0,,0.87,58.29
2020-08-05,60,87.0,,0.87,52.2
2020-08-06,57,87.0,,0.87,49.589999999999996
2020-08-07,64,87.0,,0.87,55.68
2020-08-08,18,87.0,,0.87,15.66
2020-08-09,12,87.0,,0.87,10.44
2020-08-10,71,87.0,,0.87,61.77
2020-08-11,63,87.0,,0.87,54.81
2020-08-12,63,87.0,,0.87,54.81
2020-08-13,69,87.0,,0.87,60.03
2020-08-14,60,87.0,,0.87,52.2
2020-08-15,12,87.0,,0.87,10.44
2020-08-16,13,87.0,,0.87,11.31
2020-08-17,54,87.0,,0.87,46.98
2020-08-18,52,87.0,,0.87,45.24
2020-08-19,53,87.0,,0.87,46.11
2020-08-20,100,87.0,,0.87,87.0
2020-08-21,66,87.0,,0.87,57.42
2020-08-22,19,87.0,,0.87,16.53
2020-08-23,11,87.0,,0.87,9.57
2020-08-24,55,87.0,,0.87,47.85
2020-08-25,45,87.0,,0.87,39.15
2020-08-26,51,87.0,,0.87,44.37
2020-08-27,40,87.0,,0.87,34.8
2020-08-28,52,87.0,,0.87,45.24
2020-08-29,16,87.0,,0.87,13.92
2020-08-30,13,87.0,,0.87,11.31
2020-08-31,57,87.0,,0.87,49.589999999999996
2020-09-01,63,64.0,False,0.64,40.32
2020-09-02,100,64.0,,0.64,64.0
2020-09-03,79,64.0,,0.64,50.56
2020-09-04,48,64.0,,0.64,30.72
2020-09-05,21,64.0,,0.64,13.44
2020-09-06,8,64.0,,0.64,5.12
2020-09-07,13,64.0,,0.64,8.32
2020-09-08,50,64.0,,0.64,32.0
2020-09-09,53,64.0,,0.64,33.92
2020-09-10,40,64.0,,0.64,25.6
2020-09-11,35,64.0,,0.64,22.400000000000002
2020-09-12,20,64.0,,0.64,12.8
2020-09-13,8,64.0,,0.64,5.12
2020-09-14,42,64.0,,0.64,26.88
2020-09-15,41,64.0,,0.64,26.240000000000002
2020-09-16,41,64.0,,0.64,26.240000000000002
2020-09-17,33,64.0,,0.64,21.12
2020-09-18,34,64.0,,0.64,21.76
2020-09-19,7,64.0,,0.64,4.48
2020-09-20,4,64.0,,0.64,2.56
2020-09-21,42,64.0,,0.64,26.88
2020-09-22,33,64.0,,0.64,21.12
2020-09-23,33,64.0,,0.64,21.12
2020-09-24,38,64.0,,0.64,24.32
2020-09-25,30,64.0,,0.64,19.2
2020-09-26,11,64.0,,0.64,7.04
2020-09-27,10,64.0,,0.64,6.4
2020-09-28,45,64.0,,0.64,28.8
2020-09-29,30,64.0,,0.64,19.2
2020-09-30,37,64.0,,0.64,23.68
2020-10-01,22,78.0,False,0.78,17.16
2020-10-02,25,78.0,,0.78,19.5
2020-10-03,8,78.0,,0.78,6.24
2020-10-04,1,78.0,,0.78,0.78
2020-10-05,19,78.0,,0.78,14.82
2020-10-06,25,78.0,,0.78,19.5
2020-10-07,21,78.0,,0.78,16.38
2020-10-08,28,78.0,,0.78,21.84
2020-10-09,34,78.0,,0.78,26.52
2020-10-10,6,78.0,,0.78,4.68
2020-10-11,4,78.0,,0.78,3.12
2020-10-12,21,78.0,,0.78,16.38
2020-10-13,25,78.0,,0.78,19.5
2020-10-14,21,78.0,,0.78,16.38
2020-10-15,18,78.0,,0.78,14.040000000000001
2020-10-16,25,78.0,,0.78,19.5
2020-10-17,5,78.0,,0.78,3.9000000000000004
2020-10-18,4,78.0,,0.78,3.12
2020-10-19,28,78.0,,0.78,21.84
2020-10-20,44,78.0,,0.78,34.32
2020-10-21,27,78.0,,0.78,21.060000000000002
2020-10-22,74,78.0,,0.78,57.72
2020-10-23,100,78.0,,0.78,78.0
2020-10-24,23,78.0,,0.78,17.94
2020-10-25,8,78.0,,0.78,6.24
2020-10-26,47,78.0,,0.78,36.660000000000004
2020-10-27,37,78.0,,0.78,28.86
2020-10-28,33,78.0,,0.78,25.740000000000002
2020-10-29,38,78.0,,0.78,29.64
2020-10-30,33,78.0,,0.78,25.740000000000002
2020-10-31,9,78.0,,0.78,7.0200000000000005
2020-11-01,10,52.0,False,0.52,5.2
2020-11-02,70,52.0,,0.52,36.4
2020-11-03,85,52.0,,0.52,44.2
2020-11-04,67,52.0,,0.52,34.84
2020-11-05,56,52.0,,0.52,29.12
2020-11-06,51,52.0,,0.52,26.52
2020-11-07,22,52.0,,0.52,11.440000000000001
2020-11-08,19,52.0,,0.52,9.88
2020-11-09,99,52.0,,0.52,51.480000000000004
2020-11-10,87,52.0,,0.52,45.24
2020-11-11,91,52.0,,0.52,47.32
2020-11-12,73,52.0,,0.52,37.96
2020-11-13,68,52.0,,0.52,35.36
2020-11-14,27,52.0,,0.52,14.040000000000001
2020-11-15,13,52.0,,0.52,6.76
2020-11-16,73,52.0,,0.52,37.96
2020-11-17,45,52.0,,0.52,23.400000000000002
2020-11-18,82,52.0,,0.52,42.64
2020-11-19,58,52.0,,0.52,30.16
2020-11-20,62,52.0,,0.52,32.24
2020-11-21,17,52.0,,0.52,8.84
2020-11-22,10,52.0,,0.52,5.2
2020-11-23,72,52.0,,0.52,37.44
2020-11-24,100,52.0,,0.52,52.0
2020-11-25,58,52.0,,0.52,30.16
2020-11-26,26,52.0,,0.52,13.52
2020-11-27,49,52.0,,0.52,25.48
2020-11-28,17,52.0,,0.52,8.84
2020-11-29,10,52.0,,0.52,5.2
2020-11-30,47,52.0,,0.52,24.44
2020-12-01,69,66.0,False,0.66,45.54
2020-12-02,63,66.0,,0.66,41.580000000000005
2020-12-03,66,66.0,,0.66,43.56
2020-12-04,74,66.0,,0.66,48.84
2020-12-05,24,66.0,,0.66,15.84
2020-12-06,12,66.0,,0.66,7.92
2020-12-07,78,66.0,,0.66,51.480000000000004
2020-12-08,73,66.0,,0.66,48.18
2020-12-09,38,66.0,,0.66,25.080000000000002
2020-12-10,38,66.0,,0.66,25.080000000000002
2020-12-11,51,66.0,,0.66,33.660000000000004
2020-12-12,14,66.0,,0.66,9.24
2020-12-13,12,66.0,,0.66,7.92
2020-12-14,54,66.0,,0.66,35.64
2020-12-15,47,66.0,,0.66,31.020000000000003
2020-12-16,43,66.0,,0.66,28.380000000000003
2020-12-17,54,66.0,,0.66,35.64
2020-12-18,77,66.0,,0.66,50.82
2020-12-19,35,66.0,,0.66,23.1
2020-12-20,15,66.0,,0.66,9.9
2020-12-21,76,66.0,,0.66,50.160000000000004
2020-12-22,66,66.0,,0.66,43.56
2020-12-23,53,66.0,,0.66,34.980000000000004
2020-12-24,50,66.0,,0.66,33.0
2020-12-25,18,66.0,,0.66,11.88
2020-12-26,13,66.0,,0.66,8.58
2020-12-27,5,66.0,,0.66,3.3000000000000003
2020-12-28,49,66.0,,0.66,32.34
2020-12-29,100,66.0,,0.66,66.0
2020-12-30,81,66.0,,0.66,53.46
2020-12-31,71,66.0,,0.66,46.86
2021-01-01,9,89.0,False,0.89,8.01
2021-01-02,4,89.0,,0.89,3.56
2021-01-03,4,89.0,,0.89,3.56
2021-01-04,24,89.0,,0.89,21.36
2021-01-05,24,89.0,,0.89,21.36
2021-01-06,25,89.0,,0.89,22.25
2021-01-07,24,89.0,,0.89,21.36
2021-01-08,22,89.0,,0.89,19.580000000000002
2021-01-09,6,89.0,,0.89,5.34
2021-01-10,4,89.0,,0.89,3.56
2021-01-11,23,89.0,,0.89,20.47
2021-01-12,34,89.0,,0.89,30.26
2021-01-13,76,89.0,,0.89,67.64
2021-01-14,67,89.0,,0.89,59.63
2021-01-15,49,89.0,,0.89,43.61
2021-01-16,10,89.0,,0.89,8.9
2021-01-17,6,89.0,,0.89,5.34
2021-01-18,10,89.0,,0.89,8.9
2021-01-19,29,89.0,,0.89,25.81
2021-01-20,43,89.0,,0.89,38.27
2021-01-21,94,89.0,,0.89,83.66
2021-01-22,100,89.0,,0.89,89.0
2021-01-23,22,89.0,,0.89,19.580000000000002
2021-01-24,10,89.0,,0.89,8.9
2021-01-25,38,89.0,,0.89,33.82
2021-01-26,39,89.0,,0.89,34.71
2021-01-27,34,89.0,,0.89,30.26
2021-01-28,38,89.0,,0.89,33.82
2021-01-29,30,89.0,,0.89,26.7
2021-01-30,10,89.0,,0.89,8.9
2021-01-31,9,89.0,,0.89,8.01
2021-02-01,85,63.0,False,0.63,53.55
2021-02-02,91,63.0,,0.63,57.33
2021-02-03,79,63.0,,0.63,49.77
2021-02-04,84,63.0,,0.63,52.92
2021-02-05,72,63.0,,0.63,45.36
2021-02-06,18,63.0,,0.63,11.34
2021-02-07,15,63.0,,0.63,9.45
2021-02-08,67,63.0,,0.63,42.21
2021-02-09,77,63.0,,0.63,48.51
2021-02-10,76,63.0,,0.63,47.88
2021-02-11,98,63.0,,0.63,61.74
2021-02-12,100,63.0,,0.63,63.0
2021-02-13,22,63.0,,0.63,13.86
2021-02-14,21,63.0,,0.63,13.23
2021-02-15,26,63.0,,0.63,16.38
2021-02-16,89,63.0,,0.63,56.07
2021-02-17,74,63.0,,0.63,46.62
2021-02-18,67,63.0,,0.63,42.21
2021-02-19,77,63.0,,0.63,48.51
2021-02-20,27,63.0,,0.63,17.01
2021-02-21,19,63.0,,0.63,11.97
2021-02-22,90,63.0,,0.63,56.7
2021-02-23,88,63.0,,0.63,55.44
2021-02-24,89,63.0,,0.63,56.07
2021-02-25,90,63.0,,0.63,56.7
2021-02-26,76,63.0,,0.63,47.88
2021-02-27,24,63.0,,0.63,15.120000000000001
2021-02-28,11,63.0,,0.63,6.93
2021-03-01,32,67.0,False,0.67,21.44
2021-03-02,35,67.0,,0.67,23.450000000000003
2021-03-03,33,67.0,,0.67,22.110000000000003
2021-03-04,33,67.0,,0.67,22.110000000000003
2021-03-05,39,67.0,,0.67,26.130000000000003
2021-03-06,16,67.0,,0.67,10.72
2021-03-07,6,67.0,,0.67,4.0200000000000005
2021-03-08,29,67.0,,0.67,19.43
2021-03-09,42,67.0,,0.67,28.14
2021-03-10,28,67.0,,0.67,18.76
2021-03-11,33,67.0,,0.67,22.110000000000003
2021-03-12,36,67.0,,0.67,24.12
2021-03-13,9,67.0,,0.67,6.03
2021-03-14,7,67.0,,0.67,4.69
2021-03-15,28,67.0,,0.67,18.76
2021-03-16,37,67.0,,0.67,24.790000000000003
2021-03-17,33,67.0,,0.67,22.110000000000003
2021-03-18,27,67.0,,0.67,18.09
2021-03-19,25,67.0,,0.67,16.75
2021-03-20,7,67.0,,0.67,4.69
2021-03-21,8,67.0,,0.67,5.36
2021-03-22,28,67.0,,0.67,18.76
2021-03-23,70,67.0,,0.67,46.900000000000006
2021-03-24,100,67.0,,0.67,67.0
2021-03-25,50,67.0,,0.67,33.5
2021-03-26,41,67.0,,0.67,27.470000000000002
2021-03-27,17,67.0,,0.67,11.39
2021-03-28,5,67.0,,0.67,3.35
2021-03-29,36,67.0,,0.67,24.12
2021-03-30,33,67.0,,0.67,22.110000000000003
2021-03-31,34,67.0,,0.67,22.78
2021-04-01,47,68.0,False,0.68,31.96
2021-04-02,28,68.0,,0.68,19.040000000000003
2021-04-03,6,68.0,,0.68,4.08
2021-04-04,5,68.0,,0.68,3.4000000000000004
2021-04-05,49,68.0,,0.68,33.32
2021-04-06,40,68.0,,0.68,27.200000000000003
2021-04-07,35,68.0,,0.68,23.8
2021-04-08,42,68.0,,0.68,28.560000000000002
2021-04-09,50,68.0,,0.68,34.0
